,number,value,datetime_start,datetime_complete,duration,params_ADI_INTC_beta_win,params_ADI_INTC_stop_loss,params_ADI_INTC_trade_freq,params_ADI_INTC_z_entry,params_ADI_INTC_z_exit,params_ADI_INTC_z_stop_scaler,params_ADI_INTC_z_win,params_AEP_TXN_beta_win,params_AEP_TXN_stop_loss,params_AEP_TXN_trade_freq,params_AEP_TXN_z_entry,params_AEP_TXN_z_exit,params_AEP_TXN_z_stop_scaler,params_AEP_TXN_z_win,params_AMGN_TXN_beta_win,params_AMGN_TXN_stop_loss,params_AMGN_TXN_trade_freq,params_AMGN_TXN_z_entry,params_AMGN_TXN_z_exit,params_AMGN_TXN_z_stop_scaler,params_AMGN_TXN_z_win,params_CTAS_INTC_beta_win,params_CTAS_INTC_stop_loss,params_CTAS_INTC_trade_freq,params_CTAS_INTC_z_entry,params_CTAS_INTC_z_exit,params_CTAS_INTC_z_stop_scaler,params_CTAS_INTC_z_win,params_GOOG_INTC_beta_win,params_GOOG_INTC_stop_loss,params_GOOG_INTC_trade_freq,params_GOOG_INTC_z_entry,params_GOOG_INTC_z_exit,params_GOOG_INTC_z_stop_scaler,params_GOOG_INTC_z_win,params_ILMN_PANW_beta_win,params_ILMN_PANW_stop_loss,params_ILMN_PANW_trade_freq,params_ILMN_PANW_z_entry,params_ILMN_PANW_z_exit,params_ILMN_PANW_z_stop_scaler,params_ILMN_PANW_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MDLZ_TXN_beta_win,params_MDLZ_TXN_stop_loss,params_MDLZ_TXN_trade_freq,params_MDLZ_TXN_z_entry,params_MDLZ_TXN_z_exit,params_MDLZ_TXN_z_stop_scaler,params_MDLZ_TXN_z_win,params_MNST_TXN_beta_win,params_MNST_TXN_stop_loss,params_MNST_TXN_trade_freq,params_MNST_TXN_z_entry,params_MNST_TXN_z_exit,params_MNST_TXN_z_stop_scaler,params_MNST_TXN_z_win,params_SIRI_TXN_beta_win,params_SIRI_TXN_stop_loss,params_SIRI_TXN_trade_freq,params_SIRI_TXN_z_entry,params_SIRI_TXN_z_exit,params_SIRI_TXN_z_stop_scaler,params_SIRI_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
112,112,8.840376436417545,2025-06-15 00:43:44.887417,2025-06-15 00:43:50.223999,0 days 00:00:05.336582,406.0,0.004,1m,1.5,3.5,1.4,690.0,356.0,0.003,1m,2.0,2.0,1.1,278.0,200.0,0.007,1m,3.5,1.0,1.0,348.0,752.0,0.001,3m,1.0,1.0,1.0,96.0,778.0,0.008,1m,2.0,2.0,1.3,858.0,36.0,0.006,3m,3.5,1.5,1.1,658.0,880.0,0.006,3m,1.0,1.0,0.7,364.0,476,0.001,1m,1.0,3.0,1.2000000000000002,518,776.0,0.009000000000000001,3m,2.0,3.5,0.6,882.0,878.0,0.008,4m,3.5,3.5,1.3,110.0,0.45,10,COMPLETE
113,113,2.148661250537812,2025-06-15 00:43:50.348513,2025-06-15 00:43:55.701043,0 days 00:00:05.352530,404.0,0.004,1m,2.0,2.5,1.2000000000000002,666.0,384.0,0.002,1m,2.0,2.0,1.1,288.0,206.0,0.007,1m,3.5,1.0,1.0,470.0,750.0,0.001,3m,1.0,1.0,1.0,38.0,774.0,0.008,1m,3.0,2.5,1.1,852.0,42.0,0.007,3m,3.5,1.5,1.1,656.0,878.0,0.006,3m,1.0,1.0,0.7,362.0,442,0.001,1m,1.0,2.5,1.2000000000000002,526,580.0,0.009000000000000001,3m,2.0,3.5,0.6,770.0,756.0,0.008,4m,3.5,3.5,1.3,536.0,0.45,10,COMPLETE
114,114,7.211083232980678,2025-06-15 00:43:55.815066,2025-06-15 00:44:00.687078,0 days 00:00:04.872012,,,,,,,,360.0,0.002,1m,2.0,3.0,1.2000000000000002,412.0,288.0,0.007,1m,3.5,1.0,1.1,98.0,676.0,0.001,3m,1.0,1.0,1.0,388.0,684.0,0.008,1m,2.0,2.0,1.3,976.0,614.0,0.006,3m,3.5,1.5,1.0,836.0,1022.0,0.006,3m,1.0,1.0,0.8,250.0,546,0.001,1m,1.0,3.0,1.3,640,644.0,0.009000000000000001,3m,2.0,4.0,0.8,878.0,862.0,0.006,2m,3.5,4.0,1.4,70.0,0.45,9,COMPLETE
115,115,8.818487504883098,2025-06-15 00:44:00.765591,2025-06-15 00:44:05.865091,0 days 00:00:05.099500,,,,,,,,550.0,0.003,1m,2.0,2.5,0.9,340.0,140.0,0.007,2m,3.5,1.0,1.3,392.0,784.0,0.001,3m,1.5,1.0,1.1,130.0,538.0,0.007,1m,2.0,1.5,1.0,880.0,48.0,0.005,3m,3.0,1.5,1.2000000000000002,748.0,848.0,0.005,3m,1.0,1.0,0.7,314.0,496,0.001,1m,1.0,3.0,1.2000000000000002,474,860.0,0.009000000000000001,1m,2.0,3.5,0.6,830.0,696.0,0.008,4m,3.5,3.5,0.6,784.0,0.45,9,COMPLETE
116,116,4.867218231052007,2025-06-15 00:44:05.947604,2025-06-15 00:44:11.617776,0 days 00:00:05.670172,158.0,0.002,1m,1.0,3.0,1.4,672.0,554.0,0.003,1m,2.0,2.5,0.9,332.0,194.0,0.006,2m,4.0,1.0,1.3,502.0,786.0,0.002,3m,1.5,1.0,1.1,92.0,532.0,0.009000000000000001,1m,2.5,1.5,1.0,886.0,40.0,0.005,3m,3.0,1.5,1.2000000000000002,624.0,778.0,0.005,3m,1.5,3.5,0.7,98.0,494,0.001,1m,1.0,3.0,1.2000000000000002,478,916.0,0.01,1m,2.0,3.5,0.6,840.0,700.0,0.007,4m,3.0,3.5,0.5,874.0,0.45,10,COMPLETE
117,117,7.515901711165714,2025-06-15 00:44:11.718797,2025-06-15 00:44:17.439532,0 days 00:00:05.720735,324.0,0.004,1m,3.0,3.5,1.1,410.0,530.0,0.004,1m,2.5,2.5,0.5,236.0,146.0,0.007,3m,3.0,1.0,1.5,332.0,720.0,0.001,3m,1.5,1.5,1.3,142.0,456.0,0.008,1m,2.0,1.5,0.9,850.0,80.0,0.007,3m,3.5,1.5,1.1,746.0,848.0,0.005,3m,1.0,1.0,0.9,312.0,464,0.001,1m,1.0,3.0,1.4,440,950.0,0.008,1m,2.5,3.5,0.5,902.0,826.0,0.008,1m,4.0,3.5,0.6,786.0,0.4,10,COMPLETE
118,118,2.196452022229466,2025-06-15 00:44:17.538043,2025-06-15 00:44:22.102233,0 days 00:00:04.564190,,,,,,,,432.0,0.003,1m,2.5,2.5,1.1,314.0,162.0,0.007,2m,3.5,2.0,1.2000000000000002,656.0,762.0,0.001,3m,1.5,1.0,1.2000000000000002,108.0,,,,,,,,156.0,0.006,3m,3.0,1.5,1.2000000000000002,606.0,890.0,0.006,1m,1.0,1.0,0.7,332.0,516,0.001,1m,3.5,3.0,1.3,120,874.0,0.01,1m,2.0,4.0,0.6,856.0,686.0,0.007,4m,3.5,3.5,0.6,424.0,0.45,8,COMPLETE
119,119,2.2707102979973994,2025-06-15 00:44:22.186242,2025-06-15 00:44:27.035043,0 days 00:00:04.848801,,,,,,,,594.0,0.004,1m,3.5,2.5,1.0,260.0,130.0,0.006,2m,2.0,1.0,1.0,280.0,818.0,0.002,4m,4.0,1.0,1.1,26.0,560.0,0.008,1m,2.5,1.5,0.7,796.0,572.0,0.007,2m,3.5,1.5,1.0,998.0,792.0,0.005,3m,2.0,1.5,0.8,284.0,434,0.001,1m,1.5,2.5,1.2000000000000002,510,846.0,0.006,1m,1.5,3.5,0.5,1024.0,570.0,0.008,3m,3.0,4.0,0.8,348.0,0.35000000000000003,9,COMPLETE
120,120,4.843892954362357,2025-06-15 00:44:27.131571,2025-06-15 00:44:30.909196,0 days 00:00:03.777625,,,,,,,,498.0,0.003,1m,1.0,3.0,1.0,286.0,238.0,0.007,2m,3.5,1.5,1.3,16.0,736.0,0.002,3m,1.5,1.0,1.1,154.0,,,,,,,,108.0,0.005,3m,3.5,1.0,1.3,540.0,862.0,0.006,3m,1.0,1.0,1.2000000000000002,392.0,336,0.01,1m,1.0,3.5,1.3,458,710.0,0.009000000000000001,4m,2.5,3.5,0.7,982.0,,,,,,,,0.4,7,COMPLETE
121,121,7.619413122784998,2025-06-15 00:44:31.005706,2025-06-15 00:44:35.825545,0 days 00:00:04.819839,,,,,,,,284.0,0.002,1m,2.0,4.0,0.9,382.0,92.0,0.008,1m,3.5,1.0,0.8,376.0,798.0,0.001,3m,1.0,1.0,0.9,90.0,674.0,0.007,1m,2.0,2.0,1.3,968.0,52.0,0.006,3m,2.5,1.5,1.1,798.0,932.0,0.008,3m,1.0,1.0,0.6,344.0,488,0.002,1m,1.0,3.5,1.1,574,786.0,0.009000000000000001,3m,2.0,3.0,0.7,822.0,892.0,0.008,4m,3.5,3.5,0.5,580.0,0.45,9,COMPLETE
122,122,7.229718620547337,2025-06-15 00:44:35.917056,2025-06-15 00:44:40.734305,0 days 00:00:04.817249,,,,,,,,404.0,0.003,1m,2.0,2.0,0.6,332.0,124.0,0.008,4m,3.5,1.0,0.5,394.0,842.0,0.001,3m,1.0,1.0,1.2000000000000002,204.0,824.0,0.007,1m,2.0,2.0,1.1,920.0,28.0,0.001,3m,2.5,1.5,0.9,824.0,824.0,0.004,3m,1.0,1.0,0.7,412.0,578,0.001,1m,1.0,3.0,1.2000000000000002,606,558.0,0.007,3m,2.0,3.5,0.6,888.0,798.0,0.009000000000000001,4m,3.5,3.0,0.7,674.0,0.45,9,COMPLETE
123,123,7.767360029767768,2025-06-15 00:44:40.820363,2025-06-15 00:44:45.618060,0 days 00:00:04.797697,,,,,,,,462.0,0.002,1m,2.0,1.5,0.9,32.0,24.0,0.007,1m,3.5,1.0,1.0,312.0,770.0,0.001,3m,1.0,1.0,0.9,336.0,460.0,0.008,1m,1.5,2.0,1.2000000000000002,864.0,78.0,0.008,3m,3.5,2.0,1.2000000000000002,908.0,984.0,0.006,3m,1.0,1.0,0.7,368.0,390,0.003,1m,1.0,4.0,1.1,670,598.0,0.01,3m,2.0,2.5,0.6,826.0,660.0,0.008,4m,3.5,3.5,1.1,122.0,0.45,9,COMPLETE
124,124,5.792686877583726,2025-06-15 00:44:45.722493,2025-06-15 00:44:50.643277,0 days 00:00:04.920784,,,,,,,,630.0,0.005,2m,2.0,2.0,0.8,366.0,74.0,0.008,1m,3.5,1.0,1.6,446.0,710.0,0.007,3m,2.0,1.0,0.8,672.0,864.0,0.007,1m,2.0,2.5,1.2000000000000002,904.0,128.0,0.003,3m,4.0,4.0,1.4,868.0,958.0,0.004,3m,1.0,1.0,1.1,296.0,554,0.002,1m,1.0,4.0,1.2000000000000002,548,818.0,0.009000000000000001,4m,2.0,3.0,0.7,712.0,872.0,0.003,4m,3.5,4.0,1.2000000000000002,468.0,0.5,9,COMPLETE
125,125,5.630517920967641,2025-06-15 00:44:50.732300,2025-06-15 00:44:56.098226,0 days 00:00:05.365926,136.0,0.004,4m,2.5,2.0,0.7,842.0,354.0,0.003,4m,2.0,2.5,0.5,308.0,168.0,0.008,2m,3.5,4.0,0.9,420.0,826.0,0.001,3m,1.0,1.5,1.0,634.0,772.0,0.008,1m,2.0,2.0,1.3,1020.0,226.0,0.006,3m,2.0,2.5,1.0,660.0,910.0,0.005,3m,1.0,1.0,0.8,320.0,594,0.001,1m,1.0,3.0,1.6,696,652.0,0.009000000000000001,1m,2.0,3.5,0.8,758.0,408.0,0.007,4m,4.0,3.0,1.0,280.0,0.45,10,COMPLETE
126,126,7.379402321488632,2025-06-15 00:44:56.194738,2025-06-15 00:45:00.317354,0 days 00:00:04.122616,,,,,,,,384.0,0.002,4m,2.5,2.0,0.9,764.0,114.0,0.007,1m,1.0,1.0,0.7,348.0,746.0,0.001,3m,1.5,1.0,1.0,716.0,,,,,,,,60.0,0.004,3m,3.0,4.0,1.1,484.0,944.0,0.003,4m,1.0,1.0,0.9,234.0,506,0.009000000000000001,2m,1.0,3.5,0.5,506,730.0,0.01,3m,2.0,1.0,0.6,916.0,956.0,0.008,4m,3.5,3.5,1.6,848.0,0.5,8,COMPLETE
127,127,6.30538712010661,2025-06-15 00:45:00.400359,2025-06-15 00:45:05.101816,0 days 00:00:04.701457,,,,,,,,316.0,0.003,1m,2.0,2.0,1.3,62.0,30.0,0.005,1m,4.0,1.0,0.6,186.0,786.0,0.006,2m,1.0,1.0,1.2000000000000002,802.0,782.0,0.009000000000000001,1m,2.5,1.5,1.0,824.0,160.0,0.001,4m,4.0,3.0,0.8,934.0,1002.0,0.001,3m,1.0,1.0,0.6,384.0,696,0.008,1m,1.0,4.0,1.3,720,620.0,0.009000000000000001,3m,1.5,3.5,1.6,868.0,746.0,0.005,4m,2.0,3.5,0.9,788.0,0.5,9,COMPLETE
128,128,4.306943523547741,2025-06-15 00:45:05.212833,2025-06-15 00:45:10.293217,0 days 00:00:05.080384,434.0,0.006,3m,1.5,2.5,1.4,702.0,428.0,0.007,4m,3.0,1.0,1.0,196.0,212.0,0.008,1m,3.0,1.5,0.8,390.0,906.0,0.002,3m,1.0,3.5,1.1,240.0,622.0,0.009000000000000001,3m,2.0,2.0,1.8,960.0,258.0,0.002,3m,3.5,3.5,1.3,774.0,968.0,0.003,2m,1.5,1.0,0.7,344.0,528,0.002,1m,1.5,4.0,1.4,424,752.0,0.01,3m,3.0,1.5,0.7,796.0,490.0,0.009000000000000001,4m,3.5,3.0,0.6,920.0,0.45,10,COMPLETE
129,129,6.0994825310402,2025-06-15 00:45:10.389730,2025-06-15 00:45:13.502255,0 days 00:00:03.112525,,,,,,,,446.0,0.001,3m,1.0,1.5,0.7,480.0,66.0,0.006,1m,3.5,1.0,1.4,258.0,852.0,0.001,3m,1.0,1.0,1.3,552.0,,,,,,,,,,,,,,,924.0,0.004,1m,1.0,1.0,0.6,440.0,476,0.001,3m,1.0,3.5,1.0,586,846.0,0.008,4m,2.0,3.0,0.8,644.0,,,,,,,,0.35000000000000003,6,COMPLETE
130,130,1.1195973699418953,2025-06-15 00:45:13.598772,2025-06-15 00:45:18.341347,0 days 00:00:04.742575,,,,,,,,898.0,0.002,4m,2.0,2.5,0.6,1014.0,270.0,0.009000000000000001,2m,3.5,1.0,1.5,54.0,656.0,0.002,1m,1.0,2.5,0.9,56.0,416.0,0.007,1m,1.5,2.5,1.5,722.0,98.0,0.001,3m,3.5,1.5,0.9,698.0,986.0,0.007,3m,1.0,3.0,1.9000000000000001,262.0,86,0.002,1m,1.0,4.0,1.1,472,514.0,0.009000000000000001,3m,2.0,2.5,1.1,972.0,914.0,0.004,3m,3.5,4.0,1.3,644.0,0.4,9,COMPLETE
131,131,5.75872938905793,2025-06-15 00:45:18.424856,2025-06-15 00:45:23.771591,0 days 00:00:05.346735,614.0,0.005,1m,1.5,4.0,1.7000000000000002,924.0,334.0,0.003,4m,1.5,2.0,0.8,94.0,48.0,0.009000000000000001,1m,3.5,1.0,0.9,360.0,868.0,0.003,3m,1.0,1.0,0.6,732.0,936.0,0.006,4m,3.5,2.0,1.4,794.0,334.0,0.002,1m,3.5,3.5,0.8,734.0,904.0,0.002,3m,1.0,1.0,0.5,494.0,480,0.002,1m,1.0,4.0,1.1,532,766.0,0.009000000000000001,3m,2.0,2.0,1.2000000000000002,940.0,966.0,0.009000000000000001,4m,3.5,2.0,1.9000000000000001,56.0,0.5,10,COMPLETE
132,132,5.978930388184023,2025-06-15 00:45:23.843113,2025-06-15 00:45:29.067054,0 days 00:00:05.223941,370.0,0.007,1m,2.0,3.5,1.8,956.0,226.0,0.003,4m,1.5,2.0,0.8,58.0,100.0,0.009000000000000001,1m,3.5,1.0,0.9,340.0,880.0,0.001,3m,1.0,1.0,1.0,664.0,888.0,0.006,4m,2.0,2.0,1.4,778.0,16.0,0.002,1m,3.5,3.5,0.7,710.0,870.0,0.002,3m,1.0,1.0,0.6,454.0,456,0.002,1m,1.0,4.0,1.2000000000000002,208,784.0,0.01,3m,2.0,1.5,0.7,1004.0,936.0,0.009000000000000001,4m,3.5,2.0,1.7000000000000002,120.0,0.5,10,COMPLETE
133,133,9.340294998119502,2025-06-15 00:45:29.140563,2025-06-15 00:45:34.293559,0 days 00:00:05.152996,222.0,0.002,1m,1.0,4.0,1.5,752.0,268.0,0.003,4m,1.5,2.0,0.5,800.0,16.0,0.009000000000000001,1m,3.5,1.0,0.8,328.0,802.0,0.004,3m,1.0,1.0,0.5,690.0,920.0,0.007,4m,2.0,2.0,1.3,194.0,472.0,0.003,3m,3.5,3.5,1.0,758.0,842.0,0.003,3m,1.0,1.0,0.5,422.0,496,0.002,1m,1.0,4.0,1.1,268,710.0,0.009000000000000001,3m,2.0,2.0,1.7000000000000002,894.0,1002.0,0.008,4m,3.5,2.0,1.8,178.0,0.5,10,COMPLETE
134,134,6.3327901515925715,2025-06-15 00:45:34.384691,2025-06-15 00:45:39.124449,0 days 00:00:04.739758,,,,,,,,288.0,0.003,4m,1.5,2.0,0.5,342.0,24.0,0.01,1m,3.5,1.0,0.8,312.0,816.0,0.004,3m,1.0,1.0,0.5,698.0,894.0,0.007,4m,2.0,2.0,1.3,164.0,500.0,0.003,3m,3.0,3.5,1.0,808.0,838.0,0.003,3m,1.0,1.0,0.5,410.0,542,0.001,1m,1.0,4.0,1.1,276,688.0,0.009000000000000001,3m,2.0,3.0,1.9000000000000001,846.0,1022.0,0.007,4m,4.0,1.5,1.1,18.0,0.5,9,COMPLETE
135,135,6.848077483734274,2025-06-15 00:45:39.218452,2025-06-15 00:45:44.468926,0 days 00:00:05.250474,244.0,0.002,1m,1.0,3.5,1.3,594.0,264.0,0.004,4m,1.0,2.0,0.5,802.0,144.0,0.009000000000000001,1m,3.0,1.0,0.8,114.0,792.0,0.001,3m,1.5,1.0,0.5,606.0,830.0,0.008,4m,2.5,2.0,1.1,90.0,580.0,0.004,3m,3.5,2.0,0.9,750.0,808.0,0.003,3m,1.0,1.0,0.6,874.0,506,0.003,1m,2.0,4.0,1.0,442,670.0,0.004,3m,2.0,2.5,1.7000000000000002,890.0,834.0,0.006,2m,3.5,2.5,0.7,166.0,0.5,10,COMPLETE
136,136,6.828234236171103,2025-06-15 00:45:44.556435,2025-06-15 00:45:49.422232,0 days 00:00:04.865797,,,,,,,,480.0,0.003,4m,2.0,2.0,0.6,736.0,16.0,0.008,1m,2.5,1.0,0.7,378.0,690.0,0.002,3m,1.0,1.0,1.6,640.0,922.0,0.007,1m,2.0,1.5,1.2000000000000002,208.0,184.0,0.003,3m,4.0,4.0,1.1,846.0,1024.0,0.003,3m,1.0,1.0,0.7,424.0,572,0.001,1m,1.0,2.0,1.2000000000000002,410,702.0,0.008,3m,2.5,1.5,0.5,912.0,878.0,0.008,4m,3.0,2.0,1.7000000000000002,238.0,0.45,9,COMPLETE
137,137,6.708739567629119,2025-06-15 00:45:49.530202,2025-06-15 00:45:55.119383,0 days 00:00:05.589181,140.0,0.002,1m,1.0,3.0,1.5,724.0,306.0,0.002,1m,1.5,1.5,0.6,620.0,72.0,0.007,1m,1.5,2.5,1.1,232.0,768.0,0.001,3m,3.0,1.0,0.9,744.0,706.0,0.008,4m,1.5,2.5,1.3,72.0,66.0,0.001,3m,2.5,3.5,1.0,892.0,888.0,0.004,3m,1.0,1.0,0.6,398.0,610,0.002,1m,1.0,4.0,1.3,492,422.0,0.01,2m,2.0,2.0,0.6,864.0,996.0,0.008,4m,3.5,2.0,1.8,100.0,0.45,10,COMPLETE
138,138,-1.7019906833753153,2025-06-15 00:45:55.216899,2025-06-15 00:45:56.910705,0 days 00:00:01.693806,,,,,,,,538.0,0.004,4m,2.5,2.0,0.5,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.0,0.005,1m,1.0,1.5,0.8,354.0,428,0.007,1m,1.0,4.0,1.2000000000000002,556,,,,,,,,,,,,,,,0.5,3,COMPLETE
139,139,4.309543760642504,2025-06-15 00:45:56.977041,2025-06-15 00:46:00.988948,0 days 00:00:04.011907,,,,,,,,368.0,0.002,4m,2.0,2.5,0.5,682.0,180.0,0.007,1m,4.0,1.0,0.5,324.0,838.0,0.004,3m,1.0,2.0,0.8,124.0,,,,,,,,762.0,0.003,3m,3.5,3.5,1.2000000000000002,926.0,944.0,0.003,3m,1.5,2.0,0.7,374.0,522,0.002,4m,1.0,4.0,1.4,164,722.0,0.009000000000000001,3m,2.0,3.0,1.4,954.0,,,,,,,,0.5,7,COMPLETE
140,140,1.647076869413871,2025-06-15 00:46:01.098465,2025-06-15 00:46:07.574670,0 days 00:00:06.476205,,,,,,,,240.0,0.003,1m,1.0,2.0,1.1,444.0,54.0,0.005,1m,2.0,1.0,0.6,82.0,748.0,0.005,2m,2.0,1.5,1.1,692.0,,,,,,,,448.0,0.002,3m,3.0,3.0,0.9,1012.0,174.0,0.006,3m,1.0,1.0,1.0,308.0,562,0.003,1m,1.0,3.5,1.1,388,654.0,0.01,4m,3.5,3.5,0.9,804.0,968.0,0.008,1m,4.0,3.5,1.6,764.0,0.45,8,COMPLETE
141,141,5.520822751775753,2025-06-15 00:46:07.694191,2025-06-15 00:46:15.224895,0 days 00:00:07.530704,468.0,0.004,1m,1.5,4.0,1.5,826.0,318.0,0.003,4m,1.5,2.0,0.7,942.0,40.0,0.009000000000000001,1m,3.5,1.0,0.9,358.0,918.0,0.003,3m,1.0,1.0,0.6,778.0,996.0,0.006,4m,2.0,2.0,1.4,32.0,388.0,0.002,1m,3.5,3.5,0.7,674.0,920.0,0.002,3m,1.0,1.0,0.5,472.0,492,0.002,1m,1.0,4.0,1.1,316,798.0,0.009000000000000001,3m,2.0,2.0,0.7,922.0,938.0,0.009000000000000001,4m,3.5,2.0,1.8,178.0,0.05,10,COMPLETE
142,142,10.496163459712248,2025-06-15 00:46:15.306923,2025-06-15 00:46:20.436687,0 days 00:00:05.129764,306.0,0.003,1m,1.5,4.0,1.5,878.0,348.0,0.003,4m,1.5,2.0,0.8,32.0,350.0,0.009000000000000001,1m,3.5,1.0,0.9,296.0,802.0,0.003,3m,1.0,1.0,0.7,822.0,978.0,0.005,4m,2.0,2.0,1.5,292.0,468.0,0.003,3m,3.5,3.5,1.9000000000000001,718.0,898.0,0.002,3m,1.0,1.0,0.5,576.0,470,0.002,1m,1.0,4.0,1.1,348,768.0,0.009000000000000001,3m,2.0,2.0,0.8,938.0,994.0,0.009000000000000001,4m,3.5,2.0,1.9000000000000001,52.0,0.5,10,COMPLETE
143,143,10.669873147301221,2025-06-15 00:46:20.538704,2025-06-15 00:46:25.531241,0 days 00:00:04.992537,306.0,0.003,1m,1.0,3.5,1.1,862.0,410.0,0.003,4m,1.5,2.0,0.9,34.0,320.0,0.009000000000000001,1m,3.5,1.0,1.0,286.0,724.0,0.003,3m,1.0,1.0,0.7,824.0,980.0,0.005,4m,2.0,2.0,1.6,310.0,526.0,0.003,3m,3.5,3.5,1.9000000000000001,736.0,878.0,0.002,3m,1.0,1.0,0.5,580.0,454,0.002,1m,1.0,4.0,1.2000000000000002,278,742.0,0.009000000000000001,3m,2.0,2.0,0.8,890.0,918.0,0.008,4m,3.5,2.0,2.0,54.0,0.5,10,COMPLETE
144,144,5.51009829194768,2025-06-15 00:46:25.590417,2025-06-15 00:46:30.782909,0 days 00:00:05.192492,316.0,0.003,1m,1.0,3.5,1.2000000000000002,882.0,412.0,0.003,4m,1.5,2.0,1.0,38.0,348.0,0.009000000000000001,1m,3.5,1.0,1.0,286.0,708.0,0.003,3m,1.0,1.0,0.7,858.0,870.0,0.005,4m,2.0,2.0,1.6,332.0,462.0,0.003,3m,3.5,3.5,1.9000000000000001,732.0,736.0,0.002,3m,1.0,1.0,0.5,564.0,454,0.01,1m,1.0,4.0,1.2000000000000002,334,730.0,0.01,3m,2.0,2.0,0.8,898.0,1002.0,0.008,4m,3.5,2.5,2.0,110.0,0.15000000000000002,10,COMPLETE
145,145,9.823098445801016,2025-06-15 00:46:30.871428,2025-06-15 00:46:36.144924,0 days 00:00:05.273496,222.0,0.002,1m,1.0,4.0,1.1,750.0,186.0,0.003,4m,1.5,2.0,0.9,28.0,404.0,0.009000000000000001,4m,3.5,1.0,1.0,300.0,802.0,0.003,3m,1.0,1.0,0.7,834.0,494.0,0.005,4m,2.5,1.5,1.6,256.0,512.0,0.003,3m,3.5,4.0,1.9000000000000001,972.0,822.0,0.001,3m,1.0,1.0,0.5,658.0,406,0.002,1m,1.0,4.0,1.3,254,746.0,0.008,3m,2.0,2.0,1.5,966.0,854.0,0.008,4m,3.5,2.0,1.9000000000000001,718.0,0.5,10,COMPLETE
146,146,6.745919605238064,2025-06-15 00:46:36.248441,2025-06-15 00:46:41.484976,0 days 00:00:05.236535,210.0,0.002,1m,1.0,4.0,1.1,752.0,200.0,0.003,4m,1.5,2.0,0.9,18.0,412.0,0.009000000000000001,4m,3.5,1.0,1.0,276.0,732.0,0.003,3m,1.0,1.0,0.7,916.0,496.0,0.005,1m,2.0,1.0,1.7000000000000002,252.0,512.0,0.003,3m,3.5,4.0,1.9000000000000001,976.0,828.0,0.001,3m,1.0,1.0,0.5,728.0,402,0.001,1m,1.0,4.0,1.3,276,774.0,0.008,3m,2.0,2.0,1.6,962.0,854.0,0.007,4m,1.5,1.5,2.0,700.0,0.5,10,COMPLETE
147,147,10.989851796538701,2025-06-15 00:46:41.549490,2025-06-15 00:46:46.735907,0 days 00:00:05.186417,290.0,0.001,1m,1.0,4.0,1.0,862.0,386.0,0.004,2m,1.5,2.0,0.9,80.0,334.0,0.01,4m,3.5,1.0,1.0,304.0,800.0,0.003,3m,1.0,1.0,0.7,846.0,582.0,0.004,4m,2.0,1.5,1.5,292.0,528.0,0.003,3m,4.0,4.0,1.9000000000000001,960.0,796.0,0.001,3m,3.0,1.0,0.5,644.0,408,0.002,1m,1.0,4.0,1.3,216,704.0,0.008,3m,2.0,2.0,1.8,988.0,968.0,0.008,3m,3.5,2.0,1.9000000000000001,736.0,0.45,10,COMPLETE
148,148,11.566840296084521,2025-06-15 00:46:46.816955,2025-06-15 00:46:52.434563,0 days 00:00:05.617608,354.0,0.001,1m,1.0,4.0,1.0,854.0,170.0,0.005,2m,1.5,2.5,0.9,36.0,348.0,0.01,4m,3.5,1.0,1.1,298.0,804.0,0.003,3m,1.0,1.0,0.5,876.0,584.0,0.004,4m,2.0,1.5,1.5,310.0,536.0,0.003,3m,4.0,4.0,1.9000000000000001,996.0,756.0,0.001,3m,3.0,1.0,0.5,666.0,414,0.002,1m,1.0,4.0,1.3,240,702.0,0.008,3m,2.0,2.0,1.5,990.0,970.0,0.008,3m,3.5,2.0,1.9000000000000001,736.0,0.45,10,COMPLETE
149,149,12.369751261833484,2025-06-15 00:46:53.053422,2025-06-15 00:46:58.562537,0 days 00:00:05.509115,298.0,0.001,1m,1.0,4.0,1.0,864.0,196.0,0.005,2m,1.5,2.0,0.9,80.0,326.0,0.01,4m,3.5,1.0,1.1,300.0,800.0,0.003,3m,1.0,1.0,0.5,884.0,574.0,0.004,4m,2.0,1.5,1.5,308.0,526.0,0.003,3m,4.0,4.0,1.8,1022.0,760.0,0.001,3m,3.5,1.0,0.5,674.0,368,0.002,1m,1.0,4.0,1.9000000000000001,244,702.0,0.007,3m,2.5,2.0,1.7000000000000002,1004.0,964.0,0.008,3m,3.5,2.0,1.9000000000000001,720.0,0.45,10,COMPLETE
