,number,value,datetime_start,datetime_complete,duration,params_AMGN_JD_beta_win,params_AMGN_JD_stop_loss,params_AMGN_JD_trade_freq,params_AMGN_JD_z_entry,params_AMGN_JD_z_exit,params_AMGN_JD_z_stop_scaler,params_AMGN_JD_z_win,params_AMZN_GOOGL_beta_win,params_AMZN_GOOGL_stop_loss,params_AMZN_GOOGL_trade_freq,params_AMZN_GOOGL_z_entry,params_AMZN_GOOGL_z_exit,params_AMZN_GOOGL_z_stop_scaler,params_AMZN_GOOGL_z_win,params_AMZN_GOOG_beta_win,params_AMZN_GOOG_stop_loss,params_AMZN_GOOG_trade_freq,params_AMZN_GOOG_z_entry,params_AMZN_GOOG_z_exit,params_AMZN_GOOG_z_stop_scaler,params_AMZN_GOOG_z_win,params_ANSS_GOOGL_beta_win,params_ANSS_GOOGL_stop_loss,params_ANSS_GOOGL_trade_freq,params_ANSS_GOOGL_z_entry,params_ANSS_GOOGL_z_exit,params_ANSS_GOOGL_z_stop_scaler,params_ANSS_GOOGL_z_win,params_ANSS_GOOG_beta_win,params_ANSS_GOOG_stop_loss,params_ANSS_GOOG_trade_freq,params_ANSS_GOOG_z_entry,params_ANSS_GOOG_z_exit,params_ANSS_GOOG_z_stop_scaler,params_ANSS_GOOG_z_win,params_ATVI_MCHP_beta_win,params_ATVI_MCHP_stop_loss,params_ATVI_MCHP_trade_freq,params_ATVI_MCHP_z_entry,params_ATVI_MCHP_z_exit,params_ATVI_MCHP_z_stop_scaler,params_ATVI_MCHP_z_win,params_CPRT_WDAY_beta_win,params_CPRT_WDAY_stop_loss,params_CPRT_WDAY_trade_freq,params_CPRT_WDAY_z_entry,params_CPRT_WDAY_z_exit,params_CPRT_WDAY_z_stop_scaler,params_CPRT_WDAY_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MSFT_ODFL_beta_win,params_MSFT_ODFL_stop_loss,params_MSFT_ODFL_trade_freq,params_MSFT_ODFL_z_entry,params_MSFT_ODFL_z_exit,params_MSFT_ODFL_z_stop_scaler,params_MSFT_ODFL_z_win,params_NXPI_SNPS_beta_win,params_NXPI_SNPS_stop_loss,params_NXPI_SNPS_trade_freq,params_NXPI_SNPS_z_entry,params_NXPI_SNPS_z_exit,params_NXPI_SNPS_z_stop_scaler,params_NXPI_SNPS_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,0.23647394711603217,2025-06-15 00:39:43.039310,2025-06-15 00:39:44.653722,0 days 00:00:01.614412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,1000.0,0.002,1m,2.5,2.0,0.6,468.0,876.0,0.003,3m,1.0,3.0,1.3,394.0,0.5,3,COMPLETE
1,1,-3.502284452975546,2025-06-15 00:39:44.723235,2025-06-15 00:39:45.984036,0 days 00:00:01.260801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,984.0,0.006,3m,2.5,3.0,1.0,592.0,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,0.3,3,COMPLETE
2,2,1.6253870730832376,2025-06-15 00:39:46.039571,2025-06-15 00:39:50.103490,0 days 00:00:04.063919,76.0,0.001,3m,2.5,2.5,0.6,388.0,,,,,,,,670.0,0.006,4m,2.0,2.5,0.8,548.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,920.0,0.003,3m,2.5,1.0,1.3,360.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,652.0,0.001,4m,3.0,1.5,0.5,828.0,270,0.008,4m,1.0,1.5,0.5,50,572.0,0.008,4m,1.5,3.5,2.0,386.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,0.2,9,COMPLETE
3,3,-1.7301721342818015,2025-06-15 00:39:50.176022,2025-06-15 00:39:52.256865,0 days 00:00:02.080843,,,,,,,,,,,,,,,,,,,,,,960.0,0.01,4m,2.5,1.5,1.3,260.0,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,,,,,,,,544,0.009000000000000001,1m,1.5,3.5,1.3,326,352.0,0.007,2m,1.0,3.5,1.3,856.0,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,0.05,5,COMPLETE
4,4,1.0718764370306948,2025-06-15 00:39:52.360379,2025-06-15 00:39:54.685798,0 days 00:00:02.325419,,,,,,,,,,,,,,,,,,,,,,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,,,,,,,,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,0.2,5,COMPLETE
5,5,1.5651292485793167,2025-06-15 00:39:54.766310,2025-06-15 00:39:58.281643,0 days 00:00:03.515333,,,,,,,,,,,,,,,304.0,0.007,4m,1.5,1.0,1.8,648.0,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,974.0,0.008,4m,3.0,4.0,1.8,922.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,370.0,0.007,1m,2.0,1.0,1.4,490.0,430,0.001,4m,2.5,4.0,0.8,278,804.0,0.008,1m,2.5,3.5,0.6,550.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,0.15000000000000002,8,COMPLETE
6,6,-1.99597296991101,2025-06-15 00:39:58.358159,2025-06-15 00:40:00.027950,0 days 00:00:01.669791,,,,,,,,,,,,,,,,,,,,,,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,,,,,,,,,,,,,,,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,588.0,0.007,2m,2.5,2.5,0.8,598.0,0.45,4,COMPLETE
7,7,-3.4499215969543315,2025-06-15 00:40:00.111474,2025-06-15 00:40:01.566276,0 days 00:00:01.454802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,948.0,0.008,2m,4.0,3.0,1.6,760.0,832.0,0.01,3m,3.5,2.5,1.5,514.0,0.1,3,COMPLETE
8,8,1.3844232474035292,2025-06-15 00:40:01.649299,2025-06-15 00:40:04.493062,0 days 00:00:02.843763,,,,,,,,,,,,,,,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,338.0,0.005,2m,1.5,3.0,1.4,492.0,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,,,,,,,,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,150.0,0.002,2m,4.0,3.0,1.4,444.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,0.05,7,COMPLETE
9,9,-3.4769111041397003,2025-06-15 00:40:04.573586,2025-06-15 00:40:08.803162,0 days 00:00:04.229576,678.0,0.01,4m,4.0,4.0,2.0,420.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,552.0,0.003,1m,2.0,3.5,0.7,384.0,90,0.004,2m,4.0,1.5,0.9,844,1010.0,0.007,3m,4.0,1.5,0.8,766.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,0.45,10,COMPLETE
10,10,-1.494412801333924,2025-06-15 00:40:08.887672,2025-06-15 00:40:13.755119,0 days 00:00:04.867447,142.0,0.001,3m,1.5,1.5,0.5,52.0,990.0,0.001,1m,1.0,4.0,2.0,1012.0,852.0,0.01,4m,4.0,4.0,0.5,1006.0,454.0,0.003,3m,3.0,4.0,0.6,498.0,982.0,0.001,3m,4.0,1.0,0.7,148.0,340.0,0.001,4m,1.0,4.0,2.0,24.0,1008.0,0.001,4m,4.0,1.5,0.5,1022.0,640,0.006,4m,1.0,1.0,0.5,52,542.0,0.004,4m,1.0,4.0,2.0,56.0,990.0,0.006,3m,1.5,1.0,0.5,746.0,0.3,10,COMPLETE
11,11,-0.8805947375444318,2025-06-15 00:40:13.844635,2025-06-15 00:40:17.838302,0 days 00:00:03.993667,,,,,,,,,,,,,,,46.0,0.007,4m,2.0,1.0,2.0,546.0,582.0,0.006,2m,4.0,2.5,1.0,54.0,1014.0,0.009000000000000001,3m,3.0,1.0,2.0,968.0,16.0,0.004,1m,1.0,3.5,1.6,28.0,372.0,0.008,3m,2.5,1.0,1.7000000000000002,746.0,706,0.001,4m,2.5,4.0,0.9,254,668.0,0.005,4m,1.5,4.0,2.0,280.0,360.0,0.004,2m,1.5,1.5,1.0,78.0,0.2,8,COMPLETE
12,12,-5.054413224455392,2025-06-15 00:40:17.907305,2025-06-15 00:40:21.855421,0 days 00:00:03.948116,,,,,,,,,,,,,,,380.0,0.001,4m,1.0,2.0,0.8,698.0,644.0,0.001,1m,3.5,2.5,0.9,88.0,750.0,0.003,1m,2.5,4.0,1.0,360.0,208.0,0.004,1m,4.0,4.0,1.5,270.0,666.0,0.007,1m,1.0,1.5,1.3,24.0,454,0.001,4m,2.5,4.0,0.5,186,742.0,0.01,4m,1.5,3.5,0.5,596.0,422.0,0.004,1m,1.5,2.0,1.3,328.0,0.2,8,COMPLETE
13,13,-100.0,2025-06-15 00:40:21.909425,2025-06-15 00:40:22.515059,0 days 00:00:00.605634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.006,4m,1.0,3.0,0.8,486,,,,,,,,,,,,,,,0.15000000000000002,1,COMPLETE
14,14,3.364744698675592,2025-06-15 00:40:22.588361,2025-06-15 00:40:26.351747,0 days 00:00:03.763386,,,,,,,,,,,,,,,700.0,0.008,1m,2.5,3.0,1.1,314.0,18.0,0.007,2m,1.0,2.5,1.3,332.0,722.0,0.009000000000000001,4m,2.5,2.0,1.4,730.0,208.0,0.001,1m,2.0,3.0,1.6,616.0,44.0,0.005,4m,3.5,2.5,1.2000000000000002,536.0,450,0.004,4m,2.0,2.5,1.1,1016,414.0,0.01,1m,2.0,2.5,1.6,292.0,504.0,0.005,2m,1.0,3.5,0.5,142.0,0.35000000000000003,8,COMPLETE
15,15,3.844999204687866,2025-06-15 00:40:26.469261,2025-06-15 00:40:29.618129,0 days 00:00:03.148868,,,,,,,,,,,,,,,806.0,0.01,1m,3.0,3.0,1.1,224.0,36.0,0.008,2m,1.0,3.5,1.2000000000000002,422.0,664.0,0.01,3m,2.0,2.0,1.3,610.0,640.0,0.001,4m,1.5,2.5,1.7000000000000002,786.0,,,,,,,,790,0.004,4m,1.5,2.5,1.6,956,374.0,0.01,1m,1.5,2.0,1.7000000000000002,258.0,596.0,0.008,3m,1.0,4.0,0.5,776.0,0.35000000000000003,7,COMPLETE
16,16,0.39914560903296525,2025-06-15 00:40:29.702189,2025-06-15 00:40:32.775301,0 days 00:00:03.073112,,,,,,,,,,,,,,,,,,,,,,290.0,0.008,2m,1.0,3.0,1.3,486.0,634.0,0.01,4m,2.0,2.0,1.0,682.0,716.0,0.001,2m,2.0,2.5,1.8,794.0,,,,,,,,812,0.003,4m,2.0,2.5,1.6,1014,328.0,0.01,1m,2.0,2.0,1.7000000000000002,104.0,590.0,0.008,3m,1.0,3.5,0.5,1008.0,0.35000000000000003,6,COMPLETE
17,17,-0.31999588115642713,2025-06-15 00:40:32.849812,2025-06-15 00:40:36.076426,0 days 00:00:03.226614,,,,,,,,,,,,,,,938.0,0.01,1m,3.5,3.5,1.3,194.0,30.0,0.008,2m,1.0,4.0,1.1,674.0,52.0,0.008,1m,2.0,2.0,1.5,680.0,696.0,0.001,1m,2.0,2.0,0.9,678.0,,,,,,,,800,0.003,2m,2.0,3.0,1.6,996,370.0,0.01,1m,3.5,1.0,1.7000000000000002,236.0,446.0,0.005,2m,2.0,3.5,1.0,186.0,0.4,7,COMPLETE
18,18,2.5287238493326014,2025-06-15 00:40:36.185224,2025-06-15 00:40:38.892871,0 days 00:00:02.707647,,,,,,,,,,,,,,,,,,,,,,362.0,0.008,3m,1.5,3.0,1.5,406.0,694.0,0.01,2m,3.5,2.0,1.1,798.0,1008.0,0.002,4m,1.5,3.0,1.4,652.0,,,,,,,,586,0.005,1m,1.5,2.5,1.6,878,236.0,0.004,1m,2.0,2.5,1.5,150.0,690.0,0.002,1m,1.0,3.5,0.6,424.0,0.35000000000000003,6,COMPLETE
19,19,4.65693719327154,2025-06-15 00:40:38.954388,2025-06-15 00:40:43.349433,0 days 00:00:04.395045,1020.0,0.008,1m,4.0,4.0,1.7000000000000002,1024.0,,,,,,,,788.0,0.009000000000000001,1m,3.0,3.0,1.2000000000000002,290.0,174.0,0.007,2m,1.5,1.0,1.4,370.0,514.0,0.007,3m,2.0,2.5,0.6,534.0,334.0,0.01,1m,1.5,2.0,1.8,912.0,30.0,0.01,2m,4.0,3.0,1.0,216.0,722,0.003,4m,3.0,2.0,1.1,904,438.0,0.009000000000000001,1m,3.0,2.0,1.8,344.0,330.0,0.006,3m,2.0,4.0,1.0,810.0,0.35000000000000003,9,COMPLETE
20,20,5.392610422537848,2025-06-15 00:40:43.416439,2025-06-15 00:40:47.876662,0 days 00:00:04.460223,1022.0,0.008,1m,4.0,4.0,1.7000000000000002,1020.0,,,,,,,,818.0,0.009000000000000001,1m,3.0,3.0,1.5,340.0,162.0,0.005,2m,2.0,1.0,1.1,696.0,494.0,0.006,3m,1.5,2.5,0.5,502.0,566.0,0.01,4m,1.5,2.0,1.8,1012.0,64.0,0.01,2m,4.0,4.0,0.9,72.0,828,0.002,4m,3.0,2.0,1.5,852,468.0,0.009000000000000001,1m,3.0,2.0,1.8,374.0,322.0,0.008,3m,2.0,4.0,1.0,844.0,0.4,9,COMPLETE
21,21,4.893133243902509,2025-06-15 00:40:47.997181,2025-06-15 00:40:55.483636,0 days 00:00:07.486455,1000.0,0.009000000000000001,1m,4.0,4.0,1.7000000000000002,1022.0,,,,,,,,800.0,0.009000000000000001,1m,3.0,3.0,1.5,302.0,170.0,0.004,2m,2.0,1.0,1.1,754.0,508.0,0.006,3m,1.5,2.5,0.5,512.0,560.0,0.01,4m,1.5,2.0,1.8,1008.0,24.0,0.01,2m,4.0,4.0,0.9,22.0,838,0.002,4m,3.0,2.0,1.5,872,470.0,0.009000000000000001,1m,3.0,2.0,1.8,400.0,328.0,0.008,3m,2.0,4.0,1.0,856.0,0.4,9,COMPLETE
22,22,2.7845624414922536,2025-06-15 00:40:55.601151,2025-06-15 00:41:01.778430,0 days 00:00:06.177279,1016.0,0.009000000000000001,1m,4.0,4.0,1.7000000000000002,1012.0,,,,,,,,1006.0,0.008,1m,3.0,2.5,1.5,376.0,176.0,0.003,2m,2.0,1.0,0.8,752.0,466.0,0.006,3m,1.0,3.0,0.5,458.0,448.0,0.01,4m,1.5,1.5,2.0,1018.0,64.0,0.01,2m,4.0,4.0,0.9,66.0,896,0.002,4m,3.0,2.0,1.4,840,476.0,0.009000000000000001,1m,3.0,1.5,1.8,404.0,308.0,0.008,3m,2.0,4.0,1.1,868.0,0.45,9,COMPLETE
23,23,3.45206834650833,2025-06-15 00:41:01.873613,2025-06-15 00:41:06.087076,0 days 00:00:04.213463,1020.0,0.008,1m,4.0,4.0,1.5,1024.0,,,,,,,,794.0,0.009000000000000001,1m,3.0,3.5,1.5,392.0,196.0,0.004,2m,2.0,1.0,1.5,1016.0,242.0,0.005,3m,1.5,2.5,0.5,328.0,336.0,0.009000000000000001,4m,1.5,2.0,1.8,902.0,174.0,0.01,2m,4.0,3.5,1.0,216.0,700,0.002,4m,3.0,2.0,1.4,770,628.0,0.007,1m,3.0,2.0,1.9000000000000001,344.0,298.0,0.006,3m,2.0,4.0,1.1,876.0,0.4,9,COMPLETE
24,24,0.07812563996526284,2025-06-15 00:41:06.176107,2025-06-15 00:41:10.864678,0 days 00:00:04.688571,824.0,0.006,1m,3.5,3.5,1.7000000000000002,834.0,38.0,0.01,3m,2.5,3.5,0.5,730.0,562.0,0.008,1m,3.5,3.5,1.4,26.0,400.0,0.005,2m,1.5,1.0,1.1,636.0,548.0,0.007,3m,1.5,2.5,0.7,564.0,522.0,0.01,4m,2.5,2.0,1.8,860.0,216.0,0.01,2m,3.5,4.0,0.9,208.0,886,0.002,4m,3.5,1.5,1.1,580,478.0,0.008,1m,3.0,1.0,1.8,180.0,122.0,0.009000000000000001,3m,3.0,3.5,0.9,1024.0,0.4,10,COMPLETE
25,25,3.438281165995453,2025-06-15 00:41:10.954961,2025-06-15 00:41:15.070818,0 days 00:00:04.115857,992.0,0.007,2m,3.0,3.0,1.3,784.0,,,,,,,,864.0,0.004,1m,2.5,3.0,1.7000000000000002,236.0,784.0,0.002,4m,2.5,1.0,1.4,754.0,538.0,0.004,3m,1.5,3.0,0.7,204.0,784.0,0.008,3m,1.5,1.5,1.4,1020.0,36.0,0.009000000000000001,2m,3.5,3.0,1.1,182.0,1012,0.003,4m,3.5,2.0,1.8,918,264.0,0.006,1m,3.5,2.5,1.5,500.0,294.0,0.009000000000000001,3m,2.0,2.0,1.2000000000000002,668.0,0.5,9,COMPLETE
26,26,-4.596208878577844,2025-06-15 00:41:15.157345,2025-06-15 00:41:19.962530,0 days 00:00:04.805185,802.0,0.008,1m,3.0,3.0,2.0,836.0,1002.0,0.001,2m,1.0,1.0,1.8,108.0,688.0,0.009000000000000001,3m,3.5,2.0,1.8,428.0,310.0,0.004,3m,2.0,1.5,1.1,838.0,314.0,0.007,3m,1.0,2.5,0.8,476.0,412.0,0.009000000000000001,2m,1.0,2.0,2.0,914.0,224.0,0.008,2m,4.0,3.0,0.8,32.0,738,0.002,3m,3.0,1.5,1.5,800,462.0,0.009000000000000001,1m,3.5,1.5,1.8,678.0,404.0,0.006,3m,3.0,4.0,1.4,820.0,0.25,10,COMPLETE
27,27,-2.869466478825265,2025-06-15 00:41:20.049044,2025-06-15 00:41:24.524518,0 days 00:00:04.475474,382.0,0.004,1m,4.0,4.0,1.6,1020.0,,,,,,,,988.0,0.009000000000000001,2m,3.0,4.0,0.9,286.0,158.0,0.006,2m,2.5,2.0,0.8,562.0,184.0,0.007,3m,2.0,3.0,0.5,258.0,586.0,0.008,1m,2.0,1.0,1.7000000000000002,792.0,162.0,0.009000000000000001,2m,3.0,4.0,1.5,324.0,634,0.005,2m,3.5,2.0,1.8,614,596.0,0.009000000000000001,1m,3.0,2.0,1.3,362.0,80.0,0.007,3m,2.0,3.5,0.9,928.0,0.3,9,COMPLETE
28,28,-1.1088595686675689,2025-06-15 00:41:24.606027,2025-06-15 00:41:28.049722,0 days 00:00:03.443695,,,,,,,,,,,,,,,746.0,0.004,1m,2.5,2.5,1.3,114.0,116.0,0.005,2m,1.5,1.0,1.7000000000000002,730.0,448.0,0.004,2m,1.5,1.5,0.8,570.0,294.0,0.01,4m,1.5,1.5,0.5,922.0,,,,,,,,852,0.003,1m,2.5,1.0,1.1,920,228.0,0.007,3m,3.5,2.5,1.5,524.0,482.0,0.008,3m,2.5,4.0,1.1,656.0,0.4,7,COMPLETE
29,29,1.0551158522085404,2025-06-15 00:41:28.132726,2025-06-15 00:41:31.823448,0 days 00:00:03.690722,,,,,,,,,,,,,,,486.0,0.007,1m,4.0,3.5,1.0,484.0,476.0,0.003,2m,2.0,2.0,1.2000000000000002,690.0,574.0,0.006,1m,2.0,3.5,0.6,452.0,538.0,0.008,4m,1.0,2.5,1.3,478.0,328.0,0.009000000000000001,2m,3.5,3.5,0.7,156.0,748,0.001,3m,3.0,2.0,1.4,502,684.0,0.001,2m,3.0,1.5,1.9000000000000001,188.0,354.0,0.009000000000000001,3m,4.0,3.0,1.2000000000000002,806.0,0.5,8,COMPLETE
30,30,0.20226286253149944,2025-06-15 00:41:31.907962,2025-06-15 00:41:36.426502,0 days 00:00:04.518540,838.0,0.01,1m,3.5,3.5,1.0,698.0,510.0,0.005,2m,4.0,2.5,1.4,498.0,912.0,0.009000000000000001,1m,3.5,2.0,1.4,306.0,224.0,0.007,2m,1.5,1.5,1.0,954.0,798.0,0.008,3m,1.0,2.5,0.9,852.0,466.0,0.01,1m,2.5,2.0,1.9000000000000001,724.0,26.0,0.005,3m,4.0,2.5,1.1,322.0,912,0.002,4m,3.5,1.5,1.2000000000000002,744,530.0,0.005,1m,3.5,2.0,1.9000000000000001,446.0,254.0,0.005,3m,2.0,3.0,0.7,476.0,0.45,10,COMPLETE
31,31,1.0184892271166013,2025-06-15 00:41:36.514012,2025-06-15 00:41:40.103137,0 days 00:00:03.589125,,,,,,,,,,,,,,,780.0,0.01,1m,3.0,3.0,1.1,178.0,92.0,0.009000000000000001,2m,1.0,1.0,1.2000000000000002,406.0,620.0,0.005,3m,2.0,1.5,1.2000000000000002,614.0,636.0,0.009000000000000001,4m,1.5,2.5,1.7000000000000002,824.0,,,,,,,,820,0.004,4m,3.0,2.5,1.7000000000000002,948,414.0,0.01,1m,3.0,2.0,1.7000000000000002,324.0,550.0,0.008,3m,1.0,4.0,0.9,742.0,0.35000000000000003,7,COMPLETE
