,number,value,datetime_start,datetime_complete,duration,params_ADSK_BIIB_beta_win,params_ADSK_BIIB_stop_loss,params_ADSK_BIIB_trade_freq,params_ADSK_BIIB_z_entry,params_ADSK_BIIB_z_exit,params_ADSK_BIIB_z_stop_scaler,params_ADSK_BIIB_z_win,params_ADSK_ZM_beta_win,params_ADSK_ZM_stop_loss,params_ADSK_ZM_trade_freq,params_ADSK_ZM_z_entry,params_ADSK_ZM_z_exit,params_ADSK_ZM_z_stop_scaler,params_ADSK_ZM_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_BIIB_ZM_beta_win,params_BIIB_ZM_stop_loss,params_BIIB_ZM_trade_freq,params_BIIB_ZM_z_entry,params_BIIB_ZM_z_exit,params_BIIB_ZM_z_stop_scaler,params_BIIB_ZM_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_FAST_TXN_beta_win,params_FAST_TXN_stop_loss,params_FAST_TXN_trade_freq,params_FAST_TXN_z_entry,params_FAST_TXN_z_exit,params_FAST_TXN_z_stop_scaler,params_FAST_TXN_z_win,params_KLAC_PYPL_beta_win,params_KLAC_PYPL_stop_loss,params_KLAC_PYPL_trade_freq,params_KLAC_PYPL_z_entry,params_KLAC_PYPL_z_exit,params_KLAC_PYPL_z_stop_scaler,params_KLAC_PYPL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MRNA_TXN_beta_win,params_MRNA_TXN_stop_loss,params_MRNA_TXN_trade_freq,params_MRNA_TXN_z_entry,params_MRNA_TXN_z_exit,params_MRNA_TXN_z_stop_scaler,params_MRNA_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
108,108,8.762916917751527,2025-06-15 00:58:40.979803,2025-06-15 00:58:45.806838,0 days 00:00:04.827035,456.0,0.01,3m,1.5,3.5,0.8,612.0,972.0,0.01,4m,3.5,1.0,1.1,912.0,74,0.001,3m,3.0,3.5,0.8,342,56.0,0.002,4m,1.5,1.5,1.7000000000000002,730.0,426.0,0.007,4m,4.0,3.5,0.8,966.0,260.0,0.004,3m,1.0,2.5,0.5,772.0,204.0,0.002,1m,1.0,1.0,0.6,892.0,678.0,0.003,4m,4.0,4.0,0.9,542.0,946.0,0.006,4m,4.0,1.5,1.4,262.0,342.0,0.006,2m,1.5,4.0,1.4,902.0,0.1,10,COMPLETE
109,109,6.894332281568894,2025-06-15 00:58:45.896350,2025-06-15 00:58:50.201244,0 days 00:00:04.304894,724.0,0.009000000000000001,3m,2.0,4.0,0.7,520.0,1008.0,0.004,1m,1.5,1.5,1.3,668.0,32,0.001,1m,3.5,4.0,1.0,132,158.0,0.001,2m,1.0,2.0,1.8,78.0,282.0,0.006,4m,3.5,4.0,1.3,1006.0,332.0,0.003,3m,1.5,2.0,0.6,586.0,250.0,0.001,4m,1.0,1.5,0.8,678.0,,,,,,,,968.0,0.007,4m,3.5,1.0,0.7,406.0,412.0,0.008,2m,1.0,3.5,0.5,924.0,0.05,9,COMPLETE
110,110,-0.9012052729729504,2025-06-15 00:58:50.294823,2025-06-15 00:58:54.586906,0 days 00:00:04.292083,136.0,0.008,1m,2.0,3.0,1.5,580.0,938.0,0.005,4m,4.0,1.0,1.2000000000000002,974.0,116,0.002,3m,4.0,3.5,1.1,818,84.0,0.001,2m,1.5,1.5,1.9000000000000001,156.0,458.0,0.007,2m,4.0,3.5,0.7,948.0,504.0,0.004,1m,1.5,1.5,0.7,304.0,166.0,0.003,2m,1.5,2.0,0.6,990.0,,,,,,,,908.0,0.008,4m,3.5,1.5,0.5,190.0,196.0,0.007,2m,1.5,4.0,2.0,844.0,0.1,9,COMPLETE
111,111,7.677564666150805,2025-06-15 00:58:54.685434,2025-06-15 00:58:59.463359,0 days 00:00:04.777925,564.0,0.009000000000000001,3m,2.0,4.0,0.7,424.0,904.0,0.005,4m,4.0,1.0,1.3,740.0,74,0.008,3m,4.0,4.0,1.0,298,104.0,0.001,2m,1.5,2.0,1.9000000000000001,812.0,316.0,0.008,4m,4.0,4.0,1.1,878.0,298.0,0.004,3m,1.5,2.0,0.6,672.0,202.0,0.003,4m,1.0,1.5,0.8,680.0,642.0,0.002,4m,4.0,4.0,0.6,574.0,926.0,0.007,4m,4.0,1.5,0.6,166.0,468.0,0.008,2m,1.0,2.0,2.0,868.0,0.1,10,COMPLETE
112,112,0.2234105247456299,2025-06-15 00:58:59.577870,2025-06-15 00:59:04.494590,0 days 00:00:04.916720,520.0,0.009000000000000001,3m,2.0,4.0,0.7,380.0,858.0,0.006,4m,4.0,1.0,1.3,706.0,92,0.007,3m,4.0,4.0,1.0,234,124.0,0.001,2m,1.5,2.0,2.0,178.0,372.0,0.008,4m,4.0,4.0,1.1,902.0,556.0,0.005,3m,1.5,2.0,0.5,706.0,262.0,0.003,4m,1.0,1.5,0.7,614.0,696.0,0.002,4m,4.0,4.0,0.5,574.0,820.0,0.007,4m,4.0,1.5,0.6,142.0,436.0,0.009000000000000001,2m,1.0,4.0,1.9000000000000001,828.0,0.15000000000000002,10,COMPLETE
113,113,7.306241248629782,2025-06-15 00:59:04.591121,2025-06-15 00:59:09.493321,0 days 00:00:04.902200,476.0,0.009000000000000001,3m,2.0,4.0,0.8,342.0,956.0,0.005,4m,4.0,1.0,1.2000000000000002,814.0,64,0.008,3m,4.0,4.0,0.9,320,46.0,0.002,2m,1.5,2.0,1.8,226.0,332.0,0.009000000000000001,4m,4.0,1.5,0.9,1024.0,320.0,0.004,3m,1.5,2.0,0.6,698.0,222.0,0.004,4m,1.0,1.5,0.9,652.0,584.0,0.001,4m,3.5,4.0,0.7,634.0,762.0,0.009000000000000001,4m,4.0,1.0,0.6,118.0,524.0,0.007,2m,1.0,4.0,2.0,886.0,0.1,10,COMPLETE
114,114,8.452111361581936,2025-06-15 00:59:09.575836,2025-06-15 00:59:16.674080,0 days 00:00:07.098244,534.0,0.01,3m,3.0,4.0,0.6,440.0,1024.0,0.004,4m,2.5,1.0,1.1,698.0,138,0.008,3m,4.0,4.0,0.9,288,198.0,0.001,2m,1.5,2.0,1.9000000000000001,104.0,354.0,0.008,4m,4.0,4.0,1.1,922.0,396.0,0.003,3m,1.5,1.5,0.7,622.0,292.0,0.002,4m,1.0,3.0,0.5,576.0,738.0,0.002,4m,4.0,3.5,0.6,522.0,884.0,0.007,4m,4.0,1.5,0.7,542.0,386.0,0.008,2m,1.0,4.0,1.9000000000000001,746.0,0.15000000000000002,10,COMPLETE
115,115,4.18910278641134,2025-06-15 00:59:16.787120,2025-06-15 00:59:24.120097,0 days 00:00:07.332977,570.0,0.006,3m,1.5,3.5,0.7,462.0,814.0,0.005,4m,4.0,1.5,1.3,786.0,48,0.006,2m,4.0,4.0,0.8,266,110.0,0.001,2m,2.0,2.5,1.7000000000000002,570.0,300.0,0.009000000000000001,1m,4.0,4.0,1.0,122.0,288.0,0.005,3m,1.5,2.0,0.8,734.0,190.0,0.003,4m,1.0,1.5,0.8,772.0,372.0,0.003,1m,3.5,3.0,0.5,712.0,936.0,0.009000000000000001,4m,4.0,1.0,0.5,220.0,412.0,0.009000000000000001,2m,1.5,4.0,2.0,852.0,0.1,10,COMPLETE
116,116,6.4910780938185395,2025-06-15 00:59:24.186508,2025-06-15 00:59:25.143160,0 days 00:00:00.956652,,,,,,,,,,,,,,,88,0.001,3m,4.0,4.0,1.1,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992.0,0.007,4m,4.0,4.0,0.6,198.0,,,,,,,,0.05,2,COMPLETE
117,117,0.5897465308201717,2025-06-15 00:59:25.237685,2025-06-15 00:59:29.596988,0 days 00:00:04.359303,504.0,0.008,2m,2.5,4.0,0.8,664.0,926.0,0.006,4m,4.0,1.0,1.0,772.0,162,0.001,3m,4.0,4.0,0.7,152,244.0,0.002,2m,1.5,2.0,0.9,640.0,206.0,0.007,4m,3.5,4.0,1.2000000000000002,992.0,364.0,0.004,3m,3.0,2.5,0.6,240.0,138.0,0.002,4m,1.0,1.5,0.9,400.0,,,,,,,,856.0,0.008,4m,3.5,1.5,0.6,244.0,492.0,0.008,1m,1.0,3.5,1.8,780.0,0.1,9,COMPLETE
118,118,7.091826849543635,2025-06-15 00:59:29.695516,2025-06-15 00:59:34.569287,0 days 00:00:04.873771,616.0,0.009000000000000001,3m,2.0,4.0,0.9,516.0,882.0,0.005,2m,2.0,1.0,1.4,848.0,126,0.002,3m,3.5,3.5,1.6,690,68.0,0.001,4m,1.0,1.5,2.0,136.0,402.0,0.008,4m,4.0,4.0,1.2000000000000002,944.0,262.0,0.006,3m,2.0,2.0,1.4,872.0,312.0,0.004,4m,1.5,1.0,0.7,736.0,662.0,0.006,3m,3.0,4.0,1.1,760.0,914.0,0.005,4m,4.0,1.0,0.7,368.0,456.0,0.007,2m,1.0,4.0,1.9000000000000001,714.0,0.05,10,COMPLETE
119,119,5.344296161557023,2025-06-15 00:59:34.659294,2025-06-15 00:59:39.482049,0 days 00:00:04.822755,710.0,0.007,3m,2.0,4.0,0.6,636.0,756.0,0.005,4m,3.5,1.5,1.2000000000000002,166.0,34,0.001,3m,4.0,4.0,1.2000000000000002,218,150.0,0.002,1m,2.0,2.0,1.9000000000000001,496.0,450.0,0.007,3m,4.0,3.5,1.1,976.0,310.0,0.004,2m,1.0,1.0,0.6,472.0,410.0,0.003,4m,1.0,3.0,0.6,536.0,,,,,,,,1004.0,0.007,4m,4.0,1.0,0.5,278.0,326.0,0.005,2m,1.5,4.0,0.6,1006.0,0.1,9,COMPLETE
120,120,-1.8648804118768945,2025-06-15 00:59:39.549069,2025-06-15 00:59:48.414434,0 days 00:00:08.865365,758.0,0.009000000000000001,3m,1.5,3.0,1.2000000000000002,200.0,850.0,0.004,3m,4.0,1.0,1.3,744.0,110,0.009000000000000001,1m,3.0,4.0,1.0,64,40.0,0.004,2m,1.5,1.0,1.0,204.0,284.0,0.006,4m,3.5,4.0,1.0,906.0,194.0,0.003,3m,1.5,2.5,0.8,954.0,346.0,0.001,4m,1.0,1.5,0.8,440.0,478.0,0.002,2m,3.5,3.5,0.8,480.0,962.0,0.006,1m,4.0,1.5,0.6,564.0,560.0,0.004,3m,1.0,1.0,2.0,974.0,0.15000000000000002,10,COMPLETE
121,121,8.236797647199282,2025-06-15 00:59:48.537944,2025-06-15 00:59:53.442954,0 days 00:00:04.905010,666.0,0.006,4m,2.0,4.0,1.1,598.0,984.0,0.004,4m,4.0,1.0,0.6,602.0,248,0.008,3m,4.0,3.0,0.9,238,120.0,0.001,2m,1.5,1.0,1.8,186.0,386.0,0.01,4m,4.0,3.5,1.3,842.0,324.0,0.001,3m,1.5,2.5,0.6,688.0,286.0,0.002,4m,1.0,2.0,0.8,796.0,,,,,,,,926.0,0.007,4m,3.5,1.5,0.7,242.0,428.0,0.008,2m,1.0,4.0,1.9000000000000001,912.0,0.2,9,COMPLETE
122,122,9.852703955100981,2025-06-15 00:59:53.529474,2025-06-15 00:59:58.230498,0 days 00:00:04.701024,668.0,0.006,4m,2.0,4.0,1.0,710.0,902.0,0.004,4m,4.0,1.0,0.7,530.0,62,0.003,3m,4.0,3.0,0.9,250,96.0,0.001,3m,1.5,1.0,1.9000000000000001,66.0,390.0,0.01,4m,4.0,4.0,1.4,862.0,350.0,0.004,3m,1.5,2.5,0.7,658.0,230.0,0.002,4m,1.0,3.0,0.5,918.0,880.0,0.001,4m,4.0,4.0,0.7,562.0,880.0,0.007,4m,3.5,1.5,0.8,170.0,626.0,0.008,2m,1.0,4.0,1.8,922.0,0.2,10,COMPLETE
123,123,6.400840126562957,2025-06-15 00:59:58.314530,2025-06-15 01:00:03.244720,0 days 00:00:04.930190,684.0,0.006,4m,2.0,4.0,1.0,842.0,736.0,0.004,4m,4.0,1.0,0.7,624.0,56,0.003,3m,4.0,3.0,0.8,190,84.0,0.001,2m,1.5,1.0,1.9000000000000001,62.0,358.0,0.009000000000000001,4m,4.0,4.0,1.4,826.0,412.0,0.004,3m,1.5,2.0,0.7,716.0,228.0,0.002,4m,1.0,3.0,0.5,926.0,874.0,0.001,4m,4.0,4.0,0.7,412.0,882.0,0.008,4m,4.0,1.5,0.8,98.0,580.0,0.008,2m,1.0,4.0,1.7000000000000002,954.0,0.2,10,COMPLETE
124,124,7.560515499404513,2025-06-15 01:00:03.312238,2025-06-15 01:00:08.319730,0 days 00:00:05.007492,640.0,0.006,4m,2.0,4.0,1.0,712.0,794.0,0.005,4m,4.0,1.0,0.8,546.0,84,0.007,3m,4.0,3.5,0.9,250,184.0,0.001,3m,1.5,1.0,2.0,34.0,306.0,0.01,4m,4.0,4.0,1.2000000000000002,580.0,348.0,0.004,3m,1.5,2.5,0.5,658.0,62.0,0.003,4m,1.0,3.0,0.5,1024.0,798.0,0.001,4m,4.0,4.0,0.6,572.0,822.0,0.007,4m,3.5,1.0,0.7,164.0,646.0,0.009000000000000001,2m,4.0,2.5,1.8,882.0,0.15000000000000002,10,COMPLETE
125,125,7.721527146552745,2025-06-15 01:00:08.405251,2025-06-15 01:00:13.657263,0 days 00:00:05.252012,586.0,0.006,4m,2.0,4.0,0.9,560.0,952.0,0.003,4m,4.0,1.0,0.7,226.0,16,0.002,3m,4.0,3.0,1.0,176,548.0,0.001,2m,1.5,1.0,1.9000000000000001,84.0,412.0,0.009000000000000001,4m,4.0,4.0,1.3,890.0,450.0,0.01,3m,1.0,2.0,0.7,598.0,170.0,0.003,2m,1.0,3.5,0.6,884.0,888.0,0.002,4m,4.0,2.0,0.5,656.0,838.0,0.004,4m,4.0,1.5,0.6,180.0,634.0,0.007,2m,1.0,4.0,1.6,818.0,0.1,10,COMPLETE
126,126,6.17216130682383,2025-06-15 01:00:13.742771,2025-06-15 01:00:18.956784,0 days 00:00:05.214013,746.0,0.007,1m,2.5,3.5,0.8,484.0,902.0,0.004,4m,4.0,1.0,0.7,662.0,638,0.002,3m,4.0,4.0,0.9,304,100.0,0.002,3m,1.0,2.0,2.0,118.0,648.0,0.01,4m,4.0,4.0,1.4,772.0,388.0,0.005,3m,1.5,2.5,0.7,766.0,210.0,0.002,4m,1.0,3.0,0.5,974.0,936.0,0.008,4m,3.5,3.5,0.8,624.0,790.0,0.007,1m,4.0,1.0,0.8,296.0,670.0,0.009000000000000001,2m,1.0,4.0,1.8,858.0,0.15000000000000002,10,COMPLETE
127,127,7.253935873149267,2025-06-15 01:00:19.015301,2025-06-15 01:00:24.107483,0 days 00:00:05.092182,718.0,0.009000000000000001,3m,1.5,4.0,0.7,542.0,1004.0,0.005,4m,4.0,2.0,0.8,876.0,102,0.003,3m,4.0,3.5,0.8,910,66.0,0.001,2m,1.5,1.0,1.8,244.0,494.0,0.007,4m,4.0,4.0,1.1,798.0,240.0,0.004,3m,1.5,2.0,1.2000000000000002,626.0,536.0,0.001,4m,1.0,3.0,0.7,938.0,724.0,0.001,4m,3.0,4.0,1.4,536.0,906.0,0.006,4m,4.0,2.5,1.2000000000000002,260.0,362.0,0.006,2m,1.5,4.0,0.8,928.0,0.1,10,COMPLETE
128,128,7.848101949194972,2025-06-15 01:00:24.197997,2025-06-15 01:00:29.455620,0 days 00:00:05.257623,538.0,0.01,4m,2.0,3.5,0.6,686.0,874.0,0.004,4m,3.5,1.0,1.1,298.0,42,0.001,2m,4.0,4.0,1.0,280,30.0,0.001,3m,2.5,1.5,1.9000000000000001,62.0,336.0,0.01,4m,4.0,4.0,1.1,862.0,280.0,0.003,4m,1.0,3.5,0.9,804.0,252.0,0.002,4m,1.5,1.5,0.6,680.0,566.0,0.003,1m,3.5,3.0,0.7,858.0,868.0,0.009000000000000001,1m,3.5,1.5,0.5,222.0,612.0,0.008,2m,1.0,3.5,1.8,900.0,0.25,10,COMPLETE
129,129,-1.5988813233332821,2025-06-15 01:00:29.560152,2025-06-15 01:00:31.145100,0 days 00:00:01.584948,624.0,0.005,3m,2.0,4.0,0.7,458.0,,,,,,,,134,0.003,3m,1.0,3.0,1.1,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.0,0.009000000000000001,4m,4.0,2.0,0.6,152.0,,,,,,,,0.2,3,COMPLETE
130,130,4.461244532177665,2025-06-15 01:00:31.205612,2025-06-15 01:00:34.447010,0 days 00:00:03.241398,788.0,0.008,4m,1.5,2.0,1.0,736.0,968.0,0.005,4m,4.0,2.5,1.4,758.0,748,0.002,3m,4.0,4.0,0.8,220,136.0,0.001,2m,1.0,2.0,1.4,112.0,470.0,0.008,3m,3.5,3.0,1.2000000000000002,1006.0,,,,,,,,,,,,,,,,,,,,,,980.0,0.003,4m,2.5,1.0,0.7,596.0,,,,,,,,0.1,6,COMPLETE
131,131,8.518302714790627,2025-06-15 01:00:34.540526,2025-06-15 01:00:39.188459,0 days 00:00:04.647933,670.0,0.006,4m,2.0,4.0,1.1,586.0,916.0,0.004,4m,4.0,1.0,0.6,578.0,358,0.003,4m,4.0,3.0,0.9,244,860.0,0.001,3m,1.5,1.0,1.9000000000000001,170.0,402.0,0.01,4m,4.0,3.5,1.2000000000000002,870.0,320.0,0.004,3m,1.5,2.5,0.6,666.0,308.0,0.002,4m,1.0,2.5,0.8,822.0,,,,,,,,896.0,0.007,4m,3.5,1.5,0.7,242.0,444.0,0.008,2m,1.0,4.0,1.9000000000000001,910.0,0.2,9,COMPLETE
132,132,9.475879287133528,2025-06-15 01:00:39.256458,2025-06-15 01:00:43.932776,0 days 00:00:04.676318,682.0,0.006,4m,2.0,4.0,1.2000000000000002,636.0,940.0,0.003,4m,4.0,1.0,0.6,558.0,264,0.004,4m,4.0,3.0,0.9,262,112.0,0.001,3m,1.5,1.0,1.8,192.0,376.0,0.01,4m,4.0,4.0,1.3,930.0,354.0,0.004,3m,1.5,2.5,1.1,686.0,362.0,0.003,4m,1.0,2.5,0.7,918.0,,,,,,,,922.0,0.007,4m,3.5,1.5,0.6,202.0,504.0,0.007,2m,1.0,4.0,1.9000000000000001,946.0,0.2,9,COMPLETE
133,133,5.501802944198013,2025-06-15 01:00:44.013287,2025-06-15 01:00:49.339391,0 days 00:00:05.326104,710.0,0.006,4m,2.0,4.0,2.0,650.0,930.0,0.003,4m,4.0,1.0,0.5,522.0,278,0.004,3m,4.0,3.0,1.0,206,158.0,0.005,3m,1.5,1.0,1.9000000000000001,218.0,434.0,0.009000000000000001,4m,4.0,4.0,1.3,958.0,348.0,0.004,3m,1.5,2.5,1.1,642.0,268.0,0.003,4m,1.0,1.5,0.7,902.0,608.0,0.002,3m,4.0,4.0,1.8,596.0,928.0,0.007,4m,3.5,1.5,0.5,126.0,918.0,0.007,2m,1.0,4.0,1.9000000000000001,964.0,0.25,10,COMPLETE
134,134,8.275457785911449,2025-06-15 01:00:49.434904,2025-06-15 01:00:54.215339,0 days 00:00:04.780435,732.0,0.007,4m,2.0,4.0,1.2000000000000002,784.0,840.0,0.003,4m,4.0,1.0,0.6,470.0,64,0.003,4m,4.0,3.0,0.7,328,90.0,0.001,3m,1.5,1.0,2.0,158.0,690.0,0.01,4m,4.0,4.0,1.3,930.0,374.0,0.004,3m,1.5,2.0,1.1,706.0,366.0,0.003,4m,1.0,2.5,1.4,994.0,,,,,,,,712.0,0.008,4m,3.5,1.5,0.6,198.0,504.0,0.007,2m,1.0,4.0,2.0,934.0,0.15000000000000002,9,COMPLETE
135,135,7.264907783897053,2025-06-15 01:00:54.318373,2025-06-15 01:00:59.680828,0 days 00:00:05.362455,692.0,0.006,4m,1.0,4.0,1.9000000000000001,616.0,986.0,0.003,4m,4.0,1.5,1.3,504.0,332,0.004,3m,4.0,3.0,0.8,278,60.0,0.002,3m,1.5,1.0,1.8,902.0,618.0,0.01,2m,4.0,4.0,1.4,988.0,432.0,0.005,3m,2.0,2.0,1.0,424.0,400.0,0.004,1m,1.0,3.0,0.5,870.0,640.0,0.004,2m,3.5,3.5,0.9,706.0,962.0,0.007,1m,4.0,1.5,0.6,640.0,534.0,0.006,2m,1.0,4.0,1.9000000000000001,862.0,0.2,10,COMPLETE
136,136,4.845635849491775,2025-06-15 01:00:59.775329,2025-06-15 01:01:04.545036,0 days 00:00:04.769707,646.0,0.005,4m,2.0,4.0,1.2000000000000002,534.0,942.0,0.007,4m,4.0,1.0,0.7,552.0,184,0.005,4m,4.0,2.5,0.9,260,118.0,0.001,3m,1.5,1.0,1.7000000000000002,88.0,358.0,0.009000000000000001,4m,4.0,4.0,1.9000000000000001,968.0,162.0,0.004,3m,1.5,2.5,1.1,572.0,116.0,0.003,3m,1.0,1.5,0.6,628.0,,,,,,,,860.0,0.007,4m,4.0,2.5,0.5,94.0,476.0,0.007,2m,1.5,4.0,1.7000000000000002,884.0,0.25,9,COMPLETE
137,137,5.408560953808178,2025-06-15 01:01:04.638146,2025-06-15 01:01:09.802073,0 days 00:00:05.163927,602.0,0.009000000000000001,3m,2.5,2.0,1.1,712.0,886.0,0.006,1m,3.5,1.0,1.2000000000000002,258.0,78,0.002,3m,3.5,3.0,1.0,166,170.0,0.001,2m,1.5,3.0,1.9000000000000001,258.0,376.0,0.006,4m,4.0,4.0,2.0,938.0,292.0,0.003,4m,1.5,3.5,0.8,372.0,466.0,0.003,4m,2.5,3.5,0.6,264.0,98.0,0.001,4m,2.5,3.5,2.0,640.0,342.0,0.006,4m,3.5,1.0,1.9000000000000001,522.0,510.0,0.007,2m,1.0,3.5,1.8,794.0,0.05,10,COMPLETE
138,138,7.873605574994799,2025-06-15 01:01:09.884076,2025-06-15 01:01:14.991025,0 days 00:00:05.106949,442.0,0.009000000000000001,2m,2.0,3.0,1.3,768.0,706.0,0.003,4m,3.0,1.0,0.8,718.0,16,0.001,1m,4.0,3.5,0.9,358,142.0,0.002,4m,1.5,2.5,1.8,462.0,252.0,0.007,4m,3.5,4.0,1.1,916.0,350.0,0.006,3m,2.0,1.5,1.8,732.0,330.0,0.002,4m,1.0,2.0,0.7,918.0,1014.0,0.002,4m,1.0,4.0,0.6,572.0,882.0,0.007,1m,2.5,2.0,0.6,320.0,300.0,0.009000000000000001,3m,1.0,3.0,2.0,948.0,0.15000000000000002,10,COMPLETE
139,139,-5.037030140741461,2025-06-15 01:01:15.080541,2025-06-15 01:01:19.664443,0 days 00:00:04.583902,562.0,0.006,4m,2.0,4.0,0.7,670.0,964.0,0.002,4m,4.0,1.5,0.7,448.0,104,0.003,3m,4.0,4.0,1.5,196,34.0,0.001,3m,2.0,1.5,1.5,138.0,728.0,0.01,1m,2.0,2.0,1.0,1002.0,412.0,0.004,1m,1.0,2.0,0.5,540.0,1018.0,0.006,2m,1.0,4.0,0.5,954.0,,,,,,,,944.0,0.008,4m,4.0,1.0,0.5,174.0,716.0,0.006,4m,1.0,2.5,1.9000000000000001,978.0,0.1,9,COMPLETE
140,140,2.7180450002431944,2025-06-15 01:01:19.747958,2025-06-15 01:01:22.556519,0 days 00:00:02.808561,410.0,0.009000000000000001,3m,2.0,4.0,0.8,394.0,634.0,0.004,4m,4.0,1.0,0.9,634.0,226,0.001,4m,4.0,4.0,0.8,228,,,,,,,,326.0,0.007,4m,4.0,4.0,1.2000000000000002,1022.0,,,,,,,,,,,,,,,,,,,,,,910.0,0.01,4m,3.0,2.5,0.6,276.0,,,,,,,,0.1,5,COMPLETE
141,141,7.585860856662638,2025-06-15 01:01:22.648035,2025-06-15 01:01:27.302342,0 days 00:00:04.654307,666.0,0.006,4m,2.0,4.0,1.1,604.0,918.0,0.004,4m,4.0,1.0,0.6,548.0,264,0.003,4m,4.0,3.0,0.9,242,110.0,0.001,3m,1.5,1.0,1.8,186.0,422.0,0.01,4m,4.0,3.0,1.3,886.0,324.0,0.004,3m,1.5,2.5,0.6,676.0,428.0,0.002,4m,1.0,2.5,0.9,852.0,,,,,,,,918.0,0.007,4m,3.5,1.5,0.7,228.0,428.0,0.008,2m,1.0,4.0,1.9000000000000001,922.0,0.2,9,COMPLETE
142,142,9.60059201125949,2025-06-15 01:01:27.383345,2025-06-15 01:01:32.555858,0 days 00:00:05.172513,682.0,0.006,4m,2.0,4.0,1.0,584.0,1002.0,0.004,4m,4.0,1.0,0.5,500.0,314,0.003,4m,4.0,3.0,1.8,300,76.0,0.001,3m,1.5,1.0,1.8,194.0,384.0,0.01,4m,4.0,3.5,1.5,858.0,268.0,0.004,3m,1.5,2.5,0.6,692.0,362.0,0.001,4m,1.0,2.5,0.8,784.0,802.0,0.003,4m,3.5,3.5,0.5,510.0,938.0,0.007,4m,3.5,1.5,0.7,208.0,386.0,0.008,2m,1.0,4.0,2.0,900.0,0.2,10,COMPLETE
143,143,7.761663713565538,2025-06-15 01:01:32.656371,2025-06-15 01:01:37.939900,0 days 00:00:05.283529,686.0,0.006,4m,2.0,4.0,1.0,570.0,1016.0,0.005,4m,4.0,1.0,0.5,374.0,316,0.004,4m,4.0,3.0,1.8,292,72.0,0.001,3m,1.5,1.0,1.6,228.0,348.0,0.01,4m,4.0,3.0,1.4,824.0,230.0,0.004,3m,1.5,2.5,0.6,604.0,380.0,0.001,4m,1.0,2.5,0.9,586.0,824.0,0.003,4m,3.5,3.5,0.5,518.0,1022.0,0.007,4m,3.5,1.5,0.8,200.0,350.0,0.007,2m,1.0,4.0,2.0,1020.0,0.2,10,COMPLETE
144,144,8.084489996778101,2025-06-15 01:01:38.033418,2025-06-15 01:01:43.281680,0 days 00:00:05.248262,626.0,0.006,4m,2.0,4.0,0.9,628.0,988.0,0.004,4m,4.0,2.0,0.5,136.0,304,0.003,4m,4.0,3.0,1.6,312,88.0,0.001,3m,1.5,1.0,1.9000000000000001,282.0,376.0,0.01,4m,4.0,4.0,1.5,352.0,260.0,0.003,3m,1.5,2.5,0.7,648.0,352.0,0.001,4m,1.0,3.0,0.7,506.0,796.0,0.002,4m,3.5,3.5,0.5,334.0,936.0,0.006,4m,3.5,1.5,0.7,146.0,386.0,0.008,2m,1.0,4.0,0.7,892.0,0.25,10,COMPLETE
145,145,9.137273300815504,2025-06-15 01:01:43.370703,2025-06-15 01:01:48.613432,0 days 00:00:05.242729,706.0,0.005,4m,2.0,4.0,1.1,500.0,1006.0,0.005,4m,4.0,1.0,0.5,672.0,78,0.001,4m,4.0,2.5,1.9000000000000001,264,16.0,0.001,1m,1.0,1.0,2.0,146.0,312.0,0.01,4m,4.0,3.5,1.9000000000000001,854.0,202.0,0.005,4m,1.5,2.0,1.2000000000000002,758.0,186.0,0.001,4m,1.0,1.5,1.2000000000000002,666.0,530.0,0.005,4m,3.5,3.0,0.6,606.0,980.0,0.007,4m,4.0,1.0,0.6,212.0,462.0,0.01,2m,1.5,4.0,2.0,840.0,0.2,10,COMPLETE
