,number,value,datetime_start,datetime_complete,duration,params_ADSK_FISV_beta_win,params_ADSK_FISV_stop_loss,params_ADSK_FISV_trade_freq,params_ADSK_FISV_z_entry,params_ADSK_FISV_z_exit,params_ADSK_FISV_z_stop_scaler,params_ADSK_FISV_z_win,params_ALGN_IDXX_beta_win,params_ALGN_IDXX_stop_loss,params_ALGN_IDXX_trade_freq,params_ALGN_IDXX_z_entry,params_ALGN_IDXX_z_exit,params_ALGN_IDXX_z_stop_scaler,params_ALGN_IDXX_z_win,params_ALGN_ISRG_beta_win,params_ALGN_ISRG_stop_loss,params_ALGN_ISRG_trade_freq,params_ALGN_ISRG_z_entry,params_ALGN_ISRG_z_exit,params_ALGN_ISRG_z_stop_scaler,params_ALGN_ISRG_z_win,params_AMD_LRCX_beta_win,params_AMD_LRCX_stop_loss,params_AMD_LRCX_trade_freq,params_AMD_LRCX_z_entry,params_AMD_LRCX_z_exit,params_AMD_LRCX_z_stop_scaler,params_AMD_LRCX_z_win,params_ANSS_SPLK_beta_win,params_ANSS_SPLK_stop_loss,params_ANSS_SPLK_trade_freq,params_ANSS_SPLK_z_entry,params_ANSS_SPLK_z_exit,params_ANSS_SPLK_z_stop_scaler,params_ANSS_SPLK_z_win,params_ATVI_SIRI_beta_win,params_ATVI_SIRI_stop_loss,params_ATVI_SIRI_trade_freq,params_ATVI_SIRI_z_entry,params_ATVI_SIRI_z_exit,params_ATVI_SIRI_z_stop_scaler,params_ATVI_SIRI_z_win,params_CTSH_DOCU_beta_win,params_CTSH_DOCU_stop_loss,params_CTSH_DOCU_trade_freq,params_CTSH_DOCU_z_entry,params_CTSH_DOCU_z_exit,params_CTSH_DOCU_z_stop_scaler,params_CTSH_DOCU_z_win,params_EBAY_SPLK_beta_win,params_EBAY_SPLK_stop_loss,params_EBAY_SPLK_trade_freq,params_EBAY_SPLK_z_entry,params_EBAY_SPLK_z_exit,params_EBAY_SPLK_z_stop_scaler,params_EBAY_SPLK_z_win,params_ISRG_SPLK_beta_win,params_ISRG_SPLK_stop_loss,params_ISRG_SPLK_trade_freq,params_ISRG_SPLK_z_entry,params_ISRG_SPLK_z_exit,params_ISRG_SPLK_z_stop_scaler,params_ISRG_SPLK_z_win,params_SPLK_SWKS_beta_win,params_SPLK_SWKS_stop_loss,params_SPLK_SWKS_trade_freq,params_SPLK_SWKS_z_entry,params_SPLK_SWKS_z_exit,params_SPLK_SWKS_z_stop_scaler,params_SPLK_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,1.0097640415895741,2025-06-15 01:00:28.387429,2025-06-15 01:00:29.677676,0 days 00:00:01.290247,,,,,,,,,,,,,,,,,,,,,,1000.0,0.002,1m,2.5,2.0,0.6,468.0,,,,,,,,,,,,,,,,,,,,,,876.0,0.003,3m,1.0,3.0,1.3,394.0,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,0.5,3,COMPLETE
1,1,4.443238270699519,2025-06-15 01:00:29.739186,2025-06-15 01:00:30.961063,0 days 00:00:01.221877,,,,,,,,,,,,,,,,,,,,,,984.0,0.006,3m,2.5,3.0,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,0.3,3,COMPLETE
2,2,0.38624976927272364,2025-06-15 01:00:31.034579,2025-06-15 01:00:34.540526,0 days 00:00:03.505947,652.0,0.001,4m,3.0,1.5,0.5,828.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,34.0,0.005,2m,3.0,3.5,0.8,230.0,572.0,0.008,4m,1.5,3.5,2.0,386.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,,,,,,,,670.0,0.006,4m,2.0,2.5,0.8,548.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,920.0,0.003,3m,2.5,1.0,1.3,360.0,270,0.008,4m,1.0,1.5,0.5,50,0.2,9,COMPLETE
3,3,-1.3276556727910436,2025-06-15 01:00:34.617037,2025-06-15 01:00:36.473421,0 days 00:00:01.856384,,,,,,,,434.0,0.006,3m,2.5,3.5,0.7,974.0,960.0,0.01,4m,2.5,1.5,1.3,260.0,352.0,0.007,2m,1.0,3.5,1.3,856.0,,,,,,,,,,,,,,,,,,,,,,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,,,,,,,,544,0.009000000000000001,1m,1.5,3.5,1.3,326,0.05,5,COMPLETE
4,4,-2.7548645086320565,2025-06-15 01:00:36.539928,2025-06-15 01:00:38.639800,0 days 00:00:02.099872,,,,,,,,886.0,0.003,3m,3.5,2.5,1.1,452.0,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,,,,,,,,,,,,,,,,,,,,,,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,,,,,,,,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,0.2,5,COMPLETE
5,5,3.8690027665491074,2025-06-15 01:00:38.716314,2025-06-15 01:00:41.638545,0 days 00:00:02.922231,370.0,0.007,1m,2.0,1.0,1.4,490.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,804.0,0.008,1m,2.5,3.5,0.6,550.0,,,,,,,,,,,,,,,304.0,0.007,4m,1.5,1.0,1.8,648.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,974.0,0.008,4m,3.0,4.0,1.8,922.0,430,0.001,4m,2.5,4.0,0.8,278,0.15000000000000002,8,COMPLETE
6,6,2.2558849891525576,2025-06-15 01:00:41.709057,2025-06-15 01:00:43.501954,0 days 00:00:01.792897,,,,,,,,,,,,,,,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,,,,,,,,,,,,,,,,,,,,,,588.0,0.007,2m,2.5,2.5,0.8,598.0,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,0.45,4,COMPLETE
7,7,2.7615450911380037,2025-06-15 01:00:43.588710,2025-06-15 01:00:44.852116,0 days 00:00:01.263406,,,,,,,,,,,,,,,,,,,,,,948.0,0.008,2m,4.0,3.0,1.6,760.0,,,,,,,,,,,,,,,,,,,,,,832.0,0.01,3m,3.5,2.5,1.5,514.0,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,0.1,3,COMPLETE
8,8,0.7106772002929235,2025-06-15 01:00:44.901399,2025-06-15 01:00:47.580791,0 days 00:00:02.679392,,,,,,,,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,150.0,0.002,2m,4.0,3.0,1.4,444.0,,,,,,,,,,,,,,,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,338.0,0.005,2m,1.5,3.0,1.4,492.0,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,0.05,7,COMPLETE
9,9,-3.4264258147007722,2025-06-15 01:00:47.664299,2025-06-15 01:00:51.630326,0 days 00:00:03.966027,552.0,0.003,1m,2.0,3.5,0.7,384.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,1012.0,0.004,4m,4.0,1.5,0.5,248.0,1010.0,0.007,3m,4.0,1.5,0.8,766.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,90,0.004,2m,4.0,1.5,0.9,844,0.45,10,COMPLETE
10,10,1.9624033678947097,2025-06-15 01:00:51.715839,2025-06-15 01:00:52.273969,0 days 00:00:00.558130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,0.006,2m,3.0,1.0,2.0,966,0.35000000000000003,1,COMPLETE
11,11,1.953729736747831,2025-06-15 01:00:52.349997,2025-06-15 01:00:55.440105,0 days 00:00:03.090108,,,,,,,,334.0,0.01,1m,4.0,3.0,1.6,768.0,600.0,0.001,3m,4.0,2.5,2.0,22.0,752.0,0.005,3m,3.0,4.0,0.5,32.0,,,,,,,,,,,,,,,90.0,0.01,4m,4.0,1.0,2.0,926.0,336.0,0.004,1m,1.5,1.5,2.0,90.0,1006.0,0.01,4m,4.0,4.0,0.5,988.0,436,0.001,4m,2.5,4.0,1.7000000000000002,306,0.3,7,COMPLETE
12,12,-7.5738289443403435,2025-06-15 01:00:55.503627,2025-06-15 01:00:59.176464,0 days 00:00:03.672837,20.0,0.009000000000000001,2m,1.0,1.0,1.9000000000000001,102.0,782.0,0.001,1m,1.5,2.5,0.5,34.0,586.0,0.002,1m,3.5,2.5,1.2000000000000002,590.0,780.0,0.005,1m,2.0,2.5,0.8,632.0,,,,,,,,,,,,,,,1022.0,0.001,1m,1.0,4.0,2.0,172.0,354.0,0.005,1m,2.0,1.5,1.5,1004.0,698.0,0.01,1m,3.5,2.0,2.0,54.0,642,0.002,2m,2.5,4.0,1.6,316,0.2,8,COMPLETE
13,13,2.8012764483646295,2025-06-15 01:00:59.261259,2025-06-15 01:00:59.839343,0 days 00:00:00.578084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,0.006,4m,3.0,3.0,1.0,200,0.35000000000000003,1,COMPLETE
14,14,-6.907105785739833,2025-06-15 01:00:59.898855,2025-06-15 01:01:02.938038,0 days 00:00:03.039183,,,,,,,,292.0,0.008,1m,3.0,4.0,2.0,622.0,446.0,0.007,3m,1.0,1.0,1.3,60.0,548.0,0.004,4m,3.0,4.0,0.9,598.0,,,,,,,,,,,,,,,56.0,0.01,4m,3.5,2.0,1.4,1016.0,346.0,0.002,1m,4.0,2.0,1.1,58.0,62.0,0.007,4m,2.5,2.0,0.9,988.0,816,0.003,2m,3.5,2.5,1.6,474,0.15000000000000002,7,COMPLETE
15,15,-1.5260235940532685,2025-06-15 01:01:03.014547,2025-06-15 01:01:04.534035,0 days 00:00:01.519488,,,,,,,,,,,,,,,,,,,,,,858.0,0.01,1m,3.0,2.5,0.5,250.0,,,,,,,,,,,,,,,,,,,,,,204.0,0.008,2m,3.0,3.0,1.6,368.0,,,,,,,,22,0.007,4m,2.0,3.5,1.1,180,0.3,3,COMPLETE
16,16,3.8647555520291834,2025-06-15 01:01:04.606142,2025-06-15 01:01:07.238520,0 days 00:00:02.632378,,,,,,,,612.0,0.004,2m,4.0,2.0,1.6,262.0,754.0,0.004,1m,3.5,2.0,1.6,438.0,642.0,0.006,3m,2.0,3.5,1.0,662.0,,,,,,,,,,,,,,,,,,,,,,44.0,0.005,1m,1.0,3.5,1.3,232.0,718.0,0.001,1m,3.0,4.0,2.0,718.0,582,0.001,2m,3.5,2.0,0.7,392,0.25,6,COMPLETE
17,17,1.1673196227622222,2025-06-15 01:01:07.309556,2025-06-15 01:01:11.537567,0 days 00:00:04.228011,130.0,0.008,1m,4.0,2.5,1.5,676.0,1008.0,0.005,1m,2.5,3.0,0.9,536.0,366.0,0.007,1m,2.5,4.0,1.0,446.0,344.0,0.004,1m,3.5,1.0,0.7,296.0,1008.0,0.005,2m,1.0,1.0,1.5,938.0,994.0,0.001,3m,1.0,4.0,2.0,868.0,376.0,0.008,1m,2.5,1.0,0.6,322.0,494.0,0.003,2m,2.0,1.0,2.0,800.0,690.0,0.008,2m,2.0,3.0,1.6,738.0,772,0.005,1m,2.0,1.5,1.4,214,0.15000000000000002,10,COMPLETE
18,18,1.6057530048952877,2025-06-15 01:01:11.612078,2025-06-15 01:01:12.634257,0 days 00:00:01.022179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,0.008,1m,3.0,2.0,0.5,1024.0,,,,,,,,378,0.01,2m,2.5,3.0,1.8,560,0.35000000000000003,2,COMPLETE
19,19,4.709746504825124,2025-06-15 01:01:12.692261,2025-06-15 01:01:16.047753,0 days 00:00:03.355492,952.0,0.006,3m,2.0,2.0,1.2000000000000002,380.0,190.0,0.001,1m,2.0,3.5,1.4,38.0,756.0,0.003,3m,3.5,2.0,1.8,1008.0,868.0,0.006,3m,2.0,3.0,1.5,554.0,,,,,,,,,,,,,,,278.0,0.004,3m,1.5,3.5,1.7000000000000002,744.0,436.0,0.006,2m,2.0,3.5,1.1,420.0,92.0,0.004,3m,4.0,1.0,1.0,214.0,178,0.003,4m,4.0,3.5,1.5,412,0.25,8,COMPLETE
20,20,0.32835910042760363,2025-06-15 01:01:16.115084,2025-06-15 01:01:18.066888,0 days 00:00:01.951804,,,,,,,,,,,,,,,794.0,0.003,3m,3.0,1.0,1.7000000000000002,998.0,900.0,0.003,3m,2.0,2.0,1.6,124.0,,,,,,,,,,,,,,,,,,,,,,490.0,0.009000000000000001,1m,3.0,3.5,1.1,512.0,,,,,,,,182,0.003,4m,4.0,3.5,1.5,410,0.4,4,COMPLETE
21,21,4.021713393275079,2025-06-15 01:01:18.148404,2025-06-15 01:01:21.893415,0 days 00:00:03.745011,1002.0,0.006,3m,2.0,2.0,1.2000000000000002,384.0,200.0,0.002,1m,2.0,3.5,1.4,28.0,746.0,0.006,3m,4.0,2.0,2.0,702.0,828.0,0.006,3m,1.5,3.0,1.5,532.0,102.0,0.01,1m,4.0,1.0,0.5,16.0,,,,,,,,220.0,0.003,3m,1.5,3.5,1.7000000000000002,742.0,290.0,0.006,2m,2.0,3.0,1.1,216.0,72.0,0.004,3m,4.0,1.0,0.9,168.0,162,0.002,4m,3.5,4.0,2.0,244,0.25,9,COMPLETE
22,22,4.4672769015738725,2025-06-15 01:01:21.991927,2025-06-15 01:01:25.810516,0 days 00:00:03.818589,1012.0,0.005,3m,1.5,2.5,1.0,258.0,220.0,0.001,1m,1.5,3.5,1.4,50.0,772.0,0.003,3m,3.5,2.0,2.0,744.0,664.0,0.006,3m,1.5,3.0,1.6,520.0,16.0,0.01,1m,4.0,1.0,0.6,70.0,,,,,,,,224.0,0.003,3m,1.5,4.0,1.2000000000000002,810.0,414.0,0.006,2m,2.0,3.5,1.1,312.0,32.0,0.004,3m,4.0,1.0,0.9,126.0,134,0.003,4m,4.0,3.5,2.0,394,0.25,9,COMPLETE
23,23,-0.4648969088183747,2025-06-15 01:01:25.898027,2025-06-15 01:01:29.899160,0 days 00:00:04.001133,1008.0,0.004,3m,1.0,3.5,1.0,122.0,224.0,0.001,1m,1.0,3.0,1.0,120.0,862.0,0.001,3m,3.5,3.0,1.5,776.0,614.0,0.006,3m,1.5,2.5,2.0,734.0,444.0,0.006,1m,3.0,2.0,1.0,50.0,,,,,,,,474.0,0.003,3m,3.0,4.0,1.2000000000000002,836.0,436.0,0.006,2m,2.0,3.5,1.0,374.0,194.0,0.002,3m,4.0,1.5,0.9,260.0,290,0.004,4m,4.0,2.5,1.9000000000000001,418,0.25,9,COMPLETE
24,24,-0.7420644354487724,2025-06-15 01:01:29.978160,2025-06-15 01:01:33.512536,0 days 00:00:03.534376,798.0,0.005,3m,1.5,2.5,0.9,296.0,460.0,0.001,1m,1.5,4.0,1.3,402.0,674.0,0.003,3m,2.0,2.0,1.8,1004.0,680.0,0.004,3m,1.0,3.0,1.7000000000000002,384.0,,,,,,,,,,,,,,,186.0,0.001,3m,2.0,3.5,1.0,388.0,616.0,0.008,2m,2.5,2.5,0.9,436.0,218.0,0.004,3m,3.5,1.5,0.5,18.0,60,0.005,4m,4.0,3.5,1.8,546,0.3,8,COMPLETE
25,25,-1.823718977033494,2025-06-15 01:01:33.589543,2025-06-15 01:01:36.287161,0 days 00:00:02.697618,,,,,,,,380.0,0.003,2m,1.5,3.5,1.8,148.0,858.0,0.003,3m,3.5,2.5,1.4,736.0,436.0,0.007,3m,2.0,2.0,1.8,682.0,,,,,,,,,,,,,,,,,,,,,,420.0,0.009000000000000001,2m,3.0,3.5,1.3,308.0,18.0,0.003,3m,3.5,1.0,1.1,384.0,128,0.003,2m,3.5,3.0,1.7000000000000002,618,0.25,6,COMPLETE
26,26,5.513796111193386,2025-06-15 01:01:36.340179,2025-06-15 01:01:40.739874,0 days 00:00:04.399695,818.0,0.01,3m,3.0,3.0,1.7000000000000002,232.0,172.0,0.002,4m,2.0,3.0,1.3,650.0,522.0,0.002,3m,3.0,1.5,1.8,948.0,904.0,0.005,3m,1.5,2.5,1.3,862.0,414.0,0.007,1m,2.5,3.5,1.1,732.0,26.0,0.01,2m,2.5,3.5,0.5,22.0,810.0,0.004,3m,1.5,3.0,1.3,782.0,122.0,0.006,2m,1.5,4.0,1.0,640.0,240.0,0.005,3m,3.0,2.0,0.7,170.0,224,0.002,1m,4.0,3.5,2.0,144,0.4,10,COMPLETE
27,27,5.088110812498898,2025-06-15 01:01:40.827893,2025-06-15 01:01:45.221372,0 days 00:00:04.393479,872.0,0.01,3m,3.0,3.0,1.8,238.0,180.0,0.002,4m,2.0,3.0,1.3,712.0,484.0,0.002,3m,3.0,1.5,1.8,914.0,694.0,0.005,4m,1.5,2.5,1.3,904.0,416.0,0.007,1m,2.5,3.5,1.1,774.0,16.0,0.01,2m,2.5,3.5,0.5,100.0,868.0,0.004,3m,1.5,3.0,1.4,794.0,120.0,0.006,2m,1.5,4.0,0.6,670.0,210.0,0.005,3m,3.0,1.5,0.7,164.0,224,0.002,1m,3.5,3.5,1.5,132,0.4,10,COMPLETE
28,28,1.7641593783891207,2025-06-15 01:01:45.322393,2025-06-15 01:01:49.650948,0 days 00:00:04.328555,796.0,0.01,3m,3.0,3.0,1.8,202.0,150.0,0.002,4m,2.0,3.0,1.2000000000000002,712.0,466.0,0.002,3m,2.5,1.5,1.8,890.0,884.0,0.003,4m,1.0,2.5,1.3,1006.0,414.0,0.006,1m,2.0,4.0,1.2000000000000002,820.0,28.0,0.01,2m,2.5,3.5,0.5,36.0,872.0,0.004,3m,1.0,3.0,1.5,568.0,138.0,0.005,2m,1.5,4.0,0.5,686.0,246.0,0.006,3m,3.0,2.0,0.7,262.0,228,0.002,1m,3.5,3.5,1.5,126,0.4,10,COMPLETE
29,29,4.659346533823419,2025-06-15 01:01:49.753458,2025-06-15 01:01:54.067341,0 days 00:00:04.313883,820.0,0.01,3m,3.0,4.0,1.7000000000000002,552.0,276.0,0.004,4m,2.5,2.0,1.0,880.0,380.0,0.002,3m,3.0,1.0,1.5,1024.0,728.0,0.001,4m,1.5,2.0,1.2000000000000002,892.0,614.0,0.007,1m,2.0,3.5,1.0,696.0,20.0,0.01,2m,2.5,3.0,0.5,16.0,812.0,0.005,3m,1.5,3.0,1.4,874.0,76.0,0.004,2m,1.0,4.0,0.6,624.0,410.0,0.005,3m,2.0,1.5,0.7,206.0,356,0.002,1m,3.0,3.0,1.3,108,0.5,10,COMPLETE
30,30,0.41271997866112536,2025-06-15 01:01:54.153868,2025-06-15 01:01:57.652280,0 days 00:00:03.498412,848.0,0.008,3m,3.5,3.0,1.6,32.0,20.0,0.002,4m,2.0,2.5,1.3,636.0,530.0,0.001,2m,3.0,1.5,1.8,900.0,470.0,0.005,4m,2.0,1.5,1.4,896.0,,,,,,,,,,,,,,,790.0,0.004,2m,2.5,2.5,1.0,730.0,110.0,0.007,2m,1.5,4.0,0.9,812.0,202.0,0.005,3m,3.0,2.5,1.1,356.0,212,0.001,1m,3.5,4.0,1.4,172,0.5,8,COMPLETE
31,31,9.74897094137571,2025-06-15 01:01:57.722794,2025-06-15 01:02:02.141704,0 days 00:00:04.418910,854.0,0.01,3m,3.0,4.0,1.7000000000000002,562.0,286.0,0.004,4m,2.5,2.0,0.9,860.0,332.0,0.002,3m,3.0,1.0,1.5,954.0,724.0,0.001,4m,1.5,2.0,1.2000000000000002,896.0,642.0,0.007,1m,2.0,3.5,1.0,714.0,20.0,0.01,2m,2.5,3.0,0.5,50.0,804.0,0.005,3m,1.5,3.0,1.4,888.0,22.0,0.004,2m,1.0,4.0,0.6,628.0,448.0,0.005,3m,2.0,1.5,0.7,206.0,340,0.002,1m,3.0,3.0,1.2000000000000002,112,0.5,10,COMPLETE
32,32,-0.7238110190215609,2025-06-15 01:02:02.223220,2025-06-15 01:02:06.649208,0 days 00:00:04.425988,872.0,0.01,3m,2.5,4.0,1.9000000000000001,530.0,130.0,0.004,4m,2.5,2.0,0.7,824.0,278.0,0.002,3m,3.0,1.0,1.6,946.0,884.0,0.001,4m,1.5,2.5,1.2000000000000002,844.0,308.0,0.008,1m,2.5,3.0,1.0,672.0,60.0,0.01,2m,2.5,3.0,0.5,296.0,976.0,0.005,3m,1.5,3.5,1.4,896.0,18.0,0.003,3m,1.0,4.0,0.7,460.0,326.0,0.006,3m,2.0,1.5,0.7,132.0,366,0.002,1m,3.5,3.5,1.1,24,0.45,10,COMPLETE
33,33,5.94545489347778,2025-06-15 01:02:06.730734,2025-06-15 01:02:10.724210,0 days 00:00:03.993476,668.0,0.009000000000000001,3m,2.5,2.0,1.3,356.0,174.0,0.002,4m,2.0,3.0,1.4,928.0,310.0,0.004,3m,2.5,1.5,1.7000000000000002,818.0,930.0,0.003,4m,1.0,2.0,1.4,940.0,760.0,0.004,1m,1.5,3.5,1.4,652.0,,,,,,,,708.0,0.004,3m,2.0,3.0,1.8,998.0,112.0,0.005,2m,1.0,4.0,0.6,676.0,534.0,0.004,3m,2.5,2.0,0.7,272.0,300,0.003,1m,3.0,3.0,1.2000000000000002,110,0.4,9,COMPLETE
34,34,4.933617720701594,2025-06-15 01:02:10.805213,2025-06-15 01:02:14.591786,0 days 00:00:03.786573,664.0,0.009000000000000001,4m,3.5,3.0,2.0,262.0,298.0,0.003,4m,2.0,3.0,0.8,1018.0,276.0,0.004,3m,2.5,1.0,1.5,798.0,940.0,0.002,4m,1.0,2.0,1.4,966.0,784.0,0.003,1m,1.5,3.5,1.4,660.0,,,,,,,,706.0,0.002,3m,2.0,3.0,1.0,1004.0,266.0,0.004,2m,1.0,4.0,0.6,690.0,600.0,0.003,3m,2.5,2.0,0.6,296.0,312,0.002,1m,3.0,2.5,1.2000000000000002,96,0.4,9,COMPLETE
35,35,1.2226020916457028,2025-06-15 01:02:14.680025,2025-06-15 01:02:18.700396,0 days 00:00:04.020371,678.0,0.009000000000000001,2m,2.5,3.5,1.7000000000000002,646.0,96.0,0.002,4m,2.5,2.5,1.1,910.0,350.0,0.005,4m,2.0,1.5,1.7000000000000002,816.0,1022.0,0.003,4m,1.0,1.5,1.1,936.0,808.0,0.008,1m,2.0,3.5,1.2000000000000002,814.0,,,,,,,,882.0,0.005,3m,2.0,2.5,1.3,956.0,122.0,0.005,2m,1.0,4.0,0.6,752.0,512.0,0.007,3m,2.5,2.5,0.7,464.0,254,0.004,1m,3.0,3.0,1.1,134,0.5,9,COMPLETE
36,36,2.6345582975605715,2025-06-15 01:02:18.778916,2025-06-15 01:02:23.096513,0 days 00:00:04.317597,722.0,0.01,3m,2.5,2.0,1.4,434.0,380.0,0.005,4m,1.5,1.5,1.1,716.0,178.0,0.002,3m,2.5,1.0,1.4,664.0,808.0,0.001,4m,1.0,2.0,1.3,846.0,546.0,0.004,1m,3.0,3.0,1.5,554.0,256.0,0.008,1m,2.0,2.5,0.9,16.0,744.0,0.003,3m,1.0,3.0,1.8,814.0,148.0,0.002,3m,1.5,4.0,0.7,878.0,512.0,0.005,1m,1.5,2.0,0.8,96.0,478,0.001,1m,3.0,3.0,1.3,18,0.45,10,COMPLETE
37,37,1.5623976588374833,2025-06-15 01:02:23.153838,2025-06-15 01:02:27.227372,0 days 00:00:04.073534,558.0,0.008,3m,3.5,3.0,1.6,174.0,246.0,0.002,4m,2.0,3.0,1.7000000000000002,826.0,18.0,0.005,2m,3.0,1.5,1.2000000000000002,946.0,692.0,0.003,4m,1.5,1.0,1.2000000000000002,806.0,292.0,0.008,4m,1.5,3.0,0.9,798.0,236.0,0.008,2m,3.0,3.5,0.9,276.0,596.0,0.007,3m,2.0,2.0,1.5,928.0,84.0,0.005,4m,1.0,3.5,0.8,642.0,410.0,0.004,2m,2.5,1.5,0.5,196.0,324,0.003,1m,3.5,3.0,1.0,244,0.4,10,COMPLETE
38,38,0.08720762226215528,2025-06-15 01:02:27.315421,2025-06-15 01:02:31.169061,0 days 00:00:03.853640,880.0,0.009000000000000001,3m,3.0,3.5,1.8,294.0,144.0,0.004,4m,3.0,2.0,1.3,630.0,470.0,0.001,3m,2.0,1.0,1.0,836.0,946.0,0.002,4m,1.5,2.5,1.0,940.0,710.0,0.007,3m,3.0,3.5,1.3,562.0,,,,,,,,850.0,0.005,2m,2.5,3.0,1.6,824.0,20.0,0.004,2m,1.5,4.0,0.7,560.0,294.0,0.007,3m,2.0,2.5,0.6,326.0,520,0.001,1m,1.0,2.0,1.4,152,0.35000000000000003,9,COMPLETE
39,39,-2.048800593137888,2025-06-15 01:02:31.242571,2025-06-15 01:02:34.910554,0 days 00:00:03.667983,726.0,0.01,3m,3.0,1.5,1.4,630.0,96.0,0.003,4m,2.5,2.5,1.4,904.0,120.0,0.004,4m,3.0,1.5,1.9000000000000001,930.0,592.0,0.004,4m,1.0,2.0,1.5,1012.0,486.0,0.004,2m,1.5,4.0,1.7000000000000002,1022.0,,,,,,,,942.0,0.002,1m,1.5,2.5,1.1,618.0,262.0,0.007,4m,1.0,4.0,0.5,736.0,588.0,0.006,3m,3.0,1.5,0.8,572.0,374,0.002,3m,2.5,3.5,1.2000000000000002,62,0.45,9,COMPLETE
40,40,-2.731756704837642,2025-06-15 01:02:35.002066,2025-06-15 01:02:39.261407,0 days 00:00:04.259341,404.0,0.009000000000000001,2m,3.5,2.5,2.0,842.0,498.0,0.003,4m,1.0,1.5,1.5,742.0,426.0,0.002,3m,2.5,1.5,1.7000000000000002,622.0,962.0,0.005,2m,1.5,2.0,1.1,902.0,292.0,0.007,1m,2.5,3.0,0.8,742.0,192.0,0.003,2m,2.0,2.5,0.7,628.0,770.0,0.006,3m,1.0,3.5,1.3,1024.0,162.0,0.006,2m,1.5,3.0,0.9,552.0,134.0,0.002,3m,1.5,2.0,1.1,68.0,254,0.005,1m,3.0,2.5,0.9,234,0.5,10,COMPLETE
41,41,4.858524298583156,2025-06-15 01:02:39.348526,2025-06-15 01:02:43.273383,0 days 00:00:03.924857,630.0,0.009000000000000001,4m,3.5,3.0,2.0,270.0,310.0,0.003,4m,2.0,3.0,0.8,984.0,232.0,0.003,3m,2.5,1.0,1.5,802.0,928.0,0.002,4m,1.0,2.0,1.4,960.0,840.0,0.003,1m,1.5,3.5,1.4,652.0,,,,,,,,696.0,0.002,3m,2.0,3.0,1.0,964.0,246.0,0.004,2m,1.0,4.0,0.6,676.0,590.0,0.003,3m,2.5,2.0,0.6,278.0,314,0.002,1m,3.0,2.5,1.2000000000000002,84,0.4,9,COMPLETE
42,42,4.942907735334263,2025-06-15 01:02:43.346413,2025-06-15 01:02:46.894218,0 days 00:00:03.547805,732.0,0.01,4m,4.0,3.0,1.8,204.0,378.0,0.002,4m,2.0,3.0,0.5,1024.0,294.0,0.004,3m,2.5,1.0,1.6,840.0,826.0,0.001,4m,1.0,1.5,1.4,812.0,,,,,,,,,,,,,,,688.0,0.002,3m,2.0,3.0,0.8,978.0,88.0,0.003,2m,1.0,4.0,0.6,650.0,800.0,0.003,3m,2.5,2.0,0.6,438.0,408,0.002,1m,3.0,2.5,1.0,110,0.4,8,COMPLETE
