,number,value,datetime_start,datetime_complete,duration,params_ABNB_EBAY_beta_win,params_ABNB_EBAY_stop_loss,params_ABNB_EBAY_trade_freq,params_ABNB_EBAY_z_entry,params_ABNB_EBAY_z_exit,params_ABNB_EBAY_z_stop_scaler,params_ABNB_EBAY_z_win,params_ALGN_DDOG_beta_win,params_ALGN_DDOG_stop_loss,params_ALGN_DDOG_trade_freq,params_ALGN_DDOG_z_entry,params_ALGN_DDOG_z_exit,params_ALGN_DDOG_z_stop_scaler,params_ALGN_DDOG_z_win,params_AMZN_GOOGL_beta_win,params_AMZN_GOOGL_stop_loss,params_AMZN_GOOGL_trade_freq,params_AMZN_GOOGL_z_entry,params_AMZN_GOOGL_z_exit,params_AMZN_GOOGL_z_stop_scaler,params_AMZN_GOOGL_z_win,params_AMZN_GOOG_beta_win,params_AMZN_GOOG_stop_loss,params_AMZN_GOOG_trade_freq,params_AMZN_GOOG_z_entry,params_AMZN_GOOG_z_exit,params_AMZN_GOOG_z_stop_scaler,params_AMZN_GOOG_z_win,params_AMZN_MSFT_beta_win,params_AMZN_MSFT_stop_loss,params_AMZN_MSFT_trade_freq,params_AMZN_MSFT_z_entry,params_AMZN_MSFT_z_exit,params_AMZN_MSFT_z_stop_scaler,params_AMZN_MSFT_z_win,params_AMZN_PYPL_beta_win,params_AMZN_PYPL_stop_loss,params_AMZN_PYPL_trade_freq,params_AMZN_PYPL_z_entry,params_AMZN_PYPL_z_exit,params_AMZN_PYPL_z_stop_scaler,params_AMZN_PYPL_z_win,params_AMZN_VRSN_beta_win,params_AMZN_VRSN_stop_loss,params_AMZN_VRSN_trade_freq,params_AMZN_VRSN_z_entry,params_AMZN_VRSN_z_exit,params_AMZN_VRSN_z_stop_scaler,params_AMZN_VRSN_z_win,params_CSCO_WDAY_beta_win,params_CSCO_WDAY_stop_loss,params_CSCO_WDAY_trade_freq,params_CSCO_WDAY_z_entry,params_CSCO_WDAY_z_exit,params_CSCO_WDAY_z_stop_scaler,params_CSCO_WDAY_z_win,params_MELI_MSFT_beta_win,params_MELI_MSFT_stop_loss,params_MELI_MSFT_trade_freq,params_MELI_MSFT_z_entry,params_MELI_MSFT_z_exit,params_MELI_MSFT_z_stop_scaler,params_MELI_MSFT_z_win,params_WBA_MNST_beta_win,params_WBA_MNST_stop_loss,params_WBA_MNST_trade_freq,params_WBA_MNST_z_entry,params_WBA_MNST_z_exit,params_WBA_MNST_z_stop_scaler,params_WBA_MNST_z_win,params_buffer_capital,params_pairs_to_trade,state
110,110,0.7246131706917122,2025-06-15 01:04:46.407241,2025-06-15 01:04:49.624463,0 days 00:00:03.217222,426.0,0.001,3m,2.0,3.5,2.0,144.0,406.0,0.001,2m,1.0,2.0,1.3,20.0,702.0,0.002,1m,3.0,1.0,0.6,574.0,932.0,0.002,3m,3.5,3.0,0.5,680.0,606.0,0.009000000000000001,3m,2.0,2.5,0.6,80.0,414,0.007,1m,3.0,1.5,0.5,864,838.0,0.01,2m,2.0,1.0,1.8,906.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
111,111,6.590381000069586,2025-06-15 01:04:49.707982,2025-06-15 01:04:54.276960,0 days 00:00:04.568978,960.0,0.005,3m,1.5,3.5,0.6,276.0,502.0,0.006,4m,1.0,4.0,1.2000000000000002,100.0,704.0,0.005,1m,1.5,3.5,1.8,480.0,560.0,0.002,3m,3.0,1.5,0.8,512.0,682.0,0.008,3m,2.5,3.0,0.5,34.0,450,0.003,4m,3.5,1.5,0.8,956,786.0,0.002,2m,2.5,4.0,2.0,598.0,308.0,0.004,3m,2.5,1.5,1.8,244.0,,,,,,,,430.0,0.003,1m,1.0,1.0,0.8,214.0,0.05,9,COMPLETE
112,112,2.835886638000939,2025-06-15 01:04:54.347965,2025-06-15 01:04:58.575504,0 days 00:00:04.227539,938.0,0.006,3m,1.5,3.5,0.7,280.0,484.0,0.003,4m,1.0,4.0,1.2000000000000002,266.0,644.0,0.005,1m,1.0,3.5,1.7000000000000002,466.0,406.0,0.002,3m,3.0,1.0,0.8,542.0,680.0,0.008,3m,2.5,3.0,0.6,48.0,666,0.002,4m,4.0,1.5,0.9,974,748.0,0.002,2m,2.5,4.0,2.0,584.0,272.0,0.004,3m,2.5,1.5,0.6,270.0,,,,,,,,356.0,0.003,2m,1.0,1.0,1.6,1022.0,0.05,9,COMPLETE
113,113,1.5046326367865854,2025-06-15 01:04:58.661520,2025-06-15 01:05:03.586864,0 days 00:00:04.925344,536.0,0.004,3m,1.5,3.5,0.6,208.0,500.0,0.004,4m,1.0,3.5,1.4,110.0,800.0,0.002,1m,1.5,3.5,1.8,472.0,480.0,0.002,3m,3.0,1.5,0.9,608.0,644.0,0.008,3m,2.5,3.0,0.5,122.0,454,0.001,4m,3.5,1.5,1.0,356,782.0,0.001,2m,2.5,4.0,1.9000000000000001,482.0,212.0,0.004,3m,3.5,1.5,1.6,334.0,736.0,0.006,2m,3.5,2.5,1.1,716.0,412.0,0.003,1m,1.0,3.0,0.8,204.0,0.05,10,COMPLETE
114,114,-2.6074970124944126,2025-06-15 01:05:03.692397,2025-06-15 01:05:08.003178,0 days 00:00:04.310781,168.0,0.001,3m,1.0,3.5,0.7,178.0,530.0,0.006,4m,1.0,4.0,1.3,100.0,698.0,0.007,1m,1.0,3.5,1.8,516.0,554.0,0.001,3m,3.0,1.5,1.6,720.0,626.0,0.009000000000000001,3m,3.0,3.0,0.7,34.0,436,0.004,4m,2.5,1.5,0.8,996,802.0,0.003,2m,2.5,3.5,1.9000000000000001,622.0,300.0,0.009000000000000001,3m,3.5,1.5,2.0,594.0,,,,,,,,236.0,0.004,1m,1.0,1.0,0.6,240.0,0.1,9,COMPLETE
115,115,6.46884749175859,2025-06-15 01:05:08.096690,2025-06-15 01:05:12.078370,0 days 00:00:03.981680,948.0,0.005,3m,2.5,3.5,0.5,272.0,972.0,0.006,4m,1.0,4.0,1.3,158.0,1024.0,0.005,1m,1.0,3.5,1.8,408.0,108.0,0.003,1m,3.5,1.5,0.7,514.0,588.0,0.006,4m,2.5,1.0,0.6,20.0,342,0.003,4m,3.5,1.5,0.8,962,856.0,0.002,2m,2.5,4.0,2.0,566.0,1020.0,0.001,1m,2.5,2.0,1.3,120.0,,,,,,,,,,,,,,,0.05,8,COMPLETE
116,116,6.423139319499282,2025-06-15 01:05:12.156374,2025-06-15 01:05:16.152404,0 days 00:00:03.996030,888.0,0.005,3m,3.5,3.5,0.5,290.0,976.0,0.006,4m,1.0,4.0,1.2000000000000002,154.0,964.0,0.005,1m,1.0,3.5,1.8,414.0,104.0,0.003,1m,4.0,1.5,0.6,504.0,586.0,0.007,4m,2.5,1.0,0.5,78.0,344,0.002,4m,3.5,1.5,0.7,966,880.0,0.002,2m,2.5,4.0,2.0,512.0,1016.0,0.003,3m,2.5,2.0,1.3,402.0,,,,,,,,,,,,,,,0.05,8,COMPLETE
117,117,5.120328267813923,2025-06-15 01:05:16.256920,2025-06-15 01:05:20.247829,0 days 00:00:03.990909,892.0,0.005,1m,3.0,3.5,0.5,280.0,980.0,0.006,4m,1.0,4.0,1.1,158.0,1018.0,0.005,1m,1.0,3.5,1.8,412.0,128.0,0.003,1m,4.0,1.5,0.8,508.0,586.0,0.007,4m,2.5,1.0,0.5,58.0,346,0.002,4m,3.5,1.0,0.6,960,870.0,0.002,2m,2.5,4.0,2.0,502.0,1000.0,0.004,1m,2.5,2.0,1.3,244.0,,,,,,,,,,,,,,,0.05,8,COMPLETE
118,118,1.3579037458626786,2025-06-15 01:05:20.336349,2025-06-15 01:05:24.324588,0 days 00:00:03.988239,922.0,0.005,4m,1.5,3.5,0.5,300.0,1010.0,0.006,1m,1.0,4.0,1.2000000000000002,164.0,992.0,0.005,1m,1.0,3.5,1.9000000000000001,44.0,90.0,0.003,1m,4.0,1.5,0.7,454.0,708.0,0.006,4m,2.5,1.0,0.5,94.0,280,0.002,3m,3.5,1.5,0.7,932,840.0,0.002,2m,2.5,4.0,2.0,572.0,984.0,0.003,1m,2.5,2.0,1.4,168.0,,,,,,,,,,,,,,,0.05,8,COMPLETE
119,119,6.309041225392798,2025-06-15 01:05:24.435613,2025-06-15 01:05:28.375749,0 days 00:00:03.940136,956.0,0.005,2m,2.5,3.0,0.5,236.0,960.0,0.007,4m,1.0,3.5,1.0,222.0,1004.0,0.006,1m,1.0,3.5,1.8,446.0,184.0,0.003,1m,3.5,1.0,0.7,394.0,622.0,0.007,4m,2.5,1.0,0.6,86.0,400,0.001,4m,3.5,1.5,0.7,984,882.0,0.003,2m,2.5,4.0,2.0,544.0,1014.0,0.003,3m,2.5,2.0,1.2000000000000002,284.0,,,,,,,,,,,,,,,0.05,8,COMPLETE
120,120,7.035922878356006,2025-06-15 01:05:28.470750,2025-06-15 01:05:31.930045,0 days 00:00:03.459295,896.0,0.004,3m,3.5,4.0,0.6,102.0,944.0,0.005,4m,1.0,4.0,1.2000000000000002,116.0,960.0,0.004,1m,1.0,3.5,1.8,354.0,78.0,0.002,1m,3.5,1.5,0.9,490.0,660.0,0.006,4m,2.5,1.0,0.5,20.0,320,0.003,4m,3.5,1.5,1.3,958,910.0,0.002,2m,2.5,4.0,1.9000000000000001,638.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
121,121,7.894940323071038,2025-06-15 01:05:32.015570,2025-06-15 01:05:34.811498,0 days 00:00:02.795928,896.0,0.005,3m,3.5,4.0,0.5,98.0,948.0,0.005,4m,1.0,4.0,1.2000000000000002,170.0,,,,,,,,68.0,0.002,1m,3.5,1.5,0.9,522.0,654.0,0.006,4m,2.5,1.0,0.5,16.0,330,0.003,4m,3.5,1.5,1.3,952,908.0,0.002,2m,2.5,4.0,2.0,660.0,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
122,122,5.5738208854727755,2025-06-15 01:05:34.891522,2025-06-15 01:05:37.878675,0 days 00:00:02.987153,842.0,0.005,3m,3.5,4.0,0.6,60.0,942.0,0.005,4m,1.0,4.0,1.1,118.0,,,,,,,,64.0,0.002,1m,3.5,1.5,0.9,492.0,654.0,0.006,4m,2.5,1.0,0.5,16.0,310,0.003,4m,3.5,1.5,1.3,956,944.0,0.002,2m,2.5,4.0,2.0,678.0,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
123,123,4.628646290055291,2025-06-15 01:05:37.975188,2025-06-15 01:05:40.914126,0 days 00:00:02.938938,876.0,0.004,3m,3.5,4.0,0.5,94.0,1008.0,0.005,4m,1.0,4.0,1.2000000000000002,168.0,,,,,,,,76.0,0.002,1m,3.5,1.5,0.8,526.0,600.0,0.006,4m,2.5,1.0,0.5,48.0,222,0.003,4m,3.5,1.5,1.3,992,916.0,0.002,2m,2.5,4.0,2.0,648.0,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
124,124,5.578285787838917,2025-06-15 01:05:40.985634,2025-06-15 01:05:44.446418,0 days 00:00:03.460784,898.0,0.005,3m,4.0,4.0,0.6,114.0,974.0,0.006,4m,1.0,4.0,1.1,90.0,956.0,0.004,1m,1.0,3.5,1.7000000000000002,536.0,114.0,0.003,1m,3.5,1.5,1.0,514.0,676.0,0.007,4m,2.5,1.0,0.5,28.0,328,0.002,4m,3.5,1.5,1.4,916,972.0,0.002,2m,2.5,4.0,2.0,594.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
125,125,6.982679012216169,2025-06-15 01:05:44.529932,2025-06-15 01:05:46.869882,0 days 00:00:02.339950,,,,,,,,940.0,0.005,4m,1.0,4.0,1.2000000000000002,188.0,,,,,,,,142.0,0.002,1m,4.0,1.5,0.6,548.0,704.0,0.006,4m,2.5,1.0,0.6,64.0,286,0.003,4m,4.0,1.5,1.4,974,902.0,0.003,2m,2.5,4.0,1.9000000000000001,616.0,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
126,126,-0.23107721158683855,2025-06-15 01:05:46.956899,2025-06-15 01:05:49.656458,0 days 00:00:02.699559,,,,,,,,864.0,0.005,4m,1.0,4.0,1.1,176.0,,,,,,,,30.0,0.002,1m,3.5,1.5,0.8,546.0,706.0,0.006,4m,2.0,1.5,0.6,58.0,246,0.003,4m,4.0,1.5,1.4,954,990.0,0.003,2m,2.5,4.0,1.9000000000000001,632.0,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
127,127,4.392977024052513,2025-06-15 01:05:49.722976,2025-06-15 01:05:52.174279,0 days 00:00:02.451303,,,,,,,,910.0,0.005,4m,1.0,4.0,1.0,124.0,,,,,,,,48.0,0.002,1m,4.0,1.5,0.7,446.0,656.0,0.006,4m,2.5,1.0,0.6,106.0,254,0.003,4m,4.0,1.5,1.5,930,912.0,0.003,2m,2.5,4.0,1.9000000000000001,716.0,,,,,,,,,,,,,,,,,,,,,,0.3,5,COMPLETE
128,128,4.137983484528569,2025-06-15 01:05:52.259786,2025-06-15 01:05:54.209257,0 days 00:00:01.949471,,,,,,,,938.0,0.005,4m,1.0,4.0,0.6,242.0,,,,,,,,,,,,,,,778.0,0.006,4m,2.5,1.0,0.6,22.0,370,0.003,4m,4.0,2.0,1.5,998,450.0,0.003,2m,2.5,4.0,0.5,610.0,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
129,129,-1.1819382895452295,2025-06-15 01:05:54.272263,2025-06-15 01:05:56.960860,0 days 00:00:02.688597,,,,,,,,910.0,0.004,3m,1.0,3.5,1.2000000000000002,216.0,,,,,,,,152.0,0.002,1m,3.5,1.5,0.5,590.0,690.0,0.006,4m,2.5,1.5,0.7,48.0,300,0.003,4m,4.0,1.5,1.2000000000000002,974,892.0,0.004,2m,2.5,4.0,1.9000000000000001,658.0,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
130,130,0.7705095824356671,2025-06-15 01:05:57.039371,2025-06-15 01:06:00.012989,0 days 00:00:02.973618,826.0,0.004,3m,3.0,4.0,0.7,140.0,1024.0,0.005,1m,3.5,2.5,1.2000000000000002,58.0,,,,,,,,78.0,0.002,1m,4.0,1.0,0.9,552.0,624.0,0.008,4m,3.0,1.0,0.6,112.0,142,0.003,3m,3.5,1.0,1.3,1024,810.0,0.002,2m,2.5,4.0,1.8,558.0,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
131,131,5.85340749215105,2025-06-15 01:06:00.094504,2025-06-15 01:06:02.401707,0 days 00:00:02.307203,,,,,,,,988.0,0.007,4m,1.0,4.0,1.2000000000000002,144.0,,,,,,,,118.0,0.003,1m,4.0,1.5,0.6,486.0,576.0,0.007,4m,2.5,1.0,0.5,82.0,334,0.002,4m,3.5,1.5,1.4,942,896.0,0.002,2m,2.5,4.0,2.0,506.0,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
132,132,6.666128038317567,2025-06-15 01:06:02.488218,2025-06-15 01:06:05.958035,0 days 00:00:03.469817,488.0,0.005,3m,3.5,4.0,0.5,68.0,960.0,0.006,4m,1.0,4.0,1.3,154.0,966.0,0.005,1m,1.0,3.0,1.8,484.0,104.0,0.003,1m,4.0,1.5,0.6,424.0,552.0,0.008,4m,2.5,1.0,0.5,18.0,286,0.002,4m,3.5,1.5,1.2000000000000002,972,864.0,0.002,2m,2.5,4.0,2.0,604.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
133,133,6.220309036288861,2025-06-15 01:06:06.040548,2025-06-15 01:06:09.433326,0 days 00:00:03.392778,354.0,0.006,3m,2.0,4.0,0.6,70.0,952.0,0.006,4m,1.0,4.0,1.3,182.0,998.0,0.005,1m,1.0,3.0,1.9000000000000001,484.0,140.0,0.002,1m,4.0,1.5,0.6,416.0,538.0,0.008,4m,2.5,1.0,0.5,34.0,278,0.002,4m,3.5,1.5,1.2000000000000002,908,832.0,0.002,2m,2.5,4.0,1.9000000000000001,590.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
134,134,2.7360715277420415,2025-06-15 01:06:09.514835,2025-06-15 01:06:12.369840,0 days 00:00:02.855005,478.0,0.005,3m,3.5,4.0,0.5,28.0,932.0,0.005,4m,3.0,4.0,0.7,18.0,,,,,,,,170.0,0.002,1m,3.5,1.5,0.8,530.0,718.0,0.008,4m,2.5,1.0,0.6,64.0,356,0.003,4m,3.5,1.5,1.3,1006,860.0,0.002,2m,2.5,4.0,2.0,618.0,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
135,135,4.451637900588375,2025-06-15 01:06:12.434860,2025-06-15 01:06:15.788039,0 days 00:00:03.353179,390.0,0.004,3m,2.5,4.0,0.6,112.0,962.0,0.006,4m,1.0,4.0,1.4,192.0,398.0,0.004,1m,1.0,3.0,2.0,578.0,856.0,0.004,1m,3.5,1.5,1.8,376.0,560.0,0.008,4m,2.5,1.5,0.5,16.0,408,0.004,4m,4.0,1.5,1.3,938,488.0,0.003,2m,3.0,4.0,1.9000000000000001,680.0,,,,,,,,,,,,,,,,,,,,,,0.1,7,COMPLETE
136,136,6.070473943336234,2025-06-15 01:06:15.871043,2025-06-15 01:06:19.198369,0 days 00:00:03.327326,922.0,0.006,3m,4.0,4.0,0.7,178.0,998.0,0.005,4m,1.0,4.0,1.3,106.0,1022.0,0.004,1m,1.0,3.0,1.9000000000000001,442.0,654.0,0.003,1m,4.0,2.0,0.7,456.0,512.0,0.01,4m,2.5,1.0,0.7,238.0,290,0.003,2m,3.5,1.5,1.1,186,148.0,0.002,2m,2.5,4.0,2.0,638.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
137,137,4.537968901040755,2025-06-15 01:06:19.280428,2025-06-15 01:06:22.110473,0 days 00:00:02.830045,480.0,0.005,3m,3.5,4.0,0.5,714.0,880.0,0.006,4m,1.5,4.0,1.5,56.0,,,,,,,,88.0,0.002,1m,3.0,1.5,0.7,430.0,652.0,0.006,4m,2.0,1.0,0.6,136.0,320,0.002,4m,3.5,1.5,1.4,978,822.0,0.003,2m,2.5,1.5,1.9000000000000001,544.0,,,,,,,,,,,,,,,,,,,,,,0.5,6,COMPLETE
138,138,7.051107356225908,2025-06-15 01:06:22.193989,2025-06-15 01:06:25.562600,0 days 00:00:03.368611,952.0,0.004,3m,3.5,3.5,1.0,130.0,948.0,0.004,4m,1.0,4.0,1.4,126.0,896.0,0.005,1m,1.0,3.0,1.7000000000000002,554.0,52.0,0.003,1m,4.0,1.5,0.5,580.0,752.0,0.005,1m,3.0,1.0,0.5,44.0,378,0.004,1m,3.5,1.5,1.3,538,936.0,0.002,2m,2.5,4.0,2.0,602.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
139,139,-0.6649179268205833,2025-06-15 01:06:25.651116,2025-06-15 01:06:29.037895,0 days 00:00:03.386779,298.0,0.003,2m,3.5,2.5,0.9,16.0,900.0,0.004,2m,1.0,2.5,1.4,122.0,910.0,0.006,2m,1.0,3.0,1.7000000000000002,558.0,28.0,0.007,2m,4.0,1.0,1.2000000000000002,588.0,744.0,0.005,1m,3.0,1.5,0.5,64.0,464,0.004,1m,4.0,1.5,1.3,398,956.0,0.002,1m,2.5,4.0,1.9000000000000001,602.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
140,140,6.3147776525080515,2025-06-15 01:06:29.121406,2025-06-15 01:06:32.461125,0 days 00:00:03.339719,602.0,0.004,3m,3.5,3.5,1.2000000000000002,126.0,944.0,0.004,4m,2.0,4.0,1.5,84.0,542.0,0.005,1m,1.0,3.0,1.6,522.0,16.0,0.002,1m,4.0,1.5,0.5,572.0,764.0,0.009000000000000001,1m,3.0,1.0,0.5,190.0,230,0.004,1m,2.5,2.0,1.2000000000000002,530,924.0,0.002,2m,3.0,4.0,0.6,706.0,,,,,,,,,,,,,,,,,,,,,,0.1,7,COMPLETE
141,141,-3.10696573953126,2025-06-15 01:06:32.545640,2025-06-15 01:06:36.072623,0 days 00:00:03.526983,948.0,0.005,3m,4.0,3.5,1.4,84.0,968.0,0.005,4m,1.0,4.0,1.3,156.0,488.0,0.005,1m,1.0,3.0,1.7000000000000002,348.0,102.0,0.003,1m,4.0,1.5,0.5,468.0,666.0,0.005,2m,3.0,1.0,1.1,40.0,386,0.003,4m,3.5,1.5,1.4,578,858.0,0.002,2m,2.5,4.0,2.0,572.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
142,142,4.965424602626323,2025-06-15 01:06:36.147140,2025-06-15 01:06:39.404155,0 days 00:00:03.257015,960.0,0.004,3m,3.5,3.5,0.6,148.0,922.0,0.006,4m,1.0,4.0,1.4,200.0,970.0,0.004,1m,1.0,3.0,1.8,498.0,58.0,0.003,1m,3.5,1.5,0.6,554.0,698.0,0.006,1m,2.5,1.0,0.6,18.0,432,0.004,1m,3.5,1.5,1.3,432,900.0,0.002,2m,2.5,4.0,2.0,740.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
143,143,-2.5508991090515054,2025-06-15 01:06:39.476161,2025-06-15 01:06:40.447350,0 days 00:00:00.971189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378,0.004,1m,3.5,1.5,1.5,920,938.0,0.002,2m,2.5,4.0,2.0,428.0,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
144,144,4.5449785987729925,2025-06-15 01:06:40.543872,2025-06-15 01:06:43.272281,0 days 00:00:02.728409,972.0,0.006,3m,3.0,3.0,0.5,820.0,992.0,0.005,4m,1.0,4.0,0.5,138.0,,,,,,,,44.0,0.002,1m,3.5,1.5,0.5,518.0,464.0,0.006,1m,3.0,1.0,0.6,80.0,270,0.003,1m,1.5,1.5,1.2000000000000002,266,1010.0,0.002,2m,2.5,2.0,1.9000000000000001,524.0,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
145,145,4.921861728683612,2025-06-15 01:06:43.331797,2025-06-15 01:06:45.814903,0 days 00:00:02.483106,,,,,,,,942.0,0.004,4m,1.0,4.0,1.3,104.0,,,,,,,,748.0,0.003,1m,4.0,1.5,0.6,484.0,436.0,0.005,4m,2.5,1.0,0.5,40.0,350,0.002,4m,3.5,1.5,1.4,468,538.0,0.003,2m,2.5,1.5,2.0,582.0,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,5,COMPLETE
146,146,5.066882620239251,2025-06-15 01:06:45.894943,2025-06-15 01:06:49.112524,0 days 00:00:03.217581,544.0,0.005,3m,4.0,3.5,0.7,100.0,914.0,0.006,4m,1.0,4.0,1.3,64.0,988.0,0.005,1m,1.0,3.5,1.8,400.0,804.0,0.004,3m,4.0,1.5,1.3,400.0,840.0,0.009000000000000001,1m,3.0,1.0,0.5,64.0,332,0.003,4m,3.5,1.5,1.3,894,794.0,0.001,2m,2.5,4.0,1.9000000000000001,676.0,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
147,147,0.44863490087530666,2025-06-15 01:06:49.222034,2025-06-15 01:06:53.479936,0 days 00:00:04.257902,450.0,0.003,3m,3.0,4.0,1.0,198.0,1024.0,0.005,4m,1.0,4.0,1.4,246.0,946.0,0.005,1m,1.0,3.0,1.8,366.0,82.0,0.002,1m,3.5,1.5,1.5,306.0,638.0,0.008,4m,2.5,1.5,0.6,146.0,402,0.004,4m,2.0,1.5,0.6,954,790.0,0.002,2m,2.5,4.0,2.0,470.0,56.0,0.004,1m,2.0,1.0,1.5,630.0,,,,,,,,836.0,0.009000000000000001,4m,3.5,4.0,1.4,734.0,0.1,9,COMPLETE
148,148,2.4181943382885143,2025-06-15 01:06:53.576464,2025-06-15 01:06:56.475286,0 days 00:00:02.898822,912.0,0.004,3m,3.5,3.5,0.6,624.0,962.0,0.007,4m,1.0,3.0,1.2000000000000002,294.0,,,,,,,,132.0,0.003,2m,2.5,2.0,1.4,536.0,612.0,0.007,2m,4.0,1.5,0.7,114.0,444,0.003,3m,3.5,1.5,0.6,978,976.0,0.003,2m,2.0,1.0,1.8,638.0,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
149,149,-0.07189051090210376,2025-06-15 01:06:56.563796,2025-06-15 01:07:00.415618,0 days 00:00:03.851822,1006.0,0.006,3m,3.5,3.5,0.5,58.0,892.0,0.006,1m,1.5,3.5,0.8,180.0,896.0,0.006,1m,1.0,3.5,1.0,480.0,494.0,0.002,3m,3.0,1.5,0.6,616.0,678.0,0.006,4m,3.0,1.0,0.5,52.0,710,0.005,4m,2.5,1.5,1.2000000000000002,928,846.0,0.002,2m,2.5,4.0,1.9000000000000001,560.0,636.0,0.01,1m,2.0,2.0,0.9,700.0,,,,,,,,,,,,,,,0.5,8,COMPLETE
