,number,value,datetime_start,datetime_complete,duration,params_AEP_AMGN_beta_win,params_AEP_AMGN_stop_loss,params_AEP_AMGN_trade_freq,params_AEP_AMGN_z_entry,params_AEP_AMGN_z_exit,params_AEP_AMGN_z_stop_scaler,params_AEP_AMGN_z_win,params_AMD_NTES_beta_win,params_AMD_NTES_stop_loss,params_AMD_NTES_trade_freq,params_AMD_NTES_z_entry,params_AMD_NTES_z_exit,params_AMD_NTES_z_stop_scaler,params_AMD_NTES_z_win,params_AMGN_JD_beta_win,params_AMGN_JD_stop_loss,params_AMGN_JD_trade_freq,params_AMGN_JD_z_entry,params_AMGN_JD_z_exit,params_AMGN_JD_z_stop_scaler,params_AMGN_JD_z_win,params_AMZN_TXN_beta_win,params_AMZN_TXN_stop_loss,params_AMZN_TXN_trade_freq,params_AMZN_TXN_z_entry,params_AMZN_TXN_z_exit,params_AMZN_TXN_z_stop_scaler,params_AMZN_TXN_z_win,params_ATVI_MCHP_beta_win,params_ATVI_MCHP_stop_loss,params_ATVI_MCHP_trade_freq,params_ATVI_MCHP_z_entry,params_ATVI_MCHP_z_exit,params_ATVI_MCHP_z_stop_scaler,params_ATVI_MCHP_z_win,params_CDNS_GOOGL_beta_win,params_CDNS_GOOGL_stop_loss,params_CDNS_GOOGL_trade_freq,params_CDNS_GOOGL_z_entry,params_CDNS_GOOGL_z_exit,params_CDNS_GOOGL_z_stop_scaler,params_CDNS_GOOGL_z_win,params_DDOG_GOOGL_beta_win,params_DDOG_GOOGL_stop_loss,params_DDOG_GOOGL_trade_freq,params_DDOG_GOOGL_z_entry,params_DDOG_GOOGL_z_exit,params_DDOG_GOOGL_z_stop_scaler,params_DDOG_GOOGL_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MDLZ_TXN_beta_win,params_MDLZ_TXN_stop_loss,params_MDLZ_TXN_trade_freq,params_MDLZ_TXN_z_entry,params_MDLZ_TXN_z_exit,params_MDLZ_TXN_z_stop_scaler,params_MDLZ_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
0,0,3.2569345004463495,2025-06-15 00:37:05.824335,2025-06-15 00:37:07.338260,0 days 00:00:01.513925,1000.0,0.002,1m,2.5,2.0,0.6,468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342,0.009000000000000001,3m,3.5,2.0,1.3,502,,,,,,,,876.0,0.003,3m,1.0,3.0,1.3,394.0,0.5,3,COMPLETE
1,1,-1.278031182261758,2025-06-15 00:37:07.447776,2025-06-15 00:37:09.009629,0 days 00:00:01.561853,984.0,0.006,3m,2.5,3.0,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,0.009000000000000001,2m,4.0,1.5,1.9000000000000001,320,,,,,,,,210.0,0.009000000000000001,1m,3.0,3.0,1.9000000000000001,948.0,0.3,3,COMPLETE
2,2,8.182116648824401,2025-06-15 00:37:09.085141,2025-06-15 00:37:13.182556,0 days 00:00:04.097415,572.0,0.008,4m,1.5,3.5,2.0,386.0,110.0,0.003,4m,1.0,4.0,1.6,146.0,670.0,0.006,4m,2.0,2.5,0.8,548.0,76.0,0.001,3m,2.5,2.5,0.6,388.0,920.0,0.003,3m,2.5,1.0,1.3,360.0,,,,,,,,652.0,0.001,4m,3.0,1.5,0.5,828.0,270,0.008,4m,1.0,1.5,0.5,50,34.0,0.005,2m,3.0,3.5,0.8,230.0,978.0,0.007,3m,1.5,4.0,0.7,698.0,0.2,9,COMPLETE
3,3,4.492425995426353,2025-06-15 00:37:13.304080,2025-06-15 00:37:15.718111,0 days 00:00:02.414031,352.0,0.007,2m,1.0,3.5,1.3,856.0,434.0,0.006,3m,2.5,3.5,0.7,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544,0.009000000000000001,1m,1.5,3.5,1.3,326,960.0,0.01,4m,2.5,1.5,1.3,260.0,844.0,0.01,4m,3.5,4.0,1.9000000000000001,582.0,0.05,5,COMPLETE
4,4,-1.0949152841627907,2025-06-15 00:37:15.789627,2025-06-15 00:37:18.111753,0 days 00:00:02.322126,754.0,0.009000000000000001,1m,2.5,3.0,1.1,992.0,886.0,0.003,3m,3.5,2.5,1.1,452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,702,956.0,0.01,1m,1.5,1.5,1.9000000000000001,592.0,56.0,0.007,4m,3.5,3.0,1.7000000000000002,226.0,0.2,5,COMPLETE
5,5,1.9327825872494588,2025-06-15 00:37:18.195262,2025-06-15 00:37:21.780218,0 days 00:00:03.584956,804.0,0.008,1m,2.5,3.5,0.6,550.0,32.0,0.006,1m,3.0,3.5,1.5,220.0,304.0,0.007,4m,1.5,1.0,1.8,648.0,,,,,,,,974.0,0.008,4m,3.0,4.0,1.8,922.0,,,,,,,,370.0,0.007,1m,2.0,1.0,1.4,490.0,430,0.001,4m,2.5,4.0,0.8,278,604.0,0.006,1m,4.0,2.0,1.9000000000000001,106.0,218.0,0.004,2m,1.5,3.0,1.6,72.0,0.15000000000000002,8,COMPLETE
6,6,-7.120356538050795,2025-06-15 00:37:21.858731,2025-06-15 00:37:23.862747,0 days 00:00:02.004016,56.0,0.009000000000000001,3m,2.5,1.5,1.1,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.008,1m,4.0,1.0,0.6,718,254.0,0.009000000000000001,2m,2.0,3.5,1.6,890.0,588.0,0.007,2m,2.5,2.5,0.8,598.0,0.45,4,COMPLETE
7,7,1.8058358270708599,2025-06-15 00:37:23.929747,2025-06-15 00:37:25.319313,0 days 00:00:01.389566,948.0,0.008,2m,4.0,3.0,1.6,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,952,0.004,3m,2.0,2.5,0.8,652,,,,,,,,832.0,0.01,3m,3.5,2.5,1.5,514.0,0.1,3,COMPLETE
8,8,4.879645839451512,2025-06-15 00:37:25.398826,2025-06-15 00:37:28.488540,0 days 00:00:03.089714,150.0,0.002,2m,4.0,3.0,1.4,444.0,574.0,0.009000000000000001,4m,2.0,1.5,1.2000000000000002,294.0,370.0,0.006,3m,2.0,3.0,1.2000000000000002,674.0,,,,,,,,338.0,0.005,2m,1.5,3.0,1.4,492.0,,,,,,,,,,,,,,,186,0.009000000000000001,3m,3.0,3.0,1.2000000000000002,68,142.0,0.007,1m,3.0,3.0,1.7000000000000002,862.0,172.0,0.001,2m,2.5,4.0,1.8,892.0,0.05,7,COMPLETE
9,9,-2.275635725111254,2025-06-15 00:37:28.571067,2025-06-15 00:37:32.986828,0 days 00:00:04.415761,1010.0,0.007,3m,4.0,1.5,0.8,766.0,64.0,0.007,2m,3.0,1.0,1.9000000000000001,316.0,612.0,0.004,2m,1.0,1.5,1.6,82.0,678.0,0.01,4m,4.0,4.0,2.0,420.0,410.0,0.006,4m,1.0,3.5,1.7000000000000002,748.0,432.0,0.007,4m,4.0,1.5,0.9,224.0,552.0,0.003,1m,2.0,3.5,0.7,384.0,90,0.004,2m,4.0,1.5,0.9,844,1012.0,0.004,4m,4.0,1.5,0.5,248.0,698.0,0.01,4m,2.5,3.5,0.8,766.0,0.45,10,COMPLETE
10,10,7.3371979175485365,2025-06-15 00:37:33.072339,2025-06-15 00:37:38.046492,0 days 00:00:04.974153,542.0,0.004,4m,1.0,4.0,2.0,56.0,340.0,0.001,4m,1.0,4.0,2.0,24.0,852.0,0.01,4m,4.0,4.0,0.5,1006.0,142.0,0.001,3m,1.5,1.5,0.5,52.0,982.0,0.001,3m,4.0,1.0,0.7,148.0,990.0,0.001,1m,1.0,4.0,2.0,1012.0,1008.0,0.001,4m,4.0,1.5,0.5,1022.0,640,0.006,4m,1.0,1.0,0.5,52,454.0,0.003,3m,3.0,4.0,0.6,498.0,990.0,0.006,3m,1.5,1.0,0.5,746.0,0.3,10,COMPLETE
11,11,8.866355433776425,2025-06-15 00:37:38.126511,2025-06-15 00:37:43.058493,0 days 00:00:04.931982,538.0,0.004,4m,1.0,4.0,2.0,22.0,294.0,0.001,4m,1.0,4.0,2.0,32.0,974.0,0.01,4m,4.0,4.0,0.5,1014.0,32.0,0.001,3m,1.5,1.5,0.5,88.0,1014.0,0.001,3m,4.0,1.0,0.6,102.0,984.0,0.001,1m,1.0,4.0,2.0,964.0,964.0,0.001,4m,4.0,1.5,0.5,992.0,678,0.006,4m,1.0,1.0,0.5,52,440.0,0.001,3m,3.0,4.0,0.6,504.0,1006.0,0.006,3m,1.5,1.0,0.5,762.0,0.3,10,COMPLETE
12,12,6.6289269393273145,2025-06-15 00:37:43.144522,2025-06-15 00:37:47.002331,0 days 00:00:03.857809,508.0,0.004,4m,1.5,4.0,2.0,36.0,252.0,0.002,4m,1.0,4.0,1.6,28.0,1022.0,0.001,4m,3.5,2.5,0.5,1004.0,,,,,,,,748.0,0.001,3m,2.5,1.0,0.8,102.0,,,,,,,,882.0,0.001,4m,4.0,2.0,0.5,1024.0,720,0.006,4m,1.0,1.0,0.5,170,60.0,0.001,3m,3.0,4.0,0.9,510.0,1012.0,0.005,3m,1.5,1.0,0.5,752.0,0.25,8,COMPLETE
13,13,4.119579803087073,2025-06-15 00:37:47.093847,2025-06-15 00:37:47.814503,0 days 00:00:00.720656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796,0.007,4m,1.5,1.5,1.0,24,,,,,,,,,,,,,,,0.35000000000000003,1,COMPLETE
14,14,5.44418641138583,2025-06-15 00:37:47.892018,2025-06-15 00:37:52.112918,0 days 00:00:04.220900,536.0,0.004,4m,1.5,4.0,1.7000000000000002,198.0,198.0,0.003,4m,1.5,3.0,1.7000000000000002,716.0,734.0,0.01,1m,3.0,3.0,0.9,294.0,36.0,0.001,3m,2.0,2.0,0.5,206.0,42.0,0.004,1m,3.0,2.0,1.1,348.0,,,,,,,,700.0,0.004,4m,3.0,2.5,1.0,788.0,26,0.004,4m,2.0,2.0,1.6,462,416.0,0.001,2m,3.5,3.0,0.9,16.0,430.0,0.008,3m,1.0,1.5,0.9,400.0,0.2,9,COMPLETE
15,15,2.333162458275697,2025-06-15 00:37:52.226431,2025-06-15 00:37:55.580078,0 days 00:00:03.353647,360.0,0.01,4m,1.5,3.5,1.8,258.0,568.0,0.004,4m,1.5,2.5,2.0,134.0,26.0,0.008,4m,2.5,2.0,0.9,440.0,,,,,,,,718.0,0.003,3m,4.0,2.0,0.5,276.0,,,,,,,,,,,,,,,468,0.007,4m,1.0,2.5,0.7,174,694.0,0.004,3m,1.0,3.5,0.9,342.0,670.0,0.006,1m,2.0,2.0,1.0,810.0,0.35000000000000003,7,COMPLETE
16,16,-0.7579165087881427,2025-06-15 00:37:55.665604,2025-06-15 00:38:00.581519,0 days 00:00:04.915915,668.0,0.005,4m,2.0,2.5,1.8,348.0,172.0,0.001,2m,1.0,4.0,1.4,526.0,954.0,0.004,4m,2.5,4.0,0.8,762.0,290.0,0.003,3m,3.0,3.0,1.0,900.0,740.0,0.002,3m,2.0,1.5,1.2000000000000002,58.0,1020.0,0.001,2m,1.0,4.0,2.0,1024.0,22.0,0.009000000000000001,3m,3.0,1.0,1.8,38.0,820,0.005,4m,2.0,1.5,1.0,988,272.0,0.003,2m,2.5,2.5,0.7,708.0,392.0,0.003,3m,2.0,2.0,0.6,1000.0,0.2,10,COMPLETE
17,17,4.517350428441333,2025-06-15 00:38:00.657037,2025-06-15 00:38:04.125795,0 days 00:00:03.468758,358.0,0.001,4m,1.0,4.0,1.5,146.0,378.0,0.004,1m,2.0,3.0,1.8,452.0,712.0,0.008,3m,4.0,3.0,0.7,842.0,,,,,,,,972.0,0.01,3m,3.0,1.0,1.5,462.0,,,,,,,,,,,,,,,616,0.002,1m,2.5,1.0,1.6,188,790.0,0.007,3m,3.5,4.0,1.1,368.0,896.0,0.008,3m,2.0,1.5,1.1,660.0,0.35000000000000003,7,COMPLETE
18,18,7.0605842911770695,2025-06-15 00:38:04.217312,2025-06-15 00:38:08.646914,0 days 00:00:04.429602,648.0,0.006,4m,2.0,2.5,2.0,364.0,792.0,0.001,4m,4.0,2.0,1.0,150.0,460.0,0.001,2m,2.0,3.5,1.3,424.0,404.0,0.005,1m,1.0,1.0,0.9,478.0,810.0,0.003,2m,3.5,2.0,1.0,284.0,,,,,,,,742.0,0.001,2m,3.5,2.0,1.0,758.0,178,0.007,2m,1.0,2.0,0.5,462,16.0,0.002,2m,2.0,3.5,1.2000000000000002,688.0,784.0,0.005,3m,1.0,3.5,0.7,438.0,0.25,9,COMPLETE
19,19,0.21887245299673896,2025-06-15 00:38:08.739429,2025-06-15 00:38:13.258651,0 days 00:00:04.519222,238.0,0.003,4m,2.0,1.0,1.8,630.0,674.0,0.003,4m,1.5,3.5,1.7000000000000002,672.0,806.0,0.004,1m,3.0,2.0,1.2000000000000002,156.0,1020.0,0.004,2m,2.5,2.5,0.5,276.0,576.0,0.001,1m,2.0,1.5,0.9,612.0,,,,,,,,396.0,0.004,4m,1.0,3.5,0.9,774.0,394,0.005,4m,1.5,3.0,1.1,376,312.0,0.005,3m,3.5,3.0,0.7,162.0,1006.0,0.007,1m,4.0,2.0,1.2000000000000002,894.0,0.15000000000000002,9,COMPLETE
20,20,0.821691893470418,2025-06-15 00:38:13.320170,2025-06-15 00:38:16.232162,0 days 00:00:02.911992,428.0,0.005,4m,3.0,3.5,1.6,134.0,124.0,0.01,4m,2.0,3.0,0.5,328.0,,,,,,,,,,,,,,,864.0,0.003,3m,2.5,2.5,2.0,242.0,,,,,,,,,,,,,,,588,0.008,4m,2.5,1.5,0.7,228,576.0,0.008,2m,2.0,2.5,0.5,444.0,484.0,0.004,3m,1.5,1.5,0.7,666.0,0.4,6,COMPLETE
21,21,7.890298454411534,2025-06-15 00:38:16.315450,2025-06-15 00:38:21.277783,0 days 00:00:04.962333,572.0,0.004,4m,1.0,4.0,2.0,38.0,330.0,0.001,4m,1.0,4.0,2.0,20.0,868.0,0.01,4m,4.0,4.0,0.5,1020.0,32.0,0.001,3m,1.5,1.5,0.5,42.0,1018.0,0.001,3m,4.0,1.0,0.5,120.0,1012.0,0.002,1m,1.0,4.0,2.0,1020.0,1024.0,0.001,4m,4.0,1.5,0.5,998.0,678,0.006,4m,1.0,1.0,0.5,106,452.0,0.003,3m,3.0,4.0,0.7,606.0,1024.0,0.006,3m,1.5,1.0,0.5,712.0,0.3,10,COMPLETE
22,22,2.2106836109362806,2025-06-15 00:38:21.372788,2025-06-15 00:38:26.147338,0 days 00:00:04.774550,642.0,0.003,4m,1.0,4.0,1.9000000000000001,70.0,310.0,0.002,4m,1.0,4.0,2.0,28.0,884.0,0.009000000000000001,4m,3.5,4.0,0.5,864.0,18.0,0.001,3m,1.5,1.5,0.8,24.0,1012.0,0.002,3m,3.5,1.5,0.5,26.0,802.0,0.003,1m,2.0,3.5,1.6,730.0,1010.0,0.002,4m,4.0,1.5,0.5,884.0,712,0.01,4m,1.0,1.0,0.7,102,392.0,0.002,3m,3.0,4.0,0.8,652.0,930.0,0.008,3m,2.0,1.0,0.5,842.0,0.3,10,COMPLETE
23,23,5.817091537419013,2025-06-15 00:38:26.219857,2025-06-15 00:38:29.987046,0 days 00:00:03.767189,800.0,0.005,4m,1.5,3.5,1.9000000000000001,192.0,422.0,0.002,4m,1.5,3.5,1.4,140.0,670.0,0.01,4m,4.0,3.5,0.7,1014.0,,,,,,,,874.0,0.002,3m,4.0,1.0,0.7,186.0,,,,,,,,806.0,0.003,4m,3.5,1.5,0.7,918.0,872,0.006,4m,1.5,1.0,0.6,140,180.0,0.005,3m,2.5,3.5,1.1,794.0,746.0,0.006,3m,1.5,1.5,0.7,698.0,0.25,8,COMPLETE
24,24,2.9816767387892607,2025-06-15 00:38:30.069051,2025-06-15 00:38:34.378463,0 days 00:00:04.309412,466.0,0.007,4m,1.0,4.0,1.7000000000000002,32.0,262.0,0.004,1m,1.0,4.0,1.8,132.0,900.0,0.008,4m,3.5,3.5,0.7,860.0,206.0,0.002,3m,2.5,2.5,0.7,772.0,612.0,0.001,3m,3.5,1.5,1.4,372.0,,,,,,,,898.0,0.006,4m,3.0,2.0,0.7,634.0,706,0.003,4m,1.0,1.5,0.5,20,512.0,0.003,3m,3.5,4.0,0.7,398.0,926.0,0.005,3m,1.0,1.0,0.9,550.0,0.15000000000000002,9,COMPLETE
25,25,3.6955934569412476,2025-06-15 00:38:34.472478,2025-06-15 00:38:39.252817,0 days 00:00:04.780339,598.0,0.003,4m,1.5,3.5,2.0,314.0,478.0,0.001,2m,1.5,3.5,1.8,242.0,576.0,0.006,4m,2.0,2.5,1.0,586.0,38.0,0.008,3m,1.0,1.0,1.4,214.0,904.0,0.005,3m,2.0,1.0,0.5,634.0,36.0,0.004,1m,2.0,2.5,1.5,684.0,606.0,0.002,3m,3.5,1.0,1.3,916.0,502,0.007,4m,1.5,1.0,0.8,260,824.0,0.002,4m,3.0,3.5,0.5,580.0,614.0,0.007,3m,2.0,3.5,0.6,1024.0,0.4,10,COMPLETE
26,26,-1.6622694569054541,2025-06-15 00:38:39.341075,2025-06-15 00:38:43.234184,0 days 00:00:03.893109,752.0,0.006,4m,1.0,4.0,1.6,124.0,118.0,0.002,3m,1.0,4.0,1.6,18.0,994.0,0.009000000000000001,4m,3.0,2.0,0.5,894.0,,,,,,,,1014.0,0.004,1m,3.5,1.5,0.7,172.0,,,,,,,,1016.0,0.001,2m,2.5,2.5,0.8,1024.0,658,0.008,2m,2.0,1.5,1.5,132,674.0,0.004,2m,2.5,3.0,1.0,1000.0,960.0,0.004,3m,1.5,2.0,0.6,492.0,0.25,8,COMPLETE
27,27,2.4492981187994753,2025-06-15 00:38:43.326697,2025-06-15 00:38:47.823087,0 days 00:00:04.496390,420.0,0.004,1m,3.5,3.5,1.9000000000000001,450.0,222.0,0.005,4m,2.0,3.0,1.9000000000000001,190.0,778.0,0.003,1m,1.5,2.5,0.7,736.0,268.0,0.003,3m,2.0,2.0,1.4,622.0,190.0,0.002,2m,4.0,2.5,1.2000000000000002,378.0,,,,,,,,884.0,0.003,4m,4.0,1.5,0.5,676.0,782,0.006,1m,1.0,2.0,0.6,372,324.0,0.001,3m,3.5,4.0,1.3,264.0,786.0,0.009000000000000001,4m,1.0,1.5,1.4,646.0,0.2,9,COMPLETE
28,28,1.0824774365305534,2025-06-15 00:38:47.930599,2025-06-15 00:38:50.891889,0 days 00:00:02.961290,880.0,0.002,3m,2.0,3.0,1.4,226.0,294.0,0.001,4m,2.5,3.5,1.4,102.0,,,,,,,,,,,,,,,884.0,0.004,4m,3.0,1.0,1.0,46.0,,,,,,,,,,,,,,,554,0.005,3m,1.5,1.0,0.9,104,156.0,0.006,3m,3.0,1.0,0.7,598.0,1024.0,0.006,2m,3.0,1.0,1.0,306.0,0.3,6,COMPLETE
29,29,-2.401658535965201,2025-06-15 00:38:50.984399,2025-06-15 00:38:58.193293,0 days 00:00:07.208894,572.0,0.01,2m,1.5,4.0,1.7000000000000002,122.0,130.0,0.003,4m,1.5,2.0,1.6,906.0,826.0,0.009000000000000001,2m,4.0,3.5,1.0,304.0,710.0,0.002,4m,3.5,3.5,0.7,16.0,668.0,0.007,3m,2.5,1.5,0.6,218.0,752.0,0.01,3m,1.0,3.0,2.0,848.0,206.0,0.01,4m,3.5,3.0,1.7000000000000002,868.0,344,0.01,3m,3.0,1.5,0.6,570,494.0,0.002,2m,4.0,3.5,1.5,762.0,868.0,0.001,1m,2.0,4.0,0.5,852.0,0.4,10,COMPLETE
30,30,1.1387090518081178,2025-06-15 00:38:58.317815,2025-06-15 00:38:59.339003,0 days 00:00:01.021188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,0.008,4m,3.5,2.5,1.4,226,,,,,,,,,,,,,,,0.5,1,COMPLETE
31,31,7.022784760617824,2025-06-15 00:38:59.435517,2025-06-15 00:39:05.964710,0 days 00:00:06.529193,512.0,0.004,4m,1.0,4.0,2.0,66.0,354.0,0.001,4m,1.0,4.0,2.0,68.0,874.0,0.01,4m,4.0,4.0,0.5,970.0,168.0,0.001,3m,1.5,1.5,0.5,112.0,946.0,0.001,3m,4.0,1.0,0.7,140.0,984.0,0.001,1m,1.0,4.0,2.0,994.0,1018.0,0.001,4m,4.0,1.5,0.5,982.0,646,0.006,4m,1.0,1.0,0.5,18,414.0,0.003,3m,3.0,4.0,0.6,490.0,992.0,0.006,3m,1.5,1.0,0.5,746.0,0.3,10,COMPLETE
32,32,6.9937184231397405,2025-06-15 00:39:06.053223,2025-06-15 00:39:10.425939,0 days 00:00:04.372716,694.0,0.003,4m,1.0,4.0,1.9000000000000001,16.0,350.0,0.002,4m,1.0,4.0,2.0,88.0,922.0,0.01,4m,3.5,4.0,0.6,940.0,142.0,0.001,3m,1.5,1.5,0.5,316.0,1020.0,0.001,3m,4.0,1.0,0.8,134.0,,,,,,,,910.0,0.002,4m,4.0,1.5,0.6,1012.0,908,0.005,4m,1.0,1.0,0.5,50,450.0,0.003,3m,3.0,4.0,0.6,452.0,920.0,0.005,3m,1.0,1.0,0.6,714.0,0.35000000000000003,9,COMPLETE
33,33,5.141817583892912,2025-06-15 00:39:10.525451,2025-06-15 00:39:15.402328,0 days 00:00:04.876877,590.0,0.005,4m,1.0,3.5,2.0,100.0,1012.0,0.001,4m,1.0,4.0,1.9000000000000001,22.0,790.0,0.009000000000000001,4m,4.0,4.0,0.6,1012.0,120.0,0.002,3m,2.0,2.0,0.7,134.0,816.0,0.002,3m,3.5,1.0,0.6,318.0,982.0,0.001,1m,1.0,4.0,1.7000000000000002,1014.0,788.0,0.001,4m,3.5,2.0,0.7,872.0,740,0.007,4m,1.0,1.5,0.7,104,580.0,0.004,3m,2.5,4.0,0.8,550.0,944.0,0.007,3m,1.5,1.5,0.8,792.0,0.3,10,COMPLETE
34,34,1.90515342560679,2025-06-15 00:39:15.502860,2025-06-15 00:39:19.962010,0 days 00:00:04.459150,276.0,0.004,4m,1.5,2.0,1.8,180.0,524.0,0.002,4m,1.5,3.5,1.8,208.0,638.0,0.007,4m,3.5,3.5,0.6,798.0,16.0,0.003,2m,1.5,1.5,1.1,16.0,924.0,0.003,3m,4.0,1.5,0.9,118.0,,,,,,,,946.0,0.002,4m,4.0,1.0,0.5,948.0,594,0.006,4m,1.5,1.0,0.6,332,362.0,0.005,3m,3.5,3.5,0.6,354.0,832.0,0.006,3m,1.5,1.0,0.5,926.0,0.25,9,COMPLETE
35,35,5.553963978613984,2025-06-15 00:39:20.048521,2025-06-15 00:39:23.886340,0 days 00:00:03.837819,460.0,0.006,1m,1.0,4.0,1.9000000000000001,386.0,16.0,0.001,4m,1.0,4.0,1.9000000000000001,74.0,966.0,0.01,3m,4.0,4.0,0.8,920.0,,,,,,,,814.0,0.001,3m,3.5,2.0,1.4,424.0,,,,,,,,676.0,0.002,4m,2.5,1.5,0.9,804.0,1022,0.003,2m,1.5,2.0,0.9,84,672.0,0.001,4m,2.5,4.0,0.8,236.0,872.0,0.008,3m,1.0,2.5,0.7,614.0,0.3,8,COMPLETE
36,36,1.2026835148515689,2025-06-15 00:39:23.975852,2025-06-15 00:39:28.807626,0 days 00:00:04.831774,714.0,0.001,4m,3.0,3.5,2.0,644.0,446.0,0.007,3m,1.5,3.5,0.8,262.0,848.0,0.007,4m,1.5,3.0,0.5,514.0,364.0,0.007,3m,1.0,1.0,0.6,148.0,478.0,0.002,3m,4.0,1.0,0.6,212.0,758.0,0.003,1m,2.0,3.0,0.5,444.0,442.0,0.004,3m,3.5,2.0,0.6,180.0,538,0.008,1m,1.0,4.0,0.8,204,520.0,0.003,3m,2.5,3.5,0.6,634.0,1024.0,0.009000000000000001,3m,2.0,1.5,0.6,708.0,0.15000000000000002,10,COMPLETE
37,37,3.2789663358391627,2025-06-15 00:39:28.902138,2025-06-15 00:39:31.069053,0 days 00:00:02.166915,604.0,0.003,3m,1.5,3.0,0.5,504.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,0.007,4m,2.0,1.0,1.9000000000000001,272,234.0,0.002,1m,3.0,4.0,1.0,416.0,966.0,0.004,4m,1.5,1.0,0.9,828.0,0.35000000000000003,4,COMPLETE
38,38,4.084573051473624,2025-06-15 00:39:31.169093,2025-06-15 00:39:34.970486,0 days 00:00:03.801393,522.0,0.008,1m,1.0,3.5,1.2000000000000002,292.0,398.0,0.003,2m,1.0,3.5,1.7000000000000002,1002.0,752.0,0.009000000000000001,4m,3.0,3.5,1.4,920.0,,,,,,,,944.0,0.001,3m,3.0,1.5,0.8,18.0,,,,,,,,960.0,0.001,2m,3.0,1.0,2.0,642.0,674,0.009000000000000001,4m,1.0,3.5,2.0,134,468.0,0.006,1m,2.0,3.0,0.5,300.0,796.0,0.007,1m,1.0,3.0,0.8,582.0,0.2,8,COMPLETE
39,39,5.947772279805993,2025-06-15 00:39:35.053998,2025-06-15 00:39:39.287614,0 days 00:00:04.233616,306.0,0.005,2m,2.0,4.0,0.8,1020.0,316.0,0.005,3m,3.0,4.0,2.0,168.0,480.0,0.008,4m,3.5,4.0,0.8,690.0,124.0,0.001,1m,2.0,2.0,0.7,338.0,954.0,0.003,4m,3.0,4.0,1.6,90.0,,,,,,,,814.0,0.003,1m,4.0,1.5,0.8,932.0,856,0.004,3m,1.5,1.5,0.6,70,872.0,0.004,4m,3.0,2.0,1.4,180.0,284.0,0.003,2m,2.5,2.5,2.0,476.0,0.1,9,COMPLETE
40,40,4.552866655198056,2025-06-15 00:39:39.418644,2025-06-15 00:39:40.547354,0 days 00:00:01.128710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,0.005,4m,3.0,1.0,0.5,322,,,,,,,,734.0,0.006,3m,1.5,2.0,0.5,308.0,0.25,2,COMPLETE
41,41,6.424377183698557,2025-06-15 00:39:40.634880,2025-06-15 00:39:45.184811,0 days 00:00:04.549931,632.0,0.006,4m,2.0,2.5,2.0,416.0,742.0,0.001,4m,4.0,2.0,1.0,372.0,446.0,0.002,2m,2.0,3.5,1.4,436.0,444.0,0.005,1m,1.0,1.0,0.9,516.0,820.0,0.003,2m,3.5,2.0,1.0,308.0,,,,,,,,732.0,0.001,2m,3.5,2.0,1.0,732.0,160,0.007,2m,1.0,2.0,0.5,506,24.0,0.002,2m,1.5,3.5,1.2000000000000002,648.0,896.0,0.005,3m,1.0,3.5,0.7,436.0,0.25,9,COMPLETE
42,42,4.583040305300117,2025-06-15 00:39:45.269322,2025-06-15 00:39:50.215536,0 days 00:00:04.946214,726.0,0.009000000000000001,4m,1.5,2.0,1.9000000000000001,534.0,848.0,0.002,4m,3.5,2.0,0.9,106.0,544.0,0.005,2m,2.0,4.0,1.3,398.0,136.0,0.002,1m,1.0,1.0,0.5,496.0,986.0,0.002,2m,4.0,1.0,1.3,244.0,860.0,0.001,1m,1.5,4.0,1.8,834.0,628.0,0.001,2m,3.5,2.0,1.1,828.0,126,0.006,2m,1.0,2.0,0.7,798,68.0,0.002,2m,2.0,3.5,0.8,708.0,812.0,0.005,3m,1.0,4.0,0.7,630.0,0.3,10,COMPLETE
