,number,value,datetime_start,datetime_complete,duration,params_ADSK_DOCU_beta_win,params_ADSK_DOCU_stop_loss,params_ADSK_DOCU_trade_freq,params_ADSK_DOCU_z_entry,params_ADSK_DOCU_z_exit,params_ADSK_DOCU_z_stop_scaler,params_ADSK_DOCU_z_win,params_ALGN_DOCU_beta_win,params_ALGN_DOCU_stop_loss,params_ALGN_DOCU_trade_freq,params_ALGN_DOCU_z_entry,params_ALGN_DOCU_z_exit,params_ALGN_DOCU_z_stop_scaler,params_ALGN_DOCU_z_win,params_AMAT_DOCU_beta_win,params_AMAT_DOCU_stop_loss,params_AMAT_DOCU_trade_freq,params_AMAT_DOCU_z_entry,params_AMAT_DOCU_z_exit,params_AMAT_DOCU_z_stop_scaler,params_AMAT_DOCU_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_DOCU_beta_win,params_ASML_DOCU_stop_loss,params_ASML_DOCU_trade_freq,params_ASML_DOCU_z_entry,params_ASML_DOCU_z_exit,params_ASML_DOCU_z_stop_scaler,params_ASML_DOCU_z_win,params_BIIB_DOCU_beta_win,params_BIIB_DOCU_stop_loss,params_BIIB_DOCU_trade_freq,params_BIIB_DOCU_z_entry,params_BIIB_DOCU_z_exit,params_BIIB_DOCU_z_stop_scaler,params_BIIB_DOCU_z_win,params_CPRT_DOCU_beta_win,params_CPRT_DOCU_stop_loss,params_CPRT_DOCU_trade_freq,params_CPRT_DOCU_z_entry,params_CPRT_DOCU_z_exit,params_CPRT_DOCU_z_stop_scaler,params_CPRT_DOCU_z_win,params_EBAY_DOCU_beta_win,params_EBAY_DOCU_stop_loss,params_EBAY_DOCU_trade_freq,params_EBAY_DOCU_z_entry,params_EBAY_DOCU_z_exit,params_EBAY_DOCU_z_stop_scaler,params_EBAY_DOCU_z_win,params_MTCH_DOCU_beta_win,params_MTCH_DOCU_stop_loss,params_MTCH_DOCU_trade_freq,params_MTCH_DOCU_z_entry,params_MTCH_DOCU_z_exit,params_MTCH_DOCU_z_stop_scaler,params_MTCH_DOCU_z_win,params_SBUX_DOCU_beta_win,params_SBUX_DOCU_stop_loss,params_SBUX_DOCU_trade_freq,params_SBUX_DOCU_z_entry,params_SBUX_DOCU_z_exit,params_SBUX_DOCU_z_stop_scaler,params_SBUX_DOCU_z_win,params_buffer_capital,params_pairs_to_trade,state
117,117,11.348214720206956,2025-06-15 00:59:58.493560,2025-06-15 01:00:03.598787,0 days 00:00:05.105227,768,0.003,3m,3.0,4.0,1.1,666,898.0,0.003,2m,1.0,2.5,1.2000000000000002,980.0,648.0,0.003,4m,1.5,2.5,0.9,924.0,170.0,0.007,4m,4.0,2.5,2.0,124.0,830.0,0.007,3m,2.0,1.0,1.1,928.0,652.0,0.005,2m,4.0,3.5,0.6,440.0,466.0,0.003,4m,3.5,3.0,1.6,122.0,1010.0,0.009000000000000001,2m,2.5,2.0,1.0,752.0,580.0,0.003,4m,2.5,3.0,1.5,114.0,532.0,0.003,4m,3.0,4.0,0.7,506.0,0.05,10,COMPLETE
118,118,5.868838689816242,2025-06-15 01:00:03.658797,2025-06-15 01:00:08.442249,0 days 00:00:04.783452,728,0.003,3m,3.5,4.0,1.1,668,618.0,0.001,2m,1.0,2.5,1.0,974.0,648.0,0.003,2m,1.5,2.0,0.9,916.0,494.0,0.006,4m,4.0,3.0,1.9000000000000001,118.0,858.0,0.007,3m,2.0,1.0,1.2000000000000002,914.0,646.0,0.008,2m,3.5,4.0,0.6,614.0,460.0,0.003,3m,3.5,2.5,1.7000000000000002,470.0,,,,,,,,574.0,0.003,4m,2.5,4.0,1.5,112.0,512.0,0.002,4m,2.5,4.0,0.7,370.0,0.1,9,COMPLETE
119,119,3.3876167494322527,2025-06-15 01:00:08.527769,2025-06-15 01:00:13.986859,0 days 00:00:05.459090,966,0.003,3m,3.0,4.0,1.1,652,136.0,0.003,2m,1.0,2.5,1.1,876.0,742.0,0.002,4m,1.5,3.0,1.0,944.0,166.0,0.007,4m,4.0,2.5,1.9000000000000001,126.0,826.0,0.006,3m,2.0,1.5,1.1,612.0,126.0,0.007,2m,4.0,3.0,0.5,418.0,676.0,0.003,1m,3.5,3.5,1.6,22.0,616.0,0.01,3m,2.5,2.0,1.0,768.0,648.0,0.003,3m,2.5,3.0,1.4,162.0,468.0,0.004,4m,3.5,3.5,0.9,294.0,0.05,10,COMPLETE
120,120,2.9108788156742067,2025-06-15 01:00:14.073865,2025-06-15 01:00:18.957784,0 days 00:00:04.883919,766,0.003,3m,2.0,4.0,1.0,700,934.0,0.003,4m,1.5,2.5,1.3,944.0,696.0,0.003,4m,4.0,2.5,1.0,894.0,406.0,0.006,4m,4.0,3.5,0.6,158.0,878.0,0.007,3m,1.0,1.0,1.2000000000000002,882.0,678.0,0.006,2m,3.5,3.5,0.6,512.0,524.0,0.002,3m,1.0,3.0,1.2000000000000002,120.0,,,,,,,,592.0,0.003,4m,3.0,3.5,1.8,140.0,538.0,0.003,4m,3.0,4.0,0.8,502.0,0.05,9,COMPLETE
121,121,7.490133637086508,2025-06-15 01:00:19.005300,2025-06-15 01:00:24.362042,0 days 00:00:05.356742,754,0.002,3m,2.5,4.0,1.2000000000000002,756,832.0,0.002,2m,1.0,2.5,1.2000000000000002,996.0,562.0,0.001,4m,1.0,2.5,0.8,972.0,46.0,0.007,4m,3.5,2.5,2.0,184.0,918.0,0.005,2m,2.5,1.0,1.0,962.0,606.0,0.005,2m,4.0,3.5,0.7,456.0,412.0,0.002,4m,3.5,3.0,1.5,196.0,892.0,0.009000000000000001,2m,2.5,2.0,0.9,738.0,614.0,0.002,4m,2.5,3.0,1.5,86.0,576.0,0.003,4m,3.0,4.0,0.6,454.0,0.05,10,COMPLETE
122,122,6.625748240020019,2025-06-15 01:00:24.449557,2025-06-15 01:00:29.917748,0 days 00:00:05.468191,712,0.002,3m,2.5,4.0,1.2000000000000002,848,834.0,0.001,2m,1.0,2.5,1.4,974.0,568.0,0.002,4m,1.0,2.5,0.9,972.0,20.0,0.007,4m,2.0,2.5,2.0,182.0,914.0,0.005,2m,2.5,1.0,0.9,996.0,944.0,0.004,2m,4.0,3.5,1.9000000000000001,392.0,410.0,0.002,4m,3.5,3.0,1.5,216.0,974.0,0.009000000000000001,2m,2.5,2.5,0.9,738.0,556.0,0.002,4m,2.5,3.0,1.5,82.0,586.0,0.003,4m,3.0,4.0,1.9000000000000001,436.0,0.05,10,COMPLETE
123,123,4.026848623845414,2025-06-15 01:00:29.981265,2025-06-15 01:00:35.329675,0 days 00:00:05.348410,752,0.002,3m,3.5,4.0,1.1,792,940.0,0.001,2m,1.0,2.5,1.2000000000000002,922.0,650.0,0.003,4m,1.0,2.5,0.9,938.0,40.0,0.006,4m,4.0,2.5,2.0,98.0,966.0,0.004,3m,3.0,1.0,1.0,930.0,644.0,0.005,1m,4.0,3.0,0.7,440.0,484.0,0.002,4m,2.5,3.0,1.5,322.0,1000.0,0.009000000000000001,2m,2.0,2.0,1.0,766.0,776.0,0.002,4m,2.5,3.0,1.4,104.0,484.0,0.002,4m,2.5,4.0,0.7,420.0,0.05,10,COMPLETE
124,124,3.317569705131448,2025-06-15 01:00:35.417195,2025-06-15 01:00:40.776857,0 days 00:00:05.359662,790,0.003,3m,3.0,4.0,1.2000000000000002,756,854.0,0.002,2m,1.0,2.5,1.1,472.0,488.0,0.002,1m,1.5,2.5,0.8,964.0,102.0,0.006,4m,3.5,2.5,1.9000000000000001,208.0,914.0,0.005,1m,2.5,1.0,1.1,964.0,580.0,0.005,2m,4.0,3.5,0.6,350.0,440.0,0.003,3m,3.5,2.5,0.6,258.0,898.0,0.01,2m,2.5,2.0,1.2000000000000002,710.0,628.0,0.003,4m,2.5,3.0,1.3,124.0,618.0,0.005,4m,3.0,4.0,0.5,474.0,0.1,10,COMPLETE
125,125,5.936096043127548,2025-06-15 01:00:40.859921,2025-06-15 01:00:46.284508,0 days 00:00:05.424587,708,0.003,3m,2.5,4.0,1.1,876,950.0,0.003,2m,1.0,2.5,1.2000000000000002,990.0,536.0,0.002,4m,1.0,4.0,0.8,862.0,56.0,0.007,4m,3.5,2.5,2.0,148.0,192.0,0.006,2m,2.0,1.0,0.7,1022.0,710.0,0.007,2m,4.0,3.5,0.7,826.0,752.0,0.002,2m,3.5,2.5,1.4,138.0,1024.0,0.006,2m,2.5,1.5,0.8,410.0,530.0,0.002,1m,2.5,3.0,1.5,80.0,568.0,0.001,4m,2.5,4.0,0.6,500.0,0.05,10,COMPLETE
126,126,4.966948971371799,2025-06-15 01:00:46.385523,2025-06-15 01:00:51.428290,0 days 00:00:05.042767,840,0.001,3m,2.5,1.0,1.2000000000000002,816,862.0,0.001,2m,4.0,2.5,1.3,234.0,674.0,0.001,4m,1.0,2.5,0.9,912.0,566.0,0.006,3m,3.5,3.5,1.2000000000000002,544.0,944.0,0.004,2m,2.5,1.5,1.1,990.0,502.0,0.006,2m,4.0,3.5,1.3,558.0,286.0,0.005,4m,3.0,3.0,1.6,86.0,,,,,,,,656.0,0.002,4m,2.5,4.0,1.4,36.0,534.0,0.004,4m,3.5,3.5,0.6,452.0,0.1,9,COMPLETE
127,127,3.843322793971821,2025-06-15 01:00:51.516804,2025-06-15 01:00:56.979214,0 days 00:00:05.462410,812,0.002,3m,4.0,4.0,1.2000000000000002,710,714.0,0.002,2m,1.0,2.0,1.2000000000000002,952.0,628.0,0.002,4m,1.0,2.0,0.8,726.0,254.0,0.005,4m,3.0,2.5,1.9000000000000001,74.0,978.0,0.005,3m,2.5,1.0,1.3,764.0,468.0,0.008,2m,4.0,3.0,0.5,726.0,574.0,0.002,3m,1.5,3.5,1.7000000000000002,212.0,764.0,0.009000000000000001,4m,3.0,2.5,1.0,820.0,578.0,0.003,4m,2.5,3.5,1.5,160.0,754.0,0.003,3m,3.0,4.0,0.7,744.0,0.05,10,COMPLETE
128,128,-0.35539074169954676,2025-06-15 01:00:57.064721,2025-06-15 01:01:02.134884,0 days 00:00:05.070163,744,0.004,3m,2.5,4.0,1.3,638,800.0,0.001,4m,1.0,2.5,1.2000000000000002,1024.0,594.0,0.008,4m,3.5,2.5,1.0,428.0,610.0,0.008,4m,3.5,3.0,2.0,232.0,1024.0,0.005,2m,3.5,1.0,1.0,886.0,544.0,0.003,2m,3.5,2.5,2.0,920.0,336.0,0.003,3m,3.5,3.0,1.5,366.0,,,,,,,,506.0,0.002,3m,2.5,3.0,1.4,58.0,638.0,0.002,4m,2.5,4.0,0.5,372.0,0.1,9,COMPLETE
129,129,2.7139933317737093,2025-06-15 01:01:02.219396,2025-06-15 01:01:07.686113,0 days 00:00:05.466717,678,0.002,3m,3.0,4.0,1.1,674,1016.0,0.004,2m,1.0,2.0,1.1,892.0,558.0,0.001,4m,1.0,2.5,0.7,992.0,134.0,0.007,4m,4.0,2.5,2.0,456.0,836.0,0.006,2m,3.0,1.0,1.1,948.0,608.0,0.007,2m,4.0,3.5,1.9000000000000001,600.0,400.0,0.001,4m,2.5,2.5,0.7,254.0,950.0,0.008,2m,3.5,2.0,1.1,766.0,722.0,0.003,4m,2.5,2.5,1.5,830.0,720.0,0.004,4m,2.5,2.5,0.7,708.0,0.05,10,COMPLETE
130,130,1.432035357830043,2025-06-15 01:01:07.782624,2025-06-15 01:01:13.170961,0 days 00:00:05.388337,880,0.003,3m,2.0,1.5,0.9,748,104.0,0.002,2m,1.0,3.0,1.4,68.0,704.0,0.003,4m,1.5,3.0,0.9,976.0,178.0,0.009000000000000001,4m,3.5,2.0,1.8,304.0,930.0,0.007,2m,2.0,1.5,1.0,812.0,686.0,0.005,2m,4.0,3.0,1.8,458.0,614.0,0.002,3m,3.0,3.0,1.6,194.0,706.0,0.01,1m,2.0,2.0,0.8,630.0,688.0,0.002,4m,3.0,3.0,1.3,16.0,594.0,0.006,2m,3.0,4.0,0.6,568.0,0.05,10,COMPLETE
131,131,7.491630079386671,2025-06-15 01:01:13.258089,2025-06-15 01:01:18.715034,0 days 00:00:05.456945,858,0.002,3m,2.5,4.0,1.3,742,912.0,0.002,2m,1.0,2.0,1.2000000000000002,998.0,606.0,0.001,4m,1.0,2.5,0.7,1010.0,208.0,0.007,4m,3.5,2.5,2.0,268.0,992.0,0.005,2m,2.5,1.0,0.9,960.0,606.0,0.005,2m,4.0,3.5,0.9,496.0,358.0,0.001,4m,4.0,3.0,1.4,172.0,870.0,0.008,2m,3.0,2.0,0.9,670.0,606.0,0.001,4m,2.5,3.0,1.6,56.0,678.0,0.003,4m,3.0,4.0,0.6,664.0,0.05,10,COMPLETE
132,132,9.219999385135694,2025-06-15 01:01:18.781041,2025-06-15 01:01:24.014311,0 days 00:00:05.233270,786,0.002,3m,2.5,4.0,1.3,722,898.0,0.003,2m,1.0,2.0,1.3,1000.0,612.0,0.001,4m,1.0,2.5,0.6,998.0,226.0,0.008,4m,3.5,2.5,2.0,178.0,960.0,0.005,2m,2.5,1.0,0.9,918.0,658.0,0.005,2m,4.0,3.5,1.0,508.0,432.0,0.006,4m,4.0,3.0,1.4,238.0,876.0,0.008,2m,3.0,2.0,0.9,696.0,598.0,0.001,4m,2.5,3.0,1.6,86.0,704.0,0.003,4m,3.0,4.0,0.6,664.0,0.05,10,COMPLETE
133,133,9.626632236918692,2025-06-15 01:01:24.094312,2025-06-15 01:01:29.549176,0 days 00:00:05.454864,782,0.002,3m,2.5,4.0,1.3,772,888.0,0.003,2m,1.0,1.5,1.3,996.0,614.0,0.001,4m,1.0,2.5,0.6,1010.0,222.0,0.008,4m,3.5,2.5,1.9000000000000001,646.0,986.0,0.005,2m,2.5,1.0,0.8,918.0,630.0,0.005,2m,4.0,3.5,1.0,516.0,868.0,0.008,4m,4.0,3.0,1.3,280.0,892.0,0.008,3m,3.0,2.0,0.9,710.0,606.0,0.001,4m,2.5,3.0,1.6,44.0,658.0,0.003,4m,3.0,4.0,0.5,668.0,0.05,10,COMPLETE
134,134,6.766145471768376,2025-06-15 01:01:29.642687,2025-06-15 01:01:35.172468,0 days 00:00:05.529781,782,0.001,3m,2.5,4.0,1.4,778,912.0,0.003,2m,1.5,1.5,1.3,992.0,620.0,0.001,4m,1.0,2.5,0.6,644.0,86.0,0.008,4m,3.5,2.5,1.9000000000000001,654.0,962.0,0.005,2m,2.5,1.0,0.8,868.0,582.0,0.005,2m,4.0,3.5,1.0,508.0,80.0,0.008,4m,4.0,3.0,1.3,302.0,878.0,0.009000000000000001,3m,3.0,2.0,0.9,788.0,634.0,0.001,4m,2.5,3.0,1.7000000000000002,38.0,630.0,0.003,4m,3.0,4.0,0.5,674.0,0.1,10,COMPLETE
135,135,4.121401560684058,2025-06-15 01:01:35.273995,2025-06-15 01:01:40.206764,0 days 00:00:04.932769,900,0.002,1m,2.5,4.0,1.3,798,898.0,0.003,2m,1.0,1.5,1.3,942.0,98.0,0.001,4m,1.0,2.5,0.5,1002.0,222.0,0.008,4m,3.0,2.5,1.9000000000000001,742.0,898.0,0.004,3m,2.5,1.0,0.7,904.0,650.0,0.004,2m,3.5,3.5,1.1,676.0,462.0,0.008,4m,4.0,3.0,1.9000000000000001,272.0,,,,,,,,602.0,0.001,4m,2.5,3.0,1.6,110.0,560.0,0.002,4m,3.0,4.0,0.5,630.0,0.05,9,COMPLETE
136,136,9.369303911543383,2025-06-15 01:01:40.302789,2025-06-15 01:01:45.815507,0 days 00:00:05.512718,262,0.002,2m,2.5,4.0,1.4,766,910.0,0.003,2m,1.0,1.0,1.4,974.0,580.0,0.001,4m,1.5,2.5,0.6,926.0,160.0,0.008,4m,3.5,2.5,2.0,174.0,1002.0,0.005,2m,2.5,1.0,0.9,930.0,528.0,0.005,3m,4.0,4.0,0.9,496.0,500.0,0.007,4m,4.0,2.5,1.3,240.0,884.0,0.008,3m,2.5,2.0,0.9,478.0,580.0,0.001,4m,2.5,3.0,1.6,76.0,656.0,0.003,4m,3.0,4.0,1.3,400.0,0.05,10,COMPLETE
137,137,4.8113241781374985,2025-06-15 01:01:45.899512,2025-06-15 01:01:51.352780,0 days 00:00:05.453268,292,0.002,2m,2.5,4.0,1.4,764,972.0,0.003,4m,1.0,1.0,1.4,388.0,564.0,0.001,3m,1.5,2.5,0.6,348.0,158.0,0.009000000000000001,4m,3.5,2.0,1.8,176.0,1004.0,0.005,2m,2.5,1.0,0.9,924.0,522.0,0.005,3m,4.0,4.0,0.9,446.0,846.0,0.007,4m,4.0,2.5,1.3,326.0,906.0,0.007,3m,2.5,1.5,0.9,480.0,580.0,0.001,4m,2.5,3.0,1.6,82.0,656.0,0.003,4m,3.0,3.5,1.3,310.0,0.05,10,COMPLETE
138,138,5.180112356613665,2025-06-15 01:01:51.448294,2025-06-15 01:01:56.340778,0 days 00:00:04.892484,238,0.001,2m,2.5,4.0,1.4,822,868.0,0.004,2m,1.0,1.0,1.4,1002.0,612.0,0.001,4m,1.5,2.0,0.7,920.0,184.0,0.008,3m,4.0,2.5,1.9000000000000001,612.0,978.0,0.004,1m,1.5,1.0,0.8,840.0,534.0,0.005,3m,4.0,4.0,1.0,490.0,936.0,0.007,4m,4.0,2.5,1.2000000000000002,240.0,,,,,,,,554.0,0.001,3m,2.5,3.5,1.9000000000000001,128.0,702.0,0.003,4m,3.5,4.0,1.7000000000000002,332.0,0.05,9,COMPLETE
139,139,8.61946469612963,2025-06-15 01:01:56.421288,2025-06-15 01:02:01.829162,0 days 00:00:05.407874,832,0.002,2m,2.5,4.0,1.3,696,886.0,0.003,2m,1.5,1.0,1.3,980.0,498.0,0.001,2m,1.5,2.5,0.5,952.0,116.0,0.009000000000000001,4m,3.5,2.5,2.0,214.0,864.0,0.005,2m,2.5,1.0,0.9,900.0,264.0,0.004,3m,1.0,4.0,0.9,402.0,1024.0,0.008,4m,2.5,2.5,1.3,146.0,864.0,0.008,3m,2.5,2.0,1.0,452.0,522.0,0.001,4m,2.5,3.0,1.7000000000000002,142.0,606.0,0.002,4m,3.0,4.0,1.2000000000000002,390.0,0.1,10,COMPLETE
140,140,6.4911635085847985,2025-06-15 01:02:01.904166,2025-06-15 01:02:07.151155,0 days 00:00:05.246989,824,0.002,2m,2.0,4.0,1.3,692,918.0,0.003,2m,1.5,1.0,1.4,918.0,500.0,0.001,2m,1.5,3.0,0.5,582.0,118.0,0.01,4m,3.5,2.5,2.0,210.0,872.0,0.005,2m,2.5,1.0,0.9,904.0,270.0,0.004,3m,1.0,4.0,0.9,400.0,986.0,0.006,4m,2.5,2.5,1.3,68.0,864.0,0.004,3m,3.0,2.5,1.0,454.0,496.0,0.001,1m,1.0,3.0,1.7000000000000002,144.0,606.0,0.002,4m,3.0,4.0,1.8,382.0,0.1,10,COMPLETE
141,141,5.282420656012101,2025-06-15 01:02:07.243665,2025-06-15 01:02:12.649913,0 days 00:00:05.406248,264,0.002,2m,2.5,4.0,1.3,754,818.0,0.003,2m,1.0,1.0,1.3,972.0,576.0,0.001,2m,1.5,2.5,0.6,958.0,146.0,0.009000000000000001,4m,3.5,2.5,2.0,200.0,790.0,0.005,2m,2.5,1.0,0.8,934.0,240.0,0.005,3m,1.5,4.0,0.9,524.0,942.0,0.008,4m,2.5,2.5,1.0,140.0,868.0,0.008,3m,2.0,2.0,1.0,406.0,518.0,0.001,4m,2.5,3.0,1.7000000000000002,82.0,586.0,0.001,4m,3.0,4.0,1.4,344.0,0.05,10,COMPLETE
142,142,5.18145252316854,2025-06-15 01:02:12.743433,2025-06-15 01:02:18.173317,0 days 00:00:05.429884,806,0.002,2m,2.5,4.0,1.4,710,888.0,0.004,2m,1.0,1.0,1.3,1002.0,650.0,0.001,2m,1.5,2.5,0.5,890.0,46.0,0.009000000000000001,4m,3.5,2.5,2.0,166.0,592.0,0.002,2m,2.5,1.0,0.9,952.0,384.0,0.004,3m,4.0,4.0,1.0,372.0,862.0,0.008,4m,4.0,2.5,1.4,172.0,468.0,0.008,3m,2.5,2.0,0.9,728.0,78.0,0.001,4m,2.5,3.0,1.8,110.0,642.0,0.002,4m,3.0,4.0,1.2000000000000002,408.0,0.1,10,COMPLETE
143,143,6.051141752367673,2025-06-15 01:02:18.253846,2025-06-15 01:02:23.442895,0 days 00:00:05.189049,852,0.002,3m,2.5,4.0,1.3,786,970.0,0.003,2m,1.0,1.5,1.3,978.0,280.0,0.001,2m,1.0,2.5,0.6,946.0,230.0,0.008,4m,3.5,2.5,1.9000000000000001,244.0,1004.0,0.005,2m,2.5,1.0,0.9,890.0,170.0,0.004,3m,4.0,3.5,1.2000000000000002,426.0,500.0,0.006,4m,2.5,3.0,1.3,284.0,824.0,0.008,3m,2.5,2.0,1.0,418.0,612.0,0.001,4m,2.5,3.0,1.6,42.0,522.0,0.003,4m,3.0,4.0,0.8,396.0,0.05,10,COMPLETE
144,144,5.842267511193814,2025-06-15 01:02:23.509898,2025-06-15 01:02:28.717547,0 days 00:00:05.207649,768,0.001,2m,2.5,4.0,1.3,746,902.0,0.003,2m,1.0,1.0,1.2000000000000002,958.0,598.0,0.001,4m,1.5,2.5,0.7,920.0,78.0,0.008,4m,3.5,2.5,2.0,978.0,928.0,0.005,2m,2.5,1.0,0.7,862.0,334.0,0.005,3m,1.5,3.5,0.9,906.0,1020.0,0.008,4m,2.5,2.5,1.2000000000000002,180.0,938.0,0.008,3m,2.5,2.0,1.1,554.0,588.0,0.001,4m,2.5,3.0,1.7000000000000002,888.0,618.0,0.002,4m,3.0,4.0,1.5,438.0,0.05,10,COMPLETE
145,145,1.6065378539934803,2025-06-15 01:02:28.804549,2025-06-15 01:02:31.939878,0 days 00:00:03.135329,840,0.002,2m,3.0,4.0,0.5,692,838.0,0.003,2m,1.0,1.0,1.5,1004.0,,,,,,,,170.0,0.007,4m,3.0,2.5,2.0,142.0,898.0,0.003,2m,2.5,1.0,0.8,980.0,,,,,,,,,,,,,,,,,,,,,,564.0,0.001,4m,2.5,3.0,1.6,90.0,732.0,0.003,4m,3.5,4.0,0.9,526.0,0.1,6,COMPLETE
146,146,1.3805513731453585,2025-06-15 01:02:31.996879,2025-06-15 01:02:37.235043,0 days 00:00:05.238164,784,0.003,2m,2.5,4.0,1.4,770,876.0,0.002,2m,1.5,2.5,1.3,114.0,632.0,0.001,4m,1.0,2.5,0.6,1008.0,534.0,0.008,4m,3.5,2.5,1.9000000000000001,220.0,966.0,0.005,3m,2.5,1.0,0.9,930.0,444.0,0.005,2m,4.0,3.5,0.9,474.0,542.0,0.009000000000000001,2m,2.0,3.0,1.4,236.0,820.0,0.001,1m,3.0,1.0,0.9,624.0,532.0,0.001,4m,2.5,3.0,1.5,132.0,664.0,0.003,4m,3.0,4.0,0.5,424.0,0.05,10,COMPLETE
147,147,9.733695630287098,2025-06-15 01:02:37.339072,2025-06-15 01:02:42.270212,0 days 00:00:04.931140,880,0.002,3m,2.5,4.0,1.3,806,758.0,0.002,2m,3.5,3.0,1.4,926.0,532.0,0.001,4m,1.5,2.5,0.5,968.0,284.0,0.007,4m,3.5,2.0,2.0,194.0,988.0,0.004,2m,2.5,1.0,1.0,968.0,562.0,0.004,3m,3.5,4.0,1.0,334.0,476.0,0.009000000000000001,4m,4.0,3.0,0.5,144.0,,,,,,,,660.0,0.001,4m,2.5,3.5,1.7000000000000002,68.0,570.0,0.003,3m,3.0,1.0,0.7,462.0,0.05,9,COMPLETE
148,148,2.3673005502490168,2025-06-15 01:02:42.369237,2025-06-15 01:02:47.252320,0 days 00:00:04.883083,918,0.002,3m,2.5,3.5,1.3,838,988.0,0.003,4m,3.5,1.5,1.4,934.0,470.0,0.002,1m,1.5,2.5,0.5,946.0,282.0,0.007,4m,3.5,2.0,1.9000000000000001,876.0,1022.0,0.004,2m,2.5,1.5,0.9,916.0,564.0,0.004,3m,3.0,4.0,1.0,332.0,162.0,0.007,4m,4.0,3.0,0.5,132.0,,,,,,,,660.0,0.001,4m,2.5,3.5,1.8,178.0,904.0,0.002,3m,3.0,1.0,0.8,600.0,0.1,9,COMPLETE
149,149,2.6124672173595154,2025-06-15 01:02:47.325344,2025-06-15 01:02:52.206872,0 days 00:00:04.881528,954,0.003,3m,2.5,4.0,1.4,618,922.0,0.002,2m,4.0,3.0,1.4,904.0,190.0,0.001,4m,1.5,2.5,0.5,998.0,196.0,0.009000000000000001,4m,4.0,2.0,1.0,918.0,990.0,0.004,2m,2.0,1.0,0.6,262.0,488.0,0.003,3m,3.5,4.0,1.1,542.0,880.0,0.009000000000000001,4m,4.0,2.5,0.6,158.0,,,,,,,,994.0,0.001,4m,4.0,3.5,1.7000000000000002,58.0,694.0,0.003,3m,3.5,2.0,0.7,478.0,0.05,9,COMPLETE
