,number,value,datetime_start,datetime_complete,duration,params_AMD_INTC_beta_win,params_AMD_INTC_stop_loss,params_AMD_INTC_trade_freq,params_AMD_INTC_z_entry,params_AMD_INTC_z_exit,params_AMD_INTC_z_stop_scaler,params_AMD_INTC_z_win,params_ATVI_EXC_beta_win,params_ATVI_EXC_stop_loss,params_ATVI_EXC_trade_freq,params_ATVI_EXC_z_entry,params_ATVI_EXC_z_exit,params_ATVI_EXC_z_stop_scaler,params_ATVI_EXC_z_win,params_CHTR_INTC_beta_win,params_CHTR_INTC_stop_loss,params_CHTR_INTC_trade_freq,params_CHTR_INTC_z_entry,params_CHTR_INTC_z_exit,params_CHTR_INTC_z_stop_scaler,params_CHTR_INTC_z_win,params_COST_INTC_beta_win,params_COST_INTC_stop_loss,params_COST_INTC_trade_freq,params_COST_INTC_z_entry,params_COST_INTC_z_exit,params_COST_INTC_z_stop_scaler,params_COST_INTC_z_win,params_CSX_INTC_beta_win,params_CSX_INTC_stop_loss,params_CSX_INTC_trade_freq,params_CSX_INTC_z_entry,params_CSX_INTC_z_exit,params_CSX_INTC_z_stop_scaler,params_CSX_INTC_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_FAST_INTC_beta_win,params_FAST_INTC_stop_loss,params_FAST_INTC_trade_freq,params_FAST_INTC_z_entry,params_FAST_INTC_z_exit,params_FAST_INTC_z_stop_scaler,params_FAST_INTC_z_win,params_GFS_INTC_beta_win,params_GFS_INTC_stop_loss,params_GFS_INTC_trade_freq,params_GFS_INTC_z_entry,params_GFS_INTC_z_exit,params_GFS_INTC_z_stop_scaler,params_GFS_INTC_z_win,params_INTC_PAYX_beta_win,params_INTC_PAYX_stop_loss,params_INTC_PAYX_trade_freq,params_INTC_PAYX_z_entry,params_INTC_PAYX_z_exit,params_INTC_PAYX_z_stop_scaler,params_INTC_PAYX_z_win,params_INTC_VRSK_beta_win,params_INTC_VRSK_stop_loss,params_INTC_VRSK_trade_freq,params_INTC_VRSK_z_entry,params_INTC_VRSK_z_exit,params_INTC_VRSK_z_stop_scaler,params_INTC_VRSK_z_win,params_buffer_capital,params_pairs_to_trade,state
130,130,5.867025195096909,2025-06-15 01:19:25.630659,2025-06-15 01:19:28.646902,0 days 00:00:03.016243,710.0,0.003,2m,1.0,3.5,1.9000000000000001,38.0,968.0,0.004,2m,4.0,3.0,1.2000000000000002,980.0,374.0,0.004,1m,2.5,1.0,1.1,96.0,528.0,0.002,2m,3.5,2.0,0.7,556.0,976.0,0.001,3m,1.5,2.0,2.0,908.0,,,,,,,,610,0.005,1m,2.0,3.5,1.7000000000000002,610,,,,,,,,,,,,,,,484.0,0.003,2m,3.0,3.0,1.5,502.0,0.3,7,COMPLETE
131,131,4.824179039201783,2025-06-15 01:19:28.695155,2025-06-15 01:19:31.749488,0 days 00:00:03.054333,886.0,0.004,4m,2.0,2.0,1.3,960.0,206.0,0.001,3m,4.0,2.5,0.7,958.0,250.0,0.004,1m,2.0,1.0,0.6,62.0,1020.0,0.002,1m,3.5,2.0,1.3,294.0,294.0,0.001,3m,2.5,2.0,0.8,948.0,,,,,,,,644,0.005,1m,1.5,1.5,2.0,92,,,,,,,,,,,,,,,578.0,0.004,4m,3.0,2.0,1.7000000000000002,680.0,0.35000000000000003,7,COMPLETE
132,132,6.196956550819794,2025-06-15 01:19:31.833034,2025-06-15 01:19:35.012522,0 days 00:00:03.179488,846.0,0.004,4m,2.5,2.0,1.5,912.0,218.0,0.001,3m,4.0,2.5,0.8,1004.0,260.0,0.004,1m,2.0,1.0,0.6,86.0,588.0,0.002,1m,3.5,2.0,1.4,332.0,384.0,0.002,3m,2.5,2.0,0.7,882.0,,,,,,,,584,0.005,1m,1.5,1.0,2.0,114,,,,,,,,,,,,,,,468.0,0.003,4m,3.0,3.0,1.7000000000000002,720.0,0.4,7,COMPLETE
133,133,-0.2549879300395366,2025-06-15 01:19:35.071514,2025-06-15 01:19:38.087616,0 days 00:00:03.016102,910.0,0.005,4m,1.5,2.0,1.4,882.0,274.0,0.001,3m,4.0,2.5,0.7,970.0,108.0,0.005,1m,2.0,1.0,0.5,34.0,788.0,0.003,1m,3.5,2.5,2.0,382.0,424.0,0.001,3m,3.0,2.0,0.7,970.0,,,,,,,,528,0.005,1m,1.5,1.5,1.9000000000000001,32,,,,,,,,,,,,,,,438.0,0.001,4m,3.0,3.0,1.2000000000000002,446.0,0.35000000000000003,7,COMPLETE
134,134,5.519502474837632,2025-06-15 01:19:38.139661,2025-06-15 01:19:40.655350,0 days 00:00:02.515689,230.0,0.004,4m,2.0,3.0,1.2000000000000002,856.0,784.0,0.002,3m,4.0,2.5,0.8,912.0,354.0,0.003,1m,1.5,1.5,0.6,120.0,,,,,,,,408.0,0.001,3m,2.0,2.5,0.6,998.0,,,,,,,,802,0.007,1m,2.0,2.5,2.0,82,,,,,,,,,,,,,,,514.0,0.002,4m,3.0,1.5,1.7000000000000002,746.0,0.3,6,COMPLETE
135,135,5.617787650124938,2025-06-15 01:19:40.713072,2025-06-15 01:19:44.130232,0 days 00:00:03.417160,782.0,0.007,1m,1.0,2.0,1.1,832.0,236.0,0.001,1m,4.0,4.0,0.6,946.0,426.0,0.004,3m,3.0,1.0,0.8,18.0,646.0,0.001,1m,3.0,1.0,1.5,68.0,916.0,0.002,3m,2.5,2.0,0.5,938.0,,,,,,,,618,0.004,3m,1.5,2.5,1.8,132,,,,,,,,710.0,0.004,2m,1.0,2.0,0.7,122.0,390.0,0.006,1m,2.5,3.0,1.8,964.0,0.35000000000000003,8,COMPLETE
136,136,-3.062792072117791,2025-06-15 01:19:44.222509,2025-06-15 01:19:48.685704,0 days 00:00:04.463195,192.0,0.006,1m,3.5,3.0,1.0,948.0,552.0,0.005,3m,4.0,4.0,0.5,850.0,288.0,0.005,1m,2.0,1.0,0.5,164.0,460.0,0.001,3m,3.5,2.0,1.2000000000000002,210.0,458.0,0.001,3m,2.0,4.0,0.6,822.0,588.0,0.004,2m,4.0,3.0,0.7,766.0,484,0.006,4m,2.0,2.5,0.7,52,434.0,0.007,3m,3.5,1.5,2.0,564.0,602.0,0.003,2m,3.5,1.5,1.1,1024.0,540.0,0.007,4m,1.5,2.5,1.1,918.0,0.2,10,COMPLETE
137,137,1.408387102490943,2025-06-15 01:19:48.761939,2025-06-15 01:19:51.033451,0 days 00:00:02.271512,432.0,0.003,4m,3.0,2.5,1.8,776.0,476.0,0.001,4m,4.0,1.0,0.9,1024.0,62.0,0.006,2m,2.0,1.5,1.0,76.0,,,,,,,,,,,,,,,,,,,,,,676,0.007,1m,1.0,2.0,1.4,68,,,,,,,,,,,,,,,488.0,0.008,3m,3.0,3.0,1.6,822.0,0.25,5,COMPLETE
138,138,6.487799390219174,2025-06-15 01:19:51.113360,2025-06-15 01:19:54.994943,0 days 00:00:03.881583,326.0,0.004,2m,1.5,1.5,1.2000000000000002,924.0,156.0,0.002,3m,3.0,3.0,0.7,988.0,314.0,0.005,1m,3.0,1.5,0.7,50.0,672.0,0.01,4m,3.0,2.0,0.6,264.0,486.0,0.002,3m,3.0,3.0,0.7,900.0,,,,,,,,556,0.008,2m,2.0,3.0,0.5,110,230.0,0.003,4m,3.0,3.5,1.8,800.0,458.0,0.009000000000000001,2m,4.0,2.5,2.0,528.0,256.0,0.003,3m,3.5,3.0,1.8,406.0,0.5,9,COMPLETE
139,139,2.990599348740996,2025-06-15 01:19:55.068866,2025-06-15 01:19:59.863592,0 days 00:00:04.794726,322.0,0.005,2m,1.5,1.5,1.7000000000000002,978.0,162.0,0.002,3m,3.0,3.0,0.5,998.0,320.0,0.005,1m,3.0,1.5,0.7,46.0,698.0,0.008,4m,3.0,2.0,0.6,262.0,496.0,0.003,3m,3.0,3.0,0.8,860.0,,,,,,,,824,0.008,2m,2.0,3.0,0.5,110,248.0,0.001,4m,3.0,3.5,1.8,814.0,454.0,0.009000000000000001,2m,4.0,2.5,2.0,564.0,252.0,0.002,3m,3.5,3.0,1.9000000000000001,408.0,0.5,9,COMPLETE
140,140,6.614131976696484,2025-06-15 01:19:59.988142,2025-06-15 01:20:05.776297,0 days 00:00:05.788155,490.0,0.008,2m,1.5,1.5,1.2000000000000002,332.0,80.0,0.003,4m,3.5,3.0,0.6,986.0,456.0,0.005,1m,3.0,1.5,0.9,106.0,666.0,0.007,4m,3.0,1.0,0.6,42.0,548.0,0.002,4m,3.0,3.0,1.9000000000000001,896.0,70.0,0.001,1m,3.0,4.0,1.0,1016.0,518,0.008,2m,2.0,4.0,0.5,166,316.0,0.003,4m,3.0,4.0,1.9000000000000001,866.0,474.0,0.008,2m,4.0,2.5,1.9000000000000001,520.0,178.0,0.005,3m,3.5,2.5,1.8,486.0,0.5,10,COMPLETE
141,141,7.242146593570896,2025-06-15 01:20:05.858316,2025-06-15 01:20:10.304704,0 days 00:00:04.446388,494.0,0.008,2m,1.5,1.5,1.2000000000000002,378.0,122.0,0.003,4m,2.5,3.0,0.6,988.0,472.0,0.005,1m,3.0,1.5,0.9,474.0,808.0,0.007,4m,3.0,1.0,0.6,36.0,538.0,0.002,4m,3.0,3.0,1.9000000000000001,900.0,48.0,0.001,1m,3.0,4.0,1.0,1022.0,558,0.008,2m,2.0,4.0,0.5,144,322.0,0.003,4m,3.0,4.0,1.9000000000000001,880.0,470.0,0.009000000000000001,2m,4.0,2.5,2.0,514.0,194.0,0.005,3m,4.0,2.5,1.8,454.0,0.5,10,COMPLETE
142,142,5.361977033309548,2025-06-15 01:20:10.370692,2025-06-15 01:20:14.839726,0 days 00:00:04.469034,578.0,0.008,2m,1.5,1.5,1.2000000000000002,366.0,120.0,0.003,4m,2.5,3.0,0.6,984.0,524.0,0.005,1m,3.0,1.5,0.9,690.0,814.0,0.007,4m,3.0,1.0,0.6,38.0,540.0,0.002,4m,3.0,3.0,1.9000000000000001,896.0,60.0,0.001,1m,2.5,4.0,1.0,1016.0,550,0.008,2m,2.0,4.0,0.6,236,310.0,0.003,4m,3.0,4.0,2.0,890.0,454.0,0.009000000000000001,2m,4.0,2.5,2.0,518.0,170.0,0.005,3m,3.5,2.5,1.8,384.0,0.5,10,COMPLETE
143,143,7.190123073141894,2025-06-15 01:20:14.930418,2025-06-15 01:20:19.696644,0 days 00:00:04.766226,488.0,0.008,2m,1.5,1.5,1.2000000000000002,340.0,84.0,0.003,4m,2.5,3.0,0.5,968.0,456.0,0.005,1m,3.0,1.5,0.8,106.0,844.0,0.01,4m,3.0,1.0,0.6,84.0,562.0,0.002,4m,3.0,3.0,1.8,920.0,20.0,0.001,1m,3.0,4.0,1.0,960.0,562,0.008,2m,2.0,4.0,0.5,166,236.0,0.003,4m,3.5,4.0,1.9000000000000001,854.0,502.0,0.007,2m,4.0,2.5,1.9000000000000001,670.0,208.0,0.005,3m,4.0,2.5,1.8,448.0,0.5,10,COMPLETE
144,144,4.604046021235499,2025-06-15 01:20:19.768108,2025-06-15 01:20:28.172533,0 days 00:00:08.404425,484.0,0.008,2m,1.5,1.5,1.2000000000000002,300.0,74.0,0.003,4m,2.5,3.0,0.6,1006.0,464.0,0.005,1m,3.0,1.5,0.8,494.0,844.0,0.01,4m,3.0,1.0,0.7,52.0,740.0,0.002,4m,3.0,3.0,1.8,920.0,22.0,0.001,1m,3.0,4.0,1.1,964.0,516,0.008,2m,2.0,4.0,0.5,206,238.0,0.003,4m,3.5,4.0,1.9000000000000001,972.0,482.0,0.007,2m,4.0,2.5,1.9000000000000001,668.0,196.0,0.005,3m,4.0,2.5,1.8,452.0,0.5,10,COMPLETE
145,145,6.316064195941737,2025-06-15 01:20:28.277375,2025-06-15 01:20:32.659606,0 days 00:00:04.382231,534.0,0.008,2m,1.5,1.5,1.1,264.0,92.0,0.003,4m,2.5,3.0,0.5,982.0,482.0,0.005,1m,3.0,1.5,0.7,364.0,880.0,0.01,4m,3.0,1.0,0.6,20.0,594.0,0.003,4m,3.0,3.0,1.9000000000000001,960.0,76.0,0.001,1m,2.5,4.0,1.0,950.0,566,0.009000000000000001,2m,2.0,4.0,0.6,176,180.0,0.002,4m,3.5,4.0,1.7000000000000002,862.0,564.0,0.008,2m,4.0,2.5,2.0,522.0,218.0,0.005,3m,3.5,2.5,1.7000000000000002,430.0,0.5,10,COMPLETE
146,146,4.71946004609647,2025-06-15 01:20:32.724976,2025-06-15 01:20:37.052028,0 days 00:00:04.327052,486.0,0.009000000000000001,2m,1.5,1.5,1.3,378.0,136.0,0.003,1m,3.0,3.0,0.6,942.0,560.0,0.006,2m,3.0,1.5,0.8,108.0,668.0,0.009000000000000001,4m,3.0,1.0,0.8,70.0,534.0,0.002,4m,3.5,3.0,1.9000000000000001,908.0,184.0,0.001,1m,3.0,4.0,1.2000000000000002,1020.0,544,0.008,2m,2.0,4.0,0.5,142,306.0,0.002,4m,3.5,4.0,1.8,810.0,524.0,0.007,2m,4.0,3.0,1.9000000000000001,472.0,110.0,0.004,3m,4.0,2.5,1.9000000000000001,400.0,0.5,10,COMPLETE
147,147,4.149693026278598,2025-06-15 01:20:37.103078,2025-06-15 01:20:41.594103,0 days 00:00:04.491025,428.0,0.008,2m,1.5,1.0,1.2000000000000002,328.0,58.0,0.004,4m,2.5,3.0,0.5,972.0,454.0,0.005,1m,3.0,1.5,0.8,140.0,626.0,0.01,4m,3.0,1.0,0.5,92.0,556.0,0.008,4m,3.0,3.0,1.7000000000000002,808.0,60.0,0.002,1m,3.5,4.0,0.9,960.0,492,0.008,2m,2.0,4.0,0.8,166,388.0,0.003,3m,4.0,4.0,1.9000000000000001,940.0,504.0,0.008,2m,4.0,2.5,1.8,588.0,154.0,0.005,3m,4.0,2.5,1.8,478.0,0.5,10,COMPLETE
148,148,5.347989209541582,2025-06-15 01:20:41.662956,2025-06-15 01:20:46.278840,0 days 00:00:04.615884,504.0,0.008,2m,1.5,1.5,1.1,466.0,102.0,0.004,2m,2.5,3.0,0.6,1006.0,496.0,0.006,1m,3.0,2.0,0.7,436.0,768.0,0.007,4m,3.0,1.0,0.6,28.0,618.0,0.002,4m,3.0,3.0,1.8,94.0,16.0,0.01,1m,3.0,3.5,1.9000000000000001,918.0,910,0.008,2m,2.0,4.0,0.6,194,86.0,0.004,4m,3.0,4.0,2.0,836.0,544.0,0.006,2m,4.0,2.5,2.0,456.0,182.0,0.005,3m,4.0,2.5,1.8,338.0,0.5,10,COMPLETE
149,149,-0.6894937421570536,2025-06-15 01:20:46.368718,2025-06-15 01:20:51.124711,0 days 00:00:04.755993,532.0,0.008,2m,1.5,1.5,1.2000000000000002,106.0,36.0,0.003,3m,3.0,3.0,0.7,1024.0,518.0,0.005,4m,3.0,1.5,0.9,200.0,740.0,0.006,4m,2.5,1.0,0.5,56.0,574.0,0.002,4m,3.0,3.0,2.0,850.0,108.0,0.006,1m,2.0,4.0,1.3,892.0,438,0.009000000000000001,2m,2.0,4.0,0.5,280,238.0,0.003,3m,3.0,3.5,1.9000000000000001,1022.0,482.0,0.007,3m,4.0,3.0,1.9000000000000001,534.0,210.0,0.005,1m,4.0,2.5,1.7000000000000002,458.0,0.5,10,COMPLETE
