,number,value,datetime_start,datetime_complete,duration,params_ADI_AMZN_beta_win,params_ADI_AMZN_stop_loss,params_ADI_AMZN_trade_freq,params_ADI_AMZN_z_entry,params_ADI_AMZN_z_exit,params_ADI_AMZN_z_stop_scaler,params_ADI_AMZN_z_win,params_AMZN_GOOG_beta_win,params_AMZN_GOOG_stop_loss,params_AMZN_GOOG_trade_freq,params_AMZN_GOOG_z_entry,params_AMZN_GOOG_z_exit,params_AMZN_GOOG_z_stop_scaler,params_AMZN_GOOG_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_ROST_beta_win,params_ASML_ROST_stop_loss,params_ASML_ROST_trade_freq,params_ASML_ROST_z_entry,params_ASML_ROST_z_exit,params_ASML_ROST_z_stop_scaler,params_ASML_ROST_z_win,params_ATVI_MCHP_beta_win,params_ATVI_MCHP_stop_loss,params_ATVI_MCHP_trade_freq,params_ATVI_MCHP_z_entry,params_ATVI_MCHP_z_exit,params_ATVI_MCHP_z_stop_scaler,params_ATVI_MCHP_z_win,params_BIIB_CMCSA_beta_win,params_BIIB_CMCSA_stop_loss,params_BIIB_CMCSA_trade_freq,params_BIIB_CMCSA_z_entry,params_BIIB_CMCSA_z_exit,params_BIIB_CMCSA_z_stop_scaler,params_BIIB_CMCSA_z_win,params_CPRT_ROST_beta_win,params_CPRT_ROST_stop_loss,params_CPRT_ROST_trade_freq,params_CPRT_ROST_z_entry,params_CPRT_ROST_z_exit,params_CPRT_ROST_z_stop_scaler,params_CPRT_ROST_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_KDP_MRNA_beta_win,params_KDP_MRNA_stop_loss,params_KDP_MRNA_trade_freq,params_KDP_MRNA_z_entry,params_KDP_MRNA_z_exit,params_KDP_MRNA_z_stop_scaler,params_KDP_MRNA_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_buffer_capital,params_pairs_to_trade,state
120,120,6.333379536669796,2025-06-15 00:53:47.481842,2025-06-15 00:53:50.857905,0 days 00:00:03.376063,410.0,0.004,4m,2.0,2.0,1.7000000000000002,68.0,,,,,,,,786,0.003,1m,4.0,3.5,0.8,742,,,,,,,,,,,,,,,764.0,0.001,2m,3.5,3.0,2.0,172.0,364.0,0.002,3m,2.0,3.0,0.7,516.0,482.0,0.002,3m,2.0,1.5,0.5,100.0,440.0,0.003,3m,1.5,3.0,1.0,750.0,914.0,0.008,4m,3.0,2.5,1.6,296.0,0.4,7,COMPLETE
121,121,10.19305314613194,2025-06-15 00:53:50.925905,2025-06-15 00:53:54.434661,0 days 00:00:03.508756,380.0,0.004,4m,2.0,2.5,1.4,82.0,,,,,,,,774,0.001,1m,3.5,4.0,0.7,968,,,,,,,,,,,,,,,576.0,0.002,2m,4.0,3.0,1.8,952.0,106.0,0.002,3m,2.0,3.0,0.6,604.0,298.0,0.002,3m,2.0,1.0,0.5,132.0,498.0,0.005,3m,1.0,3.0,0.7,622.0,898.0,0.009000000000000001,4m,1.0,4.0,1.5,104.0,0.3,7,COMPLETE
122,122,4.835763464600635,2025-06-15 00:53:54.496172,2025-06-15 00:53:57.953022,0 days 00:00:03.456850,494.0,0.004,4m,2.0,2.5,1.4,102.0,,,,,,,,812,0.001,1m,3.0,4.0,0.7,858,,,,,,,,,,,,,,,604.0,0.002,2m,4.0,3.0,1.8,104.0,80.0,0.002,3m,2.0,3.0,0.7,630.0,312.0,0.002,3m,2.0,1.0,0.5,138.0,500.0,0.005,2m,1.0,3.0,0.7,600.0,968.0,0.009000000000000001,4m,1.0,4.0,1.5,88.0,0.3,7,COMPLETE
123,123,2.4815185824218666,2025-06-15 00:53:58.033024,2025-06-15 00:54:01.518416,0 days 00:00:03.485392,396.0,0.006,4m,2.0,2.5,1.3,120.0,,,,,,,,742,0.002,1m,3.5,4.0,0.6,976,,,,,,,,,,,,,,,640.0,0.001,2m,4.0,4.0,1.9000000000000001,38.0,16.0,0.002,3m,1.5,3.0,0.6,666.0,284.0,0.003,3m,2.0,1.0,0.6,168.0,516.0,0.004,3m,3.5,3.0,0.6,568.0,936.0,0.009000000000000001,4m,1.0,4.0,1.5,142.0,0.35000000000000003,7,COMPLETE
124,124,1.099330916725672,2025-06-15 00:54:01.587930,2025-06-15 00:54:04.725869,0 days 00:00:03.137939,438.0,0.004,4m,2.0,2.0,1.5,30.0,,,,,,,,784,0.001,1m,3.5,4.0,0.7,1006,,,,,,,,,,,,,,,,,,,,,,550.0,0.001,3m,2.0,3.0,0.7,544.0,340.0,0.002,3m,1.5,1.0,0.5,204.0,540.0,0.006,3m,1.0,3.0,0.8,634.0,218.0,0.01,4m,1.0,4.0,1.7000000000000002,100.0,0.3,6,COMPLETE
125,125,6.571821529486574,2025-06-15 00:54:04.865943,2025-06-15 00:54:11.203430,0 days 00:00:06.337487,462.0,0.003,2m,2.0,2.5,1.2000000000000002,54.0,,,,,,,,846,0.001,1m,2.5,3.5,0.6,938,,,,,,,,,,,,,,,424.0,0.002,2m,1.0,3.5,1.6,84.0,60.0,0.003,3m,2.0,3.0,1.3,610.0,384.0,0.003,4m,2.0,1.0,0.6,72.0,456.0,0.002,3m,1.0,3.5,0.7,660.0,912.0,0.009000000000000001,1m,3.5,4.0,1.6,54.0,0.35000000000000003,7,COMPLETE
126,126,9.252147548180139,2025-06-15 00:54:11.306944,2025-06-15 00:54:17.370337,0 days 00:00:06.063393,340.0,0.005,4m,2.5,3.0,1.4,166.0,,,,,,,,888,0.002,1m,3.5,3.5,0.5,910,,,,,,,,86.0,0.005,1m,3.0,1.0,0.7,472.0,682.0,0.007,2m,4.0,4.0,1.7000000000000002,126.0,122.0,0.002,3m,2.5,3.0,0.6,564.0,258.0,0.002,3m,2.5,1.0,0.5,384.0,482.0,0.004,3m,1.0,1.5,0.6,702.0,988.0,0.008,4m,1.0,4.0,1.7000000000000002,76.0,0.3,8,COMPLETE
127,127,2.559866257310508,2025-06-15 00:54:17.464862,2025-06-15 00:54:20.956588,0 days 00:00:03.491726,510.0,0.003,4m,1.5,1.0,1.5,192.0,,,,,,,,768,0.001,1m,4.0,4.0,0.7,540,,,,,,,,,,,,,,,592.0,0.001,2m,4.0,4.0,1.8,192.0,36.0,0.002,3m,2.0,3.5,0.8,640.0,362.0,0.002,3m,2.0,2.5,0.6,294.0,528.0,0.002,1m,1.0,3.0,0.5,678.0,878.0,0.009000000000000001,4m,1.0,4.0,1.0,116.0,0.25,7,COMPLETE
128,128,10.245255590555077,2025-06-15 00:54:21.073114,2025-06-15 00:54:24.692368,0 days 00:00:03.619254,392.0,0.004,4m,2.0,1.5,1.4,78.0,,,,,,,,722,0.003,1m,3.5,4.0,0.9,876,,,,,,,,,,,,,,,536.0,0.001,2m,4.0,4.0,1.8,144.0,76.0,0.001,1m,2.5,3.0,0.7,502.0,316.0,0.003,3m,1.5,1.0,0.5,106.0,462.0,0.003,3m,1.0,2.5,0.6,886.0,832.0,0.009000000000000001,4m,1.0,4.0,1.6,154.0,0.35000000000000003,7,COMPLETE
129,129,3.547556561292959,2025-06-15 00:54:24.770429,2025-06-15 00:54:27.778619,0 days 00:00:03.008190,476.0,0.005,4m,2.0,2.0,1.8,142.0,,,,,,,,804,0.002,1m,4.0,3.5,0.8,958,,,,,,,,,,,,,,,,,,,,,,102.0,0.003,3m,2.0,3.0,0.5,606.0,410.0,0.002,3m,2.0,1.0,1.6,148.0,562.0,0.002,3m,1.0,3.0,0.7,820.0,958.0,0.008,4m,1.0,3.5,1.4,734.0,0.4,6,COMPLETE
130,130,1.6819502586059694,2025-06-15 00:54:27.827619,2025-06-15 00:54:31.421990,0 days 00:00:03.594371,436.0,0.004,4m,2.0,2.5,1.6,106.0,,,,,,,,698,0.006,4m,3.5,4.0,0.6,980,,,,,,,,,,,,,,,720.0,0.006,2m,3.5,2.0,1.9000000000000001,88.0,46.0,0.002,4m,2.0,2.5,0.8,672.0,644.0,0.002,3m,2.0,1.0,0.7,62.0,378.0,0.004,3m,4.0,3.0,0.5,540.0,932.0,0.01,4m,1.5,4.0,1.7000000000000002,96.0,0.35000000000000003,7,COMPLETE
131,131,11.004920233179996,2025-06-15 00:54:31.505505,2025-06-15 00:54:35.005314,0 days 00:00:03.499809,494.0,0.003,4m,2.0,2.0,1.5,42.0,,,,,,,,758,0.003,1m,4.0,3.5,0.6,844,,,,,,,,,,,,,,,630.0,0.002,2m,4.0,4.0,1.7000000000000002,156.0,116.0,0.003,3m,2.5,3.0,0.8,622.0,182.0,0.002,3m,1.5,1.0,0.6,90.0,422.0,0.002,3m,1.0,3.0,0.7,662.0,898.0,0.009000000000000001,4m,1.0,4.0,1.6,116.0,0.4,7,COMPLETE
132,132,10.278056325470763,2025-06-15 00:54:35.079827,2025-06-15 00:54:38.520165,0 days 00:00:03.440338,416.0,0.003,4m,2.0,2.0,1.5,32.0,,,,,,,,832,0.003,1m,4.0,3.5,0.6,810,,,,,,,,,,,,,,,626.0,0.003,2m,4.0,4.0,1.7000000000000002,166.0,138.0,0.002,3m,2.5,3.0,0.7,622.0,170.0,0.002,3m,1.5,1.0,0.5,118.0,426.0,0.002,3m,1.0,3.0,0.7,624.0,894.0,0.009000000000000001,4m,1.0,4.0,1.5,130.0,0.4,7,COMPLETE
133,133,8.211416832386305,2025-06-15 00:54:38.628675,2025-06-15 00:54:42.666953,0 days 00:00:04.038278,558.0,0.003,4m,2.0,2.0,1.5,62.0,,,,,,,,752,0.003,1m,4.0,3.5,0.5,828,,,,,,,,360.0,0.007,2m,1.5,2.5,1.4,838.0,668.0,0.002,2m,4.0,4.0,1.8,108.0,64.0,0.003,3m,2.5,3.0,0.8,586.0,338.0,0.002,3m,1.5,1.0,0.6,32.0,404.0,0.001,3m,1.0,3.0,0.8,598.0,916.0,0.009000000000000001,4m,1.0,4.0,1.6,50.0,0.4,8,COMPLETE
134,134,8.942911237877675,2025-06-15 00:54:42.759466,2025-06-15 00:54:46.489370,0 days 00:00:03.729904,490.0,0.003,4m,2.0,2.0,1.4,18.0,,,,,,,,792,0.002,1m,4.0,3.5,0.7,782,,,,,,,,,,,,,,,512.0,0.001,2m,4.0,4.0,1.7000000000000002,50.0,468.0,0.002,3m,2.5,3.0,0.9,574.0,290.0,0.003,3m,2.0,1.0,0.5,190.0,504.0,0.002,3m,1.0,3.0,0.7,332.0,944.0,0.009000000000000001,4m,1.0,4.0,1.6,70.0,0.35000000000000003,7,COMPLETE
135,135,9.074970874086175,2025-06-15 00:54:46.572886,2025-06-15 00:54:50.178036,0 days 00:00:03.605150,360.0,0.004,4m,2.0,1.5,1.6,88.0,,,,,,,,870,0.003,1m,4.0,4.0,0.6,840,,,,,,,,,,,,,,,548.0,0.002,2m,4.0,4.0,1.8,148.0,34.0,0.005,3m,2.0,3.0,0.6,694.0,234.0,0.001,2m,1.5,1.0,0.6,140.0,476.0,0.003,3m,1.0,3.0,0.6,644.0,978.0,0.005,2m,1.0,4.0,1.7000000000000002,30.0,0.35000000000000003,7,COMPLETE
136,136,9.408120672046582,2025-06-15 00:54:50.257527,2025-06-15 00:54:53.150268,0 days 00:00:02.892741,522.0,0.003,4m,2.0,2.0,1.6,48.0,,,,,,,,818,0.002,1m,4.0,3.5,0.7,860,,,,,,,,,,,,,,,,,,,,,,82.0,0.006,3m,2.5,3.0,0.8,116.0,380.0,0.004,3m,2.0,1.0,0.5,96.0,436.0,0.005,3m,1.0,3.5,0.6,578.0,862.0,0.01,4m,1.0,4.0,1.5,168.0,0.35000000000000003,6,COMPLETE
137,137,-100.0,2025-06-15 00:54:53.217298,2025-06-15 00:54:53.937430,0 days 00:00:00.720132,,,,,,,,,,,,,,,738,0.003,1m,3.5,4.0,0.5,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,1,COMPLETE
138,138,2.3246704435852608,2025-06-15 00:54:54.021955,2025-06-15 00:54:57.822261,0 days 00:00:03.800306,454.0,0.004,4m,1.5,2.5,1.3,310.0,,,,,,,,772,0.002,1m,3.5,3.5,0.6,928,,,,,,,,,,,,,,,570.0,0.001,4m,4.0,3.5,1.6,190.0,118.0,0.003,3m,2.0,3.0,0.7,550.0,264.0,0.002,1m,2.0,1.5,0.6,168.0,338.0,0.001,4m,1.0,3.0,0.5,662.0,894.0,0.009000000000000001,4m,1.0,4.0,1.9000000000000001,584.0,0.35000000000000003,7,COMPLETE
139,139,7.087771503468317,2025-06-15 00:54:57.897632,2025-06-15 00:55:01.780201,0 days 00:00:03.882569,384.0,0.003,4m,2.5,1.5,1.5,416.0,,,,,,,,848,0.001,3m,3.5,4.0,0.7,792,,,,,,,,,,,,,,,766.0,0.002,2m,4.0,4.0,1.9000000000000001,118.0,212.0,0.002,3m,2.0,3.0,0.9,658.0,402.0,0.003,3m,2.0,1.0,0.7,944.0,498.0,0.002,3m,1.0,2.5,0.7,694.0,956.0,0.006,3m,1.0,4.0,1.8,116.0,0.4,7,COMPLETE
140,140,8.714396399216733,2025-06-15 00:55:01.839200,2025-06-15 00:55:04.900592,0 days 00:00:03.061392,536.0,0.004,1m,2.0,1.0,1.4,128.0,,,,,,,,804,0.003,1m,4.0,3.5,0.6,954,,,,,,,,,,,,,,,,,,,,,,170.0,0.002,3m,2.5,3.5,0.7,464.0,310.0,0.002,3m,2.5,1.0,0.5,224.0,450.0,0.003,3m,1.5,3.0,0.9,612.0,850.0,0.008,4m,1.0,2.5,1.7000000000000002,204.0,0.35000000000000003,6,COMPLETE
141,141,10.716318748866897,2025-06-15 00:55:04.970134,2025-06-15 00:55:08.678331,0 days 00:00:03.708197,488.0,0.002,4m,2.0,2.0,1.5,40.0,,,,,,,,786,0.004,1m,4.0,3.5,0.6,838,,,,,,,,,,,,,,,988.0,0.002,2m,4.0,4.0,1.7000000000000002,170.0,112.0,0.003,3m,4.0,3.0,0.8,714.0,192.0,0.002,3m,1.5,1.0,0.6,86.0,426.0,0.002,3m,1.0,3.0,0.7,676.0,964.0,0.009000000000000001,4m,1.0,3.5,1.6,108.0,0.4,7,COMPLETE
142,142,6.777016890790701,2025-06-15 00:55:08.766850,2025-06-15 00:55:12.511672,0 days 00:00:03.744822,470.0,0.002,4m,2.0,2.0,1.5,74.0,,,,,,,,832,0.004,1m,4.0,3.5,0.7,874,,,,,,,,,,,,,,,650.0,0.001,2m,4.0,4.0,1.7000000000000002,88.0,98.0,0.003,3m,3.0,3.0,0.8,638.0,188.0,0.002,3m,1.5,1.0,0.5,78.0,402.0,0.002,3m,1.0,3.0,0.7,708.0,924.0,0.009000000000000001,4m,1.0,3.0,1.6,94.0,0.4,7,COMPLETE
143,143,6.369552751539476,2025-06-15 00:55:12.597185,2025-06-15 00:55:16.306788,0 days 00:00:03.709603,496.0,0.002,4m,2.0,2.0,1.7000000000000002,50.0,,,,,,,,782,0.003,1m,4.0,3.5,0.6,838,,,,,,,,,,,,,,,700.0,0.002,2m,4.0,4.0,1.8,160.0,48.0,0.003,3m,4.0,3.0,0.7,724.0,124.0,0.001,3m,1.5,1.0,0.6,58.0,178.0,0.001,3m,1.0,3.0,0.6,632.0,1004.0,0.009000000000000001,4m,1.0,4.0,1.6,76.0,0.35000000000000003,7,COMPLETE
144,144,9.703084214816789,2025-06-15 00:55:16.396313,2025-06-15 00:55:20.593881,0 days 00:00:04.197568,434.0,0.003,4m,2.0,2.0,1.5,506.0,,,,,,,,820,0.002,1m,4.0,3.5,0.5,812,,,,,,,,188.0,0.004,4m,2.5,1.0,1.9000000000000001,614.0,616.0,0.001,2m,4.0,4.0,1.7000000000000002,134.0,16.0,0.002,3m,4.0,3.0,0.6,684.0,352.0,0.002,3m,1.5,1.0,0.7,122.0,468.0,0.002,3m,1.0,3.0,0.8,674.0,968.0,0.009000000000000001,4m,1.0,4.0,1.7000000000000002,146.0,0.4,8,COMPLETE
145,145,2.9623615721730316,2025-06-15 00:55:20.686416,2025-06-15 00:55:24.484762,0 days 00:00:03.798346,410.0,0.003,4m,2.0,2.0,1.6,116.0,,,,,,,,758,0.001,1m,3.5,3.5,0.6,890,,,,,,,,,,,,,,,986.0,0.004,2m,2.5,4.0,1.6,606.0,156.0,0.004,3m,3.5,3.0,0.8,620.0,428.0,0.003,3m,1.0,1.0,0.6,92.0,536.0,0.003,2m,1.0,3.0,0.6,652.0,938.0,0.008,4m,1.0,3.5,1.5,50.0,0.35000000000000003,7,COMPLETE
146,146,8.200591778291491,2025-06-15 00:55:24.537764,2025-06-15 00:55:28.237795,0 days 00:00:03.700031,452.0,0.004,3m,2.0,2.5,1.4,92.0,,,,,,,,870,0.003,1m,4.0,4.0,0.6,860,,,,,,,,,,,,,,,990.0,0.002,2m,4.0,3.5,1.9000000000000001,64.0,62.0,0.002,3m,2.0,3.0,0.7,596.0,330.0,0.001,3m,2.0,1.0,0.5,40.0,432.0,0.002,3m,1.0,2.5,0.7,1024.0,908.0,0.009000000000000001,4m,1.0,4.0,1.6,114.0,0.35000000000000003,7,COMPLETE
147,147,1.517357621059945,2025-06-15 00:55:28.299308,2025-06-15 00:55:31.857511,0 days 00:00:03.558203,480.0,0.004,4m,2.0,1.5,1.7000000000000002,962.0,,,,,,,,904,0.002,1m,4.0,4.0,1.7000000000000002,906,,,,,,,,,,,,,,,676.0,0.001,3m,4.0,4.0,1.8,224.0,86.0,0.003,2m,2.0,3.0,0.9,526.0,372.0,0.003,2m,1.5,1.0,0.5,140.0,372.0,0.002,3m,1.0,3.0,0.6,684.0,982.0,0.01,4m,1.0,4.0,1.6,88.0,0.4,7,COMPLETE
148,148,4.723277172375471,2025-06-15 00:55:31.934023,2025-06-15 00:55:35.087603,0 days 00:00:03.153580,312.0,0.01,4m,2.0,2.0,1.5,34.0,,,,,,,,796,0.004,1m,3.5,4.0,0.8,840,,,,,,,,,,,,,,,,,,,,,,126.0,0.001,3m,2.5,3.0,0.7,500.0,282.0,0.002,3m,2.0,1.0,0.6,18.0,514.0,0.003,3m,1.0,3.5,0.5,732.0,876.0,0.009000000000000001,4m,1.0,4.0,1.7000000000000002,36.0,0.35000000000000003,6,COMPLETE
149,149,6.376597311749569,2025-06-15 00:55:35.175609,2025-06-15 00:55:39.317238,0 days 00:00:04.141629,516.0,0.002,2m,2.0,3.0,1.6,154.0,,,,,,,,726,0.006,1m,3.5,3.5,0.7,872,,,,,,,,728.0,0.003,1m,4.0,1.5,1.7000000000000002,736.0,712.0,0.003,2m,4.0,4.0,1.7000000000000002,186.0,36.0,0.002,3m,2.0,2.5,0.6,424.0,252.0,0.004,4m,2.0,1.5,0.8,112.0,486.0,0.001,3m,1.0,3.0,0.8,550.0,946.0,0.008,1m,1.5,4.0,1.8,132.0,0.4,8,COMPLETE
