,number,value,datetime_start,datetime_complete,duration,params_ADI_AMZN_beta_win,params_ADI_AMZN_stop_loss,params_ADI_AMZN_trade_freq,params_ADI_AMZN_z_entry,params_ADI_AMZN_z_exit,params_ADI_AMZN_z_stop_scaler,params_ADI_AMZN_z_win,params_ANSS_GOOGL_beta_win,params_ANSS_GOOGL_stop_loss,params_ANSS_GOOGL_trade_freq,params_ANSS_GOOGL_z_entry,params_ANSS_GOOGL_z_exit,params_ANSS_GOOGL_z_stop_scaler,params_ANSS_GOOGL_z_win,params_ASML_ROST_beta_win,params_ASML_ROST_stop_loss,params_ASML_ROST_trade_freq,params_ASML_ROST_z_entry,params_ASML_ROST_z_exit,params_ASML_ROST_z_stop_scaler,params_ASML_ROST_z_win,params_BIIB_CMCSA_beta_win,params_BIIB_CMCSA_stop_loss,params_BIIB_CMCSA_trade_freq,params_BIIB_CMCSA_z_entry,params_BIIB_CMCSA_z_exit,params_BIIB_CMCSA_z_stop_scaler,params_BIIB_CMCSA_z_win,params_BIIB_MTCH_beta_win,params_BIIB_MTCH_stop_loss,params_BIIB_MTCH_trade_freq,params_BIIB_MTCH_z_entry,params_BIIB_MTCH_z_exit,params_BIIB_MTCH_z_stop_scaler,params_BIIB_MTCH_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MTCH_OKTA_beta_win,params_MTCH_OKTA_stop_loss,params_MTCH_OKTA_trade_freq,params_MTCH_OKTA_z_entry,params_MTCH_OKTA_z_exit,params_MTCH_OKTA_z_stop_scaler,params_MTCH_OKTA_z_win,params_MTCH_SWKS_beta_win,params_MTCH_SWKS_stop_loss,params_MTCH_SWKS_trade_freq,params_MTCH_SWKS_z_entry,params_MTCH_SWKS_z_exit,params_MTCH_SWKS_z_stop_scaler,params_MTCH_SWKS_z_win,params_MTCH_ZM_beta_win,params_MTCH_ZM_stop_loss,params_MTCH_ZM_trade_freq,params_MTCH_ZM_z_entry,params_MTCH_ZM_z_exit,params_MTCH_ZM_z_stop_scaler,params_MTCH_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
123,123,8.31783759009159,2025-06-15 00:49:06.046545,2025-06-15 00:49:09.604060,0 days 00:00:03.557515,498.0,0.003,3m,3.5,3.0,1.1,676.0,976.0,0.003,1m,2.5,3.5,0.9,878.0,,,,,,,,,,,,,,,630.0,0.007,4m,2.0,3.0,1.5,858.0,,,,,,,,568.0,0.002,3m,1.0,2.5,1.2000000000000002,570.0,312.0,0.004,2m,3.0,1.0,1.5,372.0,488.0,0.005,2m,1.5,1.5,1.1,698.0,244,0.009000000000000001,2m,2.5,1.5,1.8,482,0.35000000000000003,7,COMPLETE
124,124,-5.176629939604258,2025-06-15 00:49:09.681060,2025-06-15 00:49:13.385344,0 days 00:00:03.704284,466.0,0.002,2m,1.0,3.0,1.0,640.0,920.0,0.001,1m,2.5,3.5,0.8,818.0,,,,,,,,,,,,,,,676.0,0.008,4m,2.5,3.0,1.6,870.0,,,,,,,,644.0,0.01,3m,3.5,3.0,0.6,472.0,378.0,0.002,2m,2.5,1.0,1.3,148.0,412.0,0.006,2m,1.5,2.0,1.1,800.0,92,0.009000000000000001,2m,2.5,1.5,1.7000000000000002,362,0.35000000000000003,7,COMPLETE
125,125,5.443022151029568,2025-06-15 00:49:13.450856,2025-06-15 00:49:17.266995,0 days 00:00:03.816139,400.0,0.004,3m,1.5,3.0,1.2000000000000002,732.0,572.0,0.001,1m,2.5,2.0,0.7,862.0,,,,,,,,,,,,,,,508.0,0.006,4m,3.5,4.0,1.5,34.0,,,,,,,,700.0,0.001,3m,2.0,3.0,0.5,422.0,342.0,0.004,2m,3.0,1.0,1.1,230.0,540.0,0.007,2m,2.0,2.5,1.9000000000000001,766.0,172,0.009000000000000001,2m,2.5,2.5,1.9000000000000001,234,0.4,7,COMPLETE
126,126,4.86662616482587,2025-06-15 00:49:17.364015,2025-06-15 00:49:20.530430,0 days 00:00:03.166415,426.0,0.003,3m,2.0,3.5,1.1,546.0,940.0,0.002,3m,2.5,1.0,0.9,934.0,,,,,,,,,,,,,,,470.0,0.008,1m,3.5,3.0,1.4,104.0,,,,,,,,534.0,0.002,2m,3.5,2.5,1.0,38.0,224.0,0.009000000000000001,2m,2.5,1.0,1.2000000000000002,268.0,,,,,,,,156,0.008,2m,4.0,2.0,1.6,524,0.3,6,COMPLETE
127,127,4.92076767398969,2025-06-15 00:49:20.623945,2025-06-15 00:49:24.408204,0 days 00:00:03.784259,378.0,0.003,3m,1.0,3.0,1.3,994.0,1010.0,0.003,1m,3.0,2.0,0.8,894.0,,,,,,,,,,,,,,,568.0,0.007,1m,3.0,4.0,1.6,266.0,,,,,,,,672.0,0.002,2m,3.5,3.0,1.2000000000000002,400.0,194.0,0.006,2m,4.0,1.0,0.7,192.0,440.0,0.009000000000000001,2m,1.5,2.0,1.2000000000000002,724.0,108,0.009000000000000001,2m,1.5,1.5,2.0,180,0.35000000000000003,7,COMPLETE
128,128,4.387931152597207,2025-06-15 00:49:24.493216,2025-06-15 00:49:28.080415,0 days 00:00:03.587199,516.0,0.003,3m,1.0,3.5,0.9,588.0,530.0,0.001,4m,2.5,1.5,0.8,780.0,,,,,,,,,,,,,,,84.0,0.007,1m,2.0,2.5,1.5,182.0,,,,,,,,476.0,0.003,3m,4.0,2.5,1.3,50.0,262.0,0.003,2m,3.5,1.0,1.6,94.0,480.0,0.006,4m,1.5,1.5,1.7000000000000002,602.0,208,0.01,2m,3.0,2.5,1.6,684,0.5,7,COMPLETE
129,129,8.374956499685553,2025-06-15 00:49:28.152926,2025-06-15 00:49:31.852144,0 days 00:00:03.699218,580.0,0.002,3m,1.5,4.0,1.0,668.0,962.0,0.001,1m,2.0,2.0,0.9,90.0,,,,,,,,,,,,,,,448.0,0.006,1m,3.0,3.0,1.7000000000000002,624.0,,,,,,,,616.0,0.003,2m,2.5,3.0,0.7,446.0,280.0,0.003,2m,3.0,1.5,0.6,344.0,524.0,0.01,2m,1.5,3.0,1.0,656.0,76,0.008,2m,1.0,1.5,1.3,550,0.35000000000000003,7,COMPLETE
130,130,9.061178427636637,2025-06-15 00:49:31.940665,2025-06-15 00:49:36.001703,0 days 00:00:04.061038,446.0,0.004,4m,1.0,3.0,0.9,694.0,698.0,0.002,2m,3.0,1.0,0.7,994.0,,,,,,,,722.0,0.006,2m,2.0,4.0,1.5,438.0,540.0,0.009000000000000001,1m,2.5,3.5,1.4,218.0,,,,,,,,742.0,0.002,2m,3.0,3.0,0.6,266.0,580.0,0.005,4m,3.5,1.0,0.7,304.0,330.0,0.008,2m,2.0,2.5,1.5,556.0,40,0.009000000000000001,2m,2.5,2.0,1.7000000000000002,664,0.3,8,COMPLETE
131,131,7.1915888558892584,2025-06-15 00:49:36.073220,2025-06-15 00:49:40.139091,0 days 00:00:04.065871,436.0,0.004,4m,1.0,3.0,1.1,700.0,696.0,0.002,2m,3.0,1.0,0.7,994.0,,,,,,,,676.0,0.006,2m,2.0,4.0,1.5,466.0,550.0,0.009000000000000001,1m,2.5,3.5,1.4,218.0,,,,,,,,718.0,0.002,2m,2.5,3.0,0.6,278.0,588.0,0.005,4m,3.5,1.0,0.7,286.0,370.0,0.008,2m,2.0,2.5,1.5,558.0,44,0.009000000000000001,2m,2.5,2.0,1.7000000000000002,660,0.3,8,COMPLETE
132,132,10.069552453011132,2025-06-15 00:49:40.242602,2025-06-15 00:49:44.325245,0 days 00:00:04.082643,458.0,0.004,4m,1.0,3.0,0.9,654.0,666.0,0.002,2m,3.0,1.0,0.7,944.0,,,,,,,,742.0,0.006,2m,2.5,4.0,1.6,610.0,580.0,0.009000000000000001,1m,2.5,4.0,1.4,150.0,,,,,,,,656.0,0.002,2m,3.0,3.0,0.6,370.0,170.0,0.005,4m,3.5,1.0,1.8,316.0,398.0,0.007,2m,2.0,2.5,1.6,614.0,26,0.009000000000000001,2m,2.5,2.0,1.7000000000000002,714,0.3,8,COMPLETE
133,133,10.88139218481529,2025-06-15 00:49:44.415263,2025-06-15 00:49:48.951801,0 days 00:00:04.536538,460.0,0.004,4m,1.0,3.0,0.9,652.0,666.0,0.003,2m,3.0,1.0,0.7,950.0,706.0,0.003,4m,1.5,1.5,1.8,610.0,752.0,0.006,2m,2.5,4.0,1.6,610.0,586.0,0.009000000000000001,1m,2.5,3.5,1.3,158.0,,,,,,,,744.0,0.002,2m,3.0,4.0,0.6,306.0,162.0,0.005,4m,3.5,1.0,1.8,318.0,324.0,0.008,2m,2.0,2.5,1.5,510.0,20,0.009000000000000001,2m,2.5,2.0,1.7000000000000002,782,0.3,9,COMPLETE
134,134,9.856783569820916,2025-06-15 00:49:49.022320,2025-06-15 00:49:53.590649,0 days 00:00:04.568329,464.0,0.006,4m,1.0,3.0,0.9,624.0,668.0,0.003,2m,3.0,1.0,0.7,942.0,706.0,0.003,4m,1.5,1.5,1.8,550.0,774.0,0.007,2m,2.5,3.5,1.7000000000000002,614.0,608.0,0.01,1m,2.5,3.0,1.3,804.0,,,,,,,,878.0,0.003,2m,3.0,4.0,0.5,374.0,160.0,0.006,4m,4.0,1.0,1.6,328.0,396.0,0.009000000000000001,2m,2.0,2.5,1.6,756.0,20,0.008,2m,2.5,2.0,1.6,782,0.3,9,COMPLETE
135,135,4.768440296403334,2025-06-15 00:49:53.659160,2025-06-15 00:49:58.225323,0 days 00:00:04.566163,414.0,0.006,4m,3.0,3.0,0.9,612.0,670.0,0.003,2m,3.0,1.0,0.7,942.0,688.0,0.003,4m,1.5,1.5,1.8,638.0,790.0,0.007,2m,2.5,3.5,1.7000000000000002,616.0,604.0,0.01,1m,2.5,4.0,1.2000000000000002,1006.0,,,,,,,,854.0,0.003,2m,3.0,4.0,0.5,366.0,122.0,0.006,4m,4.0,1.0,1.9000000000000001,380.0,388.0,0.009000000000000001,2m,2.0,2.5,1.6,456.0,30,0.008,2m,2.5,2.0,1.6,778,0.3,9,COMPLETE
136,136,7.815233347506403,2025-06-15 00:49:58.303328,2025-06-15 00:50:05.828680,0 days 00:00:07.525352,472.0,0.007,4m,1.0,3.0,0.9,570.0,648.0,0.003,2m,3.0,1.0,0.6,956.0,698.0,0.004,4m,1.5,1.5,1.4,522.0,826.0,0.008,2m,2.5,3.5,1.6,598.0,574.0,0.01,1m,2.5,3.0,1.3,168.0,,,,,,,,944.0,0.003,2m,3.0,4.0,0.5,336.0,148.0,0.006,4m,4.0,1.0,1.8,424.0,356.0,0.009000000000000001,2m,2.0,3.0,1.4,508.0,20,0.008,2m,2.5,2.0,1.5,790,0.3,9,COMPLETE
137,137,6.275467229895691,2025-06-15 00:50:05.941701,2025-06-15 00:50:12.979431,0 days 00:00:07.037730,390.0,0.006,4m,1.5,3.0,0.7,646.0,608.0,0.003,2m,3.0,1.0,0.7,910.0,546.0,0.002,4m,2.0,2.0,1.8,540.0,754.0,0.007,2m,2.5,4.0,1.7000000000000002,532.0,588.0,0.01,1m,2.5,3.5,1.3,792.0,,,,,,,,910.0,0.003,2m,3.0,4.0,0.6,324.0,174.0,0.006,4m,4.0,1.0,1.9000000000000001,326.0,320.0,0.009000000000000001,2m,2.0,2.5,1.6,804.0,64,0.008,1m,2.5,2.0,1.6,742,0.3,9,COMPLETE
138,138,3.9046344790537013,2025-06-15 00:50:13.059951,2025-06-15 00:50:18.112471,0 days 00:00:05.052520,494.0,0.006,4m,2.0,3.0,0.9,632.0,638.0,0.004,2m,3.0,4.0,0.7,924.0,804.0,0.006,4m,2.0,2.0,1.9000000000000001,778.0,636.0,0.006,2m,2.5,4.0,1.6,668.0,658.0,0.009000000000000001,1m,2.5,2.5,1.2000000000000002,718.0,616.0,0.005,4m,2.5,2.5,1.3,500.0,820.0,0.003,2m,3.0,4.0,0.6,298.0,162.0,0.005,4m,2.5,1.0,1.7000000000000002,364.0,250.0,0.01,2m,2.5,2.5,1.5,758.0,92,0.01,2m,2.5,2.0,1.8,870,0.25,10,COMPLETE
139,139,10.537968601006133,2025-06-15 00:50:18.197985,2025-06-15 00:50:22.611998,0 days 00:00:04.414013,450.0,0.005,4m,1.0,3.0,0.8,534.0,664.0,0.003,2m,3.5,1.0,0.6,964.0,612.0,0.004,4m,1.0,1.0,1.6,768.0,680.0,0.005,2m,2.5,4.0,1.8,640.0,696.0,0.009000000000000001,1m,3.0,3.0,1.3,818.0,,,,,,,,688.0,0.004,4m,2.5,4.0,0.5,372.0,204.0,0.005,4m,4.0,1.0,1.8,394.0,414.0,0.009000000000000001,3m,2.5,1.0,1.6,776.0,54,0.007,2m,2.5,2.0,1.5,826,0.3,9,COMPLETE
140,140,2.7475889301417498,2025-06-15 00:50:22.674515,2025-06-15 00:50:27.196141,0 days 00:00:04.521626,66.0,0.005,4m,1.0,3.0,0.8,556.0,668.0,0.003,2m,3.5,1.0,0.6,970.0,596.0,0.004,4m,1.0,1.0,1.6,774.0,694.0,0.006,2m,2.5,4.0,1.8,650.0,706.0,0.009000000000000001,2m,3.0,4.0,1.3,940.0,,,,,,,,972.0,0.004,4m,2.0,4.0,0.5,380.0,206.0,0.005,4m,4.0,1.0,1.8,398.0,404.0,0.007,3m,2.5,1.0,1.6,848.0,18,0.006,2m,2.5,2.0,1.5,818,0.3,9,COMPLETE
141,141,8.85412290068861,2025-06-15 00:50:27.295661,2025-06-15 00:50:31.761073,0 days 00:00:04.465412,460.0,0.006,4m,1.0,3.0,0.8,532.0,590.0,0.003,2m,3.5,1.0,0.6,946.0,436.0,0.002,4m,1.5,1.5,1.8,592.0,776.0,0.005,2m,2.5,4.0,1.9000000000000001,686.0,618.0,0.009000000000000001,1m,3.0,3.0,1.2000000000000002,796.0,,,,,,,,908.0,0.003,4m,2.5,4.0,0.5,352.0,948.0,0.005,4m,4.0,1.0,1.8,352.0,456.0,0.009000000000000001,3m,2.0,1.0,1.5,768.0,62,0.007,2m,2.5,2.0,1.4,866,0.3,9,COMPLETE
142,142,4.726115549417208,2025-06-15 00:50:31.826594,2025-06-15 00:50:36.316184,0 days 00:00:04.489590,404.0,0.005,4m,1.0,3.0,0.9,588.0,724.0,0.003,2m,3.5,1.0,0.8,1016.0,754.0,0.004,4m,1.0,1.0,1.6,850.0,564.0,0.007,2m,3.0,3.5,1.7000000000000002,744.0,644.0,0.01,1m,4.0,3.0,1.3,832.0,,,,,,,,774.0,0.003,4m,3.0,4.0,0.6,356.0,176.0,0.005,4m,4.0,1.0,1.7000000000000002,470.0,428.0,0.009000000000000001,3m,2.5,1.0,1.6,786.0,48,0.008,2m,2.5,2.0,1.6,124,0.3,9,COMPLETE
143,143,7.021832530902034,2025-06-15 00:50:36.392205,2025-06-15 00:50:41.404966,0 days 00:00:05.012761,432.0,0.006,4m,1.0,3.0,0.8,480.0,688.0,0.004,2m,3.0,1.0,0.7,902.0,614.0,0.002,4m,1.5,1.5,1.4,722.0,862.0,0.005,2m,2.0,4.0,1.8,608.0,732.0,0.009000000000000001,1m,3.0,3.0,1.3,898.0,384.0,0.01,3m,2.0,2.0,0.5,16.0,682.0,0.004,4m,3.0,4.0,0.7,422.0,238.0,0.006,4m,4.0,1.0,1.9000000000000001,326.0,366.0,0.009000000000000001,3m,3.0,2.5,1.4,688.0,78,0.007,2m,2.5,2.0,1.5,822,0.25,10,COMPLETE
144,144,13.813932859830151,2025-06-15 00:50:41.471484,2025-06-15 00:50:45.939888,0 days 00:00:04.468404,350.0,0.003,4m,2.5,3.0,0.7,610.0,638.0,0.002,2m,3.5,1.0,0.6,876.0,884.0,0.006,4m,2.0,2.0,1.9000000000000001,432.0,482.0,0.004,2m,3.0,3.5,1.6,820.0,678.0,0.01,1m,2.5,3.0,1.4,496.0,,,,,,,,298.0,0.001,2m,2.5,4.0,0.5,440.0,46.0,0.005,4m,3.5,1.0,1.6,306.0,420.0,0.008,2m,2.0,2.5,1.6,746.0,118,0.008,2m,3.0,2.0,1.6,758,0.3,9,COMPLETE
145,145,9.41290536937158,2025-06-15 00:50:46.016893,2025-06-15 00:50:50.715300,0 days 00:00:04.698407,294.0,0.003,4m,2.5,3.0,0.7,454.0,638.0,0.002,2m,3.5,1.0,0.6,882.0,896.0,0.006,4m,2.0,2.0,1.9000000000000001,462.0,464.0,0.004,2m,2.5,3.5,1.6,832.0,708.0,0.01,1m,3.0,3.0,1.4,610.0,,,,,,,,322.0,0.001,2m,2.5,4.0,0.5,430.0,202.0,0.005,4m,3.5,1.0,1.6,294.0,392.0,0.008,2m,2.0,2.5,1.6,742.0,122,0.007,2m,3.0,2.0,1.6,790,0.3,9,COMPLETE
146,146,7.076713096412166,2025-06-15 00:50:50.790822,2025-06-15 00:50:55.422600,0 days 00:00:04.631778,358.0,0.005,4m,2.5,3.0,0.6,604.0,612.0,0.005,2m,3.5,1.0,0.6,984.0,884.0,0.005,4m,1.5,1.5,1.7000000000000002,582.0,498.0,0.004,2m,3.0,3.5,1.4,788.0,686.0,0.01,1m,2.5,3.0,1.4,302.0,,,,,,,,436.0,0.001,4m,2.5,4.0,0.5,400.0,860.0,0.005,4m,3.5,1.0,1.7000000000000002,306.0,414.0,0.008,1m,1.5,2.5,1.7000000000000002,710.0,106,0.008,2m,3.0,2.0,1.6,760,0.3,9,COMPLETE
147,147,0.36155771458847746,2025-06-15 00:50:55.510115,2025-06-15 00:51:00.256260,0 days 00:00:04.746145,450.0,0.002,4m,2.5,3.0,0.8,620.0,650.0,0.003,2m,3.5,1.0,0.5,922.0,760.0,0.004,4m,2.5,2.5,1.9000000000000001,462.0,410.0,0.005,2m,2.5,4.0,1.5,536.0,664.0,0.009000000000000001,1m,3.0,4.0,1.3,718.0,,,,,,,,278.0,0.005,2m,2.5,4.0,0.5,376.0,62.0,0.006,4m,3.5,1.0,2.0,270.0,446.0,0.008,2m,3.0,2.5,1.7000000000000002,302.0,132,0.008,2m,3.0,2.0,1.5,844,0.25,9,COMPLETE
148,148,-0.5107079210353208,2025-06-15 00:51:00.324267,2025-06-15 00:51:04.991577,0 days 00:00:04.667310,474.0,0.006,1m,2.5,3.0,0.7,508.0,710.0,0.002,2m,3.5,1.0,0.6,960.0,1024.0,0.003,2m,2.0,2.0,1.7000000000000002,372.0,604.0,0.004,2m,2.0,3.5,1.6,640.0,612.0,0.01,1m,2.5,3.0,1.3,508.0,,,,,,,,714.0,0.001,2m,2.0,4.0,0.6,478.0,34.0,0.005,4m,3.5,1.0,1.6,336.0,270.0,0.006,2m,2.0,2.5,1.6,666.0,92,0.008,2m,2.5,2.0,1.5,744,0.3,9,COMPLETE
149,149,10.911502037083203,2025-06-15 00:51:05.058093,2025-06-15 00:51:10.091188,0 days 00:00:05.033095,380.0,0.007,4m,1.0,3.0,0.8,578.0,584.0,0.002,2m,3.0,1.5,0.7,1024.0,622.0,0.001,3m,1.0,1.0,2.0,708.0,700.0,0.003,2m,3.0,4.0,1.3,888.0,750.0,0.009000000000000001,1m,2.5,3.0,1.4,560.0,710.0,0.003,1m,3.5,3.5,1.0,514.0,1012.0,0.001,2m,2.5,4.0,0.5,302.0,654.0,0.005,4m,3.5,1.5,1.7000000000000002,246.0,466.0,0.007,4m,1.5,2.5,1.5,808.0,70,0.007,3m,3.5,2.0,1.4,718,0.25,10,COMPLETE
