,number,value,datetime_start,datetime_complete,duration,params_ABNB_INTU_beta_win,params_ABNB_INTU_stop_loss,params_ABNB_INTU_trade_freq,params_ABNB_INTU_z_entry,params_ABNB_INTU_z_exit,params_ABNB_INTU_z_stop_scaler,params_ABNB_INTU_z_win,params_ADBE_ASML_beta_win,params_ADBE_ASML_stop_loss,params_ADBE_ASML_trade_freq,params_ADBE_ASML_z_entry,params_ADBE_ASML_z_exit,params_ADBE_ASML_z_stop_scaler,params_ADBE_ASML_z_win,params_ADBE_NFLX_beta_win,params_ADBE_NFLX_stop_loss,params_ADBE_NFLX_trade_freq,params_ADBE_NFLX_z_entry,params_ADBE_NFLX_z_exit,params_ADBE_NFLX_z_stop_scaler,params_ADBE_NFLX_z_win,params_ADP_INTU_beta_win,params_ADP_INTU_stop_loss,params_ADP_INTU_trade_freq,params_ADP_INTU_z_entry,params_ADP_INTU_z_exit,params_ADP_INTU_z_stop_scaler,params_ADP_INTU_z_win,params_ALGN_INTU_beta_win,params_ALGN_INTU_stop_loss,params_ALGN_INTU_trade_freq,params_ALGN_INTU_z_entry,params_ALGN_INTU_z_exit,params_ALGN_INTU_z_stop_scaler,params_ALGN_INTU_z_win,params_AMGN_INTU_beta_win,params_AMGN_INTU_stop_loss,params_AMGN_INTU_trade_freq,params_AMGN_INTU_z_entry,params_AMGN_INTU_z_exit,params_AMGN_INTU_z_stop_scaler,params_AMGN_INTU_z_win,params_CTAS_GILD_beta_win,params_CTAS_GILD_stop_loss,params_CTAS_GILD_trade_freq,params_CTAS_GILD_z_entry,params_CTAS_GILD_z_exit,params_CTAS_GILD_z_stop_scaler,params_CTAS_GILD_z_win,params_CTAS_TEAM_beta_win,params_CTAS_TEAM_stop_loss,params_CTAS_TEAM_trade_freq,params_CTAS_TEAM_z_entry,params_CTAS_TEAM_z_exit,params_CTAS_TEAM_z_stop_scaler,params_CTAS_TEAM_z_win,params_EA_INTU_beta_win,params_EA_INTU_stop_loss,params_EA_INTU_trade_freq,params_EA_INTU_z_entry,params_EA_INTU_z_exit,params_EA_INTU_z_stop_scaler,params_EA_INTU_z_win,params_FTNT_INTU_beta_win,params_FTNT_INTU_stop_loss,params_FTNT_INTU_trade_freq,params_FTNT_INTU_z_entry,params_FTNT_INTU_z_exit,params_FTNT_INTU_z_stop_scaler,params_FTNT_INTU_z_win,params_buffer_capital,params_pairs_to_trade,state
43,43,-3.030517509148828,2025-06-15 01:17:25.603272,2025-06-15 01:17:30.030263,0 days 00:00:04.426991,858.0,0.009000000000000001,1m,2.5,2.0,0.7,584.0,180.0,0.006,2m,3.5,4.0,1.9000000000000001,620.0,468.0,0.003,2m,3.5,2.5,1.9000000000000001,716.0,590.0,0.001,1m,3.0,3.5,1.9000000000000001,282.0,24.0,0.01,1m,3.0,4.0,1.7000000000000002,100.0,294.0,0.003,2m,2.0,2.0,0.5,800.0,174,0.009000000000000001,4m,2.5,3.5,0.9,968,846.0,0.001,3m,1.5,1.0,1.9000000000000001,550.0,,,,,,,,902.0,0.003,3m,1.5,1.5,1.3,898.0,0.3,9,COMPLETE
44,44,3.6455149537052223,2025-06-15 01:17:30.123782,2025-06-15 01:17:35.143752,0 days 00:00:05.019970,702.0,0.007,1m,1.5,3.5,0.6,214.0,76.0,0.008,2m,4.0,3.5,1.7000000000000002,118.0,556.0,0.002,1m,4.0,2.0,1.7000000000000002,856.0,396.0,0.002,3m,3.5,4.0,1.7000000000000002,56.0,282.0,0.009000000000000001,1m,3.5,3.5,1.9000000000000001,242.0,388.0,0.005,1m,1.0,1.5,0.6,916.0,494,0.007,4m,3.0,3.5,0.5,598,742.0,0.002,4m,1.0,1.0,1.8,712.0,648.0,0.004,1m,4.0,2.0,1.5,580.0,1020.0,0.005,1m,3.5,3.5,1.6,836.0,0.1,10,COMPLETE
45,45,-1.161236431696331,2025-06-15 01:17:35.230460,2025-06-15 01:17:39.797141,0 days 00:00:04.566681,950.0,0.008,4m,2.0,1.5,2.0,816.0,292.0,0.009000000000000001,4m,3.5,3.0,1.9000000000000001,288.0,660.0,0.001,4m,2.0,1.5,2.0,616.0,250.0,0.001,1m,4.0,3.0,1.4,122.0,196.0,0.01,4m,4.0,3.0,0.8,66.0,100.0,0.006,4m,1.5,2.0,1.6,678.0,596,0.006,4m,2.0,3.0,1.1,698,670.0,0.003,2m,2.0,1.0,1.3,910.0,,,,,,,,862.0,0.003,1m,1.5,1.5,1.7000000000000002,686.0,0.2,9,COMPLETE
46,46,6.068407312387927,2025-06-15 01:17:39.884009,2025-06-15 01:17:43.876328,0 days 00:00:03.992319,796.0,0.006,1m,1.5,2.5,0.9,714.0,452.0,0.007,2m,3.0,4.0,2.0,196.0,390.0,0.003,3m,4.0,2.5,1.5,790.0,626.0,0.003,2m,3.0,3.5,0.6,194.0,92.0,0.008,1m,3.0,2.5,1.7000000000000002,854.0,604.0,0.004,2m,3.0,2.5,0.7,736.0,732,0.008,1m,3.5,4.0,0.7,826,948.0,0.001,3m,2.5,4.0,2.0,448.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
47,47,-3.557009021991383,2025-06-15 01:17:43.944527,2025-06-15 01:17:46.844106,0 days 00:00:02.899579,656.0,0.003,3m,1.0,2.5,0.9,736.0,,,,,,,,292.0,0.004,3m,3.5,3.0,1.5,508.0,812.0,0.004,2m,3.0,2.0,1.0,198.0,,,,,,,,650.0,0.007,2m,3.0,3.5,1.1,604.0,728,0.008,1m,3.5,3.5,0.6,822,972.0,0.002,1m,3.0,3.5,1.7000000000000002,440.0,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
48,48,3.438462806504672,2025-06-15 01:17:46.915140,2025-06-15 01:17:50.295249,0 days 00:00:03.380109,758.0,0.005,1m,1.5,3.0,1.2000000000000002,968.0,,,,,,,,214.0,0.003,3m,3.5,2.5,1.8,750.0,626.0,0.003,2m,2.5,3.5,0.8,242.0,778.0,0.008,4m,3.0,2.5,1.7000000000000002,914.0,606.0,0.003,1m,3.5,3.0,0.8,384.0,932,0.008,1m,4.0,2.0,0.5,716,956.0,0.001,4m,2.5,4.0,1.4,236.0,,,,,,,,,,,,,,,0.5,7,COMPLETE
49,49,3.6029688846896804,2025-06-15 01:17:50.374267,2025-06-15 01:17:54.348084,0 days 00:00:03.973817,584.0,0.006,1m,1.0,2.5,0.8,538.0,470.0,0.006,2m,3.0,3.5,1.7000000000000002,972.0,426.0,0.004,3m,4.0,2.5,1.7000000000000002,792.0,738.0,0.005,2m,3.0,1.5,0.6,320.0,324.0,0.007,1m,2.0,2.0,1.5,720.0,746.0,0.002,2m,3.0,3.5,0.7,650.0,254,0.009000000000000001,1m,3.5,1.5,1.7000000000000002,902,936.0,0.009000000000000001,2m,3.5,3.0,1.9000000000000001,522.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
50,50,4.452724290151352,2025-06-15 01:17:54.412012,2025-06-15 01:17:55.398433,0 days 00:00:00.986421,,,,,,,,,,,,,,,384.0,0.006,3m,4.0,1.0,1.5,948.0,,,,,,,,,,,,,,,,,,,,,,820,0.007,1m,3.5,4.0,1.9000000000000001,634,,,,,,,,,,,,,,,,,,,,,,0.4,2,COMPLETE
51,51,1.9644939151075897,2025-06-15 01:17:55.481533,2025-06-15 01:18:00.376079,0 days 00:00:04.894546,816.0,0.007,1m,2.0,2.0,0.7,646.0,646.0,0.007,2m,2.5,4.0,2.0,200.0,596.0,0.002,4m,4.0,2.0,1.3,864.0,522.0,0.002,4m,3.5,4.0,0.5,66.0,84.0,0.009000000000000001,1m,3.5,2.5,1.9000000000000001,792.0,28.0,0.004,2m,2.5,2.5,0.5,758.0,650,0.007,1m,2.5,4.0,0.8,970,902.0,0.001,3m,2.5,3.5,2.0,606.0,298.0,0.007,3m,2.0,4.0,1.7000000000000002,788.0,320.0,0.007,3m,2.5,2.5,1.1,978.0,0.25,10,COMPLETE
52,52,6.125443392630304,2025-06-15 01:18:00.448733,2025-06-15 01:18:03.834529,0 days 00:00:03.385796,908.0,0.007,1m,1.5,2.5,0.9,450.0,,,,,,,,498.0,0.003,2m,4.0,2.0,0.7,712.0,542.0,0.001,2m,3.0,4.0,1.6,116.0,142.0,0.01,1m,3.5,3.0,1.8,632.0,532.0,0.004,2m,2.0,2.5,0.6,824.0,662,0.004,4m,3.0,4.0,0.7,858,258.0,0.001,3m,1.5,1.5,2.0,678.0,,,,,,,,,,,,,,,0.2,7,COMPLETE
53,53,5.680147066076395,2025-06-15 01:18:03.944633,2025-06-15 01:18:07.003899,0 days 00:00:03.059266,902.0,0.006,1m,1.5,3.0,0.9,460.0,,,,,,,,134.0,0.003,2m,4.0,3.0,0.8,716.0,536.0,0.003,2m,2.5,4.0,1.6,170.0,,,,,,,,524.0,0.003,2m,2.0,2.5,0.6,946.0,740,0.009000000000000001,2m,3.0,3.5,0.7,874,468.0,0.002,3m,2.5,3.0,1.9000000000000001,448.0,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
54,54,4.7266581995637615,2025-06-15 01:18:07.055412,2025-06-15 01:18:10.196779,0 days 00:00:03.141367,960.0,0.004,2m,1.0,2.5,0.9,456.0,,,,,,,,162.0,0.003,2m,4.0,3.0,0.8,722.0,890.0,0.004,2m,2.5,4.0,0.8,652.0,,,,,,,,534.0,0.003,2m,2.0,2.5,0.8,1020.0,740,0.009000000000000001,2m,3.0,4.0,0.7,866,226.0,0.002,3m,2.5,3.0,1.8,424.0,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
55,55,4.483628570816477,2025-06-15 01:18:10.257569,2025-06-15 01:18:13.170765,0 days 00:00:02.913196,1006.0,0.004,2m,1.0,2.5,1.1,450.0,,,,,,,,130.0,0.003,2m,3.5,3.0,0.7,762.0,962.0,0.004,2m,2.0,4.0,0.7,676.0,,,,,,,,538.0,0.003,3m,2.0,2.5,0.6,996.0,722,0.009000000000000001,2m,3.0,4.0,0.7,858,206.0,0.002,3m,3.0,3.0,0.7,350.0,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
56,56,4.740059482932386,2025-06-15 01:18:13.248362,2025-06-15 01:18:15.428804,0 days 00:00:02.180442,924.0,0.003,2m,1.0,3.0,0.9,396.0,,,,,,,,32.0,0.003,2m,4.0,3.5,0.8,598.0,862.0,0.004,2m,2.5,4.0,0.8,718.0,,,,,,,,,,,,,,,806,0.01,2m,3.0,4.0,0.6,758,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
57,57,3.76891865904828,2025-06-15 01:18:15.479898,2025-06-15 01:18:17.415896,0 days 00:00:01.935998,922.0,0.001,2m,1.5,3.5,1.3,396.0,,,,,,,,18.0,0.004,2m,3.5,3.5,0.7,444.0,866.0,0.003,2m,2.5,3.5,0.9,828.0,,,,,,,,,,,,,,,908,0.01,2m,3.0,4.0,0.6,744,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
58,58,2.2802187274871772,2025-06-15 01:18:17.489364,2025-06-15 01:18:19.488661,0 days 00:00:01.999297,902.0,0.002,2m,1.5,3.5,1.0,340.0,,,,,,,,104.0,0.003,2m,4.0,3.5,0.9,594.0,952.0,0.006,2m,2.0,4.0,0.6,462.0,,,,,,,,,,,,,,,778,0.01,2m,3.0,4.0,0.5,812,,,,,,,,,,,,,,,,,,,,,,0.05,4,COMPLETE
59,59,0.38520924355187436,2025-06-15 01:18:19.553091,2025-06-15 01:18:21.143962,0 days 00:00:01.590871,856.0,0.003,2m,1.0,3.0,1.2000000000000002,424.0,,,,,,,,82.0,0.003,2m,4.0,4.0,0.6,640.0,,,,,,,,,,,,,,,,,,,,,,850,0.003,2m,2.5,1.0,0.6,678,,,,,,,,,,,,,,,,,,,,,,0.1,3,COMPLETE
60,60,2.109794203028542,2025-06-15 01:18:21.198768,2025-06-15 01:18:23.714790,0 days 00:00:02.516022,1018.0,0.006,4m,1.5,3.0,0.9,286.0,,,,,,,,284.0,0.004,2m,2.0,3.0,0.9,346.0,782.0,0.005,2m,1.5,3.5,0.6,762.0,,,,,,,,758.0,0.006,4m,3.0,2.5,1.0,882.0,1010,0.002,2m,3.5,3.0,0.9,830,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
61,61,5.68587507242908,2025-06-15 01:18:23.778509,2025-06-15 01:18:26.627060,0 days 00:00:02.848551,962.0,0.004,2m,1.0,2.5,0.9,468.0,,,,,,,,172.0,0.003,2m,4.0,3.0,0.8,716.0,906.0,0.004,2m,2.5,4.0,0.8,696.0,,,,,,,,610.0,0.004,2m,2.0,2.5,0.7,946.0,744,0.01,2m,3.0,4.0,0.7,888,254.0,0.002,1m,3.5,3.0,1.9000000000000001,452.0,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
62,62,3.481584729295074,2025-06-15 01:18:26.715932,2025-06-15 01:18:29.307167,0 days 00:00:02.591235,972.0,0.003,2m,1.0,2.5,1.0,372.0,,,,,,,,186.0,0.003,2m,4.0,3.5,1.0,540.0,976.0,0.004,2m,2.5,4.0,0.7,560.0,,,,,,,,616.0,0.005,2m,2.0,2.5,0.7,932.0,806,0.01,2m,3.0,4.0,0.8,738,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,5,COMPLETE
63,63,5.283878094568717,2025-06-15 01:18:29.365399,2025-06-15 01:18:32.408947,0 days 00:00:03.043548,894.0,0.002,2m,1.0,3.0,0.8,512.0,,,,,,,,248.0,0.002,2m,4.0,3.0,0.6,598.0,920.0,0.003,2m,2.5,4.0,0.9,622.0,,,,,,,,670.0,0.004,2m,2.0,2.5,0.6,962.0,678,0.01,2m,3.0,4.0,0.7,922,274.0,0.006,1m,3.5,2.5,1.9000000000000001,438.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
64,64,2.0648430014430783,2025-06-15 01:18:32.483707,2025-06-15 01:18:36.016095,0 days 00:00:03.532388,882.0,0.008,2m,1.5,2.5,0.8,518.0,,,,,,,,244.0,0.002,2m,4.0,3.0,0.6,166.0,938.0,0.003,2m,2.0,4.0,0.9,178.0,692.0,0.005,3m,1.0,1.0,1.8,548.0,716.0,0.004,2m,2.0,2.5,0.6,948.0,686,0.009000000000000001,2m,3.0,3.5,0.7,940,272.0,0.006,1m,3.5,2.5,1.9000000000000001,458.0,,,,,,,,,,,,,,,0.2,7,COMPLETE
65,65,0.9078030192073039,2025-06-15 01:18:36.105618,2025-06-15 01:18:39.171761,0 days 00:00:03.066143,840.0,0.002,2m,1.0,2.5,0.8,576.0,,,,,,,,252.0,0.002,2m,2.5,3.0,0.8,680.0,70.0,0.003,2m,2.0,4.0,1.2000000000000002,616.0,,,,,,,,708.0,0.004,2m,2.0,3.0,0.6,966.0,750,0.004,2m,2.5,4.0,0.7,898,96.0,0.007,1m,3.5,4.0,2.0,338.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
66,66,4.6658311609148155,2025-06-15 01:18:39.261468,2025-06-15 01:18:42.990188,0 days 00:00:03.728720,210.0,0.006,3m,1.5,3.0,1.0,486.0,,,,,,,,318.0,0.004,2m,4.0,3.0,0.7,780.0,616.0,0.002,2m,2.5,3.5,1.6,602.0,562.0,0.006,2m,2.5,1.5,1.7000000000000002,626.0,818.0,0.004,2m,2.5,2.5,0.7,822.0,674,0.01,2m,3.5,3.5,0.9,890,326.0,0.006,1m,4.0,3.5,1.9000000000000001,508.0,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
67,67,5.190235765267118,2025-06-15 01:18:43.039659,2025-06-15 01:18:45.630879,0 days 00:00:02.591220,972.0,0.009000000000000001,1m,1.5,4.0,0.9,476.0,,,,,,,,130.0,0.002,2m,3.5,2.5,0.6,826.0,1012.0,0.003,4m,2.5,4.0,0.7,784.0,,,,,,,,584.0,0.005,2m,2.0,2.0,0.5,882.0,592,0.009000000000000001,3m,3.0,4.0,0.8,1022,,,,,,,,,,,,,,,,,,,,,,0.2,5,COMPLETE
68,68,5.271160808719356,2025-06-15 01:18:45.707127,2025-06-15 01:18:48.821835,0 days 00:00:03.114708,894.0,0.001,2m,1.0,2.5,1.1,544.0,,,,,,,,334.0,0.003,2m,1.0,2.5,0.7,730.0,470.0,0.003,2m,3.0,3.5,0.9,484.0,,,,,,,,468.0,0.003,3m,2.5,2.5,2.0,968.0,884,0.01,2m,3.5,4.0,2.0,848,112.0,0.005,1m,3.0,2.5,2.0,290.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
69,69,2.354100268460443,2025-06-15 01:18:48.890250,2025-06-15 01:18:52.735017,0 days 00:00:03.844767,802.0,0.007,1m,1.0,3.0,0.8,298.0,438.0,0.003,4m,2.0,2.0,0.6,432.0,166.0,0.005,2m,4.0,2.5,1.0,798.0,536.0,0.007,3m,3.0,4.0,1.1,230.0,344.0,0.001,4m,2.0,1.5,1.3,870.0,660.0,0.004,2m,2.0,3.0,0.7,852.0,702,0.01,2m,2.5,3.5,1.3,786,446.0,0.007,1m,3.5,4.0,1.7000000000000002,390.0,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
70,70,3.540313022838023,2025-06-15 01:18:52.811530,2025-06-15 01:18:56.213354,0 days 00:00:03.401824,720.0,0.01,1m,1.5,2.0,1.5,246.0,,,,,,,,248.0,0.002,2m,3.5,3.0,1.1,880.0,198.0,0.004,2m,2.5,4.0,1.5,372.0,268.0,0.005,3m,2.5,2.0,0.5,480.0,502.0,0.005,2m,1.5,2.0,0.9,1022.0,558,0.008,4m,3.0,4.0,1.6,936,164.0,0.001,1m,4.0,2.5,1.9000000000000001,16.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
71,71,4.947418991074252,2025-06-15 01:18:56.296702,2025-06-15 01:18:59.269319,0 days 00:00:02.972617,902.0,0.001,2m,1.0,2.5,1.1,546.0,,,,,,,,338.0,0.003,2m,1.0,2.5,0.7,742.0,482.0,0.003,2m,3.0,3.5,0.9,488.0,,,,,,,,460.0,0.003,3m,2.5,2.5,2.0,984.0,788,0.01,2m,3.5,4.0,2.0,846,120.0,0.005,1m,3.0,2.5,2.0,214.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
72,72,-0.1260447331312643,2025-06-15 01:18:59.338982,2025-06-15 01:19:02.243211,0 days 00:00:02.904229,54.0,0.001,2m,1.0,2.5,0.9,418.0,,,,,,,,396.0,0.003,2m,1.0,2.5,0.5,654.0,574.0,0.003,2m,3.0,3.0,1.0,696.0,,,,,,,,552.0,0.003,3m,3.5,2.5,1.7000000000000002,950.0,888,0.01,2m,4.0,4.0,2.0,866,310.0,0.008,1m,3.5,3.0,2.0,300.0,,,,,,,,,,,,,,,0.2,6,COMPLETE
73,73,3.5160706832329596,2025-06-15 01:19:02.307287,2025-06-15 01:19:05.705139,0 days 00:00:03.397852,880.0,0.002,2m,1.0,3.0,1.1,368.0,,,,,,,,352.0,0.004,2m,1.5,2.5,0.8,702.0,388.0,0.002,2m,3.0,3.5,0.9,552.0,472.0,0.008,2m,3.0,2.5,1.6,614.0,440.0,0.004,3m,2.5,2.5,1.4,902.0,618,0.009000000000000001,2m,3.5,4.0,1.9000000000000001,812,46.0,0.005,1m,3.0,3.0,1.9000000000000001,180.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
74,74,3.7723897946220735,2025-06-15 01:19:05.803461,2025-06-15 01:19:08.207571,0 days 00:00:02.404110,934.0,0.002,2m,1.0,2.0,1.0,500.0,,,,,,,,420.0,0.002,3m,1.5,3.0,0.6,626.0,484.0,0.002,2m,2.5,3.5,0.5,282.0,,,,,,,,492.0,0.003,3m,2.0,2.5,0.5,724.0,848,0.004,2m,3.5,4.0,1.8,990,,,,,,,,,,,,,,,,,,,,,,0.2,5,COMPLETE
75,75,-2.2038915986783203,2025-06-15 01:19:08.276561,2025-06-15 01:19:11.313453,0 days 00:00:03.036892,844.0,0.006,2m,1.5,2.5,0.8,566.0,,,,,,,,488.0,0.003,2m,1.5,3.0,0.7,736.0,458.0,0.005,2m,3.0,4.0,0.8,352.0,,,,,,,,578.0,0.002,2m,2.0,3.0,1.2000000000000002,836.0,664,0.009000000000000001,2m,2.0,3.5,2.0,924,238.0,0.001,1m,2.5,2.0,2.0,456.0,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
76,76,-4.022060692411701,2025-06-15 01:19:11.382440,2025-06-15 01:19:15.218700,0 days 00:00:03.836260,782.0,0.005,1m,3.0,2.5,0.7,634.0,552.0,0.004,1m,1.0,1.5,1.0,284.0,192.0,0.004,2m,2.5,2.5,1.4,680.0,312.0,0.004,2m,2.5,4.0,1.6,648.0,228.0,0.003,1m,4.0,3.0,1.8,988.0,630.0,0.004,3m,2.5,2.5,0.6,980.0,764,0.01,3m,3.5,2.0,0.8,898,372.0,0.006,1m,3.5,2.5,1.8,558.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
77,77,6.125161170043435,2025-06-15 01:19:15.305266,2025-06-15 01:19:18.553709,0 days 00:00:03.248443,992.0,0.001,1m,1.5,3.5,1.1,526.0,,,,,,,,292.0,0.001,3m,4.0,2.0,0.9,778.0,648.0,0.003,2m,2.5,3.5,1.1,124.0,160.0,0.007,1m,1.5,2.0,0.9,712.0,686.0,0.004,1m,1.5,2.0,0.7,898.0,950,0.009000000000000001,4m,3.0,3.5,0.7,774,168.0,0.002,1m,3.0,3.5,1.9000000000000001,524.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
78,78,7.755204399727198,2025-06-15 01:19:18.620325,2025-06-15 01:19:21.946561,0 days 00:00:03.326236,998.0,0.007,1m,1.5,3.5,0.9,696.0,,,,,,,,284.0,0.001,3m,4.0,2.0,0.9,922.0,640.0,0.003,4m,2.5,4.0,1.1,120.0,164.0,0.007,1m,1.5,2.0,0.7,712.0,688.0,0.005,1m,1.5,2.0,0.7,804.0,696,0.009000000000000001,4m,3.0,3.0,0.7,776,162.0,0.002,3m,3.5,3.5,1.8,518.0,,,,,,,,,,,,,,,0.3,7,COMPLETE
79,79,4.233416288527351,2025-06-15 01:19:22.007250,2025-06-15 01:19:25.384994,0 days 00:00:03.377744,988.0,0.007,1m,1.5,3.5,0.9,880.0,,,,,,,,444.0,0.001,3m,4.0,2.0,0.9,938.0,704.0,0.004,4m,2.0,3.5,1.1,116.0,154.0,0.007,1m,1.5,2.0,0.7,724.0,692.0,0.005,1m,1.5,2.0,0.8,818.0,944,0.008,4m,3.0,3.0,0.6,792,178.0,0.002,3m,2.5,3.5,1.8,518.0,,,,,,,,,,,,,,,0.35000000000000003,7,COMPLETE
80,80,0.5466007874745267,2025-06-15 01:19:25.458185,2025-06-15 01:19:29.045848,0 days 00:00:03.587663,994.0,0.007,1m,1.5,4.0,1.0,704.0,656.0,0.004,3m,1.5,2.5,1.3,552.0,282.0,0.001,3m,4.0,2.0,1.0,982.0,560.0,0.002,4m,2.5,4.0,1.2000000000000002,158.0,178.0,0.006,1m,1.5,1.5,0.8,806.0,852.0,0.005,1m,1.5,2.0,0.7,776.0,530,0.009000000000000001,4m,3.0,2.5,0.5,726,482.0,0.003,3m,4.0,3.5,1.7000000000000002,632.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
81,81,6.138960497416701,2025-06-15 01:19:29.109765,2025-06-15 01:19:32.426827,0 days 00:00:03.317062,1022.0,0.008,1m,1.5,3.5,0.8,458.0,,,,,,,,216.0,0.001,3m,4.0,2.0,0.8,902.0,656.0,0.003,4m,2.5,4.0,1.1,44.0,60.0,0.007,1m,1.0,2.5,0.7,688.0,676.0,0.004,1m,1.5,2.0,0.6,892.0,706,0.009000000000000001,4m,3.0,3.0,0.7,772,276.0,0.002,3m,3.5,4.0,1.9000000000000001,412.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
82,82,2.496898699272033,2025-06-15 01:19:32.507587,2025-06-15 01:19:35.826915,0 days 00:00:03.319328,1014.0,0.008,1m,1.5,3.5,0.7,450.0,,,,,,,,138.0,0.001,3m,4.0,2.0,0.9,916.0,650.0,0.003,4m,2.5,4.0,1.3,54.0,66.0,0.007,1m,1.0,2.5,0.7,680.0,800.0,0.004,1m,1.5,2.0,0.5,892.0,712,0.009000000000000001,4m,3.0,3.0,0.6,778,16.0,0.002,3m,3.5,4.0,1.9000000000000001,384.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
83,83,-0.3624232766363745,2025-06-15 01:19:35.893421,2025-06-15 01:19:39.363538,0 days 00:00:03.470117,958.0,0.009000000000000001,1m,2.0,4.0,0.9,782.0,368.0,0.001,1m,3.0,1.0,0.8,414.0,196.0,0.001,3m,4.0,2.0,1.1,832.0,716.0,0.002,4m,2.0,4.0,1.1,128.0,142.0,0.007,1m,1.0,2.5,0.9,584.0,602.0,0.004,1m,1.5,2.0,0.7,688.0,640,0.008,4m,2.5,2.5,0.7,698,176.0,0.002,3m,3.5,4.0,1.8,664.0,,,,,,,,,,,,,,,0.3,8,COMPLETE
84,84,7.046798000112752,2025-06-15 01:19:39.439491,2025-06-15 01:19:42.544482,0 days 00:00:03.104991,940.0,0.008,1m,1.5,3.5,0.8,1016.0,,,,,,,,78.0,0.001,3m,4.0,1.5,1.2000000000000002,886.0,650.0,0.003,4m,2.5,3.0,1.0,168.0,216.0,0.008,1m,1.5,2.0,0.6,724.0,686.0,0.005,1m,1.5,2.0,0.7,848.0,970,0.008,4m,3.0,3.0,0.8,636,272.0,0.001,3m,4.0,4.0,2.0,532.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
85,85,4.533109292594072,2025-06-15 01:19:42.617777,2025-06-15 01:19:45.848649,0 days 00:00:03.230872,982.0,0.008,1m,2.0,3.5,0.6,1012.0,,,,,,,,216.0,0.001,3m,4.0,1.5,1.2000000000000002,1018.0,646.0,0.004,4m,2.5,3.0,1.0,102.0,64.0,0.008,1m,1.5,2.0,0.5,768.0,732.0,0.006,1m,1.5,2.0,0.8,738.0,980,0.008,4m,3.0,3.0,0.8,542,296.0,0.001,3m,4.0,4.0,2.0,592.0,,,,,,,,,,,,,,,0.25,7,COMPLETE
