,number,value,datetime_start,datetime_complete,duration,params_BIDU_PEP_beta_win,params_BIDU_PEP_stop_loss,params_BIDU_PEP_trade_freq,params_BIDU_PEP_z_entry,params_BIDU_PEP_z_exit,params_BIDU_PEP_z_stop_scaler,params_BIDU_PEP_z_win,params_CDW_VRSK_beta_win,params_CDW_VRSK_stop_loss,params_CDW_VRSK_trade_freq,params_CDW_VRSK_z_entry,params_CDW_VRSK_z_exit,params_CDW_VRSK_z_stop_scaler,params_CDW_VRSK_z_win,params_COST_MAR_beta_win,params_COST_MAR_stop_loss,params_COST_MAR_trade_freq,params_COST_MAR_z_entry,params_COST_MAR_z_exit,params_COST_MAR_z_stop_scaler,params_COST_MAR_z_win,params_CSCO_EXC_beta_win,params_CSCO_EXC_stop_loss,params_CSCO_EXC_trade_freq,params_CSCO_EXC_z_entry,params_CSCO_EXC_z_exit,params_CSCO_EXC_z_stop_scaler,params_CSCO_EXC_z_win,params_DXCM_XLNX_beta_win,params_DXCM_XLNX_stop_loss,params_DXCM_XLNX_trade_freq,params_DXCM_XLNX_z_entry,params_DXCM_XLNX_z_exit,params_DXCM_XLNX_z_stop_scaler,params_DXCM_XLNX_z_win,params_GILD_MAR_beta_win,params_GILD_MAR_stop_loss,params_GILD_MAR_trade_freq,params_GILD_MAR_z_entry,params_GILD_MAR_z_exit,params_GILD_MAR_z_stop_scaler,params_GILD_MAR_z_win,params_GILD_MU_beta_win,params_GILD_MU_stop_loss,params_GILD_MU_trade_freq,params_GILD_MU_z_entry,params_GILD_MU_z_exit,params_GILD_MU_z_stop_scaler,params_GILD_MU_z_win,params_GOOG_MAR_beta_win,params_GOOG_MAR_stop_loss,params_GOOG_MAR_trade_freq,params_GOOG_MAR_z_entry,params_GOOG_MAR_z_exit,params_GOOG_MAR_z_stop_scaler,params_GOOG_MAR_z_win,params_MAR_MU_beta_win,params_MAR_MU_stop_loss,params_MAR_MU_trade_freq,params_MAR_MU_z_entry,params_MAR_MU_z_exit,params_MAR_MU_z_stop_scaler,params_MAR_MU_z_win,params_PDD_ADP_beta_win,params_PDD_ADP_stop_loss,params_PDD_ADP_trade_freq,params_PDD_ADP_z_entry,params_PDD_ADP_z_exit,params_PDD_ADP_z_stop_scaler,params_PDD_ADP_z_win,params_buffer_capital,params_pairs_to_trade,state
112,112,4.29064100240679,2025-06-15 00:32:19.407449,2025-06-15 00:32:22.863631,0 days 00:00:03.456182,924.0,0.007,2m,1.5,2.5,2.0,70.0,684.0,0.002,4m,3.5,1.0,0.7,124.0,872.0,0.006,3m,1.0,2.5,0.7,732.0,,,,,,,,,,,,,,,100,0.01,4m,3.0,1.0,1.6,920,242.0,0.004,3m,4.0,2.0,1.9000000000000001,992.0,,,,,,,,908.0,0.006,4m,1.5,2.5,1.3,108.0,566.0,0.009000000000000001,3m,4.0,3.0,1.9000000000000001,472.0,0.25,7,COMPLETE
113,113,-2.2453249466006584,2025-06-15 00:32:22.935639,2025-06-15 00:32:25.973932,0 days 00:00:03.038293,,,,,,,,822.0,0.002,4m,3.5,1.0,0.6,222.0,902.0,0.006,3m,1.0,2.5,0.6,814.0,,,,,,,,,,,,,,,150,0.008,4m,3.0,1.0,1.6,978,318.0,0.002,3m,4.0,2.5,1.8,944.0,,,,,,,,930.0,0.006,4m,1.5,2.0,1.1,374.0,476.0,0.009000000000000001,3m,4.0,3.0,1.7000000000000002,474.0,0.25,6,COMPLETE
114,114,4.261564403997443,2025-06-15 00:32:26.068966,2025-06-15 00:32:29.529572,0 days 00:00:03.460606,890.0,0.008,2m,1.5,3.0,1.8,94.0,854.0,0.002,4m,3.5,1.0,0.8,150.0,838.0,0.007,3m,1.0,2.0,0.8,772.0,,,,,,,,,,,,,,,180,0.009000000000000001,4m,2.5,1.0,1.7000000000000002,890,160.0,0.004,3m,4.0,4.0,1.9000000000000001,1006.0,,,,,,,,800.0,0.006,4m,2.0,2.5,1.5,182.0,604.0,0.008,3m,4.0,3.0,1.6,552.0,0.2,7,COMPLETE
115,115,-0.8145952064604304,2025-06-15 00:32:29.618090,2025-06-15 00:32:33.535443,0 days 00:00:03.917353,966.0,0.008,2m,1.5,2.5,2.0,32.0,718.0,0.001,4m,3.5,1.0,0.6,70.0,968.0,0.005,3m,1.0,3.0,0.7,712.0,894.0,0.006,4m,1.0,4.0,0.5,996.0,,,,,,,,58,0.009000000000000001,4m,3.0,1.0,1.5,842,354.0,0.003,3m,4.0,2.0,1.7000000000000002,980.0,,,,,,,,956.0,0.007,4m,1.0,2.0,0.9,256.0,556.0,0.009000000000000001,3m,4.0,2.5,1.8,430.0,0.3,8,COMPLETE
116,116,5.981980970617097,2025-06-15 00:32:33.637512,2025-06-15 00:32:37.556007,0 days 00:00:03.918495,1004.0,0.007,2m,1.5,3.0,1.9000000000000001,60.0,666.0,0.002,4m,3.5,1.0,0.5,176.0,772.0,0.006,3m,1.0,3.0,0.9,636.0,956.0,0.005,4m,1.5,2.0,0.6,844.0,,,,,,,,198,0.01,4m,2.5,1.0,1.3,948,996.0,0.004,3m,4.0,1.5,1.8,930.0,,,,,,,,826.0,0.006,4m,1.5,2.0,1.2000000000000002,58.0,592.0,0.01,3m,4.0,3.0,1.8,346.0,0.3,8,COMPLETE
117,117,-1.9011233618582826,2025-06-15 00:32:37.639013,2025-06-15 00:32:41.139073,0 days 00:00:03.500060,892.0,0.007,1m,2.0,2.5,1.9000000000000001,152.0,780.0,0.002,4m,3.5,1.0,0.7,108.0,876.0,0.005,2m,1.0,2.5,0.7,278.0,,,,,,,,,,,,,,,402,0.008,4m,2.0,1.0,1.4,912,210.0,0.004,3m,4.0,2.0,1.9000000000000001,1024.0,,,,,,,,906.0,0.006,4m,2.0,3.0,1.0,132.0,528.0,0.009000000000000001,3m,4.0,3.5,1.7000000000000002,278.0,0.25,7,COMPLETE
118,118,-1.3323365077326295,2025-06-15 00:32:41.233584,2025-06-15 00:32:42.712772,0 days 00:00:01.479188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,0.009000000000000001,4m,3.0,1.0,1.5,1008,,,,,,,,,,,,,,,866.0,0.007,4m,1.5,2.5,1.1,192.0,696.0,0.01,3m,3.5,3.5,1.7000000000000002,450.0,0.35000000000000003,3,COMPLETE
119,119,-1.5668963737191215,2025-06-15 00:32:42.804291,2025-06-15 00:32:45.674341,0 days 00:00:02.870050,,,,,,,,614.0,0.001,4m,3.0,1.0,0.6,266.0,806.0,0.006,3m,1.0,3.0,0.5,614.0,,,,,,,,,,,,,,,116,0.01,4m,3.5,1.0,1.6,934,176.0,0.001,3m,4.0,1.5,1.7000000000000002,972.0,,,,,,,,1024.0,0.006,4m,2.0,2.0,1.4,460.0,556.0,0.008,3m,4.0,2.5,1.9000000000000001,546.0,0.3,6,COMPLETE
120,120,1.1117406081086911,2025-06-15 00:32:45.742344,2025-06-15 00:32:49.442246,0 days 00:00:03.699902,16.0,0.006,2m,1.5,3.0,1.8,126.0,648.0,0.01,2m,3.5,1.0,0.5,168.0,942.0,0.007,3m,1.5,2.5,0.6,680.0,884.0,0.006,4m,1.0,4.0,0.5,964.0,,,,,,,,154,0.01,4m,2.5,1.0,1.7000000000000002,966,232.0,0.003,4m,4.0,2.0,1.8,776.0,,,,,,,,998.0,0.006,4m,1.5,2.5,0.8,108.0,506.0,0.009000000000000001,3m,3.5,3.0,1.6,390.0,0.35000000000000003,8,COMPLETE
121,121,9.675903616451768,2025-06-15 00:32:49.515916,2025-06-15 00:32:53.330253,0 days 00:00:03.814337,970.0,0.006,2m,1.5,3.5,2.0,18.0,694.0,0.008,4m,3.5,1.0,0.9,204.0,854.0,0.005,3m,1.0,3.0,0.7,678.0,842.0,0.007,4m,1.0,4.0,0.7,882.0,,,,,,,,136,0.009000000000000001,4m,2.5,1.0,1.4,270,296.0,0.005,3m,4.0,1.5,1.9000000000000001,898.0,,,,,,,,946.0,0.005,4m,1.5,2.0,0.9,622.0,490.0,0.009000000000000001,3m,4.0,3.0,1.7000000000000002,516.0,0.3,8,COMPLETE
122,122,7.455127675710837,2025-06-15 00:32:53.423457,2025-06-15 00:32:57.362581,0 days 00:00:03.939124,938.0,0.007,2m,1.5,3.5,2.0,78.0,702.0,0.007,4m,3.5,1.0,0.9,218.0,860.0,0.005,3m,1.0,3.0,0.8,594.0,852.0,0.007,4m,1.0,4.0,0.7,872.0,,,,,,,,102,0.009000000000000001,4m,2.5,1.0,1.3,228,288.0,0.005,3m,4.0,1.5,1.9000000000000001,890.0,,,,,,,,972.0,0.005,4m,1.5,2.0,0.9,628.0,492.0,0.009000000000000001,3m,4.0,3.0,1.7000000000000002,512.0,0.3,8,COMPLETE
123,123,9.187259016947541,2025-06-15 00:32:57.449601,2025-06-15 00:33:01.419429,0 days 00:00:03.969828,966.0,0.007,2m,1.5,3.5,2.0,42.0,698.0,0.008,4m,3.5,1.0,0.9,218.0,854.0,0.005,3m,1.0,3.0,0.9,558.0,840.0,0.007,4m,1.0,4.0,0.7,888.0,,,,,,,,136,0.009000000000000001,4m,2.5,1.0,1.4,242,284.0,0.005,3m,4.0,1.5,1.9000000000000001,884.0,,,,,,,,974.0,0.005,4m,1.0,2.0,0.9,628.0,442.0,0.009000000000000001,3m,4.0,3.0,1.8,528.0,0.3,8,COMPLETE
124,124,6.240101130700364,2025-06-15 00:33:01.495955,2025-06-15 00:33:05.339627,0 days 00:00:03.843672,948.0,0.006,2m,1.5,3.5,2.0,98.0,696.0,0.008,4m,3.5,1.0,0.9,212.0,732.0,0.005,3m,1.0,3.0,0.8,590.0,852.0,0.007,4m,1.0,4.0,0.7,884.0,,,,,,,,40,0.008,4m,2.5,1.0,1.3,222,364.0,0.005,3m,4.0,1.5,1.9000000000000001,860.0,,,,,,,,968.0,0.005,4m,1.0,2.0,0.9,552.0,438.0,0.009000000000000001,3m,4.0,3.0,1.8,520.0,0.3,8,COMPLETE
125,125,3.8290095019696677,2025-06-15 00:33:05.401145,2025-06-15 00:33:09.285497,0 days 00:00:03.884352,862.0,0.007,2m,1.5,3.5,2.0,44.0,722.0,0.008,4m,3.5,1.0,0.9,240.0,820.0,0.005,3m,1.0,3.0,0.6,554.0,798.0,0.006,4m,1.0,4.0,0.7,820.0,,,,,,,,98,0.009000000000000001,3m,2.5,1.0,1.3,266,954.0,0.005,3m,4.0,1.5,1.9000000000000001,888.0,,,,,,,,988.0,0.005,4m,1.0,2.0,0.9,660.0,456.0,0.008,3m,4.0,2.0,1.9000000000000001,494.0,0.3,8,COMPLETE
126,126,9.033860170077391,2025-06-15 00:33:09.341504,2025-06-15 00:33:13.375858,0 days 00:00:04.034354,968.0,0.006,2m,2.0,3.5,2.0,88.0,684.0,0.008,4m,3.0,1.0,0.9,262.0,846.0,0.005,3m,1.0,3.0,0.9,614.0,836.0,0.006,4m,1.0,4.0,0.6,978.0,,,,,,,,68,0.009000000000000001,4m,2.5,1.0,1.4,212,318.0,0.005,3m,2.5,1.5,2.0,844.0,,,,,,,,954.0,0.005,4m,2.0,2.0,0.8,634.0,384.0,0.009000000000000001,3m,4.0,2.5,1.5,588.0,0.35000000000000003,8,COMPLETE
127,127,5.421185476793893,2025-06-15 00:33:13.438857,2025-06-15 00:33:20.737758,0 days 00:00:07.298901,968.0,0.006,2m,2.0,3.5,1.9000000000000001,84.0,674.0,0.008,4m,2.5,1.5,0.9,294.0,842.0,0.005,3m,1.0,3.0,0.9,564.0,836.0,0.006,4m,1.0,4.0,0.6,992.0,,,,,,,,132,0.008,4m,2.5,1.0,1.4,126,330.0,0.005,1m,2.5,1.5,2.0,848.0,,,,,,,,948.0,0.005,1m,2.0,2.0,0.9,636.0,372.0,0.009000000000000001,2m,4.0,3.0,1.6,534.0,0.35000000000000003,8,COMPLETE
128,128,2.1074921253000216,2025-06-15 00:33:20.853292,2025-06-15 00:33:25.362867,0 days 00:00:04.509575,918.0,0.006,4m,2.0,3.5,2.0,166.0,704.0,0.009000000000000001,1m,3.0,1.0,0.9,256.0,908.0,0.005,3m,1.0,3.0,1.0,478.0,786.0,0.005,4m,1.0,4.0,0.5,1020.0,,,,,,,,170,0.009000000000000001,4m,2.0,1.0,1.3,300,392.0,0.005,3m,2.5,1.5,2.0,794.0,,,,,,,,1012.0,0.005,4m,1.0,2.0,0.8,686.0,388.0,0.009000000000000001,3m,4.0,3.5,1.5,490.0,0.35000000000000003,8,COMPLETE
129,129,6.72623876029757,2025-06-15 00:33:25.448378,2025-06-15 00:33:29.491150,0 days 00:00:04.042772,968.0,0.006,2m,1.0,4.0,1.9000000000000001,116.0,804.0,0.008,4m,2.5,1.0,1.0,190.0,848.0,0.005,3m,1.0,3.0,0.7,612.0,898.0,0.006,4m,1.0,4.0,0.7,966.0,,,,,,,,68,0.009000000000000001,1m,2.5,1.0,1.5,210,314.0,0.005,3m,2.5,1.5,2.0,818.0,,,,,,,,894.0,0.005,4m,2.0,3.5,0.9,708.0,316.0,0.008,3m,4.0,2.5,2.0,574.0,0.3,8,COMPLETE
130,130,0.9294426386984306,2025-06-15 00:33:29.566677,2025-06-15 00:33:33.484341,0 days 00:00:03.917664,938.0,0.007,2m,2.0,3.5,2.0,62.0,736.0,0.007,4m,3.0,1.5,0.8,274.0,992.0,0.006,2m,1.5,3.0,0.9,644.0,932.0,0.006,4m,1.0,4.0,0.6,886.0,,,,,,,,642,0.008,4m,2.5,1.0,1.4,254,280.0,0.005,3m,2.5,1.5,1.9000000000000001,56.0,,,,,,,,978.0,0.005,4m,1.5,2.0,0.8,670.0,482.0,0.009000000000000001,3m,4.0,3.0,1.6,512.0,0.3,8,COMPLETE
131,131,4.726920254016185,2025-06-15 00:33:33.535864,2025-06-15 00:33:39.505238,0 days 00:00:05.969374,1002.0,0.007,2m,1.5,3.5,2.0,48.0,660.0,0.008,4m,3.5,1.0,0.9,220.0,782.0,0.005,3m,1.0,3.0,0.8,592.0,978.0,0.007,4m,1.0,4.0,0.6,918.0,,,,,,,,134,0.009000000000000001,4m,2.5,1.5,1.4,172,296.0,0.005,3m,4.0,1.5,1.9000000000000001,936.0,,,,,,,,942.0,0.005,4m,2.0,2.0,0.8,606.0,518.0,0.009000000000000001,3m,3.5,2.5,1.5,596.0,0.35000000000000003,8,COMPLETE
132,132,7.586162829838141,2025-06-15 00:33:39.613263,2025-06-15 00:33:46.481510,0 days 00:00:06.868247,1014.0,0.007,2m,1.5,3.5,2.0,16.0,688.0,0.009000000000000001,4m,3.5,1.0,0.8,196.0,892.0,0.004,3m,1.0,3.0,0.7,684.0,992.0,0.007,4m,1.0,4.0,0.7,846.0,,,,,,,,82,0.01,4m,2.5,1.0,1.4,228,352.0,0.005,3m,2.5,1.5,2.0,888.0,,,,,,,,970.0,0.005,4m,2.0,2.0,0.8,620.0,472.0,0.009000000000000001,3m,4.0,2.5,1.8,538.0,0.35000000000000003,8,COMPLETE
133,133,-2.8512808087328736,2025-06-15 00:33:46.602537,2025-06-15 00:33:50.550415,0 days 00:00:03.947878,90.0,0.006,2m,1.5,3.5,1.9000000000000001,136.0,698.0,0.009000000000000001,4m,3.5,1.0,0.8,196.0,964.0,0.005,3m,1.0,3.0,0.7,696.0,830.0,0.007,4m,1.0,4.0,0.8,854.0,,,,,,,,44,0.009000000000000001,4m,2.5,1.0,1.5,238,420.0,0.005,3m,2.5,1.5,2.0,834.0,,,,,,,,966.0,0.005,4m,2.0,2.0,0.9,640.0,470.0,0.009000000000000001,3m,4.0,2.5,1.8,552.0,0.35000000000000003,8,COMPLETE
134,134,6.9548518743596475,2025-06-15 00:33:50.652950,2025-06-15 00:33:54.861579,0 days 00:00:04.208629,1008.0,0.009000000000000001,2m,1.5,3.5,2.0,18.0,756.0,0.007,4m,3.5,1.0,0.9,242.0,906.0,0.005,3m,3.0,3.0,0.8,22.0,882.0,0.005,4m,1.0,4.0,0.7,764.0,,,,,,,,106,0.009000000000000001,4m,2.5,1.0,1.3,176,346.0,0.004,3m,2.5,1.5,2.0,884.0,220.0,0.005,2m,2.5,1.0,1.5,686.0,1002.0,0.005,2m,2.0,2.0,0.7,428.0,414.0,0.009000000000000001,1m,4.0,3.0,1.7000000000000002,530.0,0.3,9,COMPLETE
135,135,8.881290581475538,2025-06-15 00:33:54.916092,2025-06-15 00:33:59.182777,0 days 00:00:04.266685,974.0,0.007,2m,1.5,3.5,0.7,82.0,686.0,0.009000000000000001,4m,3.0,1.0,0.8,138.0,818.0,0.004,3m,1.0,3.0,1.0,630.0,970.0,0.006,4m,1.5,4.0,0.7,824.0,,,,,,,,88,0.01,4m,2.5,1.0,1.5,342,366.0,0.005,3m,2.5,3.5,2.0,734.0,78.0,0.006,1m,2.0,2.5,0.5,96.0,978.0,0.004,4m,1.5,2.0,0.8,340.0,494.0,0.008,3m,4.0,2.5,1.8,432.0,0.35000000000000003,9,COMPLETE
136,136,3.8795446201214987,2025-06-15 00:33:59.274784,2025-06-15 00:34:03.975407,0 days 00:00:04.700623,982.0,0.007,2m,2.5,3.5,0.6,106.0,678.0,0.009000000000000001,4m,3.0,1.0,1.0,134.0,938.0,0.004,1m,1.0,3.0,1.0,628.0,988.0,0.006,4m,1.5,4.0,0.7,824.0,,,,,,,,596,0.01,4m,2.5,1.0,1.4,364,446.0,0.005,3m,2.5,3.0,2.0,720.0,60.0,0.006,1m,2.0,2.5,0.6,140.0,978.0,0.004,4m,1.5,2.0,0.8,338.0,496.0,0.008,3m,4.0,2.5,1.9000000000000001,424.0,0.35000000000000003,9,COMPLETE
137,137,6.7143580744315114,2025-06-15 00:34:04.050437,2025-06-15 00:34:08.671765,0 days 00:00:04.621328,1024.0,0.007,2m,1.5,3.5,0.8,36.0,632.0,0.01,2m,3.5,1.0,0.9,156.0,892.0,0.004,3m,1.0,3.0,1.1,570.0,958.0,0.006,4m,1.0,4.0,1.4,898.0,,,,,,,,86,0.01,4m,2.5,1.0,1.2000000000000002,296,368.0,0.005,3m,2.5,3.5,2.0,898.0,88.0,0.005,1m,2.5,2.5,0.5,218.0,1022.0,0.004,4m,2.0,2.0,0.8,564.0,350.0,0.008,3m,4.0,2.5,1.7000000000000002,618.0,0.35000000000000003,9,COMPLETE
138,138,3.1670342069617545,2025-06-15 00:34:08.754286,2025-06-15 00:34:12.787550,0 days 00:00:04.033264,908.0,0.006,3m,1.5,3.5,0.7,190.0,714.0,0.009000000000000001,4m,3.0,1.5,0.8,110.0,818.0,0.004,3m,1.0,3.0,0.9,518.0,934.0,0.007,4m,1.5,4.0,0.8,874.0,,,,,,,,64,0.01,4m,2.5,1.0,1.3,332,346.0,0.005,4m,2.5,1.5,1.9000000000000001,864.0,,,,,,,,950.0,0.003,4m,1.0,2.0,0.9,606.0,452.0,0.009000000000000001,3m,4.0,2.0,1.8,568.0,0.35000000000000003,8,COMPLETE
139,139,3.874667146777457,2025-06-15 00:34:12.862551,2025-06-15 00:34:17.360012,0 days 00:00:04.497461,942.0,0.007,2m,1.0,4.0,0.5,80.0,680.0,0.008,4m,3.0,1.0,0.9,216.0,860.0,0.004,3m,2.0,3.0,1.0,678.0,908.0,0.006,4m,1.0,4.0,0.7,976.0,,,,,,,,26,0.01,3m,2.5,1.0,1.4,196,418.0,0.006,3m,2.5,3.5,2.0,770.0,246.0,0.004,1m,2.0,3.0,0.6,290.0,998.0,0.004,4m,1.5,2.0,0.7,542.0,424.0,0.009000000000000001,3m,4.0,2.5,1.7000000000000002,510.0,0.35000000000000003,9,COMPLETE
140,140,-0.11856522679358278,2025-06-15 00:34:17.461525,2025-06-15 00:34:21.431276,0 days 00:00:03.969751,976.0,0.007,2m,2.5,3.0,2.0,56.0,734.0,0.009000000000000001,4m,3.0,1.0,0.8,168.0,650.0,0.003,3m,1.5,3.5,0.8,656.0,968.0,0.005,4m,1.0,4.0,0.5,940.0,,,,,,,,142,0.009000000000000001,4m,2.5,1.0,1.5,124,332.0,0.005,3m,2.5,1.5,2.0,732.0,,,,,,,,970.0,0.005,4m,2.0,2.0,0.8,668.0,338.0,0.008,2m,4.0,2.5,1.6,638.0,0.35000000000000003,8,COMPLETE
141,141,4.346560893422259,2025-06-15 00:34:21.614911,2025-06-15 00:34:25.762995,0 days 00:00:04.148084,960.0,0.008,2m,1.5,3.5,0.9,86.0,696.0,0.008,4m,3.5,1.0,0.8,188.0,832.0,0.006,3m,1.0,2.5,0.7,692.0,854.0,0.007,4m,1.5,4.0,0.6,792.0,,,,,,,,90,0.009000000000000001,4m,2.5,1.0,1.5,250,224.0,0.004,3m,2.5,1.5,1.9000000000000001,962.0,,,,,,,,918.0,0.006,4m,1.5,2.0,1.0,384.0,490.0,0.009000000000000001,3m,4.0,3.0,1.8,486.0,0.3,8,COMPLETE
142,142,9.397361079876058,2025-06-15 00:34:25.829509,2025-06-15 00:34:30.047268,0 days 00:00:04.217759,1008.0,0.007,2m,1.5,3.5,1.9000000000000001,108.0,780.0,0.009000000000000001,4m,3.5,1.0,0.8,256.0,852.0,0.005,3m,1.0,3.0,0.6,608.0,870.0,0.007,4m,1.0,4.0,0.7,748.0,,,,,,,,114,0.01,4m,2.5,1.0,1.4,284,390.0,0.005,3m,2.5,3.0,1.9000000000000001,908.0,,,,,,,,934.0,0.005,4m,1.5,2.0,0.9,490.0,398.0,0.009000000000000001,3m,4.0,2.5,1.8,542.0,0.3,8,COMPLETE
143,143,6.847505973410168,2025-06-15 00:34:30.143778,2025-06-15 00:34:34.347627,0 days 00:00:04.203849,1016.0,0.007,2m,1.5,3.5,1.8,112.0,760.0,0.009000000000000001,4m,3.5,1.0,1.0,260.0,914.0,0.005,3m,1.0,3.0,0.6,604.0,868.0,0.007,4m,1.0,4.0,0.7,830.0,,,,,,,,180,0.01,4m,2.5,1.0,1.4,234,400.0,0.005,3m,2.5,4.0,1.9000000000000001,912.0,,,,,,,,938.0,0.005,4m,1.5,2.0,0.8,478.0,388.0,0.009000000000000001,3m,4.0,2.5,1.9000000000000001,598.0,0.15000000000000002,8,COMPLETE
144,144,6.832567524240548,2025-06-15 00:34:34.423150,2025-06-15 00:34:39.288915,0 days 00:00:04.865765,978.0,0.007,2m,1.5,3.5,2.0,138.0,652.0,0.01,4m,3.0,1.0,0.9,236.0,740.0,0.005,3m,1.0,3.0,0.9,552.0,992.0,0.006,4m,1.0,4.0,0.8,740.0,,,,,,,,160,0.01,4m,2.5,1.0,1.3,288,468.0,0.006,3m,2.5,3.0,1.9000000000000001,804.0,136.0,0.006,1m,2.0,2.5,0.7,138.0,962.0,0.005,4m,1.5,2.0,0.9,452.0,464.0,0.009000000000000001,3m,4.0,2.5,1.8,538.0,0.3,9,COMPLETE
145,145,-8.105637015251073,2025-06-15 00:34:39.363426,2025-06-15 00:34:40.479145,0 days 00:00:01.115719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,0.01,4m,2.5,1.0,1.4,198,,,,,,,,,,,,,,,,,,,,,,432.0,0.009000000000000001,3m,4.0,2.5,1.7000000000000002,468.0,0.3,2,COMPLETE
146,146,1.6710834753634543,2025-06-15 00:34:40.540663,2025-06-15 00:34:44.610691,0 days 00:00:04.070028,1006.0,0.007,2m,1.5,3.0,1.9000000000000001,34.0,722.0,0.007,4m,3.5,1.0,0.8,308.0,784.0,0.004,1m,1.0,3.0,0.6,578.0,812.0,0.007,4m,1.0,4.0,0.7,902.0,,,,,,,,102,0.009000000000000001,4m,2.5,1.0,1.2000000000000002,370,380.0,0.005,3m,2.5,3.5,2.0,870.0,,,,,,,,878.0,0.005,4m,1.5,2.0,0.7,500.0,234.0,0.009000000000000001,3m,4.0,2.5,1.7000000000000002,562.0,0.3,8,COMPLETE
147,147,-3.7588642343627856,2025-06-15 00:34:44.691687,2025-06-15 00:34:48.961571,0 days 00:00:04.269884,926.0,0.006,1m,2.0,3.5,2.0,16.0,602.0,0.009000000000000001,1m,2.5,1.0,0.9,282.0,850.0,0.005,3m,1.0,3.5,0.6,632.0,922.0,0.006,3m,1.0,4.0,0.5,858.0,,,,,,,,136,0.01,4m,2.0,1.5,1.5,264,318.0,0.005,3m,2.5,3.5,1.9000000000000001,850.0,,,,,,,,988.0,0.003,1m,2.0,2.0,0.9,622.0,392.0,0.008,3m,4.0,2.5,1.8,516.0,0.35000000000000003,8,COMPLETE
148,148,3.346328570169252,2025-06-15 00:34:49.047600,2025-06-15 00:34:53.188479,0 days 00:00:04.140879,950.0,0.006,2m,1.5,3.5,2.0,62.0,638.0,0.008,4m,3.5,3.0,1.0,136.0,948.0,0.005,3m,1.0,3.0,0.8,656.0,782.0,0.007,4m,1.0,4.0,0.6,992.0,,,,,,,,348,0.009000000000000001,1m,2.5,1.0,1.4,338,366.0,0.004,1m,2.0,1.5,2.0,826.0,,,,,,,,934.0,0.004,4m,1.5,2.0,0.8,538.0,526.0,0.009000000000000001,3m,4.0,2.0,1.6,436.0,0.3,8,COMPLETE
149,149,9.70354282716533,2025-06-15 00:34:53.252988,2025-06-15 00:34:57.818629,0 days 00:00:04.565641,886.0,0.007,2m,1.0,3.0,1.9000000000000001,98.0,690.0,0.009000000000000001,4m,3.5,1.0,1.1,216.0,882.0,0.004,3m,1.0,3.0,0.7,618.0,836.0,0.006,4m,1.0,4.0,0.7,954.0,,,,,,,,222,0.01,4m,2.5,1.0,1.4,304,296.0,0.006,3m,2.5,1.5,1.9000000000000001,886.0,62.0,0.007,1m,3.0,3.0,1.3,550.0,898.0,0.005,4m,2.0,2.0,0.8,654.0,274.0,0.009000000000000001,1m,3.0,2.5,1.8,74.0,0.4,9,COMPLETE
