,number,value,datetime_start,datetime_complete,duration,params_CHTR_SWKS_beta_win,params_CHTR_SWKS_stop_loss,params_CHTR_SWKS_trade_freq,params_CHTR_SWKS_z_entry,params_CHTR_SWKS_z_exit,params_CHTR_SWKS_z_stop_scaler,params_CHTR_SWKS_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_CMCSA_SWKS_beta_win,params_CMCSA_SWKS_stop_loss,params_CMCSA_SWKS_trade_freq,params_CMCSA_SWKS_z_entry,params_CMCSA_SWKS_z_exit,params_CMCSA_SWKS_z_stop_scaler,params_CMCSA_SWKS_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_TXN_beta_win,params_EBAY_TXN_stop_loss,params_EBAY_TXN_trade_freq,params_EBAY_TXN_z_entry,params_EBAY_TXN_z_exit,params_EBAY_TXN_z_stop_scaler,params_EBAY_TXN_z_win,params_FISV_MAR_beta_win,params_FISV_MAR_stop_loss,params_FISV_MAR_trade_freq,params_FISV_MAR_z_entry,params_FISV_MAR_z_exit,params_FISV_MAR_z_stop_scaler,params_FISV_MAR_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_NFLX_TXN_beta_win,params_NFLX_TXN_stop_loss,params_NFLX_TXN_trade_freq,params_NFLX_TXN_z_entry,params_NFLX_TXN_z_exit,params_NFLX_TXN_z_stop_scaler,params_NFLX_TXN_z_win,params_OKTA_SBUX_beta_win,params_OKTA_SBUX_stop_loss,params_OKTA_SBUX_trade_freq,params_OKTA_SBUX_z_entry,params_OKTA_SBUX_z_exit,params_OKTA_SBUX_z_stop_scaler,params_OKTA_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
125,125,4.191514471187385,2025-06-15 23:29:57.818545,2025-06-15 23:30:05.795816,0 days 00:00:07.977271,376.0,0.025,1m,1.0,1.1,1.3,784.0,736.0,0.025,10m,0.9,1.5,1.4000000000000001,808.0,416.0,0.025,4m,1.0,0.6,2.0,48.0,608.0,0.05,4m,1.2000000000000002,0.8,1.1,720.0,456,0.025,6m,0.6,0.5,1.3,440,232.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.4000000000000001,592.0,,,,,,,,848.0,0.05,4m,0.8,1.1,1.6,576.0,112.0,0.025,7m,1.4,1.3,1.5,984.0,,,,,,,,0.15000000000000002,8,COMPLETE
126,126,2.726203421766181,2025-06-15 23:30:05.878582,2025-06-15 23:30:13.603909,0 days 00:00:07.725327,336.0,0.025,2m,1.0,1.1,1.3,816.0,728.0,0.025,10m,0.8,1.5,1.4000000000000001,808.0,416.0,0.025,4m,1.0,0.6,2.0,104.0,640.0,0.05,7m,1.2000000000000002,0.8,1.1,712.0,456,0.025,6m,0.5,0.5,1.4000000000000001,416,216.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.4000000000000001,576.0,,,,,,,,864.0,0.05,4m,0.8,1.0,1.6,576.0,152.0,0.025,7m,1.2000000000000002,1.3,1.6,984.0,,,,,,,,0.15000000000000002,8,COMPLETE
127,127,3.061023047327498,2025-06-15 23:30:13.684838,2025-06-15 23:30:21.612237,0 days 00:00:07.927399,352.0,0.025,1m,1.0,1.1,1.2000000000000002,864.0,752.0,0.025,10m,0.8,1.5,1.4000000000000001,808.0,416.0,0.025,4m,1.0,0.6,2.0,96.0,632.0,0.05,7m,1.2000000000000002,0.9,1.1,992.0,448,0.025,6m,0.5,0.5,1.4000000000000001,416,232.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.4000000000000001,520.0,,,,,,,,840.0,0.05,4m,0.8,1.0,1.5,600.0,80.0,0.025,7m,1.3,1.3,1.7000000000000002,1024.0,,,,,,,,0.15000000000000002,8,COMPLETE
128,128,-0.9180545931811682,2025-06-15 23:30:21.715111,2025-06-15 23:30:30.628926,0 days 00:00:08.913815,296.0,0.025,1m,0.9,1.1,1.2000000000000002,856.0,744.0,0.025,10m,0.8,1.4,1.4000000000000001,248.0,320.0,0.025,4m,1.1,0.6,2.0,40.0,648.0,0.05,7m,1.1,0.9,1.1,808.0,352,0.025,6m,0.6,0.5,1.4000000000000001,400,248.0,0.025,6m,1.1,1.2000000000000002,1.4000000000000001,672.0,696.0,0.025,6m,1.1,0.6,1.9000000000000001,408.0,840.0,0.05,4m,0.8,1.0,1.5,616.0,120.0,0.025,7m,1.4,1.3,1.7000000000000002,1024.0,,,,,,,,0.15000000000000002,9,COMPLETE
129,129,3.0042729356888453,2025-06-15 23:30:30.703868,2025-06-15 23:30:38.911122,0 days 00:00:08.207254,384.0,0.025,1m,1.0,1.0,1.1,792.0,752.0,0.025,10m,0.7,1.5,1.5,864.0,456.0,0.025,4m,1.0,0.6,2.0,16.0,624.0,0.05,3m,1.2000000000000002,0.9,1.1,1016.0,440,0.025,6m,0.7,0.6,1.4000000000000001,424,216.0,0.025,6m,1.2000000000000002,1.1,1.4000000000000001,592.0,,,,,,,,784.0,0.05,4m,0.8,1.1,1.4000000000000001,592.0,16.0,0.025,7m,1.4,1.2000000000000002,1.5,992.0,,,,,,,,0.1,8,COMPLETE
130,130,3.8601058038811975,2025-06-15 23:30:38.978527,2025-06-15 23:30:47.261538,0 days 00:00:08.283011,384.0,0.025,1m,1.0,1.0,1.1,888.0,696.0,0.025,10m,0.7,1.5,1.5,912.0,448.0,0.025,4m,1.0,0.6,2.0,40.0,608.0,0.05,3m,1.2000000000000002,1.0,1.1,1000.0,520,0.025,6m,0.7,0.6,1.4000000000000001,336,216.0,0.025,6m,1.2000000000000002,1.1,1.4000000000000001,536.0,,,,,,,,784.0,0.05,4m,0.8,1.1,1.4000000000000001,544.0,32.0,0.025,7m,1.4,1.3,1.5,984.0,,,,,,,,0.1,8,COMPLETE
131,131,0.49609702343057865,2025-06-15 23:30:47.341387,2025-06-15 23:30:55.615924,0 days 00:00:08.274537,384.0,0.025,1m,1.0,1.0,1.1,872.0,752.0,0.025,10m,0.7,1.5,1.5,960.0,472.0,0.025,4m,1.0,0.6,2.0,16.0,608.0,0.05,3m,1.2000000000000002,1.0,1.1,1024.0,440,0.025,6m,0.7,0.6,1.4000000000000001,424,200.0,0.025,6m,1.2000000000000002,1.1,1.4000000000000001,568.0,,,,,,,,784.0,0.05,4m,0.8,1.1,1.4000000000000001,536.0,16.0,0.025,7m,1.4,1.3,1.5,1008.0,,,,,,,,0.1,8,COMPLETE
132,132,2.0719262930997435,2025-06-15 23:30:55.743096,2025-06-15 23:31:03.940654,0 days 00:00:08.197558,416.0,0.025,1m,1.0,1.0,1.1,888.0,640.0,0.025,10m,0.7,1.5,1.5,888.0,536.0,0.025,4m,1.0,0.7,2.0,48.0,624.0,0.05,4m,1.2000000000000002,1.0,1.1,976.0,528,0.025,6m,0.7,0.6,1.4000000000000001,344,240.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.4000000000000001,560.0,,,,,,,,728.0,0.05,4m,0.8,1.1,1.4000000000000001,576.0,24.0,0.025,7m,1.4,1.2000000000000002,1.5,992.0,,,,,,,,0.1,8,COMPLETE
133,133,3.0662928144395525,2025-06-15 23:31:04.018913,2025-06-15 23:31:12.204500,0 days 00:00:08.185587,328.0,0.025,1m,0.9,1.0,1.1,792.0,696.0,0.025,10m,0.7,1.5,1.5,928.0,448.0,0.025,4m,1.0,0.6,2.0,88.0,568.0,0.05,3m,1.2000000000000002,1.0,1.1,1000.0,488,0.025,6m,0.7,0.6,1.3,328,208.0,0.025,6m,1.2000000000000002,1.1,1.3,632.0,,,,,,,,824.0,0.05,4m,0.9,1.0,1.3,600.0,56.0,0.025,7m,1.5,1.3,1.5,952.0,,,,,,,,0.1,8,COMPLETE
134,134,1.7590110473462592,2025-06-15 23:31:12.283222,2025-06-15 23:31:21.540199,0 days 00:00:09.256977,336.0,0.025,1m,0.9,1.0,1.1,792.0,712.0,0.025,10m,0.7,1.5,1.5,872.0,440.0,0.025,4m,1.0,0.6,2.0,104.0,568.0,0.05,3m,1.2000000000000002,1.0,1.1,1000.0,496,0.025,6m,0.8,0.6,1.3,288,208.0,0.025,6m,1.2000000000000002,1.1,1.3,632.0,408.0,0.05,8m,0.7,0.9,1.7000000000000002,512.0,808.0,0.05,4m,0.9,1.0,1.4000000000000001,600.0,72.0,0.025,7m,1.5,1.3,1.5,952.0,,,,,,,,0.1,9,COMPLETE
135,135,-1.8605539630408112,2025-06-15 23:31:21.624055,2025-06-15 23:31:29.645414,0 days 00:00:08.021359,376.0,0.05,1m,0.9,1.0,1.1,912.0,688.0,0.025,10m,0.8,1.5,1.4000000000000001,928.0,504.0,0.025,4m,1.0,0.5,2.0,80.0,616.0,0.05,3m,1.1,1.0,1.1,960.0,456,0.025,6m,0.7,0.6,1.4000000000000001,336,264.0,0.025,6m,1.3,1.0,1.4000000000000001,512.0,,,,,,,,840.0,0.05,4m,0.8,1.0,1.3,552.0,72.0,0.025,7m,1.4,1.2000000000000002,1.5,976.0,,,,,,,,0.1,8,COMPLETE
136,136,3.4085858271472262,2025-06-15 23:31:29.743907,2025-06-15 23:31:37.433740,0 days 00:00:07.689833,272.0,0.025,1m,1.0,1.1,1.1,776.0,696.0,0.05,10m,0.7,1.5,1.5,840.0,448.0,0.025,4m,1.0,0.6,1.9000000000000001,184.0,600.0,0.05,3m,1.2000000000000002,0.9,1.1,904.0,512,0.025,6m,0.7,0.5,1.3,368,152.0,0.025,6m,1.2000000000000002,1.1,1.3,696.0,,,,,,,,768.0,0.05,4m,0.9,1.1,1.3,592.0,56.0,0.025,7m,1.5,1.3,1.8000000000000003,928.0,,,,,,,,0.1,8,COMPLETE
137,137,-0.5804496832535047,2025-06-15 23:31:37.524290,2025-06-15 23:31:45.311783,0 days 00:00:07.787493,256.0,0.025,1m,1.0,1.1,1.1,832.0,600.0,0.05,10m,0.7,1.5,1.5,952.0,456.0,0.025,1m,1.0,0.6,2.0,32.0,592.0,0.05,3m,1.2000000000000002,0.9,1.1,920.0,520,0.025,6m,0.7,0.5,1.3,352,152.0,0.025,6m,1.2000000000000002,1.3,1.3,728.0,,,,,,,,768.0,0.05,4m,0.9,1.1,1.2000000000000002,488.0,40.0,0.025,7m,1.5,1.3,1.8000000000000003,920.0,,,,,,,,0.1,8,COMPLETE
138,138,-0.16249614488775538,2025-06-15 23:31:45.421753,2025-06-15 23:31:53.195820,0 days 00:00:07.774067,336.0,0.025,1m,0.9,0.9,1.1,776.0,560.0,0.05,10m,0.8,1.5,1.4000000000000001,1016.0,408.0,0.025,4m,1.1,0.7,1.9000000000000001,168.0,688.0,0.05,3m,1.1,0.9,1.1,992.0,488,0.025,6m,0.8,0.5,1.4000000000000001,312,120.0,0.025,8m,1.0,1.1,1.3,656.0,,,,,,,,792.0,0.05,4m,0.9,1.1,1.3,584.0,104.0,0.025,7m,1.3,1.3,1.8000000000000003,1024.0,,,,,,,,0.1,8,COMPLETE
139,139,-2.453982982951171,2025-06-15 23:31:53.301996,2025-06-15 23:32:01.825645,0 days 00:00:08.523649,424.0,0.025,1m,1.0,1.0,1.1,800.0,720.0,0.05,10m,0.7,1.5,1.5,912.0,544.0,0.025,8m,1.1,0.6,2.0,104.0,656.0,0.05,3m,1.2000000000000002,0.9,1.1,944.0,552,0.025,6m,0.6,0.5,1.3,368,192.0,0.025,6m,1.2000000000000002,1.0,1.4000000000000001,792.0,520.0,0.025,2m,0.9,1.3,2.0,104.0,856.0,0.05,4m,0.8,1.0,1.3,528.0,56.0,0.025,7m,1.5,1.3,1.6,968.0,,,,,,,,0.15000000000000002,9,COMPLETE
140,140,1.563519112156807,2025-06-15 23:32:01.919281,2025-06-15 23:32:09.613661,0 days 00:00:07.694380,312.0,0.025,1m,1.0,1.1,1.1,816.0,672.0,0.05,10m,0.7,1.5,1.5,872.0,448.0,0.025,4m,1.0,0.5,1.9000000000000001,72.0,600.0,0.05,3m,1.3,1.0,1.1,880.0,464,0.025,7m,0.6,0.6,1.3,384,152.0,0.025,6m,1.3,1.2000000000000002,1.4000000000000001,600.0,,,,,,,,824.0,0.05,4m,1.0,1.1,1.5,552.0,152.0,0.025,7m,1.4,1.3,1.6,992.0,,,,,,,,0.1,8,COMPLETE
141,141,-1.1398648810734326,2025-06-15 23:32:09.703128,2025-06-15 23:32:17.509004,0 days 00:00:07.805876,168.0,0.025,1m,1.0,1.1,1.2000000000000002,776.0,760.0,0.025,10m,0.7,1.5,1.5,848.0,400.0,0.025,4m,1.0,0.6,1.9000000000000001,112.0,520.0,0.05,3m,1.2000000000000002,0.9,1.1,1000.0,440,0.025,6m,0.7,0.6,1.4000000000000001,328,232.0,0.025,6m,1.2000000000000002,1.1,1.4000000000000001,520.0,,,,,,,,896.0,0.05,4m,0.7,1.1,1.3,624.0,48.0,0.025,7m,1.5,1.2000000000000002,1.9000000000000001,928.0,,,,,,,,0.1,8,COMPLETE
142,142,3.633382276707511,2025-06-15 23:32:17.591407,2025-06-15 23:32:25.324290,0 days 00:00:07.732883,360.0,0.025,1m,0.8,1.1,1.1,848.0,704.0,0.025,10m,0.8,1.5,1.5,840.0,480.0,0.025,4m,1.0,0.7,1.9000000000000001,40.0,560.0,0.05,3m,1.2000000000000002,0.9,1.2000000000000002,1024.0,512,0.025,6m,0.7,0.6,1.4000000000000001,432,320.0,0.025,6m,1.3,1.3,1.3,688.0,,,,,,,,752.0,0.05,4m,0.9,1.0,1.5,592.0,128.0,0.025,7m,1.2000000000000002,1.3,1.5,944.0,,,,,,,,0.1,8,COMPLETE
143,143,1.3670074386762492,2025-06-15 23:32:25.382092,2025-06-15 23:32:33.145013,0 days 00:00:07.762921,352.0,0.025,1m,0.8,1.1,1.1,832.0,712.0,0.025,10m,0.8,1.5,1.5,824.0,472.0,0.025,4m,1.0,0.7,2.0,40.0,568.0,0.05,3m,1.2000000000000002,0.9,1.2000000000000002,976.0,512,0.025,6m,0.7,0.7,1.4000000000000001,296,352.0,0.025,6m,1.3,1.3,1.3,696.0,,,,,,,,712.0,0.05,4m,1.0,1.0,1.5,584.0,104.0,0.025,7m,1.3,1.3,1.5,1000.0,,,,,,,,0.1,8,COMPLETE
144,144,0.6605456563004917,2025-06-15 23:32:33.236076,2025-06-15 23:32:41.561720,0 days 00:00:08.325644,264.0,0.025,1m,0.8,1.0,1.1,936.0,704.0,0.025,10m,0.8,1.5,1.4000000000000001,848.0,504.0,0.025,4m,1.0,0.6,1.9000000000000001,32.0,592.0,0.05,3m,1.3,1.0,1.2000000000000002,1024.0,488,0.025,6m,0.8,0.6,1.4000000000000001,432,200.0,0.025,6m,1.2000000000000002,1.4,1.3,624.0,192.0,0.05,10m,1.4,0.5,1.4000000000000001,816.0,752.0,0.05,4m,0.9,0.9,1.2000000000000002,656.0,208.0,0.025,7m,1.2000000000000002,1.3,1.5,896.0,,,,,,,,0.1,9,COMPLETE
145,145,-1.107316427818165,2025-06-15 23:32:41.639791,2025-06-15 23:32:49.611942,0 days 00:00:07.972151,400.0,0.025,1m,0.7,1.1,1.1,856.0,648.0,0.025,10m,0.7,0.7,1.5,800.0,440.0,0.025,4m,1.1,0.7,2.0,72.0,624.0,0.05,3m,1.2000000000000002,0.9,1.1,912.0,528,0.025,6m,0.7,0.5,1.3,368,448.0,0.025,6m,1.2000000000000002,1.2000000000000002,1.4000000000000001,768.0,,,,,,,,768.0,0.05,1m,0.8,1.0,1.6,512.0,136.0,0.025,3m,1.4,1.4,1.6,968.0,,,,,,,,0.15000000000000002,8,COMPLETE
146,146,2.736645016002957,2025-06-15 23:32:49.689075,2025-06-15 23:32:57.622875,0 days 00:00:07.933800,216.0,0.025,2m,0.9,0.9,1.2000000000000002,792.0,792.0,0.025,10m,0.6,1.5,1.6,888.0,432.0,0.025,7m,1.0,0.6,2.0,16.0,696.0,0.05,7m,1.1,1.0,1.1,960.0,496,0.025,6m,0.6,0.7,1.4000000000000001,400,264.0,0.025,6m,1.3,1.1,1.3,936.0,,,,,,,,800.0,0.05,8m,0.9,0.9,1.4000000000000001,552.0,80.0,0.025,7m,1.3,1.3,1.7000000000000002,936.0,,,,,,,,0.1,8,COMPLETE
147,147,1.1123187287592833,2025-06-15 23:32:57.707232,2025-06-15 23:33:12.721215,0 days 00:00:15.013983,360.0,0.025,1m,1.0,1.0,1.1,872.0,688.0,0.025,10m,0.8,1.5,1.4000000000000001,984.0,392.0,0.025,4m,0.9,0.5,1.9000000000000001,80.0,584.0,0.05,3m,1.2000000000000002,0.9,1.1,936.0,472,0.025,6m,0.9,0.6,1.3,456,120.0,0.025,5m,1.1,1.0,1.2000000000000002,536.0,800.0,0.05,10m,1.1,0.7,1.6,1024.0,872.0,0.05,10m,0.7,0.8,1.5,608.0,192.0,0.025,9m,1.5,0.5,1.5,904.0,,,,,,,,0.1,9,COMPLETE
148,148,0.9244433108250987,2025-06-15 23:33:12.872517,2025-06-15 23:33:30.892720,0 days 00:00:18.020203,296.0,0.025,1m,1.0,1.1,1.1,896.0,736.0,0.05,10m,0.8,1.5,1.5,840.0,360.0,0.025,6m,1.0,0.6,2.0,184.0,552.0,0.05,3m,1.2000000000000002,0.9,1.1,1008.0,408,0.025,6m,0.6,0.5,1.3,408,592.0,0.025,10m,1.3,1.1,1.4000000000000001,704.0,,,,,,,,824.0,0.05,4m,0.8,1.1,1.4000000000000001,568.0,320.0,0.025,7m,1.2000000000000002,1.4,1.4000000000000001,960.0,,,,,,,,0.15000000000000002,8,COMPLETE
149,149,2.7328379752428007,2025-06-15 23:33:31.007050,2025-06-15 23:33:39.277721,0 days 00:00:08.270671,280.0,0.025,2m,0.9,1.1,1.2000000000000002,824.0,664.0,0.025,10m,0.7,1.4,1.5,872.0,480.0,0.025,4m,1.1,0.5,1.8000000000000003,40.0,640.0,0.05,3m,1.3,0.9,1.2000000000000002,984.0,552,0.025,6m,0.8,0.6,1.4000000000000001,464,48.0,0.025,9m,1.2000000000000002,1.2000000000000002,1.3,672.0,,,,,,,,736.0,0.05,9m,1.0,1.1,1.6,536.0,32.0,0.025,3m,1.3,1.2000000000000002,1.8000000000000003,1000.0,,,,,,,,0.1,8,COMPLETE
