,number,value,datetime_start,datetime_complete,duration,params_ABNB_NXPI_beta_win,params_ABNB_NXPI_stop_loss,params_ABNB_NXPI_trade_freq,params_ABNB_NXPI_z_entry,params_ABNB_NXPI_z_exit,params_ABNB_NXPI_z_stop_scaler,params_ABNB_NXPI_z_win,params_CTSH_MAR_beta_win,params_CTSH_MAR_stop_loss,params_CTSH_MAR_trade_freq,params_CTSH_MAR_z_entry,params_CTSH_MAR_z_exit,params_CTSH_MAR_z_stop_scaler,params_CTSH_MAR_z_win,params_DASH_KLAC_beta_win,params_DASH_KLAC_stop_loss,params_DASH_KLAC_trade_freq,params_DASH_KLAC_z_entry,params_DASH_KLAC_z_exit,params_DASH_KLAC_z_stop_scaler,params_DASH_KLAC_z_win,params_DASH_LRCX_beta_win,params_DASH_LRCX_stop_loss,params_DASH_LRCX_trade_freq,params_DASH_LRCX_z_entry,params_DASH_LRCX_z_exit,params_DASH_LRCX_z_stop_scaler,params_DASH_LRCX_z_win,params_DXCM_HON_beta_win,params_DXCM_HON_stop_loss,params_DXCM_HON_trade_freq,params_DXCM_HON_z_entry,params_DXCM_HON_z_exit,params_DXCM_HON_z_stop_scaler,params_DXCM_HON_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MU_CTAS_beta_win,params_MU_CTAS_stop_loss,params_MU_CTAS_trade_freq,params_MU_CTAS_z_entry,params_MU_CTAS_z_exit,params_MU_CTAS_z_stop_scaler,params_MU_CTAS_z_win,params_PYPL_GFS_beta_win,params_PYPL_GFS_stop_loss,params_PYPL_GFS_trade_freq,params_PYPL_GFS_z_entry,params_PYPL_GFS_z_exit,params_PYPL_GFS_z_stop_scaler,params_PYPL_GFS_z_win,params_buffer_capital,params_pairs_to_trade,state
122,122,-0.07698274983473934,2025-06-16 00:47:45.490005,2025-06-16 00:47:49.578135,0 days 00:00:04.088130,,,,,,,,672.0,0.025,3m,1.0,0.6,1.3,136.0,152,0.025,2m,0.9,1.1,2.0,584,264.0,0.05,5m,0.9,1.3,1.6,648.0,,,,,,,,160.0,0.05,10m,1.3,0.6,1.5,688.0,,,,,,,,,,,,,,,,,,,,,,744.0,0.05,2m,0.5,1.0,1.1,368.0,0.25,5,COMPLETE
123,123,1.4802925048664317,2025-06-16 00:47:49.666975,2025-06-16 00:47:53.759873,0 days 00:00:04.092898,,,,,,,,536.0,0.025,3m,1.4,0.6,1.3,184.0,96,0.025,9m,0.8,1.2000000000000002,2.0,600,352.0,0.05,5m,0.8,1.2000000000000002,1.5,560.0,,,,,,,,112.0,0.05,10m,1.4,0.7,1.5,664.0,,,,,,,,,,,,,,,,,,,,,,832.0,0.05,2m,0.5,1.0,1.1,400.0,0.15000000000000002,5,COMPLETE
124,124,1.3430954409882845,2025-06-16 00:47:53.829934,2025-06-16 00:47:58.945552,0 days 00:00:05.115618,,,,,,,,488.0,0.025,6m,1.4,0.6,1.3,288.0,40,0.025,1m,0.9,1.2000000000000002,2.0,656,224.0,0.05,5m,0.8,1.2000000000000002,1.5,584.0,952.0,0.025,6m,0.7,1.5,1.3,560.0,96.0,0.05,2m,1.4,0.7,1.6,664.0,,,,,,,,,,,,,,,,,,,,,,784.0,0.05,2m,0.5,0.9,1.2000000000000002,392.0,0.25,6,COMPLETE
125,125,-0.16834733243230232,2025-06-16 00:47:59.012703,2025-06-16 00:48:02.925806,0 days 00:00:03.913103,,,,,,,,448.0,0.025,3m,1.4,0.7,1.4000000000000001,176.0,88,0.025,9m,1.0,1.2000000000000002,2.0,552,360.0,0.05,8m,0.9,1.2000000000000002,1.5,560.0,,,,,,,,192.0,0.05,10m,1.5,0.7,1.4000000000000001,696.0,,,,,,,,,,,,,,,,,,,,,,864.0,0.05,2m,0.6,0.9,1.1,464.0,0.15000000000000002,5,COMPLETE
126,126,0.9097874654583799,2025-06-16 00:48:02.987249,2025-06-16 00:48:06.843898,0 days 00:00:03.856649,,,,,,,,624.0,0.025,3m,1.4,0.5,1.5,240.0,264,0.025,9m,0.9,1.2000000000000002,2.0,952,400.0,0.05,6m,0.8,1.4,1.4000000000000001,520.0,,,,,,,,56.0,0.05,4m,1.4,0.6,1.7000000000000002,744.0,,,,,,,,,,,,,,,,,,,,,,840.0,0.05,3m,0.6,1.1,1.1,328.0,0.2,5,COMPLETE
127,127,0.1406328495750477,2025-06-16 00:48:06.910112,2025-06-16 00:48:11.531486,0 days 00:00:04.621374,,,,,,,,528.0,0.025,5m,1.5,0.5,1.2000000000000002,88.0,232,0.025,9m,0.7,1.3,1.9000000000000001,696,136.0,0.05,5m,0.7,1.3,1.3,608.0,584.0,0.025,4m,0.9,1.4,1.2000000000000002,360.0,120.0,0.05,10m,1.5,0.7,1.5,640.0,,,,,,,,,,,,,,,,,,,,,,896.0,0.05,2m,0.5,1.0,1.2000000000000002,408.0,0.1,6,COMPLETE
128,128,-0.006110037652602362,2025-06-16 00:48:11.592348,2025-06-16 00:48:16.344239,0 days 00:00:04.751891,,,,,,,,592.0,0.025,10m,1.3,0.7,1.5,496.0,352,0.025,8m,1.0,1.2000000000000002,2.0,520,384.0,0.05,8m,0.8,1.3,1.5,504.0,456.0,0.025,8m,0.5,1.5,1.3,656.0,80.0,0.05,10m,1.4,0.7,1.5,712.0,,,,,,,,,,,,,,,,,,,,,,800.0,0.05,10m,0.6,0.8,1.1,512.0,0.2,6,COMPLETE
129,129,-3.4254348297669903,2025-06-16 00:48:16.414675,2025-06-16 00:48:20.467238,0 days 00:00:04.052563,,,,,,,,648.0,0.025,1m,1.5,0.8,1.3,200.0,104,0.025,9m,0.8,1.1,2.0,600,288.0,0.05,6m,0.7,1.3,1.8000000000000003,536.0,,,,,,,,400.0,0.05,10m,1.4,0.6,1.4000000000000001,784.0,,,,,,,,,,,,,,,,,,,,,,832.0,0.025,9m,0.7,1.0,1.3,424.0,0.15000000000000002,5,COMPLETE
130,130,1.7154385495883957,2025-06-16 00:48:20.533490,2025-06-16 00:48:25.381731,0 days 00:00:04.848241,,,,,,,,544.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,368.0,312,0.025,6m,0.9,1.0,1.9000000000000001,752,320.0,0.05,6m,0.9,1.2000000000000002,1.7000000000000002,440.0,512.0,0.025,7m,0.6,1.3,1.1,456.0,104.0,0.05,8m,1.5,0.7,1.5,560.0,,,,,,,,,,,,,,,,,,,,,,712.0,0.05,2m,0.6,1.1,1.2000000000000002,344.0,0.15000000000000002,6,COMPLETE
131,131,2.1854569427366894,2025-06-16 00:48:25.457958,2025-06-16 00:48:30.174905,0 days 00:00:04.716947,,,,,,,,544.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,352.0,304,0.025,6m,0.9,1.0,2.0,760,320.0,0.05,6m,0.9,1.2000000000000002,1.7000000000000002,432.0,528.0,0.025,7m,0.6,1.3,1.1,440.0,104.0,0.05,8m,1.5,0.7,1.5,640.0,,,,,,,,,,,,,,,,,,,,,,704.0,0.05,2m,0.6,1.1,1.2000000000000002,352.0,0.15000000000000002,6,COMPLETE
132,132,1.304874192690081,2025-06-16 00:48:30.241454,2025-06-16 00:48:35.492236,0 days 00:00:05.250782,,,,,,,,280.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,360.0,312,0.025,6m,0.9,1.0,1.9000000000000001,808,312.0,0.05,6m,1.0,1.3,1.7000000000000002,464.0,528.0,0.025,7m,0.6,1.3,1.1,432.0,32.0,0.05,1m,1.5,0.7,1.5,560.0,,,,,,,,,,,,,,,,,,,,,,696.0,0.05,2m,0.6,1.1,1.2000000000000002,352.0,0.15000000000000002,6,COMPLETE
133,133,0.5570647783017646,2025-06-16 00:48:35.545096,2025-06-16 00:48:47.591667,0 days 00:00:12.046571,,,,,,,,312.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,336.0,288,0.025,6m,0.9,1.0,2.0,744,280.0,0.05,6m,0.7,1.4,1.7000000000000002,440.0,504.0,0.025,7m,0.6,1.3,1.1,504.0,64.0,0.05,8m,1.5,0.7,1.5,592.0,,,,,,,,,,,,,,,,,,,,,,728.0,0.05,2m,0.6,1.1,1.2000000000000002,296.0,0.2,6,COMPLETE
134,134,1.3174923935592058,2025-06-16 00:48:47.733324,2025-06-16 00:48:58.525035,0 days 00:00:10.791711,,,,,,,,512.0,0.025,10m,1.2000000000000002,0.5,1.8000000000000003,416.0,336,0.025,6m,0.9,1.0,2.0,760,248.0,0.05,6m,0.9,1.3,1.7000000000000002,480.0,600.0,0.025,7m,0.5,1.4,1.1,304.0,96.0,0.025,8m,1.5,0.8,1.6,640.0,,,,,,,,,,,,,,,,,,,,,,752.0,0.05,2m,0.7,1.1,1.2000000000000002,344.0,0.1,6,COMPLETE
135,135,1.219383667803921,2025-06-16 00:48:58.626167,2025-06-16 00:49:04.447321,0 days 00:00:05.821154,,,,,,,,472.0,0.025,10m,1.1,0.7,1.8000000000000003,376.0,280,0.025,6m,1.0,1.0,1.9000000000000001,712,264.0,0.05,6m,0.9,1.2000000000000002,1.7000000000000002,384.0,464.0,0.025,7m,0.7,1.3,1.1,472.0,128.0,0.05,8m,1.5,0.6,1.4000000000000001,608.0,,,,,,,,,,,,,,,,,,,,,,784.0,0.05,2m,0.6,1.1,1.3,376.0,0.15000000000000002,6,COMPLETE
136,136,-1.659883184273878,2025-06-16 00:49:04.523500,2025-06-16 00:49:09.968262,0 days 00:00:05.444762,48.0,0.05,3m,1.1,0.6,1.1,16.0,600.0,0.025,10m,1.2000000000000002,0.6,1.7000000000000002,464.0,248,0.025,6m,0.9,1.1,1.2000000000000002,816,312.0,0.05,6m,0.9,1.2000000000000002,1.8000000000000003,432.0,664.0,0.025,7m,0.5,1.3,1.2000000000000002,560.0,144.0,0.05,8m,1.5,0.8,1.5,960.0,,,,,,,,,,,,,,,,,,,,,,696.0,0.05,5m,0.6,1.2000000000000002,1.2000000000000002,256.0,0.25,7,COMPLETE
137,137,-19.945008360061518,2025-06-16 00:49:10.030431,2025-06-16 00:49:14.652522,0 days 00:00:04.622091,,,,,,,,232.0,0.025,10m,1.2000000000000002,0.6,1.8000000000000003,272.0,312,0.025,6m,1.0,1.0,2.0,680,184.0,0.05,6m,1.0,1.3,1.6,592.0,624.0,0.025,1m,0.6,1.4,1.1,456.0,184.0,0.05,8m,1.5,0.7,1.6,728.0,,,,,,,,,,,,,,,,,,,,,,736.0,0.05,2m,0.6,1.1,1.2000000000000002,16.0,0.15000000000000002,6,COMPLETE
138,138,-2.660939242200467,2025-06-16 00:49:14.714693,2025-06-16 00:49:19.515781,0 days 00:00:04.801088,,,,,,,,400.0,0.025,10m,1.1,0.7,1.8000000000000003,296.0,256,0.025,6m,0.9,1.0,1.9000000000000001,776,328.0,0.05,6m,0.8,1.4,1.7000000000000002,400.0,552.0,0.025,2m,0.5,1.4,1.3,424.0,80.0,0.05,8m,1.5,0.7,1.5,552.0,,,,,,,,,,,,,,,,,,,,,,672.0,0.05,10m,0.7,1.2000000000000002,1.1,48.0,0.2,6,COMPLETE
139,139,1.0133647470425313,2025-06-16 00:49:19.583260,2025-06-16 00:49:24.477567,0 days 00:00:04.894307,,,,,,,,552.0,0.025,5m,1.2000000000000002,0.5,1.7000000000000002,232.0,384,0.025,2m,1.0,1.1,2.0,792,224.0,0.05,6m,1.0,1.3,1.6,624.0,688.0,0.025,8m,0.6,1.3,1.7000000000000002,624.0,16.0,0.05,8m,1.4,0.6,1.5,824.0,,,,,,,,,,,,,,,,,,,,,,768.0,0.05,2m,0.7,0.5,1.1,288.0,0.1,6,COMPLETE
140,140,0.5021718925484984,2025-06-16 00:49:24.582793,2025-06-16 00:49:30.210682,0 days 00:00:05.627889,152.0,0.05,10m,1.5,0.6,1.2000000000000002,1016.0,256.0,0.025,10m,1.3,0.6,1.5,520.0,416,0.025,5m,0.9,1.0,2.0,880,360.0,0.05,8m,0.9,1.2000000000000002,1.7000000000000002,368.0,576.0,0.025,7m,0.6,1.4,1.2000000000000002,544.0,56.0,0.05,3m,1.5,0.7,1.4000000000000001,576.0,,,,,,,,,,,,,,,,,,,,,,864.0,0.05,2m,0.6,1.0,1.3,328.0,0.15000000000000002,7,COMPLETE
141,141,-0.17157022907725658,2025-06-16 00:49:30.280073,2025-06-16 00:49:34.192261,0 days 00:00:03.912188,,,,,,,,528.0,0.025,3m,1.4,0.6,1.3,640.0,352,0.025,4m,0.8,1.2000000000000002,2.0,720,344.0,0.05,2m,0.8,1.2000000000000002,1.6,568.0,,,,,,,,96.0,0.05,10m,1.4,0.7,1.5,656.0,,,,,,,,,,,,,,,,,,,,,,824.0,0.05,2m,0.5,1.0,1.1,392.0,0.15000000000000002,5,COMPLETE
142,142,-0.6539600724718702,2025-06-16 00:49:34.263251,2025-06-16 00:49:38.319005,0 days 00:00:04.055754,,,,,,,,568.0,0.025,7m,1.4,0.6,1.8000000000000003,184.0,288,0.025,2m,0.8,1.2000000000000002,2.0,624,384.0,0.05,4m,0.8,1.1,1.5,536.0,,,,,,,,120.0,0.05,10m,1.4,0.7,1.5,696.0,,,,,,,,,,,,,,,,,,,,,,800.0,0.05,2m,0.5,1.1,1.1,416.0,0.15000000000000002,5,COMPLETE
143,143,-4.060092739940363,2025-06-16 00:49:38.397387,2025-06-16 00:49:43.417762,0 days 00:00:05.020375,,,,,,,,544.0,0.025,2m,1.3,0.6,1.6,312.0,120,0.025,6m,0.9,1.1,1.3,656,288.0,0.05,1m,0.7,1.2000000000000002,1.8000000000000003,600.0,512.0,0.025,8m,0.5,1.5,1.1,512.0,160.0,0.05,10m,1.3,0.8,1.5,672.0,,,,,,,,,,,,,,,,,,,,,,712.0,0.05,2m,0.5,0.9,1.1,456.0,0.2,6,COMPLETE
144,144,-1.4617545436988222,2025-06-16 00:49:43.477922,2025-06-16 00:49:47.795803,0 days 00:00:04.317881,,,,,,,,504.0,0.025,10m,1.4,0.8,1.5,152.0,720,0.025,2m,0.9,1.2000000000000002,2.0,696,264.0,0.05,6m,0.7,1.3,1.6,680.0,,,,,,,,104.0,0.05,7m,1.4,0.6,1.8000000000000003,672.0,,,,,,,,,,,,,,,,,,,,,,856.0,0.05,2m,0.5,1.0,1.2000000000000002,480.0,0.05,5,COMPLETE
145,145,-0.3049487338387768,2025-06-16 00:49:47.851372,2025-06-16 00:49:53.071009,0 days 00:00:05.219637,,,,,,,,296.0,0.025,9m,1.3,0.6,1.6,672.0,64,0.025,2m,0.9,1.1,2.0,560,472.0,0.05,5m,0.9,1.3,1.7000000000000002,736.0,704.0,0.025,5m,0.7,1.3,1.2000000000000002,336.0,48.0,0.05,10m,1.5,0.7,1.5,584.0,,,,,,,,,,,,,,,,,,,,,,880.0,0.05,7m,0.6,1.1,1.1,360.0,0.15000000000000002,6,COMPLETE
146,146,3.6263733933758964,2025-06-16 00:49:53.127904,2025-06-16 00:49:58.153273,0 days 00:00:05.025369,,,,,,,,584.0,0.025,4m,1.4,0.7,1.4000000000000001,224.0,16,0.025,3m,0.8,0.9,2.0,744,616.0,0.05,6m,0.8,1.3,1.6,472.0,360.0,0.025,8m,1.1,1.3,1.3,592.0,80.0,0.05,2m,1.4,0.7,1.5,648.0,,,,,,,,,,,,,,,,,,,,,,800.0,0.05,2m,0.6,1.0,1.2000000000000002,400.0,0.1,6,COMPLETE
147,147,0.41646576277055625,2025-06-16 00:49:58.212794,2025-06-16 00:50:03.512974,0 days 00:00:05.300180,,,,,,,,640.0,0.025,4m,1.1,0.7,1.4000000000000001,224.0,16,0.025,3m,1.0,0.9,1.9000000000000001,760,608.0,0.05,6m,0.8,1.3,1.6,472.0,760.0,0.025,8m,1.2000000000000002,1.3,1.3,600.0,72.0,0.05,2m,1.3,0.7,1.6,640.0,,,,,,,,,,,,,,,,,,,,,,800.0,0.05,10m,0.6,1.1,1.2000000000000002,424.0,0.1,6,COMPLETE
148,148,2.6509434012699655,2025-06-16 00:50:03.571757,2025-06-16 00:50:08.789472,0 days 00:00:05.217715,,,,,,,,616.0,0.025,4m,1.2000000000000002,0.7,1.5,376.0,40,0.025,3m,0.8,0.9,2.0,720,640.0,0.05,6m,0.9,1.0,1.6,456.0,328.0,0.025,8m,1.0,1.3,1.3,576.0,32.0,0.05,2m,1.4,0.8,1.5,864.0,,,,,,,,,,,,,,,,,,,,,,760.0,0.025,2m,0.6,1.2000000000000002,1.2000000000000002,384.0,0.1,6,COMPLETE
149,149,2.238724738984132,2025-06-16 00:50:08.861865,2025-06-16 00:50:13.773896,0 days 00:00:04.912031,,,,,,,,616.0,0.025,4m,1.2000000000000002,0.7,1.5,376.0,32,0.025,3m,0.8,0.9,2.0,736,648.0,0.05,6m,0.9,1.0,1.6,504.0,328.0,0.025,8m,1.1,1.3,1.3,568.0,40.0,0.05,2m,1.4,0.8,1.5,760.0,,,,,,,,,,,,,,,,,,,,,,768.0,0.025,2m,0.6,1.2000000000000002,1.2000000000000002,384.0,0.1,6,COMPLETE
