,number,value,datetime_start,datetime_complete,duration,params_ADBE_BIIB_beta_win,params_ADBE_BIIB_stop_loss,params_ADBE_BIIB_trade_freq,params_ADBE_BIIB_z_entry,params_ADBE_BIIB_z_exit,params_ADBE_BIIB_z_stop_scaler,params_ADBE_BIIB_z_win,params_AEP_JD_beta_win,params_AEP_JD_stop_loss,params_AEP_JD_trade_freq,params_AEP_JD_z_entry,params_AEP_JD_z_exit,params_AEP_JD_z_stop_scaler,params_AEP_JD_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BIIB_ZM_beta_win,params_BIIB_ZM_stop_loss,params_BIIB_ZM_trade_freq,params_BIIB_ZM_z_entry,params_BIIB_ZM_z_exit,params_BIIB_ZM_z_stop_scaler,params_BIIB_ZM_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_COST_ORLY_beta_win,params_COST_ORLY_stop_loss,params_COST_ORLY_trade_freq,params_COST_ORLY_z_entry,params_COST_ORLY_z_exit,params_COST_ORLY_z_stop_scaler,params_COST_ORLY_z_win,params_GOOG_SIRI_beta_win,params_GOOG_SIRI_stop_loss,params_GOOG_SIRI_trade_freq,params_GOOG_SIRI_z_entry,params_GOOG_SIRI_z_exit,params_GOOG_SIRI_z_stop_scaler,params_GOOG_SIRI_z_win,params_IDXX_SIRI_beta_win,params_IDXX_SIRI_stop_loss,params_IDXX_SIRI_trade_freq,params_IDXX_SIRI_z_entry,params_IDXX_SIRI_z_exit,params_IDXX_SIRI_z_stop_scaler,params_IDXX_SIRI_z_win,params_NTES_SIRI_beta_win,params_NTES_SIRI_stop_loss,params_NTES_SIRI_trade_freq,params_NTES_SIRI_z_entry,params_NTES_SIRI_z_exit,params_NTES_SIRI_z_stop_scaler,params_NTES_SIRI_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
45,45,-0.12290951061138226,2025-06-15 23:22:23.684267,2025-06-15 23:22:28.572429,0 days 00:00:04.888162,832.0,0.025,10m,1.2000000000000002,0.5,1.1,440.0,,,,,,,,952.0,0.025,7m,1.5,0.8,1.8000000000000003,328.0,280,0.05,9m,0.8,0.8,2.0,824,,,,,,,,64.0,0.025,5m,1.5,0.6,1.9000000000000001,248.0,,,,,,,,,,,,,,,832.0,0.05,4m,1.2000000000000002,0.7,1.4000000000000001,776.0,,,,,,,,0.25,5,COMPLETE
46,46,3.3581162677372256,2025-06-15 23:22:28.647338,2025-06-15 23:22:34.618746,0 days 00:00:05.971408,480.0,0.025,5m,0.8,0.7,1.3,776.0,944.0,0.05,6m,0.7,0.7,1.9000000000000001,104.0,736.0,0.05,1m,1.4,1.0,1.7000000000000002,496.0,800,0.05,4m,1.1,0.9,1.2000000000000002,640,,,,,,,,680.0,0.05,5m,0.7,0.8,1.3,360.0,,,,,,,,,,,,,,,736.0,0.05,2m,1.4,1.1,1.6,496.0,,,,,,,,0.2,6,COMPLETE
47,47,-7.630303653839402,2025-06-15 23:22:34.680258,2025-06-15 23:22:38.683532,0 days 00:00:04.003274,296.0,0.05,1m,0.8,0.7,1.3,544.0,,,,,,,,,,,,,,,736,0.05,4m,1.1,0.9,1.2000000000000002,632,,,,,,,,720.0,0.05,5m,0.7,1.2000000000000002,1.3,352.0,,,,,,,,,,,,,,,712.0,0.025,2m,1.4,1.2000000000000002,1.6,120.0,,,,,,,,0.2,4,COMPLETE
48,48,-3.321622490042381,2025-06-15 23:22:38.761504,2025-06-15 23:22:43.622939,0 days 00:00:04.861435,456.0,0.025,5m,0.7,0.6,1.6,776.0,,,,,,,,848.0,0.05,1m,1.5,1.0,1.5,496.0,824,0.05,4m,1.3,0.8,1.3,736,,,,,,,,768.0,0.05,5m,0.5,0.6,1.3,520.0,,,,,,,,,,,,,,,744.0,0.05,2m,1.5,1.5,1.5,1024.0,,,,,,,,0.15000000000000002,5,COMPLETE
49,49,1.7525910409036327,2025-06-15 23:22:43.689591,2025-06-15 23:22:49.625942,0 days 00:00:05.936351,352.0,0.025,5m,0.6,0.7,1.5,656.0,952.0,0.05,6m,0.6,0.7,2.0,88.0,960.0,0.05,1m,1.4,0.9,1.3,584.0,552,0.05,4m,1.1,0.9,1.2000000000000002,544,,,,,,,,864.0,0.05,10m,1.0,0.8,1.1,224.0,,,,,,,,,,,,,,,656.0,0.05,2m,1.4,1.2000000000000002,1.6,480.0,,,,,,,,0.2,6,COMPLETE
50,50,1.7210617648372049,2025-06-15 23:22:49.708300,2025-06-15 23:22:55.344618,0 days 00:00:05.636318,240.0,0.05,5m,0.5,0.7,1.5,656.0,976.0,0.05,6m,0.6,0.7,2.0,112.0,368.0,0.05,1m,1.4,0.9,1.2000000000000002,640.0,672,0.05,4m,1.1,0.9,1.2000000000000002,424,,,,,,,,928.0,0.05,10m,1.0,0.7,1.1,376.0,,,,,,,,,,,,,,,656.0,0.05,2m,1.4,1.2000000000000002,1.3,488.0,,,,,,,,0.2,6,COMPLETE
51,51,1.3808292208943806,2025-06-15 23:22:55.411279,2025-06-15 23:23:01.081113,0 days 00:00:05.669834,200.0,0.05,5m,0.5,0.7,1.5,656.0,952.0,0.05,6m,0.5,0.7,2.0,112.0,224.0,0.05,1m,0.6,0.9,1.2000000000000002,632.0,584,0.05,4m,1.1,0.9,1.2000000000000002,560,,,,,,,,944.0,0.05,10m,1.0,0.7,1.1,360.0,,,,,,,,,,,,,,,664.0,0.05,2m,1.4,1.2000000000000002,1.3,488.0,,,,,,,,0.2,6,COMPLETE
52,52,1.2895361992463126,2025-06-15 23:23:01.147356,2025-06-15 23:23:06.671416,0 days 00:00:05.524060,336.0,0.05,5m,0.6,0.6,1.4000000000000001,568.0,928.0,0.05,6m,0.6,0.8,2.0,16.0,360.0,0.05,1m,1.4,0.8,1.2000000000000002,528.0,656,0.05,4m,1.2000000000000002,0.9,1.2000000000000002,424,,,,,,,,864.0,0.05,10m,1.2000000000000002,0.8,1.1,480.0,,,,,,,,,,,,,,,528.0,0.05,2m,1.4,1.3,1.2000000000000002,400.0,,,,,,,,0.1,6,COMPLETE
53,53,0.4599716602540398,2025-06-15 23:23:06.750118,2025-06-15 23:23:12.249225,0 days 00:00:05.499107,224.0,0.05,5m,0.6,0.5,1.5,632.0,816.0,0.05,6m,0.7,0.7,1.9000000000000001,96.0,360.0,0.05,1m,1.5,1.0,1.3,728.0,512,0.05,4m,1.2000000000000002,1.1,1.3,512,,,,,,,,1024.0,0.05,10m,1.1,0.7,1.2000000000000002,416.0,,,,,,,,,,,,,,,816.0,0.05,2m,1.5,1.2000000000000002,1.4000000000000001,472.0,,,,,,,,0.2,6,COMPLETE
54,54,-2.656189423040659,2025-06-15 23:23:12.327036,2025-06-15 23:23:15.070403,0 days 00:00:02.743367,392.0,0.05,5m,0.5,0.7,1.7000000000000002,320.0,,,,,,,,,,,,,,,624,0.05,4m,1.1,1.0,1.1,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,0.05,2m,1.3,1.1,1.3,528.0,,,,,,,,0.1,3,COMPLETE
55,55,-4.291402548106886,2025-06-15 23:23:15.142002,2025-06-15 23:23:19.596807,0 days 00:00:04.454805,144.0,0.05,5m,0.6,0.6,1.6,520.0,,,,,,,,760.0,0.05,4m,1.4,0.8,1.1,600.0,784,0.05,4m,1.1,0.7,1.4000000000000001,544,,,,,,,,880.0,0.05,10m,1.0,0.8,1.1,408.0,,,,,,,,,,,,,,,552.0,0.05,2m,1.2000000000000002,1.4,1.6,360.0,,,,,,,,0.15000000000000002,5,COMPLETE
56,56,-2.4433921189577097,2025-06-15 23:23:19.655972,2025-06-15 23:23:26.513788,0 days 00:00:06.857816,480.0,0.05,7m,0.7,0.8,1.4000000000000001,688.0,968.0,0.05,6m,0.6,0.9,2.0,192.0,192.0,0.05,1m,0.5,0.9,1.2000000000000002,824.0,688,0.05,1m,1.2000000000000002,0.9,1.2000000000000002,344,824.0,0.05,4m,0.5,1.1,2.0,680.0,944.0,0.05,8m,1.1,0.5,1.3,624.0,,,,,,,,,,,,,,,744.0,0.05,8m,1.4,1.3,1.5,520.0,,,,,,,,0.2,7,COMPLETE
57,57,-0.30866764691588633,2025-06-15 23:23:26.588457,2025-06-15 23:23:32.227529,0 days 00:00:05.639072,424.0,0.025,5m,0.5,0.7,1.5,768.0,896.0,0.05,6m,0.7,0.6,1.9000000000000001,248.0,584.0,0.05,1m,1.5,0.7,1.3,472.0,568,0.05,3m,1.0,0.8,1.1,472,,,,,,,,824.0,0.05,6m,1.3,0.6,1.2000000000000002,232.0,,,,,,,,,,,,,,,856.0,0.05,1m,1.5,1.2000000000000002,1.1,416.0,,,,,,,,0.25,6,COMPLETE
58,58,-0.12003600421240025,2025-06-15 23:23:32.304895,2025-06-15 23:23:36.838174,0 days 00:00:04.533279,536.0,0.025,9m,0.8,0.5,1.6,840.0,,,,,,,,464.0,0.05,1m,1.2000000000000002,1.0,1.1,576.0,888,0.05,4m,1.3,1.0,1.4000000000000001,160,,,,,,,,616.0,0.05,5m,1.0,0.9,1.4000000000000001,272.0,,,,,,,,,,,,,,,496.0,0.025,10m,1.2000000000000002,1.1,1.5,288.0,,,,,,,,0.3,5,COMPLETE
59,59,-1.2022447481653609,2025-06-15 23:23:36.929557,2025-06-15 23:23:44.385052,0 days 00:00:07.455495,336.0,0.05,4m,0.7,0.7,1.5,704.0,984.0,0.05,8m,0.6,1.0,2.0,104.0,744.0,0.05,3m,1.4,0.8,1.4000000000000001,448.0,720,0.05,7m,1.0,1.1,1.2000000000000002,648,288.0,0.05,5m,0.8,1.3,1.8000000000000003,840.0,680.0,0.05,9m,0.9,0.7,1.4000000000000001,184.0,,,,,,,,,,,,,,,576.0,0.05,5m,1.3,1.4,1.6,544.0,400.0,0.05,4m,0.5,0.9,1.3,848.0,0.2,8,COMPLETE
60,60,-1.038707891841123,2025-06-15 23:23:44.460567,2025-06-15 23:23:47.627560,0 days 00:00:03.166993,256.0,0.025,5m,0.5,0.6,1.3,976.0,,,,,,,,,,,,,,,920,0.05,9m,1.4,1.2000000000000002,1.3,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.0,0.05,9m,1.3,1.1,1.7000000000000002,464.0,,,,,,,,0.15000000000000002,3,COMPLETE
61,61,-3.358112538926569,2025-06-15 23:23:47.715080,2025-06-15 23:23:51.635745,0 days 00:00:03.920665,160.0,0.025,3m,1.0,0.8,1.9000000000000001,808.0,,,,,,,,,,,,,,,432,0.05,5m,0.9,0.8,1.1,576,,,,,,,,536.0,0.05,10m,0.7,0.8,1.1,80.0,,,,,,,,,,,,,,,616.0,0.05,2m,1.4,1.0,1.7000000000000002,896.0,,,,,,,,0.25,4,COMPLETE
62,62,0.5773022489428645,2025-06-15 23:23:51.701835,2025-06-15 23:23:56.446277,0 days 00:00:04.744442,664.0,0.025,6m,1.1,0.9,1.4000000000000001,840.0,,,,,,,,968.0,0.05,6m,1.4,0.9,2.0,984.0,536,0.05,6m,1.1,0.9,2.0,760,,,,,,,,928.0,0.05,2m,0.6,0.9,1.2000000000000002,152.0,,,,,,,,,,,,,,,640.0,0.05,4m,1.3,0.8,1.7000000000000002,96.0,,,,,,,,0.25,5,COMPLETE
63,63,0.8725427583546891,2025-06-15 23:23:56.535506,2025-06-15 23:24:02.671969,0 days 00:00:06.136463,312.0,0.025,2m,0.9,0.9,1.5,16.0,856.0,0.05,6m,0.7,0.7,1.9000000000000001,176.0,1016.0,0.05,4m,1.3,1.0,1.2000000000000002,552.0,440,0.05,4m,1.0,0.8,1.3,696,,,,,,,,664.0,0.05,3m,0.8,0.9,1.6,336.0,,,,,,,,,,,,,,,904.0,0.05,7m,1.4,0.7,1.8000000000000003,208.0,,,,,,,,0.2,6,COMPLETE
64,64,-2.104860607428402,2025-06-15 23:24:02.763063,2025-06-15 23:24:07.753471,0 days 00:00:04.990408,384.0,0.025,5m,1.0,0.7,1.2000000000000002,888.0,,,,,,,,864.0,0.05,10m,1.5,0.9,1.9000000000000001,688.0,104,0.05,5m,1.2000000000000002,0.7,1.2000000000000002,616,,,,,,,,488.0,0.025,4m,0.7,1.0,1.1,56.0,,,,,,,,,,,,,,,720.0,0.05,3m,1.2000000000000002,1.3,1.6,56.0,,,,,,,,0.25,5,COMPLETE
65,65,3.1636798434581945,2025-06-15 23:24:07.824893,2025-06-15 23:24:14.619658,0 days 00:00:06.794765,88.0,0.025,8m,0.9,1.5,1.4000000000000001,768.0,912.0,0.05,6m,0.5,0.8,2.0,64.0,960.0,0.05,1m,1.4,1.1,1.6,648.0,800,0.05,1m,1.1,0.8,1.9000000000000001,664,16.0,0.05,10m,0.6,1.4,1.7000000000000002,608.0,840.0,0.05,5m,1.0,0.8,1.4000000000000001,64.0,,,,,,,,,,,,,,,784.0,0.05,2m,1.3,1.1,1.7000000000000002,192.0,,,,,,,,0.2,7,COMPLETE
66,66,5.604337805733358,2025-06-15 23:24:14.720401,2025-06-15 23:24:21.159415,0 days 00:00:06.439014,232.0,0.025,8m,0.8,1.5,1.4000000000000001,720.0,920.0,0.05,6m,0.5,0.8,2.0,80.0,824.0,0.05,1m,1.4,1.1,1.6,624.0,800,0.05,1m,1.1,0.9,1.9000000000000001,440,208.0,0.05,10m,0.6,1.5,1.7000000000000002,600.0,832.0,0.05,5m,1.0,0.8,1.3,216.0,,,,,,,,,,,,,,,784.0,0.05,2m,1.4,1.1,1.7000000000000002,192.0,,,,,,,,0.1,7,COMPLETE
67,67,-2.166117242833157,2025-06-15 23:24:21.236073,2025-06-15 23:24:28.427035,0 days 00:00:07.190962,48.0,0.025,8m,0.8,1.5,1.4000000000000001,720.0,896.0,0.05,6m,0.5,0.8,2.0,16.0,928.0,0.05,1m,1.0,1.1,1.6,816.0,808,0.05,1m,1.1,1.0,1.9000000000000001,664,72.0,0.05,10m,0.6,1.5,1.7000000000000002,616.0,792.0,0.05,5m,1.2000000000000002,0.8,1.4000000000000001,184.0,,,,,,,,,,,,,,,968.0,0.05,2m,1.3,1.1,1.7000000000000002,168.0,,,,,,,,0.1,7,COMPLETE
68,68,-39.676075740968514,2025-06-15 23:24:28.518040,2025-06-15 23:24:49.595981,0 days 00:00:21.077941,88.0,0.025,8m,0.9,1.5,1.3,176.0,928.0,0.05,1m,0.5,0.9,1.9000000000000001,64.0,824.0,0.05,1m,1.3,1.1,1.7000000000000002,640.0,984,0.05,1m,1.2000000000000002,1.5,1.9000000000000001,496,40.0,0.05,10m,0.6,1.4,1.8000000000000003,472.0,840.0,0.05,5m,1.1,0.8,1.3,208.0,,,,,,,,,,,,,,,808.0,0.05,2m,1.5,1.1,1.8000000000000003,208.0,40.0,0.05,10m,1.5,1.3,1.7000000000000002,672.0,0.05,8,COMPLETE
69,69,-2.045533305943617,2025-06-15 23:24:49.734569,2025-06-15 23:24:59.737067,0 days 00:00:10.002498,192.0,0.025,8m,0.9,1.4,1.4000000000000001,760.0,832.0,0.05,9m,0.5,0.8,1.8000000000000003,64.0,776.0,0.05,2m,1.5,1.2000000000000002,1.6,560.0,776,0.05,1m,0.9,0.8,2.0,560,200.0,0.05,10m,0.6,1.4,1.6,864.0,744.0,0.05,5m,0.9,0.9,1.5,128.0,,,,,,,,,,,,,,,896.0,0.05,8m,0.9,1.0,1.6,296.0,,,,,,,,0.3,7,COMPLETE
70,70,2.272747934398302,2025-06-15 23:24:59.805839,2025-06-15 23:25:06.877019,0 days 00:00:07.071180,128.0,0.025,8m,0.7,1.5,1.3,616.0,1024.0,0.05,6m,0.6,1.0,2.0,152.0,856.0,0.05,9m,0.9,1.0,1.7000000000000002,352.0,848,0.05,1m,1.0,1.0,1.9000000000000001,528,32.0,0.05,10m,0.8,1.4,1.9000000000000001,584.0,704.0,0.05,5m,1.0,1.0,1.4000000000000001,248.0,,,,,,,,,,,,,,,776.0,0.05,4m,1.1,1.0,1.8000000000000003,376.0,784.0,0.025,8m,1.1,1.5,1.1,928.0,0.15000000000000002,8,COMPLETE
71,71,2.7444675999582993,2025-06-15 23:25:06.942460,2025-06-15 23:25:14.576839,0 days 00:00:07.634379,112.0,0.025,8m,0.8,1.5,1.3,616.0,1016.0,0.05,6m,0.6,1.0,2.0,152.0,848.0,0.05,9m,0.8,1.0,1.7000000000000002,480.0,848,0.05,1m,1.0,1.0,1.9000000000000001,536,16.0,0.05,10m,0.8,1.4,1.9000000000000001,608.0,712.0,0.05,5m,1.0,1.0,1.4000000000000001,304.0,,,,,,,,,,,,,,,784.0,0.05,4m,1.1,1.0,1.8000000000000003,368.0,800.0,0.025,8m,1.1,1.5,1.2000000000000002,928.0,0.1,8,COMPLETE
72,72,1.8621239540897878,2025-06-15 23:25:14.648101,2025-06-15 23:25:21.908882,0 days 00:00:07.260781,104.0,0.025,8m,0.8,1.5,1.3,624.0,1024.0,0.05,6m,0.5,1.0,2.0,160.0,840.0,0.05,9m,0.9,1.0,1.7000000000000002,352.0,856,0.05,1m,1.0,1.0,1.9000000000000001,456,16.0,0.05,10m,0.8,1.4,1.9000000000000001,600.0,712.0,0.05,5m,1.0,1.1,1.4000000000000001,296.0,,,,,,,,,,,,,,,776.0,0.05,4m,1.1,0.9,1.8000000000000003,352.0,800.0,0.025,8m,1.1,1.5,1.1,928.0,0.1,8,COMPLETE
73,73,-4.3488103316837945,2025-06-15 23:25:21.977667,2025-06-15 23:25:28.135922,0 days 00:00:06.158255,16.0,0.025,8m,0.7,1.5,1.3,488.0,24.0,0.05,8m,0.6,1.1,1.9000000000000001,264.0,744.0,0.05,9m,0.8,1.1,1.8000000000000003,440.0,896,0.05,1m,1.0,1.0,1.9000000000000001,512,120.0,0.05,10m,0.8,1.5,1.9000000000000001,648.0,800.0,0.05,5m,1.1,1.0,1.4000000000000001,256.0,,,,,,,,,,,,,,,848.0,0.05,4m,1.1,1.0,1.9000000000000001,304.0,,,,,,,,0.1,7,COMPLETE
74,74,0.889953730780037,2025-06-15 23:25:28.209995,2025-06-15 23:25:36.389936,0 days 00:00:08.179941,120.0,0.025,8m,0.8,1.4,1.3,592.0,1024.0,0.05,6m,0.7,1.1,2.0,136.0,792.0,0.05,9m,0.8,1.0,1.7000000000000002,528.0,920,0.05,1m,0.9,1.1,1.9000000000000001,584,168.0,0.05,10m,0.7,1.3,1.7000000000000002,528.0,560.0,0.05,5m,0.7,1.0,1.3,312.0,,,,,,,,376.0,0.05,2m,0.8,0.9,1.1,688.0,784.0,0.05,4m,1.2000000000000002,1.0,1.9000000000000001,168.0,808.0,0.025,8m,1.1,1.4,1.2000000000000002,912.0,0.15000000000000002,9,COMPLETE
75,75,-0.7692170774241187,2025-06-15 23:25:36.452945,2025-06-15 23:25:43.917755,0 days 00:00:07.464810,72.0,0.025,8m,0.8,1.3,1.2000000000000002,784.0,896.0,0.05,6m,0.8,1.0,1.8000000000000003,904.0,872.0,0.05,9m,0.8,1.2000000000000002,1.6,368.0,808,0.05,1m,0.8,1.2000000000000002,2.0,984,16.0,0.05,10m,0.8,1.4,1.6,736.0,576.0,0.05,5m,0.8,1.0,1.5,152.0,,,,,,,,,,,,,,,952.0,0.05,4m,1.1,0.9,1.8000000000000003,232.0,696.0,0.025,8m,0.9,1.5,1.3,728.0,0.05,8,COMPLETE
76,76,0.534433050309774,2025-06-15 23:25:44.003720,2025-06-15 23:25:50.538908,0 days 00:00:06.535188,144.0,0.025,8m,0.9,1.5,1.4000000000000001,680.0,760.0,0.05,6m,0.5,1.2000000000000002,1.9000000000000001,200.0,728.0,0.05,5m,0.7,1.1,1.8000000000000003,256.0,984,0.05,1m,1.0,0.6,1.8000000000000003,624,120.0,0.05,9m,0.6,1.5,1.8000000000000003,576.0,696.0,0.05,5m,0.9,1.1,1.3,64.0,,,,,,,,,,,,,,,872.0,0.05,4m,1.2000000000000002,1.1,1.7000000000000002,672.0,,,,,,,,0.15000000000000002,7,COMPLETE
77,77,-7.256225044770261,2025-06-15 23:25:50.619887,2025-06-15 23:25:58.434788,0 days 00:00:07.814901,176.0,0.025,8m,0.7,1.5,1.3,544.0,920.0,0.05,2m,0.6,0.9,1.9000000000000001,56.0,632.0,0.05,9m,0.9,1.0,1.7000000000000002,488.0,752,0.05,1m,0.9,0.7,1.9000000000000001,816,248.0,0.05,10m,1.0,1.3,2.0,360.0,640.0,0.05,3m,1.0,0.9,1.4000000000000001,112.0,,,,,,,,,,,,,,,736.0,0.05,4m,1.1,1.0,1.8000000000000003,376.0,896.0,0.025,8m,1.3,1.3,1.1,936.0,0.1,8,COMPLETE
78,78,1.2785942795267424,2025-06-15 23:25:58.497638,2025-06-15 23:26:06.241708,0 days 00:00:07.744070,120.0,0.025,8m,0.8,1.4,1.4000000000000001,728.0,984.0,0.05,1m,1.4,0.8,2.0,288.0,920.0,0.025,8m,0.7,1.1,1.6,304.0,864,0.025,2m,0.8,1.0,1.8000000000000003,16,88.0,0.05,6m,0.7,1.2000000000000002,1.9000000000000001,520.0,760.0,0.05,5m,1.1,0.9,1.5,920.0,,,,,,,,,,,,,,,832.0,0.05,5m,1.2000000000000002,1.1,1.7000000000000002,440.0,552.0,0.025,3m,1.1,1.4,1.2000000000000002,800.0,0.15000000000000002,8,COMPLETE
79,79,-7.370600584657817,2025-06-15 23:26:06.326188,2025-06-15 23:26:15.215284,0 days 00:00:08.889096,64.0,0.025,3m,0.9,1.4,1.2000000000000002,856.0,808.0,0.05,10m,0.7,1.0,1.8000000000000003,136.0,824.0,0.025,10m,1.0,1.2000000000000002,1.5,416.0,936,0.05,1m,1.1,0.9,2.0,656,128.0,0.05,2m,0.7,1.1,1.8000000000000003,456.0,736.0,0.025,8m,0.6,1.0,1.4000000000000001,224.0,,,,,,,,768.0,0.025,5m,1.3,1.4,1.4000000000000001,296.0,304.0,0.05,9m,1.3,0.9,1.9000000000000001,72.0,1016.0,0.025,1m,0.9,1.2000000000000002,1.4000000000000001,560.0,0.35000000000000003,9,COMPLETE
80,80,-5.168706177288846,2025-06-15 23:26:15.283591,2025-06-15 23:26:21.977152,0 days 00:00:06.693561,752.0,0.025,6m,0.8,1.5,1.4000000000000001,808.0,736.0,0.025,7m,0.8,0.9,1.9000000000000001,760.0,664.0,0.05,9m,1.1,1.0,1.7000000000000002,232.0,832,0.05,8m,1.0,0.9,1.9000000000000001,696,64.0,0.05,1m,0.5,1.4,1.7000000000000002,760.0,88.0,0.025,5m,0.8,1.1,1.3,48.0,,,,,,,,,,,,,,,984.0,0.05,1m,1.0,1.0,2.0,144.0,,,,,,,,0.4,7,COMPLETE
