,number,value,datetime_start,datetime_complete,duration,params_ADP_XEL_beta_win,params_ADP_XEL_stop_loss,params_ADP_XEL_trade_freq,params_ADP_XEL_z_entry,params_ADP_XEL_z_exit,params_ADP_XEL_z_stop_scaler,params_ADP_XEL_z_win,params_AEP_MELI_beta_win,params_AEP_MELI_stop_loss,params_AEP_MELI_trade_freq,params_AEP_MELI_z_entry,params_AEP_MELI_z_exit,params_AEP_MELI_z_stop_scaler,params_AEP_MELI_z_win,params_AXON_MSTR_beta_win,params_AXON_MSTR_stop_loss,params_AXON_MSTR_trade_freq,params_AXON_MSTR_z_entry,params_AXON_MSTR_z_exit,params_AXON_MSTR_z_stop_scaler,params_AXON_MSTR_z_win,params_BIIB_MCHP_beta_win,params_BIIB_MCHP_stop_loss,params_BIIB_MCHP_trade_freq,params_BIIB_MCHP_z_entry,params_BIIB_MCHP_z_exit,params_BIIB_MCHP_z_stop_scaler,params_BIIB_MCHP_z_win,params_CDW_IDXX_beta_win,params_CDW_IDXX_stop_loss,params_CDW_IDXX_trade_freq,params_CDW_IDXX_z_entry,params_CDW_IDXX_z_exit,params_CDW_IDXX_z_stop_scaler,params_CDW_IDXX_z_win,params_CMCSA_INTU_beta_win,params_CMCSA_INTU_stop_loss,params_CMCSA_INTU_trade_freq,params_CMCSA_INTU_z_entry,params_CMCSA_INTU_z_exit,params_CMCSA_INTU_z_stop_scaler,params_CMCSA_INTU_z_win,params_CSCO_DASH_beta_win,params_CSCO_DASH_stop_loss,params_CSCO_DASH_trade_freq,params_CSCO_DASH_z_entry,params_CSCO_DASH_z_exit,params_CSCO_DASH_z_stop_scaler,params_CSCO_DASH_z_win,params_DASH_FTNT_beta_win,params_DASH_FTNT_stop_loss,params_DASH_FTNT_trade_freq,params_DASH_FTNT_z_entry,params_DASH_FTNT_z_exit,params_DASH_FTNT_z_stop_scaler,params_DASH_FTNT_z_win,params_NFLX_PLTR_beta_win,params_NFLX_PLTR_stop_loss,params_NFLX_PLTR_trade_freq,params_NFLX_PLTR_z_entry,params_NFLX_PLTR_z_exit,params_NFLX_PLTR_z_stop_scaler,params_NFLX_PLTR_z_win,params_PAYX_XEL_beta_win,params_PAYX_XEL_stop_loss,params_PAYX_XEL_trade_freq,params_PAYX_XEL_z_entry,params_PAYX_XEL_z_exit,params_PAYX_XEL_z_stop_scaler,params_PAYX_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
125,125,1.925313718282567,2025-06-16 01:05:46.684449,2025-06-16 01:05:50.044697,0 days 00:00:03.360248,472.0,0.05,3m,1.1,0.5,1.9000000000000001,784.0,808,0.025,9m,0.9,1.2000000000000002,1.2000000000000002,336,392.0,0.025,9m,0.9,0.9,1.1,784.0,,,,,,,,944.0,0.05,8m,1.1,1.3,1.5,576.0,1024.0,0.05,7m,1.5,0.8,1.8000000000000003,792.0,800.0,0.025,7m,0.7,1.4,1.9000000000000001,560.0,392.0,0.025,7m,1.1,0.7,2.0,920.0,88.0,0.05,3m,0.6,0.7,1.3,1000.0,,,,,,,,0.15000000000000002,8,COMPLETE
126,126,-0.5275281371076251,2025-06-16 01:05:50.082603,2025-06-16 01:05:52.626154,0 days 00:00:02.543551,496.0,0.05,6m,0.9,0.5,1.5,736.0,792,0.025,4m,1.0,0.7,1.1,400,528.0,0.025,6m,1.0,1.0,1.1,720.0,,,,,,,,,,,,,,,888.0,0.05,4m,1.4,0.5,1.1,728.0,,,,,,,,264.0,0.025,7m,1.0,0.6,1.9000000000000001,832.0,56.0,0.05,10m,0.5,1.0,1.5,504.0,,,,,,,,0.1,6,COMPLETE
127,127,0.1746318919907729,2025-06-16 01:05:52.655232,2025-06-16 01:05:54.817465,0 days 00:00:02.162233,632.0,0.05,10m,1.2000000000000002,0.6,1.9000000000000001,704.0,840,0.025,9m,1.4,0.6,1.7000000000000002,64,496.0,0.025,2m,0.6,1.0,1.1,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0,0.025,7m,1.2000000000000002,0.5,1.4000000000000001,864.0,120.0,0.025,3m,0.6,0.9,1.4000000000000001,984.0,,,,,,,,0.1,5,COMPLETE
128,128,0.8672027718230496,2025-06-16 01:05:54.861850,2025-06-16 01:05:57.067852,0 days 00:00:02.206002,192.0,0.05,9m,1.1,0.5,1.8000000000000003,840.0,872,0.025,10m,0.9,0.5,1.8000000000000003,176,344.0,0.025,6m,0.8,0.7,1.1,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0,0.025,10m,1.1,0.9,2.0,952.0,168.0,0.05,3m,0.5,1.2000000000000002,1.5,1024.0,,,,,,,,0.05,5,COMPLETE
129,129,1.3942603065728851,2025-06-16 01:05:57.104804,2025-06-16 01:05:59.749663,0 days 00:00:02.644859,464.0,0.05,5m,1.0,1.5,2.0,944.0,512,0.025,9m,1.0,0.9,1.9000000000000001,384,576.0,0.025,7m,1.0,1.0,1.2000000000000002,384.0,,,,,,,,,,,,,,,16.0,0.025,9m,1.3,1.3,1.5,864.0,,,,,,,,296.0,0.025,7m,1.1,1.2000000000000002,1.9000000000000001,800.0,72.0,0.05,9m,0.8,1.1,1.7000000000000002,272.0,,,,,,,,0.1,6,COMPLETE
130,130,-1.4561389069997979,2025-06-16 01:05:59.783847,2025-06-16 01:06:01.636335,0 days 00:00:01.852488,520.0,0.05,2m,1.1,0.6,1.8000000000000003,760.0,80,0.025,1m,1.1,0.5,2.0,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,0.025,5m,1.0,0.7,1.5,976.0,504.0,0.05,7m,0.7,1.3,1.4000000000000001,952.0,,,,,,,,0.15000000000000002,4,COMPLETE
131,131,2.149954822634004,2025-06-16 01:06:01.694726,2025-06-16 01:06:03.968295,0 days 00:00:02.273569,416.0,0.05,10m,1.1,0.5,1.9000000000000001,720.0,824,0.025,9m,1.0,0.5,1.8000000000000003,320,456.0,0.025,6m,1.0,1.1,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,0.025,6m,1.1,0.6,2.0,528.0,184.0,0.05,3m,0.5,1.1,1.4000000000000001,936.0,,,,,,,,0.1,5,COMPLETE
132,132,2.5243345263238925,2025-06-16 01:06:04.020405,2025-06-16 01:06:06.266959,0 days 00:00:02.246554,392.0,0.05,10m,1.2000000000000002,0.5,1.9000000000000001,744.0,832,0.025,9m,1.0,0.5,1.8000000000000003,320,408.0,0.025,6m,1.0,1.0,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,0.025,6m,1.1,0.6,2.0,272.0,136.0,0.05,3m,0.5,1.1,1.4000000000000001,976.0,,,,,,,,0.1,5,COMPLETE
133,133,1.2689938009220696,2025-06-16 01:06:06.315194,2025-06-16 01:06:08.601806,0 days 00:00:02.286612,400.0,0.05,10m,1.2000000000000002,0.5,1.9000000000000001,736.0,824,0.025,9m,1.0,0.5,1.8000000000000003,320,424.0,0.025,6m,0.9,1.1,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0,0.025,6m,1.1,0.6,2.0,296.0,96.0,0.05,3m,0.6,1.0,1.4000000000000001,968.0,,,,,,,,0.1,5,COMPLETE
134,134,1.8548208928377952,2025-06-16 01:06:08.653345,2025-06-16 01:06:10.914036,0 days 00:00:02.260691,368.0,0.05,10m,1.0,0.5,1.9000000000000001,784.0,800,0.025,9m,1.0,0.5,1.8000000000000003,352,112.0,0.025,6m,1.1,1.1,2.0,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.0,0.025,6m,1.1,0.6,2.0,280.0,144.0,0.05,3m,0.5,1.2000000000000002,1.6,936.0,,,,,,,,0.1,5,COMPLETE
135,135,0.8373868503967419,2025-06-16 01:06:10.958659,2025-06-16 01:06:13.229970,0 days 00:00:02.271311,456.0,0.05,10m,1.3,0.5,1.5,816.0,840,0.025,9m,0.6,0.5,1.7000000000000002,328,512.0,0.025,6m,1.2000000000000002,0.9,2.0,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,0.025,6m,1.0,0.5,2.0,728.0,184.0,0.05,3m,0.5,1.1,1.4000000000000001,896.0,,,,,,,,0.05,5,COMPLETE
136,136,-0.2612921382179565,2025-06-16 01:06:13.275702,2025-06-16 01:06:15.041934,0 days 00:00:01.766232,400.0,0.05,1m,1.1,0.6,1.9000000000000001,720.0,752,0.025,9m,0.9,0.5,1.5,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,0.025,6m,1.2000000000000002,0.6,2.0,120.0,592.0,0.05,1m,0.5,1.1,1.5,984.0,,,,,,,,0.1,4,COMPLETE
137,137,0.540000574249462,2025-06-16 01:06:15.074082,2025-06-16 01:06:17.227511,0 days 00:00:02.153429,296.0,0.05,4m,1.0,0.8,1.9000000000000001,768.0,880,0.025,3m,1.1,0.6,1.6,312,408.0,0.025,1m,0.8,1.0,2.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0,0.025,6m,1.1,0.8,1.9000000000000001,232.0,128.0,0.05,4m,0.6,1.2000000000000002,1.4000000000000001,1024.0,,,,,,,,0.1,5,COMPLETE
138,138,-1.7501988744684873,2025-06-16 01:06:17.268102,2025-06-16 01:06:19.405145,0 days 00:00:02.137043,240.0,0.05,10m,1.1,0.5,2.0,688.0,768,0.025,4m,1.0,0.5,1.9000000000000001,392,464.0,0.025,6m,1.0,1.2000000000000002,1.2000000000000002,1024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,0.025,6m,1.3,0.5,2.0,688.0,160.0,0.05,6m,1.1,1.1,1.3,320.0,,,,,,,,0.05,5,COMPLETE
139,139,1.3654785636391045,2025-06-16 01:06:19.421980,2025-06-16 01:06:22.032759,0 days 00:00:02.610779,832.0,0.05,5m,0.9,0.5,1.5,712.0,648,0.025,9m,0.9,0.6,1.3,104,160.0,0.025,2m,1.4,1.1,1.1,984.0,,,,,,,,,,,,,,,536.0,0.05,6m,1.1,0.7,1.4000000000000001,984.0,,,,,,,,392.0,0.025,8m,1.2000000000000002,0.6,2.0,392.0,96.0,0.05,5m,0.5,1.0,1.9000000000000001,424.0,,,,,,,,0.1,6,COMPLETE
140,140,1.0692182543808246,2025-06-16 01:06:22.063109,2025-06-16 01:06:23.808842,0 days 00:00:01.745733,800.0,0.025,7m,1.2000000000000002,0.5,1.9000000000000001,752.0,824,0.025,7m,1.0,0.9,1.8000000000000003,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.0,0.05,9m,1.2000000000000002,1.0,1.9000000000000001,752.0,136.0,0.05,7m,0.5,1.1,1.6,960.0,,,,,,,,0.25,4,COMPLETE
141,141,2.2020757097149746,2025-06-16 01:06:23.843074,2025-06-16 01:06:25.965954,0 days 00:00:02.122880,440.0,0.05,10m,1.1,0.5,1.9000000000000001,632.0,856,0.025,9m,1.0,0.5,1.8000000000000003,272,480.0,0.025,6m,1.0,1.0,2.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,0.025,7m,1.1,0.6,2.0,456.0,200.0,0.05,3m,0.5,1.1,1.4000000000000001,1008.0,,,,,,,,0.1,5,COMPLETE
142,142,1.6737361811724099,2025-06-16 01:06:26.005420,2025-06-16 01:06:28.136813,0 days 00:00:02.131393,480.0,0.05,10m,1.1,0.5,1.9000000000000001,632.0,856,0.025,9m,1.0,0.5,1.8000000000000003,264,480.0,0.025,6m,1.0,1.0,2.0,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.0,0.025,6m,1.1,0.6,2.0,528.0,184.0,0.05,3m,0.5,1.1,1.4000000000000001,1008.0,,,,,,,,0.1,5,COMPLETE
143,143,2.8538043840377223,2025-06-16 01:06:28.166735,2025-06-16 01:06:30.374299,0 days 00:00:02.207564,344.0,0.05,10m,1.1,1.4,1.8000000000000003,1000.0,792,0.025,9m,1.0,0.5,1.8000000000000003,360,544.0,0.025,6m,1.0,0.9,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.0,0.025,2m,1.1,0.6,2.0,448.0,200.0,0.05,3m,0.5,0.8,1.4000000000000001,600.0,,,,,,,,0.15000000000000002,5,COMPLETE
144,144,2.4571476572485214,2025-06-16 01:06:30.420498,2025-06-16 01:06:32.774148,0 days 00:00:02.353650,384.0,0.05,10m,1.0,1.4,1.7000000000000002,1008.0,800,0.025,9m,0.8,0.5,1.9000000000000001,280,552.0,0.025,4m,0.9,0.8,2.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,0.025,2m,1.0,0.7,2.0,456.0,200.0,0.05,3m,0.6,0.8,1.4000000000000001,600.0,,,,,,,,0.15000000000000002,5,COMPLETE
145,145,2.136349040153707,2025-06-16 01:06:32.811011,2025-06-16 01:06:35.053880,0 days 00:00:02.242869,344.0,0.05,10m,1.1,0.6,1.8000000000000003,1008.0,784,0.025,9m,0.8,0.5,1.9000000000000001,304,552.0,0.025,4m,0.9,0.8,2.0,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,0.025,2m,1.0,0.7,2.0,488.0,200.0,0.05,3m,0.6,0.8,1.4000000000000001,576.0,,,,,,,,0.15000000000000002,5,COMPLETE
146,146,1.2240272116897062,2025-06-16 01:06:35.097112,2025-06-16 01:06:37.436644,0 days 00:00:02.339532,336.0,0.05,10m,1.0,1.4,1.7000000000000002,1008.0,832,0.025,9m,1.0,0.5,1.9000000000000001,280,624.0,0.025,4m,0.9,0.8,2.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.0,0.025,2m,1.0,0.6,2.0,424.0,176.0,0.05,3m,0.6,0.7,1.4000000000000001,632.0,,,,,,,,0.2,5,COMPLETE
147,147,0.9418201939832334,2025-06-16 01:06:37.477858,2025-06-16 01:06:40.184004,0 days 00:00:02.706146,368.0,0.05,10m,1.1,0.5,1.6,968.0,808,0.025,9m,1.1,0.5,1.8000000000000003,240,512.0,0.025,4m,0.8,0.8,2.0,920.0,,,,,,,,,,,,,,,600.0,0.05,9m,1.2000000000000002,0.9,1.3,696.0,,,,,,,,464.0,0.025,2m,0.9,0.7,2.0,456.0,152.0,0.05,3m,0.5,0.8,1.3,664.0,,,,,,,,0.15000000000000002,6,COMPLETE
148,148,1.9396328518304011,2025-06-16 01:06:40.216189,2025-06-16 01:06:42.515938,0 days 00:00:02.299749,392.0,0.05,10m,1.2000000000000002,1.4,1.2000000000000002,896.0,760,0.025,6m,0.7,0.5,2.0,216,544.0,0.025,8m,0.9,0.9,2.0,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.0,0.025,2m,1.0,0.6,2.0,448.0,200.0,0.025,3m,0.5,0.8,1.4000000000000001,584.0,,,,,,,,0.15000000000000002,5,COMPLETE
149,149,1.9757865923168514,2025-06-16 01:06:42.566157,2025-06-16 01:06:44.783601,0 days 00:00:02.217444,312.0,0.05,9m,0.8,1.4,1.7000000000000002,680.0,720,0.025,9m,1.0,0.6,1.9000000000000001,368,656.0,0.025,5m,1.0,0.9,2.0,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600.0,0.025,2m,1.1,0.5,2.0,536.0,168.0,0.05,8m,0.6,0.8,1.4000000000000001,552.0,,,,,,,,0.2,5,COMPLETE
