,number,value,datetime_start,datetime_complete,duration,params_AAPL_XEL_beta_win,params_AAPL_XEL_stop_loss,params_AAPL_XEL_trade_freq,params_AAPL_XEL_z_entry,params_AAPL_XEL_z_exit,params_AAPL_XEL_z_stop_scaler,params_AAPL_XEL_z_win,params_ADI_AMZN_beta_win,params_ADI_AMZN_stop_loss,params_ADI_AMZN_trade_freq,params_ADI_AMZN_z_entry,params_ADI_AMZN_z_exit,params_ADI_AMZN_z_stop_scaler,params_ADI_AMZN_z_win,params_AMGN_JD_beta_win,params_AMGN_JD_stop_loss,params_AMGN_JD_trade_freq,params_AMGN_JD_z_entry,params_AMGN_JD_z_exit,params_AMGN_JD_z_stop_scaler,params_AMGN_JD_z_win,params_ANSS_GOOGL_beta_win,params_ANSS_GOOGL_stop_loss,params_ANSS_GOOGL_trade_freq,params_ANSS_GOOGL_z_entry,params_ANSS_GOOGL_z_exit,params_ANSS_GOOGL_z_stop_scaler,params_ANSS_GOOGL_z_win,params_ATVI_MCHP_beta_win,params_ATVI_MCHP_stop_loss,params_ATVI_MCHP_trade_freq,params_ATVI_MCHP_z_entry,params_ATVI_MCHP_z_exit,params_ATVI_MCHP_z_stop_scaler,params_ATVI_MCHP_z_win,params_BIIB_CMCSA_beta_win,params_BIIB_CMCSA_stop_loss,params_BIIB_CMCSA_trade_freq,params_BIIB_CMCSA_z_entry,params_BIIB_CMCSA_z_exit,params_BIIB_CMCSA_z_stop_scaler,params_BIIB_CMCSA_z_win,params_BIIB_MELI_beta_win,params_BIIB_MELI_stop_loss,params_BIIB_MELI_trade_freq,params_BIIB_MELI_z_entry,params_BIIB_MELI_z_exit,params_BIIB_MELI_z_stop_scaler,params_BIIB_MELI_z_win,params_BIIB_MTCH_beta_win,params_BIIB_MTCH_stop_loss,params_BIIB_MTCH_trade_freq,params_BIIB_MTCH_z_entry,params_BIIB_MTCH_z_exit,params_BIIB_MTCH_z_stop_scaler,params_BIIB_MTCH_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_CPRT_WDAY_beta_win,params_CPRT_WDAY_stop_loss,params_CPRT_WDAY_trade_freq,params_CPRT_WDAY_z_entry,params_CPRT_WDAY_z_exit,params_CPRT_WDAY_z_stop_scaler,params_CPRT_WDAY_z_win,params_FISV_INTC_beta_win,params_FISV_INTC_stop_loss,params_FISV_INTC_trade_freq,params_FISV_INTC_z_entry,params_FISV_INTC_z_exit,params_FISV_INTC_z_stop_scaler,params_FISV_INTC_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_KDP_TXN_beta_win,params_KDP_TXN_stop_loss,params_KDP_TXN_trade_freq,params_KDP_TXN_z_entry,params_KDP_TXN_z_exit,params_KDP_TXN_z_stop_scaler,params_KDP_TXN_z_win,params_MCHP_NXPI_beta_win,params_MCHP_NXPI_stop_loss,params_MCHP_NXPI_trade_freq,params_MCHP_NXPI_z_entry,params_MCHP_NXPI_z_exit,params_MCHP_NXPI_z_stop_scaler,params_MCHP_NXPI_z_win,params_MSFT_ODFL_beta_win,params_MSFT_ODFL_stop_loss,params_MSFT_ODFL_trade_freq,params_MSFT_ODFL_z_entry,params_MSFT_ODFL_z_exit,params_MSFT_ODFL_z_stop_scaler,params_MSFT_ODFL_z_win,params_MTCH_OKTA_beta_win,params_MTCH_OKTA_stop_loss,params_MTCH_OKTA_trade_freq,params_MTCH_OKTA_z_entry,params_MTCH_OKTA_z_exit,params_MTCH_OKTA_z_stop_scaler,params_MTCH_OKTA_z_win,params_MTCH_SWKS_beta_win,params_MTCH_SWKS_stop_loss,params_MTCH_SWKS_trade_freq,params_MTCH_SWKS_z_entry,params_MTCH_SWKS_z_exit,params_MTCH_SWKS_z_stop_scaler,params_MTCH_SWKS_z_win,params_MTCH_ZM_beta_win,params_MTCH_ZM_stop_loss,params_MTCH_ZM_trade_freq,params_MTCH_ZM_z_entry,params_MTCH_ZM_z_exit,params_MTCH_ZM_z_stop_scaler,params_MTCH_ZM_z_win,params_PEP_XEL_beta_win,params_PEP_XEL_stop_loss,params_PEP_XEL_trade_freq,params_PEP_XEL_z_entry,params_PEP_XEL_z_exit,params_PEP_XEL_z_stop_scaler,params_PEP_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
56,56,-3.2498462174071774,2025-06-21 19:09:49.664183,2025-06-21 19:09:55.710588,0 days 00:00:06.046405,3112.0,0.015,1m,1.4,1.0,0.5,624.0,,,,,,,,,,,,,,,,,,,,,,4264.0,0.02,2m,1.8,0.2,1.0,512.0,6792.0,0.015,2m,1.8,1.0,1.5,920.0,6568.0,0.015,4m,1.4,0.6000000000000001,2.0,560.0,4376.0,0.015,1m,1.4,0.0,1.5,424.0,2864.0,0.02,3m,2.6,1.0,2.0,368.0,,,,,,,,2336.0,0.015,2m,1.0,0.4,2.0,88.0,,,,,,,,6328.0,0.015,1m,1.2,0.0,0.5,328.0,4128.0,0.01,1m,2.6,1.0,1.5,712.0,4160.0,0.015,3m,1.2,0.0,0.5,232.0,4392.0,0.01,1m,2.8,0.8,1.5,456.0,,,,,,,,3344.0,0.02,4m,2.0,0.2,0.5,192.0,3744,0.01,2m,2.0,0.8,1.0,888,3904.0,0.01,3m,2.0,0.0,2.0,800.0,0.2,14,COMPLETE
57,57,-0.9444825496346726,2025-06-21 19:09:55.801205,2025-06-21 19:10:03.572988,0 days 00:00:07.771783,6592.0,0.01,3m,1.6,0.6000000000000001,0.5,576.0,6832.0,0.015,4m,2.2,0.8,0.5,1024.0,6288.0,0.01,4m,3.0,0.2,1.0,776.0,6136.0,0.01,2m,1.0,0.6000000000000001,1.0,736.0,3904.0,0.02,2m,1.0,0.0,0.5,360.0,5216.0,0.02,4m,2.0,0.6000000000000001,0.5,472.0,7200.0,0.01,5m,2.6,1.0,1.5,448.0,5016.0,0.015,1m,1.0,0.0,1.5,528.0,5408.0,0.02,2m,1.6,0.8,0.5,576.0,4280.0,0.015,4m,2.0,0.0,1.5,512.0,7040.0,0.02,2m,1.2,0.6000000000000001,1.0,568.0,,,,,,,,7584.0,0.015,3m,1.8,0.2,1.0,216.0,2304.0,0.01,1m,1.8,1.0,1.0,352.0,6880.0,0.015,4m,1.4,0.2,0.5,64.0,2384.0,0.015,3m,3.0,1.0,1.0,720.0,1976.0,0.01,1m,2.2,0.6000000000000001,1.0,736.0,7024.0,0.01,3m,2.6,0.6000000000000001,2.0,96.0,2768,0.01,3m,1.6,0.8,2.0,528,6800.0,0.01,1m,2.0,1.0,2.0,1024.0,0.5,19,COMPLETE
58,58,-2.5005951742075974,2025-06-21 19:10:03.649677,2025-06-21 19:10:09.545680,0 days 00:00:05.896003,7424.0,0.02,4m,1.0,0.8,1.0,728.0,,,,,,,,,,,,,,,,,,,,,,5344.0,0.02,4m,1.4,0.2,0.5,592.0,5592.0,0.02,5m,1.6,0.8,1.5,328.0,4736.0,0.02,3m,1.0,0.8,2.0,328.0,6032.0,0.015,1m,1.6,0.2,2.0,472.0,1368.0,0.02,2m,2.0,1.0,2.0,856.0,,,,,,,,7984.0,0.015,5m,1.8,0.0,1.5,240.0,,,,,,,,,,,,,,,3640.0,0.01,2m,2.4000000000000004,0.8,1.5,672.0,7432.0,0.02,3m,1.0,0.4,1.0,384.0,6936.0,0.02,1m,1.2,0.8,1.0,608.0,,,,,,,,7792.0,0.015,4m,1.6,0.0,1.5,240.0,5776,0.01,1m,1.4,1.0,2.0,704,1344.0,0.015,5m,2.4000000000000004,0.2,1.5,896.0,0.3,13,COMPLETE
59,59,-0.5329371855494948,2025-06-21 19:10:09.638462,2025-06-21 19:10:15.898014,0 days 00:00:06.259552,5720.0,0.015,2m,1.4,1.0,1.5,520.0,,,,,,,,,,,,,,,,,,,,,,3104.0,0.02,2m,1.4,0.0,1.5,216.0,4432.0,0.01,1m,3.0,0.2,1.0,632.0,7784.0,0.015,1m,1.4,0.6000000000000001,1.0,608.0,6904.0,0.015,3m,1.2,0.0,1.5,360.0,3776.0,0.02,1m,2.0,0.2,2.0,992.0,,,,,,,,7456.0,0.02,2m,1.4,0.2,0.5,64.0,,,,,,,,6608.0,0.02,4m,1.4,0.8,0.5,680.0,1768.0,0.01,3m,2.2,1.0,2.0,544.0,5768.0,0.015,3m,1.6,0.0,0.5,112.0,1472.0,0.015,2m,2.6,1.0,1.5,856.0,2544.0,0.015,1m,2.4000000000000004,0.8,2.0,904.0,7480.0,0.01,5m,2.4000000000000004,0.2,1.0,184.0,4736,0.01,1m,2.2,1.0,2.0,344,1808.0,0.02,4m,2.2,0.6000000000000001,1.5,688.0,0.35000000000000003,15,COMPLETE
60,60,-0.2650471261052542,2025-06-21 19:10:15.989804,2025-06-21 19:10:20.531128,0 days 00:00:04.541324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5776.0,0.02,3m,3.0,0.4,0.5,272.0,,,,,,,,,,,,,,,5352.0,0.015,1m,1.8,0.2,2.0,688.0,2560.0,0.02,2m,2.2,0.6000000000000001,1.5,888.0,,,,,,,,7864.0,0.01,2m,1.0,0.2,1.5,128.0,,,,,,,,,,,,,,,2920.0,0.015,1m,2.6,0.8,1.0,760.0,6528.0,0.02,2m,2.8,0.2,1.5,528.0,3752.0,0.02,4m,2.8,0.6000000000000001,1.5,776.0,,,,,,,,7896.0,0.02,4m,1.0,0.4,0.5,328.0,6152,0.01,4m,2.4000000000000004,0.8,1.5,640,2680.0,0.015,1m,1.8,0.0,2.0,496.0,0.45,10,COMPLETE
61,61,0.9451010189262425,2025-06-21 19:10:20.603708,2025-06-21 19:10:27.426586,0 days 00:00:06.822878,6624.0,0.015,1m,1.6,0.8,1.0,760.0,,,,,,,,8088.0,0.01,5m,3.0,0.0,0.5,912.0,,,,,,,,2744.0,0.02,2m,1.6,0.0,0.5,664.0,6048.0,0.02,1m,1.4,0.8,1.0,640.0,7904.0,0.015,5m,1.0,0.8,1.5,400.0,4664.0,0.015,1m,1.4,0.0,2.0,560.0,3720.0,0.02,2m,1.4,1.0,2.0,1024.0,,,,,,,,8152.0,0.015,3m,1.0,0.2,1.5,64.0,,,,,,,,7760.0,0.015,4m,1.6,0.0,0.5,384.0,2656.0,0.01,1m,2.0,1.0,1.5,688.0,5584.0,0.015,1m,1.4,0.2,0.5,88.0,2560.0,0.015,1m,3.0,1.0,1.0,640.0,1640.0,0.015,1m,2.2,1.0,1.5,712.0,7976.0,0.01,4m,1.8,0.4,0.5,240.0,5384,0.01,1m,1.6,0.6000000000000001,2.0,784,2408.0,0.01,2m,2.2,0.0,2.0,864.0,0.15000000000000002,16,COMPLETE
62,62,0.4519666722867577,2025-06-21 19:10:27.507362,2025-06-21 19:10:34.522779,0 days 00:00:07.015417,7392.0,0.015,1m,2.0,0.8,1.0,952.0,4448.0,0.01,5m,2.6,0.0,1.5,472.0,7472.0,0.01,5m,2.6,0.0,0.5,944.0,,,,,,,,3624.0,0.02,2m,1.4,0.0,0.5,632.0,6512.0,0.02,1m,1.4,0.8,1.0,736.0,7960.0,0.015,5m,1.2,0.8,1.5,520.0,5248.0,0.015,1m,1.4,0.0,2.0,648.0,4264.0,0.02,2m,1.4,1.0,2.0,992.0,,,,,,,,7880.0,0.015,3m,1.0,0.2,1.5,200.0,,,,,,,,8128.0,0.015,4m,1.6,0.0,0.5,400.0,1272.0,0.01,1m,1.8,1.0,1.5,656.0,5600.0,0.015,1m,1.4,0.2,0.5,176.0,2240.0,0.015,1m,3.0,1.0,1.0,616.0,1448.0,0.015,1m,2.4000000000000004,1.0,1.5,672.0,8160.0,0.01,4m,2.0,0.6000000000000001,0.5,128.0,5040,0.01,1m,1.6,0.8,2.0,824,2160.0,0.01,2m,2.2,0.0,2.0,928.0,0.1,17,COMPLETE
63,63,-0.30737435274230157,2025-06-21 19:10:34.621214,2025-06-21 19:10:42.242739,0 days 00:00:07.621525,6064.0,0.02,1m,1.8,0.6000000000000001,1.0,808.0,3192.0,0.015,5m,2.0,0.2,1.0,296.0,8168.0,0.015,5m,3.0,0.0,0.5,952.0,3320.0,0.015,4m,2.2,0.8,2.0,296.0,3912.0,0.02,2m,1.2,0.0,0.5,720.0,5016.0,0.02,1m,1.2,1.0,1.0,592.0,7544.0,0.015,5m,1.0,0.2,1.5,256.0,4064.0,0.015,1m,1.2,0.0,2.0,624.0,2992.0,0.02,2m,2.8,1.0,2.0,952.0,,,,,,,,7256.0,0.015,3m,1.2,0.2,1.5,112.0,,,,,,,,1152.0,0.015,5m,1.8,0.0,0.5,480.0,1632.0,0.01,1m,2.0,1.0,1.5,608.0,4968.0,0.015,1m,1.6,0.2,0.5,920.0,3112.0,0.015,1m,3.0,1.0,1.0,656.0,2848.0,0.015,1m,1.8,1.0,1.5,632.0,7472.0,0.01,4m,1.8,0.4,0.5,216.0,6688,0.01,1m,1.8,1.0,2.0,704,3040.0,0.01,3m,2.0,0.0,2.0,808.0,0.05,18,COMPLETE
64,64,2.997751604728127,2025-06-21 19:10:42.347019,2025-06-21 19:10:48.754849,0 days 00:00:06.407830,4888.0,0.015,1m,1.2,0.8,0.5,704.0,,,,,,,,,,,,,,,,,,,,,,4992.0,0.02,2m,1.4,0.0,0.5,416.0,7792.0,0.02,3m,1.4,0.6000000000000001,1.5,696.0,8120.0,0.015,2m,1.0,1.0,1.5,992.0,5752.0,0.015,1m,1.2,0.0,2.0,584.0,3376.0,0.02,5m,2.6,0.8,2.0,1024.0,,,,,,,,7592.0,0.015,4m,1.0,0.4,1.5,896.0,,,,,,,,7520.0,0.015,4m,3.0,0.2,0.5,600.0,3400.0,0.01,5m,2.2,1.0,2.0,976.0,5272.0,0.02,3m,1.2,0.4,0.5,64.0,4072.0,0.015,1m,2.8,0.8,0.5,576.0,7048.0,0.015,4m,2.2,1.0,1.5,568.0,7008.0,0.01,4m,2.0,0.0,0.5,152.0,4296,0.01,1m,1.6,1.0,2.0,672,3480.0,0.01,1m,2.6,0.0,2.0,856.0,0.1,15,COMPLETE
65,65,1.0002698659717313,2025-06-21 19:10:48.832127,2025-06-21 19:10:53.583069,0 days 00:00:04.750942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4856.0,0.02,2m,1.2,0.0,0.5,416.0,,,,,,,,8184.0,0.015,2m,1.2,1.0,1.0,880.0,5784.0,0.015,1m,1.0,0.0,2.0,592.0,3432.0,0.02,5m,2.6,0.8,2.0,904.0,,,,,,,,3344.0,0.015,4m,1.2,0.4,1.5,624.0,,,,,,,,,,,,,,,3320.0,0.01,5m,2.2,1.0,2.0,888.0,5312.0,0.02,3m,1.2,0.4,0.5,112.0,4184.0,0.015,1m,2.8,0.8,0.5,576.0,,,,,,,,6536.0,0.01,4m,2.0,0.0,0.5,168.0,3472,0.01,1m,1.8,1.0,2.0,944,3416.0,0.01,1m,2.6,0.2,2.0,768.0,0.1,11,COMPLETE
66,66,2.46980548320721,2025-06-21 19:10:53.649109,2025-06-21 19:11:00.319622,0 days 00:00:06.670513,4784.0,0.02,2m,1.2,1.0,0.5,664.0,,,,,,,,,,,,,,,,,,,,,,5352.0,0.02,2m,1.4,0.0,1.0,464.0,7696.0,0.02,3m,1.0,0.4,1.5,696.0,7000.0,0.015,2m,1.0,1.0,2.0,1008.0,6544.0,0.015,4m,1.0,0.0,1.5,472.0,2624.0,0.02,5m,2.4000000000000004,0.8,2.0,792.0,,,,,,,,6848.0,0.015,4m,1.0,0.4,2.0,872.0,,,,,,,,7344.0,0.02,4m,3.0,0.2,1.5,608.0,4368.0,0.01,5m,2.4000000000000004,1.0,2.0,976.0,7184.0,0.02,3m,1.2,0.6000000000000001,0.5,152.0,4584.0,0.02,1m,1.6,0.8,0.5,920.0,7392.0,0.01,4m,2.0,0.8,1.0,576.0,6976.0,0.015,4m,2.2,0.0,0.5,96.0,3976,0.01,2m,1.6,1.0,2.0,240,4184.0,0.01,1m,2.8,0.0,2.0,968.0,0.15000000000000002,15,COMPLETE
67,67,-0.11265554472153896,2025-06-21 19:11:00.412131,2025-06-21 19:11:07.262781,0 days 00:00:06.850650,4744.0,0.02,2m,1.2,1.0,0.5,680.0,,,,,,,,,,,,,,,,,,,,,,4552.0,0.02,2m,1.6,0.2,1.0,472.0,7816.0,0.02,3m,1.0,0.4,1.5,696.0,6304.0,0.015,2m,2.0,1.0,2.0,1000.0,6616.0,0.015,4m,1.0,0.0,1.5,248.0,2608.0,0.02,5m,2.8,0.6000000000000001,2.0,792.0,,,,,,,,6576.0,0.015,4m,2.2,0.6000000000000001,2.0,912.0,,,,,,,,7248.0,0.02,4m,3.0,0.2,1.5,600.0,4472.0,0.01,5m,2.8,0.8,2.0,968.0,7216.0,0.02,3m,1.0,0.6000000000000001,1.0,144.0,4512.0,0.02,5m,1.6,0.8,0.5,920.0,7304.0,0.01,4m,2.0,0.8,1.0,576.0,6992.0,0.015,1m,2.2,0.0,0.5,104.0,4056,0.01,2m,1.2,1.0,2.0,216,4680.0,0.01,1m,2.8,0.0,2.0,984.0,0.15000000000000002,15,COMPLETE
68,68,1.1948798573209156,2025-06-21 19:11:07.334866,2025-06-21 19:11:15.796698,0 days 00:00:08.461832,5016.0,0.02,2m,1.2,1.0,0.5,616.0,8192.0,0.01,4m,1.4,0.6000000000000001,0.5,704.0,4872.0,0.015,5m,2.0,0.4,1.0,816.0,6248.0,0.01,1m,2.6,0.2,1.0,688.0,5272.0,0.02,2m,1.4,0.0,1.0,384.0,7312.0,0.02,3m,1.0,0.2,1.5,920.0,7056.0,0.01,2m,1.8,1.0,1.5,912.0,7320.0,0.015,4m,1.0,0.2,2.0,464.0,2248.0,0.02,5m,3.0,0.8,2.0,960.0,4728.0,0.015,1m,2.0,0.6000000000000001,1.0,568.0,6864.0,0.015,4m,1.0,0.4,2.0,776.0,1048.0,0.02,2m,1.6,0.0,0.5,64.0,7608.0,0.02,4m,3.0,0.2,2.0,640.0,3784.0,0.01,5m,1.4,1.0,2.0,1024.0,7528.0,0.02,3m,1.2,0.8,0.5,64.0,5560.0,0.015,1m,1.6,0.8,0.5,960.0,7152.0,0.01,4m,2.4000000000000004,1.0,1.0,496.0,6088.0,0.015,4m,2.6,0.0,1.5,88.0,4408,0.02,2m,1.4,1.0,1.0,608,4280.0,0.015,1m,2.8,0.0,2.0,928.0,0.1,20,COMPLETE
69,69,1.7335793818182799,2025-06-21 19:11:15.901221,2025-06-21 19:11:22.273869,0 days 00:00:06.372648,5520.0,0.015,2m,1.0,0.8,0.5,720.0,,,,,,,,,,,,,,,,,,,,,,5032.0,0.015,2m,1.0,0.2,1.0,328.0,1048.0,0.02,3m,2.8,0.4,1.5,768.0,5112.0,0.02,2m,1.2,0.4,2.0,960.0,6408.0,0.015,4m,1.2,0.0,1.5,384.0,1800.0,0.02,5m,2.6,0.6000000000000001,1.0,832.0,,,,,,,,7536.0,0.02,4m,1.4,0.4,2.0,864.0,,,,,,,,8176.0,0.02,4m,2.8,0.4,1.5,560.0,4336.0,0.01,5m,2.2,0.0,2.0,960.0,7776.0,0.02,3m,1.2,0.6000000000000001,0.5,216.0,5080.0,0.02,1m,1.2,0.6000000000000001,0.5,1008.0,,,,,,,,6752.0,0.01,4m,2.8,0.0,1.0,144.0,3056,0.01,2m,1.6,1.0,2.0,384,5288.0,0.01,1m,3.0,0.2,2.0,368.0,0.15000000000000002,14,COMPLETE
70,70,1.6958818013070824,2025-06-21 19:11:22.335868,2025-06-21 19:11:28.818304,0 days 00:00:06.482436,4360.0,0.02,2m,1.4,0.2,0.5,480.0,,,,,,,,,,,,,,,,,,,,,,5536.0,0.02,4m,1.6,1.0,0.5,432.0,7848.0,0.02,3m,1.0,0.2,2.0,800.0,6816.0,0.01,2m,1.0,1.0,1.0,720.0,6896.0,0.015,4m,1.2,0.0,2.0,808.0,3160.0,0.02,5m,2.4000000000000004,0.8,2.0,472.0,,,,,,,,6184.0,0.01,4m,1.2,0.4,1.0,856.0,,,,,,,,6720.0,0.01,2m,2.6,0.0,1.0,728.0,6152.0,0.01,5m,2.4000000000000004,1.0,2.0,912.0,6872.0,0.02,3m,1.0,0.6000000000000001,1.0,280.0,3912.0,0.015,3m,1.8,0.2,0.5,896.0,7704.0,0.01,4m,1.4,1.0,1.5,368.0,4400.0,0.015,3m,2.6,1.0,0.5,272.0,2416,0.01,2m,1.6,1.0,2.0,512,3840.0,0.01,1m,2.6,0.0,1.0,624.0,0.1,15,COMPLETE
71,71,0.013329672522451664,2025-06-21 19:11:28.920817,2025-06-21 19:11:34.942768,0 days 00:00:06.021951,3632.0,0.015,1m,1.4,1.0,0.5,656.0,,,,,,,,,,,,,,,,,,,,,,6384.0,0.02,2m,2.8,0.0,0.5,520.0,7128.0,0.02,3m,1.2,0.6000000000000001,1.5,552.0,7424.0,0.015,2m,1.0,1.0,2.0,448.0,6120.0,0.015,2m,1.0,0.0,1.5,496.0,2952.0,0.02,5m,2.2,0.8,2.0,992.0,,,,,,,,7664.0,0.015,4m,1.0,0.4,1.5,984.0,,,,,,,,,,,,,,,7472.0,0.01,5m,2.4000000000000004,1.0,2.0,984.0,5944.0,0.02,3m,1.4,0.4,0.5,136.0,4712.0,0.02,1m,2.0,0.8,0.5,528.0,,,,,,,,7208.0,0.015,4m,2.0,0.0,0.5,168.0,4264,0.01,1m,1.8,1.0,2.0,288,3256.0,0.01,1m,1.0,0.0,2.0,880.0,0.05,13,COMPLETE
72,72,0.5537607630250992,2025-06-21 19:11:35.019159,2025-06-21 19:11:40.357069,0 days 00:00:05.337910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5632.0,0.02,2m,1.4,0.0,0.5,488.0,8128.0,0.02,3m,1.8,0.4,1.5,648.0,7920.0,0.015,3m,1.0,1.0,2.0,1008.0,5504.0,0.015,1m,1.2,0.0,1.5,576.0,3920.0,0.02,5m,2.4000000000000004,0.8,2.0,1008.0,,,,,,,,7192.0,0.015,2m,1.0,0.6000000000000001,2.0,808.0,,,,,,,,,,,,,,,2104.0,0.01,5m,2.6,1.0,2.0,912.0,6200.0,0.02,3m,1.2,0.8,0.5,184.0,4368.0,0.02,1m,1.0,0.8,0.5,680.0,,,,,,,,7600.0,0.015,4m,2.4000000000000004,0.0,0.5,200.0,3512,0.01,1m,2.0,1.0,2.0,232,4352.0,0.01,1m,2.8,0.0,0.5,808.0,0.15000000000000002,12,COMPLETE
73,73,1.9541342107991149,2025-06-21 19:11:40.451588,2025-06-21 19:11:47.506493,0 days 00:00:07.054905,5760.0,0.015,2m,1.2,0.8,0.5,880.0,,,,,,,,7040.0,0.01,4m,1.4,0.2,1.5,664.0,,,,,,,,6000.0,0.02,2m,1.2,0.0,0.5,448.0,7640.0,0.015,3m,1.4,0.6000000000000001,1.5,736.0,8184.0,0.015,2m,1.0,1.0,2.0,824.0,7616.0,0.015,1m,1.2,0.0,1.5,712.0,3600.0,0.02,5m,2.6,1.0,2.0,920.0,,,,,,,,8192.0,0.015,2m,1.0,0.2,0.5,896.0,,,,,,,,7328.0,0.02,4m,2.8,0.4,1.5,520.0,3896.0,0.01,5m,2.2,1.0,0.5,856.0,7208.0,0.02,3m,1.4,0.4,0.5,96.0,3496.0,0.02,1m,2.8,0.8,1.5,376.0,6744.0,0.015,3m,1.6,0.8,1.0,576.0,1736.0,0.015,4m,2.2,0.2,0.5,136.0,3824,0.01,1m,1.4,1.0,2.0,160,1976.0,0.01,1m,2.4000000000000004,0.0,2.0,912.0,0.2,16,COMPLETE
74,74,2.0601452127183704,2025-06-21 19:11:47.564260,2025-06-21 19:11:50.555848,0 days 00:00:02.991588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376.0,0.02,2m,1.4,0.0,1.5,368.0,,,,,,,,,,,,,,,5784.0,0.015,4m,1.4,0.0,1.5,632.0,2664.0,0.02,3m,2.8,1.0,2.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3448.0,0.01,1m,2.4000000000000004,1.0,2.0,816.0,6664.0,0.02,3m,1.6,0.2,0.5,160.0,4192.0,0.02,1m,1.4,1.0,1.5,736.0,,,,,,,,,,,,,,,4800,0.01,2m,2.4000000000000004,1.0,2.0,280,,,,,,,,0.4,7,COMPLETE
75,75,-0.24632962352081217,2025-06-21 19:11:50.646754,2025-06-21 19:11:52.878817,0 days 00:00:02.232063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5880.0,0.015,4m,1.6,0.2,1.0,640.0,2616.0,0.02,3m,2.8,1.0,2.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4944.0,0.01,1m,2.6,0.8,2.0,808.0,,,,,,,,4184.0,0.02,1m,1.4,1.0,0.5,736.0,,,,,,,,,,,,,,,4864,0.01,2m,2.4000000000000004,1.0,2.0,448,,,,,,,,0.1,5,COMPLETE
76,76,0.060406674639782325,2025-06-21 19:11:52.950548,2025-06-21 19:12:02.138640,0 days 00:00:09.188092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4664,0.01,2m,2.6,0.8,2.0,328,,,,,,,,0.35000000000000003,1,COMPLETE
77,77,0.023180811800682537,2025-06-21 19:12:02.213597,2025-06-21 19:12:04.620632,0 days 00:00:02.407035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6440.0,0.015,4m,1.4,0.0,1.5,912.0,2232.0,0.02,3m,2.8,0.0,2.0,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552.0,0.01,4m,2.2,1.0,2.0,752.0,,,,,,,,4600.0,0.02,1m,1.4,0.8,1.5,808.0,,,,,,,,,,,,,,,4112,0.01,2m,2.4000000000000004,1.0,2.0,240,,,,,,,,0.4,5,COMPLETE
78,78,-0.1319089736559217,2025-06-21 19:12:04.710078,2025-06-21 19:12:07.670747,0 days 00:00:02.960669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5408.0,0.02,5m,1.2,0.0,1.5,360.0,,,,,,,,,,,,,,,7144.0,0.015,4m,1.4,0.0,1.5,760.0,1896.0,0.02,3m,3.0,1.0,2.0,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496.0,0.01,5m,2.6,1.0,2.0,824.0,6568.0,0.02,4m,1.6,0.2,0.5,144.0,4904.0,0.02,2m,1.8,0.6000000000000001,1.5,760.0,,,,,,,,,,,,,,,3928,0.01,2m,2.2,1.0,2.0,64,,,,,,,,0.3,7,COMPLETE
79,79,-0.8735947583095002,2025-06-21 19:12:07.740164,2025-06-21 19:12:09.155036,0 days 00:00:01.414872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5696.0,0.015,4m,1.0,0.2,1.5,536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4120.0,0.02,1m,1.4,1.0,1.5,848.0,,,,,,,,,,,,,,,3352,0.01,3m,2.4000000000000004,1.0,1.5,312,,,,,,,,0.05,3,COMPLETE
