,number,value,datetime_start,datetime_complete,duration,params_ADP_CTAS_beta_win,params_ADP_CTAS_stop_loss,params_ADP_CTAS_trade_freq,params_ADP_CTAS_z_entry,params_ADP_CTAS_z_exit,params_ADP_CTAS_z_stop_scaler,params_ADP_CTAS_z_win,params_ALXN_CHTR_beta_win,params_ALXN_CHTR_stop_loss,params_ALXN_CHTR_trade_freq,params_ALXN_CHTR_z_entry,params_ALXN_CHTR_z_exit,params_ALXN_CHTR_z_stop_scaler,params_ALXN_CHTR_z_win,params_AMD_CMCSA_beta_win,params_AMD_CMCSA_stop_loss,params_AMD_CMCSA_trade_freq,params_AMD_CMCSA_z_entry,params_AMD_CMCSA_z_exit,params_AMD_CMCSA_z_stop_scaler,params_AMD_CMCSA_z_win,params_AMD_PTON_beta_win,params_AMD_PTON_stop_loss,params_AMD_PTON_trade_freq,params_AMD_PTON_z_entry,params_AMD_PTON_z_exit,params_AMD_PTON_z_stop_scaler,params_AMD_PTON_z_win,params_CMCSA_PTON_beta_win,params_CMCSA_PTON_stop_loss,params_CMCSA_PTON_trade_freq,params_CMCSA_PTON_z_entry,params_CMCSA_PTON_z_exit,params_CMCSA_PTON_z_stop_scaler,params_CMCSA_PTON_z_win,params_CMCSA_QCOM_beta_win,params_CMCSA_QCOM_stop_loss,params_CMCSA_QCOM_trade_freq,params_CMCSA_QCOM_z_entry,params_CMCSA_QCOM_z_exit,params_CMCSA_QCOM_z_stop_scaler,params_CMCSA_QCOM_z_win,params_CMCSA_SPLK_beta_win,params_CMCSA_SPLK_stop_loss,params_CMCSA_SPLK_trade_freq,params_CMCSA_SPLK_z_entry,params_CMCSA_SPLK_z_exit,params_CMCSA_SPLK_z_stop_scaler,params_CMCSA_SPLK_z_win,params_CMCSA_XLNX_beta_win,params_CMCSA_XLNX_stop_loss,params_CMCSA_XLNX_trade_freq,params_CMCSA_XLNX_z_entry,params_CMCSA_XLNX_z_exit,params_CMCSA_XLNX_z_stop_scaler,params_CMCSA_XLNX_z_win,params_CPRT_ISRG_beta_win,params_CPRT_ISRG_stop_loss,params_CPRT_ISRG_trade_freq,params_CPRT_ISRG_z_entry,params_CPRT_ISRG_z_exit,params_CPRT_ISRG_z_stop_scaler,params_CPRT_ISRG_z_win,params_FOXA_XLNX_beta_win,params_FOXA_XLNX_stop_loss,params_FOXA_XLNX_trade_freq,params_FOXA_XLNX_z_entry,params_FOXA_XLNX_z_exit,params_FOXA_XLNX_z_stop_scaler,params_FOXA_XLNX_z_win,params_FOX_XLNX_beta_win,params_FOX_XLNX_stop_loss,params_FOX_XLNX_trade_freq,params_FOX_XLNX_z_entry,params_FOX_XLNX_z_exit,params_FOX_XLNX_z_stop_scaler,params_FOX_XLNX_z_win,params_INTC_MU_beta_win,params_INTC_MU_stop_loss,params_INTC_MU_trade_freq,params_INTC_MU_z_entry,params_INTC_MU_z_exit,params_INTC_MU_z_stop_scaler,params_INTC_MU_z_win,params_JD_CTAS_beta_win,params_JD_CTAS_stop_loss,params_JD_CTAS_trade_freq,params_JD_CTAS_z_entry,params_JD_CTAS_z_exit,params_JD_CTAS_z_stop_scaler,params_JD_CTAS_z_win,params_PTON_SGEN_beta_win,params_PTON_SGEN_stop_loss,params_PTON_SGEN_trade_freq,params_PTON_SGEN_z_entry,params_PTON_SGEN_z_exit,params_PTON_SGEN_z_stop_scaler,params_PTON_SGEN_z_win,params_PTON_XLNX_beta_win,params_PTON_XLNX_stop_loss,params_PTON_XLNX_trade_freq,params_PTON_XLNX_z_entry,params_PTON_XLNX_z_exit,params_PTON_XLNX_z_stop_scaler,params_PTON_XLNX_z_win,params_QCOM_CTAS_beta_win,params_QCOM_CTAS_stop_loss,params_QCOM_CTAS_trade_freq,params_QCOM_CTAS_z_entry,params_QCOM_CTAS_z_exit,params_QCOM_CTAS_z_stop_scaler,params_QCOM_CTAS_z_win,params_ROST_CTAS_beta_win,params_ROST_CTAS_stop_loss,params_ROST_CTAS_trade_freq,params_ROST_CTAS_z_entry,params_ROST_CTAS_z_exit,params_ROST_CTAS_z_stop_scaler,params_ROST_CTAS_z_win,params_SBUX_CTAS_beta_win,params_SBUX_CTAS_stop_loss,params_SBUX_CTAS_trade_freq,params_SBUX_CTAS_z_entry,params_SBUX_CTAS_z_exit,params_SBUX_CTAS_z_stop_scaler,params_SBUX_CTAS_z_win,params_TSLA_CTAS_beta_win,params_TSLA_CTAS_stop_loss,params_TSLA_CTAS_trade_freq,params_TSLA_CTAS_z_entry,params_TSLA_CTAS_z_exit,params_TSLA_CTAS_z_stop_scaler,params_TSLA_CTAS_z_win,params_VRTX_CHKP_beta_win,params_VRTX_CHKP_stop_loss,params_VRTX_CHKP_trade_freq,params_VRTX_CHKP_z_entry,params_VRTX_CHKP_z_exit,params_VRTX_CHKP_z_stop_scaler,params_VRTX_CHKP_z_win,params_buffer_capital,params_pairs_to_trade,state
76,76,1.7538415641771015,2025-06-21 19:12:06.650342,2025-06-21 19:12:14.450745,0 days 00:00:07.800403,8056.0,0.02,1m,1.4,0.0,1.0,232.0,1424.0,0.02,5m,2.2,0.4,1.5,296.0,,,,,,,,5600.0,0.015,3m,1.8,0.8,1.0,720.0,7632.0,0.01,3m,1.6,0.4,2.0,120.0,5912,0.01,5m,2.2,0.2,1.5,216,3048.0,0.01,2m,1.4,0.8,0.5,704.0,3952.0,0.015,2m,1.0,0.2,2.0,520.0,4248.0,0.02,3m,2.0,0.4,1.0,520.0,6064.0,0.015,5m,2.6,0.6000000000000001,1.0,192.0,7312.0,0.015,3m,1.8,0.0,1.0,1016.0,3672.0,0.015,5m,2.2,1.0,1.5,856.0,3888.0,0.015,5m,2.0,0.0,1.5,576.0,2768.0,0.015,5m,2.0,0.2,0.5,648.0,4848.0,0.01,3m,2.8,0.0,2.0,960.0,6152.0,0.015,2m,1.4,0.4,1.5,992.0,3920.0,0.015,2m,2.2,0.2,1.5,704.0,,,,,,,,4952.0,0.01,4m,1.8,0.0,1.0,208.0,2568.0,0.01,4m,1.6,0.8,1.5,616.0,0.35000000000000003,18,COMPLETE
77,77,-1.4130300897604116,2025-06-21 19:12:14.549475,2025-06-21 19:12:19.045764,0 days 00:00:04.496289,,,,,,,,,,,,,,,,,,,,,,4664.0,0.015,2m,1.4,0.4,1.0,1024.0,7432.0,0.01,5m,2.4000000000000004,0.8,2.0,760.0,5456,0.01,2m,2.4000000000000004,0.8,1.0,152,,,,,,,,2248.0,0.02,5m,1.6,0.0,0.5,320.0,,,,,,,,,,,,,,,4416.0,0.015,5m,1.4,0.4,1.5,80.0,4856.0,0.015,2m,1.8,0.6000000000000001,1.5,688.0,,,,,,,,,,,,,,,3592.0,0.015,1m,3.0,0.2,1.0,672.0,5240.0,0.015,3m,2.0,0.2,1.0,944.0,4744.0,0.015,5m,2.0,0.4,1.0,776.0,,,,,,,,,,,,,,,4240.0,0.01,1m,2.2,1.0,1.5,512.0,0.45,10,COMPLETE
78,78,0.6636304046501373,2025-06-21 19:12:19.129932,2025-06-21 19:12:24.787296,0 days 00:00:05.657364,,,,,,,,,,,,,,,,,,,,,,7248.0,0.02,3m,2.4000000000000004,0.6000000000000001,1.0,576.0,5624.0,0.01,5m,1.8,0.6000000000000001,2.0,848.0,7072,0.015,1m,2.8,0.8,1.5,256,,,,,,,,4280.0,0.015,5m,1.2,0.4,1.5,360.0,2560.0,0.02,3m,1.6,0.2,1.5,592.0,5440.0,0.02,5m,1.0,0.4,1.5,104.0,6952.0,0.015,2m,2.0,0.8,0.5,176.0,5392.0,0.015,1m,2.8,0.2,1.5,752.0,3576.0,0.015,1m,1.4,0.2,2.0,912.0,,,,,,,,3808.0,0.01,4m,2.6,1.0,0.5,936.0,4280.0,0.015,4m,1.2,0.4,1.5,872.0,4464.0,0.015,4m,1.8,0.0,1.5,816.0,,,,,,,,,,,,,,,3104.0,0.01,3m,2.6,1.0,1.0,816.0,0.1,13,COMPLETE
79,79,-0.0746191279037637,2025-06-21 19:12:24.860256,2025-06-21 19:12:33.030765,0 days 00:00:08.170509,5504.0,0.015,1m,2.2,0.4,2.0,392.0,2920.0,0.02,1m,2.4000000000000004,0.6000000000000001,1.0,696.0,,,,,,,,7944.0,0.015,1m,1.2,1.0,1.5,816.0,1752.0,0.015,5m,2.0,0.0,2.0,808.0,4912,0.015,3m,1.2,0.6000000000000001,2.0,64,8144.0,0.015,3m,2.4000000000000004,0.2,1.5,368.0,3008.0,0.02,5m,1.0,0.8,2.0,232.0,4000.0,0.02,3m,2.8,0.6000000000000001,1.5,824.0,7672.0,0.02,5m,3.0,0.0,1.0,928.0,7880.0,0.015,1m,1.2,0.6000000000000001,2.0,880.0,4456.0,0.015,5m,2.2,0.6000000000000001,2.0,120.0,5192.0,0.01,3m,2.8,0.6000000000000001,2.0,152.0,6976.0,0.02,1m,2.2,0.6000000000000001,1.0,312.0,3016.0,0.01,4m,2.4000000000000004,0.8,1.5,840.0,5600.0,0.015,3m,1.4,0.8,2.0,488.0,5816.0,0.02,2m,2.4000000000000004,0.0,1.0,856.0,4664.0,0.015,2m,3.0,0.6000000000000001,1.0,616.0,3584.0,0.015,3m,1.4,0.0,0.5,104.0,5928.0,0.01,2m,2.4000000000000004,1.0,2.0,376.0,0.3,19,COMPLETE
80,80,1.1878969392811105,2025-06-21 19:12:33.114866,2025-06-21 19:12:38.164411,0 days 00:00:05.049545,,,,,,,,,,,,,,,,,,,,,,7488.0,0.02,5m,2.0,0.8,1.5,984.0,8000.0,0.01,3m,2.4000000000000004,1.0,1.5,880.0,7512,0.01,4m,2.6,1.0,1.0,568,,,,,,,,3408.0,0.015,1m,1.4,0.6000000000000001,2.0,456.0,3616.0,0.015,3m,2.2,0.0,1.0,976.0,6456.0,0.02,5m,1.4,0.2,1.5,704.0,5304.0,0.015,4m,2.6,0.2,1.0,608.0,2864.0,0.015,3m,3.0,0.4,2.0,816.0,,,,,,,,,,,,,,,4288.0,0.01,5m,2.0,0.0,2.0,1016.0,4520.0,0.015,4m,1.6,0.2,1.5,960.0,3344.0,0.015,3m,2.2,0.2,1.0,80.0,,,,,,,,,,,,,,,5504.0,0.01,5m,2.2,0.8,1.5,760.0,0.35000000000000003,12,COMPLETE
81,81,2.603008772544632,2025-06-21 19:12:38.269834,2025-06-21 19:12:42.970909,0 days 00:00:04.701075,,,,,,,,,,,,,,,,,,,,,,7560.0,0.01,5m,1.0,0.6000000000000001,1.5,312.0,3152.0,0.02,5m,2.6,0.8,2.0,648.0,6632,0.015,3m,3.0,0.8,2.0,896,,,,,,,,2752.0,0.02,5m,1.4,0.2,1.5,192.0,,,,,,,,4880.0,0.02,2m,2.2,0.2,1.0,128.0,3576.0,0.015,3m,1.2,0.2,1.0,568.0,7320.0,0.015,2m,2.2,0.8,1.5,1008.0,,,,,,,,,,,,,,,6776.0,0.01,3m,2.6,1.0,2.0,360.0,1080.0,0.015,3m,1.8,0.6000000000000001,1.5,632.0,5120.0,0.015,2m,2.4000000000000004,0.2,1.0,912.0,,,,,,,,,,,,,,,1312.0,0.01,5m,2.2,0.6000000000000001,1.5,656.0,0.3,11,COMPLETE
82,82,1.0431140396610188,2025-06-21 19:12:43.034928,2025-06-21 19:12:47.761198,0 days 00:00:04.726270,,,,,,,,,,,,,,,,,,,,,,7640.0,0.01,5m,1.0,0.6000000000000001,1.5,504.0,5096.0,0.015,5m,2.6,0.8,2.0,592.0,5712,0.015,3m,3.0,0.8,2.0,840,,,,,,,,2656.0,0.02,5m,1.4,0.2,1.5,80.0,,,,,,,,3576.0,0.02,2m,2.0,0.2,1.0,1024.0,4912.0,0.015,3m,1.2,0.2,1.0,488.0,6960.0,0.015,2m,2.4000000000000004,0.8,1.5,952.0,,,,,,,,,,,,,,,7648.0,0.01,3m,2.6,1.0,2.0,296.0,1376.0,0.015,3m,1.8,0.6000000000000001,0.5,624.0,5512.0,0.015,2m,2.4000000000000004,0.0,1.0,920.0,,,,,,,,,,,,,,,1376.0,0.01,5m,2.0,0.6000000000000001,1.5,672.0,0.25,11,COMPLETE
83,83,0.8487446174786554,2025-06-21 19:12:47.840308,2025-06-21 19:12:52.979466,0 days 00:00:05.139158,,,,,,,,,,,,,,,,,,,,,,6856.0,0.01,5m,1.2,0.6000000000000001,1.5,184.0,2664.0,0.02,5m,2.8,0.8,2.0,992.0,6488,0.015,3m,3.0,0.8,2.0,936,,,,,,,,2432.0,0.02,5m,1.2,0.2,1.5,208.0,2880.0,0.01,1m,1.8,0.4,1.5,376.0,4408.0,0.02,2m,2.0,0.6000000000000001,1.0,168.0,3632.0,0.015,3m,1.0,0.2,1.0,512.0,7224.0,0.015,2m,2.0,0.8,1.5,992.0,,,,,,,,,,,,,,,7248.0,0.01,3m,2.4000000000000004,1.0,2.0,504.0,1544.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.5,568.0,5176.0,0.015,2m,2.0,0.4,1.0,976.0,,,,,,,,,,,,,,,1968.0,0.01,5m,2.4000000000000004,0.4,1.5,624.0,0.3,12,COMPLETE
84,84,1.2459843408187168,2025-06-21 19:12:53.056773,2025-06-21 19:13:00.268500,0 days 00:00:07.211727,4576.0,0.01,1m,2.8,0.2,1.5,192.0,1512.0,0.015,4m,2.6,0.2,1.0,256.0,,,,,,,,7192.0,0.01,5m,1.0,0.2,1.5,624.0,3320.0,0.02,5m,3.0,0.8,2.0,640.0,6048,0.015,3m,2.8,0.8,2.0,776,,,,,,,,3256.0,0.02,5m,1.2,0.4,1.5,296.0,5128.0,0.02,3m,1.0,0.2,1.0,872.0,5288.0,0.02,2m,2.2,0.4,1.0,816.0,3984.0,0.015,3m,2.4000000000000004,0.0,1.0,648.0,7912.0,0.015,2m,2.6,0.8,1.5,880.0,2544.0,0.02,5m,1.6,0.4,1.5,520.0,1728.0,0.015,5m,2.6,0.4,1.5,504.0,3256.0,0.01,3m,2.8,0.8,2.0,576.0,2376.0,0.015,3m,2.0,0.6000000000000001,1.5,728.0,4192.0,0.015,2m,2.2,0.6000000000000001,1.0,888.0,,,,,,,,5792.0,0.01,4m,1.2,0.2,1.5,488.0,1456.0,0.01,5m,2.2,0.6000000000000001,1.5,584.0,0.25,17,COMPLETE
85,85,0.16790847823893273,2025-06-21 19:13:00.352750,2025-06-21 19:13:04.468486,0 days 00:00:04.115736,,,,,,,,,,,,,,,,,,,,,,7904.0,0.02,3m,1.2,0.6000000000000001,1.0,848.0,2176.0,0.01,5m,2.6,0.6000000000000001,2.0,712.0,5288,0.015,3m,3.0,0.8,2.0,488,,,,,,,,1544.0,0.02,5m,1.4,0.2,1.5,152.0,,,,,,,,,,,,,,,3240.0,0.015,3m,1.6,0.4,0.5,936.0,6168.0,0.015,2m,2.2,0.8,1.5,1000.0,,,,,,,,,,,,,,,4448.0,0.01,3m,2.6,1.0,2.0,624.0,5024.0,0.015,5m,1.6,0.4,1.5,704.0,6088.0,0.015,5m,2.4000000000000004,0.0,1.5,928.0,,,,,,,,,,,,,,,1680.0,0.01,5m,2.2,1.0,1.5,696.0,0.3,10,COMPLETE
86,86,0.7716010404666291,2025-06-21 19:13:04.546150,2025-06-21 19:13:09.110903,0 days 00:00:04.564753,,,,,,,,,,,,,,,,,,,,,,7592.0,0.015,5m,1.0,0.4,2.0,320.0,2984.0,0.02,1m,2.2,0.8,2.0,776.0,7200,0.015,3m,2.8,0.8,1.0,432,,,,,,,,2784.0,0.02,4m,1.6,0.4,2.0,120.0,,,,,,,,3984.0,0.02,3m,1.8,0.2,1.0,216.0,2240.0,0.015,2m,2.8,0.2,1.0,960.0,3336.0,0.015,3m,2.2,0.8,1.0,160.0,,,,,,,,,,,,,,,2632.0,0.02,4m,3.0,1.0,1.5,240.0,6672.0,0.02,3m,1.8,0.4,1.5,672.0,6352.0,0.015,2m,2.4000000000000004,0.2,1.0,864.0,,,,,,,,,,,,,,,4816.0,0.01,2m,2.4000000000000004,0.8,1.0,736.0,0.3,11,COMPLETE
87,87,0.24030732533943805,2025-06-21 19:13:09.193637,2025-06-21 19:13:15.947038,0 days 00:00:06.753401,,,,,,,,7856.0,0.01,4m,3.0,1.0,1.5,120.0,,,,,,,,6168.0,0.01,3m,1.4,0.6000000000000001,1.0,432.0,3776.0,0.015,5m,2.4000000000000004,0.8,2.0,736.0,5088,0.015,3m,2.4000000000000004,0.6000000000000001,2.0,400,,,,,,,,3576.0,0.01,5m,1.0,0.2,2.0,400.0,1680.0,0.02,2m,2.8,0.0,2.0,616.0,3024.0,0.02,2m,1.2,0.6000000000000001,1.5,112.0,2720.0,0.015,5m,2.4000000000000004,0.6000000000000001,2.0,1000.0,2464.0,0.015,4m,2.4000000000000004,1.0,1.5,728.0,4256.0,0.015,5m,2.2,0.2,1.0,360.0,5856.0,0.01,4m,1.6,0.0,1.0,736.0,5536.0,0.01,5m,1.8,0.0,2.0,368.0,4816.0,0.01,4m,1.2,0.6000000000000001,1.5,768.0,5096.0,0.02,4m,2.0,0.0,1.0,992.0,,,,,,,,3840.0,0.015,2m,1.6,0.0,1.0,392.0,5104.0,0.01,5m,1.8,1.0,1.5,552.0,0.4,16,COMPLETE
88,88,0.09114222559297949,2025-06-21 19:13:16.030231,2025-06-21 19:13:21.993726,0 days 00:00:05.963495,,,,,,,,2088.0,0.015,5m,2.8,0.6000000000000001,2.0,344.0,,,,,,,,8136.0,0.02,3m,2.0,0.8,1.0,944.0,7816.0,0.01,4m,2.2,0.2,1.0,912.0,7912,0.02,1m,2.6,0.8,1.0,896,,,,,,,,3032.0,0.02,5m,1.4,0.0,1.5,272.0,3208.0,0.02,5m,2.6,0.4,1.5,768.0,5808.0,0.01,1m,2.4000000000000004,0.4,0.5,408.0,7616.0,0.015,2m,2.2,0.4,1.0,536.0,8184.0,0.015,5m,2.6,0.0,1.5,584.0,3240.0,0.01,5m,1.8,0.0,2.0,744.0,,,,,,,,6928.0,0.01,3m,2.8,0.8,2.0,448.0,5360.0,0.015,3m,1.6,0.0,1.5,1008.0,4600.0,0.015,1m,1.8,0.4,0.5,768.0,,,,,,,,,,,,,,,1120.0,0.01,2m,2.0,1.0,1.5,632.0,0.35000000000000003,14,COMPLETE
89,89,-1.1678310748346388,2025-06-21 19:13:22.110022,2025-06-21 19:13:30.517020,0 days 00:00:08.406998,6024.0,0.015,5m,2.0,0.6000000000000001,1.5,736.0,2864.0,0.02,3m,2.2,0.8,0.5,952.0,6336.0,0.02,4m,2.6,0.4,2.0,1024.0,7720.0,0.015,5m,1.0,0.4,1.5,752.0,4272.0,0.01,5m,1.8,1.0,2.0,608.0,6624,0.015,3m,2.8,0.8,1.5,520,5664.0,0.02,5m,2.0,0.8,1.0,1024.0,3712.0,0.02,3m,1.2,0.2,1.0,560.0,7848.0,0.015,3m,2.4000000000000004,0.2,0.5,464.0,4960.0,0.02,5m,2.8,0.6000000000000001,1.0,480.0,3056.0,0.015,3m,1.4,1.0,1.5,728.0,7560.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.5,208.0,1944.0,0.015,2m,2.0,0.4,1.5,664.0,4656.0,0.015,5m,1.8,0.2,0.5,352.0,3568.0,0.01,4m,2.6,0.0,1.5,944.0,3816.0,0.02,1m,1.4,0.8,1.5,904.0,5648.0,0.015,4m,2.6,0.2,1.5,944.0,4032.0,0.01,4m,1.8,0.4,1.0,80.0,2784.0,0.02,4m,2.0,0.0,0.5,472.0,4136.0,0.015,1m,2.6,0.8,1.0,664.0,0.4,20,COMPLETE
90,90,-0.5413331184047837,2025-06-21 19:13:30.601552,2025-06-21 19:13:37.976665,0 days 00:00:07.375113,6960.0,0.015,1m,2.6,0.2,1.0,496.0,4832.0,0.015,4m,1.8,0.0,1.5,88.0,,,,,,,,7384.0,0.015,1m,1.2,0.6000000000000001,1.0,1000.0,1544.0,0.01,5m,2.4000000000000004,0.6000000000000001,2.0,240.0,6912,0.015,3m,2.6,0.4,1.0,352,3224.0,0.01,5m,1.4,0.2,1.5,608.0,4000.0,0.02,5m,1.6,1.0,2.0,336.0,4744.0,0.02,3m,1.8,1.0,1.5,664.0,2040.0,0.015,5m,1.0,0.2,1.5,880.0,7928.0,0.015,1m,2.2,0.2,2.0,832.0,7008.0,0.015,1m,2.0,0.8,2.0,704.0,1496.0,0.015,4m,2.4000000000000004,0.0,2.0,800.0,2824.0,0.02,5m,2.6,0.4,1.5,592.0,5984.0,0.015,5m,2.2,1.0,1.0,1000.0,4176.0,0.015,4m,3.0,0.4,2.0,536.0,5360.0,0.015,5m,2.2,0.0,1.0,824.0,,,,,,,,6800.0,0.015,3m,1.4,0.2,1.5,312.0,4432.0,0.01,5m,2.2,0.6000000000000001,2.0,528.0,0.25,18,COMPLETE
91,91,0.1610840720329851,2025-06-21 19:13:38.041894,2025-06-21 19:13:42.892393,0 days 00:00:04.850499,,,,,,,,,,,,,,,,,,,,,,6600.0,0.01,5m,1.0,0.6000000000000001,1.5,168.0,4872.0,0.02,5m,2.6,0.8,2.0,656.0,6664,0.015,3m,3.0,0.8,2.0,976,,,,,,,,2832.0,0.02,5m,1.4,0.2,1.5,176.0,,,,,,,,4912.0,0.02,2m,2.2,0.2,1.0,120.0,3584.0,0.015,3m,1.2,0.2,1.0,616.0,7520.0,0.015,2m,2.2,0.8,1.5,1024.0,,,,,,,,,,,,,,,6208.0,0.01,3m,2.6,1.0,2.0,416.0,2528.0,0.015,3m,1.8,0.6000000000000001,1.5,640.0,4872.0,0.015,2m,2.4000000000000004,0.2,1.0,872.0,,,,,,,,,,,,,,,1360.0,0.01,5m,2.2,0.8,1.5,648.0,0.3,11,COMPLETE
92,92,-1.2607275156552837,2025-06-21 19:13:42.981149,2025-06-21 19:13:47.979210,0 days 00:00:04.998061,,,,,,,,,,,,,,,,,,,,,,7448.0,0.01,5m,1.0,0.6000000000000001,1.5,80.0,8168.0,0.02,5m,2.6,0.8,2.0,568.0,6400,0.015,3m,3.0,0.8,2.0,1016,,,,,,,,2304.0,0.02,5m,1.4,0.2,1.5,200.0,2304.0,0.02,3m,2.0,0.4,1.0,720.0,5152.0,0.02,2m,2.2,0.2,1.0,264.0,3432.0,0.015,3m,1.2,0.2,1.0,584.0,7360.0,0.015,2m,2.2,0.8,1.5,1008.0,,,,,,,,,,,,,,,7296.0,0.01,3m,2.6,1.0,2.0,344.0,1904.0,0.015,3m,2.0,0.6000000000000001,1.5,600.0,5048.0,0.015,2m,2.4000000000000004,0.2,1.0,904.0,,,,,,,,,,,,,,,1032.0,0.01,5m,2.2,0.6000000000000001,1.5,592.0,0.3,12,COMPLETE
93,93,0.23401810125530134,2025-06-21 19:13:48.079856,2025-06-21 19:13:55.449766,0 days 00:00:07.369910,,,,,,,,,,,,,,,,,,,,,,6976.0,0.01,5m,1.2,0.6000000000000001,1.5,184.0,7696.0,0.02,5m,2.8,0.8,2.0,696.0,7464,0.015,3m,3.0,0.8,2.0,1016,,,,,,,,2552.0,0.02,5m,2.6,0.2,1.5,248.0,,,,,,,,4424.0,0.02,2m,2.0,0.2,1.0,176.0,4448.0,0.015,3m,1.0,0.2,1.0,448.0,7928.0,0.015,2m,2.0,0.8,1.5,976.0,,,,,,,,,,,,,,,3840.0,0.01,3m,2.6,1.0,2.0,408.0,1640.0,0.015,3m,2.6,0.6000000000000001,1.5,656.0,4672.0,0.015,2m,2.6,0.2,1.0,904.0,,,,,,,,,,,,,,,1240.0,0.01,5m,2.0,0.4,1.5,656.0,0.3,11,COMPLETE
94,94,0.9007549436263061,2025-06-21 19:13:55.577457,2025-06-21 19:14:03.605097,0 days 00:00:08.027640,,,,,,,,,,,,,,,,,,,,,,7984.0,0.01,5m,1.0,0.6000000000000001,1.5,240.0,7296.0,0.02,5m,2.6,0.8,2.0,624.0,6208,0.015,3m,2.8,0.8,2.0,896,,,,,,,,3320.0,0.02,5m,1.4,0.0,1.5,232.0,7496.0,0.02,3m,2.2,0.0,1.5,560.0,6256.0,0.02,2m,1.6,0.0,1.0,136.0,3840.0,0.015,3m,1.4,0.2,1.0,576.0,7224.0,0.015,2m,2.2,0.8,1.5,952.0,2912.0,0.02,1m,1.8,0.2,2.0,472.0,,,,,,,,6928.0,0.01,3m,2.4000000000000004,1.0,2.0,912.0,1944.0,0.015,3m,2.2,0.6000000000000001,1.5,616.0,4984.0,0.015,2m,2.2,0.0,1.0,968.0,,,,,,,,,,,,,,,3608.0,0.01,5m,2.4000000000000004,1.0,1.5,776.0,0.35000000000000003,13,COMPLETE
95,95,1.6986626470877482,2025-06-21 19:14:03.689531,2025-06-21 19:14:07.841509,0 days 00:00:04.151978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7104.0,0.02,2m,2.6,0.8,2.0,536.0,7000,0.015,5m,3.0,0.6000000000000001,2.0,952,,,,,,,,2792.0,0.02,5m,1.2,0.0,2.0,424.0,,,,,,,,,,,,,,,7680.0,0.015,5m,1.0,0.6000000000000001,1.0,672.0,6808.0,0.015,2m,2.4000000000000004,0.2,1.5,1024.0,,,,,,,,,,,,,,,6776.0,0.01,3m,2.8,1.0,2.0,336.0,2224.0,0.015,3m,1.6,0.8,1.0,504.0,5248.0,0.015,2m,2.4000000000000004,0.4,1.0,1024.0,,,,,,,,,,,,,,,1816.0,0.01,5m,2.2,1.0,1.5,744.0,0.25,9,COMPLETE
96,96,-2.189429720146563,2025-06-21 19:14:07.907213,2025-06-21 19:14:13.043900,0 days 00:00:05.136687,,,,,,,,,,,,,,,,,,,,,,8192.0,0.01,3m,2.6,0.6000000000000001,1.5,248.0,2224.0,0.02,5m,1.6,0.8,2.0,936.0,4448,0.015,3m,2.8,0.8,2.0,864,,,,,,,,3104.0,0.02,2m,1.6,0.6000000000000001,1.5,104.0,4208.0,0.02,4m,2.6,0.8,1.0,336.0,5416.0,0.02,5m,2.4000000000000004,0.6000000000000001,1.5,232.0,4104.0,0.015,2m,1.2,0.2,2.0,920.0,6568.0,0.015,5m,1.8,0.8,1.5,784.0,,,,,,,,,,,,,,,6416.0,0.01,1m,1.0,0.6000000000000001,2.0,256.0,1296.0,0.015,2m,1.8,0.4,1.5,408.0,4360.0,0.015,4m,2.0,0.2,1.5,848.0,,,,,,,,,,,,,,,1568.0,0.01,2m,2.4000000000000004,0.8,1.5,712.0,0.5,12,COMPLETE
97,97,0.3575116978284703,2025-06-21 19:14:13.122522,2025-06-21 19:14:17.364721,0 days 00:00:04.242199,,,,,,,,,,,,,,,,,,,,,,7192.0,0.015,4m,1.0,0.4,1.5,888.0,6280.0,0.01,5m,2.4000000000000004,1.0,2.0,872.0,7664,0.015,3m,2.2,0.8,2.0,304,,,,,,,,4272.0,0.015,5m,1.0,0.2,2.0,496.0,,,,,,,,,,,,,,,3008.0,0.015,3m,2.6,0.0,1.5,608.0,3104.0,0.015,3m,1.2,1.0,1.0,112.0,,,,,,,,,,,,,,,6432.0,0.01,4m,3.0,0.0,2.0,968.0,2872.0,0.015,3m,1.2,0.0,1.5,944.0,5768.0,0.015,1m,2.2,0.0,1.0,792.0,,,,,,,,,,,,,,,2096.0,0.01,4m,2.0,1.0,1.5,568.0,0.3,10,COMPLETE
