,number,value,datetime_start,datetime_complete,duration,params_AAPL_FAST_beta_win,params_AAPL_FAST_stop_loss,params_AAPL_FAST_trade_freq,params_AAPL_FAST_z_entry,params_AAPL_FAST_z_exit,params_AAPL_FAST_z_stop_scaler,params_AAPL_FAST_z_win,params_ABNB_AEP_beta_win,params_ABNB_AEP_stop_loss,params_ABNB_AEP_trade_freq,params_ABNB_AEP_z_entry,params_ABNB_AEP_z_exit,params_ABNB_AEP_z_stop_scaler,params_ABNB_AEP_z_win,params_ADI_HON_beta_win,params_ADI_HON_stop_loss,params_ADI_HON_trade_freq,params_ADI_HON_z_entry,params_ADI_HON_z_exit,params_ADI_HON_z_stop_scaler,params_ADI_HON_z_win,params_ADP_AVGO_beta_win,params_ADP_AVGO_stop_loss,params_ADP_AVGO_trade_freq,params_ADP_AVGO_z_entry,params_ADP_AVGO_z_exit,params_ADP_AVGO_z_stop_scaler,params_ADP_AVGO_z_win,params_AMZN_LRCX_beta_win,params_AMZN_LRCX_stop_loss,params_AMZN_LRCX_trade_freq,params_AMZN_LRCX_z_entry,params_AMZN_LRCX_z_exit,params_AMZN_LRCX_z_stop_scaler,params_AMZN_LRCX_z_win,params_AMZN_MU_beta_win,params_AMZN_MU_stop_loss,params_AMZN_MU_trade_freq,params_AMZN_MU_z_entry,params_AMZN_MU_z_exit,params_AMZN_MU_z_stop_scaler,params_AMZN_MU_z_win,params_ANSS_REGN_beta_win,params_ANSS_REGN_stop_loss,params_ANSS_REGN_trade_freq,params_ANSS_REGN_z_entry,params_ANSS_REGN_z_exit,params_ANSS_REGN_z_stop_scaler,params_ANSS_REGN_z_win,params_AVGO_HON_beta_win,params_AVGO_HON_stop_loss,params_AVGO_HON_trade_freq,params_AVGO_HON_z_entry,params_AVGO_HON_z_exit,params_AVGO_HON_z_stop_scaler,params_AVGO_HON_z_win,params_AVGO_PAYX_beta_win,params_AVGO_PAYX_stop_loss,params_AVGO_PAYX_trade_freq,params_AVGO_PAYX_z_entry,params_AVGO_PAYX_z_exit,params_AVGO_PAYX_z_stop_scaler,params_AVGO_PAYX_z_win,params_BKNG_INTU_beta_win,params_BKNG_INTU_stop_loss,params_BKNG_INTU_trade_freq,params_BKNG_INTU_z_entry,params_BKNG_INTU_z_exit,params_BKNG_INTU_z_stop_scaler,params_BKNG_INTU_z_win,params_CDNS_INTU_beta_win,params_CDNS_INTU_stop_loss,params_CDNS_INTU_trade_freq,params_CDNS_INTU_z_entry,params_CDNS_INTU_z_exit,params_CDNS_INTU_z_stop_scaler,params_CDNS_INTU_z_win,params_CPRT_INTU_beta_win,params_CPRT_INTU_stop_loss,params_CPRT_INTU_trade_freq,params_CPRT_INTU_z_entry,params_CPRT_INTU_z_exit,params_CPRT_INTU_z_stop_scaler,params_CPRT_INTU_z_win,params_CRWD_KLAC_beta_win,params_CRWD_KLAC_stop_loss,params_CRWD_KLAC_trade_freq,params_CRWD_KLAC_z_entry,params_CRWD_KLAC_z_exit,params_CRWD_KLAC_z_stop_scaler,params_CRWD_KLAC_z_win,params_CTSH_EBAY_beta_win,params_CTSH_EBAY_stop_loss,params_CTSH_EBAY_trade_freq,params_CTSH_EBAY_z_entry,params_CTSH_EBAY_z_exit,params_CTSH_EBAY_z_stop_scaler,params_CTSH_EBAY_z_win,params_DXCM_KLAC_beta_win,params_DXCM_KLAC_stop_loss,params_DXCM_KLAC_trade_freq,params_DXCM_KLAC_z_entry,params_DXCM_KLAC_z_exit,params_DXCM_KLAC_z_stop_scaler,params_DXCM_KLAC_z_win,params_GFS_KHC_beta_win,params_GFS_KHC_stop_loss,params_GFS_KHC_trade_freq,params_GFS_KHC_z_entry,params_GFS_KHC_z_exit,params_GFS_KHC_z_stop_scaler,params_GFS_KHC_z_win,params_HON_SNPS_beta_win,params_HON_SNPS_stop_loss,params_HON_SNPS_trade_freq,params_HON_SNPS_z_entry,params_HON_SNPS_z_exit,params_HON_SNPS_z_stop_scaler,params_HON_SNPS_z_win,params_INTU_REGN_beta_win,params_INTU_REGN_stop_loss,params_INTU_REGN_trade_freq,params_INTU_REGN_z_entry,params_INTU_REGN_z_exit,params_INTU_REGN_z_stop_scaler,params_INTU_REGN_z_win,params_MELI_SNPS_beta_win,params_MELI_SNPS_stop_loss,params_MELI_SNPS_trade_freq,params_MELI_SNPS_z_entry,params_MELI_SNPS_z_exit,params_MELI_SNPS_z_stop_scaler,params_MELI_SNPS_z_win,params_META_ROST_beta_win,params_META_ROST_stop_loss,params_META_ROST_trade_freq,params_META_ROST_z_entry,params_META_ROST_z_exit,params_META_ROST_z_stop_scaler,params_META_ROST_z_win,params_ODFL_TEAM_beta_win,params_ODFL_TEAM_stop_loss,params_ODFL_TEAM_trade_freq,params_ODFL_TEAM_z_entry,params_ODFL_TEAM_z_exit,params_ODFL_TEAM_z_stop_scaler,params_ODFL_TEAM_z_win,params_buffer_capital,params_pairs_to_trade,state
67,67,-0.9278274426838856,2025-06-21 19:28:12.216982,2025-06-21 19:28:17.584678,0 days 00:00:05.367696,,,,,,,,,,,,,,,,,,,,,,7912.0,0.01,2m,1.4,0.4,0.5,960.0,2472.0,0.02,1m,1.2,0.4,2.0,592.0,,,,,,,,,,,,,,,7584.0,0.01,2m,2.6,0.6000000000000001,1.5,856.0,5336.0,0.015,4m,1.0,0.2,2.0,896.0,,,,,,,,2016.0,0.015,3m,2.2,0.4,1.0,968.0,7368.0,0.01,5m,2.6,0.4,1.5,496.0,,,,,,,,4736.0,0.02,1m,2.2,0.2,1.0,744.0,,,,,,,,,,,,,,,1560.0,0.02,5m,2.6,1.0,1.0,864.0,7400,0.02,4m,2.4000000000000004,0.8,2.0,512,,,,,,,,1880,0.015,4m,3.0,0.2,1.0,328,6608.0,0.015,3m,2.6,0.4,1.0,848.0,0.35000000000000003,10,COMPLETE
68,68,-1.1861335783366858,2025-06-21 19:28:17.648240,2025-06-21 19:28:23.632425,0 days 00:00:05.984185,5936.0,0.015,5m,2.2,0.2,1.0,632.0,,,,,,,,,,,,,,,1816.0,0.01,2m,1.0,0.8,2.0,640.0,1648.0,0.015,3m,2.6,0.0,1.0,696.0,,,,,,,,,,,,,,,4560.0,0.01,4m,3.0,0.2,1.5,984.0,2200.0,0.015,5m,1.4,0.6000000000000001,1.5,696.0,,,,,,,,4536.0,0.02,5m,2.0,0.8,2.0,704.0,4952.0,0.01,5m,3.0,0.2,1.0,376.0,,,,,,,,3392.0,0.015,5m,2.0,0.0,1.0,576.0,,,,,,,,,,,,,,,2680.0,0.02,4m,1.8,0.8,1.5,456.0,7624,0.02,5m,1.8,0.4,1.5,104,,,,,,,,3632,0.01,4m,2.8,0.0,0.5,504,4024.0,0.01,4m,2.0,0.2,2.0,808.0,0.45,11,COMPLETE
69,69,0.48665447032720327,2025-06-21 19:28:23.719087,2025-06-21 19:28:27.290141,0 days 00:00:03.571054,,,,,,,,,,,,,,,,,,,,,,3976.0,0.01,2m,1.4,0.6000000000000001,1.0,984.0,,,,,,,,,,,,,,,,,,,,,,7952.0,0.01,3m,2.8,0.4,2.0,928.0,3432.0,0.015,1m,2.0,0.4,2.0,616.0,,,,,,,,,,,,,,,3112.0,0.01,5m,2.8,1.0,1.5,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760,0.02,4m,2.6,0.2,2.0,984,,,,,,,,2840,0.015,2m,1.8,0.2,0.5,208,5784.0,0.015,1m,2.6,0.4,1.5,496.0,0.4,6,COMPLETE
70,70,0.19573625484002086,2025-06-21 19:28:27.392864,2025-06-21 19:28:29.708764,0 days 00:00:02.315900,,,,,,,,,,,,,,,,,,,,,,2944.0,0.015,5m,1.6,0.6000000000000001,0.5,968.0,,,,,,,,,,,,,,,,,,,,,,6480.0,0.01,3m,2.6,0.4,1.5,208.0,,,,,,,,,,,,,,,,,,,,,,3272.0,0.02,4m,2.8,0.8,2.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880,0.02,4m,2.6,0.2,2.0,976,,,,,,,,3296,0.015,2m,1.8,0.2,1.0,248,,,,,,,,0.4,4,COMPLETE
71,71,0.7162739936211663,2025-06-21 19:28:29.784487,2025-06-21 19:28:33.655669,0 days 00:00:03.871182,,,,,,,,,,,,,,,,,,,,,,3880.0,0.01,2m,1.2,0.6000000000000001,1.0,992.0,,,,,,,,,,,,,,,,,,,,,,7960.0,0.01,3m,2.8,0.4,2.0,920.0,3456.0,0.015,1m,2.0,0.4,2.0,616.0,,,,,,,,,,,,,,,2968.0,0.01,5m,2.6,1.0,1.5,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4848,0.02,4m,2.0,0.4,2.0,920,,,,,,,,2824,0.01,2m,1.8,0.2,0.5,216,5832.0,0.015,1m,2.6,0.4,1.5,472.0,0.4,6,COMPLETE
72,72,0.21228270484688222,2025-06-21 19:28:33.768195,2025-06-21 19:28:37.097799,0 days 00:00:03.329604,,,,,,,,,,,,,,,,,,,,,,3912.0,0.01,2m,1.4,0.6000000000000001,1.0,992.0,,,,,,,,,,,,,,,,,,,,,,8000.0,0.01,3m,3.0,0.4,2.0,992.0,3392.0,0.015,1m,2.0,0.4,2.0,616.0,,,,,,,,,,,,,,,3688.0,0.01,5m,2.6,1.0,1.5,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784,0.02,4m,2.0,0.0,1.0,936,,,,,,,,2848,0.01,2m,1.8,0.2,0.5,208,4864.0,0.015,1m,2.6,0.4,1.5,488.0,0.4,6,COMPLETE
73,73,0.214243196497847,2025-06-21 19:28:37.190309,2025-06-21 19:28:39.921048,0 days 00:00:02.730739,,,,,,,,,,,,,,,,,,,,,,3568.0,0.01,2m,1.2,0.6000000000000001,1.0,984.0,,,,,,,,,,,,,,,,,,,,,,7424.0,0.01,3m,2.8,0.4,2.0,944.0,,,,,,,,,,,,,,,,,,,,,,2704.0,0.01,5m,2.8,1.0,1.5,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4696,0.02,4m,2.6,0.2,2.0,1000,,,,,,,,3000,0.015,2m,1.6,0.2,0.5,64,,,,,,,,0.45,4,COMPLETE
74,74,0.14173179504458006,2025-06-21 19:28:40.018558,2025-06-21 19:28:43.728526,0 days 00:00:03.709968,,,,,,,,,,,,,,,,,,,,,,3312.0,0.01,2m,1.4,0.6000000000000001,1.0,1024.0,,,,,,,,,,,,,,,,,,,,,,8000.0,0.01,3m,3.0,0.2,2.0,808.0,2600.0,0.015,1m,2.0,0.4,2.0,512.0,,,,,,,,,,,,,,,4144.0,0.01,5m,2.6,1.0,1.5,768.0,,,,,,,,2640.0,0.02,3m,2.6,0.2,0.5,776.0,,,,,,,,,,,,,,,,,,,,,,4280,0.02,5m,2.8,0.4,2.0,896,,,,,,,,4784,0.01,2m,2.0,0.4,0.5,776,5416.0,0.015,1m,2.6,0.2,1.5,432.0,0.4,7,COMPLETE
75,75,0.21867705952324853,2025-06-21 19:28:43.816038,2025-06-21 19:28:47.717170,0 days 00:00:03.901132,,,,,,,,,,,,,,,,,,,,,,2264.0,0.01,3m,1.8,0.4,1.0,728.0,,,,,,,,,,,,,,,,,,,,,,6968.0,0.01,3m,2.8,0.4,2.0,840.0,1368.0,0.015,1m,2.0,0.2,2.0,560.0,,,,,,,,,,,,,,,3216.0,0.01,2m,2.8,0.8,1.0,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4904,0.02,4m,2.4000000000000004,0.0,2.0,960,,,,,,,,4048,0.01,2m,1.8,0.2,0.5,200,6120.0,0.015,1m,2.4000000000000004,0.4,1.5,520.0,0.5,6,COMPLETE
76,76,-0.389780098268054,2025-06-21 19:28:47.825682,2025-06-21 19:28:51.044110,0 days 00:00:03.218428,,,,,,,,,,,,,,,,,,,,,,3824.0,0.01,4m,1.4,0.6000000000000001,1.0,928.0,,,,,,,,,,,,,,,,,,,,,,7648.0,0.015,3m,2.8,0.2,2.0,872.0,,,,,,,,,,,,,,,,,,,,,,2928.0,0.01,5m,2.4000000000000004,1.0,1.5,448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272,0.02,1m,1.6,0.2,2.0,848,,,,,,,,2512,0.015,2m,1.4,0.4,0.5,248,5752.0,0.015,5m,1.8,0.4,1.5,568.0,0.4,5,COMPLETE
77,77,0.8753942098516206,2025-06-21 19:28:51.143256,2025-06-21 19:28:55.516020,0 days 00:00:04.372764,,,,,,,,,,,,,,,,,,,,,,4088.0,0.01,2m,1.2,0.4,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,7536.0,0.01,5m,2.6,0.4,2.0,744.0,4328.0,0.015,1m,1.8,0.6000000000000001,2.0,752.0,,,,,,,,,,,,,,,6784.0,0.01,5m,3.0,0.2,1.5,168.0,,,,,,,,3064.0,0.02,4m,2.4000000000000004,0.2,1.5,672.0,,,,,,,,,,,,,,,4256.0,0.01,1m,2.2,0.2,0.5,616.0,5488,0.02,4m,1.8,0.4,2.0,912,,,,,,,,2808,0.01,2m,2.0,0.2,0.5,168,4624.0,0.015,1m,2.2,0.2,1.5,608.0,0.45,8,COMPLETE
78,78,-0.18986488908669882,2025-06-21 19:28:55.615961,2025-06-21 19:29:00.242623,0 days 00:00:04.626662,,,,,,,,,,,,,,,,,,,,,,4600.0,0.01,2m,1.2,0.4,0.5,544.0,,,,,,,,,,,,,,,,,,,,,,6856.0,0.01,5m,2.4000000000000004,0.4,2.0,672.0,4472.0,0.015,1m,1.8,0.6000000000000001,2.0,472.0,,,,,,,,,,,,,,,3976.0,0.01,5m,3.0,1.0,1.5,176.0,,,,,,,,3096.0,0.02,4m,2.4000000000000004,0.0,1.5,600.0,,,,,,,,,,,,,,,3624.0,0.01,1m,2.2,0.4,0.5,384.0,5456,0.02,4m,1.8,0.4,0.5,912,,,,,,,,3232,0.01,2m,2.0,0.2,0.5,152,4488.0,0.015,1m,2.4000000000000004,0.4,2.0,464.0,0.45,8,COMPLETE
79,79,1.3721146105756152,2025-06-21 19:29:00.331666,2025-06-21 19:29:04.088203,0 days 00:00:03.756537,,,,,,,,,,,,,,,,,,,,,,4424.0,0.01,2m,1.2,0.4,1.0,584.0,,,,,,,,,,,,,,,,,,,,,,7496.0,0.01,5m,2.6,0.4,2.0,736.0,4256.0,0.015,1m,2.2,0.6000000000000001,2.0,584.0,,,,,,,,,,,,,,,2616.0,0.01,5m,2.8,0.2,1.5,112.0,,,,,,,,3808.0,0.02,4m,2.0,0.4,1.5,672.0,,,,,,,,,,,,,,,,,,,,,,6136,0.02,4m,1.8,0.4,2.0,792,,,,,,,,2776,0.01,2m,1.6,0.2,0.5,104,4680.0,0.015,1m,2.6,0.2,1.5,368.0,0.5,7,COMPLETE
80,80,-0.4963453968656293,2025-06-21 19:29:04.184927,2025-06-21 19:29:08.239586,0 days 00:00:04.054659,,,,,,,,,,,,,,,,,,,,,,5128.0,0.01,2m,1.2,0.4,1.5,560.0,,,,,,,,,,,,,,,,,,,,,,7224.0,0.01,5m,2.4000000000000004,0.4,2.0,736.0,3488.0,0.015,1m,2.6,0.8,2.0,656.0,,,,,,,,,,,,,,,6784.0,0.01,5m,3.0,0.2,1.5,104.0,,,,,,,,2472.0,0.02,4m,1.6,0.2,1.5,664.0,,,,,,,,,,,,,,,,,,,,,,6088,0.02,4m,1.6,0.4,1.5,872,,,,,,,,2712,0.01,2m,1.6,0.4,0.5,168,4672.0,0.015,1m,2.2,0.2,1.5,352.0,0.45,7,COMPLETE
81,81,1.2593162421241164,2025-06-21 19:29:08.346355,2025-06-21 19:29:12.607321,0 days 00:00:04.260966,,,,,,,,,,,,,,,,,,,,,,4168.0,0.01,2m,1.4,0.4,1.0,496.0,,,,,,,,,,,,,,,,,,,,,,7464.0,0.01,5m,2.6,0.4,2.0,704.0,4344.0,0.015,1m,2.2,0.6000000000000001,2.0,608.0,,,,,,,,,,,,,,,2584.0,0.01,5m,2.8,0.2,1.5,104.0,,,,,,,,3848.0,0.02,4m,2.0,0.4,1.5,704.0,,,,,,,,,,,,,,,4088.0,0.015,3m,2.0,0.2,0.5,328.0,5128,0.02,4m,2.0,0.4,2.0,928,,,,,,,,2848,0.01,2m,1.6,0.2,0.5,88,4240.0,0.015,1m,2.6,0.2,1.5,616.0,0.5,8,COMPLETE
82,82,1.067112553720601,2025-06-21 19:29:12.693438,2025-06-21 19:29:17.084666,0 days 00:00:04.391228,,,,,,,,,,,,,,,,,,,,,,4456.0,0.01,2m,1.2,0.4,1.0,488.0,,,,,,,,,,,,,,,,,,,,,,7472.0,0.01,5m,2.6,0.4,2.0,696.0,4328.0,0.015,1m,2.2,0.6000000000000001,2.0,616.0,,,,,,,,,,,,,,,8008.0,0.01,5m,2.8,0.2,1.5,120.0,,,,,,,,3792.0,0.02,4m,1.8,0.4,1.5,712.0,,,,,,,,,,,,,,,4112.0,0.01,3m,2.0,0.2,0.5,168.0,5664,0.02,4m,2.0,0.4,2.0,928,,,,,,,,2192,0.01,2m,1.4,0.2,0.5,104,3880.0,0.015,1m,2.6,0.2,1.5,608.0,0.5,8,COMPLETE
83,83,0.10840203127300413,2025-06-21 19:29:17.189855,2025-06-21 19:29:21.522618,0 days 00:00:04.332763,,,,,,,,,,,,,,,,,,,,,,4528.0,0.01,2m,1.2,0.4,1.0,504.0,,,,,,,,,,,,,,,,,,,,,,7488.0,0.01,5m,2.6,0.4,2.0,640.0,4728.0,0.015,1m,2.4000000000000004,0.6000000000000001,2.0,680.0,,,,,,,,,,,,,,,8064.0,0.01,5m,3.0,0.2,1.5,112.0,,,,,,,,3792.0,0.02,4m,1.8,0.4,1.5,704.0,,,,,,,,,,,,,,,4200.0,0.01,3m,1.8,0.2,0.5,136.0,5656,0.02,4m,1.8,0.4,2.0,920,,,,,,,,2288,0.01,2m,1.4,0.2,0.5,104,3608.0,0.015,1m,2.6,0.2,1.5,632.0,0.5,8,COMPLETE
84,84,-0.36798396876574185,2025-06-21 19:29:21.615297,2025-06-21 19:29:26.320524,0 days 00:00:04.705227,,,,,,,,,,,,,,,,,,,,,,4744.0,0.01,2m,1.2,0.4,1.0,568.0,,,,,,,,,,,,,,,,,,,,,,6672.0,0.01,5m,2.6,0.4,2.0,752.0,4320.0,0.015,1m,2.2,0.6000000000000001,2.0,728.0,,,,,,,,,,,,,,,7248.0,0.01,5m,2.8,0.2,1.5,72.0,,,,,,,,4304.0,0.02,4m,1.8,0.4,1.5,648.0,,,,,,,,,,,,,,,3256.0,0.01,3m,2.0,0.2,0.5,184.0,5200,0.02,4m,2.0,0.4,2.0,1024,,,,,,,,2152,0.01,2m,1.6,0.2,0.5,80,4016.0,0.015,1m,2.4000000000000004,0.2,1.5,688.0,0.5,8,COMPLETE
85,85,0.14549213857610485,2025-06-21 19:29:26.420764,2025-06-21 19:29:30.014552,0 days 00:00:03.593788,,,,,,,,,,,,,,,,,,,,,,4416.0,0.01,2m,1.0,0.4,1.0,440.0,,,,,,,,,,,,,,,,,,,,,,6160.0,0.01,5m,2.4000000000000004,0.4,2.0,704.0,4360.0,0.015,1m,2.2,0.6000000000000001,2.0,640.0,,,,,,,,,,,,,,,1792.0,0.01,5m,2.6,0.2,1.5,152.0,,,,,,,,3832.0,0.02,4m,1.8,0.4,1.5,736.0,,,,,,,,,,,,,,,,,,,,,,6136,0.02,4m,1.8,0.4,2.0,896,,,,,,,,2496,0.01,2m,1.2,0.4,0.5,128,3184.0,0.015,1m,2.6,0.2,1.5,552.0,0.5,7,COMPLETE
86,86,-0.6093466519525239,2025-06-21 19:29:30.100455,2025-06-21 19:29:35.238399,0 days 00:00:05.137944,,,,,,,,,,,,,,,,,,,,,,4176.0,0.01,2m,1.0,0.4,1.0,488.0,3648.0,0.01,2m,1.0,0.8,0.5,192.0,,,,,,,,,,,,,,,7160.0,0.01,5m,2.6,0.4,2.0,712.0,3968.0,0.015,1m,2.4000000000000004,0.6000000000000001,2.0,592.0,,,,,,,,,,,,,,,7624.0,0.01,5m,3.0,0.2,1.5,216.0,,,,,,,,4112.0,0.02,4m,1.6,0.4,1.5,688.0,,,,,,,,,,,,,,,3832.0,0.01,3m,2.0,0.2,0.5,248.0,5624,0.02,4m,2.0,0.4,2.0,952,,,,,,,,1832,0.01,2m,1.4,0.2,0.5,88,4960.0,0.015,1m,2.4000000000000004,0.2,1.5,584.0,0.5,9,COMPLETE
87,87,0.6073483136765258,2025-06-21 19:29:35.334570,2025-06-21 19:29:38.287824,0 days 00:00:02.953254,,,,,,,,,,,,,,,,,,,,,,4808.0,0.01,1m,1.2,0.4,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,3672.0,0.01,5m,2.6,0.4,2.0,560.0,,,,,,,,,,,,,,,,,,,,,,8160.0,0.01,5m,1.2,0.0,1.5,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5872,0.02,4m,2.0,0.4,2.0,776,,,,,,,,2416,0.01,2m,1.6,0.2,0.5,112,4640.0,0.015,1m,2.8,0.0,2.0,400.0,0.5,5,COMPLETE
88,88,-3.946834279874633,2025-06-21 19:29:38.376537,2025-06-21 19:29:41.425524,0 days 00:00:03.048987,,,,,,,,,,,,,,,,,,,,,,4912.0,0.01,1m,1.2,0.4,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,3456.0,0.01,5m,2.4000000000000004,0.4,2.0,584.0,,,,,,,,,,,,,,,,,,,,,,8160.0,0.01,5m,1.2,0.0,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5768,0.02,4m,2.0,0.4,2.0,792,,,,,,,,1552,0.01,2m,1.6,0.2,1.0,112,3824.0,0.015,1m,2.6,0.0,0.5,392.0,0.5,5,COMPLETE
89,89,0.02818983354821508,2025-06-21 19:29:41.510846,2025-06-21 19:29:43.908593,0 days 00:00:02.397747,,,,,,,,,,,,,,,,,,,,,,5816.0,0.02,1m,1.0,0.4,1.0,608.0,,,,,,,,,,,,,,,,,,,,,,2952.0,0.01,5m,2.2,0.4,2.0,560.0,,,,,,,,,,,,,,,,,,,,,,7896.0,0.015,5m,3.0,0.0,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952,0.02,4m,1.8,0.4,2.0,832,,,,,,,,3080,0.01,2m,1.6,0.4,0.5,152,,,,,,,,0.5,4,COMPLETE
90,90,0.40232095029163106,2025-06-21 19:29:44.006675,2025-06-21 19:29:47.808908,0 days 00:00:03.802233,,,,,,,,,,,,,,,,,,,,,,5344.0,0.01,1m,1.2,0.4,1.0,512.0,,,,,,,,,,,,,,,,,,,,,,3664.0,0.01,5m,2.6,0.6000000000000001,2.0,424.0,5008.0,0.02,1m,2.4000000000000004,0.8,2.0,552.0,,,,,,,,,,,,,,,7592.0,0.01,5m,1.2,0.4,1.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5472,0.02,4m,1.8,0.4,2.0,880,,,,,,,,2664,0.01,2m,1.4,0.2,0.5,80,4104.0,0.015,1m,2.2,0.0,1.5,624.0,0.5,6,COMPLETE
91,91,-0.3370326635578084,2025-06-21 19:29:47.903594,2025-06-21 19:29:51.847666,0 days 00:00:03.944072,,,,,,,,,,,,,,,,,,,,,,4144.0,0.01,1m,1.2,0.4,1.0,648.0,,,,,,,,,,,,,,,,,,,,,,7448.0,0.01,5m,2.6,0.4,2.0,632.0,2952.0,0.015,1m,2.2,0.6000000000000001,2.0,792.0,,,,,,,,,,,,,,,6920.0,0.01,5m,2.8,0.2,1.5,160.0,,,,,,,,3480.0,0.02,4m,2.0,0.4,1.5,832.0,,,,,,,,,,,,,,,,,,,,,,5136,0.02,4m,2.0,0.4,2.0,936,,,,,,,,2392,0.01,2m,1.8,0.2,0.5,136,4704.0,0.015,1m,2.8,0.2,2.0,536.0,0.45,7,COMPLETE
92,92,-0.15608582856152547,2025-06-21 19:29:51.932646,2025-06-21 19:29:55.552810,0 days 00:00:03.620164,,,,,,,,,,,,,,,,,,,,,,5120.0,0.01,2m,1.2,0.4,1.0,536.0,,,,,,,,,,,,,,,,,,,,,,2720.0,0.01,5m,2.8,0.4,2.0,768.0,,,,,,,,,,,,,,,,,,,,,,2552.0,0.01,1m,1.4,0.0,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6184,0.02,2m,2.0,0.4,2.0,1000,,,,,,,,2176,0.01,2m,1.2,0.2,0.5,168,5120.0,0.015,1m,3.0,0.2,2.0,320.0,0.5,5,COMPLETE
93,93,2.1339390771453126,2025-06-21 19:29:55.629619,2025-06-21 19:30:00.175634,0 days 00:00:04.546015,,,,,,,,,,,,,,,,,,,,,,4408.0,0.01,2m,1.6,0.4,1.0,576.0,,,,,,,,,,,,,,,,,,,,,,5240.0,0.01,5m,2.6,0.4,2.0,688.0,4680.0,0.015,1m,2.8,0.6000000000000001,2.0,704.0,,,,,,,,,,,,,,,2256.0,0.01,5m,2.6,0.4,1.5,208.0,,,,,,,,4384.0,0.02,4m,2.0,0.2,1.5,760.0,,,,,,,,,,,,,,,4816.0,0.015,3m,1.6,0.2,0.5,328.0,4848,0.02,4m,2.2,0.4,2.0,960,,,,,,,,2880,0.01,2m,1.6,0.2,0.5,192,4384.0,0.015,3m,2.6,0.0,2.0,408.0,0.45,8,COMPLETE
94,94,1.2521045185934385,2025-06-21 19:30:00.270316,2025-06-21 19:30:01.994322,0 days 00:00:01.724006,,,,,,,,,,,,,,,,,,,,,,4760.0,0.01,2m,1.6,0.4,1.0,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320,0.02,4m,2.0,0.4,2.0,968,,,,,,,,2928,0.01,2m,1.6,0.2,0.5,104,,,,,,,,0.45,2,COMPLETE
95,95,0.08867705840087055,2025-06-21 19:30:02.080418,2025-06-21 19:30:03.506281,0 days 00:00:01.425863,,,,,,,,,,,,,,,,,,,,,,4344.0,0.01,2m,1.6,0.4,1.0,472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5280,0.02,4m,2.0,0.4,2.0,968,,,,,,,,2952,0.01,2m,1.6,0.2,0.5,136,,,,,,,,0.45,2,COMPLETE
96,96,-0.9634978691451842,2025-06-21 19:30:03.596871,2025-06-21 19:30:08.267076,0 days 00:00:04.670205,,,,,,,,,,,,,,,,,,,,,,4512.0,0.01,2m,1.8,0.4,1.0,528.0,,,,,,,,,,,,,,,,,,,,,,5600.0,0.02,5m,2.0,0.6000000000000001,2.0,672.0,4824.0,0.015,1m,3.0,0.6000000000000001,2.0,704.0,,,,,,,,,,,,,,,1920.0,0.01,5m,2.6,0.4,1.0,200.0,,,,,,,,3112.0,0.02,4m,2.0,0.4,1.5,776.0,,,,,,,,,,,,,,,4824.0,0.015,3m,1.4,0.2,0.5,320.0,4896,0.02,4m,1.6,0.4,2.0,928,,,,,,,,3640,0.01,2m,1.4,0.2,0.5,96,4328.0,0.015,3m,2.2,0.0,1.5,608.0,0.45,8,COMPLETE
97,97,0.9065885474567135,2025-06-21 19:30:08.393216,2025-06-21 19:30:10.057596,0 days 00:00:01.664380,,,,,,,,,,,,,,,,,,,,,,4664.0,0.01,2m,1.6,0.4,1.0,576.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4968,0.015,4m,1.8,0.4,2.0,840,,,,,,,,3328,0.01,2m,1.6,0.2,0.5,168,,,,,,,,0.45,2,COMPLETE
