,number,value,datetime_start,datetime_complete,duration,params_AEP_MCHP_beta_win,params_AEP_MCHP_stop_loss,params_AEP_MCHP_trade_freq,params_AEP_MCHP_z_entry,params_AEP_MCHP_z_exit,params_AEP_MCHP_z_stop_scaler,params_AEP_MCHP_z_win,params_AMGN_DASH_beta_win,params_AMGN_DASH_stop_loss,params_AMGN_DASH_trade_freq,params_AMGN_DASH_z_entry,params_AMGN_DASH_z_exit,params_AMGN_DASH_z_stop_scaler,params_AMGN_DASH_z_win,params_ASML_SNPS_beta_win,params_ASML_SNPS_stop_loss,params_ASML_SNPS_trade_freq,params_ASML_SNPS_z_entry,params_ASML_SNPS_z_exit,params_ASML_SNPS_z_stop_scaler,params_ASML_SNPS_z_win,params_AZN_FTNT_beta_win,params_AZN_FTNT_stop_loss,params_AZN_FTNT_trade_freq,params_AZN_FTNT_z_entry,params_AZN_FTNT_z_exit,params_AZN_FTNT_z_stop_scaler,params_AZN_FTNT_z_win,params_AZN_INTC_beta_win,params_AZN_INTC_stop_loss,params_AZN_INTC_trade_freq,params_AZN_INTC_z_entry,params_AZN_INTC_z_exit,params_AZN_INTC_z_stop_scaler,params_AZN_INTC_z_win,params_AZN_MCHP_beta_win,params_AZN_MCHP_stop_loss,params_AZN_MCHP_trade_freq,params_AZN_MCHP_z_entry,params_AZN_MCHP_z_exit,params_AZN_MCHP_z_stop_scaler,params_AZN_MCHP_z_win,params_CCEP_MCHP_beta_win,params_CCEP_MCHP_stop_loss,params_CCEP_MCHP_trade_freq,params_CCEP_MCHP_z_entry,params_CCEP_MCHP_z_exit,params_CCEP_MCHP_z_stop_scaler,params_CCEP_MCHP_z_win,params_CEG_MCHP_beta_win,params_CEG_MCHP_stop_loss,params_CEG_MCHP_trade_freq,params_CEG_MCHP_z_entry,params_CEG_MCHP_z_exit,params_CEG_MCHP_z_stop_scaler,params_CEG_MCHP_z_win,params_CMCSA_CSCO_beta_win,params_CMCSA_CSCO_stop_loss,params_CMCSA_CSCO_trade_freq,params_CMCSA_CSCO_z_entry,params_CMCSA_CSCO_z_exit,params_CMCSA_CSCO_z_stop_scaler,params_CMCSA_CSCO_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_GOOGL_DLTR_beta_win,params_GOOGL_DLTR_stop_loss,params_GOOGL_DLTR_trade_freq,params_GOOGL_DLTR_z_entry,params_GOOGL_DLTR_z_exit,params_GOOGL_DLTR_z_stop_scaler,params_GOOGL_DLTR_z_win,params_GOOG_DLTR_beta_win,params_GOOG_DLTR_stop_loss,params_GOOG_DLTR_trade_freq,params_GOOG_DLTR_z_entry,params_GOOG_DLTR_z_exit,params_GOOG_DLTR_z_stop_scaler,params_GOOG_DLTR_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_HON_REGN_beta_win,params_HON_REGN_stop_loss,params_HON_REGN_trade_freq,params_HON_REGN_z_entry,params_HON_REGN_z_exit,params_HON_REGN_z_stop_scaler,params_HON_REGN_z_win,params_ILMN_MCHP_beta_win,params_ILMN_MCHP_stop_loss,params_ILMN_MCHP_trade_freq,params_ILMN_MCHP_z_entry,params_ILMN_MCHP_z_exit,params_ILMN_MCHP_z_stop_scaler,params_ILMN_MCHP_z_win,params_INTC_CSX_beta_win,params_INTC_CSX_stop_loss,params_INTC_CSX_trade_freq,params_INTC_CSX_z_entry,params_INTC_CSX_z_exit,params_INTC_CSX_z_stop_scaler,params_INTC_CSX_z_win,params_INTC_MCHP_beta_win,params_INTC_MCHP_stop_loss,params_INTC_MCHP_trade_freq,params_INTC_MCHP_z_entry,params_INTC_MCHP_z_exit,params_INTC_MCHP_z_stop_scaler,params_INTC_MCHP_z_win,params_LIN_SMCI_beta_win,params_LIN_SMCI_stop_loss,params_LIN_SMCI_trade_freq,params_LIN_SMCI_z_entry,params_LIN_SMCI_z_exit,params_LIN_SMCI_z_stop_scaler,params_LIN_SMCI_z_win,params_LRCX_META_beta_win,params_LRCX_META_stop_loss,params_LRCX_META_trade_freq,params_LRCX_META_z_entry,params_LRCX_META_z_exit,params_LRCX_META_z_stop_scaler,params_LRCX_META_z_win,params_MRNA_MCHP_beta_win,params_MRNA_MCHP_stop_loss,params_MRNA_MCHP_trade_freq,params_MRNA_MCHP_z_entry,params_MRNA_MCHP_z_exit,params_MRNA_MCHP_z_stop_scaler,params_MRNA_MCHP_z_win,params_buffer_capital,params_pairs_to_trade,state
79,79,1.4543515855925275,2025-06-21 19:42:52.288387,2025-06-21 19:42:53.846577,0 days 00:00:01.558190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,0.02,2m,1.0,1.0,1.5,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6920,0.015,1m,1.4,0.2,2.0,280,,,,,,,,6776.0,0.01,4m,1.4,1.0,1.0,568.0,,,,,,,,,,,,,,,0.45,3,COMPLETE
80,80,0.7652205121244484,2025-06-21 19:42:53.920859,2025-06-21 19:42:56.037053,0 days 00:00:02.116194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4752.0,0.02,2m,1.0,1.0,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6096,0.015,3m,1.8,0.0,2.0,168,,,,,,,,5744.0,0.01,4m,1.0,1.0,1.0,584.0,,,,,,,,5000.0,0.01,1m,1.8,1.0,2.0,848.0,0.5,4,COMPLETE
81,81,0.6895982249583216,2025-06-21 19:42:56.111442,2025-06-21 19:42:58.256831,0 days 00:00:02.145389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5904.0,0.02,2m,1.2,1.0,1.5,160.0,,,,,,,,,,,,,,,7592.0,0.01,4m,3.0,0.0,0.5,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5824,0.015,1m,1.6,0.2,2.0,400,,,,,,,,8008.0,0.01,4m,1.6,1.0,1.0,528.0,,,,,,,,6240.0,0.01,1m,1.8,1.0,2.0,904.0,0.5,5,COMPLETE
82,82,4.01848578236129,2025-06-21 19:42:58.329871,2025-06-21 19:43:00.970236,0 days 00:00:02.640365,,,,,,,,2832.0,0.015,4m,1.6,0.0,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6056.0,0.02,2m,1.2,1.0,1.5,296.0,,,,,,,,,,,,,,,6992.0,0.01,4m,2.8,0.2,0.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640,0.015,1m,1.6,0.2,2.0,344,,,,,,,,5120.0,0.01,4m,1.6,1.0,1.0,600.0,,,,,,,,5552.0,0.01,1m,2.2,1.0,2.0,952.0,0.5,6,COMPLETE
83,83,4.222084596644044,2025-06-21 19:43:01.047355,2025-06-21 19:43:04.093414,0 days 00:00:03.046059,2224.0,0.015,2m,1.2,1.0,0.5,952.0,2640.0,0.02,4m,1.6,0.0,1.5,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.0,0.02,2m,1.0,1.0,1.5,280.0,,,,,,,,,,,,,,,7488.0,0.01,4m,2.8,0.2,0.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520,0.015,1m,1.8,0.2,2.0,208,,,,,,,,5208.0,0.01,4m,1.4,1.0,1.0,600.0,,,,,,,,4984.0,0.01,1m,2.2,1.0,2.0,904.0,0.5,7,COMPLETE
84,84,-0.4143178700930779,2025-06-21 19:43:04.163089,2025-06-21 19:43:05.235349,0 days 00:00:01.072260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6528,0.015,1m,1.8,0.2,2.0,208,,,,,,,,4976.0,0.01,4m,1.4,1.0,1.0,600.0,,,,,,,,,,,,,,,0.45,2,COMPLETE
85,85,-0.616644749108733,2025-06-21 19:43:05.316831,2025-06-21 19:43:08.382688,0 days 00:00:03.065857,2048.0,0.015,2m,1.2,1.0,0.5,976.0,2496.0,0.02,4m,2.0,0.0,1.5,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6280.0,0.02,1m,1.0,1.0,1.5,280.0,,,,,,,,,,,,,,,7504.0,0.01,4m,2.8,0.2,0.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7184,0.015,1m,1.8,0.2,2.0,240,,,,,,,,5000.0,0.01,4m,1.4,0.8,1.0,640.0,,,,,,,,4984.0,0.01,1m,2.2,1.0,2.0,904.0,0.5,7,COMPLETE
86,86,1.0933062328673344,2025-06-21 19:43:08.459707,2025-06-21 19:43:11.622585,0 days 00:00:03.162878,2808.0,0.02,2m,1.4,1.0,0.5,848.0,3056.0,0.02,5m,1.6,0.0,1.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704.0,0.02,2m,1.0,1.0,1.5,448.0,,,,,,,,,,,,,,,6440.0,0.01,4m,2.8,0.4,0.5,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6264,0.015,1m,1.4,0.2,2.0,336,,,,,,,,5128.0,0.01,4m,1.2,1.0,1.0,480.0,,,,,,,,5520.0,0.01,1m,2.2,1.0,2.0,944.0,0.45,7,COMPLETE
87,87,0.8626634412356216,2025-06-21 19:43:11.711746,2025-06-21 19:43:14.062521,0 days 00:00:02.350775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5320.0,0.02,2m,1.2,1.0,1.5,352.0,,,,,,,,,,,,,,,7056.0,0.01,4m,2.8,0.2,0.5,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776,0.015,1m,1.6,0.2,2.0,304,,,,,,,,5536.0,0.01,3m,1.6,1.0,1.0,536.0,,,,,,,,4680.0,0.01,1m,2.2,1.0,2.0,840.0,0.5,5,COMPLETE
88,88,2.5610695754590913,2025-06-21 19:43:14.141522,2025-06-21 19:43:15.885749,0 days 00:00:01.744227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6840.0,0.02,2m,1.0,1.0,1.5,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7040,0.015,2m,1.6,0.0,2.0,104,,,,,,,,6008.0,0.01,4m,1.4,1.0,1.0,656.0,,,,,,,,5128.0,0.01,1m,1.8,1.0,2.0,920.0,0.5,4,COMPLETE
89,89,1.147154758168208,2025-06-21 19:43:15.969859,2025-06-21 19:43:18.540115,0 days 00:00:02.570256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6632.0,0.02,2m,1.2,0.8,1.5,264.0,,,,,,,,,,,,,,,7448.0,0.01,4m,1.0,0.0,0.5,224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6640,0.015,1m,1.8,0.2,2.0,272,,,,,,,,5280.0,0.01,4m,1.2,0.8,1.0,600.0,,,,,,,,5640.0,0.01,1m,2.2,1.0,2.0,960.0,0.45,5,COMPLETE
90,90,-0.5644648776978338,2025-06-21 19:43:18.631020,2025-06-21 19:43:20.023811,0 days 00:00:01.392791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5936.0,0.02,3m,1.0,1.0,1.5,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6024,0.015,1m,1.4,0.2,2.0,216,,,,,,,,4720.0,0.01,4m,1.6,1.0,0.5,464.0,,,,,,,,,,,,,,,0.5,3,COMPLETE
91,91,2.923703489547753,2025-06-21 19:43:20.081908,2025-06-21 19:43:22.850670,0 days 00:00:02.768762,,,,,,,,2544.0,0.02,4m,1.8,0.0,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.0,0.02,2m,1.2,1.0,1.5,208.0,,,,,,,,,,,,,,,8192.0,0.01,4m,3.0,0.2,0.5,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6488,0.015,1m,1.6,0.2,2.0,360,,,,,,,,5744.0,0.01,4m,1.6,1.0,1.0,552.0,,,,,,,,6352.0,0.01,1m,2.0,1.0,2.0,1000.0,0.5,6,COMPLETE
92,92,3.459835009377305,2025-06-21 19:43:22.934191,2025-06-21 19:43:26.491658,0 days 00:00:03.557467,1640.0,0.015,2m,1.0,1.0,0.5,1024.0,2416.0,0.02,4m,2.0,0.0,1.5,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.0,0.02,2m,1.2,1.0,1.5,192.0,,,,,,,,,,,,,,,7768.0,0.01,4m,3.0,0.4,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6520,0.015,1m,1.6,0.2,2.0,360,,,,,,,,5832.0,0.01,4m,1.6,1.0,1.0,504.0,,,,,,,,4808.0,0.01,1m,1.8,1.0,2.0,880.0,0.5,7,COMPLETE
93,93,4.372541950969375,2025-06-21 19:43:26.555659,2025-06-21 19:43:29.829106,0 days 00:00:03.273447,1984.0,0.015,2m,1.0,1.0,0.5,888.0,2448.0,0.02,4m,2.0,0.0,1.5,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6240.0,0.02,2m,1.0,1.0,1.5,200.0,,,,,,,,,,,,,,,7784.0,0.01,4m,3.0,0.4,0.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7328,0.015,1m,1.6,0.2,2.0,368,,,,,,,,5816.0,0.01,4m,1.4,1.0,1.0,504.0,,,,,,,,4768.0,0.01,1m,1.8,1.0,2.0,888.0,0.5,7,COMPLETE
94,94,1.3534350280918033,2025-06-21 19:43:29.923517,2025-06-21 19:43:33.182258,0 days 00:00:03.258741,1720.0,0.015,2m,1.0,1.0,0.5,1008.0,2416.0,0.02,4m,2.0,0.0,1.5,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7088.0,0.02,2m,1.2,1.0,1.5,184.0,,,,,,,,,,,,,,,8184.0,0.01,4m,3.0,0.4,0.5,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7392,0.015,1m,1.8,0.2,2.0,472,,,,,,,,5800.0,0.01,4m,1.6,1.0,1.0,496.0,,,,,,,,4584.0,0.01,1m,1.6,1.0,2.0,800.0,0.45,7,COMPLETE
95,95,-1.3188952222310233,2025-06-21 19:43:33.265262,2025-06-21 19:43:36.458153,0 days 00:00:03.192891,2608.0,0.015,2m,1.0,1.0,0.5,904.0,2672.0,0.02,4m,1.8,0.0,1.5,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6272.0,0.02,5m,1.2,1.0,1.5,152.0,,,,,,,,,,,,,,,7656.0,0.01,4m,2.8,0.4,0.5,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912,0.015,3m,1.6,0.2,2.0,320,,,,,,,,6176.0,0.01,4m,1.4,1.0,1.0,552.0,,,,,,,,4168.0,0.01,1m,1.8,1.0,2.0,896.0,0.5,7,COMPLETE
96,96,1.1781598666587576,2025-06-21 19:43:36.540856,2025-06-21 19:43:40.670099,0 days 00:00:04.129243,1664.0,0.015,2m,1.4,1.0,1.0,808.0,1912.0,0.02,4m,2.0,0.0,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1104.0,0.02,2m,1.0,1.0,1.5,360.0,,,,,,,,,,,,,,,7968.0,0.01,4m,3.0,0.4,0.5,160.0,7528.0,0.01,1m,3.0,0.0,2.0,984.0,,,,,,,,8128.0,0.02,1m,3.0,0.8,2.0,168.0,,,,,,,,7568,0.015,1m,1.4,0.2,2.0,368,,,,,,,,5840.0,0.01,4m,1.4,1.0,1.0,432.0,,,,,,,,7120.0,0.01,1m,2.0,1.0,2.0,920.0,0.4,9,COMPLETE
97,97,1.9416248876159694,2025-06-21 19:43:40.746609,2025-06-21 19:43:43.667046,0 days 00:00:02.920437,,,,,,,,3368.0,0.02,4m,1.8,0.0,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6752.0,0.02,2m,1.2,0.8,1.5,208.0,,,,,,,,,,,,,,,7808.0,0.01,4m,3.0,0.2,0.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7312,0.015,5m,1.4,0.0,2.0,360,,,,,,,,5216.0,0.01,5m,1.6,1.0,1.0,616.0,,,,,,,,4816.0,0.01,2m,2.2,1.0,2.0,952.0,0.5,6,COMPLETE
98,98,3.157146885933063,2025-06-21 19:43:43.751553,2025-06-21 19:43:47.039806,0 days 00:00:03.288253,3864.0,0.015,2m,1.2,1.0,0.5,952.0,1984.0,0.02,4m,1.8,0.0,1.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6512.0,0.02,2m,1.0,1.0,1.5,248.0,,,,,,,,,,,,,,,7344.0,0.01,3m,2.8,0.2,0.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6792,0.015,1m,1.6,0.2,2.0,416,,,,,,,,5440.0,0.01,4m,1.8,0.8,1.0,520.0,,,,,,,,6392.0,0.01,3m,1.6,1.0,2.0,856.0,0.45,7,COMPLETE
99,99,-1.0447546721746062,2025-06-21 19:43:47.107905,2025-06-21 19:43:51.164808,0 days 00:00:04.056903,3576.0,0.015,2m,1.2,1.0,0.5,936.0,2024.0,0.02,4m,1.6,0.0,1.5,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6592.0,0.02,1m,1.0,1.0,1.5,336.0,,,,,,,,,,,,,,,7328.0,0.01,3m,2.8,0.4,0.5,120.0,1504.0,0.01,5m,3.0,0.6000000000000001,2.0,712.0,,,,,,,,7208.0,0.02,1m,2.2,1.0,0.5,352.0,,,,,,,,6768,0.015,1m,1.8,0.2,1.5,416,,,,,,,,5416.0,0.01,3m,1.8,0.8,1.0,512.0,,,,,,,,4504.0,0.01,3m,1.4,1.0,2.0,752.0,0.45,9,COMPLETE
100,100,0.8058802159771684,2025-06-21 19:43:51.264327,2025-06-21 19:43:54.774038,0 days 00:00:03.509711,4192.0,0.015,2m,1.2,1.0,0.5,864.0,1504.0,0.02,4m,2.2,0.2,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5552.0,0.02,2m,1.0,0.8,1.5,136.0,,,,,,,,,,,,,,,6384.0,0.01,3m,2.8,0.2,0.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216,0.015,1m,1.8,0.0,2.0,456,,,,,,,,4696.0,0.01,4m,1.8,0.8,0.5,496.0,,,,,,,,5168.0,0.01,3m,1.4,1.0,2.0,824.0,0.45,7,COMPLETE
101,101,3.5600825954150874,2025-06-21 19:43:54.849551,2025-06-21 19:43:57.653397,0 days 00:00:02.803846,,,,,,,,3000.0,0.02,4m,1.8,0.0,1.5,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6472.0,0.02,2m,1.2,1.0,1.5,248.0,,,,,,,,,,,,,,,7376.0,0.01,3m,3.0,0.2,0.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6440,0.015,1m,1.6,0.2,2.0,304,,,,,,,,5512.0,0.01,4m,1.8,1.0,1.0,536.0,,,,,,,,6344.0,0.01,3m,1.4,1.0,2.0,864.0,0.5,6,COMPLETE
102,102,3.167649911822901,2025-06-21 19:43:57.736907,2025-06-21 19:44:00.504480,0 days 00:00:02.767573,,,,,,,,2968.0,0.02,4m,1.6,0.0,1.5,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6376.0,0.02,2m,1.2,1.0,1.5,248.0,,,,,,,,,,,,,,,7392.0,0.01,3m,2.8,0.2,0.5,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856,0.015,1m,1.6,0.2,2.0,312,,,,,,,,5496.0,0.01,4m,1.8,1.0,1.0,584.0,,,,,,,,6496.0,0.01,3m,1.6,1.0,2.0,872.0,0.5,6,COMPLETE
103,103,4.942476548109192,2025-06-21 19:44:00.578484,2025-06-21 19:44:04.167760,0 days 00:00:03.589276,1040.0,0.015,2m,1.4,1.0,0.5,728.0,2976.0,0.02,4m,2.0,0.0,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6480.0,0.02,2m,1.0,1.0,1.5,248.0,,,,,,,,,,,,,,,7440.0,0.01,3m,2.8,0.2,0.5,216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7216,0.015,1m,1.6,0.2,2.0,304,,,,,,,,4360.0,0.01,4m,1.8,1.0,1.0,400.0,,,,,,,,6592.0,0.01,3m,1.4,1.0,2.0,848.0,0.5,7,COMPLETE
104,104,4.51376444395557,2025-06-21 19:44:04.235863,2025-06-21 19:44:07.800922,0 days 00:00:03.565059,1136.0,0.015,2m,1.0,0.8,1.0,744.0,3064.0,0.02,4m,2.0,0.0,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952.0,0.02,2m,1.0,1.0,1.5,312.0,,,,,,,,,,,,,,,7784.0,0.01,3m,2.8,0.2,0.5,224.0,2360.0,0.01,3m,2.8,0.0,2.0,512.0,,,,,,,,,,,,,,,,,,,,,,8160,0.015,1m,1.6,0.2,2.0,312,,,,,,,,4040.0,0.01,4m,1.8,1.0,1.0,384.0,,,,,,,,6608.0,0.01,3m,1.4,1.0,2.0,792.0,0.5,8,COMPLETE
105,105,2.3056526448599666,2025-06-21 19:44:07.877925,2025-06-21 19:44:11.749751,0 days 00:00:03.871826,1088.0,0.015,2m,1.0,0.8,1.0,744.0,3728.0,0.02,2m,2.0,0.0,1.5,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952.0,0.02,2m,1.0,1.0,1.5,312.0,,,,,,,,,,,,,,,7752.0,0.01,3m,2.6,0.4,0.5,216.0,2488.0,0.01,3m,2.8,0.0,2.0,520.0,,,,,,,,,,,,,,,,,,,,,,7704,0.015,1m,1.4,0.2,2.0,224,,,,,,,,4256.0,0.01,4m,1.8,1.0,1.0,392.0,,,,,,,,5680.0,0.01,3m,1.4,1.0,2.0,784.0,0.5,8,COMPLETE
106,106,0.43939157706065346,2025-06-21 19:44:11.832271,2025-06-21 19:44:14.868926,0 days 00:00:03.036655,1656.0,0.015,2m,1.4,1.0,0.5,696.0,2888.0,0.02,4m,2.2,0.0,1.5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7216.0,0.02,3m,1.0,1.0,1.5,384.0,,,,,,,,,,,,,,,6936.0,0.01,3m,3.0,0.2,0.5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7968,0.015,1m,1.4,0.2,2.0,296,,,,,,,,3592.0,0.01,4m,1.2,1.0,1.0,368.0,,,,,,,,4824.0,0.01,3m,1.2,1.0,2.0,736.0,0.5,7,COMPLETE
107,107,0.9110734584258544,2025-06-21 19:44:14.953771,2025-06-21 19:44:18.121321,0 days 00:00:03.167550,2160.0,0.015,2m,1.0,0.8,1.0,1024.0,2224.0,0.02,4m,2.0,0.0,1.5,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7440.0,0.02,2m,1.0,1.0,1.5,272.0,,,,,,,,,,,,,,,7552.0,0.01,3m,2.8,0.4,0.5,232.0,3272.0,0.01,3m,2.8,0.0,2.0,320.0,,,,,,,,,,,,,,,,,,,,,,7256,0.015,1m,2.0,0.2,2.0,256,,,,,,,,4288.0,0.01,4m,1.6,1.0,1.0,352.0,,,,,,,,4360.0,0.01,3m,1.2,1.0,2.0,808.0,0.5,8,COMPLETE
108,108,2.320832707006634,2025-06-21 19:44:18.204341,2025-06-21 19:44:21.022740,0 days 00:00:02.818399,,,,,,,,3280.0,0.02,4m,2.2,0.0,1.5,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5784.0,0.02,2m,1.0,1.0,1.5,184.0,,,,,,,,,,,,,,,7808.0,0.01,5m,2.8,0.2,0.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7536,0.015,1m,1.8,0.2,2.0,184,,,,,,,,4088.0,0.01,4m,1.8,1.0,1.0,280.0,,,,,,,,7032.0,0.01,3m,1.4,1.0,2.0,896.0,0.5,6,COMPLETE
109,109,1.9270175169480388,2025-06-21 19:44:21.092112,2025-06-21 19:44:24.367081,0 days 00:00:03.274969,2512.0,0.015,2m,1.0,1.0,0.5,800.0,3816.0,0.02,4m,2.2,0.0,1.5,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6816.0,0.02,2m,1.2,0.8,1.5,312.0,,,,,,,,,,,,,,,7856.0,0.01,3m,3.0,0.2,0.5,344.0,1344.0,0.01,3m,2.6,0.4,2.0,944.0,,,,,,,,,,,,,,,,,,,,,,7056,0.015,2m,1.6,0.2,2.0,336,,,,,,,,4880.0,0.01,4m,1.4,1.0,1.0,400.0,,,,,,,,6656.0,0.01,3m,1.4,1.0,2.0,840.0,0.45,8,COMPLETE
110,110,3.1629723376152468,2025-06-21 19:44:24.463396,2025-06-21 19:44:27.713432,0 days 00:00:03.250036,1912.0,0.015,2m,1.4,0.8,1.0,872.0,3968.0,0.02,4m,1.8,0.0,1.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6504.0,0.02,2m,1.0,1.0,1.5,232.0,,,,,,,,,,,,,,,8008.0,0.01,3m,3.0,0.2,1.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8160,0.015,1m,1.8,0.2,2.0,320,,,,,,,,4568.0,0.01,5m,1.6,1.0,1.0,432.0,,,,,,,,5176.0,0.01,2m,1.0,1.0,2.0,920.0,0.5,7,COMPLETE
111,111,4.334103543558774,2025-06-21 19:44:27.789348,2025-06-21 19:44:30.200129,0 days 00:00:02.410781,,,,,,,,3040.0,0.02,4m,2.0,0.0,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6424.0,0.02,2m,1.2,1.0,1.5,264.0,,,,,,,,,,,,,,,7448.0,0.01,3m,2.8,0.2,0.5,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7880,0.015,1m,1.6,0.2,2.0,312,,,,,,,,5912.0,0.01,4m,1.8,1.0,1.0,336.0,,,,,,,,6552.0,0.01,3m,1.6,1.0,2.0,864.0,0.5,6,COMPLETE
112,112,1.8230208101941865,2025-06-21 19:44:30.256518,2025-06-21 19:44:33.269579,0 days 00:00:03.013061,,,,,,,,3192.0,0.02,4m,2.0,0.0,1.5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6664.0,0.02,2m,1.2,1.0,1.5,336.0,,,,,,,,,,,,,,,7608.0,0.01,3m,2.8,0.2,0.5,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8096,0.015,1m,1.6,0.2,2.0,264,,,,,,,,5880.0,0.01,4m,1.8,1.0,1.0,336.0,,,,,,,,6768.0,0.01,3m,1.4,1.0,2.0,856.0,0.5,6,COMPLETE
