,number,value,datetime_start,datetime_complete,duration,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_AVGO_beta_win,params_ASML_AVGO_stop_loss,params_ASML_AVGO_trade_freq,params_ASML_AVGO_z_entry,params_ASML_AVGO_z_exit,params_ASML_AVGO_z_stop_scaler,params_ASML_AVGO_z_win,params_ASML_TXN_beta_win,params_ASML_TXN_stop_loss,params_ASML_TXN_trade_freq,params_ASML_TXN_z_entry,params_ASML_TXN_z_exit,params_ASML_TXN_z_stop_scaler,params_ASML_TXN_z_win,params_ATVI_ILMN_beta_win,params_ATVI_ILMN_stop_loss,params_ATVI_ILMN_trade_freq,params_ATVI_ILMN_z_entry,params_ATVI_ILMN_z_exit,params_ATVI_ILMN_z_stop_scaler,params_ATVI_ILMN_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_AVGO_XEL_beta_win,params_AVGO_XEL_stop_loss,params_AVGO_XEL_trade_freq,params_AVGO_XEL_z_entry,params_AVGO_XEL_z_exit,params_AVGO_XEL_z_stop_scaler,params_AVGO_XEL_z_win,params_CHTR_MDLZ_beta_win,params_CHTR_MDLZ_stop_loss,params_CHTR_MDLZ_trade_freq,params_CHTR_MDLZ_z_entry,params_CHTR_MDLZ_z_exit,params_CHTR_MDLZ_z_stop_scaler,params_CHTR_MDLZ_z_win,params_CTSH_FAST_beta_win,params_CTSH_FAST_stop_loss,params_CTSH_FAST_trade_freq,params_CTSH_FAST_z_entry,params_CTSH_FAST_z_exit,params_CTSH_FAST_z_stop_scaler,params_CTSH_FAST_z_win,params_CTSH_TMUS_beta_win,params_CTSH_TMUS_stop_loss,params_CTSH_TMUS_trade_freq,params_CTSH_TMUS_z_entry,params_CTSH_TMUS_z_exit,params_CTSH_TMUS_z_stop_scaler,params_CTSH_TMUS_z_win,params_FAST_TMUS_beta_win,params_FAST_TMUS_stop_loss,params_FAST_TMUS_trade_freq,params_FAST_TMUS_z_entry,params_FAST_TMUS_z_exit,params_FAST_TMUS_z_stop_scaler,params_FAST_TMUS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ILMN_PYPL_beta_win,params_ILMN_PYPL_stop_loss,params_ILMN_PYPL_trade_freq,params_ILMN_PYPL_z_entry,params_ILMN_PYPL_z_exit,params_ILMN_PYPL_z_stop_scaler,params_ILMN_PYPL_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KLAC_TXN_beta_win,params_KLAC_TXN_stop_loss,params_KLAC_TXN_trade_freq,params_KLAC_TXN_z_entry,params_KLAC_TXN_z_exit,params_KLAC_TXN_z_stop_scaler,params_KLAC_TXN_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_MSFT_PCAR_beta_win,params_MSFT_PCAR_stop_loss,params_MSFT_PCAR_trade_freq,params_MSFT_PCAR_z_entry,params_MSFT_PCAR_z_exit,params_MSFT_PCAR_z_stop_scaler,params_MSFT_PCAR_z_win,params_MU_TXN_beta_win,params_MU_TXN_stop_loss,params_MU_TXN_trade_freq,params_MU_TXN_z_entry,params_MU_TXN_z_exit,params_MU_TXN_z_stop_scaler,params_MU_TXN_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
70,70,-5.069131236556242,2025-06-21 19:10:13.871272,2025-06-21 19:10:21.097735,0 days 00:00:07.226463,,,,,,,,7568.0,0.01,1m,1.0,0.8,1.0,120.0,3312.0,0.01,1m,2.8,0.8,0.5,848.0,3288.0,0.015,5m,2.8,0.4,1.0,288.0,3680.0,0.01,1m,2.2,0.6000000000000001,1.0,696.0,8192.0,0.01,1m,3.0,0.2,1.5,392.0,4136.0,0.01,3m,2.2,1.0,0.5,648.0,,,,,,,,1536.0,0.02,2m,2.8,0.4,1.5,440.0,5768.0,0.015,5m,2.8,0.2,1.5,312.0,,,,,,,,2360,0.01,2m,1.8,0.0,2.0,600,6296.0,0.01,2m,2.6,0.6000000000000001,1.5,944.0,1040.0,0.02,3m,1.8,0.0,1.5,424.0,2480.0,0.015,5m,1.2,0.4,1.5,888.0,6256.0,0.02,4m,2.2,0.0,2.0,128.0,4816.0,0.015,4m,1.8,0.4,1.5,1024.0,2104.0,0.015,2m,1.2,0.6000000000000001,2.0,192.0,3792.0,0.01,5m,3.0,0.4,1.5,824.0,4064.0,0.01,5m,1.4,0.6000000000000001,0.5,592.0,0.5,17,COMPLETE
71,71,-0.08555362839545576,2025-06-21 19:10:21.158940,2025-06-21 19:10:25.953842,0 days 00:00:04.794902,,,,,,,,6280.0,0.015,5m,1.0,0.0,0.5,272.0,3152.0,0.015,3m,3.0,0.6000000000000001,1.0,536.0,1160.0,0.015,5m,2.2,0.2,0.5,488.0,2368.0,0.01,1m,1.8,0.8,1.5,616.0,6936.0,0.01,4m,2.0,0.2,1.5,872.0,,,,,,,,,,,,,,,5136.0,0.015,5m,2.2,0.6000000000000001,1.5,256.0,2792.0,0.015,3m,3.0,0.6000000000000001,1.5,464.0,,,,,,,,4008,0.01,4m,2.4000000000000004,0.0,1.5,744,,,,,,,,,,,,,,,2856.0,0.015,3m,2.8,0.2,1.0,664.0,3456.0,0.02,3m,1.8,0.0,1.5,96.0,,,,,,,,,,,,,,,,,,,,,,4848.0,0.015,2m,2.2,0.6000000000000001,2.0,520.0,0.25,11,COMPLETE
72,72,0.8894065073287906,2025-06-21 19:10:26.042397,2025-06-21 19:10:31.467649,0 days 00:00:05.425252,,,,,,,,7304.0,0.01,5m,1.0,0.4,0.5,1024.0,2552.0,0.015,4m,2.6,0.6000000000000001,1.5,592.0,6040.0,0.015,1m,2.4000000000000004,0.0,0.5,848.0,2216.0,0.01,1m,1.8,0.8,1.0,720.0,7224.0,0.01,1m,2.2,0.4,1.5,816.0,,,,,,,,,,,,,,,1408.0,0.015,5m,2.0,0.6000000000000001,1.5,576.0,4064.0,0.015,3m,3.0,0.6000000000000001,1.5,520.0,,,,,,,,4272,0.01,4m,2.8,0.0,1.0,448,6968.0,0.015,4m,2.0,0.2,1.5,872.0,,,,,,,,2168.0,0.015,3m,2.4000000000000004,0.2,1.0,776.0,3096.0,0.02,4m,1.8,0.2,1.0,64.0,7272.0,0.02,2m,2.4000000000000004,0.2,0.5,592.0,,,,,,,,,,,,,,,4232.0,0.015,2m,2.0,0.6000000000000001,1.5,584.0,0.45,13,COMPLETE
73,73,0.4411204400263092,2025-06-21 19:10:31.559965,2025-06-21 19:10:37.268359,0 days 00:00:05.708394,,,,,,,,8184.0,0.01,5m,1.0,0.4,0.5,392.0,2824.0,0.015,4m,1.8,0.6000000000000001,1.5,584.0,6216.0,0.015,1m,2.8,0.0,0.5,952.0,2160.0,0.01,1m,1.8,0.4,1.0,784.0,2712.0,0.01,1m,2.2,0.4,1.5,712.0,,,,,,,,,,,,,,,1304.0,0.015,1m,2.0,0.8,1.5,560.0,4200.0,0.015,3m,3.0,0.6000000000000001,1.5,512.0,,,,,,,,4296,0.01,4m,2.8,0.0,1.0,440,7280.0,0.015,4m,1.8,0.2,1.5,856.0,,,,,,,,1288.0,0.015,5m,2.4000000000000004,0.0,1.0,848.0,3944.0,0.02,4m,1.8,0.0,1.0,144.0,7264.0,0.02,2m,2.4000000000000004,0.2,0.5,208.0,,,,,,,,,,,,,,,3128.0,0.015,2m,1.8,0.6000000000000001,1.0,664.0,0.45,13,COMPLETE
74,74,0.8239436669592803,2025-06-21 19:10:37.362691,2025-06-21 19:10:42.533360,0 days 00:00:05.170669,,,,,,,,7320.0,0.01,5m,1.2,0.4,0.5,944.0,2400.0,0.015,4m,2.4000000000000004,0.4,2.0,728.0,5464.0,0.015,1m,2.6,0.0,0.5,840.0,1688.0,0.01,1m,1.6,0.8,1.0,1016.0,7280.0,0.01,1m,2.4000000000000004,0.4,1.5,768.0,,,,,,,,,,,,,,,1352.0,0.015,3m,1.6,0.4,2.0,584.0,3720.0,0.015,3m,3.0,0.4,1.5,400.0,,,,,,,,5736,0.01,4m,2.8,0.0,1.0,488,6784.0,0.015,4m,2.0,0.2,1.5,912.0,,,,,,,,2040.0,0.015,3m,2.2,0.2,1.0,808.0,3064.0,0.02,4m,2.0,0.2,1.0,176.0,,,,,,,,,,,,,,,,,,,,,,3616.0,0.015,2m,2.6,0.6000000000000001,1.5,616.0,0.5,12,COMPLETE
75,75,-0.31211449097161725,2025-06-21 19:10:42.618256,2025-06-21 19:10:47.045352,0 days 00:00:04.427096,,,,,,,,7376.0,0.01,5m,2.4000000000000004,0.4,0.5,968.0,1680.0,0.015,4m,2.4000000000000004,0.4,2.0,736.0,5864.0,0.015,1m,2.4000000000000004,0.0,0.5,824.0,1056.0,0.01,1m,1.4,0.8,1.0,992.0,7352.0,0.01,1m,2.0,0.4,1.5,760.0,,,,,,,,,,,,,,,,,,,,,,3736.0,0.015,3m,2.8,0.6000000000000001,2.0,560.0,,,,,,,,5728,0.01,4m,3.0,0.0,1.0,488,,,,,,,,,,,,,,,1792.0,0.015,3m,2.2,0.2,1.0,768.0,3184.0,0.02,4m,1.6,0.4,1.0,184.0,,,,,,,,,,,,,,,,,,,,,,4176.0,0.015,2m,1.6,0.4,1.5,736.0,0.4,10,COMPLETE
76,76,-0.033721744187536956,2025-06-21 19:10:47.125650,2025-06-21 19:10:52.349523,0 days 00:00:05.223873,,,,,,,,7176.0,0.01,4m,1.2,0.4,0.5,1000.0,2408.0,0.015,4m,2.6,0.2,2.0,792.0,7160.0,0.015,1m,2.6,0.0,1.5,864.0,1808.0,0.01,4m,1.6,0.8,1.0,1016.0,6656.0,0.01,1m,2.2,0.4,1.5,800.0,,,,,,,,,,,,,,,1048.0,0.015,3m,1.6,0.6000000000000001,2.0,696.0,4856.0,0.015,1m,3.0,0.4,2.0,448.0,,,,,,,,6248,0.01,4m,2.8,0.2,1.0,400,7656.0,0.015,4m,2.0,0.2,1.5,912.0,,,,,,,,2080.0,0.015,3m,2.4000000000000004,1.0,1.0,808.0,2888.0,0.02,4m,2.0,0.2,1.0,232.0,,,,,,,,,,,,,,,,,,,,,,5240.0,0.02,3m,1.8,1.0,1.5,712.0,0.45,12,COMPLETE
77,77,-0.15050937291099817,2025-06-21 19:10:52.442198,2025-06-21 19:10:58.696344,0 days 00:00:06.254146,,,,,,,,7544.0,0.01,5m,1.2,0.4,0.5,896.0,6920.0,0.015,4m,2.4000000000000004,0.4,2.0,600.0,5376.0,0.015,1m,2.2,0.2,0.5,728.0,1592.0,0.01,1m,1.4,1.0,1.0,960.0,7632.0,0.01,1m,2.4000000000000004,0.6000000000000001,1.5,680.0,,,,,,,,,,,,,,,1568.0,0.015,3m,1.4,0.4,2.0,576.0,4088.0,0.015,2m,2.6,0.8,1.0,712.0,,,,,,,,4632,0.02,1m,2.8,0.6000000000000001,1.0,456,6760.0,0.02,4m,1.8,0.0,1.5,968.0,,,,,,,,1536.0,0.015,3m,2.2,0.2,1.0,736.0,1944.0,0.02,4m,1.8,0.4,1.0,264.0,2680.0,0.015,1m,2.8,0.4,0.5,424.0,7240.0,0.01,3m,1.8,1.0,1.5,440.0,,,,,,,,3536.0,0.015,3m,1.4,0.6000000000000001,1.5,568.0,0.45,14,COMPLETE
78,78,0.2678081705978285,2025-06-21 19:10:58.769861,2025-06-21 19:10:59.721071,0 days 00:00:00.951210,,,,,,,,7704.0,0.01,3m,1.4,0.6000000000000001,0.5,1016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5424,0.01,4m,2.6,0.4,2.0,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,2,COMPLETE
79,79,0.08818580621967025,2025-06-21 19:10:59.795587,2025-06-21 19:11:01.158706,0 days 00:00:01.363119,,,,,,,,7984.0,0.01,5m,1.6,0.4,1.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4840,0.01,4m,2.8,0.0,2.0,496,,,,,,,,,,,,,,,2224.0,0.015,3m,2.0,0.2,1.0,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,3,COMPLETE
80,80,-0.1792776559398171,2025-06-21 19:11:01.235210,2025-06-21 19:11:08.064237,0 days 00:00:06.829027,,,,,,,,7096.0,0.01,5m,2.0,0.4,0.5,792.0,2768.0,0.015,4m,2.2,0.2,2.0,920.0,6544.0,0.01,1m,2.4000000000000004,0.2,1.0,896.0,2592.0,0.01,1m,1.6,0.4,0.5,576.0,7128.0,0.01,1m,2.2,0.4,2.0,832.0,,,,,,,,,,,,,,,1328.0,0.015,3m,1.8,0.6000000000000001,2.0,584.0,3792.0,0.015,3m,2.8,0.6000000000000001,1.5,640.0,,,,,,,,5728,0.015,4m,3.0,0.2,0.5,544,6904.0,0.01,4m,1.6,0.2,1.5,848.0,,,,,,,,1832.0,0.02,1m,2.2,0.0,1.0,712.0,3032.0,0.02,4m,1.4,0.2,1.0,152.0,7208.0,0.02,1m,2.8,0.2,0.5,576.0,1024.0,0.02,1m,2.8,0.2,1.0,648.0,6768.0,0.015,4m,2.2,0.2,0.5,472.0,4376.0,0.015,4m,2.8,0.6000000000000001,2.0,600.0,0.4,15,COMPLETE
81,81,-0.663364114083616,2025-06-21 19:11:08.126237,2025-06-21 19:11:13.897848,0 days 00:00:05.771611,,,,,,,,6784.0,0.01,5m,1.0,0.4,0.5,936.0,2240.0,0.015,4m,2.8,0.6000000000000001,2.0,672.0,5272.0,0.015,1m,2.6,0.0,0.5,696.0,2896.0,0.01,1m,2.0,0.8,1.0,712.0,7952.0,0.01,1m,2.4000000000000004,0.4,1.5,896.0,,,,,,,,,,,,,,,2064.0,0.015,3m,1.8,0.4,1.5,440.0,4472.0,0.015,3m,3.0,0.4,1.5,400.0,,,,,,,,4968,0.01,4m,2.6,0.0,1.0,464,6344.0,0.015,4m,2.0,0.2,1.5,904.0,,,,,,,,2576.0,0.015,5m,2.4000000000000004,0.4,1.0,920.0,3848.0,0.02,4m,2.0,0.0,1.0,96.0,5680.0,0.02,2m,2.0,0.0,1.0,952.0,,,,,,,,,,,,,,,3584.0,0.015,2m,2.6,0.6000000000000001,1.5,664.0,0.5,13,COMPLETE
82,82,0.16461171236253133,2025-06-21 19:11:13.998363,2025-06-21 19:11:19.424352,0 days 00:00:05.425989,,,,,,,,7328.0,0.01,5m,1.0,0.4,0.5,472.0,3600.0,0.015,4m,2.8,0.6000000000000001,1.5,712.0,4472.0,0.015,2m,2.8,0.0,0.5,800.0,2344.0,0.01,1m,1.8,0.8,1.0,912.0,7632.0,0.01,5m,2.4000000000000004,0.4,1.5,968.0,,,,,,,,,,,,,,,1400.0,0.015,5m,2.4000000000000004,0.4,1.5,368.0,3592.0,0.015,3m,3.0,0.4,1.5,496.0,,,,,,,,5264,0.01,4m,2.8,0.0,1.0,568,7656.0,0.015,4m,3.0,0.4,1.5,984.0,,,,,,,,3040.0,0.015,4m,2.0,0.4,1.0,944.0,3464.0,0.02,4m,1.8,0.0,1.0,192.0,,,,,,,,,,,,,,,,,,,,,,4048.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.5,848.0,0.5,12,COMPLETE
83,83,0.4818213921446159,2025-06-21 19:11:19.504872,2025-06-21 19:11:24.576708,0 days 00:00:05.071836,,,,,,,,6896.0,0.01,5m,1.2,0.4,0.5,320.0,2680.0,0.015,3m,2.0,0.6000000000000001,1.5,640.0,7824.0,0.015,1m,2.6,0.0,0.5,552.0,2184.0,0.01,1m,1.8,0.6000000000000001,1.0,840.0,7968.0,0.01,1m,2.6,0.4,1.5,816.0,,,,,,,,,,,,,,,2600.0,0.015,1m,1.0,0.2,0.5,752.0,5400.0,0.015,3m,2.8,0.4,1.5,352.0,,,,,,,,4496,0.01,4m,2.0,0.0,1.0,424,,,,,,,,,,,,,,,2216.0,0.015,3m,2.4000000000000004,0.2,1.0,1000.0,4648.0,0.02,4m,2.0,0.2,1.0,96.0,,,,,,,,,,,,,,,,,,,,,,3256.0,0.015,2m,2.8,0.6000000000000001,0.5,488.0,0.5,11,COMPLETE
84,84,0.8101719655609939,2025-06-21 19:11:24.665643,2025-06-21 19:11:30.505125,0 days 00:00:05.839482,,,,,,,,6512.0,0.01,5m,1.0,0.2,0.5,360.0,1168.0,0.015,3m,3.0,0.4,0.5,824.0,7352.0,0.015,5m,1.6,0.0,0.5,640.0,1984.0,0.01,1m,1.6,0.4,1.0,624.0,7272.0,0.01,1m,2.2,0.6000000000000001,1.5,776.0,,,,,,,,,,,,,,,2216.0,0.015,5m,2.0,0.4,2.0,472.0,5176.0,0.015,3m,3.0,0.4,1.5,392.0,,,,,,,,8160,0.01,5m,2.8,0.0,1.0,520,5536.0,0.015,2m,2.2,0.2,1.0,144.0,,,,,,,,1240.0,0.015,5m,2.2,0.4,1.0,864.0,4256.0,0.02,4m,2.2,0.0,2.0,144.0,7280.0,0.02,2m,2.4000000000000004,0.0,0.5,656.0,,,,,,,,,,,,,,,3728.0,0.015,2m,2.4000000000000004,0.0,0.5,144.0,0.45,13,COMPLETE
85,85,0.14353399235723663,2025-06-21 19:11:30.568136,2025-06-21 19:11:35.280053,0 days 00:00:04.711917,,,,,,,,6584.0,0.01,5m,1.2,0.2,0.5,368.0,1160.0,0.015,4m,2.6,0.4,2.0,824.0,7456.0,0.015,3m,1.2,0.2,0.5,648.0,1232.0,0.01,1m,1.6,0.4,1.0,480.0,6568.0,0.01,1m,2.2,0.6000000000000001,1.5,768.0,,,,,,,,,,,,,,,,,,,,,,6080.0,0.015,4m,3.0,0.6000000000000001,2.0,432.0,,,,,,,,8120,0.01,5m,3.0,0.0,1.0,528,,,,,,,,,,,,,,,1024.0,0.015,5m,2.2,0.2,1.0,800.0,2224.0,0.02,4m,2.6,0.0,2.0,152.0,,,,,,,,,,,,,,,,,,,,,,4616.0,0.015,2m,2.6,0.2,0.5,184.0,0.45,10,COMPLETE
86,86,0.6951068494702926,2025-06-21 19:11:35.344478,2025-06-21 19:11:40.716148,0 days 00:00:05.371670,,,,,,,,6024.0,0.01,2m,1.0,0.2,0.5,560.0,1024.0,0.015,5m,2.0,0.4,0.5,760.0,8192.0,0.015,1m,1.8,0.0,1.5,776.0,1840.0,0.01,1m,1.4,0.4,1.0,624.0,7272.0,0.01,1m,2.0,0.6000000000000001,1.5,736.0,,,,,,,,,,,,,,,2248.0,0.015,5m,2.0,0.4,2.0,472.0,5128.0,0.015,3m,2.8,0.4,2.0,472.0,,,,,,,,7760,0.01,5m,2.8,0.2,2.0,352,6120.0,0.015,4m,2.2,0.0,1.0,128.0,,,,,,,,1360.0,0.015,2m,2.6,0.2,1.0,456.0,4248.0,0.02,1m,2.2,0.6000000000000001,2.0,176.0,,,,,,,,,,,,,,,,,,,,,,4024.0,0.015,3m,2.0,0.0,0.5,160.0,0.45,12,COMPLETE
87,87,1.5015606165297477,2025-06-21 19:11:40.788650,2025-06-21 19:11:47.049219,0 days 00:00:06.260569,,,,,,,,6040.0,0.01,2m,1.0,0.2,0.5,1024.0,1520.0,0.015,5m,1.8,0.4,0.5,784.0,8160.0,0.015,1m,1.6,0.0,1.5,768.0,1720.0,0.01,5m,1.4,0.2,1.0,624.0,7152.0,0.01,1m,1.8,0.6000000000000001,1.5,728.0,,,,,,,,,,,,,,,2144.0,0.015,5m,2.0,0.4,2.0,480.0,5136.0,0.015,3m,2.4000000000000004,0.4,1.5,544.0,,,,,,,,7488,0.01,5m,2.8,0.6000000000000001,2.0,344,6112.0,0.015,4m,2.2,0.0,1.0,64.0,,,,,,,,1224.0,0.015,2m,2.6,0.2,1.0,376.0,4328.0,0.02,1m,2.2,0.6000000000000001,2.0,64.0,7376.0,0.02,3m,2.6,0.2,0.5,640.0,5800.0,0.015,5m,2.2,0.4,0.5,168.0,,,,,,,,3984.0,0.015,1m,2.0,0.0,0.5,152.0,0.45,14,COMPLETE
88,88,-0.479409578792608,2025-06-21 19:11:47.137502,2025-06-21 19:11:53.010917,0 days 00:00:05.873415,,,,,,,,5480.0,0.01,2m,1.0,0.2,1.5,896.0,1456.0,0.015,1m,1.8,0.4,0.5,848.0,8096.0,0.015,1m,1.6,0.0,1.5,768.0,1712.0,0.01,5m,1.4,0.0,1.0,624.0,6872.0,0.01,1m,1.8,0.6000000000000001,1.5,704.0,,,,,,,,,,,,,,,2256.0,0.015,5m,2.0,0.4,2.0,480.0,4824.0,0.015,3m,2.4000000000000004,0.4,1.5,472.0,,,,,,,,7600,0.01,5m,2.8,0.6000000000000001,1.0,328,6088.0,0.015,4m,2.2,0.0,1.0,64.0,,,,,,,,1248.0,0.015,2m,2.6,0.2,0.5,488.0,4584.0,0.02,1m,2.2,0.6000000000000001,2.0,72.0,7256.0,0.02,3m,2.6,0.2,0.5,664.0,5992.0,0.015,5m,2.2,0.4,0.5,160.0,,,,,,,,3896.0,0.015,1m,2.0,0.0,0.5,144.0,0.45,14,COMPLETE
89,89,-1.7040508663727492,2025-06-21 19:11:53.091483,2025-06-21 19:11:59.158561,0 days 00:00:06.067078,,,,,,,,6040.0,0.01,2m,1.8,0.2,0.5,1016.0,1432.0,0.015,5m,2.2,0.4,0.5,768.0,7912.0,0.015,1m,1.6,0.0,1.5,848.0,1936.0,0.01,5m,1.4,0.2,1.0,528.0,7224.0,0.01,1m,2.0,0.6000000000000001,1.5,784.0,,,,,,,,,,,,,,,1704.0,0.015,5m,2.0,0.4,2.0,536.0,4520.0,0.015,3m,2.2,0.4,1.5,528.0,,,,,,,,7744,0.01,5m,2.6,0.6000000000000001,2.0,248,6600.0,0.015,4m,2.0,0.0,1.0,128.0,,,,,,,,1504.0,0.015,2m,2.6,0.2,1.0,368.0,4312.0,0.02,1m,2.4000000000000004,0.6000000000000001,2.0,136.0,7592.0,0.02,3m,2.4000000000000004,0.2,0.5,568.0,4408.0,0.015,5m,2.2,0.4,0.5,368.0,2928.0,0.015,2m,1.4,0.8,1.0,216.0,3408.0,0.015,1m,2.0,0.0,0.5,88.0,0.4,15,COMPLETE
90,90,1.3700781770465122,2025-06-21 19:11:59.223689,2025-06-21 19:12:04.466675,0 days 00:00:05.242986,,,,,,,,6416.0,0.01,2m,1.0,0.2,0.5,976.0,1472.0,0.015,5m,1.8,0.4,0.5,712.0,7648.0,0.015,1m,1.6,0.0,1.5,768.0,1632.0,0.01,5m,1.2,0.2,1.0,656.0,7064.0,0.01,1m,2.0,0.8,1.5,624.0,,,,,,,,,,,,,,,2016.0,0.015,5m,2.0,0.4,2.0,480.0,5208.0,0.015,3m,2.4000000000000004,0.2,1.5,552.0,,,,,,,,7440,0.01,5m,2.8,0.8,2.0,280,7024.0,0.015,4m,2.2,0.0,1.0,96.0,,,,,,,,1736.0,0.015,2m,2.4000000000000004,0.0,1.0,368.0,4856.0,0.02,1m,2.2,0.6000000000000001,2.0,64.0,6832.0,0.02,3m,2.8,0.0,0.5,632.0,,,,,,,,,,,,,,,4160.0,0.015,1m,2.2,0.0,0.5,224.0,0.45,13,COMPLETE
91,91,1.191391043579803,2025-06-21 19:12:04.522109,2025-06-21 19:12:09.854987,0 days 00:00:05.332878,,,,,,,,6360.0,0.01,2m,1.0,0.2,0.5,976.0,1112.0,0.015,5m,1.8,0.4,0.5,720.0,8192.0,0.015,1m,1.6,0.0,1.5,744.0,1544.0,0.01,5m,1.2,0.2,1.0,648.0,7176.0,0.01,1m,1.6,0.8,1.5,616.0,,,,,,,,,,,,,,,1968.0,0.015,5m,2.0,0.4,2.0,464.0,5088.0,0.015,3m,2.4000000000000004,0.2,1.5,832.0,,,,,,,,7872,0.01,5m,2.8,0.8,2.0,272,6944.0,0.015,4m,2.2,0.0,1.0,104.0,,,,,,,,1704.0,0.015,2m,2.4000000000000004,0.0,1.0,432.0,5160.0,0.02,1m,2.2,0.6000000000000001,2.0,168.0,6848.0,0.02,3m,2.8,0.0,0.5,648.0,,,,,,,,,,,,,,,4144.0,0.015,1m,2.2,0.0,0.5,208.0,0.45,13,COMPLETE
92,92,0.5020021026250453,2025-06-21 19:12:09.935271,2025-06-21 19:12:15.681507,0 days 00:00:05.746236,,,,,,,,6416.0,0.01,2m,1.0,0.2,0.5,984.0,1136.0,0.015,5m,1.8,0.4,0.5,712.0,7608.0,0.015,1m,1.6,0.0,1.5,760.0,1712.0,0.01,5m,1.2,0.2,1.0,592.0,6096.0,0.01,1m,1.6,0.8,1.5,592.0,,,,,,,,,,,,,,,2032.0,0.015,5m,2.0,0.4,2.0,456.0,5216.0,0.015,3m,2.4000000000000004,0.2,1.5,864.0,,,,,,,,7760,0.01,5m,3.0,1.0,2.0,200,7096.0,0.015,4m,2.2,0.0,1.0,112.0,,,,,,,,1808.0,0.015,2m,2.6,0.0,1.0,424.0,5528.0,0.02,1m,2.4000000000000004,0.6000000000000001,2.0,64.0,6856.0,0.02,3m,2.8,0.0,0.5,608.0,,,,,,,,,,,,,,,4232.0,0.015,1m,2.2,0.0,0.5,208.0,0.45,13,COMPLETE
93,93,0.05134699805484702,2025-06-21 19:12:15.777252,2025-06-21 19:12:21.804265,0 days 00:00:06.027013,,,,,,,,6168.0,0.01,2m,1.0,0.2,0.5,936.0,1048.0,0.015,5m,1.6,0.4,0.5,800.0,8152.0,0.015,1m,1.8,0.0,1.5,912.0,1928.0,0.01,5m,1.0,0.0,1.0,640.0,7168.0,0.01,1m,1.4,0.8,1.5,624.0,,,,,,,,,,,,,,,2536.0,0.015,5m,2.0,0.4,2.0,512.0,5120.0,0.015,3m,2.4000000000000004,0.2,1.5,1008.0,,,,,,,,7144,0.01,5m,2.8,0.8,2.0,296,6920.0,0.015,4m,2.0,0.0,1.0,64.0,,,,,,,,1256.0,0.015,2m,2.4000000000000004,0.0,1.0,416.0,5024.0,0.02,1m,2.2,0.6000000000000001,2.0,168.0,6008.0,0.02,3m,2.6,0.0,0.5,720.0,7240.0,0.015,5m,1.8,0.6000000000000001,1.0,480.0,,,,,,,,4040.0,0.015,1m,2.2,0.0,0.5,216.0,0.4,14,COMPLETE
