,number,value,datetime_start,datetime_complete,duration,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ASML_AVGO_beta_win,params_ASML_AVGO_stop_loss,params_ASML_AVGO_trade_freq,params_ASML_AVGO_z_entry,params_ASML_AVGO_z_exit,params_ASML_AVGO_z_stop_scaler,params_ASML_AVGO_z_win,params_ASML_TXN_beta_win,params_ASML_TXN_stop_loss,params_ASML_TXN_trade_freq,params_ASML_TXN_z_entry,params_ASML_TXN_z_exit,params_ASML_TXN_z_stop_scaler,params_ASML_TXN_z_win,params_ATVI_ILMN_beta_win,params_ATVI_ILMN_stop_loss,params_ATVI_ILMN_trade_freq,params_ATVI_ILMN_z_entry,params_ATVI_ILMN_z_exit,params_ATVI_ILMN_z_stop_scaler,params_ATVI_ILMN_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_AVGO_XEL_beta_win,params_AVGO_XEL_stop_loss,params_AVGO_XEL_trade_freq,params_AVGO_XEL_z_entry,params_AVGO_XEL_z_exit,params_AVGO_XEL_z_stop_scaler,params_AVGO_XEL_z_win,params_CHTR_MDLZ_beta_win,params_CHTR_MDLZ_stop_loss,params_CHTR_MDLZ_trade_freq,params_CHTR_MDLZ_z_entry,params_CHTR_MDLZ_z_exit,params_CHTR_MDLZ_z_stop_scaler,params_CHTR_MDLZ_z_win,params_CTSH_FAST_beta_win,params_CTSH_FAST_stop_loss,params_CTSH_FAST_trade_freq,params_CTSH_FAST_z_entry,params_CTSH_FAST_z_exit,params_CTSH_FAST_z_stop_scaler,params_CTSH_FAST_z_win,params_CTSH_TMUS_beta_win,params_CTSH_TMUS_stop_loss,params_CTSH_TMUS_trade_freq,params_CTSH_TMUS_z_entry,params_CTSH_TMUS_z_exit,params_CTSH_TMUS_z_stop_scaler,params_CTSH_TMUS_z_win,params_FAST_TMUS_beta_win,params_FAST_TMUS_stop_loss,params_FAST_TMUS_trade_freq,params_FAST_TMUS_z_entry,params_FAST_TMUS_z_exit,params_FAST_TMUS_z_stop_scaler,params_FAST_TMUS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ILMN_PYPL_beta_win,params_ILMN_PYPL_stop_loss,params_ILMN_PYPL_trade_freq,params_ILMN_PYPL_z_entry,params_ILMN_PYPL_z_exit,params_ILMN_PYPL_z_stop_scaler,params_ILMN_PYPL_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KLAC_TXN_beta_win,params_KLAC_TXN_stop_loss,params_KLAC_TXN_trade_freq,params_KLAC_TXN_z_entry,params_KLAC_TXN_z_exit,params_KLAC_TXN_z_stop_scaler,params_KLAC_TXN_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_MSFT_PCAR_beta_win,params_MSFT_PCAR_stop_loss,params_MSFT_PCAR_trade_freq,params_MSFT_PCAR_z_entry,params_MSFT_PCAR_z_exit,params_MSFT_PCAR_z_stop_scaler,params_MSFT_PCAR_z_win,params_MU_TXN_beta_win,params_MU_TXN_stop_loss,params_MU_TXN_trade_freq,params_MU_TXN_z_entry,params_MU_TXN_z_exit,params_MU_TXN_z_stop_scaler,params_MU_TXN_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_buffer_capital,params_pairs_to_trade,state
137,137,1.3369862379541488,2025-06-21 19:16:56.650520,2025-06-21 19:17:05.496590,0 days 00:00:08.846070,1024.0,0.02,3m,1.0,1.0,2.0,1016.0,6928.0,0.01,2m,1.0,0.2,0.5,760.0,1280.0,0.015,5m,1.8,1.0,0.5,688.0,7768.0,0.015,4m,2.2,0.0,1.5,760.0,1104.0,0.01,5m,1.4,0.2,1.0,736.0,8056.0,0.02,5m,1.4,0.4,1.5,440.0,4456.0,0.01,4m,2.2,0.4,1.5,616.0,1320.0,0.02,2m,3.0,1.0,2.0,1016.0,7824.0,0.015,5m,2.8,0.0,2.0,792.0,7168.0,0.015,2m,1.6,0.4,1.5,656.0,8128.0,0.02,3m,1.0,0.0,2.0,184.0,7176,0.01,5m,2.4000000000000004,0.8,2.0,384,5216.0,0.015,2m,2.6,1.0,1.0,320.0,6440.0,0.015,4m,1.4,0.8,2.0,560.0,2968.0,0.015,2m,2.4000000000000004,0.0,1.0,104.0,7272.0,0.02,1m,2.8,0.4,2.0,112.0,7488.0,0.02,2m,2.0,0.2,0.5,776.0,3720.0,0.015,1m,2.8,0.6000000000000001,0.5,64.0,3128.0,0.02,4m,1.6,0.0,2.0,912.0,6008.0,0.015,1m,2.6,0.0,0.5,408.0,0.35000000000000003,20,COMPLETE
138,138,2.8731155634067167,2025-06-21 19:17:05.554367,2025-06-21 19:17:13.876117,0 days 00:00:08.321750,1280.0,0.02,3m,1.0,1.0,2.0,1008.0,6936.0,0.01,2m,1.0,0.2,0.5,752.0,1296.0,0.015,5m,1.8,1.0,0.5,680.0,7776.0,0.015,4m,2.2,0.0,1.5,760.0,1032.0,0.01,5m,1.4,0.2,1.0,744.0,8032.0,0.02,5m,1.6,0.4,1.5,432.0,4392.0,0.01,4m,2.2,0.4,1.5,624.0,1312.0,0.02,2m,3.0,1.0,2.0,1024.0,8184.0,0.015,5m,2.8,0.0,2.0,808.0,7032.0,0.015,2m,1.6,0.4,1.5,696.0,8072.0,0.02,3m,1.0,0.0,2.0,96.0,7104,0.01,5m,2.4000000000000004,0.8,2.0,384,5160.0,0.015,2m,2.6,1.0,1.0,328.0,6440.0,0.015,4m,1.4,0.8,2.0,560.0,2960.0,0.015,2m,2.4000000000000004,0.0,1.0,104.0,7416.0,0.02,1m,2.8,0.4,2.0,128.0,7544.0,0.02,2m,2.0,0.2,0.5,848.0,3816.0,0.015,1m,2.8,0.6000000000000001,0.5,64.0,3136.0,0.02,4m,1.6,0.0,2.0,904.0,6048.0,0.015,1m,2.6,0.0,0.5,400.0,0.35000000000000003,20,COMPLETE
139,139,0.160499646302574,2025-06-21 19:17:13.982474,2025-06-21 19:17:22.649620,0 days 00:00:08.667146,,,,,,,,6912.0,0.01,2m,1.0,0.0,0.5,784.0,1368.0,0.015,5m,1.8,1.0,0.5,680.0,2568.0,0.015,4m,2.2,0.0,1.5,784.0,1048.0,0.01,5m,1.4,0.2,1.0,768.0,8080.0,0.02,5m,1.6,0.4,1.5,464.0,3840.0,0.01,4m,2.4000000000000004,0.4,1.5,528.0,3008.0,0.02,2m,2.4000000000000004,0.8,1.5,760.0,8184.0,0.015,5m,3.0,0.0,2.0,816.0,6968.0,0.015,2m,1.4,0.4,1.5,688.0,7888.0,0.02,3m,1.0,0.0,2.0,64.0,7072,0.01,5m,2.4000000000000004,0.8,2.0,384,5928.0,0.015,2m,2.6,1.0,1.0,360.0,6456.0,0.015,4m,1.4,0.8,2.0,560.0,3304.0,0.015,2m,2.4000000000000004,0.0,1.0,96.0,7056.0,0.02,1m,2.8,0.4,2.0,128.0,7624.0,0.02,2m,1.8,0.2,0.5,848.0,3848.0,0.015,1m,3.0,0.6000000000000001,0.5,64.0,3328.0,0.02,4m,1.6,0.0,2.0,888.0,6240.0,0.015,1m,2.6,0.2,0.5,376.0,0.35000000000000003,19,COMPLETE
140,140,1.6351990128929617,2025-06-21 19:17:22.736195,2025-06-21 19:17:30.633055,0 days 00:00:07.896860,,,,,,,,6688.0,0.01,2m,1.0,0.2,0.5,840.0,1288.0,0.015,5m,1.8,1.0,0.5,704.0,7976.0,0.015,4m,2.2,0.0,1.5,736.0,1024.0,0.01,4m,1.4,0.2,1.0,704.0,8032.0,0.02,5m,1.4,0.4,1.5,416.0,5816.0,0.01,4m,1.8,0.6000000000000001,1.5,728.0,1112.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.5,752.0,7368.0,0.015,5m,2.8,0.0,2.0,872.0,6720.0,0.015,2m,1.6,0.4,1.5,632.0,,,,,,,,6928,0.01,5m,2.4000000000000004,0.8,2.0,368,4800.0,0.015,2m,2.6,1.0,1.0,288.0,6584.0,0.015,4m,1.4,0.8,2.0,528.0,3208.0,0.015,2m,2.6,0.0,2.0,128.0,7528.0,0.02,1m,2.8,0.4,2.0,64.0,7680.0,0.02,2m,2.0,0.2,0.5,880.0,3296.0,0.015,1m,2.8,0.6000000000000001,0.5,112.0,2680.0,0.02,4m,1.6,0.0,2.0,960.0,5888.0,0.015,1m,2.8,0.0,0.5,400.0,0.35000000000000003,18,COMPLETE
141,141,1.337338156632057,2025-06-21 19:17:30.730002,2025-06-21 19:17:38.748905,0 days 00:00:08.018903,,,,,,,,6696.0,0.01,2m,1.0,0.2,0.5,832.0,1296.0,0.015,5m,1.8,1.0,0.5,696.0,7984.0,0.015,4m,2.2,0.0,1.5,736.0,1216.0,0.01,4m,1.4,0.2,1.0,704.0,7960.0,0.02,5m,1.4,0.4,1.5,408.0,5744.0,0.01,4m,1.8,0.6000000000000001,1.5,768.0,1144.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.5,808.0,7400.0,0.015,5m,2.8,0.0,2.0,872.0,6712.0,0.015,2m,1.6,0.4,1.5,632.0,,,,,,,,6680,0.01,5m,2.4000000000000004,0.8,2.0,368,5712.0,0.015,2m,2.6,1.0,1.0,296.0,6600.0,0.015,4m,1.4,0.8,2.0,520.0,3168.0,0.015,2m,2.6,0.0,2.0,128.0,7520.0,0.02,1m,2.8,0.4,2.0,64.0,7696.0,0.02,2m,2.0,0.2,0.5,848.0,3272.0,0.015,1m,2.8,0.6000000000000001,0.5,112.0,2712.0,0.02,4m,1.6,0.0,2.0,984.0,5584.0,0.015,1m,2.8,0.0,0.5,448.0,0.35000000000000003,18,COMPLETE
142,142,1.5318603267705841,2025-06-21 19:17:38.846157,2025-06-21 19:17:46.648182,0 days 00:00:07.802025,,,,,,,,6752.0,0.01,2m,1.0,0.2,0.5,808.0,1424.0,0.015,5m,1.8,1.0,0.5,624.0,7856.0,0.015,4m,2.2,0.0,1.5,752.0,1384.0,0.01,4m,1.4,0.2,1.0,728.0,8128.0,0.02,5m,1.6,0.4,1.5,328.0,5600.0,0.01,4m,1.8,0.2,1.5,496.0,,,,,,,,7712.0,0.015,5m,2.8,0.0,2.0,760.0,7008.0,0.015,2m,1.8,0.4,1.5,656.0,,,,,,,,6936,0.01,5m,2.4000000000000004,0.8,2.0,304,5008.0,0.015,2m,2.6,1.0,1.0,352.0,6848.0,0.015,4m,1.6,0.8,2.0,592.0,2904.0,0.015,2m,2.4000000000000004,0.0,2.0,96.0,6712.0,0.02,1m,2.8,0.4,2.0,96.0,7584.0,0.02,2m,2.0,0.2,0.5,872.0,3440.0,0.015,1m,2.8,0.6000000000000001,0.5,112.0,3568.0,0.02,4m,1.6,0.0,2.0,936.0,5832.0,0.015,1m,2.6,0.0,0.5,352.0,0.35000000000000003,17,COMPLETE
143,143,1.9354955980099198,2025-06-21 19:17:46.706187,2025-06-21 19:17:54.999151,0 days 00:00:08.292964,,,,,,,,6672.0,0.01,2m,1.0,0.2,0.5,768.0,1576.0,0.015,5m,1.6,1.0,0.5,624.0,7480.0,0.015,4m,2.2,0.0,1.5,728.0,1032.0,0.01,4m,1.4,0.2,1.0,744.0,7912.0,0.02,5m,1.6,0.4,1.5,304.0,5600.0,0.01,4m,1.8,0.2,1.5,496.0,1040.0,0.015,1m,2.6,1.0,2.0,832.0,7704.0,0.015,5m,2.8,0.0,2.0,768.0,7480.0,0.015,2m,1.8,0.4,1.5,664.0,6288.0,0.02,5m,1.6,0.2,2.0,264.0,6896,0.01,5m,2.4000000000000004,0.8,2.0,320,4840.0,0.015,2m,2.6,1.0,1.0,344.0,7000.0,0.015,4m,1.6,0.8,2.0,624.0,2816.0,0.015,2m,2.6,0.0,2.0,104.0,6808.0,0.02,1m,3.0,0.4,2.0,96.0,8008.0,0.02,2m,2.0,0.2,0.5,880.0,3448.0,0.015,1m,3.0,0.6000000000000001,0.5,112.0,2544.0,0.02,4m,1.8,0.0,2.0,960.0,5936.0,0.015,1m,2.8,0.0,0.5,432.0,0.3,19,COMPLETE
144,144,1.4209116165714144,2025-06-21 19:17:55.092021,2025-06-21 19:18:03.244638,0 days 00:00:08.152617,,,,,,,,6640.0,0.01,2m,1.0,0.2,0.5,728.0,1648.0,0.015,5m,1.6,1.0,0.5,624.0,7504.0,0.015,4m,2.2,0.0,1.5,688.0,1032.0,0.01,4m,1.4,0.2,1.0,744.0,8144.0,0.02,5m,1.6,0.4,1.5,288.0,5976.0,0.01,4m,1.8,0.2,1.5,480.0,1128.0,0.015,1m,2.6,1.0,2.0,840.0,7656.0,0.015,5m,2.8,0.0,2.0,752.0,7512.0,0.015,2m,1.8,0.4,1.5,656.0,6960.0,0.02,5m,1.4,0.0,2.0,168.0,6968,0.01,5m,2.4000000000000004,0.8,2.0,344,4736.0,0.015,2m,2.6,1.0,1.0,344.0,7192.0,0.015,4m,1.6,0.8,2.0,648.0,3384.0,0.015,2m,2.6,0.0,2.0,96.0,6712.0,0.02,1m,3.0,0.4,2.0,96.0,8136.0,0.02,2m,1.8,0.2,0.5,888.0,3432.0,0.015,1m,3.0,0.6000000000000001,0.5,112.0,2536.0,0.02,4m,1.8,0.0,2.0,952.0,5888.0,0.015,1m,2.8,0.0,0.5,352.0,0.3,19,COMPLETE
145,145,1.4567196812425613,2025-06-21 19:18:03.346113,2025-06-21 19:18:11.421969,0 days 00:00:08.075856,,,,,,,,6640.0,0.01,2m,1.0,0.2,0.5,712.0,1240.0,0.015,5m,1.6,1.0,0.5,616.0,7880.0,0.015,4m,2.2,0.0,1.5,688.0,1400.0,0.01,4m,1.4,0.2,1.0,720.0,8160.0,0.02,5m,1.6,0.4,1.5,312.0,5664.0,0.01,4m,1.8,0.2,1.5,464.0,1112.0,0.015,1m,2.6,1.0,2.0,832.0,7688.0,0.015,5m,2.8,0.0,2.0,760.0,7520.0,0.015,2m,1.8,0.4,1.5,688.0,7216.0,0.02,5m,1.4,0.0,2.0,144.0,6912,0.01,5m,2.4000000000000004,0.8,2.0,320,4584.0,0.015,2m,2.6,1.0,1.0,344.0,7088.0,0.015,4m,1.6,0.8,2.0,616.0,3472.0,0.015,2m,2.6,0.0,2.0,112.0,6728.0,0.02,1m,3.0,0.4,2.0,96.0,8128.0,0.02,2m,1.8,0.2,0.5,896.0,3256.0,0.015,1m,3.0,0.6000000000000001,0.5,120.0,2568.0,0.02,4m,1.8,0.0,2.0,952.0,5936.0,0.015,1m,3.0,0.0,0.5,344.0,0.3,19,COMPLETE
146,146,0.9573088360126891,2025-06-21 19:18:11.522432,2025-06-21 19:18:19.548415,0 days 00:00:08.025983,,,,,,,,6640.0,0.01,2m,1.0,0.2,0.5,688.0,1216.0,0.015,5m,1.6,1.0,0.5,576.0,7904.0,0.015,4m,2.2,0.0,1.5,688.0,1432.0,0.01,4m,1.6,0.2,1.0,720.0,8168.0,0.02,5m,1.6,0.4,1.5,336.0,5792.0,0.01,4m,1.8,0.2,1.5,456.0,1064.0,0.015,1m,2.6,1.0,2.0,816.0,7256.0,0.015,5m,3.0,0.0,2.0,760.0,7400.0,0.015,2m,1.8,0.4,1.5,712.0,7224.0,0.02,5m,1.4,0.0,2.0,152.0,6944,0.01,5m,2.2,0.8,2.0,312,4632.0,0.015,2m,2.6,0.8,1.0,344.0,7160.0,0.015,4m,1.6,0.8,2.0,616.0,3416.0,0.015,2m,2.6,0.0,2.0,152.0,6528.0,0.02,1m,3.0,0.4,2.0,136.0,8176.0,0.02,2m,1.8,0.2,0.5,880.0,3256.0,0.015,1m,3.0,0.6000000000000001,0.5,120.0,2576.0,0.02,4m,1.8,0.0,2.0,968.0,5848.0,0.015,1m,3.0,0.0,0.5,352.0,0.3,19,COMPLETE
147,147,1.300824816807411,2025-06-21 19:18:19.639207,2025-06-21 19:18:27.420608,0 days 00:00:07.781401,,,,,,,,7192.0,0.02,2m,1.0,0.2,0.5,720.0,1416.0,0.015,2m,1.6,1.0,0.5,624.0,7456.0,0.015,4m,2.2,0.0,1.5,808.0,1024.0,0.01,4m,1.4,0.2,1.0,800.0,7928.0,0.02,5m,1.6,0.4,1.5,264.0,5944.0,0.01,4m,1.6,0.2,1.5,416.0,1128.0,0.015,1m,2.6,1.0,2.0,840.0,7720.0,0.015,1m,2.8,0.0,2.0,848.0,7600.0,0.015,2m,1.6,0.4,1.5,680.0,6848.0,0.02,5m,1.6,0.0,2.0,144.0,6192,0.01,5m,2.4000000000000004,0.8,2.0,344,4984.0,0.015,2m,2.8,1.0,1.0,400.0,7048.0,0.015,4m,1.6,0.8,2.0,648.0,3632.0,0.015,2m,2.6,0.0,2.0,112.0,6784.0,0.015,1m,3.0,0.4,2.0,88.0,8008.0,0.02,2m,1.8,0.2,0.5,904.0,4144.0,0.015,1m,3.0,0.6000000000000001,0.5,152.0,2512.0,0.02,4m,1.8,0.0,2.0,1024.0,5368.0,0.015,1m,2.8,0.0,0.5,424.0,0.3,19,COMPLETE
148,148,0.4607262389944634,2025-06-21 19:18:27.518218,2025-06-21 19:18:36.045411,0 days 00:00:08.527193,1024.0,0.02,3m,1.0,1.0,2.0,1024.0,6664.0,0.01,2m,1.2,0.2,0.5,768.0,1808.0,0.015,1m,1.6,1.0,0.5,616.0,7144.0,0.015,4m,2.2,0.0,1.5,728.0,1352.0,0.01,4m,1.4,0.2,1.0,760.0,8184.0,0.02,5m,1.6,0.4,1.5,320.0,6464.0,0.01,4m,1.8,0.2,1.5,488.0,1048.0,0.015,1m,2.8,1.0,2.0,936.0,7800.0,0.015,5m,2.8,0.0,2.0,768.0,7528.0,0.015,2m,1.8,0.4,1.5,736.0,6408.0,0.02,5m,1.4,0.2,2.0,184.0,6944,0.01,5m,2.4000000000000004,0.8,2.0,312,4264.0,0.015,2m,2.6,1.0,1.0,344.0,7064.0,0.015,4m,1.6,0.8,2.0,608.0,2824.0,0.015,2m,2.6,0.0,2.0,88.0,8064.0,0.02,1m,3.0,0.4,2.0,88.0,8024.0,0.02,2m,1.6,0.2,0.5,864.0,3424.0,0.015,1m,3.0,0.6000000000000001,0.5,112.0,2944.0,0.02,4m,1.8,0.0,2.0,952.0,6048.0,0.015,1m,2.8,0.0,0.5,336.0,0.3,20,COMPLETE
149,149,-0.34195714102629604,2025-06-21 19:18:36.147330,2025-06-21 19:18:44.251002,0 days 00:00:08.103672,,,,,,,,6592.0,0.01,2m,1.0,0.2,0.5,736.0,1600.0,0.015,5m,1.4,1.0,0.5,640.0,8016.0,0.015,4m,2.2,0.0,1.5,648.0,1392.0,0.01,4m,1.4,0.0,1.0,720.0,7912.0,0.02,5m,1.6,0.4,1.5,232.0,5192.0,0.01,4m,1.8,0.2,1.5,552.0,2256.0,0.015,2m,2.6,0.8,2.0,624.0,7200.0,0.015,5m,2.8,0.0,2.0,776.0,6928.0,0.015,2m,1.8,0.4,1.5,648.0,6104.0,0.02,2m,1.4,0.2,1.5,312.0,6672,0.01,5m,2.2,0.8,2.0,328,4424.0,0.015,2m,2.6,1.0,1.0,272.0,5792.0,0.015,4m,1.6,1.0,2.0,464.0,3240.0,0.015,2m,2.6,0.0,2.0,128.0,6680.0,0.02,1m,3.0,0.4,2.0,128.0,7744.0,0.02,2m,2.0,0.2,0.5,920.0,3024.0,0.015,1m,2.8,0.6000000000000001,0.5,160.0,3624.0,0.02,4m,1.6,0.0,2.0,840.0,5648.0,0.015,1m,3.0,0.0,0.5,432.0,0.3,19,COMPLETE
