,number,value,datetime_start,datetime_complete,duration,params_AAPL_DDOG_beta_win,params_AAPL_DDOG_stop_loss,params_AAPL_DDOG_trade_freq,params_AAPL_DDOG_z_entry,params_AAPL_DDOG_z_exit,params_AAPL_DDOG_z_stop_scaler,params_AAPL_DDOG_z_win,params_AAPL_MCHP_beta_win,params_AAPL_MCHP_stop_loss,params_AAPL_MCHP_trade_freq,params_AAPL_MCHP_z_entry,params_AAPL_MCHP_z_exit,params_AAPL_MCHP_z_stop_scaler,params_AAPL_MCHP_z_win,params_AAPL_PYPL_beta_win,params_AAPL_PYPL_stop_loss,params_AAPL_PYPL_trade_freq,params_AAPL_PYPL_z_entry,params_AAPL_PYPL_z_exit,params_AAPL_PYPL_z_stop_scaler,params_AAPL_PYPL_z_win,params_ABNB_ON_beta_win,params_ABNB_ON_stop_loss,params_ABNB_ON_trade_freq,params_ABNB_ON_z_entry,params_ABNB_ON_z_exit,params_ABNB_ON_z_stop_scaler,params_ABNB_ON_z_win,params_ADI_DDOG_beta_win,params_ADI_DDOG_stop_loss,params_ADI_DDOG_trade_freq,params_ADI_DDOG_z_entry,params_ADI_DDOG_z_exit,params_ADI_DDOG_z_stop_scaler,params_ADI_DDOG_z_win,params_ADI_PYPL_beta_win,params_ADI_PYPL_stop_loss,params_ADI_PYPL_trade_freq,params_ADI_PYPL_z_entry,params_ADI_PYPL_z_exit,params_ADI_PYPL_z_stop_scaler,params_ADI_PYPL_z_win,params_ADP_CMCSA_beta_win,params_ADP_CMCSA_stop_loss,params_ADP_CMCSA_trade_freq,params_ADP_CMCSA_z_entry,params_ADP_CMCSA_z_exit,params_ADP_CMCSA_z_stop_scaler,params_ADP_CMCSA_z_win,params_ADP_MAR_beta_win,params_ADP_MAR_stop_loss,params_ADP_MAR_trade_freq,params_ADP_MAR_z_entry,params_ADP_MAR_z_exit,params_ADP_MAR_z_stop_scaler,params_ADP_MAR_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CDNS_ZS_beta_win,params_CDNS_ZS_stop_loss,params_CDNS_ZS_trade_freq,params_CDNS_ZS_z_entry,params_CDNS_ZS_z_exit,params_CDNS_ZS_z_stop_scaler,params_CDNS_ZS_z_win,params_CMCSA_MAR_beta_win,params_CMCSA_MAR_stop_loss,params_CMCSA_MAR_trade_freq,params_CMCSA_MAR_z_entry,params_CMCSA_MAR_z_exit,params_CMCSA_MAR_z_stop_scaler,params_CMCSA_MAR_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DDOG_PYPL_beta_win,params_DDOG_PYPL_stop_loss,params_DDOG_PYPL_trade_freq,params_DDOG_PYPL_z_entry,params_DDOG_PYPL_z_exit,params_DDOG_PYPL_z_stop_scaler,params_DDOG_PYPL_z_win,params_EXC_ORLY_beta_win,params_EXC_ORLY_stop_loss,params_EXC_ORLY_trade_freq,params_EXC_ORLY_z_entry,params_EXC_ORLY_z_exit,params_EXC_ORLY_z_stop_scaler,params_EXC_ORLY_z_win,params_IDXX_PYPL_beta_win,params_IDXX_PYPL_stop_loss,params_IDXX_PYPL_trade_freq,params_IDXX_PYPL_z_entry,params_IDXX_PYPL_z_exit,params_IDXX_PYPL_z_stop_scaler,params_IDXX_PYPL_z_win,params_INTU_VRSK_beta_win,params_INTU_VRSK_stop_loss,params_INTU_VRSK_trade_freq,params_INTU_VRSK_z_entry,params_INTU_VRSK_z_exit,params_INTU_VRSK_z_stop_scaler,params_INTU_VRSK_z_win,params_ISRG_PYPL_beta_win,params_ISRG_PYPL_stop_loss,params_ISRG_PYPL_trade_freq,params_ISRG_PYPL_z_entry,params_ISRG_PYPL_z_exit,params_ISRG_PYPL_z_stop_scaler,params_ISRG_PYPL_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_PYPL_TXN_beta_win,params_PYPL_TXN_stop_loss,params_PYPL_TXN_trade_freq,params_PYPL_TXN_z_entry,params_PYPL_TXN_z_exit,params_PYPL_TXN_z_stop_scaler,params_PYPL_TXN_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_buffer_capital,params_pairs_to_trade,state
103,103,3.2496361015591093,2025-06-21 19:40:45.817240,2025-06-21 19:40:52.273950,0 days 00:00:06.456710,2504.0,0.02,3m,3.0,0.2,1.5,720.0,5408.0,0.015,3m,2.8,0.6000000000000001,1.0,136.0,7872.0,0.015,2m,1.0,0.0,1.5,808.0,,,,,,,,,,,,,,,1344.0,0.02,2m,1.2,0.4,0.5,200.0,1864.0,0.02,5m,2.8,1.0,0.5,104.0,,,,,,,,5800.0,0.01,5m,2.8,1.0,2.0,992.0,7040.0,0.015,3m,1.8,0.4,2.0,880.0,1344.0,0.015,2m,1.4,0.0,1.5,808.0,8184.0,0.01,4m,3.0,1.0,2.0,840.0,6224,0.01,2m,1.0,0.4,1.5,152,6152.0,0.02,3m,1.0,0.8,1.5,680.0,,,,,,,,7328.0,0.01,3m,1.2,0.0,1.0,944.0,7424.0,0.015,4m,2.0,0.4,0.5,744.0,1264.0,0.02,5m,1.2,0.4,1.0,816.0,1752.0,0.015,5m,2.4000000000000004,1.0,2.0,488.0,,,,,,,,0.05,15,COMPLETE
104,104,2.1306207258130825,2025-06-21 19:40:52.363840,2025-06-21 19:40:58.959902,0 days 00:00:06.596062,2072.0,0.02,3m,2.8,0.2,1.5,688.0,5304.0,0.015,3m,2.8,0.6000000000000001,1.0,120.0,7936.0,0.015,2m,1.2,0.0,1.5,808.0,,,,,,,,,,,,,,,1256.0,0.02,2m,1.2,0.4,0.5,248.0,1944.0,0.02,5m,2.8,1.0,0.5,112.0,,,,,,,,5848.0,0.01,5m,2.8,1.0,2.0,992.0,7288.0,0.015,3m,1.8,0.4,2.0,896.0,1312.0,0.015,2m,1.4,0.0,1.5,784.0,7888.0,0.01,4m,3.0,1.0,2.0,840.0,7032,0.01,2m,1.0,0.4,1.5,168,6216.0,0.02,3m,1.0,0.8,1.5,696.0,,,,,,,,6248.0,0.01,3m,1.2,0.0,1.0,944.0,7416.0,0.015,4m,1.8,0.4,0.5,744.0,1304.0,0.02,5m,1.2,0.4,1.0,824.0,1960.0,0.015,5m,2.4000000000000004,1.0,2.0,496.0,,,,,,,,0.05,15,COMPLETE
105,105,3.037449587221292,2025-06-21 19:40:59.404094,2025-06-21 19:41:05.805463,0 days 00:00:06.401369,2048.0,0.02,3m,2.8,0.2,1.5,696.0,5192.0,0.015,3m,2.8,0.6000000000000001,1.0,120.0,7872.0,0.015,2m,1.2,0.0,1.5,800.0,,,,,,,,,,,,,,,1248.0,0.02,2m,1.2,0.4,0.5,264.0,1904.0,0.02,5m,2.8,1.0,0.5,112.0,,,,,,,,5752.0,0.01,5m,2.8,1.0,2.0,992.0,7224.0,0.015,3m,1.8,0.4,2.0,888.0,1272.0,0.015,2m,1.4,0.0,1.5,792.0,7824.0,0.01,4m,3.0,1.0,2.0,848.0,6776,0.01,2m,1.2,0.4,1.5,168,6096.0,0.02,3m,1.0,0.8,1.5,696.0,,,,,,,,6368.0,0.01,3m,1.2,0.0,1.0,944.0,7360.0,0.015,4m,1.8,0.4,0.5,752.0,1288.0,0.02,5m,1.0,0.4,1.0,824.0,1880.0,0.015,5m,2.4000000000000004,1.0,2.0,496.0,,,,,,,,0.05,15,COMPLETE
106,106,1.3416570927089135,2025-06-21 19:41:05.880892,2025-06-21 19:41:12.667638,0 days 00:00:06.786746,2144.0,0.02,3m,2.8,0.2,1.5,672.0,5232.0,0.015,3m,2.8,0.6000000000000001,1.0,152.0,7592.0,0.015,2m,1.0,0.0,1.5,792.0,,,,,,,,,,,,,,,1640.0,0.02,2m,1.2,0.4,0.5,280.0,1720.0,0.02,5m,2.8,1.0,0.5,184.0,,,,,,,,5848.0,0.01,5m,2.8,1.0,2.0,944.0,7168.0,0.015,3m,1.8,0.4,2.0,872.0,1064.0,0.015,2m,1.2,0.0,1.5,808.0,8192.0,0.01,4m,3.0,1.0,2.0,848.0,6264,0.01,2m,1.2,0.4,1.5,128,6080.0,0.02,3m,1.4,0.8,1.5,704.0,5312.0,0.015,2m,1.0,0.4,2.0,64.0,7272.0,0.01,3m,1.2,0.0,1.0,960.0,6576.0,0.015,4m,2.0,0.4,0.5,792.0,1056.0,0.02,5m,1.0,0.4,1.0,888.0,1568.0,0.015,5m,2.4000000000000004,1.0,2.0,424.0,,,,,,,,0.05,16,COMPLETE
107,107,1.2576942275483054,2025-06-21 19:41:12.760717,2025-06-21 19:41:19.326362,0 days 00:00:06.565645,3536.0,0.02,3m,3.0,0.2,1.5,872.0,6200.0,0.015,3m,2.8,0.6000000000000001,1.0,224.0,7896.0,0.015,2m,1.2,0.0,1.5,816.0,,,,,,,,,,,,,,,1376.0,0.02,2m,1.2,0.4,0.5,200.0,2352.0,0.02,5m,2.6,1.0,0.5,104.0,,,,,,,,6120.0,0.01,5m,3.0,1.0,2.0,976.0,7176.0,0.015,3m,1.8,0.4,2.0,712.0,1792.0,0.015,2m,1.6,0.0,1.5,720.0,7448.0,0.01,4m,3.0,0.8,2.0,776.0,6760,0.01,2m,1.2,0.2,1.5,152,5008.0,0.015,3m,1.4,0.8,1.5,504.0,,,,,,,,6560.0,0.01,3m,1.4,0.0,1.0,864.0,6896.0,0.015,4m,1.8,0.4,0.5,728.0,1880.0,0.02,5m,1.0,0.4,1.0,736.0,1704.0,0.015,5m,2.4000000000000004,1.0,2.0,584.0,,,,,,,,0.05,15,COMPLETE
108,108,1.8362372905805227,2025-06-21 19:41:19.414939,2025-06-21 19:41:26.209726,0 days 00:00:06.794787,1440.0,0.02,3m,2.8,0.4,1.0,648.0,4312.0,0.015,3m,2.8,0.6000000000000001,1.0,120.0,7792.0,0.015,2m,1.0,0.2,1.5,872.0,,,,,,,,,,,,,,,1760.0,0.02,2m,1.2,0.4,0.5,216.0,3056.0,0.02,5m,3.0,1.0,0.5,128.0,,,,,,,,5576.0,0.01,5m,2.8,1.0,2.0,1000.0,6936.0,0.015,3m,1.4,0.2,2.0,880.0,1440.0,0.015,2m,1.4,0.0,1.5,968.0,7776.0,0.01,4m,2.8,1.0,2.0,936.0,6368,0.01,2m,1.0,0.4,1.5,200,6920.0,0.02,3m,1.0,0.8,2.0,808.0,1208.0,0.015,2m,2.0,0.6000000000000001,1.0,640.0,7536.0,0.01,3m,1.2,0.0,1.0,1024.0,8144.0,0.015,4m,2.0,0.4,0.5,672.0,1352.0,0.02,5m,1.2,0.4,1.0,760.0,1336.0,0.015,5m,2.4000000000000004,1.0,2.0,488.0,,,,,,,,0.05,16,COMPLETE
109,109,1.2050387315643019,2025-06-21 19:41:26.300635,2025-06-21 19:41:31.683115,0 days 00:00:05.382480,,,,,,,,5232.0,0.015,3m,2.6,0.6000000000000001,1.0,296.0,8056.0,0.015,2m,1.2,0.0,1.5,928.0,,,,,,,,,,,,,,,1136.0,0.02,2m,1.2,0.4,0.5,184.0,1960.0,0.02,5m,2.6,1.0,0.5,176.0,,,,,,,,6472.0,0.01,5m,2.6,1.0,2.0,928.0,5728.0,0.015,3m,1.8,0.4,2.0,704.0,2496.0,0.015,2m,1.2,0.0,1.5,752.0,7432.0,0.01,4m,3.0,1.0,2.0,872.0,6984,0.01,2m,1.0,0.4,1.5,152,,,,,,,,,,,,,,,7584.0,0.01,3m,1.2,0.0,1.0,952.0,7344.0,0.015,4m,2.0,0.4,0.5,888.0,1256.0,0.02,5m,1.0,0.4,1.0,816.0,1960.0,0.015,5m,2.2,1.0,2.0,344.0,,,,,,,,0.05,13,COMPLETE
110,110,1.4278089927617632,2025-06-21 19:41:31.766044,2025-06-21 19:41:39.247449,0 days 00:00:07.481405,2368.0,0.02,3m,2.4000000000000004,0.2,1.5,856.0,5936.0,0.015,3m,2.8,0.6000000000000001,1.0,232.0,7552.0,0.015,2m,1.0,0.0,2.0,840.0,1216.0,0.02,3m,3.0,1.0,2.0,1024.0,,,,,,,,1512.0,0.02,2m,1.4,0.4,0.5,248.0,2360.0,0.02,5m,2.8,1.0,0.5,216.0,,,,,,,,5192.0,0.01,5m,2.8,1.0,2.0,968.0,6840.0,0.015,3m,1.6,0.4,2.0,832.0,1912.0,0.015,2m,1.4,0.0,1.5,808.0,8192.0,0.01,4m,2.8,1.0,2.0,760.0,7208,0.01,2m,1.2,0.4,1.5,224,4736.0,0.02,4m,1.6,0.4,1.0,296.0,4704.0,0.01,4m,2.4000000000000004,1.0,1.5,624.0,6888.0,0.01,3m,1.4,0.0,1.0,960.0,6424.0,0.015,4m,2.0,0.4,0.5,792.0,1984.0,0.02,5m,1.4,0.4,1.0,888.0,2600.0,0.015,5m,2.6,1.0,2.0,584.0,,,,,,,,0.05,17,COMPLETE
111,111,3.17789118820557,2025-06-21 19:41:39.308963,2025-06-21 19:41:46.040737,0 days 00:00:06.731774,2128.0,0.02,3m,2.8,0.2,1.5,688.0,5232.0,0.015,3m,2.8,0.6000000000000001,1.0,120.0,7232.0,0.015,2m,1.2,0.0,1.5,816.0,,,,,,,,,,,,,,,1224.0,0.02,2m,1.2,0.4,0.5,272.0,1896.0,0.02,5m,2.8,1.0,0.5,96.0,,,,,,,,5728.0,0.01,5m,3.0,1.0,2.0,1000.0,7408.0,0.015,3m,1.8,0.4,2.0,952.0,1352.0,0.015,2m,1.4,0.0,1.5,784.0,7888.0,0.01,4m,3.0,1.0,2.0,840.0,6568,0.01,2m,1.0,0.4,1.5,168,6536.0,0.02,3m,1.0,0.8,1.5,672.0,,,,,,,,6264.0,0.01,3m,1.2,0.0,1.0,928.0,7480.0,0.015,4m,1.6,0.4,0.5,744.0,1336.0,0.02,5m,1.2,0.4,1.0,824.0,2008.0,0.015,5m,2.4000000000000004,1.0,2.0,504.0,,,,,,,,0.05,15,COMPLETE
112,112,2.613058414199825,2025-06-21 19:41:46.134734,2025-06-21 19:41:52.298242,0 days 00:00:06.163508,2400.0,0.02,3m,2.8,0.2,1.5,696.0,4736.0,0.015,3m,2.8,0.6000000000000001,1.0,120.0,7264.0,0.015,2m,1.2,0.0,1.5,776.0,,,,,,,,,,,,,,,1840.0,0.02,2m,1.2,0.4,0.5,264.0,1776.0,0.02,5m,3.0,1.0,0.5,88.0,,,,,,,,5576.0,0.01,5m,3.0,1.0,2.0,1000.0,7488.0,0.015,3m,1.8,0.4,2.0,960.0,1384.0,0.015,2m,1.4,0.0,1.5,696.0,7896.0,0.01,4m,3.0,1.0,2.0,816.0,6584,0.01,2m,1.0,0.4,1.5,64,,,,,,,,,,,,,,,6016.0,0.01,3m,1.2,0.0,1.0,896.0,6848.0,0.015,4m,1.6,0.4,0.5,744.0,1424.0,0.02,5m,1.2,0.4,1.0,824.0,2016.0,0.015,5m,2.4000000000000004,1.0,2.0,480.0,,,,,,,,0.05,14,COMPLETE
113,113,1.715199001206711,2025-06-21 19:41:52.407424,2025-06-21 19:41:58.952595,0 days 00:00:06.545171,2424.0,0.02,3m,2.8,0.2,1.5,688.0,4656.0,0.015,3m,2.8,0.6000000000000001,1.0,112.0,7816.0,0.015,2m,1.2,0.0,1.5,784.0,,,,,,,,,,,,,,,1784.0,0.02,2m,1.2,0.4,0.5,296.0,1792.0,0.02,5m,3.0,1.0,0.5,88.0,,,,,,,,5560.0,0.01,5m,3.0,1.0,2.0,1000.0,7488.0,0.015,3m,1.8,0.4,2.0,968.0,1320.0,0.015,2m,1.4,0.0,1.5,704.0,7952.0,0.01,4m,3.0,1.0,2.0,848.0,6640,0.01,2m,1.0,0.4,1.5,72,6936.0,0.02,3m,1.2,1.0,1.5,616.0,,,,,,,,6048.0,0.01,3m,1.2,0.0,1.0,888.0,7504.0,0.015,4m,1.4,0.4,0.5,752.0,1408.0,0.02,5m,1.2,0.4,1.0,864.0,1328.0,0.015,5m,2.2,1.0,2.0,480.0,,,,,,,,0.05,15,COMPLETE
114,114,1.2573944608708574,2025-06-21 19:41:59.028356,2025-06-21 19:42:05.176974,0 days 00:00:06.148618,3728.0,0.02,3m,3.0,0.2,1.5,744.0,4992.0,0.015,3m,3.0,0.6000000000000001,1.0,64.0,7232.0,0.015,2m,1.2,0.0,1.5,864.0,,,,,,,,,,,,,,,1224.0,0.02,2m,1.4,0.4,0.5,264.0,1616.0,0.02,5m,2.8,1.0,0.5,248.0,,,,,,,,4984.0,0.01,5m,3.0,1.0,2.0,984.0,7480.0,0.015,3m,1.8,0.6000000000000001,2.0,952.0,1456.0,0.015,2m,1.6,0.0,1.5,760.0,7744.0,0.01,4m,3.0,1.0,2.0,816.0,5680,0.01,2m,1.0,0.4,1.5,168,,,,,,,,,,,,,,,6512.0,0.01,3m,1.4,0.0,1.0,904.0,6848.0,0.015,4m,1.6,0.4,0.5,848.0,1032.0,0.02,5m,1.0,0.4,1.0,824.0,1680.0,0.015,5m,2.4000000000000004,1.0,2.0,408.0,,,,,,,,0.05,14,COMPLETE
115,115,2.7474641883476236,2025-06-21 19:42:05.279836,2025-06-21 19:42:11.308249,0 days 00:00:06.028413,1728.0,0.02,3m,2.8,0.0,1.5,640.0,5504.0,0.015,3m,2.8,0.6000000000000001,1.0,136.0,8080.0,0.015,2m,1.2,0.0,1.5,816.0,,,,,,,,,,,,,,,1040.0,0.01,2m,1.2,0.4,0.5,336.0,2056.0,0.02,5m,2.8,1.0,0.5,96.0,,,,,,,,5616.0,0.01,5m,2.8,1.0,2.0,912.0,7056.0,0.015,3m,2.0,0.4,2.0,888.0,1064.0,0.015,2m,1.4,0.0,1.5,816.0,7136.0,0.01,4m,3.0,1.0,2.0,864.0,6240,0.01,2m,1.0,0.2,1.5,120,,,,,,,,,,,,,,,5992.0,0.01,4m,1.2,0.0,1.0,824.0,7752.0,0.015,4m,1.6,0.4,0.5,704.0,1208.0,0.02,5m,1.2,0.4,1.0,768.0,2008.0,0.015,5m,2.4000000000000004,1.0,2.0,464.0,,,,,,,,0.05,14,COMPLETE
116,116,1.6763034374256192,2025-06-21 19:42:11.395836,2025-06-21 19:42:18.302147,0 days 00:00:06.906311,1688.0,0.02,3m,2.8,0.0,1.5,624.0,5528.0,0.015,3m,3.0,0.6000000000000001,1.0,144.0,8096.0,0.015,3m,1.0,0.2,1.5,776.0,,,,,,,,,,,,,,,1808.0,0.01,2m,1.2,0.4,0.5,336.0,2056.0,0.02,5m,2.8,1.0,0.5,80.0,,,,,,,,5608.0,0.01,5m,2.8,1.0,2.0,920.0,7216.0,0.015,3m,2.0,0.2,2.0,1016.0,1064.0,0.015,2m,1.4,0.0,1.5,824.0,7024.0,0.01,4m,3.0,1.0,2.0,888.0,6504,0.01,2m,1.0,0.2,1.5,128,6776.0,0.015,3m,1.0,0.6000000000000001,1.5,824.0,6424.0,0.02,3m,1.6,0.0,1.0,344.0,5728.0,0.01,4m,1.4,0.0,1.0,832.0,7704.0,0.015,4m,1.6,0.4,0.5,712.0,1256.0,0.02,5m,1.2,0.4,1.0,760.0,2032.0,0.015,5m,2.4000000000000004,1.0,2.0,464.0,,,,,,,,0.05,16,COMPLETE
117,117,1.1990749968411967,2025-06-21 19:42:18.398850,2025-06-21 19:42:23.926929,0 days 00:00:05.528079,,,,,,,,4864.0,0.015,3m,2.8,0.6000000000000001,1.0,104.0,7248.0,0.015,1m,1.0,0.0,1.5,816.0,,,,,,,,,,,,,,,1032.0,0.01,2m,1.4,0.4,0.5,256.0,2040.0,0.02,5m,3.0,0.4,0.5,160.0,,,,,,,,6256.0,0.01,5m,2.8,1.0,2.0,1008.0,,,,,,,,1264.0,0.015,2m,1.4,0.0,1.5,672.0,7592.0,0.01,4m,3.0,0.8,2.0,960.0,6296,0.01,2m,1.0,0.2,1.5,136,,,,,,,,,,,,,,,7576.0,0.01,4m,1.2,0.0,1.0,912.0,7240.0,0.015,1m,1.6,0.4,0.5,680.0,1864.0,0.02,5m,1.0,0.4,1.0,728.0,1960.0,0.015,5m,2.2,1.0,2.0,504.0,,,,,,,,0.05,12,COMPLETE
118,118,1.1522645034790366,2025-06-21 19:42:24.018356,2025-06-21 19:42:30.495873,0 days 00:00:06.477517,1512.0,0.02,3m,3.0,0.0,1.5,688.0,4392.0,0.015,3m,3.0,0.8,1.0,216.0,7544.0,0.015,5m,1.2,0.2,1.5,888.0,,,,,,,,,,,,,,,1480.0,0.01,2m,1.2,0.4,0.5,280.0,1312.0,0.02,5m,2.8,1.0,0.5,88.0,,,,,,,,5704.0,0.01,5m,3.0,1.0,2.0,904.0,7680.0,0.015,3m,2.2,0.4,2.0,904.0,1032.0,0.015,2m,1.4,0.0,1.5,864.0,7896.0,0.01,4m,3.0,1.0,2.0,856.0,6808,0.01,2m,1.2,0.6000000000000001,1.5,208,5344.0,0.02,2m,1.2,0.8,1.0,560.0,,,,,,,,5600.0,0.01,4m,1.2,0.0,1.0,832.0,7920.0,0.015,4m,1.8,0.4,0.5,728.0,1184.0,0.02,5m,1.2,0.6000000000000001,1.0,776.0,1288.0,0.015,3m,2.4000000000000004,0.0,2.0,512.0,,,,,,,,0.1,15,COMPLETE
119,119,0.21257650536801745,2025-06-21 19:42:30.569412,2025-06-21 19:42:38.025121,0 days 00:00:07.455709,2328.0,0.02,3m,2.8,0.4,1.5,856.0,5224.0,0.015,4m,2.6,0.6000000000000001,1.0,136.0,7856.0,0.015,2m,1.0,0.0,1.5,808.0,4504.0,0.01,1m,2.2,1.0,0.5,664.0,,,,,,,,2128.0,0.015,1m,1.2,0.4,0.5,360.0,1672.0,0.02,5m,2.6,0.0,0.5,104.0,,,,,,,,5328.0,0.01,5m,2.8,1.0,2.0,936.0,7032.0,0.015,3m,1.4,0.6000000000000001,2.0,864.0,1432.0,0.015,2m,1.2,0.0,1.5,816.0,7176.0,0.01,3m,2.8,1.0,2.0,744.0,7560,0.01,2m,1.0,0.4,1.5,112,3752.0,0.02,3m,1.2,0.6000000000000001,2.0,760.0,3304.0,0.015,1m,2.4000000000000004,0.4,0.5,784.0,5936.0,0.01,3m,1.0,0.0,0.5,912.0,6968.0,0.015,4m,1.2,0.4,0.5,624.0,1400.0,0.02,5m,1.2,0.4,1.0,928.0,2472.0,0.015,2m,2.4000000000000004,1.0,2.0,592.0,,,,,,,,0.05,17,COMPLETE
120,120,1.0236692644598167,2025-06-21 19:42:38.125552,2025-06-21 19:42:43.987955,0 days 00:00:05.862403,1928.0,0.02,3m,3.0,0.2,1.5,608.0,5840.0,0.015,3m,3.0,0.6000000000000001,1.0,72.0,8144.0,0.015,2m,1.2,0.0,1.5,736.0,,,,,,,,,,,,,,,1368.0,0.02,2m,1.4,0.4,0.5,216.0,1480.0,0.02,5m,3.0,1.0,0.5,152.0,,,,,,,,6472.0,0.01,3m,2.6,1.0,2.0,984.0,5976.0,0.015,3m,1.6,0.4,2.0,928.0,2392.0,0.015,2m,1.0,0.0,1.5,736.0,7808.0,0.01,4m,3.0,0.8,2.0,912.0,6000,0.02,2m,1.0,0.4,1.5,176,,,,,,,,,,,,,,,6536.0,0.01,3m,1.2,0.0,1.0,960.0,7560.0,0.015,4m,1.4,0.4,0.5,840.0,2232.0,0.02,4m,1.0,0.4,1.0,832.0,2072.0,0.015,5m,2.4000000000000004,1.0,2.0,344.0,,,,,,,,0.1,14,COMPLETE
121,121,2.075826886543959,2025-06-21 19:42:44.068065,2025-06-21 19:42:50.275469,0 days 00:00:06.207404,2640.0,0.02,3m,2.6,0.2,1.5,744.0,5440.0,0.015,3m,2.8,0.6000000000000001,1.0,448.0,7552.0,0.015,2m,1.4,0.0,1.5,856.0,,,,,,,,,,,,,,,1176.0,0.02,2m,1.2,0.4,0.5,232.0,2816.0,0.02,5m,2.6,1.0,0.5,120.0,,,,,,,,4624.0,0.01,5m,3.0,1.0,2.0,968.0,6840.0,0.015,3m,1.8,0.4,2.0,840.0,1576.0,0.015,2m,1.6,0.0,1.5,792.0,7480.0,0.01,4m,3.0,1.0,2.0,824.0,6168,0.01,2m,1.0,0.4,1.5,64,,,,,,,,,,,,,,,6976.0,0.01,3m,1.2,0.0,1.0,968.0,6688.0,0.015,4m,1.6,0.4,0.5,752.0,1544.0,0.02,5m,1.2,0.4,1.0,800.0,1648.0,0.015,5m,2.6,1.0,2.0,456.0,,,,,,,,0.05,14,COMPLETE
122,122,2.053701679845127,2025-06-21 19:42:50.382590,2025-06-21 19:42:56.431500,0 days 00:00:06.048910,3296.0,0.02,3m,2.8,0.2,1.5,712.0,5032.0,0.015,3m,2.8,0.6000000000000001,1.0,152.0,7704.0,0.015,2m,1.2,0.0,1.5,928.0,,,,,,,,,,,,,,,1576.0,0.02,2m,1.2,0.4,0.5,200.0,2448.0,0.02,5m,2.8,1.0,0.5,64.0,,,,,,,,6040.0,0.01,5m,3.0,1.0,2.0,960.0,6544.0,0.015,3m,2.0,0.4,2.0,984.0,1864.0,0.015,2m,1.6,0.0,1.5,888.0,8040.0,0.01,4m,2.8,1.0,2.0,792.0,6520,0.01,2m,1.0,0.4,1.5,120,,,,,,,,,,,,,,,7000.0,0.01,3m,1.4,0.0,1.0,896.0,6048.0,0.015,4m,1.8,0.4,0.5,776.0,1664.0,0.02,5m,1.2,0.4,1.0,864.0,7824.0,0.015,5m,2.2,1.0,2.0,432.0,,,,,,,,0.05,14,COMPLETE
123,123,2.6248444751144615,2025-06-21 19:42:56.494684,2025-06-21 19:43:02.024290,0 days 00:00:05.529606,,,,,,,,4768.0,0.015,3m,2.8,0.6000000000000001,1.0,368.0,7320.0,0.015,2m,1.0,0.0,1.5,880.0,,,,,,,,,,,,,,,1320.0,0.02,2m,1.2,0.2,0.5,144.0,1840.0,0.02,5m,2.6,1.0,0.5,96.0,,,,,,,,5032.0,0.01,5m,3.0,1.0,2.0,880.0,7864.0,0.015,5m,1.8,0.4,2.0,864.0,1632.0,0.015,2m,1.4,0.0,1.5,760.0,6888.0,0.01,4m,3.0,1.0,2.0,840.0,6200,0.01,2m,1.0,0.4,1.5,88,,,,,,,,,,,,,,,6640.0,0.01,3m,1.2,0.0,1.0,976.0,6720.0,0.015,4m,1.8,0.4,0.5,720.0,1176.0,0.02,5m,1.2,0.4,1.0,912.0,3560.0,0.015,5m,2.6,1.0,2.0,376.0,,,,,,,,0.05,13,COMPLETE
124,124,2.4364369761321547,2025-06-21 19:43:02.114790,2025-06-21 19:43:07.662213,0 days 00:00:05.547423,,,,,,,,4000.0,0.015,3m,2.6,0.6000000000000001,1.0,328.0,6784.0,0.015,2m,1.0,0.0,1.5,824.0,,,,,,,,,,,,,,,1864.0,0.02,2m,1.0,0.4,0.5,152.0,1864.0,0.02,5m,2.8,1.0,0.5,96.0,,,,,,,,5080.0,0.01,5m,2.8,1.0,2.0,888.0,8096.0,0.015,5m,1.6,0.4,2.0,920.0,1904.0,0.015,2m,1.4,0.0,1.5,840.0,6944.0,0.01,4m,3.0,1.0,2.0,864.0,6392,0.01,2m,1.0,0.2,1.5,152,,,,,,,,,,,,,,,6296.0,0.01,3m,1.6,0.0,1.0,968.0,7240.0,0.015,4m,1.8,0.2,0.5,688.0,1184.0,0.02,5m,1.4,0.4,1.0,912.0,4744.0,0.015,5m,2.4000000000000004,1.0,2.0,376.0,,,,,,,,0.05,13,COMPLETE
