,number,value,datetime_start,datetime_complete,duration,params_AAPL_CDW_beta_win,params_AAPL_CDW_stop_loss,params_AAPL_CDW_trade_freq,params_AAPL_CDW_z_entry,params_AAPL_CDW_z_exit,params_AAPL_CDW_z_stop_scaler,params_AAPL_CDW_z_win,params_AAPL_ROP_beta_win,params_AAPL_ROP_stop_loss,params_AAPL_ROP_trade_freq,params_AAPL_ROP_z_entry,params_AAPL_ROP_z_exit,params_AAPL_ROP_z_stop_scaler,params_AAPL_ROP_z_win,params_ADI_BKNG_beta_win,params_ADI_BKNG_stop_loss,params_ADI_BKNG_trade_freq,params_ADI_BKNG_z_entry,params_ADI_BKNG_z_exit,params_ADI_BKNG_z_stop_scaler,params_ADI_BKNG_z_win,params_ADI_CTSH_beta_win,params_ADI_CTSH_stop_loss,params_ADI_CTSH_trade_freq,params_ADI_CTSH_z_entry,params_ADI_CTSH_z_exit,params_ADI_CTSH_z_stop_scaler,params_ADI_CTSH_z_win,params_ADI_MCHP_beta_win,params_ADI_MCHP_stop_loss,params_ADI_MCHP_trade_freq,params_ADI_MCHP_z_entry,params_ADI_MCHP_z_exit,params_ADI_MCHP_z_stop_scaler,params_ADI_MCHP_z_win,params_AMAT_CDW_beta_win,params_AMAT_CDW_stop_loss,params_AMAT_CDW_trade_freq,params_AMAT_CDW_z_entry,params_AMAT_CDW_z_exit,params_AMAT_CDW_z_stop_scaler,params_AMAT_CDW_z_win,params_AMGN_VRTX_beta_win,params_AMGN_VRTX_stop_loss,params_AMGN_VRTX_trade_freq,params_AMGN_VRTX_z_entry,params_AMGN_VRTX_z_exit,params_AMGN_VRTX_z_stop_scaler,params_AMGN_VRTX_z_win,params_AMZN_MCHP_beta_win,params_AMZN_MCHP_stop_loss,params_AMZN_MCHP_trade_freq,params_AMZN_MCHP_z_entry,params_AMZN_MCHP_z_exit,params_AMZN_MCHP_z_stop_scaler,params_AMZN_MCHP_z_win,params_BKNG_CSX_beta_win,params_BKNG_CSX_stop_loss,params_BKNG_CSX_trade_freq,params_BKNG_CSX_z_entry,params_BKNG_CSX_z_exit,params_BKNG_CSX_z_stop_scaler,params_BKNG_CSX_z_win,params_BKNG_DLTR_beta_win,params_BKNG_DLTR_stop_loss,params_BKNG_DLTR_trade_freq,params_BKNG_DLTR_z_entry,params_BKNG_DLTR_z_exit,params_BKNG_DLTR_z_stop_scaler,params_BKNG_DLTR_z_win,params_BKNG_IDXX_beta_win,params_BKNG_IDXX_stop_loss,params_BKNG_IDXX_trade_freq,params_BKNG_IDXX_z_entry,params_BKNG_IDXX_z_exit,params_BKNG_IDXX_z_stop_scaler,params_BKNG_IDXX_z_win,params_BKNG_KHC_beta_win,params_BKNG_KHC_stop_loss,params_BKNG_KHC_trade_freq,params_BKNG_KHC_z_entry,params_BKNG_KHC_z_exit,params_BKNG_KHC_z_stop_scaler,params_BKNG_KHC_z_win,params_BKNG_MCHP_beta_win,params_BKNG_MCHP_stop_loss,params_BKNG_MCHP_trade_freq,params_BKNG_MCHP_z_entry,params_BKNG_MCHP_z_exit,params_BKNG_MCHP_z_stop_scaler,params_BKNG_MCHP_z_win,params_BKNG_NXPI_beta_win,params_BKNG_NXPI_stop_loss,params_BKNG_NXPI_trade_freq,params_BKNG_NXPI_z_entry,params_BKNG_NXPI_z_exit,params_BKNG_NXPI_z_stop_scaler,params_BKNG_NXPI_z_win,params_CDW_MCHP_beta_win,params_CDW_MCHP_stop_loss,params_CDW_MCHP_trade_freq,params_CDW_MCHP_z_entry,params_CDW_MCHP_z_exit,params_CDW_MCHP_z_stop_scaler,params_CDW_MCHP_z_win,params_COST_CSX_beta_win,params_COST_CSX_stop_loss,params_COST_CSX_trade_freq,params_COST_CSX_z_entry,params_COST_CSX_z_exit,params_COST_CSX_z_stop_scaler,params_COST_CSX_z_win,params_CTSH_MCHP_beta_win,params_CTSH_MCHP_stop_loss,params_CTSH_MCHP_trade_freq,params_CTSH_MCHP_z_entry,params_CTSH_MCHP_z_exit,params_CTSH_MCHP_z_stop_scaler,params_CTSH_MCHP_z_win,params_DASH_DDOG_beta_win,params_DASH_DDOG_stop_loss,params_DASH_DDOG_trade_freq,params_DASH_DDOG_z_entry,params_DASH_DDOG_z_exit,params_DASH_DDOG_z_stop_scaler,params_DASH_DDOG_z_win,params_DASH_MDB_beta_win,params_DASH_MDB_stop_loss,params_DASH_MDB_trade_freq,params_DASH_MDB_z_entry,params_DASH_MDB_z_exit,params_DASH_MDB_z_stop_scaler,params_DASH_MDB_z_win,params_INTU_MCHP_beta_win,params_INTU_MCHP_stop_loss,params_INTU_MCHP_trade_freq,params_INTU_MCHP_z_entry,params_INTU_MCHP_z_exit,params_INTU_MCHP_z_stop_scaler,params_INTU_MCHP_z_win,params_MAR_MCHP_beta_win,params_MAR_MCHP_stop_loss,params_MAR_MCHP_trade_freq,params_MAR_MCHP_z_entry,params_MAR_MCHP_z_exit,params_MAR_MCHP_z_stop_scaler,params_MAR_MCHP_z_win,params_ROP_TTWO_beta_win,params_ROP_TTWO_stop_loss,params_ROP_TTWO_trade_freq,params_ROP_TTWO_z_entry,params_ROP_TTWO_z_exit,params_ROP_TTWO_z_stop_scaler,params_ROP_TTWO_z_win,params_SPLK_WBD_beta_win,params_SPLK_WBD_stop_loss,params_SPLK_WBD_trade_freq,params_SPLK_WBD_z_entry,params_SPLK_WBD_z_exit,params_SPLK_WBD_z_stop_scaler,params_SPLK_WBD_z_win,params_buffer_capital,params_pairs_to_trade,state
61,61,0.13670210915353384,2025-06-21 19:39:16.560686,2025-06-21 19:39:20.065764,0 days 00:00:03.505078,,,,,,,,,,,,,,,6560,0.015,5m,1.8,0.2,2.0,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6232.0,0.01,3m,1.2,0.2,1.5,152.0,,,,,,,,6856.0,0.01,5m,1.6,0.0,0.5,424.0,2904.0,0.01,2m,1.0,0.2,1.5,72.0,,,,,,,,2024,0.02,3m,2.8,0.2,1.0,432,4368.0,0.015,1m,2.0,0.8,2.0,792.0,5024.0,0.015,5m,1.6,1.0,1.0,944.0,,,,,,,,,,,,,,,3936.0,0.01,4m,2.6,0.0,0.5,800.0,0.3,5,COMPLETE
62,62,-0.059224757644914985,2025-06-21 19:39:20.134584,2025-06-21 19:39:22.928001,0 days 00:00:02.793417,,,,,,,,,,,,,,,6976,0.015,5m,2.6,0.0,2.0,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5736.0,0.01,1m,1.6,0.2,1.0,64.0,,,,,,,,6016.0,0.01,3m,2.2,0.0,0.5,440.0,,,,,,,,,,,,,,,1120,0.02,5m,2.6,0.2,1.0,176,5776.0,0.02,5m,2.0,0.8,1.5,816.0,,,,,,,,,,,,,,,,,,,,,,4280.0,0.02,4m,2.6,0.2,0.5,840.0,0.25,3,COMPLETE
63,63,-0.21825599459294046,2025-06-21 19:39:23.006814,2025-06-21 19:39:27.441124,0 days 00:00:04.434310,,,,,,,,,,,,,,,3456,0.015,4m,2.8,0.2,2.0,632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336.0,0.01,3m,1.6,0.4,1.5,256.0,2216.0,0.01,1m,3.0,0.4,1.0,656.0,7944.0,0.01,1m,1.8,0.0,1.0,576.0,1032.0,0.01,2m,1.2,0.4,0.5,832.0,,,,,,,,2632,0.02,3m,2.8,0.6000000000000001,1.0,464,6488.0,0.015,4m,1.6,1.0,1.5,648.0,7456.0,0.015,3m,1.4,0.8,2.0,88.0,,,,,,,,,,,,,,,2696.0,0.015,3m,2.4000000000000004,0.2,0.5,680.0,0.4,6,COMPLETE
64,64,-0.76131110314909,2025-06-21 19:39:27.531401,2025-06-21 19:39:32.442602,0 days 00:00:04.911201,,,,,,,,,,,,,,,5592,0.015,3m,2.4000000000000004,0.0,2.0,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5592.0,0.02,5m,2.6,0.0,0.5,208.0,,,,,,,,,,,,,,,2144.0,0.02,2m,2.2,1.0,2.0,464.0,6528.0,0.01,1m,2.0,0.2,1.0,192.0,2600.0,0.01,3m,1.6,0.2,2.0,408.0,2200.0,0.01,4m,1.6,0.2,0.5,360.0,2472.0,0.015,2m,1.0,0.2,1.0,984.0,,,,,,,,4776,0.02,5m,2.4000000000000004,0.4,1.5,584,6104.0,0.02,1m,2.2,0.6000000000000001,2.0,1024.0,3456.0,0.015,1m,1.0,0.4,1.5,768.0,,,,,,,,,,,,,,,2280.0,0.01,4m,2.8,0.2,0.5,960.0,0.35000000000000003,8,COMPLETE
65,65,0.3800901054803163,2025-06-21 19:39:32.522031,2025-06-21 19:39:35.755072,0 days 00:00:03.233041,,,,,,,,,,,,,,,7432,0.015,5m,2.8,0.2,1.5,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728.0,0.01,2m,1.4,0.0,1.5,112.0,,,,,,,,7552.0,0.01,5m,1.4,0.0,1.0,512.0,3344.0,0.01,5m,1.2,1.0,1.5,656.0,,,,,,,,2224,0.02,4m,2.2,0.4,2.0,520,5536.0,0.01,4m,1.8,0.8,1.0,752.0,,,,,,,,,,,,,,,,,,,,,,3152.0,0.01,5m,2.6,0.0,0.5,464.0,0.2,4,COMPLETE
66,66,-100.0,2025-06-21 19:39:35.840720,2025-06-21 19:39:36.845526,0 days 00:00:01.004806,,,,,,,,,,,,,,,7448,0.015,5m,2.8,0.2,1.5,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192,0.02,4m,2.2,0.4,2.0,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
67,67,0.37045730263222537,2025-06-21 19:39:36.908662,2025-06-21 19:39:40.031817,0 days 00:00:03.123155,,,,,,,,,,,,,,,7472,0.015,1m,3.0,0.2,1.5,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320.0,0.01,2m,1.2,0.0,1.5,104.0,,,,,,,,7056.0,0.01,5m,1.4,0.0,1.0,504.0,7040.0,0.015,5m,1.6,1.0,1.5,632.0,,,,,,,,1328,0.02,4m,2.0,0.4,2.0,336,5472.0,0.01,4m,1.8,1.0,1.0,752.0,,,,,,,,,,,,,,,,,,,,,,3200.0,0.01,5m,3.0,0.0,0.5,504.0,0.15000000000000002,4,COMPLETE
68,68,0.11037131558759877,2025-06-21 19:39:40.112265,2025-06-21 19:39:43.293103,0 days 00:00:03.180838,,,,,,,,,,,,,,,7824,0.015,1m,3.0,0.4,1.5,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2664.0,0.01,2m,1.2,0.0,1.5,104.0,,,,,,,,7032.0,0.01,5m,1.0,0.0,1.0,552.0,4360.0,0.01,5m,1.4,1.0,1.5,616.0,,,,,,,,1328,0.02,4m,2.0,0.4,2.0,664,5376.0,0.01,4m,1.8,0.8,1.0,752.0,,,,,,,,,,,,,,,,,,,,,,3184.0,0.01,5m,3.0,0.0,0.5,456.0,0.15000000000000002,4,COMPLETE
69,69,-0.5768942839608026,2025-06-21 19:39:43.362977,2025-06-21 19:39:46.106255,0 days 00:00:02.743278,,,,,,,,,,,,,,,7848,0.02,1m,3.0,0.2,1.5,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3632.0,0.01,2m,1.4,0.0,1.5,144.0,,,,,,,,6376.0,0.01,5m,1.4,0.0,1.5,472.0,,,,,,,,,,,,,,,1744,0.02,4m,2.2,0.4,2.0,328,4664.0,0.01,4m,1.8,0.6000000000000001,1.0,616.0,,,,,,,,,,,,,,,,,,,,,,3456.0,0.01,5m,1.2,0.0,0.5,496.0,0.15000000000000002,3,COMPLETE
70,70,0.3741248507108075,2025-06-21 19:39:46.179762,2025-06-21 19:39:49.688860,0 days 00:00:03.509098,,,,,,,,,,,,,,,7448,0.015,1m,3.0,0.2,1.5,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024.0,0.01,2m,1.0,0.0,2.0,104.0,,,,,,,,7328.0,0.01,5m,1.4,0.0,1.0,688.0,3264.0,0.015,5m,1.2,1.0,1.5,664.0,,,,,,,,1456,0.02,4m,2.0,0.4,2.0,216,7912.0,0.01,4m,1.6,1.0,1.0,696.0,6104.0,0.01,2m,2.6,1.0,0.5,184.0,,,,,,,,,,,,,,,2776.0,0.01,5m,2.2,0.0,0.5,384.0,0.05,5,COMPLETE
71,71,0.28388778797583913,2025-06-21 19:39:49.777984,2025-06-21 19:39:53.077096,0 days 00:00:03.299112,,,,,,,,,,,,,,,7408,0.015,1m,3.0,0.2,1.5,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3024.0,0.01,2m,1.0,0.0,2.0,96.0,,,,,,,,7400.0,0.01,5m,1.4,0.0,1.0,728.0,3320.0,0.015,5m,1.2,1.0,1.5,656.0,,,,,,,,1560,0.02,4m,2.0,0.4,2.0,232,8056.0,0.01,4m,1.6,1.0,1.0,704.0,6064.0,0.01,2m,3.0,1.0,0.5,192.0,,,,,,,,,,,,,,,2912.0,0.01,5m,2.2,0.0,0.5,416.0,0.05,5,COMPLETE
72,72,-0.0018270242726898332,2025-06-21 19:39:53.165920,2025-06-21 19:39:57.130857,0 days 00:00:03.964937,,,,,,,,,,,,,,,7440,0.015,1m,3.0,0.2,1.5,816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984.0,0.01,2m,1.0,0.0,2.0,104.0,,,,,,,,7592.0,0.01,5m,1.4,0.0,1.0,704.0,3184.0,0.015,5m,1.2,1.0,1.5,656.0,,,,,,,,1888,0.02,4m,1.8,0.4,2.0,216,7976.0,0.01,4m,1.4,1.0,1.0,704.0,6184.0,0.01,2m,3.0,1.0,0.5,200.0,,,,,,,,,,,,,,,2960.0,0.01,5m,2.2,0.0,0.5,392.0,0.05,5,COMPLETE
73,73,0.30947766089367723,2025-06-21 19:39:57.213249,2025-06-21 19:40:00.402774,0 days 00:00:03.189525,,,,,,,,,,,,,,,7688,0.015,1m,2.8,0.2,1.5,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224.0,0.01,2m,1.0,0.0,2.0,152.0,,,,,,,,6800.0,0.01,5m,1.2,0.0,1.0,880.0,3592.0,0.015,5m,1.2,1.0,1.5,744.0,,,,,,,,1272,0.02,4m,2.0,0.4,2.0,248,8192.0,0.01,4m,1.6,1.0,1.0,688.0,,,,,,,,,,,,,,,,,,,,,,2592.0,0.01,5m,2.0,0.0,0.5,392.0,0.1,4,COMPLETE
74,74,0.05630800164111855,2025-06-21 19:40:00.471846,2025-06-21 19:40:02.508899,0 days 00:00:02.037053,,,,,,,,,,,,,,,7688,0.015,1m,2.8,0.2,1.5,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,0.01,2m,1.0,0.0,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248,0.02,4m,2.2,0.4,2.0,272,8112.0,0.01,4m,1.6,1.0,1.0,672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
75,75,-0.46723691893352165,2025-06-21 19:40:02.584788,2025-06-21 19:40:05.289045,0 days 00:00:02.704257,,,,,,,,,,,,,,,7984,0.015,1m,2.6,0.2,1.5,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808.0,0.01,2m,1.0,0.0,2.0,192.0,,,,,,,,7480.0,0.01,5m,1.2,0.0,1.0,896.0,,,,,,,,,,,,,,,1616,0.02,4m,2.0,0.4,2.0,240,7648.0,0.01,4m,1.8,1.0,1.0,720.0,,,,,,,,,,,,,,,,,,,,,,2792.0,0.01,5m,2.0,0.0,0.5,456.0,0.1,3,COMPLETE
76,76,-0.5698478476039233,2025-06-21 19:40:05.390746,2025-06-21 19:40:08.767842,0 days 00:00:03.377096,,,,,,,,,,,,,,,7312,0.015,1m,2.8,0.2,1.5,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456.0,0.01,2m,1.2,0.0,2.0,96.0,,,,,,,,6832.0,0.01,5m,1.2,0.0,1.0,880.0,3352.0,0.015,5m,1.0,1.0,1.5,736.0,,,,,,,,1040,0.02,4m,1.6,0.4,2.0,256,7432.0,0.01,4m,1.4,1.0,1.0,768.0,,,,,,,,,,,,,,,,,,,,,,3224.0,0.01,5m,2.2,0.0,0.5,416.0,0.05,4,COMPLETE
77,77,-0.08528927447771946,2025-06-21 19:40:08.856350,2025-06-21 19:40:09.816571,0 days 00:00:00.960221,,,,,,,,,,,,,,,7064,0.015,1m,2.8,0.2,1.5,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144,0.02,4m,2.0,0.2,2.0,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,1,COMPLETE
78,78,0.5278328941871022,2025-06-21 19:40:09.882376,2025-06-21 19:40:12.815153,0 days 00:00:02.932777,,,,,,,,,,,,,,,6896,0.015,1m,2.6,0.2,1.5,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072.0,0.015,2m,1.2,0.0,2.0,128.0,,,,,,,,7056.0,0.01,5m,1.4,0.0,1.0,848.0,,,,,,,,,,,,,,,1544,0.02,4m,2.2,0.4,2.0,192,7928.0,0.01,4m,1.6,1.0,0.5,584.0,,,,,,,,,,,,,,,,,,,,,,2208.0,0.01,5m,1.6,0.0,0.5,384.0,0.05,3,COMPLETE
79,79,0.10086104076958663,2025-06-21 19:40:12.892862,2025-06-21 19:40:14.763035,0 days 00:00:01.870173,,,,,,,,,,,,,,,7536,0.015,1m,2.8,0.4,1.5,696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4336.0,0.015,2m,1.0,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344,0.02,4m,2.2,0.4,2.0,208,7944.0,0.01,4m,1.6,1.0,0.5,616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
80,80,0.9695407263254592,2025-06-21 19:40:14.841818,2025-06-21 19:40:17.798520,0 days 00:00:02.956702,,,,,,,,,,,,,,,6896,0.015,1m,2.6,0.2,1.5,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4144.0,0.015,2m,1.2,0.0,2.0,88.0,,,,,,,,7000.0,0.01,5m,1.0,0.0,1.0,864.0,3640.0,0.015,5m,2.8,1.0,2.0,776.0,,,,,,,,1824,0.02,4m,1.8,0.4,2.0,176,7648.0,0.01,4m,1.6,1.0,0.5,552.0,,,,,,,,,,,,,,,,,,,,,,2520.0,0.01,5m,1.4,0.0,0.5,384.0,0.1,4,COMPLETE
81,81,0.8067948337796953,2025-06-21 19:40:17.868689,2025-06-21 19:40:21.174774,0 days 00:00:03.306085,,,,,,,,,,,,,,,6888,0.015,1m,2.6,0.2,1.5,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4072.0,0.015,2m,1.2,0.0,2.0,96.0,,,,,,,,7064.0,0.01,5m,1.0,0.0,1.0,848.0,3768.0,0.015,5m,2.8,1.0,2.0,760.0,,,,,,,,1608,0.02,4m,1.8,0.4,2.0,120,7608.0,0.01,4m,1.6,1.0,0.5,552.0,,,,,,,,,,,,,,,,,,,,,,2568.0,0.01,5m,1.2,0.0,0.5,384.0,0.1,4,COMPLETE
82,82,0.3937679997174424,2025-06-21 19:40:21.241395,2025-06-21 19:40:23.910549,0 days 00:00:02.669154,,,,,,,,,,,,,,,6912,0.015,1m,2.6,0.2,1.5,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3912.0,0.015,2m,1.2,0.0,2.0,144.0,,,,,,,,6680.0,0.01,5m,1.0,0.0,1.0,864.0,,,,,,,,,,,,,,,1760,0.02,4m,1.8,0.4,2.0,120,7512.0,0.01,4m,1.4,1.0,0.5,568.0,,,,,,,,,,,,,,,,,,,,,,2528.0,0.01,5m,1.4,0.0,0.5,312.0,0.1,3,COMPLETE
83,83,-0.9523355088409325,2025-06-21 19:40:23.987109,2025-06-21 19:40:26.751035,0 days 00:00:02.763926,,,,,,,,,,,,,,,6832,0.015,1m,2.4000000000000004,0.2,1.5,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4024.0,0.015,2m,1.2,0.0,2.0,184.0,,,,,,,,6072.0,0.01,5m,1.0,0.0,1.0,840.0,,,,,,,,,,,,,,,1824,0.02,4m,1.6,0.4,2.0,112,7512.0,0.01,4m,1.4,1.0,0.5,576.0,,,,,,,,,,,,,,,,,,,,,,2184.0,0.01,5m,1.4,0.0,0.5,312.0,0.15000000000000002,3,COMPLETE
84,84,1.2514581651193366,2025-06-21 19:40:26.848029,2025-06-21 19:40:29.743657,0 days 00:00:02.895628,,,,,,,,,,,,,,,6920,0.015,1m,2.6,0.2,1.5,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4664.0,0.015,2m,1.2,0.0,2.0,80.0,,,,,,,,6992.0,0.01,5m,1.0,0.0,1.0,968.0,,,,,,,,,,,,,,,2008,0.02,4m,1.8,0.4,2.0,80,7720.0,0.01,4m,1.8,1.0,0.5,552.0,,,,,,,,,,,,,,,,,,,,,,2456.0,0.01,5m,1.4,0.0,0.5,512.0,0.1,3,COMPLETE
85,85,-0.1376664755522615,2025-06-21 19:40:29.812373,2025-06-21 19:40:32.042030,0 days 00:00:02.229657,,,,,,,,,,,,,,,6304,0.015,1m,2.6,0.4,1.5,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4728.0,0.015,2m,1.2,0.0,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952,0.02,4m,1.8,0.4,2.0,88,6976.0,0.01,4m,1.4,1.0,0.5,544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
86,86,-0.3312513269107242,2025-06-21 19:40:32.112723,2025-06-21 19:40:33.198320,0 days 00:00:01.085597,,,,,,,,,,,,,,,6912,0.015,1m,2.6,0.2,1.5,960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392,0.02,4m,1.6,0.4,2.0,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,1,COMPLETE
87,87,0.7223185367545681,2025-06-21 19:40:33.251368,2025-06-21 19:40:35.873916,0 days 00:00:02.622548,,,,,,,,,,,,,,,6640,0.015,1m,2.4000000000000004,0.0,1.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944.0,0.015,2m,1.2,0.0,2.0,128.0,,,,,,,,6648.0,0.01,5m,1.0,0.0,1.0,1008.0,,,,,,,,,,,,,,,1672,0.02,4m,1.8,0.2,2.0,72,7736.0,0.01,4m,1.6,1.0,0.5,520.0,,,,,,,,,,,,,,,,,,,,,,2480.0,0.01,5m,1.4,0.0,0.5,376.0,0.1,3,COMPLETE
88,88,0.021758155484250048,2025-06-21 19:40:35.938613,2025-06-21 19:40:38.530324,0 days 00:00:02.591711,,,,,,,,,,,,,,,6600,0.015,1m,2.4000000000000004,0.0,1.5,992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4584.0,0.015,2m,1.2,0.0,2.0,144.0,,,,,,,,6632.0,0.01,5m,1.0,0.0,1.0,992.0,,,,,,,,,,,,,,,2104,0.02,4m,1.8,0.2,2.0,72,7704.0,0.01,4m,1.0,1.0,0.5,552.0,,,,,,,,,,,,,,,,,,,,,,1816.0,0.01,5m,1.4,0.0,0.5,464.0,0.1,3,COMPLETE
89,89,-1.8254223427899292,2025-06-21 19:40:38.597970,2025-06-21 19:40:41.284147,0 days 00:00:02.686177,,,,,,,,,,,,,,,7216,0.015,1m,2.4000000000000004,0.0,1.5,936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3864.0,0.015,2m,1.4,0.0,2.0,120.0,,,,,,,,4144.0,0.01,5m,1.0,0.0,1.0,952.0,,,,,,,,,,,,,,,1800,0.02,4m,1.4,0.2,2.0,128,7208.0,0.01,4m,1.8,1.0,0.5,504.0,,,,,,,,,,,,,,,,,,,,,,2504.0,0.01,5m,1.4,0.0,0.5,288.0,0.1,3,COMPLETE
90,90,-0.3352275815655008,2025-06-21 19:40:41.322625,2025-06-21 19:40:42.893032,0 days 00:00:01.570407,,,,,,,,,,,,,,,6664,0.015,2m,2.2,0.0,1.5,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4040.0,0.015,2m,1.4,0.0,2.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680,0.02,4m,1.8,0.6000000000000001,2.0,160,7560.0,0.01,2m,1.2,0.0,0.5,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,2,COMPLETE
91,91,-0.8316814744199823,2025-06-21 19:40:42.950986,2025-06-21 19:40:46.486388,0 days 00:00:03.535402,,,,,,,,,,,,,,,6992,0.015,1m,2.6,0.2,1.5,912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4240.0,0.015,2m,1.2,0.0,2.0,80.0,,,,,,,,6936.0,0.01,5m,1.0,0.0,1.0,944.0,4744.0,0.02,3m,2.8,0.8,2.0,696.0,,,,,,,,1512,0.02,4m,1.6,0.4,2.0,104,7848.0,0.01,4m,1.6,1.0,0.5,600.0,,,,,,,,,,,,,,,,,,,,,,2432.0,0.01,5m,1.2,0.0,0.5,384.0,0.05,4,COMPLETE
