,number,value,datetime_start,datetime_complete,duration,params_ADSK_CRWD_beta_win,params_ADSK_CRWD_stop_loss,params_ADSK_CRWD_trade_freq,params_ADSK_CRWD_z_entry,params_ADSK_CRWD_z_exit,params_ADSK_CRWD_z_stop_scaler,params_ADSK_CRWD_z_win,params_APP_CRWD_beta_win,params_APP_CRWD_stop_loss,params_APP_CRWD_trade_freq,params_APP_CRWD_z_entry,params_APP_CRWD_z_exit,params_APP_CRWD_z_stop_scaler,params_APP_CRWD_z_win,params_AXON_CRWD_beta_win,params_AXON_CRWD_stop_loss,params_AXON_CRWD_trade_freq,params_AXON_CRWD_z_entry,params_AXON_CRWD_z_exit,params_AXON_CRWD_z_stop_scaler,params_AXON_CRWD_z_win,params_BIIB_CRWD_beta_win,params_BIIB_CRWD_stop_loss,params_BIIB_CRWD_trade_freq,params_BIIB_CRWD_z_entry,params_BIIB_CRWD_z_exit,params_BIIB_CRWD_z_stop_scaler,params_BIIB_CRWD_z_win,params_BKNG_CRWD_beta_win,params_BKNG_CRWD_stop_loss,params_BKNG_CRWD_trade_freq,params_BKNG_CRWD_z_entry,params_BKNG_CRWD_z_exit,params_BKNG_CRWD_z_stop_scaler,params_BKNG_CRWD_z_win,params_COST_CTSH_beta_win,params_COST_CTSH_stop_loss,params_COST_CTSH_trade_freq,params_COST_CTSH_z_entry,params_COST_CTSH_z_exit,params_COST_CTSH_z_stop_scaler,params_COST_CTSH_z_win,params_CRWD_CSCO_beta_win,params_CRWD_CSCO_stop_loss,params_CRWD_CSCO_trade_freq,params_CRWD_CSCO_z_entry,params_CRWD_CSCO_z_exit,params_CRWD_CSCO_z_stop_scaler,params_CRWD_CSCO_z_win,params_CRWD_DASH_beta_win,params_CRWD_DASH_stop_loss,params_CRWD_DASH_trade_freq,params_CRWD_DASH_z_entry,params_CRWD_DASH_z_exit,params_CRWD_DASH_z_stop_scaler,params_CRWD_DASH_z_win,params_CRWD_FTNT_beta_win,params_CRWD_FTNT_stop_loss,params_CRWD_FTNT_trade_freq,params_CRWD_FTNT_z_entry,params_CRWD_FTNT_z_exit,params_CRWD_FTNT_z_stop_scaler,params_CRWD_FTNT_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_CRWD_NFLX_beta_win,params_CRWD_NFLX_stop_loss,params_CRWD_NFLX_trade_freq,params_CRWD_NFLX_z_entry,params_CRWD_NFLX_z_exit,params_CRWD_NFLX_z_stop_scaler,params_CRWD_NFLX_z_win,params_CRWD_NXPI_beta_win,params_CRWD_NXPI_stop_loss,params_CRWD_NXPI_trade_freq,params_CRWD_NXPI_z_entry,params_CRWD_NXPI_z_exit,params_CRWD_NXPI_z_stop_scaler,params_CRWD_NXPI_z_win,params_CRWD_ORLY_beta_win,params_CRWD_ORLY_stop_loss,params_CRWD_ORLY_trade_freq,params_CRWD_ORLY_z_entry,params_CRWD_ORLY_z_exit,params_CRWD_ORLY_z_stop_scaler,params_CRWD_ORLY_z_win,params_CRWD_PLTR_beta_win,params_CRWD_PLTR_stop_loss,params_CRWD_PLTR_trade_freq,params_CRWD_PLTR_z_entry,params_CRWD_PLTR_z_exit,params_CRWD_PLTR_z_stop_scaler,params_CRWD_PLTR_z_win,params_CRWD_PYPL_beta_win,params_CRWD_PYPL_stop_loss,params_CRWD_PYPL_trade_freq,params_CRWD_PYPL_z_entry,params_CRWD_PYPL_z_exit,params_CRWD_PYPL_z_stop_scaler,params_CRWD_PYPL_z_win,params_HON_ISRG_beta_win,params_HON_ISRG_stop_loss,params_HON_ISRG_trade_freq,params_HON_ISRG_z_entry,params_HON_ISRG_z_exit,params_HON_ISRG_z_stop_scaler,params_HON_ISRG_z_win,params_LULU_MRVL_beta_win,params_LULU_MRVL_stop_loss,params_LULU_MRVL_trade_freq,params_LULU_MRVL_z_entry,params_LULU_MRVL_z_exit,params_LULU_MRVL_z_stop_scaler,params_LULU_MRVL_z_win,params_LULU_ON_beta_win,params_LULU_ON_stop_loss,params_LULU_ON_trade_freq,params_LULU_ON_z_entry,params_LULU_ON_z_exit,params_LULU_ON_z_stop_scaler,params_LULU_ON_z_win,params_MRVL_ON_beta_win,params_MRVL_ON_stop_loss,params_MRVL_ON_trade_freq,params_MRVL_ON_z_entry,params_MRVL_ON_z_exit,params_MRVL_ON_z_stop_scaler,params_MRVL_ON_z_win,params_ORLY_PCAR_beta_win,params_ORLY_PCAR_stop_loss,params_ORLY_PCAR_trade_freq,params_ORLY_PCAR_z_entry,params_ORLY_PCAR_z_exit,params_ORLY_PCAR_z_stop_scaler,params_ORLY_PCAR_z_win,params_buffer_capital,params_pairs_to_trade,state
80,80,-0.7656935208967095,2025-06-21 19:50:51.884261,2025-06-21 19:50:55.074500,0 days 00:00:03.190239,,,,,,,,,,,,,,,1760.0,0.01,3m,1.4,0.6000000000000001,1.0,800.0,8184.0,0.02,2m,2.0,0.8,1.5,360.0,,,,,,,,,,,,,,,,,,,,,,4640.0,0.015,5m,2.8,0.2,1.5,1024.0,3688.0,0.015,3m,2.0,0.8,0.5,456.0,7096,0.01,1m,2.8,0.4,0.5,376,2688.0,0.01,3m,3.0,1.0,1.5,824.0,,,,,,,,5440.0,0.015,4m,2.6,0.2,2.0,992.0,,,,,,,,2336.0,0.01,3m,1.4,0.2,1.0,160.0,,,,,,,,3488.0,0.015,5m,2.0,0.8,0.5,776.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,9,COMPLETE
81,81,0.2477774475154516,2025-06-21 19:50:55.153667,2025-06-21 19:50:59.233419,0 days 00:00:04.079752,,,,,,,,,,,,,,,1368.0,0.01,3m,1.6,0.4,0.5,920.0,7528.0,0.015,1m,1.8,1.0,2.0,520.0,,,,,,,,,,,,,,,3680.0,0.01,1m,2.0,0.8,1.0,432.0,4136.0,0.015,5m,2.8,0.0,2.0,152.0,4544.0,0.015,3m,2.2,1.0,0.5,280.0,7416,0.01,1m,3.0,0.2,0.5,480,1304.0,0.01,3m,2.8,0.8,1.5,128.0,,,,,,,,7992.0,0.015,4m,2.8,0.2,1.5,944.0,,,,,,,,1592.0,0.015,3m,1.2,0.2,1.0,88.0,,,,,,,,4376.0,0.015,1m,1.4,0.4,1.0,928.0,,,,,,,,,,,,,,,2320.0,0.02,4m,1.4,0.0,0.5,72.0,0.15000000000000002,11,COMPLETE
82,82,-0.33165161434327944,2025-06-21 19:50:59.321479,2025-06-21 19:51:02.856685,0 days 00:00:03.535206,,,,,,,,,,,,,,,1344.0,0.01,3m,1.6,0.2,0.5,840.0,6936.0,0.015,1m,2.0,1.0,2.0,624.0,,,,,,,,,,,,,,,,,,,,,,4624.0,0.015,4m,2.8,0.0,0.5,104.0,3000.0,0.015,3m,2.4000000000000004,1.0,0.5,112.0,7944,0.01,1m,3.0,0.2,0.5,224,1912.0,0.01,3m,2.8,0.8,1.5,488.0,,,,,,,,7072.0,0.015,4m,2.6,0.4,2.0,888.0,,,,,,,,1056.0,0.015,3m,1.2,0.4,1.0,584.0,,,,,,,,2504.0,0.015,2m,1.6,0.2,1.5,848.0,,,,,,,,,,,,,,,1656.0,0.02,5m,2.0,0.4,1.0,448.0,0.2,10,COMPLETE
83,83,-0.042951286898130644,2025-06-21 19:51:02.919622,2025-06-21 19:51:06.158572,0 days 00:00:03.238950,,,,,,,,,,,,,,,1368.0,0.01,3m,1.4,0.2,0.5,968.0,6904.0,0.015,1m,2.4000000000000004,1.0,2.0,544.0,,,,,,,,,,,,,,,,,,,,,,5008.0,0.015,5m,3.0,0.2,1.5,232.0,5672.0,0.015,3m,2.0,1.0,0.5,224.0,7688,0.01,1m,2.6,0.2,1.0,1000,1360.0,0.01,3m,3.0,0.8,1.5,64.0,,,,,,,,6088.0,0.015,4m,2.4000000000000004,0.0,1.5,976.0,,,,,,,,5856.0,0.015,3m,1.2,0.2,1.0,128.0,,,,,,,,4824.0,0.015,3m,1.8,0.8,1.5,976.0,,,,,,,,,,,,,,,,,,,,,,0.1,9,COMPLETE
84,84,0.7913065749164785,2025-06-21 19:51:06.222331,2025-06-21 19:51:09.296149,0 days 00:00:03.073818,,,,,,,,,,,,,,,1840.0,0.01,3m,1.8,0.4,0.5,904.0,7312.0,0.015,1m,2.0,1.0,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,3616.0,0.015,4m,2.8,0.0,2.0,88.0,5392.0,0.015,3m,2.4000000000000004,1.0,2.0,392.0,6392,0.01,1m,3.0,0.2,0.5,152,1680.0,0.01,3m,2.8,0.8,1.5,712.0,,,,,,,,7632.0,0.015,3m,3.0,0.2,1.5,920.0,,,,,,,,2160.0,0.015,5m,1.0,0.6000000000000001,1.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
85,85,0.4008749792234545,2025-06-21 19:51:09.359830,2025-06-21 19:51:12.290939,0 days 00:00:02.931109,,,,,,,,,,,,,,,1928.0,0.01,4m,1.6,0.4,0.5,912.0,7416.0,0.015,3m,1.8,1.0,1.5,256.0,,,,,,,,,,,,,,,,,,,,,,2760.0,0.015,4m,2.6,0.0,2.0,88.0,4000.0,0.015,3m,2.4000000000000004,1.0,2.0,432.0,6360,0.01,2m,2.8,0.4,0.5,80,1728.0,0.01,2m,3.0,1.0,1.5,720.0,,,,,,,,6944.0,0.015,3m,3.0,0.2,1.0,864.0,,,,,,,,2600.0,0.015,5m,1.0,0.6000000000000001,1.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
86,86,-0.07912221896021339,2025-06-21 19:51:12.364396,2025-06-21 19:51:15.335372,0 days 00:00:02.970976,,,,,,,,,,,,,,,2336.0,0.01,4m,1.4,0.4,0.5,976.0,7488.0,0.02,3m,1.8,0.6000000000000001,1.5,216.0,,,,,,,,,,,,,,,,,,,,,,2544.0,0.015,2m,2.6,0.0,2.0,80.0,4008.0,0.015,3m,2.4000000000000004,1.0,2.0,384.0,6248,0.01,2m,3.0,0.4,0.5,96,2360.0,0.01,2m,3.0,0.8,1.5,648.0,,,,,,,,6824.0,0.02,3m,3.0,0.4,1.0,760.0,,,,,,,,2584.0,0.015,5m,1.0,0.6000000000000001,1.0,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
87,87,0.5123291876366489,2025-06-21 19:51:15.409841,2025-06-21 19:51:18.295212,0 days 00:00:02.885371,,,,,,,,,,,,,,,1952.0,0.01,4m,1.2,0.6000000000000001,0.5,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312.0,0.015,4m,2.6,0.2,2.0,88.0,3424.0,0.015,2m,2.4000000000000004,0.8,2.0,504.0,6640,0.01,2m,2.8,0.4,0.5,120,1728.0,0.01,2m,3.0,0.6000000000000001,1.5,768.0,,,,,,,,6616.0,0.015,3m,3.0,0.2,1.0,872.0,,,,,,,,3008.0,0.015,5m,1.0,0.6000000000000001,1.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,7,COMPLETE
88,88,-0.5137547116042419,2025-06-21 19:51:18.358307,2025-06-21 19:51:20.850571,0 days 00:00:02.492264,,,,,,,,,,,,,,,3128.0,0.01,4m,1.2,0.2,1.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456.0,0.015,4m,2.6,0.2,2.0,64.0,2896.0,0.015,2m,2.2,0.8,1.5,560.0,6640,0.01,2m,3.0,0.4,0.5,136,2040.0,0.01,2m,3.0,0.6000000000000001,1.5,784.0,,,,,,,,6504.0,0.015,3m,3.0,0.2,1.0,896.0,,,,,,,,2184.0,0.015,5m,1.0,0.6000000000000001,1.0,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
89,89,-1.5551555385985079,2025-06-21 19:51:20.926310,2025-06-21 19:51:23.734301,0 days 00:00:02.807991,,,,,,,,,,,,,,,2616.0,0.01,2m,1.0,0.6000000000000001,0.5,688.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5312.0,0.015,5m,1.4,0.2,2.0,152.0,3400.0,0.015,2m,1.8,0.8,2.0,488.0,7352,0.01,2m,2.6,0.4,0.5,192,2544.0,0.01,2m,2.2,0.4,1.5,800.0,,,,,,,,5928.0,0.015,3m,2.6,0.2,1.0,808.0,,,,,,,,3016.0,0.015,5m,1.0,0.6000000000000001,1.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
90,90,-0.016929059236807494,2025-06-21 19:51:23.790135,2025-06-21 19:51:26.871417,0 days 00:00:03.081282,,,,,,,,,,,,,,,1944.0,0.01,1m,2.2,0.6000000000000001,0.5,808.0,7952.0,0.01,4m,2.0,0.8,1.0,192.0,,,,,,,,,,,,,,,,,,,,,,5904.0,0.015,4m,3.0,0.2,2.0,192.0,4232.0,0.015,2m,2.4000000000000004,1.0,2.0,152.0,6936,0.01,5m,3.0,0.0,0.5,120,1576.0,0.01,1m,3.0,0.6000000000000001,1.0,872.0,,,,,,,,7256.0,0.015,3m,3.0,0.4,1.5,912.0,,,,,,,,2336.0,0.015,5m,1.0,0.6000000000000001,1.0,128.0,,,,,,,,6056.0,0.02,5m,1.8,0.8,0.5,648.0,,,,,,,,,,,,,,,,,,,,,,0.2,9,COMPLETE
91,91,0.8410757941502202,2025-06-21 19:51:26.930728,2025-06-21 19:51:29.672010,0 days 00:00:02.741282,,,,,,,,,,,,,,,1784.0,0.01,4m,1.2,0.4,0.5,888.0,7408.0,0.015,3m,1.8,1.0,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,2760.0,0.015,4m,2.6,0.0,2.0,88.0,3896.0,0.015,4m,2.4000000000000004,1.0,2.0,416.0,6080,0.01,2m,2.8,0.4,0.5,192,1696.0,0.01,2m,3.0,0.8,1.5,744.0,,,,,,,,7016.0,0.015,3m,3.0,0.2,1.0,856.0,,,,,,,,2616.0,0.015,5m,1.0,0.6000000000000001,1.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
92,92,0.002147828663655073,2025-06-21 19:51:29.712848,2025-06-21 19:51:32.420293,0 days 00:00:02.707445,,,,,,,,,,,,,,,1544.0,0.01,4m,1.2,0.6000000000000001,0.5,888.0,5648.0,0.015,3m,1.6,1.0,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,4664.0,0.015,4m,2.6,0.2,2.0,104.0,3576.0,0.015,4m,2.4000000000000004,1.0,2.0,528.0,6104,0.01,2m,2.8,0.4,0.5,176,1784.0,0.01,2m,3.0,0.8,1.5,832.0,,,,,,,,6656.0,0.015,3m,3.0,0.2,1.0,856.0,,,,,,,,3296.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
93,93,-0.21619233446828476,2025-06-21 19:51:32.468194,2025-06-21 19:51:34.692253,0 days 00:00:02.224059,,,,,,,,,,,,,,,1256.0,0.01,4m,1.2,0.4,0.5,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5016.0,0.015,4m,2.4000000000000004,0.0,2.0,120.0,3792.0,0.015,4m,2.2,1.0,2.0,400.0,6496,0.01,2m,3.0,0.4,0.5,312,1464.0,0.01,2m,2.8,0.8,1.5,760.0,,,,,,,,7840.0,0.015,3m,3.0,0.2,1.0,944.0,,,,,,,,2816.0,0.015,5m,1.0,0.6000000000000001,1.0,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,7,COMPLETE
94,94,1.3133422121740452,2025-06-21 19:51:34.742256,2025-06-21 19:51:37.632339,0 days 00:00:02.890083,,,,,,,,,,,,,,,1808.0,0.01,4m,1.0,0.2,0.5,872.0,4352.0,0.015,5m,1.4,1.0,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,3208.0,0.015,4m,2.6,0.0,2.0,80.0,5352.0,0.015,4m,2.4000000000000004,1.0,2.0,600.0,7608,0.01,2m,2.8,0.2,0.5,184,1256.0,0.01,2m,3.0,0.8,1.5,744.0,,,,,,,,7312.0,0.015,2m,2.8,0.2,1.0,568.0,,,,,,,,2096.0,0.015,5m,1.2,0.6000000000000001,1.0,144.0,,,,,,,,5488.0,0.02,4m,2.2,0.8,0.5,760.0,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,9,COMPLETE
95,95,0.5701406362574207,2025-06-21 19:51:37.664000,2025-06-21 19:51:40.356963,0 days 00:00:02.692963,,,,,,,,,,,,,,,2216.0,0.01,4m,1.0,0.4,0.5,872.0,4512.0,0.015,5m,1.2,0.0,1.5,328.0,,,,,,,,,,,,,,,,,,,,,,3592.0,0.015,4m,2.6,0.0,2.0,144.0,5424.0,0.015,4m,2.6,0.8,2.0,560.0,5784,0.01,2m,2.8,0.2,0.5,168,2248.0,0.01,2m,2.8,0.8,1.5,760.0,,,,,,,,8184.0,0.015,2m,2.8,0.2,1.0,584.0,,,,,,,,2120.0,0.015,5m,2.2,0.6000000000000001,1.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
96,96,0.6566359946900308,2025-06-21 19:51:40.420325,2025-06-21 19:51:43.010018,0 days 00:00:02.589693,,,,,,,,,,,,,,,2224.0,0.01,4m,1.0,0.4,0.5,888.0,4296.0,0.02,5m,1.2,0.2,1.5,320.0,,,,,,,,,,,,,,,,,,,,,,3224.0,0.015,4m,2.4000000000000004,0.0,2.0,152.0,5352.0,0.015,4m,2.6,0.8,2.0,640.0,5768,0.01,2m,2.8,0.4,0.5,168,3152.0,0.01,2m,3.0,0.8,1.5,744.0,,,,,,,,8144.0,0.015,2m,3.0,0.4,1.0,552.0,,,,,,,,3656.0,0.015,5m,2.6,0.6000000000000001,1.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
97,97,0.03461470107523395,2025-06-21 19:51:43.059459,2025-06-21 19:51:45.091102,0 days 00:00:02.031643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3272.0,0.015,4m,2.4000000000000004,0.0,2.0,144.0,4824.0,0.015,4m,2.6,0.8,2.0,584.0,5504,0.01,2m,2.8,0.2,0.5,256,3368.0,0.01,2m,1.8,0.8,1.5,736.0,,,,,,,,8168.0,0.015,2m,2.8,0.4,1.0,536.0,,,,,,,,3648.0,0.015,5m,2.8,0.6000000000000001,1.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
98,98,0.10850468047193185,2025-06-21 19:51:45.141551,2025-06-21 19:51:47.704482,0 days 00:00:02.562931,,,,,,,,,,,,,,,2272.0,0.015,4m,1.0,0.4,0.5,888.0,4288.0,0.02,5m,1.2,0.0,1.5,296.0,,,,,,,,,,,,,,,,,,,,,,2984.0,0.015,2m,2.4000000000000004,0.0,2.0,248.0,5368.0,0.015,4m,2.6,0.6000000000000001,2.0,640.0,5872,0.01,2m,2.8,0.2,0.5,176,3040.0,0.01,2m,2.8,0.8,1.5,672.0,,,,,,,,7968.0,0.015,2m,2.8,0.4,1.0,584.0,,,,,,,,4864.0,0.015,5m,2.8,0.6000000000000001,1.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
99,99,-0.36130418699326894,2025-06-21 19:51:47.752490,2025-06-21 19:51:50.467392,0 days 00:00:02.714902,,,,,,,,,,,,,,,3032.0,0.01,4m,1.0,0.4,1.5,944.0,4936.0,0.02,5m,1.2,0.2,1.5,312.0,,,,,,,,,,,,,,,,,,,,,,3648.0,0.015,4m,2.6,0.0,2.0,344.0,5280.0,0.015,4m,2.8,1.0,1.5,624.0,5824,0.01,2m,2.8,0.4,0.5,160,3176.0,0.01,2m,2.6,0.8,1.5,696.0,,,,,,,,7696.0,0.015,2m,3.0,0.2,1.0,496.0,,,,,,,,2480.0,0.015,5m,2.2,0.6000000000000001,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
100,100,-0.725498193598604,2025-06-21 19:51:50.514598,2025-06-21 19:51:53.269425,0 days 00:00:02.754827,,,,,,,,,,,,,,,2672.0,0.01,4m,1.0,0.4,0.5,872.0,3912.0,0.02,5m,1.4,0.0,1.5,352.0,,,,,,,,,,,,,,,,,,,,,,3176.0,0.015,4m,2.6,0.0,2.0,280.0,4696.0,0.015,4m,2.6,1.0,2.0,576.0,5720,0.01,2m,3.0,0.4,0.5,216,1296.0,0.01,2m,3.0,0.8,1.5,808.0,,,,,,,,7456.0,0.015,2m,2.8,0.2,1.0,656.0,,,,,,,,4240.0,0.015,5m,2.2,0.6000000000000001,1.0,200.0,,,,,,,,5792.0,0.02,4m,2.4000000000000004,1.0,0.5,544.0,,,,,,,,,,,,,,,,,,,,,,0.2,9,COMPLETE
101,101,0.23300561465293854,2025-06-21 19:51:53.316391,2025-06-21 19:51:55.782611,0 days 00:00:02.466220,,,,,,,,,,,,,,,1800.0,0.01,4m,1.0,0.6000000000000001,0.5,904.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2792.0,0.015,4m,2.6,0.0,2.0,128.0,3240.0,0.015,4m,2.2,0.8,2.0,472.0,5256,0.01,2m,2.8,0.4,0.5,120,1240.0,0.01,2m,3.0,0.8,1.5,752.0,,,,,,,,7288.0,0.015,2m,3.0,0.2,1.0,600.0,,,,,,,,2072.0,0.015,5m,2.6,0.6000000000000001,1.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,7,COMPLETE
102,102,-0.7772516683265396,2025-06-21 19:51:55.820235,2025-06-21 19:51:58.449318,0 days 00:00:02.629083,,,,,,,,,,,,,,,2056.0,0.01,4m,1.2,0.4,0.5,992.0,4728.0,0.02,5m,1.2,0.2,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,2976.0,0.015,4m,2.4000000000000004,0.0,2.0,192.0,4984.0,0.015,4m,2.0,0.6000000000000001,2.0,528.0,6128,0.01,2m,2.8,0.4,0.5,216,2224.0,0.01,2m,3.0,0.8,1.5,776.0,,,,,,,,8176.0,0.015,2m,3.0,0.2,1.0,552.0,,,,,,,,2944.0,0.015,5m,2.0,0.6000000000000001,1.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
103,103,-0.21598508190500212,2025-06-21 19:51:58.494834,2025-06-21 19:52:01.044434,0 days 00:00:02.549600,,,,,,,,,,,,,,,3560.0,0.01,4m,1.0,0.4,0.5,944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3480.0,0.015,4m,2.6,0.0,2.0,160.0,5624.0,0.015,4m,2.2,0.8,2.0,496.0,6392,0.01,2m,2.6,0.2,0.5,304,1920.0,0.01,2m,2.8,0.8,1.5,704.0,,,,,,,,7760.0,0.015,2m,3.0,0.2,1.0,520.0,,,,,,,,3640.0,0.015,1m,2.6,0.6000000000000001,1.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,7,COMPLETE
104,104,0.03444559067025854,2025-06-21 19:52:01.091909,2025-06-21 19:52:02.887790,0 days 00:00:01.795881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.0,0.015,4m,2.6,0.0,2.0,80.0,5320.0,0.015,4m,2.4000000000000004,0.8,2.0,656.0,5712,0.01,2m,3.0,0.2,0.5,152,2776.0,0.01,2m,3.0,0.8,1.5,640.0,,,,,,,,7976.0,0.015,2m,2.8,0.4,1.0,440.0,,,,,,,,2104.0,0.015,5m,3.0,0.6000000000000001,1.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,6,COMPLETE
105,105,-0.8223957690863155,2025-06-21 19:52:02.950817,2025-06-21 19:52:06.001849,0 days 00:00:03.051032,,,,,,,,,,,,,,,1800.0,0.01,4m,1.2,0.4,0.5,504.0,3400.0,0.015,5m,1.0,0.0,1.5,352.0,,,,,,,,,,,,,,,,,,,,,,3320.0,0.015,4m,2.8,0.0,2.0,216.0,6088.0,0.015,4m,2.6,1.0,2.0,368.0,6592,0.02,2m,2.8,0.4,0.5,104,1704.0,0.01,2m,2.8,0.6000000000000001,1.5,744.0,,,,,,,,7184.0,0.015,3m,3.0,0.2,1.0,344.0,,,,,,,,2696.0,0.015,5m,1.0,0.6000000000000001,1.0,128.0,,,,,,,,5488.0,0.01,4m,2.2,0.2,0.5,656.0,,,,,,,,,,,,,,,,,,,,,,0.2,9,COMPLETE
106,106,1.0891950903583554,2025-06-21 19:52:06.049583,2025-06-21 19:52:12.213070,0 days 00:00:06.163487,7784.0,0.01,5m,2.0,0.4,1.0,64.0,3512.0,0.02,2m,1.6,0.4,1.5,304.0,5648.0,0.01,5m,1.0,0.8,0.5,864.0,4464.0,0.015,5m,1.4,0.4,1.5,408.0,5328.0,0.02,1m,2.2,0.4,0.5,816.0,1464.0,0.02,3m,3.0,1.0,2.0,968.0,5512.0,0.02,4m,1.8,0.8,1.5,632.0,2528.0,0.015,4m,2.2,0.0,2.0,112.0,2600.0,0.015,2m,2.2,1.0,2.0,408.0,8064,0.01,2m,3.0,0.4,0.5,64,1392.0,0.01,2m,3.0,0.8,1.5,776.0,1312.0,0.01,5m,2.6,0.4,1.5,344.0,7464.0,0.015,5m,2.2,0.2,1.0,656.0,6552.0,0.02,4m,1.0,0.0,2.0,200.0,3248.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.0,88.0,6912.0,0.01,5m,3.0,0.0,0.5,1000.0,6712.0,0.02,4m,2.8,0.8,0.5,352.0,7960.0,0.01,4m,1.0,1.0,2.0,968.0,7952.0,0.02,2m,1.0,0.8,2.0,136.0,5448.0,0.015,1m,1.2,0.6000000000000001,1.5,544.0,0.2,20,COMPLETE
107,107,-0.984393000457476,2025-06-21 19:52:12.291293,2025-06-21 19:52:19.143106,0 days 00:00:06.851813,8192.0,0.01,5m,2.0,0.4,1.0,72.0,3056.0,0.02,2m,1.6,0.4,1.5,312.0,5864.0,0.01,5m,1.0,0.2,0.5,856.0,4360.0,0.015,5m,1.4,0.4,1.5,248.0,5648.0,0.02,1m,2.2,0.4,0.5,824.0,1040.0,0.02,3m,3.0,1.0,2.0,832.0,5840.0,0.02,4m,1.6,0.8,1.5,664.0,2648.0,0.015,5m,2.2,0.0,2.0,112.0,5440.0,0.015,4m,2.0,1.0,2.0,256.0,8040,0.01,2m,3.0,0.2,0.5,64,1408.0,0.01,2m,2.8,0.8,1.5,792.0,1040.0,0.01,5m,2.4000000000000004,0.4,1.5,344.0,7488.0,0.015,5m,2.2,0.6000000000000001,1.0,632.0,6888.0,0.02,4m,1.0,0.0,2.0,88.0,2440.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.0,80.0,7136.0,0.01,5m,3.0,0.0,0.5,1016.0,6664.0,0.02,4m,2.8,0.8,0.5,320.0,8168.0,0.01,4m,1.0,1.0,2.0,992.0,8184.0,0.02,2m,1.2,1.0,2.0,88.0,5152.0,0.015,1m,1.2,0.6000000000000001,1.5,608.0,0.15000000000000002,20,COMPLETE
