,number,value,datetime_start,datetime_complete,duration,params_ADSK_BIIB_beta_win,params_ADSK_BIIB_stop_loss,params_ADSK_BIIB_trade_freq,params_ADSK_BIIB_z_entry,params_ADSK_BIIB_z_exit,params_ADSK_BIIB_z_stop_scaler,params_ADSK_BIIB_z_win,params_ADSK_LRCX_beta_win,params_ADSK_LRCX_stop_loss,params_ADSK_LRCX_trade_freq,params_ADSK_LRCX_z_entry,params_ADSK_LRCX_z_exit,params_ADSK_LRCX_z_stop_scaler,params_ADSK_LRCX_z_win,params_ALGN_NFLX_beta_win,params_ALGN_NFLX_stop_loss,params_ALGN_NFLX_trade_freq,params_ALGN_NFLX_z_entry,params_ALGN_NFLX_z_exit,params_ALGN_NFLX_z_stop_scaler,params_ALGN_NFLX_z_win,params_ALGN_ZS_beta_win,params_ALGN_ZS_stop_loss,params_ALGN_ZS_trade_freq,params_ALGN_ZS_z_entry,params_ALGN_ZS_z_exit,params_ALGN_ZS_z_stop_scaler,params_ALGN_ZS_z_win,params_AMD_NFLX_beta_win,params_AMD_NFLX_stop_loss,params_AMD_NFLX_trade_freq,params_AMD_NFLX_z_entry,params_AMD_NFLX_z_exit,params_AMD_NFLX_z_stop_scaler,params_AMD_NFLX_z_win,params_ASML_BIIB_beta_win,params_ASML_BIIB_stop_loss,params_ASML_BIIB_trade_freq,params_ASML_BIIB_z_entry,params_ASML_BIIB_z_exit,params_ASML_BIIB_z_stop_scaler,params_ASML_BIIB_z_win,params_ASML_CPRT_beta_win,params_ASML_CPRT_stop_loss,params_ASML_CPRT_trade_freq,params_ASML_CPRT_z_entry,params_ASML_CPRT_z_exit,params_ASML_CPRT_z_stop_scaler,params_ASML_CPRT_z_win,params_ASML_EBAY_beta_win,params_ASML_EBAY_stop_loss,params_ASML_EBAY_trade_freq,params_ASML_EBAY_z_entry,params_ASML_EBAY_z_exit,params_ASML_EBAY_z_stop_scaler,params_ASML_EBAY_z_win,params_ATVI_MRNA_beta_win,params_ATVI_MRNA_stop_loss,params_ATVI_MRNA_trade_freq,params_ATVI_MRNA_z_entry,params_ATVI_MRNA_z_exit,params_ATVI_MRNA_z_stop_scaler,params_ATVI_MRNA_z_win,params_ATVI_NTES_beta_win,params_ATVI_NTES_stop_loss,params_ATVI_NTES_trade_freq,params_ATVI_NTES_z_entry,params_ATVI_NTES_z_exit,params_ATVI_NTES_z_stop_scaler,params_ATVI_NTES_z_win,params_BIIB_CPRT_beta_win,params_BIIB_CPRT_stop_loss,params_BIIB_CPRT_trade_freq,params_BIIB_CPRT_z_entry,params_BIIB_CPRT_z_exit,params_BIIB_CPRT_z_stop_scaler,params_BIIB_CPRT_z_win,params_BIIB_EBAY_beta_win,params_BIIB_EBAY_stop_loss,params_BIIB_EBAY_trade_freq,params_BIIB_EBAY_z_entry,params_BIIB_EBAY_z_exit,params_BIIB_EBAY_z_stop_scaler,params_BIIB_EBAY_z_win,params_BIIB_FISV_beta_win,params_BIIB_FISV_stop_loss,params_BIIB_FISV_trade_freq,params_BIIB_FISV_z_entry,params_BIIB_FISV_z_exit,params_BIIB_FISV_z_stop_scaler,params_BIIB_FISV_z_win,params_BIIB_KLAC_beta_win,params_BIIB_KLAC_stop_loss,params_BIIB_KLAC_trade_freq,params_BIIB_KLAC_z_entry,params_BIIB_KLAC_z_exit,params_BIIB_KLAC_z_stop_scaler,params_BIIB_KLAC_z_win,params_CSCO_EBAY_beta_win,params_CSCO_EBAY_stop_loss,params_CSCO_EBAY_trade_freq,params_CSCO_EBAY_z_entry,params_CSCO_EBAY_z_exit,params_CSCO_EBAY_z_stop_scaler,params_CSCO_EBAY_z_win,params_DLTR_EA_beta_win,params_DLTR_EA_stop_loss,params_DLTR_EA_trade_freq,params_DLTR_EA_z_entry,params_DLTR_EA_z_exit,params_DLTR_EA_z_stop_scaler,params_DLTR_EA_z_win,params_EBAY_FISV_beta_win,params_EBAY_FISV_stop_loss,params_EBAY_FISV_trade_freq,params_EBAY_FISV_z_entry,params_EBAY_FISV_z_exit,params_EBAY_FISV_z_stop_scaler,params_EBAY_FISV_z_win,params_EBAY_MSFT_beta_win,params_EBAY_MSFT_stop_loss,params_EBAY_MSFT_trade_freq,params_EBAY_MSFT_z_entry,params_EBAY_MSFT_z_exit,params_EBAY_MSFT_z_stop_scaler,params_EBAY_MSFT_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_EXC_NTES_beta_win,params_EXC_NTES_stop_loss,params_EXC_NTES_trade_freq,params_EXC_NTES_z_entry,params_EXC_NTES_z_exit,params_EXC_NTES_z_stop_scaler,params_EXC_NTES_z_win,params_FAST_TXN_beta_win,params_FAST_TXN_stop_loss,params_FAST_TXN_trade_freq,params_FAST_TXN_z_entry,params_FAST_TXN_z_exit,params_FAST_TXN_z_stop_scaler,params_FAST_TXN_z_win,params_FB_MRNA_beta_win,params_FB_MRNA_stop_loss,params_FB_MRNA_trade_freq,params_FB_MRNA_z_entry,params_FB_MRNA_z_exit,params_FB_MRNA_z_stop_scaler,params_FB_MRNA_z_win,params_FB_NTES_beta_win,params_FB_NTES_stop_loss,params_FB_NTES_trade_freq,params_FB_NTES_z_entry,params_FB_NTES_z_exit,params_FB_NTES_z_stop_scaler,params_FB_NTES_z_win,params_FB_PYPL_beta_win,params_FB_PYPL_stop_loss,params_FB_PYPL_trade_freq,params_FB_PYPL_z_entry,params_FB_PYPL_z_exit,params_FB_PYPL_z_stop_scaler,params_FB_PYPL_z_win,params_FISV_HON_beta_win,params_FISV_HON_stop_loss,params_FISV_HON_trade_freq,params_FISV_HON_z_entry,params_FISV_HON_z_exit,params_FISV_HON_z_stop_scaler,params_FISV_HON_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_MCHP_CPRT_beta_win,params_MCHP_CPRT_stop_loss,params_MCHP_CPRT_trade_freq,params_MCHP_CPRT_z_entry,params_MCHP_CPRT_z_exit,params_MCHP_CPRT_z_stop_scaler,params_MCHP_CPRT_z_win,params_MRNA_NTES_beta_win,params_MRNA_NTES_stop_loss,params_MRNA_NTES_trade_freq,params_MRNA_NTES_z_entry,params_MRNA_NTES_z_exit,params_MRNA_NTES_z_stop_scaler,params_MRNA_NTES_z_win,params_MSFT_CPRT_beta_win,params_MSFT_CPRT_stop_loss,params_MSFT_CPRT_trade_freq,params_MSFT_CPRT_z_entry,params_MSFT_CPRT_z_exit,params_MSFT_CPRT_z_stop_scaler,params_MSFT_CPRT_z_win,params_MTCH_NFLX_beta_win,params_MTCH_NFLX_stop_loss,params_MTCH_NFLX_trade_freq,params_MTCH_NFLX_z_entry,params_MTCH_NFLX_z_exit,params_MTCH_NFLX_z_stop_scaler,params_MTCH_NFLX_z_win,params_MTCH_NTES_beta_win,params_MTCH_NTES_stop_loss,params_MTCH_NTES_trade_freq,params_MTCH_NTES_z_entry,params_MTCH_NTES_z_exit,params_MTCH_NTES_z_stop_scaler,params_MTCH_NTES_z_win,params_OKTA_ZS_beta_win,params_OKTA_ZS_stop_loss,params_OKTA_ZS_trade_freq,params_OKTA_ZS_z_entry,params_OKTA_ZS_z_exit,params_OKTA_ZS_z_stop_scaler,params_OKTA_ZS_z_win,params_PDD_NTES_beta_win,params_PDD_NTES_stop_loss,params_PDD_NTES_trade_freq,params_PDD_NTES_z_entry,params_PDD_NTES_z_exit,params_PDD_NTES_z_stop_scaler,params_PDD_NTES_z_win,params_PYPL_MRNA_beta_win,params_PYPL_MRNA_stop_loss,params_PYPL_MRNA_trade_freq,params_PYPL_MRNA_z_entry,params_PYPL_MRNA_z_exit,params_PYPL_MRNA_z_stop_scaler,params_PYPL_MRNA_z_win,params_PYPL_NTES_beta_win,params_PYPL_NTES_stop_loss,params_PYPL_NTES_trade_freq,params_PYPL_NTES_z_entry,params_PYPL_NTES_z_exit,params_PYPL_NTES_z_stop_scaler,params_PYPL_NTES_z_win,params_PYPL_ZM_beta_win,params_PYPL_ZM_stop_loss,params_PYPL_ZM_trade_freq,params_PYPL_ZM_z_entry,params_PYPL_ZM_z_exit,params_PYPL_ZM_z_stop_scaler,params_PYPL_ZM_z_win,params_ROST_MRNA_beta_win,params_ROST_MRNA_stop_loss,params_ROST_MRNA_trade_freq,params_ROST_MRNA_z_entry,params_ROST_MRNA_z_exit,params_ROST_MRNA_z_stop_scaler,params_ROST_MRNA_z_win,params_TEAM_ZS_beta_win,params_TEAM_ZS_stop_loss,params_TEAM_ZS_trade_freq,params_TEAM_ZS_z_entry,params_TEAM_ZS_z_exit,params_TEAM_ZS_z_stop_scaler,params_TEAM_ZS_z_win,params_ZM_NTES_beta_win,params_ZM_NTES_stop_loss,params_ZM_NTES_trade_freq,params_ZM_NTES_z_entry,params_ZM_NTES_z_exit,params_ZM_NTES_z_stop_scaler,params_ZM_NTES_z_win,params_buffer_capital,params_pairs_to_trade,state
55,55,-0.8224542814540075,2025-06-21 19:19:53.819571,2025-06-21 19:19:58.409291,0 days 00:00:04.589720,4272.0,0.02,5m,3.0,0.8,1.0,848.0,,,,,,,,,,,,,,,2936.0,0.015,4m,2.2,1.0,0.5,720.0,1104.0,0.01,5m,1.0,0.2,1.0,816.0,,,,,,,,3392,0.015,4m,1.8,0.0,1.5,96,,,,,,,,8120.0,0.015,3m,2.4000000000000004,0.4,0.5,856.0,,,,,,,,,,,,,,,,,,,,,,2184.0,0.02,2m,1.4,0.6000000000000001,2.0,128.0,,,,,,,,,,,,,,,7616.0,0.015,5m,1.8,0.0,2.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.0,0.015,3m,1.6,0.8,0.5,488.0,,,,,,,,,,,,,,,4320.0,0.015,5m,2.2,0.8,1.5,392.0,,,,,,,,,,,,,,,6656.0,0.02,2m,2.6,0.2,1.0,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2576.0,0.015,2m,2.4000000000000004,1.0,0.5,936.0,,,,,,,,,,,,,,,,,,,,,,5208,0.015,4m,1.6,0.2,2.0,584,,,,,,,,0.5,6,COMPLETE
56,56,0.6012706967550238,2025-06-21 19:19:58.477145,2025-06-21 19:20:22.460182,0 days 00:00:23.983037,4984.0,0.02,5m,2.8,0.8,1.0,976.0,3272.0,0.02,2m,1.4,1.0,1.0,336.0,2552.0,0.02,2m,2.2,0.0,1.0,72.0,3688.0,0.015,1m,2.4000000000000004,1.0,0.5,904.0,2240.0,0.01,5m,1.2,0.0,1.0,728.0,1088.0,0.02,4m,1.6,1.0,0.5,112.0,2472,0.015,4m,1.4,0.0,1.5,120,6624.0,0.015,5m,2.4000000000000004,1.0,1.0,384.0,7744.0,0.015,3m,2.0,0.2,1.0,824.0,,,,,,,,1024.0,0.01,1m,3.0,1.0,0.5,504.0,4152.0,0.01,4m,2.2,0.6000000000000001,1.0,288.0,2440.0,0.02,2m,1.4,1.0,2.0,136.0,6064.0,0.015,3m,2.2,0.2,0.5,1008.0,,,,,,,,6552.0,0.015,5m,2.0,0.0,2.0,224.0,1952.0,0.02,3m,3.0,0.4,0.5,536.0,4632.0,0.015,3m,2.8,0.6000000000000001,1.0,472.0,3016.0,0.02,2m,3.0,1.0,2.0,936.0,8168.0,0.01,1m,1.0,1.0,0.5,112.0,1072.0,0.015,3m,1.6,0.8,0.5,592.0,6280.0,0.015,2m,3.0,0.8,2.0,440.0,2424.0,0.015,4m,1.8,0.4,1.0,552.0,4936.0,0.015,5m,2.0,0.6000000000000001,1.5,280.0,7616.0,0.01,5m,3.0,1.0,2.0,112.0,,,,,,,,7784.0,0.02,2m,2.6,0.0,1.0,304.0,5032.0,0.02,4m,3.0,0.0,2.0,928.0,,,,,,,,,,,,,,,1296.0,0.02,2m,3.0,0.0,2.0,976.0,1056.0,0.01,3m,3.0,1.0,2.0,72.0,3448.0,0.01,1m,2.2,0.4,0.5,824.0,1832.0,0.01,3m,1.0,1.0,0.5,64.0,2024.0,0.015,2m,2.6,1.0,0.5,840.0,6176.0,0.01,5m,1.6,1.0,1.5,816.0,,,,,,,,2328.0,0.01,4m,2.0,0.6000000000000001,1.5,448.0,5392,0.015,2m,1.8,0.0,2.0,472,2120.0,0.015,3m,1.6,0.2,2.0,904.0,0.5,17,COMPLETE
57,57,0.5188743335967242,2025-06-21 19:20:22.593866,2025-06-21 19:20:29.440484,0 days 00:00:06.846618,5792.0,0.02,5m,2.8,1.0,1.0,944.0,,,,,,,,,,,,,,,3208.0,0.015,3m,2.4000000000000004,1.0,0.5,680.0,1616.0,0.01,5m,1.0,0.0,1.0,920.0,,,,,,,,4392,0.02,4m,2.2,0.0,1.5,64,,,,,,,,8120.0,0.015,3m,2.6,0.4,1.0,968.0,,,,,,,,,,,,,,,5544.0,0.015,5m,1.4,0.2,0.5,496.0,3616.0,0.02,2m,1.4,0.8,2.0,144.0,,,,,,,,,,,,,,,7744.0,0.015,5m,1.4,0.0,2.0,280.0,,,,,,,,6104.0,0.01,5m,2.0,0.8,2.0,848.0,,,,,,,,,,,,,,,2080.0,0.02,1m,1.4,0.8,0.5,488.0,,,,,,,,5384.0,0.015,5m,2.8,0.2,2.0,472.0,4536.0,0.015,5m,2.0,0.6000000000000001,2.0,448.0,,,,,,,,,,,,,,,6816.0,0.02,2m,2.8,0.0,1.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3208.0,0.015,2m,2.6,1.0,0.5,912.0,,,,,,,,,,,,,,,6200.0,0.015,1m,1.6,0.2,2.0,624.0,5800,0.015,4m,2.2,0.2,2.0,560,,,,,,,,0.5,8,COMPLETE
58,58,-0.4571012994324674,2025-06-21 19:20:29.557836,2025-06-21 19:20:35.695793,0 days 00:00:06.137957,4464.0,0.02,5m,3.0,0.8,1.0,832.0,,,,,,,,,,,,,,,4136.0,0.015,4m,2.2,0.6000000000000001,0.5,752.0,1456.0,0.01,5m,1.4,0.2,1.0,864.0,,,,,,,,7712,0.015,4m,2.0,0.0,1.5,232,,,,,,,,7520.0,0.015,3m,2.2,0.4,1.0,784.0,,,,,,,,,,,,,,,,,,,,,,2968.0,0.02,2m,1.2,0.8,2.0,264.0,,,,,,,,,,,,,,,6912.0,0.015,5m,1.8,0.0,2.0,344.0,,,,,,,,4688.0,0.015,4m,2.8,0.2,1.0,936.0,,,,,,,,,,,,,,,1432.0,0.015,3m,1.8,0.6000000000000001,0.5,432.0,,,,,,,,1872.0,0.02,1m,1.2,1.0,1.0,992.0,5712.0,0.015,1m,1.6,0.8,1.5,344.0,,,,,,,,,,,,,,,7840.0,0.02,2m,3.0,0.2,1.0,464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2152.0,0.015,2m,2.4000000000000004,0.6000000000000001,0.5,968.0,,,,,,,,,,,,,,,,,,,,,,4952,0.015,1m,1.6,0.2,2.0,424,,,,,,,,0.5,7,COMPLETE
59,59,0.3847060940517763,2025-06-21 19:20:35.808110,2025-06-21 19:20:44.401483,0 days 00:00:08.593373,3752.0,0.02,5m,2.8,0.8,1.0,1016.0,,,,,,,,,,,,,,,2680.0,0.01,2m,2.6,0.8,0.5,824.0,2312.0,0.01,5m,1.6,0.0,0.5,960.0,,,,,,,,3640,0.015,1m,1.4,0.0,1.5,600,,,,,,,,7168.0,0.02,5m,2.4000000000000004,0.2,1.0,832.0,,,,,,,,,,,,,,,6936.0,0.01,2m,1.8,0.8,2.0,896.0,3288.0,0.02,2m,1.8,1.0,2.0,192.0,1064.0,0.015,2m,2.6,0.6000000000000001,1.0,520.0,,,,,,,,7704.0,0.015,3m,2.0,0.0,2.0,216.0,3992.0,0.015,5m,2.4000000000000004,1.0,2.0,824.0,6992.0,0.01,4m,2.2,0.0,0.5,208.0,,,,,,,,,,,,,,,1384.0,0.02,3m,1.6,0.8,0.5,552.0,,,,,,,,6624.0,0.02,1m,2.4000000000000004,0.8,0.5,592.0,4888.0,0.015,2m,2.2,0.6000000000000001,1.5,392.0,,,,,,,,,,,,,,,7152.0,0.02,2m,2.6,0.0,1.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7104.0,0.015,3m,1.8,1.0,2.0,272.0,,,,,,,,4400.0,0.015,2m,2.8,1.0,0.5,776.0,,,,,,,,,,,,,,,4016.0,0.01,2m,2.2,0.8,0.5,584.0,5920,0.015,4m,2.0,0.0,2.0,472,2904.0,0.015,1m,2.2,0.2,1.5,280.0,0.45,10,COMPLETE
60,60,-1.2710920322741839,2025-06-21 19:20:44.500850,2025-06-21 19:20:49.590765,0 days 00:00:05.089915,5480.0,0.02,5m,2.6,0.6000000000000001,1.0,904.0,,,,,,,,,,,,,,,3440.0,0.015,5m,2.0,1.0,0.5,704.0,1120.0,0.01,5m,1.2,0.0,0.5,712.0,,,,,,,,3008,0.015,4m,1.8,0.2,1.0,144,,,,,,,,8008.0,0.015,3m,1.8,0.4,0.5,864.0,,,,,,,,,,,,,,,,,,,,,,2488.0,0.01,2m,1.2,0.6000000000000001,2.0,104.0,,,,,,,,,,,,,,,7248.0,0.015,5m,1.6,0.2,2.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032.0,0.015,5m,1.2,1.0,0.5,672.0,,,,,,,,,,,,,,,4072.0,0.015,3m,1.8,0.6000000000000001,2.0,224.0,,,,,,,,,,,,,,,5392.0,0.02,2m,2.2,0.2,1.0,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688.0,0.02,4m,2.0,0.8,0.5,872.0,,,,,,,,,,,,,,,,,,,,,,4472,0.01,4m,1.8,0.0,1.5,616,,,,,,,,0.45,6,COMPLETE
61,61,0.6528507278377398,2025-06-21 19:20:49.686918,2025-06-21 19:20:53.228299,0 days 00:00:03.541381,4632.0,0.02,5m,2.8,1.0,1.0,856.0,,,,,,,,,,,,,,,2432.0,0.015,4m,2.2,0.8,0.5,552.0,,,,,,,,,,,,,,,2000,0.015,4m,2.4000000000000004,0.2,1.5,256,,,,,,,,7800.0,0.015,2m,2.6,0.8,1.0,696.0,,,,,,,,,,,,,,,,,,,,,,1824.0,0.02,2m,1.6,0.8,2.0,176.0,,,,,,,,,,,,,,,7208.0,0.015,5m,1.8,0.0,2.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4552.0,0.015,5m,2.2,0.6000000000000001,1.5,488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5512,0.015,4m,1.8,1.0,0.5,264,,,,,,,,0.5,4,COMPLETE
62,62,0.09128085743140658,2025-06-21 19:20:53.326469,2025-06-21 19:20:57.590349,0 days 00:00:04.263880,6200.0,0.02,5m,2.2,0.6000000000000001,1.0,880.0,,,,,,,,,,,,,,,1040.0,0.015,4m,2.4000000000000004,0.8,0.5,640.0,,,,,,,,,,,,,,,5008,0.015,4m,1.6,0.2,2.0,200,,,,,,,,8184.0,0.015,2m,2.8,0.8,1.0,640.0,,,,,,,,,,,,,,,,,,,,,,2136.0,0.02,2m,1.4,0.8,2.0,256.0,,,,,,,,,,,,,,,7896.0,0.015,5m,1.8,0.0,2.0,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2536.0,0.015,3m,2.0,0.8,0.5,528.0,,,,,,,,,,,,,,,4264.0,0.015,5m,2.0,0.4,1.5,568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1968.0,0.015,2m,2.4000000000000004,0.8,0.5,600.0,,,,,,,,,,,,,,,,,,,,,,6424,0.015,4m,2.0,0.4,2.0,328,,,,,,,,0.45,5,COMPLETE
63,63,0.17061179488619957,2025-06-21 19:20:57.671084,2025-06-21 19:21:02.558008,0 days 00:00:04.886924,4112.0,0.02,4m,2.6,0.8,1.0,968.0,,,,,,,,,,,,,,,2896.0,0.015,4m,2.0,0.6000000000000001,0.5,512.0,2224.0,0.01,5m,1.0,0.2,1.0,592.0,,,,,,,,1584,0.015,4m,2.2,0.0,1.0,160,,,,,,,,7728.0,0.015,2m,2.4000000000000004,1.0,1.0,784.0,,,,,,,,,,,,,,,,,,,,,,1712.0,0.02,2m,1.4,0.6000000000000001,2.0,704.0,,,,,,,,,,,,,,,7424.0,0.015,5m,2.0,0.0,2.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,0.015,3m,1.8,0.8,1.0,560.0,,,,,,,,,,,,,,,3864.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,424.0,,,,,,,,,,,,,,,7512.0,0.02,2m,2.8,0.0,1.0,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1392.0,0.015,2m,2.2,0.8,0.5,696.0,,,,,,,,,,,,,,,,,,,,,,5016,0.015,4m,1.8,0.6000000000000001,0.5,376,,,,,,,,0.5,6,COMPLETE
64,64,0.4880986481152425,2025-06-21 19:21:02.640006,2025-06-21 19:21:05.611047,0 days 00:00:02.971041,3752.0,0.02,1m,3.0,1.0,1.0,808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2832,0.015,2m,2.0,0.2,1.5,376,,,,,,,,7360.0,0.015,2m,2.6,0.4,1.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728.0,0.015,5m,1.6,0.0,2.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3496.0,0.015,5m,2.8,0.6000000000000001,1.5,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5992,0.015,4m,1.6,1.0,2.0,296,,,,,,,,0.4,3,COMPLETE
65,65,0.725683270227807,2025-06-21 19:21:05.712627,2025-06-21 19:21:12.976803,0 days 00:00:07.264176,4840.0,0.02,5m,2.8,0.8,1.0,712.0,,,,,,,,,,,,,,,2480.0,0.015,4m,2.2,0.8,1.0,584.0,3232.0,0.01,5m,1.4,0.0,0.5,752.0,,,,,,,,2512,0.015,3m,2.2,0.0,1.0,96,,,,,,,,7896.0,0.015,1m,3.0,0.6000000000000001,1.0,760.0,,,,,,,,,,,,,,,2592.0,0.02,2m,1.2,0.4,1.0,152.0,1072.0,0.02,2m,1.8,0.8,2.0,64.0,,,,,,,,,,,,,,,8152.0,0.015,2m,1.8,0.0,2.0,312.0,,,,,,,,8048.0,0.015,1m,1.8,0.6000000000000001,1.5,432.0,,,,,,,,,,,,,,,1488.0,0.015,4m,2.0,0.8,0.5,448.0,,,,,,,,3232.0,0.015,2m,2.6,0.4,1.5,704.0,4872.0,0.015,5m,2.0,0.8,1.5,480.0,,,,,,,,,,,,,,,8144.0,0.02,2m,2.4000000000000004,0.2,1.5,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.0,0.015,2m,2.6,0.6000000000000001,0.5,816.0,,,,,,,,,,,,,,,2728.0,0.02,2m,2.8,0.4,1.5,200.0,5672,0.015,4m,2.2,0.2,1.5,392,,,,,,,,0.45,8,COMPLETE
66,66,-0.6047076907382777,2025-06-21 19:21:13.075866,2025-06-21 19:21:19.191975,0 days 00:00:06.116109,4392.0,0.02,5m,2.0,0.8,0.5,928.0,,,,,,,,,,,,,,,2128.0,0.015,4m,2.8,0.8,0.5,928.0,1328.0,0.015,2m,1.8,0.2,1.0,976.0,,,,,,,,1336,0.015,4m,1.8,0.2,1.5,176,,,,,,,,6992.0,0.015,2m,2.8,0.8,1.5,808.0,,,,,,,,,,,,,,,,,,,,,,3888.0,0.015,1m,2.0,0.8,2.0,288.0,,,,,,,,,,,,,,,7056.0,0.015,1m,1.6,0.2,2.0,160.0,,,,,,,,5272.0,0.01,4m,3.0,0.6000000000000001,1.5,800.0,,,,,,,,,,,,,,,1024.0,0.015,3m,1.6,0.6000000000000001,1.0,496.0,,,,,,,,2872.0,0.015,1m,3.0,0.8,2.0,312.0,3080.0,0.015,5m,2.4000000000000004,0.6000000000000001,1.5,552.0,,,,,,,,,,,,,,,6280.0,0.02,2m,3.0,0.4,1.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3856.0,0.015,5m,2.8,1.0,1.0,776.0,,,,,,,,,,,,,,,,,,,,,,4720,0.015,4m,1.8,1.0,0.5,448,,,,,,,,0.5,7,COMPLETE
67,67,-2.1213039487080354,2025-06-21 19:21:19.301394,2025-06-21 19:21:29.078747,0 days 00:00:09.777353,5072.0,0.015,2m,2.6,0.6000000000000001,1.0,864.0,,,,,,,,,,,,,,,3056.0,0.015,4m,2.0,1.0,1.0,656.0,,,,,,,,,,,,,,,2040,0.015,1m,2.4000000000000004,0.0,1.5,256,,,,,,,,7600.0,0.015,2m,2.0,0.8,1.0,1016.0,,,,,,,,,,,,,,,,,,,,,,2944.0,0.02,3m,1.0,1.0,1.5,648.0,,,,,,,,,,,,,,,2144.0,0.015,5m,2.2,0.2,1.5,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3608.0,0.015,3m,1.4,1.0,0.5,224.0,,,,,,,,,,,,,,,5928.0,0.02,1m,1.6,0.4,1.0,368.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2392.0,0.015,3m,2.0,0.8,0.5,992.0,,,,,,,,,,,,,,,,,,,,,,5248,0.015,2m,2.0,0.4,1.0,512,,,,,,,,0.45,5,COMPLETE
68,68,0.37496978510993073,2025-06-21 19:21:29.230991,2025-06-21 19:21:34.639320,0 days 00:00:05.408329,7632.0,0.02,5m,3.0,0.8,1.0,912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5640,0.015,4m,1.8,0.0,1.0,120,,,,,,,,7920.0,0.015,2m,2.6,0.6000000000000001,1.0,920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6288.0,0.02,3m,2.0,0.0,1.5,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3808.0,0.015,2m,1.2,0.6000000000000001,1.5,440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4272,0.015,4m,1.8,0.6000000000000001,0.5,664,,,,,,,,0.4,3,COMPLETE
