,number,value,datetime_start,datetime_complete,duration,params_ABNB_EBAY_beta_win,params_ABNB_EBAY_stop_loss,params_ABNB_EBAY_trade_freq,params_ABNB_EBAY_z_entry,params_ABNB_EBAY_z_exit,params_ABNB_EBAY_z_stop_scaler,params_ABNB_EBAY_z_win,params_ADSK_PCAR_beta_win,params_ADSK_PCAR_stop_loss,params_ADSK_PCAR_trade_freq,params_ADSK_PCAR_z_entry,params_ADSK_PCAR_z_exit,params_ADSK_PCAR_z_stop_scaler,params_ADSK_PCAR_z_win,params_ALGN_IDXX_beta_win,params_ALGN_IDXX_stop_loss,params_ALGN_IDXX_trade_freq,params_ALGN_IDXX_z_entry,params_ALGN_IDXX_z_exit,params_ALGN_IDXX_z_stop_scaler,params_ALGN_IDXX_z_win,params_ALGN_ISRG_beta_win,params_ALGN_ISRG_stop_loss,params_ALGN_ISRG_trade_freq,params_ALGN_ISRG_z_entry,params_ALGN_ISRG_z_exit,params_ALGN_ISRG_z_stop_scaler,params_ALGN_ISRG_z_win,params_AMD_LRCX_beta_win,params_AMD_LRCX_stop_loss,params_AMD_LRCX_trade_freq,params_AMD_LRCX_z_entry,params_AMD_LRCX_z_exit,params_AMD_LRCX_z_stop_scaler,params_AMD_LRCX_z_win,params_BIDU_ZM_beta_win,params_BIDU_ZM_stop_loss,params_BIDU_ZM_trade_freq,params_BIDU_ZM_z_entry,params_BIDU_ZM_z_exit,params_BIDU_ZM_z_stop_scaler,params_BIDU_ZM_z_win,params_CSCO_WDAY_beta_win,params_CSCO_WDAY_stop_loss,params_CSCO_WDAY_trade_freq,params_CSCO_WDAY_z_entry,params_CSCO_WDAY_z_exit,params_CSCO_WDAY_z_stop_scaler,params_CSCO_WDAY_z_win,params_DDOG_GOOGL_beta_win,params_DDOG_GOOGL_stop_loss,params_DDOG_GOOGL_trade_freq,params_DDOG_GOOGL_z_entry,params_DDOG_GOOGL_z_exit,params_DDOG_GOOGL_z_stop_scaler,params_DDOG_GOOGL_z_win,params_DDOG_GOOG_beta_win,params_DDOG_GOOG_stop_loss,params_DDOG_GOOG_trade_freq,params_DDOG_GOOG_z_entry,params_DDOG_GOOG_z_exit,params_DDOG_GOOG_z_stop_scaler,params_DDOG_GOOG_z_win,params_DDOG_ZS_beta_win,params_DDOG_ZS_stop_loss,params_DDOG_ZS_trade_freq,params_DDOG_ZS_z_entry,params_DDOG_ZS_z_exit,params_DDOG_ZS_z_stop_scaler,params_DDOG_ZS_z_win,params_EBAY_ISRG_beta_win,params_EBAY_ISRG_stop_loss,params_EBAY_ISRG_trade_freq,params_EBAY_ISRG_z_entry,params_EBAY_ISRG_z_exit,params_EBAY_ISRG_z_stop_scaler,params_EBAY_ISRG_z_win,params_EBAY_SPLK_beta_win,params_EBAY_SPLK_stop_loss,params_EBAY_SPLK_trade_freq,params_EBAY_SPLK_z_entry,params_EBAY_SPLK_z_exit,params_EBAY_SPLK_z_stop_scaler,params_EBAY_SPLK_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_EBAY_WDAY_beta_win,params_EBAY_WDAY_stop_loss,params_EBAY_WDAY_trade_freq,params_EBAY_WDAY_z_entry,params_EBAY_WDAY_z_exit,params_EBAY_WDAY_z_stop_scaler,params_EBAY_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ISRG_SWKS_beta_win,params_ISRG_SWKS_stop_loss,params_ISRG_SWKS_trade_freq,params_ISRG_SWKS_z_entry,params_ISRG_SWKS_z_exit,params_ISRG_SWKS_z_stop_scaler,params_ISRG_SWKS_z_win,params_MELI_MSFT_beta_win,params_MELI_MSFT_stop_loss,params_MELI_MSFT_trade_freq,params_MELI_MSFT_z_entry,params_MELI_MSFT_z_exit,params_MELI_MSFT_z_stop_scaler,params_MELI_MSFT_z_win,params_MNST_WBA_beta_win,params_MNST_WBA_stop_loss,params_MNST_WBA_trade_freq,params_MNST_WBA_z_entry,params_MNST_WBA_z_exit,params_MNST_WBA_z_stop_scaler,params_MNST_WBA_z_win,params_MSFT_PYPL_beta_win,params_MSFT_PYPL_stop_loss,params_MSFT_PYPL_trade_freq,params_MSFT_PYPL_z_entry,params_MSFT_PYPL_z_exit,params_MSFT_PYPL_z_stop_scaler,params_MSFT_PYPL_z_win,params_TSLA_VRSK_beta_win,params_TSLA_VRSK_stop_loss,params_TSLA_VRSK_trade_freq,params_TSLA_VRSK_z_entry,params_TSLA_VRSK_z_exit,params_TSLA_VRSK_z_stop_scaler,params_TSLA_VRSK_z_win,params_buffer_capital,params_pairs_to_trade,state
77,77,1.3019781440971574,2025-06-21 19:21:40.572581,2025-06-21 19:21:44.424032,0 days 00:00:03.851451,5576.0,0.02,1m,2.0,0.2,2.0,128.0,,,,,,,,7448.0,0.015,3m,2.2,0.2,2.0,888.0,2752.0,0.015,5m,2.2,0.4,1.0,704.0,3624.0,0.02,3m,2.8,0.6000000000000001,2.0,896.0,6416.0,0.01,5m,1.4,0.0,1.0,392.0,5032.0,0.015,1m,2.0,1.0,1.0,1016.0,,,,,,,,,,,,,,,4432.0,0.01,4m,1.8,0.0,1.5,552.0,,,,,,,,3152.0,0.015,2m,2.8,0.8,1.5,512.0,,,,,,,,,,,,,,,5216.0,0.01,3m,1.8,0.2,1.5,416.0,,,,,,,,,,,,,,,2800,0.01,2m,1.4,0.2,1.5,424,,,,,,,,,,,,,,,0.05,10,COMPLETE
78,78,-0.027982830404455677,2025-06-21 19:21:44.535594,2025-06-21 19:21:47.543585,0 days 00:00:03.007991,4024.0,0.02,1m,1.8,0.6000000000000001,2.0,64.0,,,,,,,,,,,,,,,5792.0,0.02,4m,1.8,0.0,2.0,240.0,,,,,,,,,,,,,,,5904.0,0.02,3m,1.2,0.4,1.0,832.0,,,,,,,,,,,,,,,1536.0,0.02,2m,2.8,0.2,2.0,216.0,,,,,,,,2208.0,0.015,2m,1.0,0.2,1.0,608.0,,,,,,,,,,,,,,,4856.0,0.015,5m,2.4000000000000004,0.4,1.5,472.0,,,,,,,,,,,,,,,2280,0.01,1m,3.0,1.0,1.5,912,,,,,,,,,,,,,,,0.4,7,COMPLETE
79,79,2.7526943005044484,2025-06-21 19:21:47.629105,2025-06-21 19:21:50.784711,0 days 00:00:03.155606,4880.0,0.015,2m,2.2,0.2,2.0,752.0,,,,,,,,,,,,,,,3992.0,0.01,5m,2.0,0.4,1.5,400.0,5136.0,0.015,1m,2.6,0.0,1.5,400.0,,,,,,,,7856.0,0.015,3m,1.4,1.0,0.5,928.0,,,,,,,,,,,,,,,3664.0,0.01,2m,1.2,0.0,2.0,80.0,,,,,,,,2752.0,0.02,1m,2.6,0.8,2.0,840.0,,,,,,,,,,,,,,,2072.0,0.01,5m,1.2,0.6000000000000001,1.0,168.0,,,,,,,,,,,,,,,6624,0.01,5m,1.0,0.4,1.5,768,,,,,,,,,,,,,,,0.2,8,COMPLETE
80,80,-2.459529198081757,2025-06-21 19:21:50.868042,2025-06-21 19:21:54.418017,0 days 00:00:03.549975,2976.0,0.015,2m,2.2,0.0,2.0,936.0,,,,,,,,8080.0,0.02,2m,2.4000000000000004,0.8,0.5,488.0,4040.0,0.01,4m,2.0,0.4,1.5,768.0,4688.0,0.015,1m,2.6,0.0,1.5,384.0,,,,,,,,7952.0,0.015,3m,1.4,1.0,0.5,912.0,,,,,,,,,,,,,,,1248.0,0.01,2m,1.0,0.0,2.0,64.0,,,,,,,,1728.0,0.02,1m,2.2,0.8,2.0,840.0,,,,,,,,,,,,,,,2080.0,0.01,5m,1.2,0.6000000000000001,1.0,144.0,,,,,,,,,,,,,,,6728,0.02,5m,1.2,0.4,1.5,1024,,,,,,,,,,,,,,,0.2,9,COMPLETE
81,81,1.5133735930684769,2025-06-21 19:21:54.508027,2025-06-21 19:21:57.812596,0 days 00:00:03.304569,4800.0,0.015,2m,2.2,0.2,2.0,816.0,,,,,,,,,,,,,,,3128.0,0.01,5m,2.0,0.4,1.5,536.0,6376.0,0.015,1m,2.4000000000000004,0.0,1.5,496.0,,,,,,,,7200.0,0.015,3m,1.4,1.0,0.5,984.0,,,,,,,,,,,,,,,3600.0,0.01,2m,1.2,0.0,2.0,104.0,,,,,,,,2664.0,0.02,1m,2.6,0.8,2.0,776.0,,,,,,,,,,,,,,,1920.0,0.01,5m,1.0,0.6000000000000001,1.0,192.0,,,,,,,,,,,,,,,6336,0.01,5m,1.0,0.4,1.5,768,,,,,,,,,,,,,,,0.25,8,COMPLETE
82,82,1.3905514153038943,2025-06-21 19:21:57.897109,2025-06-21 19:22:00.850531,0 days 00:00:02.953422,4408.0,0.015,2m,2.2,0.2,2.0,808.0,,,,,,,,,,,,,,,3760.0,0.01,5m,2.4000000000000004,0.4,1.0,392.0,,,,,,,,,,,,,,,7528.0,0.015,3m,1.4,1.0,0.5,936.0,,,,,,,,,,,,,,,4160.0,0.01,2m,1.4,0.0,2.0,168.0,,,,,,,,2984.0,0.02,1m,2.8,0.6000000000000001,2.0,656.0,,,,,,,,,,,,,,,1544.0,0.01,5m,1.2,0.6000000000000001,1.0,160.0,,,,,,,,,,,,,,,6560,0.01,5m,2.0,0.4,1.5,840,,,,,,,,,,,,,,,0.2,7,COMPLETE
83,83,-1.8561346810125476,2025-06-21 19:22:00.932050,2025-06-21 19:22:03.103640,0 days 00:00:02.171590,2368.0,0.015,2m,2.0,0.2,2.0,752.0,,,,,,,,,,,,,,,4456.0,0.01,5m,2.0,0.2,1.5,472.0,,,,,,,,,,,,,,,3680.0,0.015,3m,1.6,1.0,1.5,864.0,,,,,,,,,,,,,,,1800.0,0.01,2m,1.0,0.0,2.0,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2544.0,0.01,5m,1.0,0.6000000000000001,0.5,560.0,,,,,,,,,,,,,,,5984,0.01,5m,2.8,0.2,1.5,720,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
84,84,0.6590093487977459,2025-06-21 19:22:03.202310,2025-06-21 19:22:08.239470,0 days 00:00:05.037160,6008.0,0.015,1m,2.4000000000000004,0.4,2.0,624.0,,,,,,,,6296.0,0.01,4m,1.4,0.4,1.5,768.0,5360.0,0.02,5m,1.6,0.4,2.0,288.0,4936.0,0.015,1m,2.6,0.2,1.5,408.0,2920.0,0.015,4m,2.4000000000000004,0.6000000000000001,1.5,784.0,7856.0,0.015,3m,1.2,0.2,0.5,768.0,,,,,,,,,,,,,,,3936.0,0.01,4m,1.2,0.0,2.0,80.0,,,,,,,,3752.0,0.02,1m,2.4000000000000004,0.8,2.0,904.0,6016.0,0.015,4m,2.4000000000000004,0.0,1.5,288.0,,,,,,,,1072.0,0.01,5m,1.0,0.6000000000000001,1.0,88.0,,,,,,,,7088.0,0.015,3m,1.0,1.0,1.0,224.0,6928,0.01,3m,1.0,0.6000000000000001,1.5,752,,,,,,,,,,,,,,,0.2,12,COMPLETE
85,85,0.5348527425915192,2025-06-21 19:22:08.334224,2025-06-21 19:22:10.134192,0 days 00:00:01.799968,4536.0,0.02,3m,2.4000000000000004,0.2,1.5,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4720.0,0.015,5m,1.0,0.6000000000000001,1.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2272.0,0.01,5m,1.4,0.4,1.5,80.0,,,,,,,,,,,,,,,7080,0.01,5m,2.6,1.0,1.5,696,,,,,,,,,,,,,,,0.25,4,COMPLETE
86,86,-1.0820438329025042,2025-06-21 19:22:10.216753,2025-06-21 19:22:12.638034,0 days 00:00:02.421281,5120.0,0.02,4m,2.2,1.0,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4488.0,0.015,3m,1.2,1.0,1.5,888.0,,,,,,,,,,,,,,,3216.0,0.01,2m,1.6,0.0,1.5,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3176.0,0.01,1m,1.2,0.6000000000000001,1.5,64.0,,,,,,,,,,,,,,,5672,0.01,5m,2.8,0.4,1.5,632,,,,,,,,,,,,,,,0.45,5,COMPLETE
87,87,-0.8986505683322067,2025-06-21 19:22:12.724669,2025-06-21 19:22:16.529365,0 days 00:00:03.804696,4944.0,0.01,1m,3.0,0.2,2.0,368.0,,,,,,,,4736.0,0.015,3m,1.8,0.2,2.0,632.0,3424.0,0.015,5m,2.2,0.2,2.0,512.0,5880.0,0.015,1m,2.2,0.0,2.0,312.0,,,,,,,,6832.0,0.015,2m,2.6,0.8,1.0,920.0,,,,,,,,,,,,,,,2696.0,0.015,2m,1.4,0.6000000000000001,2.0,112.0,,,,,,,,4360.0,0.02,2m,2.6,0.6000000000000001,1.5,808.0,,,,,,,,,,,,,,,4272.0,0.015,4m,1.0,0.4,1.0,640.0,,,,,,,,,,,,,,,4744,0.015,5m,2.4000000000000004,1.0,1.5,472,,,,,,,,,,,,,,,0.05,9,COMPLETE
88,88,0.7822034931591301,2025-06-21 19:22:16.600042,2025-06-21 19:22:21.209233,0 days 00:00:04.609191,3328.0,0.015,2m,1.6,0.4,0.5,288.0,,,,,,,,4160.0,0.01,5m,1.2,0.6000000000000001,1.5,696.0,5792.0,0.015,1m,1.2,0.6000000000000001,1.5,416.0,5408.0,0.015,3m,2.8,0.4,1.5,632.0,5552.0,0.01,5m,1.0,1.0,1.0,488.0,2744.0,0.015,3m,1.0,0.2,1.0,840.0,,,,,,,,,,,,,,,7848.0,0.01,1m,1.2,0.0,2.0,288.0,,,,,,,,2168.0,0.015,5m,2.8,1.0,2.0,944.0,7544.0,0.01,2m,2.6,0.2,1.5,456.0,,,,,,,,3832.0,0.01,5m,1.2,0.8,1.5,216.0,,,,,,,,,,,,,,,7384,0.01,5m,3.0,1.0,1.5,512,,,,,,,,,,,,,,,0.35000000000000003,11,COMPLETE
89,89,1.1018747874278858,2025-06-21 19:22:21.286092,2025-06-21 19:22:24.883321,0 days 00:00:03.597229,1800.0,0.02,1m,2.2,0.2,1.0,120.0,,,,,,,,,,,,,,,4912.0,0.015,2m,1.4,0.4,2.0,600.0,6224.0,0.02,1m,2.4000000000000004,0.2,1.0,464.0,,,,,,,,6336.0,0.015,4m,1.4,0.0,2.0,632.0,,,,,,,,,,,,,,,3600.0,0.01,2m,1.6,0.2,1.5,184.0,,,,,,,,3296.0,0.01,2m,1.2,0.8,1.5,880.0,,,,,,,,,,,,,,,1400.0,0.01,5m,1.0,0.2,2.0,280.0,,,,,,,,,,,,,,,4280,0.01,5m,1.6,0.8,2.0,560,,,,,,,,,,,,,,,0.15000000000000002,8,COMPLETE
90,90,0.34866394154075275,2025-06-21 19:22:24.960467,2025-06-21 19:22:27.966476,0 days 00:00:03.006009,2672.0,0.02,5m,2.0,0.0,2.0,240.0,,,,,,,,,,,,,,,4584.0,0.015,5m,3.0,1.0,0.5,832.0,,,,,,,,,,,,,,,7248.0,0.015,3m,2.2,1.0,0.5,800.0,,,,,,,,,,,,,,,2232.0,0.015,3m,1.4,0.0,1.5,520.0,,,,,,,,1896.0,0.015,1m,3.0,0.2,2.0,720.0,,,,,,,,,,,,,,,6576.0,0.02,2m,1.4,0.6000000000000001,1.5,328.0,,,,,,,,,,,,,,,6160,0.01,4m,2.8,0.4,1.5,216,,,,,,,,,,,,,,,0.1,7,COMPLETE
91,91,1.3100714875328365,2025-06-21 19:22:28.052994,2025-06-21 19:22:31.594817,0 days 00:00:03.541823,4704.0,0.015,2m,2.2,0.2,2.0,856.0,,,,,,,,,,,,,,,2864.0,0.01,5m,2.0,0.4,1.5,520.0,6392.0,0.015,1m,2.4000000000000004,0.0,1.5,560.0,,,,,,,,6992.0,0.015,3m,1.4,1.0,0.5,976.0,,,,,,,,,,,,,,,3520.0,0.01,2m,1.2,0.0,2.0,96.0,,,,,,,,2520.0,0.02,1m,2.6,0.8,2.0,768.0,,,,,,,,,,,,,,,1720.0,0.01,5m,1.0,0.6000000000000001,1.0,192.0,,,,,,,,,,,,,,,6384,0.01,5m,1.0,0.4,1.5,864,,,,,,,,,,,,,,,0.25,8,COMPLETE
92,92,3.4319451070516234,2025-06-21 19:22:31.678106,2025-06-21 19:22:34.255519,0 days 00:00:02.577413,4216.0,0.015,2m,2.4000000000000004,0.2,2.0,784.0,,,,,,,,,,,,,,,3232.0,0.01,5m,2.0,0.4,1.5,464.0,,,,,,,,,,,,,,,7680.0,0.015,3m,1.2,1.0,0.5,928.0,,,,,,,,,,,,,,,3872.0,0.01,2m,1.0,0.0,2.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888.0,0.01,5m,1.0,0.6000000000000001,1.0,232.0,,,,,,,,,,,,,,,6240,0.01,5m,1.0,0.4,1.5,768,,,,,,,,,,,,,,,0.25,6,COMPLETE
93,93,2.1845352977132144,2025-06-21 19:22:34.326625,2025-06-21 19:22:37.031340,0 days 00:00:02.704715,4176.0,0.015,2m,2.6,0.2,2.0,736.0,,,,,,,,,,,,,,,3248.0,0.01,5m,2.2,0.4,1.5,464.0,,,,,,,,,,,,,,,7648.0,0.015,3m,1.2,1.0,0.5,880.0,,,,,,,,,,,,,,,3776.0,0.01,2m,1.0,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,0.01,5m,1.0,0.6000000000000001,1.0,368.0,,,,,,,,,,,,,,,6704,0.01,5m,1.2,0.4,1.5,792,,,,,,,,,,,,,,,0.2,6,COMPLETE
94,94,3.0608717747261274,2025-06-21 19:22:37.110386,2025-06-21 19:22:39.917494,0 days 00:00:02.807108,4128.0,0.015,2m,2.6,0.2,2.0,728.0,,,,,,,,,,,,,,,3352.0,0.01,5m,1.8,0.4,1.5,472.0,,,,,,,,,,,,,,,7688.0,0.015,3m,1.2,1.0,0.5,952.0,,,,,,,,,,,,,,,3816.0,0.01,2m,1.0,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,0.01,5m,1.0,0.6000000000000001,1.0,392.0,,,,,,,,,,,,,,,6632,0.01,5m,1.0,0.4,1.5,784,,,,,,,,,,,,,,,0.2,6,COMPLETE
95,95,0.6652901422950666,2025-06-21 19:22:40.004016,2025-06-21 19:22:42.812968,0 days 00:00:02.808952,4176.0,0.015,2m,2.6,0.2,2.0,712.0,,,,,,,,,,,,,,,3184.0,0.01,5m,1.8,0.4,1.5,464.0,,,,,,,,,,,,,,,7744.0,0.015,3m,1.2,1.0,0.5,1008.0,,,,,,,,,,,,,,,4288.0,0.01,2m,1.0,0.0,2.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1248.0,0.01,5m,1.0,0.6000000000000001,1.0,352.0,,,,,,,,,,,,,,,6704,0.01,5m,1.2,0.2,1.5,784,,,,,,,,,,,,,,,0.2,6,COMPLETE
96,96,1.7747477659409594,2025-06-21 19:22:42.904517,2025-06-21 19:22:45.194824,0 days 00:00:02.290307,4064.0,0.015,2m,2.8,0.2,2.0,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8176.0,0.015,3m,1.2,1.0,0.5,952.0,,,,,,,,,,,,,,,5320.0,0.01,2m,1.0,0.0,2.0,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680.0,0.01,5m,1.2,0.6000000000000001,1.0,240.0,,,,,,,,,,,,,,,5912,0.01,5m,1.0,0.4,1.5,744,,,,,,,,,,,,,,,0.2,5,COMPLETE
97,97,3.269722635830526,2025-06-21 19:22:45.285343,2025-06-21 19:22:47.874384,0 days 00:00:02.589041,3784.0,0.015,2m,2.6,0.2,2.0,768.0,,,,,,,,,,,,,,,3424.0,0.01,5m,1.8,0.6000000000000001,1.5,504.0,,,,,,,,,,,,,,,7976.0,0.015,3m,1.0,1.0,0.5,904.0,,,,,,,,,,,,,,,3776.0,0.01,2m,1.0,0.0,2.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1856.0,0.01,5m,1.0,0.6000000000000001,1.0,376.0,,,,,,,,,,,,,,,7056,0.01,5m,1.0,0.4,1.5,960,,,,,,,,,,,,,,,0.25,6,COMPLETE
98,98,0.93804963943703,2025-06-21 19:22:47.974037,2025-06-21 19:22:49.924267,0 days 00:00:01.950230,3832.0,0.015,2m,2.6,0.2,2.0,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7984.0,0.015,3m,1.0,1.0,0.5,928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1864.0,0.01,5m,1.2,0.6000000000000001,1.0,392.0,,,,,,,,,,,,,,,7240,0.01,5m,1.0,0.4,1.5,992,,,,,,,,,,,,,,,0.25,4,COMPLETE
99,99,0.6513419990928896,2025-06-21 19:22:50.004467,2025-06-21 19:22:52.459956,0 days 00:00:02.455489,4296.0,0.015,2m,2.6,0.2,2.0,680.0,,,,,,,,,,,,,,,3584.0,0.01,5m,1.8,0.8,1.5,592.0,,,,,,,,,,,,,,,7632.0,0.015,3m,1.0,1.0,0.5,904.0,,,,,,,,,,,,,,,4576.0,0.01,2m,1.0,1.0,2.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2224.0,0.01,5m,1.0,0.6000000000000001,1.0,376.0,,,,,,,,,,,,,,,7864,0.01,5m,1.2,0.4,1.5,928,,,,,,,,,,,,,,,0.2,6,COMPLETE
100,100,3.1131515646847183,2025-06-21 19:22:52.550001,2025-06-21 19:22:54.800457,0 days 00:00:02.250456,3648.0,0.015,2m,2.8,0.0,2.0,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7936.0,0.015,3m,1.0,1.0,0.5,1024.0,,,,,,,,,,,,,,,3800.0,0.01,2m,1.0,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1224.0,0.01,5m,1.0,0.6000000000000001,1.0,424.0,,,,,,,,,,,,,,,6976,0.01,5m,1.0,0.4,1.0,824,,,,,,,,,,,,,,,0.25,5,COMPLETE
101,101,2.151705552632659,2025-06-21 19:22:54.904015,2025-06-21 19:22:57.078801,0 days 00:00:02.174786,3688.0,0.015,2m,2.8,0.0,2.0,728.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7944.0,0.015,3m,1.0,1.0,0.5,1024.0,,,,,,,,,,,,,,,3848.0,0.01,2m,1.0,0.0,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.0,0.01,5m,1.0,0.6000000000000001,1.0,416.0,,,,,,,,,,,,,,,7584,0.01,5m,1.0,0.4,1.0,840,,,,,,,,,,,,,,,0.25,5,COMPLETE
102,102,2.3002184752873758,2025-06-21 19:22:57.157804,2025-06-21 19:22:59.936034,0 days 00:00:02.778230,3872.0,0.015,2m,3.0,0.0,2.0,872.0,,,,,,,,,,,,,,,4008.0,0.01,5m,2.0,0.6000000000000001,1.5,656.0,,,,,,,,,,,,,,,7744.0,0.015,3m,1.0,1.0,0.5,1000.0,,,,,,,,,,,,,,,3792.0,0.01,2m,1.0,0.0,2.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.0,0.01,5m,1.0,0.6000000000000001,1.0,304.0,,,,,,,,,,,,,,,6912,0.01,5m,1.0,0.4,0.5,816,,,,,,,,,,,,,,,0.25,6,COMPLETE
103,103,0.30058650111481466,2025-06-21 19:23:00.032550,2025-06-21 19:23:01.442966,0 days 00:00:01.410416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7824.0,0.015,3m,1.0,1.0,0.5,992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.0,0.01,5m,1.0,0.6000000000000001,1.0,296.0,,,,,,,,,,,,,,,7016,0.01,5m,1.0,0.4,0.5,816,,,,,,,,,,,,,,,0.25,3,COMPLETE
104,104,-0.12536054032027147,2025-06-21 19:23:01.535662,2025-06-21 19:23:03.349145,0 days 00:00:01.813483,3904.0,0.015,2m,3.0,0.0,2.0,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8088.0,0.015,3m,1.0,1.0,0.5,968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.0,0.01,5m,1.2,0.6000000000000001,1.0,328.0,,,,,,,,,,,,,,,6824,0.01,5m,1.0,0.4,0.5,952,,,,,,,,,,,,,,,0.25,4,COMPLETE
105,105,2.0452741464689352,2025-06-21 19:23:03.423835,2025-06-21 19:23:06.110169,0 days 00:00:02.686334,3600.0,0.015,2m,2.8,0.0,2.0,784.0,,,,,,,,,,,,,,,4016.0,0.01,5m,2.0,0.6000000000000001,1.5,672.0,,,,,,,,,,,,,,,7576.0,0.015,1m,1.0,1.0,0.5,1000.0,,,,,,,,,,,,,,,4120.0,0.01,2m,1.0,0.0,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496.0,0.01,5m,1.0,0.4,1.0,272.0,,,,,,,,,,,,,,,7304,0.01,5m,1.4,0.4,0.5,864,,,,,,,,,,,,,,,0.3,6,COMPLETE
106,106,-0.5205965662485881,2025-06-21 19:23:06.183141,2025-06-21 19:23:08.316390,0 days 00:00:02.133249,3256.0,0.015,2m,3.0,0.0,2.0,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7328.0,0.015,3m,1.0,1.0,0.5,952.0,,,,,,,,,,,,,,,3104.0,0.01,2m,1.0,0.0,2.0,584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2096.0,0.01,5m,1.2,0.6000000000000001,1.0,424.0,,,,,,,,,,,,,,,6544,0.01,2m,1.0,0.4,0.5,880,,,,,,,,,,,,,,,0.25,5,COMPLETE
107,107,0.6992139163131318,2025-06-21 19:23:08.395064,2025-06-21 19:23:11.412201,0 days 00:00:03.017137,4584.0,0.015,2m,2.8,0.0,2.0,848.0,,,,,,,,,,,,,,,3736.0,0.01,5m,1.8,0.6000000000000001,1.5,936.0,,,,,,,,,,,,,,,5408.0,0.015,3m,1.0,1.0,0.5,336.0,,,,,,,,,,,,,,,3408.0,0.01,2m,1.2,0.0,2.0,104.0,,,,,,,,1216.0,0.02,5m,2.2,1.0,0.5,376.0,,,,,,,,,,,,,,,1808.0,0.01,3m,1.0,0.6000000000000001,1.0,312.0,,,,,,,,,,,,,,,7152,0.01,5m,1.2,0.4,1.0,992,,,,,,,,,,,,,,,0.3,7,COMPLETE
108,108,2.301053324788557,2025-06-21 19:23:11.511723,2025-06-21 19:23:13.605847,0 days 00:00:02.094124,4352.0,0.015,2m,3.0,0.0,2.0,664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7080.0,0.015,3m,1.2,1.0,0.5,920.0,,,,,,,,,,,,,,,3944.0,0.01,2m,1.0,0.0,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,0.01,5m,1.2,0.6000000000000001,1.0,216.0,,,,,,,,,,,,,,,5264,0.01,1m,1.0,0.4,1.0,816,,,,,,,,,,,,,,,0.2,5,COMPLETE
