,number,value,datetime_start,datetime_complete,duration,params_ADP_BIIB_beta_win,params_ADP_BIIB_stop_loss,params_ADP_BIIB_trade_freq,params_ADP_BIIB_z_entry,params_ADP_BIIB_z_exit,params_ADP_BIIB_z_stop_scaler,params_ADP_BIIB_z_win,params_ADP_NXPI_beta_win,params_ADP_NXPI_stop_loss,params_ADP_NXPI_trade_freq,params_ADP_NXPI_z_entry,params_ADP_NXPI_z_exit,params_ADP_NXPI_z_stop_scaler,params_ADP_NXPI_z_win,params_AEP_NXPI_beta_win,params_AEP_NXPI_stop_loss,params_AEP_NXPI_trade_freq,params_AEP_NXPI_z_entry,params_AEP_NXPI_z_exit,params_AEP_NXPI_z_stop_scaler,params_AEP_NXPI_z_win,params_AMAT_GOOGL_beta_win,params_AMAT_GOOGL_stop_loss,params_AMAT_GOOGL_trade_freq,params_AMAT_GOOGL_z_entry,params_AMAT_GOOGL_z_exit,params_AMAT_GOOGL_z_stop_scaler,params_AMAT_GOOGL_z_win,params_AMAT_GOOG_beta_win,params_AMAT_GOOG_stop_loss,params_AMAT_GOOG_trade_freq,params_AMAT_GOOG_z_entry,params_AMAT_GOOG_z_exit,params_AMAT_GOOG_z_stop_scaler,params_AMAT_GOOG_z_win,params_BIIB_GEHC_beta_win,params_BIIB_GEHC_stop_loss,params_BIIB_GEHC_trade_freq,params_BIIB_GEHC_z_entry,params_BIIB_GEHC_z_exit,params_BIIB_GEHC_z_stop_scaler,params_BIIB_GEHC_z_win,params_BIIB_NXPI_beta_win,params_BIIB_NXPI_stop_loss,params_BIIB_NXPI_trade_freq,params_BIIB_NXPI_z_entry,params_BIIB_NXPI_z_exit,params_BIIB_NXPI_z_stop_scaler,params_BIIB_NXPI_z_win,params_BKR_ODFL_beta_win,params_BKR_ODFL_stop_loss,params_BKR_ODFL_trade_freq,params_BKR_ODFL_z_entry,params_BKR_ODFL_z_exit,params_BKR_ODFL_z_stop_scaler,params_BKR_ODFL_z_win,params_CHTR_ODFL_beta_win,params_CHTR_ODFL_stop_loss,params_CHTR_ODFL_trade_freq,params_CHTR_ODFL_z_entry,params_CHTR_ODFL_z_exit,params_CHTR_ODFL_z_stop_scaler,params_CHTR_ODFL_z_win,params_CTAS_LIN_beta_win,params_CTAS_LIN_stop_loss,params_CTAS_LIN_trade_freq,params_CTAS_LIN_z_entry,params_CTAS_LIN_z_exit,params_CTAS_LIN_z_stop_scaler,params_CTAS_LIN_z_win,params_CTSH_ODFL_beta_win,params_CTSH_ODFL_stop_loss,params_CTSH_ODFL_trade_freq,params_CTSH_ODFL_z_entry,params_CTSH_ODFL_z_exit,params_CTSH_ODFL_z_stop_scaler,params_CTSH_ODFL_z_win,params_FTNT_SBUX_beta_win,params_FTNT_SBUX_stop_loss,params_FTNT_SBUX_trade_freq,params_FTNT_SBUX_z_entry,params_FTNT_SBUX_z_exit,params_FTNT_SBUX_z_stop_scaler,params_FTNT_SBUX_z_win,params_GEHC_NXPI_beta_win,params_GEHC_NXPI_stop_loss,params_GEHC_NXPI_trade_freq,params_GEHC_NXPI_z_entry,params_GEHC_NXPI_z_exit,params_GEHC_NXPI_z_stop_scaler,params_GEHC_NXPI_z_win,params_GFS_KDP_beta_win,params_GFS_KDP_stop_loss,params_GFS_KDP_trade_freq,params_GFS_KDP_z_entry,params_GFS_KDP_z_exit,params_GFS_KDP_z_stop_scaler,params_GFS_KDP_z_win,params_GOOG_LRCX_beta_win,params_GOOG_LRCX_stop_loss,params_GOOG_LRCX_trade_freq,params_GOOG_LRCX_z_entry,params_GOOG_LRCX_z_exit,params_GOOG_LRCX_z_stop_scaler,params_GOOG_LRCX_z_win,params_INTC_NXPI_beta_win,params_INTC_NXPI_stop_loss,params_INTC_NXPI_trade_freq,params_INTC_NXPI_z_entry,params_INTC_NXPI_z_exit,params_INTC_NXPI_z_stop_scaler,params_INTC_NXPI_z_win,params_KDP_NXPI_beta_win,params_KDP_NXPI_stop_loss,params_KDP_NXPI_trade_freq,params_KDP_NXPI_z_entry,params_KDP_NXPI_z_exit,params_KDP_NXPI_z_stop_scaler,params_KDP_NXPI_z_win,params_MDLZ_NXPI_beta_win,params_MDLZ_NXPI_stop_loss,params_MDLZ_NXPI_trade_freq,params_MDLZ_NXPI_z_entry,params_MDLZ_NXPI_z_exit,params_MDLZ_NXPI_z_stop_scaler,params_MDLZ_NXPI_z_win,params_MRNA_NXPI_beta_win,params_MRNA_NXPI_stop_loss,params_MRNA_NXPI_trade_freq,params_MRNA_NXPI_z_entry,params_MRNA_NXPI_z_exit,params_MRNA_NXPI_z_stop_scaler,params_MRNA_NXPI_z_win,params_SMCI_XEL_beta_win,params_SMCI_XEL_stop_loss,params_SMCI_XEL_trade_freq,params_SMCI_XEL_z_entry,params_SMCI_XEL_z_exit,params_SMCI_XEL_z_stop_scaler,params_SMCI_XEL_z_win,params_buffer_capital,params_pairs_to_trade,state
75,75,0.9365076906664714,2025-06-21 19:46:08.480294,2025-06-21 19:46:11.992002,0 days 00:00:03.511708,,,,,,,,5256.0,0.015,2m,1.0,1.0,1.5,656.0,7232.0,0.01,4m,3.0,0.4,1.5,256.0,,,,,,,,,,,,,,,,,,,,,,4600.0,0.015,2m,2.8,1.0,1.5,344.0,,,,,,,,2904.0,0.01,2m,2.4000000000000004,1.0,2.0,144.0,,,,,,,,6496.0,0.02,5m,1.6,0.6000000000000001,2.0,304.0,,,,,,,,,,,,,,,7928.0,0.015,1m,2.6,0.4,0.5,432.0,,,,,,,,3896.0,0.015,3m,2.8,0.2,0.5,520.0,7376,0.015,3m,2.8,0.8,1.0,408,,,,,,,,,,,,,,,,,,,,,,0.1,8,COMPLETE
76,76,0.46930241063389266,2025-06-21 19:46:12.089910,2025-06-21 19:46:17.222924,0 days 00:00:05.133014,1296.0,0.01,4m,2.6,0.4,0.5,304.0,6120.0,0.015,2m,1.6,1.0,1.5,608.0,6912.0,0.01,4m,2.8,0.6000000000000001,2.0,328.0,2808.0,0.02,5m,2.6,0.6000000000000001,0.5,184.0,,,,,,,,2080.0,0.01,2m,1.0,1.0,0.5,536.0,5656.0,0.015,5m,2.4000000000000004,0.8,1.5,208.0,,,,,,,,2600.0,0.01,2m,2.0,0.8,2.0,112.0,,,,,,,,6976.0,0.02,1m,1.4,0.0,2.0,568.0,,,,,,,,,,,,,,,6208.0,0.015,1m,2.4000000000000004,0.6000000000000001,0.5,664.0,,,,,,,,3624.0,0.015,3m,2.4000000000000004,0.2,0.5,448.0,7096,0.015,3m,2.8,1.0,0.5,520,,,,,,,,2472.0,0.015,4m,2.2,0.6000000000000001,1.0,152.0,,,,,,,,0.15000000000000002,12,COMPLETE
77,77,1.5899016940445374,2025-06-21 19:46:17.314572,2025-06-21 19:46:20.539081,0 days 00:00:03.224509,,,,,,,,6376.0,0.015,2m,2.2,0.8,1.5,528.0,7416.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,216.0,,,,,,,,,,,,,,,,,,,,,,6760.0,0.015,2m,2.2,0.6000000000000001,1.5,112.0,,,,,,,,3176.0,0.01,2m,1.8,1.0,1.5,64.0,,,,,,,,7408.0,0.02,1m,1.6,0.6000000000000001,2.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4056.0,0.01,5m,3.0,0.0,0.5,424.0,5664,0.015,2m,3.0,1.0,1.5,472,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
78,78,-0.9824760750477544,2025-06-21 19:46:20.641210,2025-06-21 19:46:26.049065,0 days 00:00:05.407855,1456.0,0.01,4m,2.6,0.0,1.0,168.0,7312.0,0.015,5m,1.6,1.0,1.5,88.0,8128.0,0.01,1m,1.8,0.8,1.5,448.0,2392.0,0.01,5m,2.4000000000000004,0.8,1.0,152.0,,,,,,,,7928.0,0.01,3m,1.2,1.0,1.0,664.0,5040.0,0.015,2m,2.6,0.6000000000000001,1.5,312.0,,,,,,,,1672.0,0.01,4m,2.4000000000000004,0.8,2.0,392.0,,,,,,,,6752.0,0.02,1m,1.2,0.4,0.5,232.0,,,,,,,,,,,,,,,6568.0,0.015,4m,2.2,0.6000000000000001,0.5,480.0,,,,,,,,4712.0,0.01,3m,2.2,0.2,1.0,560.0,7640,0.015,4m,2.0,0.8,1.0,576,,,,,,,,3272.0,0.015,5m,2.4000000000000004,0.8,0.5,272.0,,,,,,,,0.2,12,COMPLETE
79,79,-0.7660147746835421,2025-06-21 19:46:26.145627,2025-06-21 19:46:30.532045,0 days 00:00:04.386418,1504.0,0.01,4m,2.8,0.8,0.5,384.0,4552.0,0.015,2m,1.8,1.0,1.5,576.0,6448.0,0.015,5m,2.6,0.4,1.5,304.0,3144.0,0.01,1m,2.6,0.8,0.5,544.0,,,,,,,,,,,,,,,4336.0,0.015,2m,3.0,1.0,1.0,384.0,,,,,,,,1400.0,0.01,3m,2.2,0.0,1.5,648.0,,,,,,,,7656.0,0.02,1m,1.4,0.6000000000000001,2.0,960.0,,,,,,,,,,,,,,,3408.0,0.01,2m,2.8,0.4,0.5,728.0,,,,,,,,5104.0,0.01,4m,2.6,0.4,0.5,624.0,6424,0.015,3m,1.8,1.0,1.0,632,,,,,,,,,,,,,,,,,,,,,,0.5,10,COMPLETE
80,80,-2.584429482502751,2025-06-21 19:46:30.617687,2025-06-21 19:46:36.479680,0 days 00:00:05.861993,4312.0,0.01,1m,2.2,0.6000000000000001,0.5,112.0,5664.0,0.02,1m,2.2,0.2,1.5,120.0,6728.0,0.01,4m,2.0,0.2,1.0,568.0,5200.0,0.01,1m,3.0,0.6000000000000001,1.0,264.0,7008.0,0.01,5m,1.2,1.0,2.0,344.0,2864.0,0.01,5m,1.4,0.8,0.5,744.0,5232.0,0.015,4m,2.0,0.2,1.5,272.0,3864.0,0.01,3m,1.6,0.0,2.0,320.0,4496.0,0.01,5m,2.6,0.8,2.0,312.0,,,,,,,,6096.0,0.015,3m,1.0,0.4,1.0,360.0,,,,,,,,,,,,,,,1704.0,0.015,1m,2.6,0.6000000000000001,0.5,624.0,,,,,,,,3368.0,0.015,3m,1.2,0.4,0.5,392.0,6760,0.02,3m,2.4000000000000004,1.0,1.0,664,,,,,,,,4000.0,0.01,3m,2.8,0.8,1.0,504.0,,,,,,,,0.15000000000000002,14,COMPLETE
81,81,2.0135626893295853,2025-06-21 19:46:36.570036,2025-06-21 19:46:39.633829,0 days 00:00:03.063793,,,,,,,,6456.0,0.015,2m,2.2,0.8,1.5,520.0,7552.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,216.0,,,,,,,,,,,,,,,,,,,,,,6896.0,0.015,2m,2.2,0.6000000000000001,1.5,128.0,,,,,,,,1984.0,0.01,2m,1.8,1.0,1.5,168.0,,,,,,,,7400.0,0.02,1m,1.6,0.6000000000000001,2.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4032.0,0.01,5m,3.0,0.0,0.5,472.0,5704,0.015,2m,3.0,1.0,1.5,480,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
82,82,1.0535674801164612,2025-06-21 19:46:39.712505,2025-06-21 19:46:42.445103,0 days 00:00:02.732598,,,,,,,,6504.0,0.015,2m,2.2,0.8,1.5,336.0,7488.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.0,0.01,2m,1.6,1.0,1.5,216.0,,,,,,,,7096.0,0.02,1m,1.8,0.6000000000000001,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4432.0,0.01,5m,3.0,0.0,0.5,480.0,6960,0.015,2m,3.0,1.0,1.5,432,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
83,83,1.5717002233938544,2025-06-21 19:46:42.541725,2025-06-21 19:46:45.611601,0 days 00:00:03.069876,,,,,,,,6112.0,0.015,2m,2.0,0.8,1.5,632.0,7800.0,0.01,4m,2.2,0.6000000000000001,1.5,128.0,,,,,,,,,,,,,,,,,,,,,,7208.0,0.015,2m,2.2,0.6000000000000001,1.5,192.0,,,,,,,,2016.0,0.01,2m,1.8,1.0,1.5,184.0,,,,,,,,7992.0,0.02,1m,1.4,0.6000000000000001,2.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3704.0,0.01,5m,2.8,0.0,0.5,520.0,6720,0.015,2m,3.0,1.0,1.5,488,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
84,84,-0.05657342503092637,2025-06-21 19:46:45.713006,2025-06-21 19:46:48.050689,0 days 00:00:02.337683,,,,,,,,,,,,,,,7136.0,0.01,4m,2.6,0.6000000000000001,1.5,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336.0,0.01,2m,1.4,1.0,1.5,160.0,,,,,,,,7288.0,0.02,1m,1.6,0.6000000000000001,2.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3976.0,0.01,5m,3.0,0.0,0.5,472.0,5760,0.015,2m,2.8,1.0,1.5,392,,,,,,,,,,,,,,,,,,,,,,0.1,5,COMPLETE
85,85,-1.2227634846120141,2025-06-21 19:46:48.145910,2025-06-21 19:46:52.447914,0 days 00:00:04.302004,1032.0,0.01,4m,2.6,1.0,0.5,520.0,5872.0,0.015,2m,2.4000000000000004,0.6000000000000001,1.5,272.0,2904.0,0.01,2m,1.0,0.8,1.5,104.0,4008.0,0.015,1m,2.8,0.8,0.5,392.0,,,,,,,,,,,,,,,6280.0,0.015,2m,2.4000000000000004,0.8,1.5,64.0,,,,,,,,1936.0,0.01,2m,2.0,0.8,1.5,280.0,,,,,,,,6632.0,0.02,1m,1.4,0.8,2.0,208.0,,,,,,,,,,,,,,,5848.0,0.015,5m,2.4000000000000004,0.0,0.5,592.0,,,,,,,,4240.0,0.01,1m,2.8,0.2,0.5,112.0,7080,0.015,2m,3.0,1.0,1.5,592,,,,,,,,2904.0,0.015,4m,1.8,0.4,1.0,224.0,,,,,,,,0.05,11,COMPLETE
86,86,-0.6429335428913668,2025-06-21 19:46:52.528722,2025-06-21 19:46:56.045860,0 days 00:00:03.517138,1896.0,0.01,5m,3.0,0.6000000000000001,0.5,912.0,6752.0,0.015,2m,1.4,0.6000000000000001,1.5,424.0,7480.0,0.01,1m,2.4000000000000004,0.4,1.5,640.0,,,,,,,,,,,,,,,,,,,,,,4800.0,0.015,2m,2.2,0.6000000000000001,1.5,144.0,,,,,,,,6296.0,0.01,1m,1.6,0.4,2.0,352.0,,,,,,,,6424.0,0.02,2m,1.6,0.6000000000000001,2.0,88.0,,,,,,,,,,,,,,,7056.0,0.02,1m,2.2,0.4,0.5,272.0,,,,,,,,3496.0,0.01,3m,2.0,0.4,1.0,432.0,6144,0.015,1m,2.6,1.0,1.0,560,,,,,,,,,,,,,,,,,,,,,,0.1,9,COMPLETE
87,87,-0.6474618874289938,2025-06-21 19:46:56.109387,2025-06-21 19:46:59.397195,0 days 00:00:03.287808,,,,,,,,6928.0,0.015,2m,2.2,1.0,1.5,728.0,6216.0,0.01,3m,1.2,0.6000000000000001,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,4048.0,0.015,2m,2.6,0.8,1.5,232.0,,,,,,,,1752.0,0.01,2m,2.2,0.6000000000000001,1.0,120.0,,,,,,,,7512.0,0.02,1m,1.2,0.4,2.0,616.0,,,,,,,,,,,,,,,7656.0,0.015,4m,2.4000000000000004,0.2,0.5,552.0,,,,,,,,7752.0,0.01,5m,3.0,0.6000000000000001,2.0,496.0,7400,0.015,3m,1.0,0.8,1.0,504,,,,,,,,,,,,,,,,,,,,,,0.05,8,COMPLETE
88,88,-0.009308996267099894,2025-06-21 19:46:59.477871,2025-06-21 19:47:04.878177,0 days 00:00:05.400306,4848.0,0.015,4m,2.4000000000000004,1.0,1.0,440.0,6208.0,0.015,4m,2.0,0.4,1.0,848.0,2496.0,0.01,5m,2.2,0.2,1.5,664.0,1792.0,0.01,4m,2.4000000000000004,1.0,1.0,768.0,,,,,,,,3336.0,0.02,1m,1.4,0.4,0.5,472.0,4504.0,0.015,1m,2.4000000000000004,0.2,1.5,848.0,4304.0,0.01,4m,2.0,0.4,1.0,680.0,1624.0,0.01,4m,1.8,1.0,2.0,256.0,,,,,,,,6976.0,0.02,4m,1.6,1.0,2.0,264.0,,,,,,,,,,,,,,,5344.0,0.01,3m,2.6,0.6000000000000001,1.0,392.0,,,,,,,,3080.0,0.015,4m,3.0,0.4,0.5,536.0,4632,0.02,3m,2.8,1.0,1.5,608,,,,,,,,3536.0,0.015,4m,2.4000000000000004,1.0,0.5,512.0,,,,,,,,0.1,13,COMPLETE
89,89,-1.678631711111749,2025-06-21 19:47:04.971947,2025-06-21 19:47:20.824425,0 days 00:00:15.852478,5296.0,0.01,4m,2.6,0.8,0.5,208.0,6376.0,0.015,2m,2.4000000000000004,0.8,1.5,136.0,6016.0,0.01,4m,2.4000000000000004,0.8,1.5,200.0,4416.0,0.01,1m,2.2,0.8,1.5,464.0,4256.0,0.015,3m,1.4,0.8,1.5,840.0,1472.0,0.01,4m,1.8,0.8,2.0,624.0,3592.0,0.015,2m,2.2,0.0,1.5,152.0,1720.0,0.02,3m,1.2,0.6000000000000001,1.5,232.0,6144.0,0.01,2m,2.4000000000000004,0.6000000000000001,2.0,216.0,,,,,,,,7784.0,0.02,1m,1.4,0.8,2.0,424.0,,,,,,,,1960.0,0.015,1m,2.2,0.6000000000000001,0.5,656.0,6688.0,0.015,1m,3.0,0.8,0.5,472.0,,,,,,,,4904.0,0.02,2m,2.8,0.2,1.5,64.0,6352,0.015,3m,1.2,0.2,1.0,536,2280.0,0.01,3m,2.6,0.0,0.5,664.0,2496.0,0.015,4m,2.0,0.6000000000000001,1.0,104.0,7032.0,0.015,4m,2.4000000000000004,1.0,1.0,824.0,0.3,17,COMPLETE
90,90,-0.5657999055174487,2025-06-21 19:47:21.015635,2025-06-21 19:47:29.906956,0 days 00:00:08.891321,5736.0,0.015,2m,2.0,0.6000000000000001,0.5,120.0,4896.0,0.02,1m,2.6,0.6000000000000001,1.5,208.0,2792.0,0.01,3m,2.8,0.6000000000000001,1.5,688.0,3624.0,0.01,5m,2.6,0.6000000000000001,0.5,568.0,1344.0,0.015,1m,2.0,0.8,0.5,992.0,4064.0,0.01,4m,1.6,0.2,1.5,704.0,5056.0,0.015,2m,2.6,0.2,1.5,104.0,3520.0,0.015,3m,2.2,1.0,1.0,392.0,6824.0,0.02,2m,2.2,0.8,1.5,336.0,,,,,,,,8184.0,0.01,5m,1.8,0.6000000000000001,2.0,232.0,,,,,,,,4280.0,0.015,3m,2.4000000000000004,0.4,0.5,480.0,5032.0,0.015,1m,1.2,0.4,1.5,536.0,,,,,,,,4576.0,0.01,3m,2.8,0.8,2.0,384.0,6920,0.015,3m,2.2,1.0,2.0,360,,,,,,,,2240.0,0.015,4m,2.6,0.8,1.5,440.0,,,,,,,,0.1,15,COMPLETE
91,91,0.9450366921858573,2025-06-21 19:47:30.002325,2025-06-21 19:47:32.659352,0 days 00:00:02.657027,,,,,,,,6480.0,0.015,2m,2.2,0.8,1.5,544.0,7536.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,200.0,,,,,,,,,,,,,,,,,,,,,,6616.0,0.015,2m,2.2,0.6000000000000001,1.5,112.0,,,,,,,,2696.0,0.01,2m,1.8,1.0,1.5,88.0,,,,,,,,7400.0,0.02,1m,2.2,0.6000000000000001,2.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3992.0,0.01,5m,3.0,0.0,0.5,424.0,5832,0.015,2m,3.0,1.0,1.5,464,,,,,,,,,,,,,,,,,,,,,,0.05,7,COMPLETE
92,92,1.1857073020816238,2025-06-21 19:47:32.757548,2025-06-21 19:47:34.879399,0 days 00:00:02.121851,,,,,,,,,,,,,,,7352.0,0.01,4m,2.4000000000000004,0.6000000000000001,1.5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.0,0.01,2m,1.8,1.0,1.5,304.0,,,,,,,,6808.0,0.02,1m,1.6,0.6000000000000001,2.0,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4288.0,0.01,5m,3.0,0.0,0.5,448.0,5568,0.015,2m,3.0,1.0,1.5,472,,,,,,,,,,,,,,,,,,,,,,0.05,5,COMPLETE
93,93,1.3647707201377388,2025-06-21 19:47:34.944180,2025-06-21 19:47:37.450486,0 days 00:00:02.506306,,,,,,,,5912.0,0.015,2m,2.2,0.8,1.5,512.0,6776.0,0.01,4m,2.0,0.6000000000000001,1.5,232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440.0,0.01,2m,2.0,1.0,1.5,64.0,,,,,,,,7280.0,0.02,1m,1.6,0.6000000000000001,2.0,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3960.0,0.01,5m,3.0,0.0,0.5,400.0,5328,0.015,2m,3.0,1.0,1.5,512,,,,,,,,,,,,,,,,,,,,,,0.05,6,COMPLETE
94,94,-0.17146693521655446,2025-06-21 19:47:37.533647,2025-06-21 19:47:40.311003,0 days 00:00:02.777356,,,,,,,,1600.0,0.015,2m,2.2,1.0,1.5,472.0,5616.0,0.01,4m,2.2,0.6000000000000001,1.5,64.0,,,,,,,,,,,,,,,,,,,,,,6776.0,0.015,2m,2.0,0.6000000000000001,1.5,168.0,,,,,,,,6576.0,0.01,2m,2.4000000000000004,1.0,1.5,168.0,,,,,,,,5288.0,0.02,1m,2.6,0.6000000000000001,2.0,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,0.01,5m,3.0,0.0,0.5,576.0,6584,0.015,2m,3.0,1.0,1.5,752,,,,,,,,,,,,,,,,,,,,,,0.1,7,COMPLETE
95,95,1.2371699386176718,2025-06-21 19:47:40.385317,2025-06-21 19:47:43.881463,0 days 00:00:03.496146,2520.0,0.01,4m,2.8,0.4,0.5,1000.0,6328.0,0.015,2m,2.4000000000000004,0.8,1.5,528.0,7080.0,0.01,1m,2.6,0.8,1.5,344.0,,,,,,,,,,,,,,,,,,,,,,5936.0,0.015,2m,2.2,0.6000000000000001,1.5,312.0,,,,,,,,3168.0,0.01,4m,1.6,1.0,1.5,200.0,,,,,,,,7600.0,0.02,1m,1.4,1.0,2.0,240.0,,,,,,,,,,,,,,,6920.0,0.02,4m,2.2,0.6000000000000001,0.5,696.0,,,,,,,,3288.0,0.01,3m,1.8,0.2,0.5,352.0,6096,0.015,2m,2.8,1.0,1.5,440,,,,,,,,,,,,,,,,,,,,,,0.05,9,COMPLETE
96,96,-0.7378414096031769,2025-06-21 19:47:43.945499,2025-06-21 19:47:47.155033,0 days 00:00:03.209534,,,,,,,,7160.0,0.015,2m,2.0,0.8,1.5,464.0,7944.0,0.01,4m,2.0,0.6000000000000001,1.5,304.0,,,,,,,,,,,,,,,,,,,,,,6856.0,0.015,3m,2.4000000000000004,0.8,1.5,248.0,,,,,,,,1384.0,0.01,2m,1.8,0.8,2.0,88.0,,,,,,,,7088.0,0.02,4m,1.8,0.8,0.5,312.0,,,,,,,,,,,,,,,7304.0,0.015,5m,2.8,0.8,1.0,512.0,,,,,,,,3728.0,0.01,5m,2.8,0.0,2.0,504.0,4816,0.015,5m,1.0,1.0,1.0,704,,,,,,,,,,,,,,,,,,,,,,0.05,8,COMPLETE
97,97,-2.7832751678238967,2025-06-21 19:47:47.217796,2025-06-21 19:47:48.867807,0 days 00:00:01.650011,,,,,,,,,,,,,,,7368.0,0.01,3m,2.2,0.4,1.5,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3112.0,0.01,2m,2.0,0.4,1.5,256.0,,,,,,,,7456.0,0.015,1m,1.2,0.4,2.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7176,0.015,3m,1.6,0.6000000000000001,1.5,648,,,,,,,,,,,,,,,,,,,,,,0.2,4,COMPLETE
98,98,-0.18463573150986967,2025-06-21 19:47:48.964978,2025-06-21 19:47:55.900339,0 days 00:00:06.935361,3632.0,0.01,3m,2.4000000000000004,0.8,1.5,600.0,5656.0,0.015,5m,1.8,0.2,1.5,912.0,7688.0,0.01,5m,1.8,0.0,1.0,224.0,4656.0,0.015,1m,2.4000000000000004,0.2,2.0,336.0,2176.0,0.02,2m,1.6,0.6000000000000001,1.5,704.0,2184.0,0.01,4m,1.6,0.6000000000000001,1.0,824.0,6376.0,0.015,2m,1.0,0.4,0.5,504.0,5248.0,0.015,3m,1.8,0.6000000000000001,1.5,88.0,1992.0,0.01,4m,2.6,0.6000000000000001,2.0,288.0,,,,,,,,6624.0,0.02,1m,1.4,0.6000000000000001,1.0,200.0,6544.0,0.01,5m,2.4000000000000004,0.8,1.5,752.0,2920.0,0.02,2m,1.2,1.0,0.5,104.0,6096.0,0.01,2m,2.0,0.4,0.5,640.0,,,,,,,,4072.0,0.015,4m,3.0,0.0,0.5,152.0,5696,0.015,4m,1.4,0.8,1.0,424,1200.0,0.015,5m,1.8,0.2,0.5,512.0,3248.0,0.015,1m,2.2,0.6000000000000001,0.5,416.0,3984.0,0.015,1m,2.6,1.0,2.0,552.0,0.15000000000000002,18,COMPLETE
99,99,1.6152369242145435,2025-06-21 19:47:55.994941,2025-06-21 19:48:02.065843,0 days 00:00:06.070902,5888.0,0.01,4m,1.2,0.6000000000000001,1.0,560.0,4136.0,0.015,2m,2.2,0.6000000000000001,0.5,576.0,6440.0,0.01,1m,2.4000000000000004,0.0,1.5,528.0,3288.0,0.01,2m,2.8,1.0,1.0,104.0,2528.0,0.01,2m,1.8,0.8,2.0,880.0,5064.0,0.01,2m,3.0,0.8,2.0,528.0,7264.0,0.015,5m,1.8,0.6000000000000001,1.5,360.0,2368.0,0.02,3m,2.2,0.4,0.5,1024.0,2416.0,0.01,2m,2.4000000000000004,0.8,1.0,432.0,,,,,,,,7240.0,0.02,1m,1.4,0.2,2.0,112.0,,,,,,,,3544.0,0.015,4m,2.2,0.4,1.5,944.0,8032.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.5,776.0,,,,,,,,3488.0,0.01,2m,2.6,0.2,2.0,472.0,7768,0.015,3m,2.6,1.0,1.0,608,2560.0,0.01,3m,1.2,0.4,0.5,224.0,4784.0,0.015,4m,3.0,0.8,1.0,168.0,,,,,,,,0.35000000000000003,16,COMPLETE
100,100,-0.169025632072438,2025-06-21 19:48:02.134052,2025-06-21 19:48:08.400390,0 days 00:00:06.266338,6424.0,0.01,4m,1.4,0.6000000000000001,1.0,472.0,4000.0,0.015,3m,1.2,0.6000000000000001,0.5,576.0,6888.0,0.01,1m,2.4000000000000004,0.0,2.0,528.0,2616.0,0.01,2m,2.8,1.0,1.0,104.0,2544.0,0.01,2m,1.8,0.8,2.0,896.0,5160.0,0.01,2m,2.8,0.8,2.0,584.0,7920.0,0.015,5m,1.8,0.2,1.5,392.0,2288.0,0.02,3m,2.2,0.4,0.5,1000.0,2400.0,0.01,3m,2.4000000000000004,0.8,1.0,400.0,,,,,,,,6376.0,0.02,4m,1.2,0.2,2.0,112.0,,,,,,,,3512.0,0.02,4m,2.2,0.4,1.5,952.0,8008.0,0.015,1m,2.4000000000000004,0.6000000000000001,1.5,824.0,,,,,,,,2536.0,0.015,2m,2.6,0.2,2.0,472.0,7800,0.02,3m,1.0,1.0,1.0,312,2696.0,0.01,3m,1.2,0.4,0.5,152.0,4760.0,0.015,4m,3.0,0.8,1.0,176.0,5000.0,0.015,3m,2.2,0.4,1.5,744.0,0.4,17,COMPLETE
