,number,value,datetime_start,datetime_complete,duration,params_AAPL_DASH_beta_win,params_AAPL_DASH_stop_loss,params_AAPL_DASH_trade_freq,params_AAPL_DASH_z_entry,params_AAPL_DASH_z_exit,params_AAPL_DASH_z_stop_scaler,params_AAPL_DASH_z_win,params_ADBE_FANG_beta_win,params_ADBE_FANG_stop_loss,params_ADBE_FANG_trade_freq,params_ADBE_FANG_z_entry,params_ADBE_FANG_z_exit,params_ADBE_FANG_z_stop_scaler,params_ADBE_FANG_z_win,params_AVGO_MAR_beta_win,params_AVGO_MAR_stop_loss,params_AVGO_MAR_trade_freq,params_AVGO_MAR_z_entry,params_AVGO_MAR_z_exit,params_AVGO_MAR_z_stop_scaler,params_AVGO_MAR_z_win,params_CDW_KLAC_beta_win,params_CDW_KLAC_stop_loss,params_CDW_KLAC_trade_freq,params_CDW_KLAC_z_entry,params_CDW_KLAC_z_exit,params_CDW_KLAC_z_stop_scaler,params_CDW_KLAC_z_win,params_CDW_LRCX_beta_win,params_CDW_LRCX_stop_loss,params_CDW_LRCX_trade_freq,params_CDW_LRCX_z_entry,params_CDW_LRCX_z_exit,params_CDW_LRCX_z_stop_scaler,params_CDW_LRCX_z_win,params_CRWD_ISRG_beta_win,params_CRWD_ISRG_stop_loss,params_CRWD_ISRG_trade_freq,params_CRWD_ISRG_z_entry,params_CRWD_ISRG_z_exit,params_CRWD_ISRG_z_stop_scaler,params_CRWD_ISRG_z_win,params_CRWD_MAR_beta_win,params_CRWD_MAR_stop_loss,params_CRWD_MAR_trade_freq,params_CRWD_MAR_z_entry,params_CRWD_MAR_z_exit,params_CRWD_MAR_z_stop_scaler,params_CRWD_MAR_z_win,params_CSX_ROST_beta_win,params_CSX_ROST_stop_loss,params_CSX_ROST_trade_freq,params_CSX_ROST_z_entry,params_CSX_ROST_z_exit,params_CSX_ROST_z_stop_scaler,params_CSX_ROST_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_DXCM_PYPL_beta_win,params_DXCM_PYPL_stop_loss,params_DXCM_PYPL_trade_freq,params_DXCM_PYPL_z_entry,params_DXCM_PYPL_z_exit,params_DXCM_PYPL_z_stop_scaler,params_DXCM_PYPL_z_win,params_EA_ON_beta_win,params_EA_ON_stop_loss,params_EA_ON_trade_freq,params_EA_ON_z_entry,params_EA_ON_z_exit,params_EA_ON_z_stop_scaler,params_EA_ON_z_win,params_GEHC_ODFL_beta_win,params_GEHC_ODFL_stop_loss,params_GEHC_ODFL_trade_freq,params_GEHC_ODFL_z_entry,params_GEHC_ODFL_z_exit,params_GEHC_ODFL_z_stop_scaler,params_GEHC_ODFL_z_win,params_HON_ON_beta_win,params_HON_ON_stop_loss,params_HON_ON_trade_freq,params_HON_ON_z_entry,params_HON_ON_z_exit,params_HON_ON_z_stop_scaler,params_HON_ON_z_win,params_IDXX_ON_beta_win,params_IDXX_ON_stop_loss,params_IDXX_ON_trade_freq,params_IDXX_ON_z_entry,params_IDXX_ON_z_exit,params_IDXX_ON_z_stop_scaler,params_IDXX_ON_z_win,params_INTC_ON_beta_win,params_INTC_ON_stop_loss,params_INTC_ON_trade_freq,params_INTC_ON_z_entry,params_INTC_ON_z_exit,params_INTC_ON_z_stop_scaler,params_INTC_ON_z_win,params_ISRG_MAR_beta_win,params_ISRG_MAR_stop_loss,params_ISRG_MAR_trade_freq,params_ISRG_MAR_z_entry,params_ISRG_MAR_z_exit,params_ISRG_MAR_z_stop_scaler,params_ISRG_MAR_z_win,params_NVDA_WBD_beta_win,params_NVDA_WBD_stop_loss,params_NVDA_WBD_trade_freq,params_NVDA_WBD_z_entry,params_NVDA_WBD_z_exit,params_NVDA_WBD_z_stop_scaler,params_NVDA_WBD_z_win,params_ON_WDAY_beta_win,params_ON_WDAY_stop_loss,params_ON_WDAY_trade_freq,params_ON_WDAY_z_entry,params_ON_WDAY_z_exit,params_ON_WDAY_z_stop_scaler,params_ON_WDAY_z_win,params_ORLY_WBD_beta_win,params_ORLY_WBD_stop_loss,params_ORLY_WBD_trade_freq,params_ORLY_WBD_z_entry,params_ORLY_WBD_z_exit,params_ORLY_WBD_z_stop_scaler,params_ORLY_WBD_z_win,params_SBUX_TMUS_beta_win,params_SBUX_TMUS_stop_loss,params_SBUX_TMUS_trade_freq,params_SBUX_TMUS_z_entry,params_SBUX_TMUS_z_exit,params_SBUX_TMUS_z_stop_scaler,params_SBUX_TMUS_z_win,params_buffer_capital,params_pairs_to_trade,state
77,77,0.40764791405948153,2025-06-21 19:42:13.708034,2025-06-21 19:42:20.021138,0 days 00:00:06.313104,,,,,,,,,,,,,,,,,,,,,,5824.0,0.01,5m,3.0,1.0,2.0,448.0,5616.0,0.01,4m,1.2,0.6000000000000001,1.0,392.0,6232.0,0.015,5m,2.6,0.8,1.0,720.0,,,,,,,,6600.0,0.01,4m,1.6,0.4,2.0,360.0,8032.0,0.01,2m,1.8,0.2,1.5,408.0,3672.0,0.01,5m,3.0,0.2,2.0,936.0,3392.0,0.02,2m,3.0,0.4,1.5,288.0,,,,,,,,2488.0,0.02,1m,1.0,0.2,2.0,224.0,7992,0.01,3m,1.2,0.2,2.0,800,2616.0,0.015,3m,2.8,0.4,1.5,752.0,3856.0,0.015,5m,2.0,1.0,0.5,96.0,,,,,,,,,,,,,,,4016.0,0.015,3m,2.2,0.4,1.0,568.0,1864.0,0.02,1m,2.6,0.4,0.5,368.0,0.15000000000000002,13,COMPLETE
78,78,-0.7451574498949023,2025-06-21 19:42:20.110853,2025-06-21 19:42:22.477846,0 days 00:00:02.366993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7192.0,0.01,1m,1.4,0.0,2.0,608.0,3456.0,0.01,4m,2.8,0.2,2.0,912.0,,,,,,,,,,,,,,,,,,,,,,6800,0.01,5m,1.4,0.0,2.0,960,2440.0,0.02,4m,3.0,0.2,2.0,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,4,COMPLETE
79,79,0.8941181390208943,2025-06-21 19:42:22.558466,2025-06-21 19:42:25.438521,0 days 00:00:02.880055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7208.0,0.01,4m,1.4,0.6000000000000001,2.0,96.0,7008.0,0.01,3m,1.4,0.2,1.5,520.0,4064.0,0.01,1m,2.4000000000000004,0.2,2.0,824.0,4144.0,0.015,3m,3.0,0.4,1.0,128.0,,,,,,,,,,,,,,,8184,0.01,5m,1.2,0.2,2.0,888,2224.0,0.02,3m,2.6,0.2,1.5,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15000000000000002,6,COMPLETE
80,80,-0.9102343777379188,2025-06-21 19:42:25.518438,2025-06-21 19:42:29.926939,0 days 00:00:04.408501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7544.0,0.01,1m,1.2,0.2,2.0,304.0,6776.0,0.01,5m,1.2,0.2,1.5,144.0,2688.0,0.01,5m,3.0,0.4,2.0,944.0,4352.0,0.015,5m,3.0,0.4,2.0,424.0,,,,,,,,2248.0,0.02,1m,1.6,0.0,2.0,336.0,6336,0.01,5m,1.4,0.0,1.5,712,2880.0,0.02,2m,2.8,0.2,1.0,896.0,3120.0,0.015,2m,2.2,0.8,0.5,224.0,,,,,,,,,,,,,,,2984.0,0.015,1m,1.0,0.8,1.5,800.0,,,,,,,,0.2,9,COMPLETE
81,81,-1.0942962070017568,2025-06-21 19:42:30.014298,2025-06-21 19:42:33.336906,0 days 00:00:03.322608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6832.0,0.01,4m,2.0,0.6000000000000001,1.5,176.0,7776.0,0.01,3m,1.6,0.2,1.5,304.0,2424.0,0.01,5m,2.8,0.0,2.0,1024.0,6496.0,0.02,2m,2.8,0.2,2.0,200.0,,,,,,,,1928.0,0.02,2m,1.2,0.2,2.0,152.0,7304,0.01,5m,1.4,0.2,2.0,840,1560.0,0.02,3m,3.0,0.0,1.5,936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,7,COMPLETE
82,82,1.6878229479792213,2025-06-21 19:42:33.410473,2025-06-21 19:42:37.323251,0 days 00:00:03.912778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6952.0,0.01,3m,2.0,0.6000000000000001,2.0,688.0,7448.0,0.01,3m,1.8,0.2,1.5,384.0,1736.0,0.01,5m,2.8,0.2,2.0,976.0,4808.0,0.02,2m,2.8,0.2,2.0,160.0,,,,,,,,2768.0,0.015,4m,1.0,0.4,2.0,816.0,7544,0.01,5m,1.2,0.2,2.0,864,1824.0,0.02,3m,3.0,0.0,1.5,848.0,5296.0,0.02,5m,1.8,0.8,1.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,8,COMPLETE
83,83,1.9580432586622525,2025-06-21 19:42:37.392395,2025-06-21 19:42:41.128986,0 days 00:00:03.736591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392.0,0.01,3m,1.8,0.6000000000000001,2.0,712.0,7376.0,0.01,3m,1.8,0.2,1.5,376.0,2824.0,0.01,5m,3.0,0.2,2.0,960.0,4912.0,0.02,2m,2.8,0.2,2.0,96.0,,,,,,,,2784.0,0.015,4m,1.0,0.2,2.0,832.0,7672,0.01,5m,1.2,0.2,2.0,864,1856.0,0.02,3m,3.0,0.0,1.5,840.0,5304.0,0.02,5m,1.8,0.8,0.5,152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,8,COMPLETE
84,84,-0.01255547236735372,2025-06-21 19:42:41.216903,2025-06-21 19:42:45.063729,0 days 00:00:03.846826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5984.0,0.01,3m,1.8,0.6000000000000001,2.0,688.0,7464.0,0.01,3m,2.0,0.2,1.5,384.0,1712.0,0.01,5m,3.0,0.2,2.0,1000.0,4904.0,0.02,2m,2.8,0.0,2.0,96.0,,,,,,,,3104.0,0.015,4m,1.0,0.0,2.0,712.0,7136,0.01,5m,1.0,0.2,2.0,984,1896.0,0.02,3m,3.0,0.2,1.5,840.0,6768.0,0.02,5m,1.8,0.6000000000000001,0.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,8,COMPLETE
85,85,0.5511833195642813,2025-06-21 19:42:45.128805,2025-06-21 19:42:48.463334,0 days 00:00:03.334529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6328.0,0.01,4m,1.8,0.6000000000000001,2.0,704.0,7288.0,0.01,3m,2.0,0.2,1.5,440.0,2816.0,0.01,5m,1.0,0.2,2.0,960.0,4600.0,0.02,2m,2.6,0.4,2.0,168.0,,,,,,,,4064.0,0.015,4m,2.4000000000000004,0.4,2.0,856.0,7936,0.01,5m,1.2,0.0,2.0,928,3712.0,0.02,3m,3.0,0.0,1.5,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,7,COMPLETE
86,86,-0.042444416124531655,2025-06-21 19:42:48.532156,2025-06-21 19:42:51.221449,0 days 00:00:02.689293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6408.0,0.01,3m,2.0,0.6000000000000001,2.0,736.0,7560.0,0.01,3m,1.8,0.4,1.5,568.0,3312.0,0.01,5m,3.0,0.2,2.0,920.0,,,,,,,,,,,,,,,,,,,,,,7784,0.01,5m,1.0,0.2,2.0,752,2176.0,0.02,1m,2.8,0.6000000000000001,1.5,912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,5,COMPLETE
87,87,0.6847380545675384,2025-06-21 19:42:51.288887,2025-06-21 19:42:55.710706,0 days 00:00:04.421819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6112.0,0.01,1m,1.8,0.6000000000000001,2.0,840.0,8040.0,0.01,3m,3.0,0.0,1.5,464.0,4936.0,0.01,5m,2.8,0.6000000000000001,2.0,880.0,5560.0,0.02,2m,2.6,0.2,2.0,136.0,,,,,,,,2840.0,0.015,4m,1.0,0.0,1.5,784.0,7512,0.01,2m,1.6,0.2,2.0,864,3208.0,0.02,3m,3.0,0.4,1.5,872.0,5344.0,0.01,5m,2.0,0.8,1.0,240.0,,,,,,,,,,,,,,,3528.0,0.01,2m,2.4000000000000004,0.0,1.0,400.0,,,,,,,,0.3,9,COMPLETE
88,88,0.17524398417363563,2025-06-21 19:42:55.808866,2025-06-21 19:42:58.637833,0 days 00:00:02.828967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5816.0,0.01,5m,2.0,0.8,2.0,648.0,7072.0,0.01,3m,1.8,0.2,1.5,408.0,3016.0,0.01,5m,3.0,0.4,1.5,1008.0,5792.0,0.02,2m,2.0,0.4,2.0,80.0,,,,,,,,,,,,,,,8040,0.01,1m,1.8,0.0,2.0,808,1896.0,0.02,4m,2.8,0.2,0.5,816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35000000000000003,6,COMPLETE
89,89,-0.9688935422444335,2025-06-21 19:42:58.697306,2025-06-21 19:43:02.994753,0 days 00:00:04.297447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6984.0,0.01,3m,1.6,0.6000000000000001,2.0,664.0,4192.0,0.01,5m,1.0,0.2,1.5,512.0,1968.0,0.01,5m,2.8,0.2,2.0,984.0,4560.0,0.02,2m,2.8,0.2,2.0,112.0,,,,,,,,3352.0,0.015,4m,1.0,0.2,2.0,832.0,7352,0.01,3m,1.2,0.4,2.0,904,1264.0,0.02,3m,3.0,0.0,1.5,848.0,5112.0,0.02,3m,2.2,1.0,0.5,144.0,,,,,,,,,,,,,,,4344.0,0.02,3m,2.4000000000000004,0.6000000000000001,1.0,1024.0,,,,,,,,0.5,9,COMPLETE
90,90,0.7429505820197659,2025-06-21 19:43:03.076927,2025-06-21 19:43:06.306000,0 days 00:00:03.229073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6656.0,0.01,3m,2.0,0.6000000000000001,2.0,752.0,7648.0,0.01,3m,2.2,0.6000000000000001,1.5,224.0,1256.0,0.01,5m,3.0,0.2,2.0,960.0,5216.0,0.02,2m,2.8,0.0,2.0,152.0,,,,,,,,2360.0,0.015,4m,2.4000000000000004,0.2,2.0,640.0,6488,0.01,5m,1.6,1.0,2.0,872,4872.0,0.02,3m,2.8,0.2,1.5,552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,7,COMPLETE
91,91,0.9218123372412588,2025-06-21 19:43:06.382457,2025-06-21 19:43:10.241311,0 days 00:00:03.858854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8016.0,0.01,3m,1.8,0.4,2.0,624.0,8008.0,0.01,3m,1.8,0.2,1.5,376.0,2608.0,0.01,5m,2.6,0.2,2.0,840.0,4952.0,0.02,2m,2.4000000000000004,0.2,2.0,184.0,,,,,,,,2664.0,0.02,4m,1.2,0.2,2.0,840.0,7672,0.01,5m,1.2,0.2,2.0,944,1696.0,0.02,3m,3.0,0.0,1.5,792.0,4520.0,0.02,5m,1.6,0.8,0.5,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,8,COMPLETE
92,92,-0.7836407195991449,2025-06-21 19:43:10.337027,2025-06-21 19:43:14.962758,0 days 00:00:04.625731,,,,,,,,,,,,,,,,,,,,,,6440.0,0.015,1m,2.0,0.8,2.0,616.0,,,,,,,,,,,,,,,,,,,,,,6472.0,0.01,3m,1.6,0.4,2.0,112.0,7848.0,0.01,5m,1.6,0.2,1.5,288.0,2872.0,0.01,5m,2.8,0.2,2.0,896.0,5408.0,0.02,2m,3.0,0.2,2.0,584.0,,,,,,,,2112.0,0.015,4m,1.0,0.4,2.0,904.0,7576,0.01,5m,1.4,0.2,2.0,816,2720.0,0.02,3m,2.8,1.0,1.5,768.0,4800.0,0.02,5m,1.8,0.8,0.5,104.0,,,,,,,,,,,,,,,1280.0,0.015,4m,2.0,1.0,1.5,864.0,,,,,,,,0.2,10,COMPLETE
93,93,0.10256468220497801,2025-06-21 19:43:15.049547,2025-06-21 19:43:20.259927,0 days 00:00:05.210380,,,,,,,,,,,,,,,,,,,,,,6872.0,0.015,5m,2.2,1.0,2.0,392.0,,,,,,,,,,,,,,,,,,,,,,7408.0,0.01,3m,1.4,0.6000000000000001,2.0,704.0,7384.0,0.01,2m,1.8,0.2,1.5,344.0,3080.0,0.01,5m,2.4000000000000004,0.2,2.0,768.0,4056.0,0.02,5m,3.0,0.2,2.0,136.0,,,,,,,,3040.0,0.02,1m,1.2,0.2,2.0,496.0,7088,0.01,5m,1.0,0.2,2.0,768,2440.0,0.02,3m,2.8,0.0,1.5,720.0,5384.0,0.02,5m,1.8,0.8,0.5,128.0,,,,,,,,,,,,,,,2600.0,0.015,4m,1.8,0.8,2.0,712.0,4648.0,0.015,3m,1.8,0.0,1.5,560.0,0.4,11,COMPLETE
94,94,-3.4438218354025714,2025-06-21 19:43:20.322440,2025-06-21 19:43:25.568708,0 days 00:00:05.246268,,,,,,,,,,,,,,,,,,,,,,7736.0,0.02,4m,2.6,0.6000000000000001,1.5,120.0,,,,,,,,,,,,,,,,,,,,,,7152.0,0.01,3m,1.8,0.4,2.0,232.0,8088.0,0.01,1m,1.2,0.2,1.5,264.0,2480.0,0.01,5m,3.0,0.4,2.0,920.0,4816.0,0.02,3m,3.0,0.4,2.0,88.0,,,,,,,,2544.0,0.015,4m,1.0,0.4,2.0,392.0,7800,0.01,5m,1.2,0.2,2.0,864,1392.0,0.02,3m,2.6,0.0,1.5,872.0,5960.0,0.02,2m,1.6,0.8,0.5,160.0,,,,,,,,,,,,,,,1976.0,0.01,3m,1.2,0.2,1.5,968.0,,,,,,,,0.15000000000000002,10,COMPLETE
95,95,-0.9340880680833658,2025-06-21 19:43:25.676726,2025-06-21 19:43:30.428907,0 days 00:00:04.752181,,,,,,,,,,,,,,,,,,,,,,4104.0,0.01,1m,2.8,1.0,1.5,480.0,,,,,,,,,,,,,,,,,,,,,,6728.0,0.01,3m,2.2,0.6000000000000001,2.0,168.0,7704.0,0.01,3m,2.0,0.2,1.5,400.0,2152.0,0.01,5m,2.6,0.2,2.0,1024.0,1224.0,0.02,2m,2.8,0.2,2.0,208.0,,,,,,,,1704.0,0.015,4m,1.2,0.2,2.0,200.0,8008,0.01,5m,1.4,0.4,2.0,888,2104.0,0.02,3m,3.0,0.0,1.5,776.0,4408.0,0.02,4m,2.0,0.8,0.5,96.0,,,,,,,,,,,,,,,5096.0,0.015,3m,1.6,1.0,1.0,640.0,,,,,,,,0.25,10,COMPLETE
96,96,-0.8928828353810709,2025-06-21 19:43:30.506420,2025-06-21 19:43:34.358467,0 days 00:00:03.852047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7680.0,0.01,4m,1.6,0.6000000000000001,1.5,776.0,4904.0,0.01,3m,1.8,0.0,1.0,312.0,3360.0,0.01,4m,2.8,0.0,2.0,952.0,2328.0,0.02,4m,3.0,0.2,2.0,248.0,,,,,,,,1384.0,0.02,3m,1.2,0.0,2.0,248.0,7608,0.01,4m,1.2,0.2,2.0,1000,1600.0,0.02,3m,2.8,0.2,1.5,688.0,6288.0,0.02,5m,1.6,0.8,1.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,8,COMPLETE
97,97,-0.07998319540126148,2025-06-21 19:43:34.437006,2025-06-21 19:43:39.083317,0 days 00:00:04.646311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7856.0,0.01,3m,2.0,0.4,1.5,840.0,6864.0,0.01,5m,1.6,0.2,1.5,368.0,1640.0,0.02,5m,3.0,0.2,2.0,512.0,4456.0,0.02,2m,2.6,0.4,2.0,160.0,,,,,,,,2720.0,0.015,2m,1.4,0.0,2.0,784.0,7280,0.02,5m,1.2,0.0,2.0,968,3024.0,0.02,2m,3.0,0.0,2.0,184.0,4992.0,0.02,4m,1.8,0.6000000000000001,0.5,200.0,,,,,,,,,,,,,,,3344.0,0.01,1m,1.4,0.6000000000000001,1.0,504.0,,,,,,,,0.15000000000000002,9,COMPLETE
98,98,-2.310129220442177,2025-06-21 19:43:39.163324,2025-06-21 19:43:43.062947,0 days 00:00:03.899623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6992.0,0.01,3m,2.0,0.4,2.0,616.0,7880.0,0.01,3m,1.2,0.2,1.5,432.0,2800.0,0.01,1m,2.8,0.2,2.0,864.0,1416.0,0.015,2m,2.8,0.2,2.0,64.0,,,,,,,,3552.0,0.015,4m,1.0,0.4,2.0,128.0,6904,0.01,5m,1.4,0.2,2.0,736,1840.0,0.02,5m,2.8,0.0,1.5,632.0,7792.0,0.02,5m,2.0,1.0,0.5,912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,8,COMPLETE
99,99,-1.8101571690702483,2025-06-21 19:43:43.155460,2025-06-21 19:43:49.757970,0 days 00:00:06.602510,,,,,,,,,,,,,,,,,,,,,,4944.0,0.02,5m,1.8,0.8,2.0,64.0,4136.0,0.02,2m,2.6,0.2,2.0,496.0,3880.0,0.01,1m,1.0,0.4,1.5,168.0,,,,,,,,6520.0,0.01,3m,1.8,0.6000000000000001,1.5,568.0,7232.0,0.01,3m,1.4,1.0,1.5,488.0,2072.0,0.015,5m,3.0,0.0,2.0,984.0,1688.0,0.02,2m,2.8,0.0,2.0,336.0,,,,,,,,7704.0,0.02,1m,1.2,0.2,2.0,888.0,7432,0.01,4m,1.0,0.0,2.0,920,1160.0,0.01,3m,2.2,0.0,1.0,744.0,5712.0,0.02,5m,1.6,0.2,1.0,264.0,5528.0,0.015,3m,1.0,0.8,1.5,1016.0,,,,,,,,2272.0,0.02,2m,2.0,0.8,2.0,800.0,3584.0,0.01,2m,2.2,0.6000000000000001,1.0,768.0,0.2,14,COMPLETE
100,100,-0.7071341595057329,2025-06-21 19:43:49.848477,2025-06-21 19:43:55.355931,0 days 00:00:05.507454,,,,,,,,,,,,,,,,,,,,,,7304.0,0.01,2m,2.4000000000000004,1.0,1.5,296.0,,,,,,,,,,,,,,,,,,,,,,3400.0,0.01,2m,1.4,0.6000000000000001,1.5,592.0,7560.0,0.01,5m,1.0,0.4,1.5,544.0,2288.0,0.01,5m,2.6,0.0,0.5,936.0,6216.0,0.02,1m,3.0,0.4,2.0,296.0,,,,,,,,2080.0,0.015,5m,2.2,0.6000000000000001,2.0,544.0,8080,0.01,5m,1.2,0.4,2.0,856,2352.0,0.02,1m,2.6,0.2,1.5,808.0,4800.0,0.02,4m,1.6,0.8,1.5,144.0,,,,,,,,,,,,,,,1840.0,0.015,4m,2.8,1.0,0.5,920.0,1568.0,0.015,2m,2.6,0.0,1.5,144.0,0.35000000000000003,11,COMPLETE
101,101,-0.12387319259412928,2025-06-21 19:43:55.427000,2025-06-21 19:43:59.178144,0 days 00:00:03.751144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6848.0,0.01,3m,2.2,0.6000000000000001,1.5,664.0,7776.0,0.01,3m,1.6,0.2,1.5,336.0,1856.0,0.01,5m,2.8,0.0,2.0,976.0,2080.0,0.02,2m,2.8,0.2,2.0,208.0,,,,,,,,1888.0,0.015,5m,1.4,0.4,2.0,72.0,7424,0.01,5m,1.4,0.2,2.0,832,1480.0,0.02,3m,3.0,0.0,1.5,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,7,COMPLETE
102,102,0.9650733217927367,2025-06-21 19:43:59.262667,2025-06-21 19:44:03.373648,0 days 00:00:04.110981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6216.0,0.01,3m,2.0,0.6000000000000001,1.5,528.0,8184.0,0.01,3m,1.6,0.2,1.5,112.0,2264.0,0.01,5m,2.8,0.0,2.0,904.0,1752.0,0.02,2m,2.6,0.2,0.5,240.0,,,,,,,,3224.0,0.015,5m,2.0,0.4,2.0,176.0,7760,0.01,5m,1.4,0.2,2.0,792,1392.0,0.02,3m,3.0,0.0,1.5,1000.0,5840.0,0.02,5m,1.4,0.8,1.0,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,8,COMPLETE
103,103,0.910624270280834,2025-06-21 19:44:03.459156,2025-06-21 19:44:06.478026,0 days 00:00:03.018870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7416.0,0.01,3m,2.0,0.6000000000000001,1.5,208.0,8024.0,0.01,3m,1.4,0.2,1.5,344.0,2520.0,0.01,5m,3.0,0.2,2.0,1000.0,1528.0,0.02,2m,3.0,0.2,2.0,224.0,,,,,,,,,,,,,,,7208,0.01,5m,1.6,0.2,2.0,848,1984.0,0.02,3m,1.8,0.0,1.5,896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,6,COMPLETE
104,104,0.9570797819721225,2025-06-21 19:44:06.556532,2025-06-21 19:44:12.271341,0 days 00:00:05.714809,,,,,,,,,,,,,,,,,,,,,,1904.0,0.015,1m,3.0,0.4,2.0,208.0,5480.0,0.01,1m,1.6,0.4,1.5,664.0,,,,,,,,,,,,,,,8192.0,0.01,3m,1.8,0.4,1.5,304.0,7712.0,0.01,3m,1.8,0.2,1.5,448.0,5800.0,0.01,5m,2.8,0.0,1.0,968.0,2560.0,0.02,2m,2.8,0.2,2.0,272.0,,,,,,,,2344.0,0.015,5m,1.6,0.4,2.0,1008.0,7896,0.01,5m,1.2,0.2,2.0,896,1624.0,0.02,3m,3.0,0.0,1.5,928.0,5168.0,0.02,5m,1.2,0.8,1.0,488.0,,,,,,,,,,,,,,,1072.0,0.02,3m,2.2,0.4,1.5,776.0,2656.0,0.02,1m,2.8,0.8,0.5,296.0,0.2,12,COMPLETE
105,105,-0.7726500329377997,2025-06-21 19:44:12.350481,2025-06-21 19:44:16.630469,0 days 00:00:04.279988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6040.0,0.01,3m,2.2,0.6000000000000001,1.5,504.0,7440.0,0.015,3m,2.0,0.2,1.5,384.0,2664.0,0.01,2m,3.0,0.0,2.0,928.0,3872.0,0.02,2m,2.2,0.2,2.0,176.0,,,,,,,,1256.0,0.015,5m,1.2,0.0,2.0,136.0,7584,0.01,5m,1.4,0.2,2.0,944,1784.0,0.02,5m,2.8,0.0,1.5,968.0,6896.0,0.02,5m,1.4,0.8,1.0,272.0,,,,,,,,,,,,,,,6800.0,0.015,3m,3.0,1.0,1.0,992.0,,,,,,,,0.25,9,COMPLETE
