,number,value,datetime_start,datetime_complete,duration,params_AAPL_COST_beta_win,params_AAPL_COST_stop_loss,params_AAPL_COST_trade_freq,params_AAPL_COST_z_entry,params_AAPL_COST_z_exit,params_AAPL_COST_z_stop_scaler,params_AAPL_COST_z_win,params_AAPL_INTU_beta_win,params_AAPL_INTU_stop_loss,params_AAPL_INTU_trade_freq,params_AAPL_INTU_z_entry,params_AAPL_INTU_z_exit,params_AAPL_INTU_z_stop_scaler,params_AAPL_INTU_z_win,params_AAPL_VRSK_beta_win,params_AAPL_VRSK_stop_loss,params_AAPL_VRSK_trade_freq,params_AAPL_VRSK_z_entry,params_AAPL_VRSK_z_exit,params_AAPL_VRSK_z_stop_scaler,params_AAPL_VRSK_z_win,params_ALGN_ATVI_beta_win,params_ALGN_ATVI_stop_loss,params_ALGN_ATVI_trade_freq,params_ALGN_ATVI_z_entry,params_ALGN_ATVI_z_exit,params_ALGN_ATVI_z_stop_scaler,params_ALGN_ATVI_z_win,params_ATVI_DDOG_beta_win,params_ATVI_DDOG_stop_loss,params_ATVI_DDOG_trade_freq,params_ATVI_DDOG_z_entry,params_ATVI_DDOG_z_exit,params_ATVI_DDOG_z_stop_scaler,params_ATVI_DDOG_z_win,params_AZN_DLTR_beta_win,params_AZN_DLTR_stop_loss,params_AZN_DLTR_trade_freq,params_AZN_DLTR_z_entry,params_AZN_DLTR_z_exit,params_AZN_DLTR_z_stop_scaler,params_AZN_DLTR_z_win,params_BKNG_EA_beta_win,params_BKNG_EA_stop_loss,params_BKNG_EA_trade_freq,params_BKNG_EA_z_entry,params_BKNG_EA_z_exit,params_BKNG_EA_z_stop_scaler,params_BKNG_EA_z_win,params_CMCSA_INTC_beta_win,params_CMCSA_INTC_stop_loss,params_CMCSA_INTC_trade_freq,params_CMCSA_INTC_z_entry,params_CMCSA_INTC_z_exit,params_CMCSA_INTC_z_stop_scaler,params_CMCSA_INTC_z_win,params_CSX_PAYX_beta_win,params_CSX_PAYX_stop_loss,params_CSX_PAYX_trade_freq,params_CSX_PAYX_z_entry,params_CSX_PAYX_z_exit,params_CSX_PAYX_z_stop_scaler,params_CSX_PAYX_z_win,params_CTSH_DOCU_beta_win,params_CTSH_DOCU_stop_loss,params_CTSH_DOCU_trade_freq,params_CTSH_DOCU_z_entry,params_CTSH_DOCU_z_exit,params_CTSH_DOCU_z_stop_scaler,params_CTSH_DOCU_z_win,params_DLTR_KHC_beta_win,params_DLTR_KHC_stop_loss,params_DLTR_KHC_trade_freq,params_DLTR_KHC_z_entry,params_DLTR_KHC_z_exit,params_DLTR_KHC_z_stop_scaler,params_DLTR_KHC_z_win,params_DXCM_ORLY_beta_win,params_DXCM_ORLY_stop_loss,params_DXCM_ORLY_trade_freq,params_DXCM_ORLY_z_entry,params_DXCM_ORLY_z_exit,params_DXCM_ORLY_z_stop_scaler,params_DXCM_ORLY_z_win,params_EA_MU_beta_win,params_EA_MU_stop_loss,params_EA_MU_trade_freq,params_EA_MU_z_entry,params_EA_MU_z_exit,params_EA_MU_z_stop_scaler,params_EA_MU_z_win,params_FISV_INTU_beta_win,params_FISV_INTU_stop_loss,params_FISV_INTU_trade_freq,params_FISV_INTU_z_entry,params_FISV_INTU_z_exit,params_FISV_INTU_z_stop_scaler,params_FISV_INTU_z_win,params_FISV_WDAY_beta_win,params_FISV_WDAY_stop_loss,params_FISV_WDAY_trade_freq,params_FISV_WDAY_z_entry,params_FISV_WDAY_z_exit,params_FISV_WDAY_z_stop_scaler,params_FISV_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_INTU_WDAY_beta_win,params_INTU_WDAY_stop_loss,params_INTU_WDAY_trade_freq,params_INTU_WDAY_z_entry,params_INTU_WDAY_z_exit,params_INTU_WDAY_z_stop_scaler,params_INTU_WDAY_z_win,params_NTES_VRTX_beta_win,params_NTES_VRTX_stop_loss,params_NTES_VRTX_trade_freq,params_NTES_VRTX_z_entry,params_NTES_VRTX_z_exit,params_NTES_VRTX_z_stop_scaler,params_NTES_VRTX_z_win,params_ORLY_VRTX_beta_win,params_ORLY_VRTX_stop_loss,params_ORLY_VRTX_trade_freq,params_ORLY_VRTX_z_entry,params_ORLY_VRTX_z_exit,params_ORLY_VRTX_z_stop_scaler,params_ORLY_VRTX_z_win,params_PYPL_WDAY_beta_win,params_PYPL_WDAY_stop_loss,params_PYPL_WDAY_trade_freq,params_PYPL_WDAY_z_entry,params_PYPL_WDAY_z_exit,params_PYPL_WDAY_z_stop_scaler,params_PYPL_WDAY_z_win,params_buffer_capital,params_pairs_to_trade,state
79,79,2.2459393582129326,2025-06-21 19:28:16.708582,2025-06-21 19:28:23.463365,0 days 00:00:06.754783,,,,,,,,1688.0,0.02,2m,2.0,0.0,2.0,568.0,5520.0,0.01,2m,2.0,1.0,1.0,344.0,2736.0,0.02,2m,2.6,0.0,2.0,144.0,1736.0,0.015,5m,2.4000000000000004,1.0,0.5,728.0,,,,,,,,4448.0,0.02,4m,1.4,0.2,0.5,160.0,2800.0,0.01,1m,1.4,0.8,1.0,512.0,4192.0,0.015,1m,1.8,0.6000000000000001,1.0,680.0,,,,,,,,3312.0,0.015,4m,2.8,1.0,1.0,304.0,3944,0.015,3m,2.0,0.4,1.0,248,6888.0,0.01,4m,1.2,0.2,1.0,128.0,4584.0,0.01,4m,1.2,0.2,2.0,384.0,7880.0,0.01,1m,1.4,0.6000000000000001,2.0,368.0,3392.0,0.01,1m,2.0,0.8,0.5,440.0,8016.0,0.01,1m,2.4000000000000004,0.0,1.5,640.0,6976.0,0.015,4m,1.0,0.2,1.5,552.0,2792.0,0.015,2m,1.0,0.8,2.0,888.0,3712.0,0.02,1m,1.6,0.2,2.0,176.0,0.25,17,COMPLETE
80,80,0.0721959971020523,2025-06-21 19:28:23.542268,2025-06-21 19:28:27.254441,0 days 00:00:03.712173,,,,,,,,4024.0,0.02,2m,2.4000000000000004,0.8,1.5,424.0,5216.0,0.01,1m,2.2,1.0,1.5,416.0,,,,,,,,2824.0,0.015,1m,1.6,0.8,0.5,960.0,,,,,,,,,,,,,,,3888.0,0.01,5m,2.8,0.8,0.5,416.0,,,,,,,,,,,,,,,,,,,,,,3608,0.02,3m,2.2,0.8,1.0,368,,,,,,,,5160.0,0.01,3m,2.4000000000000004,0.4,1.5,824.0,5832.0,0.01,4m,1.0,0.2,1.5,176.0,,,,,,,,7400.0,0.01,3m,2.6,0.4,1.5,464.0,,,,,,,,,,,,,,,4368.0,0.01,4m,2.0,0.6000000000000001,2.0,296.0,0.05,9,COMPLETE
81,81,4.548220643794915,2025-06-21 19:28:27.341235,2025-06-21 19:28:34.962072,0 days 00:00:07.620837,,,,,,,,3800.0,0.02,2m,1.8,0.2,1.5,200.0,2312.0,0.01,5m,2.4000000000000004,0.6000000000000001,0.5,512.0,2208.0,0.015,2m,2.6,0.4,2.0,224.0,1152.0,0.015,2m,1.8,1.0,0.5,728.0,3896.0,0.015,1m,2.8,0.4,1.5,768.0,4936.0,0.02,4m,1.6,1.0,1.0,320.0,3072.0,0.01,1m,3.0,1.0,0.5,560.0,1592.0,0.01,4m,2.8,0.6000000000000001,0.5,752.0,8192.0,0.01,4m,1.4,0.2,2.0,64.0,2360.0,0.015,3m,1.4,1.0,0.5,368.0,3184,0.02,4m,2.8,1.0,1.5,208,7392.0,0.015,5m,1.8,0.0,1.0,104.0,4056.0,0.01,4m,1.2,0.4,0.5,1024.0,3640.0,0.01,4m,1.4,0.2,2.0,256.0,3112.0,0.01,3m,2.0,1.0,0.5,128.0,2760.0,0.01,4m,2.8,0.0,1.5,800.0,7608.0,0.015,2m,1.4,0.0,1.5,272.0,6944.0,0.015,3m,2.0,0.4,1.0,384.0,2032.0,0.02,4m,1.6,0.4,1.5,80.0,0.05,19,COMPLETE
82,82,4.367979325406021,2025-06-21 19:28:35.081602,2025-06-21 19:28:41.877625,0 days 00:00:06.796023,,,,,,,,3216.0,0.02,2m,1.8,0.0,1.5,128.0,2248.0,0.01,5m,2.4000000000000004,0.6000000000000001,0.5,376.0,2184.0,0.015,2m,3.0,0.4,2.0,240.0,2096.0,0.015,2m,1.8,1.0,0.5,768.0,,,,,,,,5544.0,0.02,4m,1.6,1.0,1.0,296.0,3168.0,0.01,1m,3.0,1.0,0.5,808.0,1728.0,0.01,4m,3.0,0.6000000000000001,0.5,752.0,8088.0,0.01,4m,1.2,0.2,2.0,128.0,2296.0,0.015,3m,1.0,1.0,0.5,256.0,4192,0.02,4m,2.8,1.0,1.5,152,7192.0,0.015,5m,1.8,0.0,1.0,104.0,4096.0,0.01,4m,1.0,0.4,0.5,328.0,3088.0,0.01,4m,1.2,0.0,2.0,184.0,3008.0,0.01,3m,2.2,1.0,0.5,272.0,1888.0,0.01,4m,2.8,0.0,1.5,856.0,8136.0,0.015,2m,1.4,0.0,1.5,328.0,7264.0,0.015,3m,2.0,0.4,1.0,312.0,1752.0,0.02,4m,1.6,0.4,1.0,88.0,0.05,18,COMPLETE
83,83,2.445484909464448,2025-06-21 19:28:41.972141,2025-06-21 19:28:50.084494,0 days 00:00:08.112353,,,,,,,,3192.0,0.02,2m,1.6,0.0,1.5,144.0,2344.0,0.01,5m,2.6,0.6000000000000001,0.5,384.0,1344.0,0.015,2m,3.0,0.6000000000000001,2.0,216.0,2088.0,0.015,2m,1.8,1.0,0.5,808.0,4096.0,0.015,1m,2.6,0.6000000000000001,1.5,704.0,4800.0,0.02,4m,1.8,1.0,1.0,312.0,3288.0,0.01,1m,3.0,1.0,0.5,808.0,1648.0,0.01,4m,3.0,0.6000000000000001,0.5,752.0,8120.0,0.01,4m,1.2,0.2,2.0,120.0,2304.0,0.015,3m,1.0,1.0,0.5,248.0,4368,0.02,4m,3.0,1.0,1.5,160,7944.0,0.015,5m,1.8,0.0,1.0,88.0,3480.0,0.01,4m,1.0,0.4,0.5,312.0,3632.0,0.01,4m,1.2,0.4,2.0,128.0,2976.0,0.01,3m,2.0,1.0,0.5,296.0,1976.0,0.01,4m,2.8,0.0,1.5,864.0,8136.0,0.015,2m,1.4,0.0,1.5,352.0,7344.0,0.015,3m,2.0,0.2,1.0,240.0,2128.0,0.02,4m,1.6,0.4,1.0,80.0,0.05,19,COMPLETE
84,84,2.2746698204651117,2025-06-21 19:28:50.210580,2025-06-21 19:28:57.185773,0 days 00:00:06.975193,,,,,,,,2464.0,0.02,2m,1.8,0.6000000000000001,1.5,184.0,1776.0,0.01,5m,2.4000000000000004,0.6000000000000001,0.5,456.0,2056.0,0.015,2m,2.8,0.4,2.0,312.0,5816.0,0.015,2m,1.8,1.0,0.5,776.0,,,,,,,,6080.0,0.02,4m,1.6,1.0,1.0,280.0,1064.0,0.01,1m,3.0,1.0,0.5,736.0,1360.0,0.01,4m,2.8,0.6000000000000001,0.5,728.0,8184.0,0.01,4m,1.2,0.2,2.0,120.0,1808.0,0.015,3m,1.2,1.0,0.5,360.0,4136,0.02,4m,2.8,1.0,1.5,152,7216.0,0.015,5m,1.8,0.0,1.0,208.0,4200.0,0.01,4m,1.4,0.4,0.5,752.0,2904.0,0.01,4m,1.4,0.2,2.0,192.0,2688.0,0.01,3m,2.2,1.0,0.5,64.0,1896.0,0.01,4m,3.0,0.0,1.5,840.0,7848.0,0.015,2m,1.4,0.0,1.5,312.0,6568.0,0.015,3m,1.8,0.4,1.0,496.0,1056.0,0.02,4m,1.4,0.4,1.0,136.0,0.05,18,COMPLETE
85,85,3.8315513332129885,2025-06-21 19:28:57.298150,2025-06-21 19:29:04.277355,0 days 00:00:06.979205,,,,,,,,3800.0,0.02,2m,1.8,0.2,1.5,96.0,1472.0,0.01,5m,2.6,0.4,0.5,504.0,2240.0,0.015,2m,3.0,0.4,2.0,264.0,1272.0,0.015,2m,2.0,1.0,0.5,848.0,,,,,,,,5184.0,0.02,4m,1.4,1.0,1.0,416.0,2904.0,0.01,1m,3.0,1.0,0.5,960.0,2280.0,0.01,3m,3.0,0.6000000000000001,0.5,616.0,7616.0,0.01,4m,1.6,0.0,2.0,64.0,2456.0,0.015,3m,1.4,1.0,0.5,280.0,3232,0.02,4m,2.8,1.0,1.5,120,6600.0,0.015,5m,1.6,0.0,1.0,104.0,3560.0,0.01,4m,1.2,0.4,0.5,984.0,4224.0,0.01,4m,1.2,0.0,2.0,224.0,3248.0,0.01,3m,1.2,1.0,0.5,272.0,2720.0,0.01,4m,2.8,0.0,1.5,800.0,7520.0,0.015,2m,1.8,0.0,1.5,272.0,5544.0,0.015,3m,2.0,0.4,1.0,304.0,1560.0,0.02,4m,1.6,0.4,1.0,104.0,0.05,18,COMPLETE
86,86,-0.5707429008305022,2025-06-21 19:29:04.376304,2025-06-21 19:29:12.069773,0 days 00:00:07.693469,4248.0,0.01,4m,2.4000000000000004,1.0,1.5,768.0,2968.0,0.02,2m,1.8,0.0,1.5,280.0,2200.0,0.01,5m,2.4000000000000004,0.6000000000000001,0.5,360.0,2184.0,0.015,4m,2.4000000000000004,0.4,2.0,208.0,2464.0,0.015,2m,1.8,1.0,0.5,672.0,4160.0,0.01,1m,2.8,0.2,1.0,872.0,6328.0,0.02,4m,1.6,0.8,1.0,344.0,2392.0,0.01,1m,2.8,1.0,0.5,616.0,1832.0,0.01,4m,3.0,0.4,0.5,792.0,7632.0,0.01,3m,1.4,0.4,2.0,224.0,2192.0,0.015,3m,1.0,1.0,0.5,424.0,3848,0.02,4m,2.8,0.4,1.5,208,7608.0,0.015,5m,2.0,0.8,1.0,176.0,3984.0,0.01,4m,1.0,0.2,0.5,248.0,2512.0,0.01,4m,1.4,0.2,2.0,152.0,3848.0,0.015,3m,2.0,1.0,0.5,368.0,1952.0,0.01,4m,2.8,0.0,1.5,896.0,5704.0,0.015,2m,1.6,0.0,1.5,400.0,7320.0,0.015,3m,2.2,0.4,1.0,536.0,1248.0,0.02,4m,1.4,0.4,1.0,80.0,0.05,20,COMPLETE
87,87,1.74286812338422,2025-06-21 19:29:12.177814,2025-06-21 19:29:19.584059,0 days 00:00:07.406245,,,,,,,,3536.0,0.02,2m,1.6,0.0,1.5,64.0,1072.0,0.01,5m,2.4000000000000004,0.6000000000000001,0.5,544.0,2856.0,0.015,2m,2.8,0.8,1.5,552.0,1544.0,0.015,2m,1.4,1.0,0.5,752.0,2672.0,0.015,1m,2.4000000000000004,0.4,2.0,504.0,4096.0,0.02,3m,1.6,1.0,1.0,224.0,3512.0,0.01,1m,3.0,1.0,0.5,856.0,1024.0,0.01,4m,2.8,0.6000000000000001,0.5,864.0,6856.0,0.01,4m,1.8,0.2,1.5,136.0,1352.0,0.015,3m,1.6,1.0,0.5,376.0,3360,0.02,4m,2.6,1.0,1.5,232,7016.0,0.015,5m,1.8,0.0,1.0,280.0,3088.0,0.01,4m,1.2,0.4,0.5,336.0,3144.0,0.02,4m,1.2,0.4,2.0,264.0,2960.0,0.01,3m,2.2,1.0,0.5,112.0,1536.0,0.01,4m,3.0,0.0,1.5,960.0,8176.0,0.015,2m,1.2,0.8,1.5,256.0,7640.0,0.015,3m,2.0,0.6000000000000001,1.0,456.0,1928.0,0.02,4m,1.6,0.4,1.5,152.0,0.1,19,COMPLETE
88,88,1.8322785562530508,2025-06-21 19:29:19.697851,2025-06-21 19:29:26.527191,0 days 00:00:06.829340,,,,,,,,3296.0,0.02,2m,1.2,0.0,1.5,160.0,2840.0,0.01,5m,2.2,0.4,0.5,592.0,1448.0,0.015,1m,2.4000000000000004,0.2,1.0,80.0,1744.0,0.015,2m,1.6,1.0,0.5,904.0,,,,,,,,3512.0,0.02,4m,1.8,1.0,1.0,368.0,3032.0,0.01,3m,2.8,1.0,0.5,776.0,5504.0,0.01,4m,2.6,0.6000000000000001,0.5,672.0,,,,,,,,3208.0,0.015,3m,1.0,1.0,0.5,312.0,3608,0.02,4m,3.0,0.8,2.0,264,7296.0,0.015,4m,1.4,0.0,1.5,64.0,4336.0,0.02,4m,1.0,0.4,0.5,1024.0,3472.0,0.01,4m,2.0,0.0,2.0,296.0,1552.0,0.01,3m,2.4000000000000004,1.0,0.5,624.0,2808.0,0.01,4m,2.8,0.2,2.0,736.0,6712.0,0.015,2m,1.6,0.0,1.0,320.0,6144.0,0.015,4m,2.2,0.6000000000000001,0.5,368.0,1704.0,0.02,4m,1.8,0.4,1.5,64.0,0.05,17,COMPLETE
89,89,-0.019222707326717724,2025-06-21 19:29:26.626819,2025-06-21 19:29:28.261588,0 days 00:00:01.634769,,,,,,,,2776.0,0.02,3m,2.0,0.2,1.5,120.0,3048.0,0.01,5m,2.6,0.6000000000000001,0.5,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3224.0,0.01,1m,3.0,1.0,0.5,568.0,,,,,,,,,,,,,,,,,,,,,,6720,0.02,4m,2.6,0.4,1.5,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,4,COMPLETE
90,90,-0.2760042450308933,2025-06-21 19:29:28.347890,2025-06-21 19:29:35.502702,0 days 00:00:07.154812,,,,,,,,2184.0,0.02,2m,2.0,0.0,1.5,240.0,2496.0,0.01,5m,2.4000000000000004,0.8,0.5,424.0,5448.0,0.015,2m,2.6,0.4,2.0,152.0,2000.0,0.015,2m,2.0,0.2,0.5,720.0,,,,,,,,5472.0,0.02,1m,1.4,0.8,1.5,272.0,3704.0,0.01,3m,2.8,1.0,0.5,672.0,2264.0,0.015,1m,2.8,0.6000000000000001,0.5,760.0,7768.0,0.01,4m,1.6,0.4,2.0,288.0,2864.0,0.015,2m,1.2,1.0,0.5,240.0,2288,0.015,1m,2.4000000000000004,1.0,1.5,120,6368.0,0.015,5m,1.6,0.0,1.0,944.0,4848.0,0.01,1m,1.4,0.2,0.5,440.0,4072.0,0.015,4m,1.6,0.0,2.0,976.0,2456.0,0.01,2m,2.4000000000000004,1.0,0.5,960.0,3848.0,0.01,4m,2.6,0.0,1.5,784.0,7536.0,0.015,5m,1.0,0.0,1.5,184.0,8120.0,0.015,3m,2.0,0.4,1.0,152.0,2520.0,0.02,4m,1.6,0.2,0.5,872.0,0.05,18,COMPLETE
91,91,1.790150523826903,2025-06-21 19:29:35.589469,2025-06-21 19:29:42.422478,0 days 00:00:06.833009,,,,,,,,3800.0,0.02,2m,1.8,0.4,1.5,112.0,1216.0,0.01,5m,2.6,0.4,0.5,504.0,2296.0,0.015,2m,3.0,0.4,2.0,280.0,1184.0,0.015,2m,2.0,1.0,0.5,840.0,,,,,,,,5248.0,0.02,4m,1.4,1.0,1.0,424.0,2704.0,0.01,1m,3.0,1.0,0.5,992.0,2320.0,0.01,3m,3.0,0.6000000000000001,0.5,584.0,7648.0,0.01,4m,1.6,0.0,2.0,72.0,2480.0,0.015,3m,1.8,1.0,1.5,280.0,3192,0.02,4m,2.8,1.0,1.5,128,6800.0,0.015,5m,1.6,0.0,1.0,96.0,3640.0,0.01,4m,1.2,0.4,0.5,1024.0,4256.0,0.01,4m,1.2,0.0,2.0,104.0,3208.0,0.01,3m,1.2,1.0,0.5,272.0,2312.0,0.01,4m,2.8,0.0,1.5,816.0,7376.0,0.015,2m,1.8,0.0,1.5,272.0,5608.0,0.015,3m,2.0,0.4,1.0,320.0,1488.0,0.02,4m,1.6,0.4,1.0,120.0,0.05,18,COMPLETE
92,92,2.8437221972897535,2025-06-21 19:29:42.527943,2025-06-21 19:29:50.060100,0 days 00:00:07.532157,,,,,,,,4160.0,0.02,2m,1.8,0.2,1.5,96.0,1600.0,0.01,5m,2.6,0.4,0.5,456.0,2456.0,0.015,2m,3.0,0.6000000000000001,2.0,264.0,1248.0,0.015,2m,2.2,1.0,0.5,816.0,3736.0,0.02,1m,2.8,0.8,1.5,1000.0,5816.0,0.02,4m,1.4,1.0,1.0,304.0,2848.0,0.01,1m,3.0,1.0,0.5,912.0,1880.0,0.01,3m,3.0,0.6000000000000001,0.5,632.0,8192.0,0.01,4m,1.4,0.0,2.0,72.0,2624.0,0.015,3m,1.4,1.0,0.5,488.0,2912,0.02,4m,2.8,1.0,1.5,96,6656.0,0.015,5m,1.4,0.0,1.0,112.0,2408.0,0.01,4m,1.2,0.4,0.5,992.0,4016.0,0.01,4m,1.2,0.0,2.0,224.0,3392.0,0.01,3m,1.4,1.0,0.5,224.0,2264.0,0.01,4m,2.8,0.0,1.5,800.0,7768.0,0.015,2m,2.2,0.0,1.5,248.0,5912.0,0.015,3m,1.8,0.4,1.0,312.0,1848.0,0.02,4m,1.8,0.4,1.0,96.0,0.05,19,COMPLETE
93,93,0.5231127091094582,2025-06-21 19:29:50.169122,2025-06-21 19:29:57.265694,0 days 00:00:07.096572,,,,,,,,3624.0,0.02,2m,1.6,0.0,1.5,136.0,1392.0,0.01,5m,3.0,0.4,0.5,488.0,1952.0,0.015,2m,3.0,0.4,2.0,216.0,2256.0,0.015,2m,2.0,1.0,0.5,856.0,,,,,,,,5168.0,0.02,4m,1.2,1.0,1.0,424.0,2904.0,0.01,1m,3.0,1.0,0.5,808.0,3504.0,0.01,3m,3.0,0.8,1.5,704.0,,,,,,,,1888.0,0.015,3m,1.0,1.0,0.5,264.0,2672,0.02,4m,3.0,1.0,1.5,80,6512.0,0.015,5m,1.8,0.0,1.0,144.0,4432.0,0.01,4m,1.4,0.4,0.5,968.0,3064.0,0.01,4m,1.0,0.0,2.0,216.0,3696.0,0.01,3m,2.8,1.0,0.5,176.0,3128.0,0.01,4m,3.0,0.0,1.5,848.0,7536.0,0.015,2m,1.4,0.0,1.5,208.0,5376.0,0.015,3m,2.0,0.4,1.0,288.0,1320.0,0.02,4m,1.4,0.4,1.0,144.0,0.1,17,COMPLETE
94,94,1.516939078738005,2025-06-21 19:29:57.363644,2025-06-21 19:30:04.877189,0 days 00:00:07.513545,6328.0,0.02,2m,1.6,0.0,1.0,336.0,3872.0,0.02,2m,1.8,0.2,1.5,96.0,1936.0,0.02,5m,2.8,0.2,0.5,648.0,2176.0,0.015,2m,2.8,0.4,2.0,368.0,1400.0,0.015,2m,1.8,1.0,0.5,920.0,4728.0,0.015,4m,2.2,0.6000000000000001,1.0,728.0,5504.0,0.02,4m,1.6,0.8,1.0,248.0,2128.0,0.01,1m,3.0,1.0,0.5,944.0,2880.0,0.01,3m,2.4000000000000004,0.0,0.5,816.0,6272.0,0.01,4m,1.0,0.0,2.0,128.0,2224.0,0.015,3m,1.2,0.8,0.5,288.0,4056,0.02,4m,2.8,0.8,1.5,856,6264.0,0.015,5m,1.6,0.0,1.0,88.0,3384.0,0.01,2m,1.0,0.4,0.5,952.0,4448.0,0.01,3m,1.2,0.0,2.0,152.0,2848.0,0.01,3m,1.4,1.0,0.5,312.0,2880.0,0.01,4m,2.6,0.0,1.5,888.0,7976.0,0.015,2m,1.6,1.0,1.5,104.0,6888.0,0.015,3m,2.2,0.2,1.0,408.0,1600.0,0.02,4m,1.6,0.4,1.0,112.0,0.05,20,COMPLETE
95,95,2.444054791721367,2025-06-21 19:30:04.998044,2025-06-21 19:30:12.354314,0 days 00:00:07.356270,,,,,,,,3416.0,0.02,2m,1.4,0.4,1.5,200.0,3480.0,0.01,5m,2.4000000000000004,0.4,1.0,552.0,4752.0,0.015,2m,2.4000000000000004,0.2,2.0,256.0,1928.0,0.015,4m,2.2,1.0,0.5,768.0,,,,,,,,4976.0,0.02,4m,1.4,1.0,1.0,472.0,2488.0,0.01,1m,2.8,0.8,0.5,888.0,1424.0,0.015,2m,1.6,0.6000000000000001,0.5,776.0,7232.0,0.01,4m,1.2,0.2,2.0,176.0,4120.0,0.015,5m,1.4,1.0,0.5,336.0,3776,0.02,5m,2.6,1.0,1.5,192,7536.0,0.015,4m,2.4000000000000004,0.0,1.0,184.0,3816.0,0.01,4m,1.2,0.6000000000000001,0.5,208.0,5304.0,0.01,4m,1.0,0.0,2.0,336.0,3200.0,0.01,5m,1.0,1.0,0.5,264.0,3216.0,0.01,4m,2.8,0.2,1.5,688.0,7112.0,0.015,4m,1.8,0.0,1.5,288.0,2120.0,0.015,3m,2.4000000000000004,0.6000000000000001,1.0,240.0,3256.0,0.02,4m,1.6,0.4,1.0,168.0,0.35000000000000003,18,COMPLETE
96,96,-0.036849011534071545,2025-06-21 19:30:12.466777,2025-06-21 19:30:19.912436,0 days 00:00:07.445659,,,,,,,,3120.0,0.02,2m,2.2,0.0,1.5,224.0,1480.0,0.01,3m,2.2,0.6000000000000001,1.0,720.0,2512.0,0.015,3m,2.0,0.4,2.0,328.0,1448.0,0.015,2m,1.6,1.0,1.5,792.0,1600.0,0.015,2m,2.8,0.0,2.0,816.0,6632.0,0.02,4m,1.2,0.6000000000000001,2.0,544.0,3056.0,0.01,3m,3.0,1.0,0.5,960.0,2192.0,0.01,1m,2.8,0.6000000000000001,0.5,656.0,7824.0,0.01,3m,1.6,0.0,2.0,72.0,2768.0,0.015,2m,2.8,0.4,0.5,152.0,3096,0.02,2m,2.8,1.0,1.5,320,7280.0,0.02,4m,1.4,0.2,1.0,552.0,3616.0,0.01,4m,2.6,0.4,0.5,272.0,3864.0,0.01,4m,1.4,0.0,1.5,240.0,2192.0,0.01,3m,2.2,0.8,1.0,288.0,2456.0,0.01,4m,2.8,0.0,1.5,760.0,6248.0,0.02,3m,3.0,0.2,1.5,160.0,5016.0,0.015,1m,1.8,0.4,1.0,352.0,2320.0,0.02,4m,1.8,0.4,1.0,208.0,0.1,19,COMPLETE
97,97,-1.598959099400643,2025-06-21 19:30:20.029833,2025-06-21 19:30:26.062539,0 days 00:00:06.032706,,,,,,,,3240.0,0.02,1m,1.8,0.0,1.5,320.0,3280.0,0.01,2m,2.4000000000000004,0.8,0.5,384.0,2896.0,0.015,2m,2.2,0.2,2.0,184.0,1776.0,0.015,2m,1.8,1.0,0.5,864.0,,,,,,,,6016.0,0.02,4m,1.6,1.0,1.0,192.0,3504.0,0.01,4m,2.8,0.8,0.5,744.0,,,,,,,,,,,,,,,2488.0,0.015,3m,2.0,1.0,0.5,224.0,3392,0.02,4m,2.6,0.8,2.0,280,6984.0,0.015,5m,1.8,0.0,1.0,120.0,3192.0,0.01,3m,1.0,0.2,1.0,552.0,3552.0,0.01,4m,1.2,0.2,2.0,392.0,3520.0,0.01,4m,3.0,1.0,0.5,232.0,2704.0,0.01,1m,3.0,0.2,1.5,736.0,7392.0,0.015,4m,1.2,0.0,1.5,336.0,6592.0,0.015,5m,2.0,0.2,2.0,288.0,4904.0,0.02,1m,1.2,0.4,1.0,184.0,0.05,16,COMPLETE
