,number,value,datetime_start,datetime_complete,duration,params_ABNB_ADSK_beta_win,params_ABNB_ADSK_stop_loss,params_ABNB_ADSK_trade_freq,params_ABNB_ADSK_z_entry,params_ABNB_ADSK_z_exit,params_ABNB_ADSK_z_stop_scaler,params_ABNB_ADSK_z_win,params_CPRT_FAST_beta_win,params_CPRT_FAST_stop_loss,params_CPRT_FAST_trade_freq,params_CPRT_FAST_z_entry,params_CPRT_FAST_z_exit,params_CPRT_FAST_z_stop_scaler,params_CPRT_FAST_z_win,params_CPRT_MSFT_beta_win,params_CPRT_MSFT_stop_loss,params_CPRT_MSFT_trade_freq,params_CPRT_MSFT_z_entry,params_CPRT_MSFT_z_exit,params_CPRT_MSFT_z_stop_scaler,params_CPRT_MSFT_z_win,params_CPRT_MU_beta_win,params_CPRT_MU_stop_loss,params_CPRT_MU_trade_freq,params_CPRT_MU_z_entry,params_CPRT_MU_z_exit,params_CPRT_MU_z_stop_scaler,params_CPRT_MU_z_win,params_CTSH_TEAM_beta_win,params_CTSH_TEAM_stop_loss,params_CTSH_TEAM_trade_freq,params_CTSH_TEAM_z_entry,params_CTSH_TEAM_z_exit,params_CTSH_TEAM_z_stop_scaler,params_CTSH_TEAM_z_win,params_DXCM_FANG_beta_win,params_DXCM_FANG_stop_loss,params_DXCM_FANG_trade_freq,params_DXCM_FANG_z_entry,params_DXCM_FANG_z_exit,params_DXCM_FANG_z_stop_scaler,params_DXCM_FANG_z_win,params_ENPH_TEAM_beta_win,params_ENPH_TEAM_stop_loss,params_ENPH_TEAM_trade_freq,params_ENPH_TEAM_z_entry,params_ENPH_TEAM_z_exit,params_ENPH_TEAM_z_stop_scaler,params_ENPH_TEAM_z_win,params_GOOGL_MU_beta_win,params_GOOGL_MU_stop_loss,params_GOOGL_MU_trade_freq,params_GOOGL_MU_z_entry,params_GOOGL_MU_z_exit,params_GOOGL_MU_z_stop_scaler,params_GOOGL_MU_z_win,params_GOOGL_VRSK_beta_win,params_GOOGL_VRSK_stop_loss,params_GOOGL_VRSK_trade_freq,params_GOOGL_VRSK_z_entry,params_GOOGL_VRSK_z_exit,params_GOOGL_VRSK_z_stop_scaler,params_GOOGL_VRSK_z_win,params_GOOG_MU_beta_win,params_GOOG_MU_stop_loss,params_GOOG_MU_trade_freq,params_GOOG_MU_z_entry,params_GOOG_MU_z_exit,params_GOOG_MU_z_stop_scaler,params_GOOG_MU_z_win,params_GOOG_VRSK_beta_win,params_GOOG_VRSK_stop_loss,params_GOOG_VRSK_trade_freq,params_GOOG_VRSK_z_entry,params_GOOG_VRSK_z_exit,params_GOOG_VRSK_z_stop_scaler,params_GOOG_VRSK_z_win,params_LULU_VRTX_beta_win,params_LULU_VRTX_stop_loss,params_LULU_VRTX_trade_freq,params_LULU_VRTX_z_entry,params_LULU_VRTX_z_exit,params_LULU_VRTX_z_stop_scaler,params_LULU_VRTX_z_win,params_buffer_capital,params_pairs_to_trade,state
94,94,5.66722262794657,2025-06-14 19:53:19.080571,2025-06-14 19:53:25.803295,0 days 00:00:06.722724,,,,,,,,,,,,,,,854.0,0.001,2m,1.5,3.0,1.2000000000000002,872.0,,,,,,,,56,0.005,4m,3.0,3.0,1.7000000000000002,280,834.0,0.002,3m,4.0,1.0,1.8,736.0,232.0,0.002,1m,2.5,3.0,1.8,770.0,460,0.007,4m,4.0,2.0,0.6,574,764.0,0.005,2m,1.5,1.0,1.5,552.0,162.0,0.01,4m,3.0,2.0,1.8,58.0,,,,,,,,1000.0,0.003,1m,3.5,2.5,1.6,330.0,0.25,6,COMPLETE
95,95,5.266465033682752,2025-06-14 19:53:25.912824,2025-06-14 19:53:32.695463,0 days 00:00:06.782639,,,,,,,,,,,,,,,932.0,0.001,2m,1.5,2.5,1.2000000000000002,870.0,,,,,,,,56,0.005,4m,3.0,3.0,1.8,276,814.0,0.002,3m,4.0,1.0,1.8,792.0,274.0,0.002,1m,2.0,3.0,1.8,780.0,452,0.007,4m,3.5,2.0,0.8,550,766.0,0.005,2m,1.5,1.0,1.5,490.0,188.0,0.01,4m,3.0,2.0,1.7000000000000002,58.0,,,,,,,,996.0,0.004,1m,3.5,2.5,1.6,344.0,0.2,6,COMPLETE
96,96,1.7256799871747477,2025-06-14 19:53:32.765063,2025-06-14 19:53:39.454054,0 days 00:00:06.688991,,,,,,,,,,,,,,,880.0,0.004,2m,1.5,3.0,1.2000000000000002,330.0,,,,,,,,52,0.005,4m,3.0,3.0,1.9000000000000001,282,834.0,0.002,4m,4.0,1.0,1.8,858.0,322.0,0.002,1m,2.0,3.0,1.9000000000000001,774.0,420,0.008,4m,4.0,2.0,1.6,572,756.0,0.005,2m,3.5,1.0,1.6,376.0,192.0,0.01,4m,2.5,2.0,1.7000000000000002,52.0,,,,,,,,1000.0,0.004,2m,3.5,2.5,1.6,356.0,0.25,6,COMPLETE
97,97,4.44879889087242,2025-06-14 19:53:39.527422,2025-06-14 19:53:46.534370,0 days 00:00:07.006948,,,,,,,,,,,,,,,928.0,0.001,2m,1.5,2.5,1.3,766.0,,,,,,,,96,0.005,4m,3.0,2.5,1.8,234,980.0,0.002,3m,4.0,1.0,1.9000000000000001,782.0,282.0,0.003,1m,3.5,3.0,2.0,732.0,460,0.006,4m,4.0,2.0,0.8,512,808.0,0.006,2m,1.5,1.0,1.5,542.0,122.0,0.009000000000000001,4m,3.5,2.0,1.3,70.0,,,,,,,,1024.0,0.003,3m,3.5,2.5,1.7000000000000002,332.0,0.25,6,COMPLETE
98,98,4.7851851345564205,2025-06-14 19:53:46.605702,2025-06-14 19:53:53.940870,0 days 00:00:07.335168,,,,,,,,,,,,,,,946.0,0.002,2m,1.5,2.5,1.9000000000000001,768.0,,,,,,,,98,0.005,4m,3.0,2.5,2.0,244,1012.0,0.001,3m,4.0,1.0,2.0,796.0,274.0,0.001,1m,4.0,3.0,2.0,772.0,454,0.005,4m,1.5,2.0,0.8,472,806.0,0.007,2m,1.5,1.0,1.6,548.0,78.0,0.009000000000000001,4m,3.5,1.5,1.5,74.0,,,,,,,,928.0,0.003,3m,3.5,2.5,1.7000000000000002,326.0,0.3,6,COMPLETE
99,99,-3.263737575958046,2025-06-14 19:53:54.024832,2025-06-14 19:54:01.968335,0 days 00:00:07.943503,,,,,,,,,,,,,,,954.0,0.002,2m,2.0,2.5,1.8,796.0,,,,,,,,50,0.005,4m,3.0,2.5,2.0,274,1018.0,0.001,3m,4.0,1.0,2.0,906.0,276.0,0.001,1m,3.5,3.0,2.0,768.0,374,0.005,4m,1.5,2.0,1.0,478,840.0,0.008,1m,1.5,1.0,1.6,486.0,28.0,0.008,4m,3.5,1.5,1.5,84.0,192.0,0.004,3m,1.0,3.0,1.5,152.0,858.0,0.003,3m,3.5,2.5,1.7000000000000002,408.0,0.3,7,COMPLETE
100,100,7.629199071362676,2025-06-14 19:54:02.036450,2025-06-14 19:54:09.804479,0 days 00:00:07.768029,,,,,,,,,,,,,,,1008.0,0.003,2m,1.5,3.0,1.6,638.0,,,,,,,,122,0.005,4m,3.0,3.0,1.9000000000000001,204,954.0,0.001,3m,4.0,1.0,1.8,830.0,224.0,0.001,1m,3.0,3.0,1.9000000000000001,700.0,356,0.004,4m,2.0,2.5,0.9,292,780.0,0.007,2m,1.5,1.5,1.7000000000000002,414.0,82.0,0.009000000000000001,4m,3.5,1.5,1.6,136.0,,,,,,,,930.0,0.004,3m,3.5,3.0,1.6,448.0,0.25,6,COMPLETE
101,101,4.736686422357978,2025-06-14 19:54:09.920103,2025-06-14 19:54:18.615056,0 days 00:00:08.694953,,,,,,,,,,,,,,,1004.0,0.003,2m,1.5,3.0,1.9000000000000001,620.0,,,,,,,,120,0.005,4m,3.0,3.0,1.9000000000000001,186,984.0,0.001,3m,4.0,1.0,1.8,808.0,216.0,0.001,1m,4.0,3.0,1.9000000000000001,710.0,342,0.004,4m,2.0,2.5,0.9,308,782.0,0.007,2m,1.5,1.5,1.7000000000000002,426.0,102.0,0.009000000000000001,4m,3.5,1.5,1.6,128.0,,,,,,,,924.0,0.005,3m,3.5,3.5,1.6,440.0,0.25,6,COMPLETE
102,102,5.39807685371681,2025-06-14 19:54:18.704571,2025-06-14 19:54:27.094437,0 days 00:00:08.389866,,,,,,,,,,,,,,,1010.0,0.003,2m,1.5,3.0,1.9000000000000001,606.0,,,,,,,,124,0.005,4m,3.0,3.0,2.0,186,954.0,0.001,3m,4.0,1.0,1.7000000000000002,812.0,364.0,0.001,1m,4.0,3.0,1.9000000000000001,706.0,270,0.004,4m,2.0,2.5,0.9,200,782.0,0.007,2m,1.5,1.5,1.7000000000000002,426.0,90.0,0.009000000000000001,4m,3.5,1.5,1.6,172.0,,,,,,,,918.0,0.005,3m,3.5,4.0,1.6,444.0,0.25,6,COMPLETE
103,103,1.4598173378794572,2025-06-14 19:54:27.208489,2025-06-14 19:54:36.057850,0 days 00:00:08.849361,,,,,,,,,,,,,,,974.0,0.003,2m,1.5,3.0,2.0,534.0,,,,,,,,152,0.005,4m,3.0,3.0,2.0,210,934.0,0.001,2m,4.0,1.0,1.7000000000000002,810.0,368.0,0.001,1m,3.0,3.0,1.9000000000000001,802.0,244,0.003,4m,2.0,2.5,0.9,150,862.0,0.007,2m,1.0,1.5,1.7000000000000002,392.0,62.0,0.008,4m,3.5,1.5,1.5,172.0,,,,,,,,938.0,0.005,3m,3.5,4.0,1.6,506.0,0.25,6,COMPLETE
104,104,4.141671313244988,2025-06-14 19:54:36.201394,2025-06-14 19:54:45.194527,0 days 00:00:08.993133,,,,,,,,,,,,,,,970.0,0.003,2m,1.5,2.5,1.9000000000000001,642.0,,,,,,,,64,0.005,4m,3.0,3.0,2.0,356,954.0,0.001,3m,4.0,1.0,1.7000000000000002,936.0,478.0,0.001,1m,4.0,3.0,2.0,676.0,400,0.004,4m,1.5,2.5,0.8,552,708.0,0.007,2m,1.5,1.0,1.8,338.0,78.0,0.009000000000000001,4m,3.5,1.5,1.6,150.0,,,,,,,,900.0,0.004,3m,3.5,3.0,1.6,392.0,0.25,6,COMPLETE
105,105,1.9966199778163518,2025-06-14 19:54:45.286039,2025-06-14 19:54:52.827996,0 days 00:00:07.541957,,,,,,,,,,,,,,,942.0,0.004,2m,1.5,2.5,1.8,702.0,,,,,,,,38,0.006,4m,3.0,3.0,1.9000000000000001,334,892.0,0.001,3m,4.0,1.0,2.0,854.0,430.0,0.002,1m,4.0,3.0,1.8,778.0,168,0.005,4m,2.0,2.0,1.0,18,,,,,,,,160.0,0.009000000000000001,4m,3.0,1.5,1.7000000000000002,96.0,,,,,,,,918.0,0.004,3m,1.5,3.0,1.5,322.0,0.3,5,COMPLETE
106,106,4.551301827690784,2025-06-14 19:54:52.907503,2025-06-14 19:55:01.774923,0 days 00:00:08.867420,,,,,,,,,,,,,,,986.0,0.003,2m,1.5,3.0,1.8,660.0,,,,,,,,100,0.006,4m,3.0,3.5,2.0,234,852.0,0.001,3m,4.0,1.0,1.9000000000000001,744.0,332.0,0.001,1m,3.5,3.0,1.8,830.0,310,0.003,4m,1.5,2.0,0.8,230,800.0,0.007,2m,1.5,1.5,1.8,496.0,154.0,0.009000000000000001,4m,3.0,1.5,1.5,58.0,,,,,,,,956.0,0.004,3m,3.5,4.0,1.7000000000000002,344.0,0.3,6,COMPLETE
107,107,2.616004478129228,2025-06-14 19:55:01.868442,2025-06-14 19:55:11.647456,0 days 00:00:09.779014,,,,,,,,,,,,,,,1024.0,0.002,2m,1.0,2.5,1.7000000000000002,590.0,,,,,,,,134,0.005,4m,3.0,2.5,1.9000000000000001,262,960.0,0.002,3m,4.0,1.0,1.8,836.0,258.0,0.001,1m,4.0,3.0,1.9000000000000001,752.0,450,0.004,4m,2.0,1.5,1.1,94,764.0,0.008,2m,2.0,1.0,1.6,552.0,68.0,0.005,4m,3.5,1.0,1.6,220.0,66.0,0.005,4m,1.0,1.5,0.6,238.0,876.0,0.004,3m,3.5,2.5,1.5,458.0,0.2,7,COMPLETE
108,108,4.397064852349342,2025-06-14 19:55:11.738969,2025-06-14 19:55:20.401799,0 days 00:00:08.662830,,,,,,,,,,,,,,,906.0,0.002,2m,2.0,3.0,1.6,838.0,,,,,,,,174,0.006,4m,3.0,2.5,2.0,202,806.0,0.001,3m,4.0,1.0,1.9000000000000001,798.0,240.0,0.002,1m,2.5,3.0,1.8,700.0,268,0.004,4m,1.5,2.5,1.3,248,920.0,0.006,2m,1.5,1.5,1.5,298.0,176.0,0.008,2m,3.5,1.5,1.4,268.0,,,,,,,,790.0,0.003,3m,3.5,3.5,1.6,384.0,0.25,6,COMPLETE
109,109,0.2618569574893398,2025-06-14 19:55:20.509813,2025-06-14 19:55:27.860573,0 days 00:00:07.350760,,,,,,,,,,,,,,,870.0,0.003,2m,1.5,1.0,1.9000000000000001,746.0,,,,,,,,22,0.005,4m,2.5,3.0,1.9000000000000001,400,908.0,0.001,3m,4.0,1.0,1.8,760.0,222.0,0.001,1m,4.0,3.0,2.0,860.0,346,0.004,4m,2.5,2.0,0.9,596,,,,,,,,100.0,0.009000000000000001,4m,2.0,1.5,1.6,122.0,,,,,,,,890.0,0.003,3m,2.0,2.0,1.7000000000000002,268.0,0.2,5,COMPLETE
110,110,2.460475307272483,2025-06-14 19:55:27.943836,2025-06-14 19:55:36.191075,0 days 00:00:08.247239,,,,,,,,,,,,,,,838.0,0.001,3m,1.5,2.5,2.0,568.0,,,,,,,,82,0.005,4m,3.0,3.0,2.0,244,860.0,0.002,3m,4.0,1.0,2.0,870.0,300.0,0.002,1m,2.5,3.0,1.9000000000000001,712.0,388,0.003,4m,2.5,2.5,1.0,582,828.0,0.007,3m,1.5,1.0,1.7000000000000002,422.0,128.0,0.009000000000000001,1m,3.0,1.5,1.7000000000000002,182.0,,,,,,,,846.0,0.005,3m,3.5,3.0,1.5,518.0,0.25,6,COMPLETE
111,111,5.3474988068034115,2025-06-14 19:55:36.315386,2025-06-14 19:55:44.631561,0 days 00:00:08.316175,,,,,,,,,,,,,,,914.0,0.003,2m,1.5,3.0,1.9000000000000001,638.0,,,,,,,,124,0.005,4m,3.0,3.0,1.9000000000000001,194,990.0,0.001,3m,4.0,1.0,1.8,836.0,222.0,0.001,1m,4.0,3.0,1.9000000000000001,716.0,346,0.004,4m,2.0,2.5,0.9,298,782.0,0.007,2m,1.5,1.5,1.7000000000000002,438.0,96.0,0.009000000000000001,4m,3.5,1.5,1.6,136.0,,,,,,,,928.0,0.005,3m,3.5,3.5,1.6,422.0,0.25,6,COMPLETE
112,112,4.689881743001779,2025-06-14 19:55:44.710429,2025-06-14 19:55:52.500292,0 days 00:00:07.789863,,,,,,,,,,,,,,,924.0,0.003,2m,1.5,3.0,1.9000000000000001,632.0,,,,,,,,112,0.005,4m,3.0,3.0,1.9000000000000001,296,1002.0,0.001,3m,4.0,1.0,1.7000000000000002,830.0,268.0,0.001,1m,4.0,3.0,1.9000000000000001,806.0,220,0.004,4m,2.0,2.5,0.9,204,796.0,0.007,2m,1.5,1.5,1.7000000000000002,472.0,44.0,0.008,4m,3.5,1.5,1.4,104.0,,,,,,,,1000.0,0.005,3m,3.5,3.5,1.6,442.0,0.35000000000000003,6,COMPLETE
113,113,5.465729992192764,2025-06-14 19:55:52.620950,2025-06-14 19:56:01.306610,0 days 00:00:08.685660,,,,,,,,,,,,,,,994.0,0.004,2m,1.5,3.0,2.0,680.0,,,,,,,,66,0.006,4m,3.0,3.0,1.9000000000000001,150,1024.0,0.001,3m,4.0,1.0,1.3,734.0,208.0,0.001,1m,4.0,3.0,2.0,656.0,480,0.003,4m,1.5,2.0,0.9,292,688.0,0.01,2m,1.5,1.5,1.6,530.0,90.0,0.009000000000000001,4m,3.5,1.5,1.5,144.0,294.0,0.003,1m,1.5,1.0,0.9,1016.0,958.0,0.006,3m,3.5,3.5,1.7000000000000002,366.0,0.25,7,COMPLETE
114,114,4.288861836917394,2025-06-14 19:56:01.432133,2025-06-14 19:56:10.536786,0 days 00:00:09.104653,,,,,,,,,,,,,,,998.0,0.004,2m,1.5,3.0,2.0,602.0,,,,,,,,66,0.005,4m,3.0,3.0,1.9000000000000001,172,1020.0,0.001,3m,4.0,1.0,1.3,890.0,198.0,0.001,1m,4.0,3.0,2.0,642.0,482,0.004,4m,1.5,2.0,1.0,340,680.0,0.01,2m,2.0,1.0,1.9000000000000001,528.0,16.0,0.009000000000000001,4m,3.5,1.5,1.6,78.0,296.0,0.001,1m,2.0,1.0,0.9,976.0,946.0,0.005,3m,3.5,3.5,1.7000000000000002,364.0,0.3,7,COMPLETE
115,115,0.6724706494936035,2025-06-14 19:56:10.628298,2025-06-14 19:56:19.212054,0 days 00:00:08.583756,,,,,,,,,,,,,,,944.0,0.004,2m,1.0,3.0,2.0,664.0,,,,,,,,34,0.006,4m,3.0,3.5,2.0,150,958.0,0.001,3m,4.0,1.0,1.1,730.0,536.0,0.002,1m,4.0,3.0,2.0,624.0,292,0.003,4m,1.0,2.0,0.9,288,720.0,0.008,2m,1.5,1.5,1.6,396.0,84.0,0.008,4m,3.5,1.0,1.5,138.0,168.0,0.002,1m,1.0,1.0,0.7,1016.0,988.0,0.006,3m,3.5,4.0,1.6,312.0,0.25,7,COMPLETE
116,116,3.17678067893173,2025-06-14 19:56:19.291051,2025-06-14 19:56:26.435678,0 days 00:00:07.144627,,,,,,,,,,,,,,,848.0,0.003,2m,1.5,3.0,1.8,718.0,,,,,,,,132,0.005,4m,2.5,3.0,1.8,206,928.0,0.001,4m,4.0,1.0,1.4,792.0,170.0,0.001,1m,4.0,3.0,1.8,660.0,444,0.002,4m,1.5,2.0,0.8,176,772.0,0.006,2m,1.0,1.5,1.6,444.0,54.0,0.009000000000000001,4m,3.5,1.5,1.5,156.0,,,,,,,,914.0,0.006,3m,3.5,3.5,1.7000000000000002,406.0,0.25,6,COMPLETE
117,117,-1.4302198560824744,2025-06-14 19:56:27.187833,2025-06-14 19:56:33.978342,0 days 00:00:06.790509,,,,,,,,,,,,,,,990.0,0.003,2m,1.5,3.5,1.9000000000000001,696.0,,,,,,,,160,0.006,4m,3.0,3.0,1.9000000000000001,114,980.0,0.002,3m,4.0,1.0,1.9000000000000001,922.0,252.0,0.002,1m,3.5,3.0,1.9000000000000001,682.0,414,0.002,4m,2.0,2.5,0.8,54,,,,,,,,98.0,0.009000000000000001,4m,4.0,1.5,1.7000000000000002,50.0,,,,,,,,964.0,0.005,3m,3.5,4.0,1.8,484.0,0.2,5,COMPLETE
118,118,1.4126704466802154,2025-06-14 19:56:34.074154,2025-06-14 19:56:42.055618,0 days 00:00:07.981464,,,,,,,,,,,,,,,918.0,0.004,2m,1.0,3.0,1.7000000000000002,672.0,,,,,,,,92,0.005,4m,3.5,2.5,2.0,252,998.0,0.001,3m,4.0,1.0,1.6,760.0,302.0,0.001,1m,4.0,3.0,1.8,578.0,354,0.003,4m,1.5,2.0,0.9,290,728.0,0.007,2m,1.5,1.0,1.7000000000000002,514.0,146.0,0.008,4m,3.5,2.0,1.4,96.0,132.0,0.003,1m,2.0,1.0,1.0,812.0,926.0,0.004,3m,3.0,3.0,1.7000000000000002,382.0,0.25,7,COMPLETE
119,119,-0.6207522882849559,2025-06-14 19:56:42.150182,2025-06-14 19:56:49.410454,0 days 00:00:07.260272,,,,,,,,,,,,,,,974.0,0.003,2m,1.5,3.0,1.5,734.0,,,,,,,,1012,0.006,4m,3.0,3.0,1.9000000000000001,178,952.0,0.008,3m,4.0,1.0,1.5,876.0,364.0,0.001,1m,4.0,2.5,2.0,760.0,506,0.005,4m,2.0,1.5,0.8,408,814.0,0.005,4m,2.0,1.5,1.5,564.0,36.0,0.009000000000000001,4m,4.0,1.5,1.5,124.0,,,,,,,,820.0,0.006,3m,4.0,3.5,1.6,464.0,0.3,6,COMPLETE
120,120,3.052431550220808,2025-06-14 19:56:49.522880,2025-06-14 19:56:56.762083,0 days 00:00:07.239203,,,,,,,,,,,,,,,956.0,0.002,2m,2.0,2.5,2.0,774.0,,,,,,,,72,0.004,4m,3.5,3.0,1.8,284,1018.0,0.002,2m,4.0,1.0,1.7000000000000002,842.0,206.0,0.002,1m,4.0,3.0,1.9000000000000001,712.0,432,0.005,4m,1.5,2.0,1.1,192,694.0,0.007,2m,1.5,1.0,1.8,490.0,242.0,0.01,4m,3.5,1.0,1.6,20.0,,,,,,,,992.0,0.004,3m,3.5,4.0,1.8,336.0,0.2,6,COMPLETE
121,121,6.347022010516787,2025-06-14 19:56:56.863718,2025-06-14 19:57:12.381803,0 days 00:00:15.518085,,,,,,,,,,,,,,,862.0,0.002,2m,1.5,2.5,1.8,864.0,,,,,,,,48,0.006,4m,3.0,3.0,1.7000000000000002,128,908.0,0.002,3m,4.0,3.0,1.8,552.0,230.0,0.001,1m,2.5,3.0,1.9000000000000001,738.0,538,0.004,4m,2.0,2.5,0.9,254,876.0,0.01,2m,1.5,1.5,1.6,624.0,594.0,0.01,4m,3.0,1.5,1.7000000000000002,210.0,446.0,0.003,1m,1.5,1.5,0.9,922.0,956.0,0.003,1m,2.5,2.5,1.6,426.0,0.05,7,COMPLETE
122,122,6.316674874150627,2025-06-14 19:57:12.545371,2025-06-14 19:57:28.891889,0 days 00:00:16.346518,,,,,,,,,,,,,,,884.0,0.002,2m,1.5,2.5,1.8,610.0,,,,,,,,16,0.006,4m,3.0,3.0,1.8,128,878.0,0.001,3m,4.0,3.0,1.8,772.0,228.0,0.001,1m,2.5,3.0,1.9000000000000001,738.0,548,0.003,4m,2.0,2.5,0.9,256,848.0,0.01,2m,1.5,1.5,1.6,612.0,116.0,0.01,4m,3.0,1.5,1.7000000000000002,236.0,450.0,0.003,1m,1.5,1.5,0.9,934.0,950.0,0.003,1m,3.5,2.5,1.5,414.0,0.25,7,COMPLETE
123,123,4.934581277723209,2025-06-14 19:57:28.993360,2025-06-14 19:57:37.049138,0 days 00:00:08.055778,,,,,,,,,,,,,,,774.0,0.003,2m,1.5,2.5,1.9000000000000001,556.0,,,,,,,,18,0.006,4m,3.0,3.0,1.8,92,880.0,0.002,3m,4.0,3.0,1.7000000000000002,768.0,224.0,0.002,1m,2.5,3.0,1.8,740.0,570,0.003,4m,2.0,2.5,0.9,256,856.0,0.01,2m,1.5,1.5,1.7000000000000002,630.0,586.0,0.01,4m,3.0,1.5,1.7000000000000002,204.0,440.0,0.003,1m,1.5,1.5,0.9,946.0,956.0,0.002,1m,3.0,2.5,1.5,430.0,0.05,7,COMPLETE
124,124,4.405786940507214,2025-06-14 19:57:37.164898,2025-06-14 19:57:45.296854,0 days 00:00:08.131956,,,,,,,,,,,,,,,858.0,0.002,2m,1.5,3.0,1.8,610.0,,,,,,,,44,0.007,4m,3.0,3.0,1.7000000000000002,438,916.0,0.001,3m,4.0,3.0,1.8,970.0,188.0,0.001,1m,2.5,3.0,1.9000000000000001,724.0,544,0.003,4m,2.0,2.5,1.0,240,890.0,0.01,2m,1.5,1.5,1.5,606.0,668.0,0.01,4m,3.0,1.5,1.7000000000000002,234.0,334.0,0.002,1m,1.5,1.5,0.9,1024.0,468.0,0.004,1m,2.0,2.5,1.5,412.0,0.05,7,COMPLETE
125,125,0.22804704098137257,2025-06-14 19:57:45.394086,2025-06-14 19:57:53.327692,0 days 00:00:07.933606,,,,,,,,,,,,,,,898.0,0.004,2m,1.5,3.5,1.7000000000000002,490.0,,,,,,,,52,0.006,4m,3.0,3.5,1.8,160,820.0,0.002,3m,4.0,3.0,1.8,564.0,234.0,0.001,1m,2.5,3.0,1.8,692.0,528,0.002,4m,2.0,2.5,1.0,316,976.0,0.01,2m,1.5,1.5,1.4,574.0,646.0,0.01,4m,3.0,2.0,1.8,254.0,280.0,0.003,1m,1.5,1.0,0.7,852.0,888.0,0.003,1m,3.5,2.5,1.6,490.0,0.25,7,COMPLETE
126,126,3.5901887563245505,2025-06-14 19:57:53.414503,2025-06-14 19:58:01.112183,0 days 00:00:07.697680,,,,,,,,,,,,,,,882.0,0.002,2m,1.5,2.5,1.8,646.0,,,,,,,,16,0.007,4m,3.0,3.0,1.6,126,904.0,0.001,3m,3.5,3.0,1.9000000000000001,716.0,214.0,0.002,1m,2.5,2.5,1.9000000000000001,796.0,326,0.003,4m,2.0,2.5,0.9,150,836.0,0.009000000000000001,2m,1.5,1.5,1.6,642.0,122.0,0.01,4m,3.0,1.5,1.6,164.0,494.0,0.004,1m,1.5,1.5,1.0,916.0,982.0,0.005,1m,2.5,3.0,1.5,452.0,0.25,7,COMPLETE
127,127,4.768757186712375,2025-06-14 19:58:01.218054,2025-06-14 19:58:09.024659,0 days 00:00:07.806605,,,,,,,,,,,,,,,794.0,0.003,2m,1.5,2.5,1.6,580.0,,,,,,,,76,0.006,4m,2.5,3.0,1.7000000000000002,152,876.0,0.003,3m,4.0,3.5,1.8,674.0,120.0,0.001,1m,3.0,3.0,1.9000000000000001,670.0,474,0.004,4m,2.5,2.5,1.0,210,768.0,0.01,2m,2.0,2.0,1.8,414.0,182.0,0.01,4m,3.0,2.0,1.7000000000000002,144.0,550.0,0.002,1m,2.0,1.0,0.9,780.0,1008.0,0.002,1m,4.0,2.5,1.4,556.0,0.25,7,COMPLETE
128,128,-1.056395190885998,2025-06-14 19:58:09.113582,2025-06-14 19:58:16.502769,0 days 00:00:07.389187,,,,,,,,,,,,,,,216.0,0.003,2m,2.0,2.0,1.8,624.0,,,,,,,,120,0.006,4m,3.0,3.0,1.9000000000000001,194,784.0,0.001,3m,4.0,4.0,1.9000000000000001,738.0,166.0,0.001,1m,2.5,3.5,1.0,752.0,578,0.004,4m,2.0,2.5,0.9,376,872.0,0.005,1m,1.0,1.5,1.7000000000000002,460.0,536.0,0.01,4m,3.0,1.5,1.8,198.0,,,,,,,,944.0,0.004,1m,3.0,3.0,1.6,386.0,0.25,6,COMPLETE
129,129,1.6648187942508665,2025-06-14 19:58:16.630789,2025-06-14 19:58:18.567054,0 days 00:00:01.936265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0.006,4m,2.5,4.0,1.8,106,,,,,,,,,,,,,,,382,0.004,4m,2.5,2.5,1.9000000000000001,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,1,COMPLETE
130,130,-2.765465270573081,2025-06-14 19:58:18.654635,2025-06-14 19:58:26.749707,0 days 00:00:08.095072,,,,,,,,,,,,,,,914.0,0.002,2m,1.5,3.0,2.0,862.0,,,,,,,,142,0.005,4m,3.5,3.0,1.7000000000000002,218,844.0,0.002,3m,1.5,3.0,1.7000000000000002,588.0,254.0,0.001,1m,2.0,2.5,1.8,780.0,612,0.003,4m,2.0,2.5,0.9,232,624.0,0.01,2m,1.5,2.0,1.5,348.0,612.0,0.01,2m,3.0,1.5,1.7000000000000002,172.0,442.0,0.001,1m,1.0,2.0,0.6,876.0,906.0,0.002,1m,3.5,3.5,1.4,354.0,0.25,7,COMPLETE
131,131,5.308565273729533,2025-06-14 19:58:26.841310,2025-06-14 19:58:34.988063,0 days 00:00:08.146753,,,,,,,,,,,,,,,804.0,0.003,2m,1.5,2.5,1.9000000000000001,552.0,,,,,,,,36,0.006,4m,3.0,3.0,1.8,122,938.0,0.002,3m,4.0,3.0,1.8,1024.0,230.0,0.002,1m,2.5,3.0,1.7000000000000002,734.0,568,0.003,4m,2.0,2.5,0.9,302,856.0,0.01,2m,1.5,1.5,1.7000000000000002,626.0,512.0,0.01,4m,3.0,1.5,1.7000000000000002,184.0,428.0,0.003,1m,1.5,1.5,0.8,960.0,962.0,0.002,1m,3.0,2.5,1.5,428.0,0.05,7,COMPLETE
