,number,value,datetime_start,datetime_complete,duration,params_AAPL_ATVI_beta_win,params_AAPL_ATVI_stop_loss,params_AAPL_ATVI_trade_freq,params_AAPL_ATVI_z_entry,params_AAPL_ATVI_z_exit,params_AAPL_ATVI_z_stop_scaler,params_AAPL_ATVI_z_win,params_ABNB_ATVI_beta_win,params_ABNB_ATVI_stop_loss,params_ABNB_ATVI_trade_freq,params_ABNB_ATVI_z_entry,params_ABNB_ATVI_z_exit,params_ABNB_ATVI_z_stop_scaler,params_ABNB_ATVI_z_win,params_ADBE_ATVI_beta_win,params_ADBE_ATVI_stop_loss,params_ADBE_ATVI_trade_freq,params_ADBE_ATVI_z_entry,params_ADBE_ATVI_z_exit,params_ADBE_ATVI_z_stop_scaler,params_ADBE_ATVI_z_win,params_ALGN_ATVI_beta_win,params_ALGN_ATVI_stop_loss,params_ALGN_ATVI_trade_freq,params_ALGN_ATVI_z_entry,params_ALGN_ATVI_z_exit,params_ALGN_ATVI_z_stop_scaler,params_ALGN_ATVI_z_win,params_AMAT_ATVI_beta_win,params_AMAT_ATVI_stop_loss,params_AMAT_ATVI_trade_freq,params_AMAT_ATVI_z_entry,params_AMAT_ATVI_z_exit,params_AMAT_ATVI_z_stop_scaler,params_AMAT_ATVI_z_win,params_AMD_ATVI_beta_win,params_AMD_ATVI_stop_loss,params_AMD_ATVI_trade_freq,params_AMD_ATVI_z_entry,params_AMD_ATVI_z_exit,params_AMD_ATVI_z_stop_scaler,params_AMD_ATVI_z_win,params_AMZN_ATVI_beta_win,params_AMZN_ATVI_stop_loss,params_AMZN_ATVI_trade_freq,params_AMZN_ATVI_z_entry,params_AMZN_ATVI_z_exit,params_AMZN_ATVI_z_stop_scaler,params_AMZN_ATVI_z_win,params_ATVI_ANSS_beta_win,params_ATVI_ANSS_stop_loss,params_ATVI_ANSS_trade_freq,params_ATVI_ANSS_z_entry,params_ATVI_ANSS_z_exit,params_ATVI_ANSS_z_stop_scaler,params_ATVI_ANSS_z_win,params_ATVI_MSFT_beta_win,params_ATVI_MSFT_stop_loss,params_ATVI_MSFT_trade_freq,params_ATVI_MSFT_z_entry,params_ATVI_MSFT_z_exit,params_ATVI_MSFT_z_stop_scaler,params_ATVI_MSFT_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_buffer_capital,params_pairs_to_trade,state
112,112,3.615218509606995,2025-06-14 19:39:30.968348,2025-06-14 19:39:39.078905,0 days 00:00:08.110557,162.0,0.005,1m,1.5,1.5,1.4,584.0,388.0,0.001,1m,1.5,4.0,1.8,126.0,34,0.009000000000000001,2m,2.5,1.0,0.8,928,954.0,0.008,3m,2.0,2.5,1.7000000000000002,124.0,288.0,0.009000000000000001,2m,4.0,1.5,0.7,118.0,224.0,0.008,1m,3.0,1.0,1.6,924.0,912.0,0.003,4m,1.0,2.0,1.7000000000000002,36.0,392.0,0.006,3m,4.0,4.0,0.7,878.0,562.0,0.001,1m,4.0,3.0,1.5,226.0,,,,,,,,0.4,9,COMPLETE
113,113,-1.2523725665588157,2025-06-14 19:39:39.149866,2025-06-14 19:39:49.234680,0 days 00:00:10.084814,354.0,0.005,1m,1.5,1.5,1.4,652.0,328.0,0.001,1m,1.5,4.0,1.7000000000000002,152.0,32,0.009000000000000001,2m,3.0,1.0,0.8,930,410.0,0.008,3m,2.0,2.5,1.7000000000000002,124.0,282.0,0.009000000000000001,2m,4.0,1.5,0.6,112.0,170.0,0.008,1m,3.0,1.0,1.6,930.0,906.0,0.003,4m,1.0,2.0,1.7000000000000002,44.0,340.0,0.006,3m,4.0,4.0,0.7,878.0,590.0,0.001,1m,3.5,3.0,1.6,230.0,,,,,,,,0.35000000000000003,9,COMPLETE
114,114,2.2883767762032297,2025-06-14 19:39:49.359770,2025-06-14 19:40:10.126987,0 days 00:00:20.767217,164.0,0.005,1m,1.5,1.0,1.4,568.0,390.0,0.001,1m,1.5,4.0,1.8,46.0,42,0.009000000000000001,2m,2.5,1.0,0.9,892,912.0,0.009000000000000001,3m,1.5,2.5,1.8,30.0,46.0,0.007,2m,3.5,2.0,0.6,396.0,274.0,0.009000000000000001,1m,3.0,1.0,1.5,962.0,874.0,0.003,4m,1.0,1.5,1.7000000000000002,66.0,262.0,0.006,3m,4.0,4.0,0.6,924.0,528.0,0.001,1m,4.0,2.5,1.5,230.0,,,,,,,,0.4,9,COMPLETE
115,115,-1.113709984253875,2025-06-14 19:40:10.288090,2025-06-14 19:40:21.438909,0 days 00:00:11.150819,240.0,0.005,1m,1.5,1.5,1.9000000000000001,514.0,394.0,0.001,1m,2.0,3.5,1.6,90.0,60,0.008,2m,2.5,1.0,1.0,968,958.0,0.008,3m,2.0,2.5,1.6,102.0,402.0,0.009000000000000001,2m,4.0,2.0,0.7,340.0,218.0,0.01,1m,3.0,1.0,1.6,916.0,974.0,0.004,4m,1.0,2.0,1.9000000000000001,114.0,392.0,0.004,3m,4.0,4.0,0.8,1022.0,462.0,0.001,1m,3.5,3.0,1.7000000000000002,292.0,,,,,,,,0.45,9,COMPLETE
116,116,-1.7031870147234003,2025-06-14 19:40:21.544993,2025-06-14 19:40:30.540269,0 days 00:00:08.995276,196.0,0.006,1m,1.5,1.5,1.5,702.0,296.0,0.001,4m,2.0,4.0,1.5,710.0,228,0.006,2m,2.5,1.0,0.8,998,884.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,74.0,272.0,0.009000000000000001,2m,4.0,1.0,0.5,122.0,404.0,0.008,2m,3.0,1.0,1.4,992.0,80.0,0.003,4m,1.0,1.5,1.8,184.0,308.0,0.005,2m,4.0,4.0,0.5,950.0,394.0,0.001,1m,3.5,3.0,1.4,348.0,,,,,,,,0.45,9,COMPLETE
117,117,-2.5096392592217427,2025-06-14 19:40:30.633982,2025-06-14 19:40:38.481440,0 days 00:00:07.847458,162.0,0.006,1m,1.5,2.0,1.4,544.0,338.0,0.001,3m,1.5,4.0,1.9000000000000001,130.0,282,0.01,4m,3.0,1.0,0.9,1024,824.0,0.008,4m,2.0,2.5,1.9000000000000001,96.0,,,,,,,,302.0,0.009000000000000001,1m,3.0,1.0,1.5,892.0,984.0,0.004,4m,1.0,2.0,1.9000000000000001,20.0,434.0,0.007,3m,4.0,4.0,0.7,892.0,496.0,0.001,1m,4.0,2.5,1.5,170.0,,,,,,,,0.35000000000000003,8,COMPLETE
118,118,-2.13874406527457,2025-06-14 19:40:38.558445,2025-06-14 19:40:47.444580,0 days 00:00:08.886135,128.0,0.006,1m,1.5,1.5,1.5,596.0,1020.0,0.002,1m,1.5,2.0,1.8,46.0,204,0.009000000000000001,2m,2.0,1.0,0.8,880,868.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,126.0,,,,,,,,500.0,0.008,1m,3.0,1.0,1.4,1004.0,1024.0,0.003,4m,1.0,2.0,1.7000000000000002,180.0,212.0,0.004,3m,4.0,4.0,0.5,830.0,624.0,0.002,4m,3.5,3.0,1.6,246.0,,,,,,,,0.4,8,COMPLETE
119,119,1.8794811759711232,2025-06-14 19:40:47.530995,2025-06-14 19:40:56.967195,0 days 00:00:09.436200,274.0,0.004,1m,1.5,1.0,1.5,654.0,370.0,0.001,1m,1.5,3.5,1.7000000000000002,168.0,88,0.007,2m,2.5,1.5,0.9,978,88.0,0.009000000000000001,3m,1.5,2.5,1.8,142.0,128.0,0.007,2m,3.5,2.5,0.7,458.0,254.0,0.009000000000000001,1m,2.5,1.0,1.6,958.0,934.0,0.003,4m,1.5,2.5,1.9000000000000001,258.0,476.0,0.004,3m,4.0,4.0,0.6,916.0,434.0,0.001,3m,4.0,3.5,1.9000000000000001,286.0,,,,,,,,0.4,9,COMPLETE
120,120,-2.7741203348989556,2025-06-14 19:40:57.050984,2025-06-14 19:41:06.047982,0 days 00:00:08.996998,206.0,0.007,3m,1.5,1.5,1.4,704.0,438.0,0.001,1m,2.0,4.0,1.9000000000000001,90.0,16,0.008,1m,2.5,1.0,0.7,924,804.0,0.008,3m,2.0,2.0,1.6,40.0,,,,,,,,194.0,0.008,1m,3.0,1.0,1.2000000000000002,844.0,1006.0,0.004,4m,1.0,4.0,1.8,98.0,282.0,0.005,3m,3.5,4.0,0.8,1000.0,558.0,0.001,3m,3.5,3.0,1.5,306.0,,,,,,,,0.45,8,COMPLETE
121,121,3.5111379823983575,2025-06-14 19:41:06.140920,2025-06-14 19:41:14.477492,0 days 00:00:08.336572,94.0,0.006,3m,1.5,1.5,1.3,590.0,476.0,0.002,1m,1.5,4.0,1.8,122.0,122,0.007,2m,2.5,1.0,0.6,900,946.0,0.01,3m,2.0,2.5,1.5,58.0,,,,,,,,234.0,0.008,1m,3.0,1.0,1.3,890.0,956.0,0.002,4m,1.5,4.0,1.8,338.0,396.0,0.006,3m,4.0,3.5,0.5,738.0,280.0,0.002,3m,4.0,3.5,1.2000000000000002,370.0,,,,,,,,0.4,8,COMPLETE
122,122,0.6018233765830132,2025-06-14 19:41:14.565587,2025-06-14 19:41:22.928487,0 days 00:00:08.362900,160.0,0.005,3m,1.5,1.5,1.3,580.0,516.0,0.002,1m,1.5,4.0,1.8,134.0,116,0.007,2m,2.5,1.0,0.6,938,934.0,0.009000000000000001,3m,2.0,2.5,1.6,18.0,,,,,,,,168.0,0.008,1m,3.0,1.0,1.3,900.0,966.0,0.002,4m,1.0,4.0,1.9000000000000001,346.0,416.0,0.006,3m,4.0,3.5,0.5,868.0,180.0,0.002,3m,4.0,3.5,1.4,348.0,,,,,,,,0.4,8,COMPLETE
123,123,4.741745366113266,2025-06-14 19:41:23.028232,2025-06-14 19:41:31.593076,0 days 00:00:08.564844,140.0,0.007,3m,1.5,1.5,1.4,614.0,406.0,0.002,1m,1.5,4.0,1.7000000000000002,100.0,176,0.006,2m,2.0,1.0,0.8,898,842.0,0.009000000000000001,3m,2.0,2.5,1.7000000000000002,64.0,,,,,,,,226.0,0.009000000000000001,1m,3.0,1.0,1.4,930.0,912.0,0.003,4m,1.0,4.0,1.8,316.0,374.0,0.006,3m,4.0,4.0,0.6,810.0,444.0,0.003,3m,4.0,3.0,1.6,218.0,,,,,,,,0.4,8,COMPLETE
124,124,1.1387142948784752,2025-06-14 19:41:31.676050,2025-06-14 19:41:40.065670,0 days 00:00:08.389620,182.0,0.007,3m,1.5,1.5,1.3,774.0,408.0,0.006,1m,2.0,4.0,1.7000000000000002,98.0,176,0.006,2m,2.5,1.0,0.8,908,848.0,0.008,3m,2.0,2.5,1.5,104.0,,,,,,,,214.0,0.01,1m,3.0,1.0,1.3,920.0,920.0,0.003,4m,1.5,4.0,1.8,362.0,906.0,0.006,3m,4.0,4.0,0.6,836.0,446.0,0.003,4m,3.5,3.0,1.7000000000000002,216.0,,,,,,,,0.4,8,COMPLETE
125,125,-3.529794363932342,2025-06-14 19:41:40.151555,2025-06-14 19:41:49.492435,0 days 00:00:09.340880,142.0,0.007,3m,1.5,1.5,1.4,608.0,454.0,0.001,4m,1.5,1.5,1.6,628.0,50,0.006,2m,2.0,1.5,0.7,964,904.0,0.007,3m,2.0,2.5,1.6,50.0,24.0,0.01,1m,4.0,1.5,0.5,62.0,234.0,0.009000000000000001,1m,3.0,1.0,1.4,950.0,862.0,0.003,4m,1.0,4.0,1.8,336.0,332.0,0.007,3m,4.0,4.0,0.7,976.0,370.0,0.005,3m,4.0,2.5,1.6,256.0,,,,,,,,0.45,9,COMPLETE
126,126,-4.435346463812291,2025-06-14 19:41:49.573340,2025-06-14 19:41:58.598653,0 days 00:00:09.025313,116.0,0.006,3m,4.0,2.0,1.3,464.0,382.0,0.003,1m,1.5,4.0,1.8,852.0,238,0.007,2m,3.0,1.0,0.9,860,818.0,0.01,3m,2.0,2.5,1.7000000000000002,146.0,210.0,0.007,3m,3.5,1.0,1.3,322.0,466.0,0.009000000000000001,1m,3.5,1.0,1.2000000000000002,880.0,826.0,0.003,3m,1.0,1.0,1.7000000000000002,378.0,360.0,0.006,3m,4.0,4.0,0.5,808.0,504.0,0.001,1m,3.5,3.0,1.8,136.0,,,,,,,,0.35000000000000003,9,COMPLETE
127,127,-0.6283984609095755,2025-06-14 19:41:58.687977,2025-06-14 19:42:06.451629,0 days 00:00:07.763652,234.0,0.005,3m,1.5,1.0,2.0,650.0,432.0,0.002,1m,1.5,3.5,1.7000000000000002,334.0,166,0.01,2m,2.5,1.0,0.8,1000,880.0,0.009000000000000001,3m,2.0,2.5,1.8,86.0,,,,,,,,348.0,0.008,1m,3.0,1.0,1.5,836.0,900.0,0.003,4m,1.0,4.0,1.7000000000000002,308.0,380.0,0.005,2m,3.5,4.0,0.6,950.0,402.0,0.001,3m,4.0,3.0,1.7000000000000002,370.0,,,,,,,,0.4,8,COMPLETE
128,128,-1.6705982793024337,2025-06-14 19:42:06.530991,2025-06-14 19:42:14.725326,0 days 00:00:08.194335,152.0,0.006,1m,1.5,1.5,1.4,624.0,346.0,0.001,1m,1.5,4.0,1.7000000000000002,48.0,292,0.006,2m,2.5,1.0,0.7,896,756.0,0.008,3m,2.0,2.5,1.5,192.0,,,,,,,,176.0,0.009000000000000001,1m,3.5,1.0,1.3,1002.0,952.0,0.004,4m,1.0,2.0,1.8,270.0,408.0,0.007,3m,4.0,4.0,0.8,926.0,424.0,0.001,3m,3.5,3.0,1.6,318.0,,,,,,,,0.35000000000000003,8,COMPLETE
129,129,-5.436804000654328,2025-06-14 19:42:14.812255,2025-06-14 19:42:22.228298,0 days 00:00:07.416043,212.0,0.005,3m,1.5,1.5,1.3,498.0,470.0,0.001,1m,2.0,3.5,1.8,944.0,90,0.008,2m,2.5,1.5,0.8,976,836.0,0.01,3m,2.0,2.0,1.7000000000000002,32.0,,,,,,,,152.0,0.01,2m,3.0,1.5,1.2000000000000002,970.0,20.0,0.003,4m,1.0,4.0,1.9000000000000001,66.0,346.0,0.004,3m,4.0,4.0,0.5,596.0,542.0,0.007,4m,4.0,2.5,1.5,168.0,,,,,,,,0.45,8,COMPLETE
130,130,-0.5261931485899045,2025-06-14 19:42:22.329842,2025-06-14 19:42:25.414571,0 days 00:00:03.084729,,,,,,,,,,,,,,,146,0.007,2m,2.0,1.0,0.9,1002,,,,,,,,,,,,,,,208.0,0.008,1m,1.0,1.0,1.4,924.0,998.0,0.004,1m,1.5,4.0,1.3,220.0,,,,,,,,,,,,,,,,,,,,,,0.4,3,COMPLETE
131,131,3.232061143564107,2025-06-14 19:42:25.494599,2025-06-14 19:42:33.152626,0 days 00:00:07.658027,96.0,0.006,3m,1.5,1.5,1.5,552.0,404.0,0.002,1m,1.5,4.0,1.9000000000000001,118.0,216,0.007,2m,2.0,1.0,0.6,844,962.0,0.009000000000000001,3m,2.5,2.5,1.7000000000000002,66.0,,,,,,,,270.0,0.007,1m,3.0,1.0,1.4,948.0,958.0,0.002,4m,1.0,4.0,1.9000000000000001,308.0,432.0,0.006,3m,4.0,3.5,0.5,782.0,454.0,0.003,3m,4.0,3.5,1.4,410.0,,,,,,,,0.4,8,COMPLETE
132,132,2.8579939019728244,2025-06-14 19:42:33.233649,2025-06-14 19:42:40.782331,0 days 00:00:07.548682,58.0,0.006,3m,1.5,1.5,1.5,530.0,386.0,0.002,1m,1.5,4.0,1.8,140.0,260,0.007,2m,1.5,1.0,0.7,846,954.0,0.009000000000000001,3m,2.5,2.5,1.7000000000000002,60.0,,,,,,,,290.0,0.009000000000000001,1m,3.0,1.0,1.3,934.0,954.0,0.002,4m,1.0,4.0,1.9000000000000001,314.0,438.0,0.006,3m,4.0,3.5,0.5,804.0,498.0,0.003,3m,4.0,3.5,1.3,442.0,,,,,,,,0.4,8,COMPLETE
133,133,3.71864797897253,2025-06-14 19:42:40.872733,2025-06-14 19:42:48.546732,0 days 00:00:07.673999,60.0,0.006,3m,1.5,1.5,1.5,538.0,412.0,0.002,1m,1.5,4.0,1.8,148.0,242,0.007,2m,1.5,1.0,0.6,792,962.0,0.009000000000000001,3m,2.5,2.5,1.8,66.0,,,,,,,,318.0,0.009000000000000001,1m,3.0,1.0,1.5,888.0,934.0,0.002,4m,1.0,4.0,1.8,284.0,432.0,0.006,3m,4.0,3.5,0.5,810.0,462.0,0.004,3m,4.0,3.5,1.3,424.0,,,,,,,,0.4,8,COMPLETE
134,134,-0.03583672892798059,2025-06-14 19:42:48.623340,2025-06-14 19:42:55.768562,0 days 00:00:07.145222,98.0,0.006,3m,1.5,1.5,1.6,666.0,410.0,0.002,1m,1.5,4.0,1.9000000000000001,208.0,196,0.006,2m,1.5,1.0,0.6,822,918.0,0.009000000000000001,3m,2.5,2.5,1.8,44.0,,,,,,,,320.0,0.009000000000000001,1m,3.0,1.0,1.5,890.0,908.0,0.002,4m,1.0,4.0,1.8,276.0,494.0,0.006,3m,4.0,3.5,1.0,784.0,,,,,,,,,,,,,,,0.45,7,COMPLETE
135,135,-4.965665337672279,2025-06-14 19:42:55.852930,2025-06-14 19:43:04.526023,0 days 00:00:08.673093,40.0,0.006,3m,1.5,1.5,1.5,506.0,322.0,0.003,1m,1.5,4.0,1.7000000000000002,80.0,228,0.005,2m,2.0,1.0,0.6,872,964.0,0.009000000000000001,4m,2.5,2.5,1.6,16.0,484.0,0.01,2m,4.0,2.0,0.8,468.0,364.0,0.007,1m,3.0,1.0,1.6,874.0,934.0,0.002,4m,1.5,4.0,1.7000000000000002,246.0,364.0,0.006,3m,4.0,3.5,0.5,738.0,694.0,0.004,3m,4.0,3.5,1.1,404.0,,,,,,,,0.35000000000000003,9,COMPLETE
136,136,-1.4335641327692774,2025-06-14 19:43:04.602321,2025-06-14 19:43:12.200080,0 days 00:00:07.597759,68.0,0.007,3m,1.5,2.5,1.4,634.0,434.0,0.002,4m,1.5,4.0,1.9000000000000001,156.0,190,0.007,2m,1.0,1.0,1.0,744,948.0,0.008,3m,2.5,1.0,1.9000000000000001,70.0,,,,,,,,236.0,0.009000000000000001,1m,2.5,1.5,1.4,818.0,1010.0,0.001,4m,1.0,4.0,1.8,286.0,310.0,0.006,3m,3.5,4.0,0.6,844.0,456.0,0.004,3m,4.0,3.5,1.2000000000000002,458.0,,,,,,,,0.5,8,COMPLETE
137,137,0.11190955432973901,2025-06-14 19:43:12.303470,2025-06-14 19:43:19.687278,0 days 00:00:07.383808,132.0,0.007,3m,1.5,1.5,1.8,582.0,408.0,0.002,1m,1.5,4.0,1.8,38.0,244,0.008,2m,1.5,1.0,0.7,808,904.0,0.007,3m,2.5,2.5,1.5,84.0,,,,,,,,296.0,0.009000000000000001,1m,3.0,1.0,1.5,958.0,222.0,0.003,4m,1.0,4.0,0.6,392.0,274.0,0.006,3m,4.0,3.5,0.5,882.0,368.0,0.003,1m,4.0,3.5,1.3,204.0,,,,,,,,0.4,8,COMPLETE
138,138,-0.8303306894417302,2025-06-14 19:43:19.777441,2025-06-14 19:43:26.396584,0 days 00:00:06.619143,116.0,0.006,3m,1.0,1.5,1.3,556.0,466.0,0.003,1m,2.0,4.0,1.9000000000000001,770.0,118,0.006,2m,2.0,1.0,0.6,776,556.0,0.01,3m,3.0,2.5,1.8,48.0,,,,,,,,342.0,0.008,1m,3.0,1.0,1.4,1004.0,876.0,0.002,4m,1.0,4.0,1.8,160.0,516.0,0.007,3m,3.5,4.0,0.5,820.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
139,139,1.4005424311879013,2025-06-14 19:43:26.489089,2025-06-14 19:43:39.502195,0 days 00:00:13.013106,90.0,0.006,3m,1.5,1.0,1.5,432.0,364.0,0.002,1m,1.5,4.0,1.7000000000000002,184.0,158,0.007,4m,2.0,1.5,0.8,794,938.0,0.009000000000000001,3m,2.5,2.5,1.6,112.0,378.0,0.009000000000000001,1m,2.5,1.0,0.6,66.0,258.0,0.007,1m,3.5,4.0,1.5,854.0,1024.0,0.003,4m,1.0,4.0,1.2000000000000002,342.0,400.0,0.005,3m,4.0,3.5,0.6,856.0,472.0,0.005,3m,4.0,4.0,1.5,428.0,,,,,,,,0.4,9,COMPLETE
140,140,-1.223254901634372,2025-06-14 19:43:39.661026,2025-06-14 19:44:05.754916,0 days 00:00:26.093890,68.0,0.006,1m,1.5,1.5,1.6,532.0,532.0,0.004,3m,4.0,4.0,1.8,66.0,214,0.008,2m,2.0,1.0,0.7,842,972.0,0.009000000000000001,3m,1.5,2.0,1.7000000000000002,66.0,,,,,,,,114.0,0.009000000000000001,1m,3.0,1.0,1.6,904.0,986.0,0.002,1m,1.0,4.0,1.9000000000000001,300.0,428.0,0.007,3m,4.0,4.0,0.7,788.0,418.0,0.006,3m,4.0,3.5,1.3,382.0,,,,,,,,0.45,8,COMPLETE
141,141,3.0037036318030803,2025-06-14 19:44:05.944386,2025-06-14 19:44:26.903554,0 days 00:00:20.959168,104.0,0.006,3m,1.5,1.5,1.4,528.0,394.0,0.002,1m,1.5,4.0,1.5,136.0,272,0.007,2m,1.5,1.0,0.7,856,890.0,0.009000000000000001,3m,2.5,2.5,1.7000000000000002,16.0,,,,,,,,290.0,0.009000000000000001,1m,3.0,1.0,1.3,926.0,950.0,0.002,4m,1.0,4.0,1.9000000000000001,312.0,444.0,0.006,3m,4.0,3.5,0.5,802.0,508.0,0.003,3m,4.0,3.5,1.3,438.0,,,,,,,,0.4,8,COMPLETE
142,142,3.7657238252668397,2025-06-14 19:44:27.025602,2025-06-14 19:44:34.483234,0 days 00:00:07.457632,142.0,0.006,3m,1.5,1.5,1.4,704.0,402.0,0.002,1m,1.5,4.0,1.5,124.0,274,0.007,2m,1.5,1.0,0.6,890,880.0,0.008,3m,2.5,2.5,1.8,28.0,,,,,,,,318.0,0.009000000000000001,1m,3.0,1.0,1.3,966.0,948.0,0.002,4m,1.0,4.0,1.9000000000000001,370.0,480.0,0.006,3m,4.0,3.5,0.5,904.0,508.0,0.003,3m,4.0,3.5,1.2000000000000002,472.0,,,,,,,,0.4,8,COMPLETE
143,143,3.091300192163105,2025-06-14 19:44:34.571101,2025-06-14 19:44:42.166325,0 days 00:00:07.595224,140.0,0.006,3m,1.5,1.5,1.4,746.0,426.0,0.002,1m,1.5,4.0,1.6,92.0,240,0.007,2m,1.5,1.0,0.6,900,876.0,0.008,3m,2.5,2.5,1.8,38.0,,,,,,,,422.0,0.01,1m,3.0,1.0,1.4,980.0,922.0,0.003,4m,1.0,4.0,1.8,414.0,376.0,0.005,3m,4.0,3.5,0.5,904.0,578.0,0.002,3m,1.5,3.0,1.1,480.0,,,,,,,,0.4,8,COMPLETE
144,144,0.27767986828866337,2025-06-14 19:44:42.261643,2025-06-14 19:44:49.674632,0 days 00:00:07.412989,154.0,0.007,3m,1.5,1.5,1.3,814.0,428.0,0.002,1m,1.5,4.0,1.6,86.0,70,0.007,2m,1.5,1.0,0.6,900,872.0,0.008,3m,2.5,2.5,1.8,48.0,,,,,,,,442.0,0.01,1m,3.0,1.0,1.4,982.0,912.0,0.002,4m,1.5,4.0,1.7000000000000002,436.0,420.0,0.006,3m,4.0,3.5,0.5,908.0,586.0,0.003,3m,1.0,3.5,1.1,470.0,,,,,,,,0.45,8,COMPLETE
145,145,2.649375519551829,2025-06-14 19:44:49.778349,2025-06-14 19:44:57.406454,0 days 00:00:07.628105,172.0,0.006,3m,1.5,1.5,1.4,702.0,452.0,0.002,1m,1.5,4.0,1.6,122.0,248,0.006,2m,1.5,1.0,0.5,882,914.0,0.008,3m,2.5,2.5,2.0,82.0,,,,,,,,402.0,0.01,1m,3.0,1.0,1.4,1022.0,934.0,0.002,4m,1.0,4.0,1.8,408.0,1022.0,0.005,3m,4.0,3.5,0.6,888.0,622.0,0.003,3m,4.0,3.5,1.2000000000000002,402.0,,,,,,,,0.4,8,COMPLETE
146,146,-1.964712783546645,2025-06-14 19:44:57.531670,2025-06-14 19:45:04.114872,0 days 00:00:06.583202,44.0,0.006,3m,1.5,1.5,1.5,742.0,484.0,0.002,1m,1.0,4.0,1.5,236.0,182,0.007,2m,1.5,1.0,0.6,938,938.0,0.008,3m,2.5,2.5,1.9000000000000001,136.0,,,,,,,,384.0,0.01,1m,3.0,1.0,1.5,946.0,890.0,0.001,4m,1.0,4.0,1.6,346.0,370.0,0.005,3m,4.0,3.5,0.5,864.0,,,,,,,,,,,,,,,0.4,7,COMPLETE
147,147,-2.8421690314634045,2025-06-14 19:45:04.193507,2025-06-14 19:45:12.469967,0 days 00:00:08.276460,960.0,0.005,3m,1.5,2.0,1.4,692.0,410.0,0.003,1m,1.5,4.0,1.5,154.0,774,0.007,1m,1.0,1.0,0.6,910,800.0,0.007,3m,2.5,2.5,1.8,738.0,,,,,,,,310.0,0.009000000000000001,1m,2.5,1.5,1.4,894.0,862.0,0.003,4m,1.0,4.0,1.8,370.0,480.0,0.006,3m,4.0,4.0,0.6,770.0,542.0,0.004,4m,4.0,3.0,1.2000000000000002,476.0,,,,,,,,0.35000000000000003,8,COMPLETE
148,148,-1.6337079090409499,2025-06-14 19:45:12.552786,2025-06-14 19:45:21.542977,0 days 00:00:08.990191,194.0,0.006,3m,1.5,1.0,1.3,762.0,250.0,0.002,1m,1.5,1.0,1.6,34.0,302,0.006,2m,1.5,1.0,0.6,1024,990.0,0.008,3m,2.5,2.5,1.9000000000000001,796.0,324.0,0.006,2m,3.5,1.5,1.2000000000000002,138.0,372.0,0.009000000000000001,1m,3.0,1.0,1.6,830.0,920.0,0.003,4m,1.0,1.5,1.8,420.0,150.0,0.006,2m,3.5,3.5,0.5,720.0,570.0,0.002,3m,2.0,3.5,1.1,544.0,,,,,,,,0.45,9,COMPLETE
149,149,-0.1750994351867389,2025-06-14 19:45:21.621848,2025-06-14 19:45:29.947193,0 days 00:00:08.325345,142.0,0.007,3m,1.5,1.5,1.2000000000000002,612.0,350.0,0.002,4m,1.5,4.0,1.7000000000000002,62.0,270,0.008,2m,1.5,1.5,0.5,948,866.0,0.007,3m,3.0,2.0,1.8,40.0,,,,,,,,418.0,0.01,1m,3.0,1.0,1.3,868.0,990.0,0.003,4m,1.5,4.0,1.7000000000000002,368.0,386.0,0.005,3m,4.0,4.0,1.2000000000000002,926.0,526.0,0.002,3m,4.0,3.0,1.0,112.0,,,,,,,,0.35000000000000003,8,COMPLETE
