,number,value,datetime_start,datetime_complete,duration,params_ADBE_BIIB_beta_win,params_ADBE_BIIB_stop_loss,params_ADBE_BIIB_trade_freq,params_ADBE_BIIB_z_entry,params_ADBE_BIIB_z_exit,params_ADBE_BIIB_z_stop_scaler,params_ADBE_BIIB_z_win,params_AEP_JD_beta_win,params_AEP_JD_stop_loss,params_AEP_JD_trade_freq,params_AEP_JD_z_entry,params_AEP_JD_z_exit,params_AEP_JD_z_stop_scaler,params_AEP_JD_z_win,params_AMZN_SIRI_beta_win,params_AMZN_SIRI_stop_loss,params_AMZN_SIRI_trade_freq,params_AMZN_SIRI_z_entry,params_AMZN_SIRI_z_exit,params_AMZN_SIRI_z_stop_scaler,params_AMZN_SIRI_z_win,params_BIIB_ZM_beta_win,params_BIIB_ZM_stop_loss,params_BIIB_ZM_trade_freq,params_BIIB_ZM_z_entry,params_BIIB_ZM_z_exit,params_BIIB_ZM_z_stop_scaler,params_BIIB_ZM_z_win,params_CMCSA_FISV_beta_win,params_CMCSA_FISV_stop_loss,params_CMCSA_FISV_trade_freq,params_CMCSA_FISV_z_entry,params_CMCSA_FISV_z_exit,params_CMCSA_FISV_z_stop_scaler,params_CMCSA_FISV_z_win,params_COST_ORLY_beta_win,params_COST_ORLY_stop_loss,params_COST_ORLY_trade_freq,params_COST_ORLY_z_entry,params_COST_ORLY_z_exit,params_COST_ORLY_z_stop_scaler,params_COST_ORLY_z_win,params_GOOG_SIRI_beta_win,params_GOOG_SIRI_stop_loss,params_GOOG_SIRI_trade_freq,params_GOOG_SIRI_z_entry,params_GOOG_SIRI_z_exit,params_GOOG_SIRI_z_stop_scaler,params_GOOG_SIRI_z_win,params_IDXX_SIRI_beta_win,params_IDXX_SIRI_stop_loss,params_IDXX_SIRI_trade_freq,params_IDXX_SIRI_z_entry,params_IDXX_SIRI_z_exit,params_IDXX_SIRI_z_stop_scaler,params_IDXX_SIRI_z_win,params_NTES_SIRI_beta_win,params_NTES_SIRI_stop_loss,params_NTES_SIRI_trade_freq,params_NTES_SIRI_z_entry,params_NTES_SIRI_z_exit,params_NTES_SIRI_z_stop_scaler,params_NTES_SIRI_z_win,params_NVDA_SIRI_beta_win,params_NVDA_SIRI_stop_loss,params_NVDA_SIRI_trade_freq,params_NVDA_SIRI_z_entry,params_NVDA_SIRI_z_exit,params_NVDA_SIRI_z_stop_scaler,params_NVDA_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
121,121,0.21691834210172736,2025-06-14 19:21:52.788763,2025-06-14 19:22:02.483323,0 days 00:00:09.694560,842.0,0.009000000000000001,4m,3.0,2.5,1.4,566.0,378.0,0.006,3m,4.0,1.0,0.6,1002.0,276.0,0.004,3m,2.0,3.5,0.8,954.0,930,0.01,1m,1.0,3.5,1.7000000000000002,740,,,,,,,,878.0,0.009000000000000001,3m,1.5,1.5,1.0,482.0,,,,,,,,,,,,,,,566.0,0.005,2m,1.0,1.0,1.9000000000000001,644.0,,,,,,,,0.05,6,COMPLETE
122,122,2.998708566061051,2025-06-14 19:22:02.601956,2025-06-14 19:22:15.922439,0 days 00:00:13.320483,914.0,0.009000000000000001,4m,3.0,2.5,1.4,658.0,380.0,0.005,3m,4.0,1.0,0.5,1000.0,330.0,0.004,3m,2.0,3.5,0.8,964.0,822,0.01,1m,1.0,3.5,1.8,890,,,,,,,,912.0,0.008,3m,1.5,1.5,1.0,58.0,,,,,,,,,,,,,,,556.0,0.005,2m,1.0,1.0,1.9000000000000001,668.0,,,,,,,,0.05,6,COMPLETE
123,123,0.27048629156576237,2025-06-14 19:22:16.063112,2025-06-14 19:22:23.365452,0 days 00:00:07.302340,924.0,0.009000000000000001,4m,3.0,2.5,1.3,666.0,,,,,,,,346.0,0.004,3m,2.0,3.5,0.7,992.0,784,0.009000000000000001,1m,1.0,3.5,1.8,922,,,,,,,,940.0,0.008,3m,1.5,1.5,0.8,60.0,,,,,,,,,,,,,,,636.0,0.005,2m,1.0,1.0,1.8,694.0,,,,,,,,0.05,5,COMPLETE
124,124,2.596441705267413,2025-06-14 19:22:23.428324,2025-06-14 19:22:28.618651,0 days 00:00:05.190327,962.0,0.01,4m,2.5,2.5,1.5,596.0,650.0,0.005,3m,4.0,1.0,0.5,950.0,312.0,0.005,3m,2.5,3.5,0.9,918.0,812,0.01,1m,1.0,3.5,1.8,950,,,,,,,,916.0,0.008,3m,2.0,1.0,1.3,284.0,,,,,,,,,,,,,,,592.0,0.005,2m,1.0,1.0,1.9000000000000001,672.0,,,,,,,,0.05,6,COMPLETE
125,125,0.6102143207729543,2025-06-14 19:22:28.689319,2025-06-14 19:22:33.873394,0 days 00:00:05.184075,966.0,0.01,4m,2.5,2.5,1.5,600.0,318.0,0.004,3m,4.0,1.0,0.5,946.0,398.0,0.005,3m,2.5,3.5,0.9,920.0,840,0.01,1m,1.0,3.5,1.8,960,,,,,,,,922.0,0.008,3m,2.0,1.0,1.3,288.0,,,,,,,,,,,,,,,554.0,0.005,2m,1.0,1.0,2.0,742.0,,,,,,,,0.05,6,COMPLETE
126,126,4.089266099238293,2025-06-14 19:22:33.955503,2025-06-14 19:22:38.223902,0 days 00:00:04.268399,892.0,0.01,4m,2.5,2.5,1.5,652.0,,,,,,,,228.0,0.003,3m,2.5,3.5,0.9,962.0,878,0.009000000000000001,1m,1.0,3.5,1.7000000000000002,1016,,,,,,,,980.0,0.007,3m,2.0,1.0,1.1,244.0,,,,,,,,,,,,,,,596.0,0.005,2m,1.0,1.0,1.9000000000000001,664.0,,,,,,,,0.05,5,COMPLETE
127,127,-3.4111571474843756,2025-06-14 19:22:38.291262,2025-06-14 19:22:42.657381,0 days 00:00:04.366119,892.0,0.01,2m,2.0,2.5,1.5,648.0,,,,,,,,330.0,0.003,3m,2.5,3.5,1.0,966.0,998,0.01,3m,1.0,4.0,1.7000000000000002,990,,,,,,,,1022.0,0.007,3m,2.0,1.0,1.1,196.0,,,,,,,,,,,,,,,598.0,0.005,2m,1.0,1.0,0.8,648.0,,,,,,,,0.05,5,COMPLETE
128,128,-1.6985292006360135,2025-06-14 19:22:42.722498,2025-06-14 19:22:47.060358,0 days 00:00:04.337860,908.0,0.01,4m,2.5,2.5,1.4,676.0,,,,,,,,240.0,0.004,1m,2.5,3.5,0.9,612.0,874,0.009000000000000001,1m,1.0,1.5,1.6,1018,,,,,,,,986.0,0.007,3m,2.5,1.0,1.4,234.0,,,,,,,,,,,,,,,626.0,0.005,4m,1.0,1.0,1.0,616.0,,,,,,,,0.05,5,COMPLETE
129,129,2.887854960377014,2025-06-14 19:22:47.139460,2025-06-14 19:22:50.655365,0 days 00:00:03.515905,986.0,0.01,3m,2.5,2.5,1.5,622.0,,,,,,,,,,,,,,,448,0.008,1m,1.0,3.5,1.6,990,,,,,,,,960.0,0.008,3m,2.0,1.0,1.8,36.0,,,,,,,,,,,,,,,692.0,0.004,3m,3.5,1.0,1.9000000000000001,600.0,,,,,,,,0.05,4,COMPLETE
130,130,-3.3736739874232855,2025-06-14 19:22:50.695019,2025-06-14 19:22:54.338011,0 days 00:00:03.642992,978.0,0.01,3m,2.0,2.0,1.6,618.0,,,,,,,,,,,,,,,374,0.008,1m,1.0,2.0,1.5,962,,,,,,,,948.0,0.007,3m,2.0,1.0,1.8,326.0,,,,,,,,,,,,,,,780.0,0.004,3m,3.0,1.0,2.0,582.0,,,,,,,,0.25,4,COMPLETE
131,131,2.5546116752999546,2025-06-14 19:22:54.392512,2025-06-14 19:22:57.670176,0 days 00:00:03.277664,950.0,0.01,3m,2.5,2.5,1.5,598.0,,,,,,,,,,,,,,,454,0.008,1m,1.0,3.5,1.6,980,,,,,,,,976.0,0.008,3m,2.0,1.0,1.9000000000000001,36.0,,,,,,,,,,,,,,,704.0,0.004,3m,4.0,1.0,1.9000000000000001,528.0,,,,,,,,0.05,4,COMPLETE
132,132,2.7418398013509258,2025-06-14 19:22:57.744307,2025-06-14 19:23:01.610604,0 days 00:00:03.866297,954.0,0.01,3m,2.5,2.5,1.5,684.0,,,,,,,,,,,,,,,456,0.007,1m,1.0,3.5,1.6,990,,,,,,,,970.0,0.008,3m,2.0,1.0,1.9000000000000001,16.0,,,,,,,,,,,,,,,692.0,0.004,3m,4.0,1.0,1.8,614.0,,,,,,,,0.05,4,COMPLETE
133,133,2.8652656934249996,2025-06-14 19:23:01.659775,2025-06-14 19:23:05.487370,0 days 00:00:03.827595,1024.0,0.01,3m,2.5,2.5,1.5,698.0,,,,,,,,,,,,,,,440,0.007,1m,1.0,3.5,1.6,986,,,,,,,,1004.0,0.008,3m,2.0,1.0,1.9000000000000001,40.0,,,,,,,,,,,,,,,708.0,0.004,3m,4.0,1.0,0.7,526.0,,,,,,,,0.05,4,COMPLETE
134,134,1.0934895697733875,2025-06-14 19:23:05.538658,2025-06-14 19:23:09.334247,0 days 00:00:03.795589,1010.0,0.01,3m,2.5,2.5,1.5,702.0,,,,,,,,,,,,,,,450,0.007,1m,1.0,3.5,1.6,886,,,,,,,,968.0,0.008,3m,2.0,1.0,1.9000000000000001,42.0,,,,,,,,,,,,,,,716.0,0.004,3m,4.0,1.0,0.7,526.0,,,,,,,,0.05,4,COMPLETE
135,135,-0.10682333825548075,2025-06-14 19:23:09.381842,2025-06-14 19:23:12.293091,0 days 00:00:02.911249,984.0,0.01,3m,2.5,2.5,1.5,744.0,,,,,,,,,,,,,,,416,0.007,1m,1.0,3.5,1.5,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.0,0.003,3m,4.0,1.0,1.8,556.0,,,,,,,,0.05,3,COMPLETE
136,136,0.4339881561408804,2025-06-14 19:23:12.359227,2025-06-14 19:23:16.324719,0 days 00:00:03.965492,1024.0,0.01,3m,2.5,2.5,1.6,690.0,,,,,,,,,,,,,,,406,0.007,1m,1.0,3.5,1.6,1004,,,,,,,,996.0,0.008,3m,2.0,1.0,1.9000000000000001,58.0,,,,,,,,,,,,,,,704.0,0.004,3m,4.0,1.0,0.9,666.0,,,,,,,,0.05,4,COMPLETE
137,137,-1.8531528042240648,2025-06-14 19:23:16.390931,2025-06-14 19:23:20.427111,0 days 00:00:04.036180,1000.0,0.01,3m,2.5,2.5,1.5,632.0,,,,,,,,,,,,,,,344,0.008,1m,1.0,3.5,1.6,930,,,,,,,,1014.0,0.008,3m,2.0,1.0,1.8,84.0,,,,,,,,,,,,,,,764.0,0.004,3m,3.5,1.0,0.5,574.0,,,,,,,,0.05,4,COMPLETE
138,138,0.9332736515465871,2025-06-14 19:23:20.491672,2025-06-14 19:23:24.277750,0 days 00:00:03.786078,924.0,0.01,3m,2.5,2.5,1.5,654.0,,,,,,,,,,,,,,,462,0.007,1m,1.0,3.0,1.5,994,,,,,,,,970.0,0.008,3m,2.0,1.0,1.9000000000000001,142.0,,,,,,,,,,,,,,,650.0,0.003,3m,3.5,1.0,0.6,604.0,,,,,,,,0.05,4,COMPLETE
139,139,-2.3288745033390463,2025-06-14 19:23:24.353241,2025-06-14 19:23:28.525163,0 days 00:00:04.171922,952.0,0.01,3m,2.5,2.5,1.6,598.0,,,,,,,,,,,,,,,512,0.006,2m,1.0,3.5,1.7000000000000002,964,,,,,,,,958.0,0.008,3m,2.0,1.0,1.9000000000000001,38.0,,,,,,,,,,,,,,,806.0,0.003,3m,4.0,1.0,1.8,622.0,,,,,,,,0.05,4,COMPLETE
140,140,1.0752001358100356,2025-06-14 19:23:28.591700,2025-06-14 19:23:32.310856,0 days 00:00:03.719156,962.0,0.01,3m,2.5,2.5,1.6,768.0,,,,,,,,,,,,,,,450,0.003,1m,1.0,3.5,1.7000000000000002,988,,,,,,,,910.0,0.008,3m,2.0,1.0,2.0,268.0,,,,,,,,,,,,,,,674.0,0.004,3m,4.0,1.0,1.9000000000000001,532.0,,,,,,,,0.05,4,COMPLETE
141,141,1.4317713318661507,2025-06-14 19:23:32.370520,2025-06-14 19:23:35.370901,0 days 00:00:03.000381,988.0,0.01,3m,2.5,2.5,1.5,658.0,,,,,,,,,,,,,,,480,0.008,1m,1.0,3.5,1.6,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.0,0.005,3m,4.0,1.0,1.8,666.0,,,,,,,,0.05,3,COMPLETE
142,142,1.1834490234430488,2025-06-14 19:23:35.445853,2025-06-14 19:23:39.405079,0 days 00:00:03.959226,948.0,0.01,3m,2.5,2.5,1.5,630.0,,,,,,,,,,,,,,,436,0.008,1m,1.0,3.5,1.6,1018,,,,,,,,992.0,0.008,3m,2.0,1.0,1.5,26.0,,,,,,,,,,,,,,,650.0,0.004,3m,3.5,1.0,1.9000000000000001,508.0,,,,,,,,0.45,4,COMPLETE
143,143,2.62303587760718,2025-06-14 19:23:39.470710,2025-06-14 19:23:42.605909,0 days 00:00:03.135199,344.0,0.01,3m,2.5,2.5,1.6,688.0,,,,,,,,,,,,,,,492,0.006,1m,3.5,3.5,1.5,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.0,0.005,3m,4.0,1.0,1.9000000000000001,598.0,,,,,,,,0.25,3,COMPLETE
144,144,1.0022596099673922,2025-06-14 19:23:42.678139,2025-06-14 19:23:44.633824,0 days 00:00:01.955685,906.0,0.01,3m,2.5,2.5,1.7000000000000002,692.0,,,,,,,,,,,,,,,538,0.006,1m,3.5,3.5,1.5,906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
145,145,0.568207089275405,2025-06-14 19:23:44.722670,2025-06-14 19:23:48.699486,0 days 00:00:03.976816,934.0,0.01,3m,2.5,2.0,1.6,710.0,,,,,,,,,,,,,,,390,0.006,1m,3.5,3.5,1.6,886,,,,,,,,930.0,0.007,3m,2.0,1.0,1.8,112.0,,,,,,,,,,,,,,,860.0,0.004,3m,4.0,1.0,1.9000000000000001,482.0,,,,,,,,0.05,4,COMPLETE
146,146,-0.9566211520168587,2025-06-14 19:23:48.757835,2025-06-14 19:23:51.690407,0 days 00:00:02.932572,880.0,0.01,3m,2.5,2.5,1.4,746.0,,,,,,,,,,,,,,,500,0.007,4m,3.5,3.5,1.7000000000000002,948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.0,0.005,3m,2.5,1.5,1.9000000000000001,600.0,,,,,,,,0.25,3,COMPLETE
147,147,-3.532654065132852,2025-06-14 19:23:51.757538,2025-06-14 19:23:54.655859,0 days 00:00:02.898321,524.0,0.01,3m,2.5,2.5,1.6,682.0,,,,,,,,,,,,,,,472,0.007,1m,3.5,3.5,1.6,930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,0.005,3m,4.0,1.0,1.8,548.0,,,,,,,,0.05,3,COMPLETE
148,148,-1.5500442655350581,2025-06-14 19:23:54.710118,2025-06-14 19:23:57.409727,0 days 00:00:02.699609,972.0,0.01,3m,2.5,2.5,1.7000000000000002,724.0,,,,,,,,,,,,,,,314,0.003,1m,1.0,4.0,1.7000000000000002,972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.0,0.006,3m,4.0,1.5,2.0,458.0,,,,,,,,0.1,3,COMPLETE
149,149,-3.2307257207740356,2025-06-14 19:23:57.480920,2025-06-14 19:23:59.439036,0 days 00:00:01.958116,122.0,0.005,3m,2.0,2.5,1.5,660.0,,,,,,,,,,,,,,,432,0.008,1m,3.5,3.5,1.5,1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,2,COMPLETE
