,number,value,datetime_start,datetime_complete,duration,params_AMZN_CTAS_beta_win,params_AMZN_CTAS_stop_loss,params_AMZN_CTAS_trade_freq,params_AMZN_CTAS_z_entry,params_AMZN_CTAS_z_exit,params_AMZN_CTAS_z_stop_scaler,params_AMZN_CTAS_z_win,params_ANSS_PYPL_beta_win,params_ANSS_PYPL_stop_loss,params_ANSS_PYPL_trade_freq,params_ANSS_PYPL_z_entry,params_ANSS_PYPL_z_exit,params_ANSS_PYPL_z_stop_scaler,params_ANSS_PYPL_z_win,params_CSGP_PYPL_beta_win,params_CSGP_PYPL_stop_loss,params_CSGP_PYPL_trade_freq,params_CSGP_PYPL_z_entry,params_CSGP_PYPL_z_exit,params_CSGP_PYPL_z_stop_scaler,params_CSGP_PYPL_z_win,params_DASH_LIN_beta_win,params_DASH_LIN_stop_loss,params_DASH_LIN_trade_freq,params_DASH_LIN_z_entry,params_DASH_LIN_z_exit,params_DASH_LIN_z_stop_scaler,params_DASH_LIN_z_win,params_DASH_PCAR_beta_win,params_DASH_PCAR_stop_loss,params_DASH_PCAR_trade_freq,params_DASH_PCAR_z_entry,params_DASH_PCAR_z_exit,params_DASH_PCAR_z_stop_scaler,params_DASH_PCAR_z_win,params_DXCM_PYPL_beta_win,params_DXCM_PYPL_stop_loss,params_DXCM_PYPL_trade_freq,params_DXCM_PYPL_z_entry,params_DXCM_PYPL_z_exit,params_DXCM_PYPL_z_stop_scaler,params_DXCM_PYPL_z_win,params_ISRG_MRVL_beta_win,params_ISRG_MRVL_stop_loss,params_ISRG_MRVL_trade_freq,params_ISRG_MRVL_z_entry,params_ISRG_MRVL_z_exit,params_ISRG_MRVL_z_stop_scaler,params_ISRG_MRVL_z_win,params_LRCX_NFLX_beta_win,params_LRCX_NFLX_stop_loss,params_LRCX_NFLX_trade_freq,params_LRCX_NFLX_z_entry,params_LRCX_NFLX_z_exit,params_LRCX_NFLX_z_stop_scaler,params_LRCX_NFLX_z_win,params_MCHP_PYPL_beta_win,params_MCHP_PYPL_stop_loss,params_MCHP_PYPL_trade_freq,params_MCHP_PYPL_z_entry,params_MCHP_PYPL_z_exit,params_MCHP_PYPL_z_stop_scaler,params_MCHP_PYPL_z_win,params_ROP_ROST_beta_win,params_ROP_ROST_stop_loss,params_ROP_ROST_trade_freq,params_ROP_ROST_z_entry,params_ROP_ROST_z_exit,params_ROP_ROST_z_stop_scaler,params_ROP_ROST_z_win,params_buffer_capital,params_pairs_to_trade,state
92,92,-2.993867961577778,2025-06-14 19:59:51.381840,2025-06-14 20:00:00.692875,0 days 00:00:09.311035,58.0,0.006,1m,4.0,1.0,1.1,614.0,784.0,0.007,2m,2.0,3.0,1.0,652.0,838.0,0.006,3m,3.0,3.5,0.6,864.0,422.0,0.009000000000000001,2m,1.5,3.0,1.9000000000000001,616.0,626,0.001,1m,3.5,4.0,1.4,978,880.0,0.01,1m,2.0,2.0,0.7,322.0,388.0,0.002,1m,2.5,4.0,1.7000000000000002,16.0,,,,,,,,756.0,0.009000000000000001,4m,3.0,2.5,2.0,796.0,316.0,0.001,3m,3.0,2.5,1.4,446.0,0.15000000000000002,9,COMPLETE
93,93,1.5221393415941598,2025-06-14 20:00:00.773524,2025-06-14 20:00:08.077418,0 days 00:00:07.303894,,,,,,,,678.0,0.005,2m,1.5,3.5,1.1,830.0,730.0,0.005,3m,3.5,3.5,0.6,762.0,622.0,0.01,2m,1.0,2.5,1.7000000000000002,638.0,1024,0.001,1m,3.5,4.0,1.4,948,790.0,0.01,1m,1.5,1.0,1.1,216.0,62.0,0.001,1m,3.0,3.0,1.1,816.0,,,,,,,,672.0,0.008,4m,2.0,2.0,1.8,432.0,,,,,,,,0.05,7,COMPLETE
94,94,3.521609075333162,2025-06-14 20:00:08.200768,2025-06-14 20:00:16.068899,0 days 00:00:07.868131,356.0,0.007,2m,3.0,3.5,0.9,152.0,614.0,0.006,2m,2.0,1.5,0.9,776.0,802.0,0.007,4m,2.5,4.0,0.7,948.0,582.0,0.006,2m,1.0,3.5,1.4,808.0,936,0.002,1m,4.0,4.0,1.3,760,746.0,0.009000000000000001,1m,2.5,1.5,0.8,168.0,442.0,0.003,1m,2.5,3.5,0.6,568.0,,,,,,,,852.0,0.01,3m,1.5,1.5,1.0,738.0,,,,,,,,0.1,8,COMPLETE
95,95,2.507776797194629,2025-06-14 20:00:16.161747,2025-06-14 20:00:23.663390,0 days 00:00:07.501643,404.0,0.003,2m,2.5,1.5,0.9,120.0,876.0,0.004,2m,2.0,4.0,0.8,948.0,940.0,0.007,4m,2.5,4.0,0.8,938.0,588.0,0.005,4m,1.0,4.0,2.0,810.0,922,0.001,1m,4.0,2.5,1.3,494,714.0,0.009000000000000001,1m,3.0,1.5,0.8,158.0,436.0,0.003,1m,3.0,4.0,1.0,572.0,,,,,,,,894.0,0.01,3m,3.5,1.5,0.7,752.0,,,,,,,,0.1,8,COMPLETE
96,96,1.2245045592213668,2025-06-14 20:00:23.769587,2025-06-14 20:00:30.987906,0 days 00:00:07.218319,410.0,0.002,2m,2.0,1.5,0.9,138.0,392.0,0.004,2m,2.0,4.0,0.8,1024.0,916.0,0.007,4m,2.5,4.0,0.8,966.0,568.0,0.004,4m,1.0,4.0,1.3,906.0,920,0.002,1m,4.0,3.0,1.3,462,578.0,0.009000000000000001,1m,2.5,1.5,0.8,148.0,436.0,0.003,1m,2.5,4.0,1.0,568.0,,,,,,,,838.0,0.01,3m,3.5,1.5,0.8,728.0,,,,,,,,0.1,8,COMPLETE
97,97,-0.4396163506006428,2025-06-14 20:00:31.074679,2025-06-14 20:00:38.339683,0 days 00:00:07.265004,356.0,0.003,2m,2.5,1.0,0.7,84.0,870.0,0.004,1m,2.0,4.0,0.7,974.0,932.0,0.007,4m,2.0,4.0,0.8,996.0,588.0,0.006,4m,1.0,4.0,0.7,792.0,934,0.001,1m,4.0,2.5,1.2000000000000002,1022,508.0,0.01,3m,3.0,1.5,0.7,108.0,354.0,0.004,3m,4.0,4.0,1.2000000000000002,674.0,,,,,,,,904.0,0.01,3m,4.0,1.0,0.7,780.0,,,,,,,,0.1,8,COMPLETE
98,98,-3.105009956279879,2025-06-14 20:00:38.404767,2025-06-14 20:00:44.884051,0 days 00:00:06.479284,,,,,,,,958.0,0.006,3m,2.0,1.0,0.6,952.0,958.0,0.007,4m,1.0,4.0,0.7,944.0,668.0,0.005,4m,1.0,4.0,2.0,844.0,990,0.005,3m,4.0,2.0,1.3,502,714.0,0.009000000000000001,4m,4.0,1.5,0.6,176.0,400.0,0.004,1m,2.0,4.0,0.9,608.0,,,,,,,,936.0,0.01,3m,3.5,1.0,0.9,672.0,,,,,,,,0.05,7,COMPLETE
99,99,0.6185736778305746,2025-06-14 20:00:44.955324,2025-06-14 20:00:52.581085,0 days 00:00:07.625761,434.0,0.001,2m,2.0,1.5,0.9,94.0,618.0,0.005,2m,2.0,1.5,0.9,922.0,804.0,0.006,4m,2.5,4.0,0.7,928.0,522.0,0.005,4m,1.0,4.0,1.9000000000000001,880.0,948,0.003,1m,4.0,2.5,1.1,408,636.0,0.01,1m,2.5,1.0,0.5,46.0,266.0,0.003,1m,3.0,4.0,0.8,514.0,,,,,,,,582.0,0.01,3m,3.5,1.5,0.8,752.0,,,,,,,,0.1,8,COMPLETE
100,100,0.2783971575315987,2025-06-14 20:00:52.664352,2025-06-14 20:00:58.172606,0 days 00:00:05.508254,,,,,,,,910.0,0.006,2m,2.5,4.0,0.8,534.0,888.0,0.006,4m,2.5,4.0,1.0,1020.0,642.0,0.005,3m,1.0,3.5,2.0,828.0,876,0.001,1m,4.0,2.0,1.2000000000000002,746,684.0,0.009000000000000001,2m,3.5,1.5,0.7,222.0,,,,,,,,,,,,,,,614.0,0.009000000000000001,3m,4.0,1.5,0.5,984.0,,,,,,,,0.15000000000000002,6,COMPLETE
101,101,2.8693451447110863,2025-06-14 20:00:58.233670,2025-06-14 20:01:05.493739,0 days 00:00:07.260069,544.0,0.004,2m,2.5,1.0,1.0,164.0,800.0,0.002,2m,2.0,3.5,0.9,786.0,818.0,0.008,4m,2.5,4.0,0.5,904.0,718.0,0.006,2m,1.0,3.0,1.9000000000000001,736.0,898,0.001,1m,4.0,2.5,1.3,548,738.0,0.008,1m,3.0,2.0,0.8,98.0,206.0,0.002,1m,3.5,3.5,1.0,708.0,,,,,,,,878.0,0.01,3m,2.0,1.5,0.9,836.0,,,,,,,,0.1,8,COMPLETE
102,102,0.9851283019081151,2025-06-14 20:01:05.564331,2025-06-14 20:01:12.950082,0 days 00:00:07.385751,546.0,0.004,2m,2.5,1.0,1.0,130.0,724.0,0.001,2m,2.0,3.5,0.9,774.0,996.0,0.008,4m,2.5,4.0,0.7,900.0,720.0,0.006,2m,1.0,3.0,1.9000000000000001,720.0,908,0.001,1m,4.0,2.5,0.6,570,742.0,0.008,1m,3.0,2.0,0.8,92.0,206.0,0.002,1m,3.5,3.5,1.0,724.0,,,,,,,,886.0,0.01,3m,2.5,1.5,0.9,840.0,,,,,,,,0.5,8,COMPLETE
103,103,0.9357365709032933,2025-06-14 20:01:13.011142,2025-06-14 20:01:19.420782,0 days 00:00:06.409640,,,,,,,,800.0,0.003,2m,2.0,3.5,0.8,810.0,852.0,0.007,4m,2.5,4.0,0.5,970.0,606.0,0.006,2m,1.0,3.0,2.0,790.0,798,0.001,1m,4.0,2.5,1.3,374,92.0,0.01,1m,3.0,2.0,0.9,126.0,326.0,0.003,1m,4.0,4.0,1.1,564.0,,,,,,,,808.0,0.01,3m,3.0,1.5,0.6,888.0,,,,,,,,0.1,7,COMPLETE
104,104,-1.4532806279809964,2025-06-14 20:01:19.489861,2025-06-14 20:01:26.781722,0 days 00:00:07.291861,346.0,0.005,2m,2.5,1.0,0.8,182.0,840.0,0.003,2m,2.0,3.5,0.9,850.0,826.0,0.008,4m,2.0,1.0,0.6,948.0,686.0,0.003,2m,1.0,3.5,1.9000000000000001,948.0,968,0.002,1m,4.0,2.5,1.3,486,812.0,0.008,1m,4.0,1.0,0.6,20.0,924.0,0.002,2m,3.5,4.0,1.0,624.0,,,,,,,,766.0,0.01,3m,3.0,1.0,1.0,786.0,,,,,,,,0.05,8,COMPLETE
105,105,3.2700826043010616,2025-06-14 20:01:26.853855,2025-06-14 20:01:33.771043,0 days 00:00:06.917188,594.0,0.003,2m,3.0,1.5,1.1,318.0,756.0,0.004,2m,2.0,3.0,0.8,876.0,300.0,0.009000000000000001,4m,2.5,4.0,0.5,870.0,724.0,0.005,2m,1.0,4.0,2.0,740.0,852,0.002,1m,4.0,2.5,1.1,450,646.0,0.009000000000000001,1m,3.0,1.5,0.7,96.0,526.0,0.003,1m,4.0,3.5,1.2000000000000002,674.0,,,,,,,,862.0,0.001,3m,2.5,1.5,0.7,868.0,,,,,,,,0.1,8,COMPLETE
106,106,-0.9462886790192768,2025-06-14 20:01:33.824860,2025-06-14 20:01:39.873714,0 days 00:00:06.048854,,,,,,,,758.0,0.002,4m,2.0,3.0,0.7,748.0,328.0,0.009000000000000001,4m,2.5,4.0,0.5,874.0,770.0,0.006,2m,1.0,3.0,1.4,680.0,888,0.002,1m,4.0,2.5,1.0,774,538.0,0.01,1m,3.5,2.0,0.7,46.0,170.0,0.009000000000000001,1m,4.0,3.5,1.4,668.0,,,,,,,,840.0,0.001,3m,2.5,1.5,1.0,928.0,,,,,,,,0.15000000000000002,7,COMPLETE
107,107,4.349983357803365,2025-06-14 20:01:39.934326,2025-06-14 20:01:45.191407,0 days 00:00:05.257081,,,,,,,,714.0,0.006,2m,2.5,3.0,1.0,878.0,294.0,0.01,4m,3.5,3.5,0.5,824.0,738.0,0.004,2m,1.0,3.5,1.9000000000000001,736.0,860,0.002,2m,4.0,2.0,1.1,632,654.0,0.01,1m,2.5,1.0,0.5,88.0,,,,,,,,,,,,,,,790.0,0.002,3m,2.5,1.5,0.9,862.0,,,,,,,,0.1,6,COMPLETE
108,108,0.08126108928385298,2025-06-14 20:01:45.258514,2025-06-14 20:01:53.038874,0 days 00:00:07.780360,676.0,0.004,2m,3.0,1.0,1.1,322.0,694.0,0.002,2m,2.5,3.0,1.0,874.0,256.0,0.01,4m,4.0,2.0,1.6,834.0,862.0,0.004,2m,3.5,3.5,1.8,748.0,854,0.003,2m,4.0,1.5,1.0,710,606.0,0.01,1m,2.5,1.0,1.7000000000000002,106.0,284.0,0.002,1m,4.0,3.5,1.2000000000000002,710.0,,,,,,,,852.0,0.003,3m,2.5,1.5,0.9,968.0,196.0,0.002,2m,4.0,3.5,0.7,708.0,0.1,9,COMPLETE
