,number,value,datetime_start,datetime_complete,duration,params_AEP_BIIB_beta_win,params_AEP_BIIB_stop_loss,params_AEP_BIIB_trade_freq,params_AEP_BIIB_z_entry,params_AEP_BIIB_z_exit,params_AEP_BIIB_z_stop_scaler,params_AEP_BIIB_z_win,params_AMGN_BIIB_beta_win,params_AMGN_BIIB_stop_loss,params_AMGN_BIIB_trade_freq,params_AMGN_BIIB_z_entry,params_AMGN_BIIB_z_exit,params_AMGN_BIIB_z_stop_scaler,params_AMGN_BIIB_z_win,params_CHTR_MTCH_beta_win,params_CHTR_MTCH_stop_loss,params_CHTR_MTCH_trade_freq,params_CHTR_MTCH_z_entry,params_CHTR_MTCH_z_exit,params_CHTR_MTCH_z_stop_scaler,params_CHTR_MTCH_z_win,params_COST_PANW_beta_win,params_COST_PANW_stop_loss,params_COST_PANW_trade_freq,params_COST_PANW_z_entry,params_COST_PANW_z_exit,params_COST_PANW_z_stop_scaler,params_COST_PANW_z_win,params_EBAY_MTCH_beta_win,params_EBAY_MTCH_stop_loss,params_EBAY_MTCH_trade_freq,params_EBAY_MTCH_z_entry,params_EBAY_MTCH_z_exit,params_EBAY_MTCH_z_stop_scaler,params_EBAY_MTCH_z_win,params_EBAY_SWKS_beta_win,params_EBAY_SWKS_stop_loss,params_EBAY_SWKS_trade_freq,params_EBAY_SWKS_z_entry,params_EBAY_SWKS_z_exit,params_EBAY_SWKS_z_stop_scaler,params_EBAY_SWKS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_IDXX_ISRG_beta_win,params_IDXX_ISRG_stop_loss,params_IDXX_ISRG_trade_freq,params_IDXX_ISRG_z_entry,params_IDXX_ISRG_z_exit,params_IDXX_ISRG_z_stop_scaler,params_IDXX_ISRG_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_OKTA_SWKS_beta_win,params_OKTA_SWKS_stop_loss,params_OKTA_SWKS_trade_freq,params_OKTA_SWKS_z_entry,params_OKTA_SWKS_z_exit,params_OKTA_SWKS_z_stop_scaler,params_OKTA_SWKS_z_win,params_buffer_capital,params_pairs_to_trade,state
47,47,-0.6760953718572714,2025-06-14 19:17:02.956780,2025-06-14 19:17:07.647671,0 days 00:00:04.690891,860.0,0.007,1m,4.0,2.5,0.9,484.0,690.0,0.001,2m,3.0,3.5,1.1,872.0,240.0,0.009000000000000001,1m,2.0,2.5,1.5,290.0,,,,,,,,,,,,,,,,,,,,,,200,0.007,3m,3.0,3.0,0.6,770,,,,,,,,,,,,,,,486.0,0.007,3m,1.0,4.0,1.4,792.0,0.45,5,COMPLETE
48,48,0.0403780353376843,2025-06-14 19:17:07.719181,2025-06-14 19:17:13.995184,0 days 00:00:06.276003,256.0,0.006,1m,2.5,1.5,0.8,838.0,828.0,0.002,4m,2.5,4.0,1.6,770.0,148.0,0.01,1m,2.5,3.0,1.3,228.0,,,,,,,,204.0,0.001,2m,1.0,3.5,1.1,202.0,,,,,,,,710,0.003,3m,3.5,3.0,0.8,706,,,,,,,,458.0,0.005,4m,2.5,3.0,1.9000000000000001,576.0,700.0,0.008,3m,3.5,3.5,0.8,438.0,0.1,7,COMPLETE
49,49,1.0987232668846856,2025-06-14 19:17:14.070671,2025-06-14 19:17:18.302041,0 days 00:00:04.231370,20.0,0.01,2m,3.0,3.5,1.1,960.0,976.0,0.001,2m,3.5,3.0,0.8,938.0,298.0,0.008,1m,4.0,3.5,1.6,110.0,,,,,,,,,,,,,,,,,,,,,,998,0.01,1m,2.0,2.5,0.9,866,,,,,,,,,,,,,,,72.0,0.006,3m,3.0,3.5,1.1,690.0,0.15000000000000002,5,COMPLETE
50,50,-4.1975931193133915,2025-06-14 19:17:18.391488,2025-06-14 19:17:20.249845,0 days 00:00:01.858357,,,,,,,,732.0,0.008,2m,3.5,3.0,0.9,722.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0.001,2m,2.5,4.0,0.5,504,,,,,,,,,,,,,,,,,,,,,,0.3,2,COMPLETE
51,51,4.27105053718263,2025-06-14 19:17:20.323145,2025-06-14 19:17:24.554548,0 days 00:00:04.231403,882.0,0.008,4m,3.5,3.0,1.0,936.0,842.0,0.004,2m,3.0,3.5,0.8,880.0,198.0,0.009000000000000001,1m,3.5,3.5,1.4,290.0,,,,,,,,,,,,,,,,,,,,,,580,0.009000000000000001,4m,2.5,3.0,0.8,594,,,,,,,,,,,,,,,266.0,0.006,3m,1.0,4.0,1.2000000000000002,1016.0,0.05,5,COMPLETE
52,52,-3.6518388610303685,2025-06-14 19:17:24.631739,2025-06-14 19:17:27.320195,0 days 00:00:02.688456,906.0,0.008,4m,3.5,2.0,0.9,918.0,902.0,0.003,2m,2.5,4.0,0.5,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,0.009000000000000001,1m,3.0,3.5,0.7,652,,,,,,,,,,,,,,,,,,,,,,0.05,3,COMPLETE
53,53,-5.656968126265335,2025-06-14 19:17:27.371706,2025-06-14 19:17:30.866543,0 days 00:00:03.494837,752.0,0.009000000000000001,3m,4.0,3.0,1.0,814.0,660.0,0.007,2m,3.0,3.5,1.0,982.0,74.0,0.009000000000000001,1m,3.5,3.5,1.3,172.0,,,,,,,,,,,,,,,,,,,,,,452,0.008,4m,2.0,3.0,0.6,608,,,,,,,,,,,,,,,,,,,,,,0.1,4,COMPLETE
54,54,5.1834974868306904,2025-06-14 19:17:30.926770,2025-06-14 19:17:36.443042,0 days 00:00:05.516272,1014.0,0.007,1m,3.5,3.0,1.2000000000000002,718.0,160.0,0.004,2m,3.5,4.0,0.6,22.0,208.0,0.01,1m,4.0,3.0,1.4,264.0,,,,,,,,,,,,,,,,,,,,,,524,0.01,3m,2.5,2.5,0.5,808,,,,,,,,622.0,0.007,1m,1.5,1.0,1.6,426.0,262.0,0.005,3m,1.0,4.0,1.2000000000000002,1006.0,0.05,6,COMPLETE
55,55,3.388444944646894,2025-06-14 19:17:36.537257,2025-06-14 19:17:41.605362,0 days 00:00:05.068105,1022.0,0.007,1m,3.5,3.0,1.3,702.0,182.0,0.004,2m,3.5,4.0,0.6,128.0,192.0,0.01,1m,4.0,2.5,1.4,270.0,,,,,,,,,,,,,,,,,,,,,,532,0.01,3m,2.5,2.5,0.5,810,,,,,,,,642.0,0.007,1m,1.0,1.0,1.7000000000000002,454.0,280.0,0.005,3m,1.0,4.0,1.2000000000000002,1012.0,0.05,6,COMPLETE
56,56,3.4619450179025564,2025-06-14 19:17:41.716498,2025-06-14 19:17:46.811952,0 days 00:00:05.095454,1004.0,0.007,1m,3.5,3.0,1.5,710.0,158.0,0.004,1m,4.0,4.0,0.7,20.0,956.0,0.01,1m,4.0,2.0,1.2000000000000002,386.0,,,,,,,,,,,,,,,,,,,,,,520,0.01,3m,2.5,2.5,0.7,778,,,,,,,,664.0,0.007,1m,1.0,1.0,1.7000000000000002,446.0,300.0,0.006,3m,1.0,4.0,1.3,996.0,0.1,6,COMPLETE
57,57,3.6942232318327797,2025-06-14 19:17:46.873277,2025-06-14 19:17:52.038855,0 days 00:00:05.165578,968.0,0.008,1m,3.5,3.0,1.5,910.0,254.0,0.004,1m,4.0,3.5,0.7,30.0,1022.0,0.008,1m,4.0,1.5,1.2000000000000002,394.0,,,,,,,,,,,,,,,,,,,,,,608,0.01,3m,2.5,2.5,0.8,744,,,,,,,,614.0,0.007,1m,1.5,1.0,1.5,392.0,228.0,0.006,3m,1.0,4.0,1.4,926.0,0.1,6,COMPLETE
58,58,4.089692231398651,2025-06-14 19:17:52.116004,2025-06-14 19:17:58.067420,0 days 00:00:05.951416,948.0,0.008,1m,4.0,2.5,1.6,904.0,92.0,0.005,1m,4.0,3.5,0.8,864.0,914.0,0.008,1m,3.5,1.0,1.0,456.0,,,,,,,,522.0,0.003,1m,1.5,3.0,1.6,26.0,,,,,,,,608,0.01,3m,2.0,2.5,1.1,740,,,,,,,,514.0,0.008,1m,1.5,4.0,1.5,378.0,80.0,0.007,3m,1.5,4.0,1.4,936.0,0.15000000000000002,7,COMPLETE
59,59,4.166640228211216,2025-06-14 19:17:58.163602,2025-06-14 19:18:05.042784,0 days 00:00:06.879182,916.0,0.008,1m,4.0,2.5,1.7000000000000002,966.0,108.0,0.005,1m,4.0,3.5,0.8,870.0,758.0,0.007,4m,3.0,1.0,0.9,484.0,,,,,,,,416.0,0.003,1m,1.5,3.0,1.9000000000000001,28.0,,,,,,,,470,0.009000000000000001,4m,2.0,2.0,1.1,676,384.0,0.006,1m,2.0,3.0,1.8,418.0,494.0,0.008,1m,1.5,3.5,1.3,532.0,74.0,0.007,3m,1.5,4.0,1.1,902.0,0.15000000000000002,8,COMPLETE
60,60,-2.723958084786317,2025-06-14 19:18:05.123544,2025-06-14 19:18:11.280679,0 days 00:00:06.157135,874.0,0.008,1m,4.0,3.5,1.7000000000000002,970.0,124.0,0.005,1m,4.0,3.5,0.9,890.0,910.0,0.008,4m,3.0,1.0,1.0,466.0,,,,,,,,376.0,0.002,1m,1.5,3.5,2.0,22.0,,,,,,,,458,0.01,4m,2.0,2.0,1.1,678,,,,,,,,372.0,0.008,1m,1.5,4.0,1.3,540.0,70.0,0.008,3m,1.5,3.5,1.1,880.0,0.15000000000000002,7,COMPLETE
61,61,-2.2418168035424384,2025-06-14 19:18:11.359375,2025-06-14 19:18:18.310592,0 days 00:00:06.951217,924.0,0.009000000000000001,1m,4.0,2.5,1.6,878.0,90.0,0.005,1m,4.0,3.5,0.8,850.0,752.0,0.007,4m,3.0,1.0,0.9,262.0,,,,,,,,522.0,0.004,1m,1.5,3.0,1.7000000000000002,160.0,,,,,,,,556,0.009000000000000001,4m,2.0,2.0,1.3,554,330.0,0.006,1m,1.5,3.0,1.9000000000000001,396.0,498.0,0.008,1m,2.0,4.0,1.5,312.0,126.0,0.007,3m,1.5,4.0,1.0,954.0,0.15000000000000002,8,COMPLETE
62,62,-0.6387476711342349,2025-06-14 19:18:18.373794,2025-06-14 19:18:25.044818,0 days 00:00:06.671024,886.0,0.008,1m,4.0,2.5,1.7000000000000002,794.0,44.0,0.003,1m,4.0,3.5,0.9,914.0,624.0,0.007,4m,3.5,1.0,1.0,480.0,,,,,,,,376.0,0.003,1m,1.5,2.5,2.0,96.0,,,,,,,,408,0.009000000000000001,4m,2.0,2.0,1.1,640,206.0,0.005,1m,2.0,3.0,1.7000000000000002,240.0,516.0,0.009000000000000001,1m,1.5,3.5,1.4,526.0,50.0,0.007,3m,1.0,4.0,1.3,882.0,0.15000000000000002,8,COMPLETE
63,63,-2.9820460545371708,2025-06-14 19:18:25.111669,2025-06-14 19:18:33.772950,0 days 00:00:08.661281,774.0,0.008,1m,4.0,2.5,1.2000000000000002,1018.0,246.0,0.006,1m,3.5,3.0,0.7,974.0,664.0,0.009000000000000001,1m,3.0,1.0,0.8,360.0,760.0,0.008,4m,3.0,3.0,1.4,682.0,542.0,0.002,1m,2.0,2.5,1.6,308.0,52.0,0.005,3m,2.5,2.5,1.4,580.0,496,0.009000000000000001,4m,3.0,2.5,1.0,714,464.0,0.009000000000000001,1m,2.5,3.0,1.7000000000000002,276.0,388.0,0.009000000000000001,1m,1.0,3.5,1.6,392.0,146.0,0.008,3m,1.0,4.0,1.0,1006.0,0.2,10,COMPLETE
64,64,-1.601414282792806,2025-06-14 19:18:33.865920,2025-06-14 19:18:39.839498,0 days 00:00:05.973578,970.0,0.007,1m,4.0,2.5,1.4,956.0,60.0,0.005,1m,3.5,4.0,0.8,1024.0,910.0,0.008,4m,3.5,1.5,0.9,416.0,,,,,,,,662.0,0.005,1m,1.0,3.0,1.8,62.0,,,,,,,,620,0.01,4m,1.5,3.0,1.1,462,,,,,,,,578.0,0.008,1m,1.5,4.0,1.2000000000000002,486.0,20.0,0.007,3m,1.5,4.0,1.4,810.0,0.15000000000000002,7,COMPLETE
65,65,3.6022631342175124,2025-06-14 19:18:39.906883,2025-06-14 19:18:48.044540,0 days 00:00:08.137657,842.0,0.009000000000000001,1m,3.5,2.0,2.0,876.0,104.0,0.004,1m,4.0,3.5,0.5,690.0,764.0,0.007,1m,3.5,3.0,1.1,522.0,456.0,0.007,1m,2.0,2.0,1.7000000000000002,548.0,432.0,0.002,1m,1.5,3.5,1.5,148.0,,,,,,,,582,0.008,3m,2.5,2.0,1.2000000000000002,822,632.0,0.006,3m,1.5,2.0,1.3,508.0,328.0,0.006,1m,2.0,3.5,1.3,624.0,92.0,0.006,3m,1.0,1.0,1.2000000000000002,910.0,0.1,9,COMPLETE
66,66,-1.2769545599313856,2025-06-14 19:18:48.161055,2025-06-14 19:18:54.631189,0 days 00:00:06.470134,902.0,0.007,1m,4.0,2.5,1.6,432.0,152.0,0.005,4m,3.0,4.0,1.2000000000000002,856.0,828.0,0.006,1m,3.0,3.0,1.0,154.0,,,,,,,,234.0,0.006,1m,2.0,3.0,1.9000000000000001,692.0,,,,,,,,318,0.009000000000000001,4m,3.0,2.5,0.9,678,,,,,,,,472.0,0.01,4m,1.0,4.0,1.8,196.0,170.0,0.003,3m,1.5,2.5,1.1,1024.0,0.1,7,COMPLETE
67,67,0.1677486013309986,2025-06-14 19:18:54.701707,2025-06-14 19:19:02.045163,0 days 00:00:07.343456,926.0,0.008,1m,3.5,2.5,1.8,980.0,338.0,0.006,3m,4.0,3.5,0.8,782.0,66.0,0.004,4m,3.5,1.5,1.3,58.0,,,,,,,,258.0,0.004,1m,1.5,2.5,1.8,248.0,,,,,,,,376,0.01,2m,2.0,3.0,1.0,572,464.0,0.008,2m,2.5,3.5,1.6,912.0,750.0,0.006,1m,1.5,3.5,1.1,390.0,226.0,0.004,1m,2.0,3.5,1.5,968.0,0.05,8,COMPLETE
68,68,2.111452803335078,2025-06-14 19:19:02.123677,2025-06-14 19:19:10.372437,0 days 00:00:08.248760,778.0,0.009000000000000001,1m,3.0,2.0,1.3,904.0,206.0,0.004,3m,3.0,2.5,1.0,818.0,966.0,0.008,1m,3.0,2.0,1.5,572.0,176.0,0.006,2m,4.0,4.0,1.2000000000000002,410.0,308.0,0.003,3m,1.0,3.0,1.3,434.0,,,,,,,,682,0.008,4m,2.5,2.5,1.2000000000000002,740,256.0,0.007,1m,1.5,2.5,0.7,614.0,266.0,0.009000000000000001,1m,2.0,4.0,1.6,736.0,342.0,0.009000000000000001,2m,1.0,4.0,1.6,844.0,0.2,9,COMPLETE
69,69,0.6809119950088056,2025-06-14 19:19:10.449087,2025-06-14 19:19:17.389864,0 days 00:00:06.940777,998.0,0.007,2m,3.5,3.5,1.2000000000000002,944.0,492.0,0.003,1m,2.0,2.0,0.7,906.0,336.0,0.006,2m,2.5,1.5,0.6,350.0,,,,,,,,608.0,0.006,2m,2.5,2.5,1.7000000000000002,640.0,,,,,,,,506,0.009000000000000001,3m,1.5,2.0,1.4,636,638.0,0.009000000000000001,4m,3.5,3.5,1.1,416.0,406.0,0.008,2m,2.5,3.0,1.4,298.0,174.0,0.007,3m,1.5,3.5,1.3,972.0,0.1,8,COMPLETE
70,70,-5.317969305486145,2025-06-14 19:19:17.450346,2025-06-14 19:19:25.592335,0 days 00:00:08.141989,944.0,0.008,1m,4.0,3.0,1.1,816.0,384.0,0.006,3m,3.5,3.0,0.6,730.0,564.0,0.009000000000000001,2m,3.5,3.0,0.8,504.0,548.0,0.004,2m,3.5,3.5,0.8,838.0,744.0,0.005,1m,2.0,1.5,1.5,22.0,,,,,,,,466,0.01,4m,2.0,1.5,1.7000000000000002,882,98.0,0.004,1m,2.0,2.0,0.9,268.0,592.0,0.007,1m,1.0,1.0,1.2000000000000002,616.0,90.0,0.006,2m,1.0,4.0,1.4,900.0,0.05,9,COMPLETE
71,71,-1.3459007335299982,2025-06-14 19:19:25.655702,2025-06-14 19:19:30.981593,0 days 00:00:05.325891,966.0,0.008,1m,3.5,3.0,1.5,908.0,256.0,0.004,1m,4.0,3.5,0.7,116.0,914.0,0.008,1m,4.0,1.5,1.2000000000000002,430.0,,,,,,,,,,,,,,,,,,,,,,614,0.01,3m,2.5,2.5,0.8,790,,,,,,,,680.0,0.007,1m,1.5,1.0,1.6,1016.0,226.0,0.006,3m,1.0,4.0,1.4,930.0,0.1,6,COMPLETE
72,72,-1.0935572975998296,2025-06-14 19:19:31.086613,2025-06-14 19:19:36.900577,0 days 00:00:05.813964,982.0,0.008,1m,3.5,3.0,1.6,992.0,128.0,0.005,1m,4.0,3.5,0.7,632.0,966.0,0.008,1m,4.0,1.0,1.3,386.0,,,,,,,,,,,,,,,,,,,,,,566,0.009000000000000001,3m,2.5,2.5,0.9,748,,,,,,,,610.0,0.008,1m,1.5,1.0,1.5,408.0,214.0,0.007,3m,1.0,4.0,1.2000000000000002,754.0,0.15000000000000002,6,COMPLETE
73,73,4.427259466969286,2025-06-14 19:19:36.967381,2025-06-14 19:19:41.776420,0 days 00:00:04.809039,938.0,0.009000000000000001,1m,3.0,3.0,1.5,766.0,278.0,0.004,1m,4.0,4.0,0.8,206.0,1002.0,0.009000000000000001,1m,4.0,1.5,1.0,234.0,,,,,,,,,,,,,,,,,,,,,,632,0.01,3m,2.5,2.5,0.8,844,,,,,,,,,,,,,,,262.0,0.005,3m,1.0,4.0,1.3,970.0,0.1,5,COMPLETE
74,74,3.830546701606354,2025-06-14 19:19:41.840144,2025-06-14 19:19:46.420301,0 days 00:00:04.580157,850.0,0.01,4m,3.0,2.5,1.7000000000000002,530.0,292.0,0.005,1m,4.0,4.0,0.9,324.0,996.0,0.009000000000000001,1m,3.5,1.0,1.1,214.0,,,,,,,,,,,,,,,,,,,,,,658,0.01,3m,2.5,3.0,0.6,842,,,,,,,,,,,,,,,266.0,0.005,3m,1.0,4.0,1.3,982.0,0.1,5,COMPLETE
75,75,0.3436622866259735,2025-06-14 19:19:46.489644,2025-06-14 19:19:50.792108,0 days 00:00:04.302464,850.0,0.01,4m,3.0,2.5,1.7000000000000002,750.0,212.0,0.005,1m,4.0,4.0,0.9,274.0,934.0,0.009000000000000001,1m,3.5,1.0,1.0,228.0,,,,,,,,,,,,,,,,,,,,,,664,0.01,3m,3.0,3.0,0.7,838,,,,,,,,,,,,,,,358.0,0.005,3m,1.5,4.0,1.3,976.0,0.15000000000000002,5,COMPLETE
