,number,value,datetime_start,datetime_complete,duration,params_AEP_AMGN_beta_win,params_AEP_AMGN_stop_loss,params_AEP_AMGN_trade_freq,params_AEP_AMGN_z_entry,params_AEP_AMGN_z_exit,params_AEP_AMGN_z_stop_scaler,params_AEP_AMGN_z_win,params_AMD_NTES_beta_win,params_AMD_NTES_stop_loss,params_AMD_NTES_trade_freq,params_AMD_NTES_z_entry,params_AMD_NTES_z_exit,params_AMD_NTES_z_stop_scaler,params_AMD_NTES_z_win,params_AMGN_JD_beta_win,params_AMGN_JD_stop_loss,params_AMGN_JD_trade_freq,params_AMGN_JD_z_entry,params_AMGN_JD_z_exit,params_AMGN_JD_z_stop_scaler,params_AMGN_JD_z_win,params_AMZN_GOOGL_beta_win,params_AMZN_GOOGL_stop_loss,params_AMZN_GOOGL_trade_freq,params_AMZN_GOOGL_z_entry,params_AMZN_GOOGL_z_exit,params_AMZN_GOOGL_z_stop_scaler,params_AMZN_GOOGL_z_win,params_AMZN_GOOG_beta_win,params_AMZN_GOOG_stop_loss,params_AMZN_GOOG_trade_freq,params_AMZN_GOOG_z_entry,params_AMZN_GOOG_z_exit,params_AMZN_GOOG_z_stop_scaler,params_AMZN_GOOG_z_win,params_ATVI_NTES_beta_win,params_ATVI_NTES_stop_loss,params_ATVI_NTES_trade_freq,params_ATVI_NTES_z_entry,params_ATVI_NTES_z_exit,params_ATVI_NTES_z_stop_scaler,params_ATVI_NTES_z_win,params_GOOGL_WDAY_beta_win,params_GOOGL_WDAY_stop_loss,params_GOOGL_WDAY_trade_freq,params_GOOGL_WDAY_z_entry,params_GOOGL_WDAY_z_exit,params_GOOGL_WDAY_z_stop_scaler,params_GOOGL_WDAY_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_LRCX_NXPI_beta_win,params_LRCX_NXPI_stop_loss,params_LRCX_NXPI_trade_freq,params_LRCX_NXPI_z_entry,params_LRCX_NXPI_z_exit,params_LRCX_NXPI_z_stop_scaler,params_LRCX_NXPI_z_win,params_ORLY_SIRI_beta_win,params_ORLY_SIRI_stop_loss,params_ORLY_SIRI_trade_freq,params_ORLY_SIRI_z_entry,params_ORLY_SIRI_z_exit,params_ORLY_SIRI_z_stop_scaler,params_ORLY_SIRI_z_win,params_buffer_capital,params_pairs_to_trade,state
123,123,1.5119905293333749,2025-06-14 19:25:05.621662,2025-06-14 19:25:16.756433,0 days 00:00:11.134771,278.0,0.009000000000000001,2m,2.0,3.0,2.0,778.0,598.0,0.006,2m,1.5,3.0,1.5,72.0,80.0,0.005,2m,2.0,3.5,0.9,996.0,760.0,0.007,1m,3.5,2.0,2.0,818.0,456.0,0.003,4m,3.5,3.5,1.9000000000000001,1022.0,476.0,0.002,2m,2.0,2.0,1.7000000000000002,118.0,,,,,,,,324,0.002,3m,2.5,2.5,1.5,888,396.0,0.01,1m,3.0,2.5,1.6,1024.0,166.0,0.01,3m,2.0,2.5,0.6,220.0,0.2,9,COMPLETE
124,124,3.451665332479126,2025-06-14 19:25:16.884384,2025-06-14 19:25:43.069814,0 days 00:00:26.185430,366.0,0.009000000000000001,2m,2.0,3.0,1.9000000000000001,804.0,576.0,0.006,2m,1.5,3.0,1.4,118.0,16.0,0.005,2m,2.0,3.5,0.9,976.0,700.0,0.008,1m,2.5,2.0,2.0,878.0,482.0,0.002,4m,4.0,4.0,1.8,940.0,502.0,0.002,2m,2.0,2.0,1.5,20.0,,,,,,,,268,0.002,3m,2.5,2.5,1.5,856,478.0,0.01,1m,3.0,2.5,1.6,980.0,140.0,0.01,3m,2.0,2.5,0.7,142.0,0.2,9,COMPLETE
125,125,-1.2902910237836365,2025-06-14 19:25:43.202807,2025-06-14 19:25:57.786514,0 days 00:00:14.583707,368.0,0.009000000000000001,2m,2.0,3.0,1.9000000000000001,914.0,588.0,0.006,2m,1.5,3.0,1.4,132.0,16.0,0.005,2m,2.0,3.5,0.9,1004.0,790.0,0.008,1m,2.5,2.5,2.0,762.0,,,,,,,,498.0,0.002,2m,2.0,2.0,1.4,28.0,,,,,,,,278,0.002,3m,2.5,2.5,1.5,856,326.0,0.01,1m,3.0,2.5,1.6,1024.0,138.0,0.01,3m,2.0,2.5,0.7,126.0,0.2,8,COMPLETE
126,126,2.1475354858523237,2025-06-14 19:25:57.872987,2025-06-14 19:26:07.197727,0 days 00:00:09.324740,404.0,0.009000000000000001,2m,2.0,3.0,2.0,798.0,682.0,0.006,2m,1.5,3.0,1.4,58.0,46.0,0.005,2m,2.0,3.5,1.0,970.0,716.0,0.008,4m,2.5,2.0,2.0,874.0,486.0,0.001,4m,4.0,4.0,2.0,926.0,440.0,0.001,2m,2.0,2.0,1.5,72.0,818.0,0.002,3m,3.0,3.5,1.7000000000000002,372.0,242,0.003,3m,3.0,2.5,1.5,780,474.0,0.01,1m,3.0,2.5,1.9000000000000001,976.0,80.0,0.01,3m,1.5,2.5,0.6,160.0,0.2,10,COMPLETE
127,127,0.19746114721844105,2025-06-14 19:26:07.279126,2025-06-14 19:26:16.487499,0 days 00:00:09.208373,338.0,0.009000000000000001,2m,1.5,3.0,2.0,846.0,714.0,0.007,2m,1.5,3.0,1.4,54.0,84.0,0.004,2m,2.0,3.0,1.0,970.0,708.0,0.008,4m,3.0,2.0,2.0,930.0,480.0,0.001,4m,4.0,4.0,2.0,908.0,438.0,0.001,2m,2.0,2.0,1.4,78.0,830.0,0.002,3m,3.0,3.5,1.7000000000000002,384.0,214,0.003,3m,3.0,2.5,1.4,784,470.0,0.01,1m,3.0,2.0,1.9000000000000001,954.0,16.0,0.01,3m,1.5,2.5,0.7,150.0,0.2,10,COMPLETE
128,128,0.6025647129011665,2025-06-14 19:26:16.593101,2025-06-14 19:26:26.117809,0 days 00:00:09.524708,406.0,0.009000000000000001,2m,2.0,3.0,2.0,888.0,670.0,0.006,2m,1.5,3.0,1.3,102.0,40.0,0.005,2m,2.0,3.5,1.0,950.0,736.0,0.007,4m,2.5,2.0,2.0,888.0,520.0,0.001,4m,4.0,4.0,1.9000000000000001,934.0,540.0,0.001,2m,2.0,1.5,1.5,54.0,892.0,0.003,3m,3.0,4.0,2.0,52.0,242,0.004,3m,3.0,2.5,1.4,826,414.0,0.01,3m,2.5,2.5,1.7000000000000002,976.0,86.0,0.01,3m,2.0,2.5,0.6,74.0,0.2,10,COMPLETE
129,129,-1.6742594391955896,2025-06-14 19:26:26.197099,2025-06-14 19:26:35.409538,0 days 00:00:09.212439,360.0,0.009000000000000001,2m,2.0,3.0,2.0,802.0,536.0,0.007,2m,1.5,3.0,1.4,20.0,68.0,0.005,2m,2.0,3.5,0.9,936.0,662.0,0.008,4m,3.0,2.0,2.0,848.0,364.0,0.002,4m,4.0,4.0,2.0,824.0,348.0,0.001,2m,1.5,2.0,1.5,72.0,684.0,0.001,3m,3.5,3.5,1.7000000000000002,440.0,276,0.003,3m,2.0,2.5,1.5,740,386.0,0.01,1m,3.0,2.5,1.8,980.0,234.0,0.01,3m,1.5,2.5,0.7,192.0,0.2,10,COMPLETE
130,130,-0.6850930852923024,2025-06-14 19:26:35.492041,2025-06-14 19:26:43.610400,0 days 00:00:08.118359,330.0,0.009000000000000001,2m,2.5,3.0,1.9000000000000001,790.0,572.0,0.006,2m,2.0,3.0,1.3,100.0,94.0,0.005,2m,2.0,3.0,1.0,1010.0,716.0,0.009000000000000001,4m,2.5,2.0,2.0,916.0,572.0,0.002,4m,4.0,4.0,1.7000000000000002,960.0,462.0,0.002,2m,2.0,2.0,1.6,24.0,,,,,,,,194,0.002,3m,3.5,2.0,1.6,856,470.0,0.009000000000000001,1m,2.5,2.0,1.9000000000000001,918.0,124.0,0.01,3m,2.0,2.0,0.6,216.0,0.2,9,COMPLETE
131,131,2.668023601685479,2025-06-14 19:26:43.680038,2025-06-14 19:26:52.278785,0 days 00:00:08.598747,276.0,0.009000000000000001,2m,2.0,3.0,1.8,824.0,622.0,0.006,2m,1.5,3.0,1.5,42.0,54.0,0.005,2m,2.0,3.5,0.9,978.0,692.0,0.008,1m,2.5,2.0,1.9000000000000001,804.0,480.0,0.001,4m,3.5,3.5,1.8,1018.0,500.0,0.002,2m,2.0,2.0,1.6,122.0,,,,,,,,300,0.002,3m,2.5,2.5,1.5,874,530.0,0.009000000000000001,1m,3.0,2.5,1.6,996.0,174.0,0.009000000000000001,3m,2.5,2.5,0.6,292.0,0.2,9,COMPLETE
132,132,-1.7268222906740267,2025-06-14 19:26:52.351502,2025-06-14 19:27:00.696950,0 days 00:00:08.345448,382.0,0.009000000000000001,2m,2.0,3.0,1.9000000000000001,826.0,652.0,0.006,2m,1.5,3.0,1.5,44.0,54.0,0.004,2m,2.0,3.5,0.9,974.0,756.0,0.008,1m,2.5,2.0,1.9000000000000001,874.0,480.0,0.001,4m,3.5,3.5,1.8,1018.0,566.0,0.002,2m,2.0,2.0,1.6,136.0,,,,,,,,292,0.002,3m,2.5,2.5,1.5,792,426.0,0.008,1m,3.0,2.5,1.6,456.0,196.0,0.009000000000000001,3m,2.5,2.5,0.5,332.0,0.2,9,COMPLETE
133,133,1.5139411800851075,2025-06-14 19:27:00.742432,2025-06-14 19:27:09.226461,0 days 00:00:08.484029,350.0,0.01,2m,2.0,3.0,1.9000000000000001,752.0,692.0,0.006,2m,1.5,3.0,1.4,70.0,114.0,0.005,2m,2.0,3.5,0.9,1024.0,652.0,0.007,2m,2.5,2.0,1.9000000000000001,794.0,512.0,0.002,4m,3.5,3.5,1.6,954.0,538.0,0.001,2m,2.0,2.0,1.5,58.0,516.0,0.005,3m,2.0,3.0,1.4,556.0,248,0.005,3m,2.5,2.5,1.5,896,540.0,0.01,1m,3.0,2.5,1.5,970.0,68.0,0.01,3m,2.0,2.5,0.6,160.0,0.2,10,COMPLETE
134,134,0.268524633614283,2025-06-14 19:27:09.299492,2025-06-14 19:27:17.427742,0 days 00:00:08.128250,402.0,0.009000000000000001,2m,2.0,3.0,2.0,868.0,624.0,0.007,2m,1.5,3.0,1.5,168.0,18.0,0.005,2m,2.0,3.5,1.1,928.0,704.0,0.008,1m,2.5,2.0,2.0,758.0,592.0,0.001,4m,3.5,3.5,1.9000000000000001,856.0,420.0,0.002,2m,2.0,2.0,1.4,94.0,,,,,,,,270,0.002,3m,2.5,2.5,1.6,824,494.0,0.009000000000000001,1m,3.0,2.5,1.7000000000000002,1024.0,106.0,0.009000000000000001,3m,2.5,2.5,0.7,244.0,0.2,9,COMPLETE
135,135,-4.677173698861767,2025-06-14 19:27:17.481097,2025-06-14 19:27:19.399578,0 days 00:00:01.918481,,,,,,,,,,,,,,,74.0,0.005,2m,2.0,3.5,0.8,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,0.001,3m,1.0,2.5,1.5,854,,,,,,,,,,,,,,,0.2,2,COMPLETE
136,136,2.141951200107778,2025-06-14 19:27:19.483667,2025-06-14 19:27:27.235160,0 days 00:00:07.751493,260.0,0.009000000000000001,2m,1.5,3.5,1.8,828.0,580.0,0.006,2m,1.5,3.5,1.5,84.0,50.0,0.004,2m,2.0,3.5,1.0,996.0,728.0,0.009000000000000001,4m,2.5,2.0,2.0,802.0,384.0,0.002,4m,4.0,4.0,2.0,978.0,452.0,0.002,2m,2.0,2.0,1.5,38.0,,,,,,,,154,0.002,3m,2.5,2.5,1.4,906,604.0,0.01,4m,3.0,2.5,1.5,958.0,144.0,0.009000000000000001,1m,2.0,2.5,0.6,116.0,0.2,9,COMPLETE
137,137,-4.607679909430346,2025-06-14 19:27:27.308325,2025-06-14 19:27:35.216794,0 days 00:00:07.908469,258.0,0.01,2m,1.5,4.0,1.8,836.0,580.0,0.006,4m,1.5,3.5,1.4,90.0,44.0,0.004,2m,2.0,3.5,1.0,998.0,826.0,0.006,4m,2.5,2.0,2.0,818.0,386.0,0.002,4m,4.0,4.0,2.0,960.0,392.0,0.002,2m,2.0,2.0,1.5,34.0,,,,,,,,148,0.003,3m,2.5,2.0,1.4,916,606.0,0.01,4m,3.0,2.5,1.5,958.0,152.0,0.009000000000000001,1m,2.0,2.5,0.7,120.0,0.2,9,COMPLETE
138,138,-1.9935160320042855,2025-06-14 19:27:35.330397,2025-06-14 19:27:42.668067,0 days 00:00:07.337670,314.0,0.009000000000000001,2m,2.5,3.5,2.0,808.0,534.0,0.006,2m,1.5,3.5,1.2000000000000002,44.0,36.0,0.004,2m,2.0,3.5,1.0,974.0,786.0,0.009000000000000001,4m,2.5,2.0,1.9000000000000001,948.0,458.0,0.003,4m,4.0,4.0,2.0,1024.0,452.0,0.002,2m,2.0,2.0,1.4,16.0,,,,,,,,192,0.001,3m,2.5,2.5,1.4,946,282.0,0.009000000000000001,4m,3.0,2.5,1.6,994.0,180.0,0.01,1m,1.5,2.5,0.5,86.0,0.2,9,COMPLETE
139,139,-2.7126971354623244,2025-06-14 19:27:42.750920,2025-06-14 19:27:50.591035,0 days 00:00:07.840115,338.0,0.009000000000000001,2m,1.5,3.5,1.9000000000000001,880.0,654.0,0.007,2m,1.5,3.0,1.5,146.0,64.0,0.004,2m,2.0,3.5,0.9,946.0,722.0,0.007,4m,2.5,2.5,2.0,790.0,500.0,0.001,4m,4.0,4.0,1.9000000000000001,934.0,510.0,0.001,2m,2.0,2.0,1.5,130.0,,,,,,,,50,0.002,3m,2.5,2.5,1.5,810,540.0,0.01,4m,2.5,2.5,1.7000000000000002,930.0,110.0,0.009000000000000001,1m,1.0,2.5,0.6,188.0,0.2,9,COMPLETE
140,140,1.3058168401671875,2025-06-14 19:27:50.678591,2025-06-14 19:27:59.439761,0 days 00:00:08.761170,370.0,0.009000000000000001,2m,2.0,3.5,2.0,846.0,628.0,0.006,2m,1.5,3.5,1.6,110.0,126.0,0.005,2m,2.0,3.5,0.8,1002.0,746.0,0.009000000000000001,4m,2.5,2.0,2.0,866.0,454.0,0.002,4m,1.0,1.0,1.7000000000000002,968.0,476.0,0.002,2m,1.5,1.5,1.6,100.0,788.0,0.002,3m,2.5,2.5,1.8,262.0,118,0.001,3m,3.0,2.5,1.6,838,460.0,0.008,2m,3.0,2.5,1.5,886.0,56.0,0.009000000000000001,1m,2.0,2.5,0.7,42.0,0.2,10,COMPLETE
141,141,1.203555026558127,2025-06-14 19:27:59.526800,2025-06-14 19:28:07.595864,0 days 00:00:08.069064,268.0,0.009000000000000001,2m,2.0,3.0,1.8,794.0,598.0,0.006,2m,1.5,3.0,1.5,60.0,88.0,0.005,2m,2.0,3.5,1.0,978.0,692.0,0.008,1m,2.5,2.0,1.9000000000000001,898.0,542.0,0.003,4m,3.5,3.5,1.8,794.0,364.0,0.002,2m,2.0,2.0,1.7000000000000002,70.0,,,,,,,,308,0.002,3m,2.5,2.5,1.5,894,604.0,0.01,3m,3.5,2.5,1.6,998.0,136.0,0.008,3m,2.5,2.5,0.6,144.0,0.2,9,COMPLETE
142,142,1.3846430243639392,2025-06-14 19:28:07.685105,2025-06-14 19:28:16.680819,0 days 00:00:08.995714,238.0,0.009000000000000001,2m,2.0,3.0,1.9000000000000001,760.0,564.0,0.006,2m,1.5,3.0,1.4,30.0,106.0,0.005,2m,2.0,3.5,0.9,920.0,668.0,0.006,1m,2.5,2.0,2.0,810.0,382.0,0.002,4m,4.0,4.0,1.9000000000000001,978.0,554.0,0.002,2m,2.0,2.0,1.6,46.0,,,,,,,,332,0.002,3m,2.5,2.5,1.4,904,506.0,0.009000000000000001,1m,3.0,2.5,1.7000000000000002,962.0,212.0,0.009000000000000001,3m,2.5,2.0,0.5,294.0,0.2,9,COMPLETE
143,143,-0.12834640774263772,2025-06-14 19:28:16.809054,2025-06-14 19:28:35.139517,0 days 00:00:18.330463,308.0,0.009000000000000001,2m,1.5,3.0,1.8,824.0,610.0,0.006,2m,2.0,3.0,1.5,206.0,58.0,0.004,2m,2.0,3.5,0.9,1024.0,678.0,0.01,3m,2.5,2.5,1.9000000000000001,726.0,,,,,,,,506.0,0.002,2m,2.0,2.0,1.3,154.0,,,,,,,,210,0.002,3m,2.5,2.5,1.6,864,428.0,0.01,4m,3.0,3.0,1.5,918.0,200.0,0.008,4m,2.0,2.5,0.6,94.0,0.15000000000000002,8,COMPLETE
144,144,-3.602740691227487,2025-06-14 19:28:35.275130,2025-06-14 19:28:44.453969,0 days 00:00:09.178839,278.0,0.01,2m,2.0,3.0,2.0,778.0,680.0,0.007,3m,1.5,3.0,1.4,78.0,18.0,0.005,2m,2.0,3.5,1.1,962.0,764.0,0.008,1m,2.5,2.0,2.0,838.0,434.0,0.001,4m,3.5,3.5,1.6,926.0,532.0,0.001,2m,2.0,2.0,1.7000000000000002,124.0,,,,,,,,288,0.002,3m,2.5,2.5,1.5,788,66.0,0.01,1m,2.5,2.5,1.8,294.0,94.0,0.009000000000000001,3m,2.5,2.0,0.6,206.0,0.25,9,COMPLETE
145,145,-0.5891454685448444,2025-06-14 19:28:44.542684,2025-06-14 19:28:53.201175,0 days 00:00:08.658491,198.0,0.008,2m,1.0,3.0,1.8,814.0,726.0,0.006,2m,1.5,3.0,1.5,120.0,88.0,0.005,2m,2.0,3.0,0.8,936.0,874.0,0.005,1m,3.0,2.0,1.9000000000000001,750.0,554.0,0.003,3m,4.0,3.5,2.0,854.0,482.0,0.002,2m,2.0,2.0,1.7000000000000002,72.0,958.0,0.003,4m,1.5,3.5,1.2000000000000002,864.0,140,0.002,3m,2.5,2.5,1.5,886,338.0,0.009000000000000001,1m,3.0,2.5,1.6,870.0,228.0,0.008,3m,2.5,2.5,0.7,172.0,0.2,10,COMPLETE
146,146,0.7117424496068608,2025-06-14 19:28:53.276631,2025-06-14 19:29:00.172780,0 days 00:00:06.896149,348.0,0.009000000000000001,2m,2.0,3.5,1.9000000000000001,738.0,544.0,0.005,2m,2.0,3.0,1.5,156.0,38.0,0.005,2m,2.0,3.5,1.0,992.0,628.0,0.009000000000000001,4m,3.5,2.0,2.0,774.0,,,,,,,,460.0,0.002,3m,2.0,2.0,1.6,88.0,,,,,,,,260,0.001,3m,2.5,2.5,1.4,734,226.0,0.01,1m,1.5,2.0,1.9000000000000001,996.0,180.0,0.01,3m,2.0,2.5,0.5,252.0,0.15000000000000002,8,COMPLETE
147,147,-1.3533299078056515,2025-06-14 19:29:00.267918,2025-06-14 19:29:08.197706,0 days 00:00:07.929788,414.0,0.009000000000000001,2m,2.5,4.0,1.8,852.0,488.0,0.006,2m,1.5,3.0,1.6,88.0,72.0,0.004,2m,2.0,2.0,0.9,954.0,264.0,0.007,1m,2.0,2.0,1.9000000000000001,968.0,498.0,0.009000000000000001,4m,3.5,4.0,0.7,916.0,580.0,0.003,2m,2.0,2.0,1.6,46.0,,,,,,,,70,0.003,2m,2.5,2.5,1.6,930,470.0,0.008,1m,2.0,3.0,1.5,952.0,146.0,0.009000000000000001,3m,1.5,2.5,0.6,314.0,0.2,9,COMPLETE
148,148,-2.7648080423413317,2025-06-14 19:29:08.260418,2025-06-14 19:29:16.277428,0 days 00:00:08.017010,324.0,0.008,2m,2.0,3.0,2.0,790.0,582.0,0.005,1m,1.5,2.5,1.4,52.0,108.0,0.006,2m,2.0,3.5,1.0,896.0,728.0,0.007,1m,2.5,2.5,2.0,860.0,304.0,0.002,2m,2.0,2.0,1.7000000000000002,982.0,442.0,0.002,2m,2.0,2.0,1.5,204.0,752.0,0.002,1m,1.5,4.0,1.5,660.0,236,0.002,3m,2.0,3.0,1.3,874,166.0,0.009000000000000001,3m,3.5,2.5,1.7000000000000002,28.0,248.0,0.01,3m,2.0,2.5,0.5,350.0,0.25,10,COMPLETE
149,149,1.245180975992263,2025-06-14 19:29:16.374699,2025-06-14 19:29:23.518680,0 days 00:00:07.143981,386.0,0.01,2m,2.0,2.5,1.9000000000000001,764.0,638.0,0.006,2m,1.5,3.0,1.6,34.0,50.0,0.005,2m,2.0,3.5,0.8,1008.0,706.0,0.008,1m,2.5,2.0,2.0,700.0,,,,,,,,420.0,0.001,1m,2.0,1.5,1.7000000000000002,144.0,,,,,,,,390,0.002,3m,2.5,2.0,1.5,828,558.0,0.01,1m,3.0,2.5,2.0,1024.0,32.0,0.008,3m,2.5,2.5,0.7,260.0,0.2,8,COMPLETE
