,number,value,datetime_start,datetime_complete,duration,params_AMD_FAST_beta_win,params_AMD_FAST_stop_loss,params_AMD_FAST_trade_freq,params_AMD_FAST_z_entry,params_AMD_FAST_z_exit,params_AMD_FAST_z_stop_scaler,params_AMD_FAST_z_win,params_AMD_ISRG_beta_win,params_AMD_ISRG_stop_loss,params_AMD_ISRG_trade_freq,params_AMD_ISRG_z_entry,params_AMD_ISRG_z_exit,params_AMD_ISRG_z_stop_scaler,params_AMD_ISRG_z_win,params_ANSS_DOCU_beta_win,params_ANSS_DOCU_stop_loss,params_ANSS_DOCU_trade_freq,params_ANSS_DOCU_z_entry,params_ANSS_DOCU_z_exit,params_ANSS_DOCU_z_stop_scaler,params_ANSS_DOCU_z_win,params_ANSS_OKTA_beta_win,params_ANSS_OKTA_stop_loss,params_ANSS_OKTA_trade_freq,params_ANSS_OKTA_z_entry,params_ANSS_OKTA_z_exit,params_ANSS_OKTA_z_stop_scaler,params_ANSS_OKTA_z_win,params_ASML_AVGO_beta_win,params_ASML_AVGO_stop_loss,params_ASML_AVGO_trade_freq,params_ASML_AVGO_z_entry,params_ASML_AVGO_z_exit,params_ASML_AVGO_z_stop_scaler,params_ASML_AVGO_z_win,params_ASML_INTU_beta_win,params_ASML_INTU_stop_loss,params_ASML_INTU_trade_freq,params_ASML_INTU_z_entry,params_ASML_INTU_z_exit,params_ASML_INTU_z_stop_scaler,params_ASML_INTU_z_win,params_ASML_TXN_beta_win,params_ASML_TXN_stop_loss,params_ASML_TXN_trade_freq,params_ASML_TXN_z_entry,params_ASML_TXN_z_exit,params_ASML_TXN_z_stop_scaler,params_ASML_TXN_z_win,params_ATVI_ILMN_beta_win,params_ATVI_ILMN_stop_loss,params_ATVI_ILMN_trade_freq,params_ATVI_ILMN_z_entry,params_ATVI_ILMN_z_exit,params_ATVI_ILMN_z_stop_scaler,params_ATVI_ILMN_z_win,params_ATVI_PYPL_beta_win,params_ATVI_PYPL_stop_loss,params_ATVI_PYPL_trade_freq,params_ATVI_PYPL_z_entry,params_ATVI_PYPL_z_exit,params_ATVI_PYPL_z_stop_scaler,params_ATVI_PYPL_z_win,params_AVGO_XEL_beta_win,params_AVGO_XEL_stop_loss,params_AVGO_XEL_trade_freq,params_AVGO_XEL_z_entry,params_AVGO_XEL_z_exit,params_AVGO_XEL_z_stop_scaler,params_AVGO_XEL_z_win,params_BIDU_ILMN_beta_win,params_BIDU_ILMN_stop_loss,params_BIDU_ILMN_trade_freq,params_BIDU_ILMN_z_entry,params_BIDU_ILMN_z_exit,params_BIDU_ILMN_z_stop_scaler,params_BIDU_ILMN_z_win,params_CHTR_MDLZ_beta_win,params_CHTR_MDLZ_stop_loss,params_CHTR_MDLZ_trade_freq,params_CHTR_MDLZ_z_entry,params_CHTR_MDLZ_z_exit,params_CHTR_MDLZ_z_stop_scaler,params_CHTR_MDLZ_z_win,params_CTSH_FAST_beta_win,params_CTSH_FAST_stop_loss,params_CTSH_FAST_trade_freq,params_CTSH_FAST_z_entry,params_CTSH_FAST_z_exit,params_CTSH_FAST_z_stop_scaler,params_CTSH_FAST_z_win,params_CTSH_TMUS_beta_win,params_CTSH_TMUS_stop_loss,params_CTSH_TMUS_trade_freq,params_CTSH_TMUS_z_entry,params_CTSH_TMUS_z_exit,params_CTSH_TMUS_z_stop_scaler,params_CTSH_TMUS_z_win,params_EBAY_NFLX_beta_win,params_EBAY_NFLX_stop_loss,params_EBAY_NFLX_trade_freq,params_EBAY_NFLX_z_entry,params_EBAY_NFLX_z_exit,params_EBAY_NFLX_z_stop_scaler,params_EBAY_NFLX_z_win,params_FAST_TMUS_beta_win,params_FAST_TMUS_stop_loss,params_FAST_TMUS_trade_freq,params_FAST_TMUS_z_entry,params_FAST_TMUS_z_exit,params_FAST_TMUS_z_stop_scaler,params_FAST_TMUS_z_win,params_GOOG_GOOGL_beta_win,params_GOOG_GOOGL_stop_loss,params_GOOG_GOOGL_trade_freq,params_GOOG_GOOGL_z_entry,params_GOOG_GOOGL_z_exit,params_GOOG_GOOGL_z_stop_scaler,params_GOOG_GOOGL_z_win,params_ILMN_NFLX_beta_win,params_ILMN_NFLX_stop_loss,params_ILMN_NFLX_trade_freq,params_ILMN_NFLX_z_entry,params_ILMN_NFLX_z_exit,params_ILMN_NFLX_z_stop_scaler,params_ILMN_NFLX_z_win,params_ILMN_PYPL_beta_win,params_ILMN_PYPL_stop_loss,params_ILMN_PYPL_trade_freq,params_ILMN_PYPL_z_entry,params_ILMN_PYPL_z_exit,params_ILMN_PYPL_z_stop_scaler,params_ILMN_PYPL_z_win,params_ILMN_SWKS_beta_win,params_ILMN_SWKS_stop_loss,params_ILMN_SWKS_trade_freq,params_ILMN_SWKS_z_entry,params_ILMN_SWKS_z_exit,params_ILMN_SWKS_z_stop_scaler,params_ILMN_SWKS_z_win,params_KLAC_TXN_beta_win,params_KLAC_TXN_stop_loss,params_KLAC_TXN_trade_freq,params_KLAC_TXN_z_entry,params_KLAC_TXN_z_exit,params_KLAC_TXN_z_stop_scaler,params_KLAC_TXN_z_win,params_LRCX_MCHP_beta_win,params_LRCX_MCHP_stop_loss,params_LRCX_MCHP_trade_freq,params_LRCX_MCHP_z_entry,params_LRCX_MCHP_z_exit,params_LRCX_MCHP_z_stop_scaler,params_LRCX_MCHP_z_win,params_LRCX_TXN_beta_win,params_LRCX_TXN_stop_loss,params_LRCX_TXN_trade_freq,params_LRCX_TXN_z_entry,params_LRCX_TXN_z_exit,params_LRCX_TXN_z_stop_scaler,params_LRCX_TXN_z_win,params_MSFT_PCAR_beta_win,params_MSFT_PCAR_stop_loss,params_MSFT_PCAR_trade_freq,params_MSFT_PCAR_z_entry,params_MSFT_PCAR_z_exit,params_MSFT_PCAR_z_stop_scaler,params_MSFT_PCAR_z_win,params_MTCH_REGN_beta_win,params_MTCH_REGN_stop_loss,params_MTCH_REGN_trade_freq,params_MTCH_REGN_z_entry,params_MTCH_REGN_z_exit,params_MTCH_REGN_z_stop_scaler,params_MTCH_REGN_z_win,params_MU_TXN_beta_win,params_MU_TXN_stop_loss,params_MU_TXN_trade_freq,params_MU_TXN_z_entry,params_MU_TXN_z_exit,params_MU_TXN_z_stop_scaler,params_MU_TXN_z_win,params_MU_XEL_beta_win,params_MU_XEL_stop_loss,params_MU_XEL_trade_freq,params_MU_XEL_z_entry,params_MU_XEL_z_exit,params_MU_XEL_z_stop_scaler,params_MU_XEL_z_win,params_NXPI_TXN_beta_win,params_NXPI_TXN_stop_loss,params_NXPI_TXN_trade_freq,params_NXPI_TXN_z_entry,params_NXPI_TXN_z_exit,params_NXPI_TXN_z_stop_scaler,params_NXPI_TXN_z_win,params_REGN_SBUX_beta_win,params_REGN_SBUX_stop_loss,params_REGN_SBUX_trade_freq,params_REGN_SBUX_z_entry,params_REGN_SBUX_z_exit,params_REGN_SBUX_z_stop_scaler,params_REGN_SBUX_z_win,params_REGN_TEAM_beta_win,params_REGN_TEAM_stop_loss,params_REGN_TEAM_trade_freq,params_REGN_TEAM_z_entry,params_REGN_TEAM_z_exit,params_REGN_TEAM_z_stop_scaler,params_REGN_TEAM_z_win,params_buffer_capital,params_pairs_to_trade,state
45,45,0.9792779701124888,2025-06-22 16:18:20.323309,2025-06-22 16:18:48.651973,0 days 00:00:28.328664,3056.0,0.035,2m,1.2,0.4,0.5,248.0,1288.0,0.01,5m,1.0,0.0,0.5,1000.0,2616,0.02,2m,2.4000000000000004,0.6000000000000001,1.5,224,5984.0,0.025,4m,3.0,1.0,1.5,144.0,4400,0.04,5m,1.8,0.6000000000000001,1.0,568,4984.0,0.01,5m,3.0,0.0,1.0,128.0,8104.0,0.01,5m,2.6,1.0,0.5,200.0,4240,0.045000000000000005,5m,1.8,0.4,0.5,632,2528,0.035,1m,2.8,0.8,2.0,136,5752.0,0.05,2m,1.8,0.0,1.5,1016.0,5856.0,0.04,5m,1.0,0.0,1.0,912.0,2352,0.015,2m,1.2,0.8,1.0,976,6088.0,0.035,3m,2.4000000000000004,0.6000000000000001,0.5,184.0,1976,0.03,4m,2.6,0.6000000000000001,0.5,136,1184.0,0.05,5m,2.4000000000000004,0.0,2.0,728.0,1416.0,0.01,1m,1.0,0.0,2.0,1008.0,7384,0.015,3m,3.0,0.8,0.5,736,3528.0,0.03,3m,2.2,0.6000000000000001,1.5,272.0,2912.0,0.045000000000000005,3m,2.0,0.2,1.0,856.0,7672,0.01,4m,1.4,0.8,1.0,480,4024,0.02,3m,1.0,0.8,1.0,880,7648,0.025,3m,1.6,0.0,0.5,504,8136.0,0.02,1m,1.4,0.4,0.5,864.0,4128.0,0.02,4m,1.4,0.4,1.0,480.0,7944.0,0.05,1m,3.0,0.0,0.5,1000.0,1160.0,0.045000000000000005,1m,3.0,0.0,0.5,128.0,,,,,,,,8168.0,0.05,3m,1.0,1.0,1.5,584.0,6624.0,0.02,1m,1.8,1.0,1.5,448.0,4264.0,0.01,5m,1.0,1.0,0.5,128.0,0.35000000000000003,29,COMPLETE
46,46,0.9988483287173952,2025-06-22 16:18:48.726324,2025-06-22 16:19:03.819582,0 days 00:00:15.093258,1632.0,0.045000000000000005,2m,1.8,0.2,0.5,128.0,,,,,,,,3168,0.01,2m,2.6,0.0,1.5,992,,,,,,,,5184,0.05,4m,1.4,0.2,0.5,792,,,,,,,,,,,,,,,3584,0.05,5m,2.2,0.2,0.5,784,1728,0.045000000000000005,1m,3.0,1.0,1.5,216,,,,,,,,7112.0,0.045000000000000005,5m,1.2,0.2,1.5,984.0,1936,0.02,2m,1.4,0.8,0.5,920,3584.0,0.025,3m,1.8,1.0,2.0,256.0,1600,0.025,4m,2.8,0.8,0.5,384,,,,,,,,,,,,,,,7840,0.01,3m,3.0,0.8,0.5,824,,,,,,,,,,,,,,,6240,0.015,2m,1.8,0.6000000000000001,0.5,712,2528,0.03,3m,1.6,0.6000000000000001,1.0,600,7272,0.025,5m,1.4,0.2,1.0,688,7248.0,0.025,2m,1.8,0.2,2.0,352.0,4968.0,0.02,4m,2.2,0.6000000000000001,0.5,592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5536.0,0.015,1m,1.6,0.6000000000000001,1.0,656.0,,,,,,,,0.2,16,COMPLETE
47,47,0.9894203860626878,2025-06-22 16:19:03.851144,2025-06-22 16:19:17.153017,0 days 00:00:13.301873,1024.0,0.04,2m,1.2,0.6000000000000001,0.5,720.0,,,,,,,,4536,0.02,2m,2.0,0.6000000000000001,1.5,896,,,,,,,,2840,0.045000000000000005,4m,1.6,0.2,2.0,856,,,,,,,,,,,,,,,4680,0.04,5m,2.0,0.0,0.5,680,3744,0.03,1m,2.8,0.8,1.0,360,,,,,,,,6600.0,0.035,2m,1.8,0.0,1.5,880.0,3136,0.025,4m,1.0,1.0,2.0,840,5576.0,0.035,5m,2.6,0.8,0.5,360.0,2480,0.025,5m,2.4000000000000004,0.4,2.0,296,,,,,,,,,,,,,,,5752,0.015,3m,2.8,0.6000000000000001,2.0,872,,,,,,,,,,,,,,,5592,0.02,4m,1.4,0.8,1.0,408,3704,0.015,3m,1.6,1.0,0.5,720,4296,0.015,3m,2.0,0.4,0.5,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5976.0,0.025,1m,2.0,0.8,2.0,392.0,,,,,,,,0.3,14,COMPLETE
48,48,0.9236135995339253,2025-06-22 16:19:17.207646,2025-06-22 16:19:31.976549,0 days 00:00:14.768903,2440.0,0.045000000000000005,2m,1.4,0.2,0.5,176.0,,,,,,,,2344,0.015,5m,2.8,0.4,1.5,144,,,,,,,,4328,0.03,4m,1.0,0.2,1.0,680,,,,,,,,,,,,,,,2704,0.05,2m,1.6,0.4,0.5,600,1184,0.04,3m,2.6,0.2,2.0,560,,,,,,,,5528.0,0.04,5m,1.0,0.2,1.0,696.0,2544,0.02,2m,1.4,1.0,1.0,720,1792.0,0.04,3m,2.0,0.8,0.5,288.0,3384,0.02,4m,3.0,0.6000000000000001,0.5,784,,,,,,,,,,,,,,,6656,0.01,3m,2.8,0.8,0.5,456,2312.0,0.035,4m,1.0,0.4,0.5,600.0,2688.0,0.045000000000000005,3m,1.0,0.2,0.5,992.0,7752,0.01,4m,1.2,0.6000000000000001,1.0,584,5016,0.03,5m,2.6,0.8,1.0,560,7936,0.02,3m,2.0,0.0,0.5,368,5704.0,0.035,5m,2.8,0.4,1.0,128.0,3000.0,0.01,4m,1.2,0.4,1.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4312.0,0.02,1m,1.8,1.0,1.5,520.0,,,,,,,,0.2,18,COMPLETE
49,49,0.9980379546696551,2025-06-22 16:19:32.017636,2025-06-22 16:19:44.293045,0 days 00:00:12.275409,1400.0,0.035,5m,2.0,0.4,1.0,232.0,,,,,,,,4816,0.03,2m,2.8,0.2,1.5,264,,,,,,,,3776,0.04,5m,1.8,0.4,1.5,984,,,,,,,,,,,,,,,1912,0.045000000000000005,5m,2.6,0.4,0.5,432,3072,0.035,1m,3.0,0.0,1.5,472,,,,,,,,,,,,,,,1280,0.01,2m,1.2,0.8,0.5,768,5776.0,0.03,4m,2.6,0.6000000000000001,1.0,128.0,1960,0.015,3m,2.0,0.8,0.5,216,,,,,,,,,,,,,,,7384,0.015,1m,3.0,1.0,0.5,664,,,,,,,,,,,,,,,7112,0.05,5m,1.6,0.8,1.0,512,5560,0.025,3m,2.0,1.0,1.0,808,7096,0.03,1m,2.6,0.2,1.0,424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,12,COMPLETE
50,50,0.9986042521831514,2025-06-22 16:19:44.324821,2025-06-22 16:20:08.083409,0 days 00:00:23.758588,3776.0,0.015,2m,2.0,0.6000000000000001,0.5,296.0,,,,,,,,4176,0.025,1m,2.6,0.2,2.0,424,6080.0,0.05,5m,1.0,0.2,0.5,768.0,1536,0.03,4m,1.2,0.6000000000000001,1.0,872,4968.0,0.03,1m,2.0,0.2,0.5,624.0,6672.0,0.01,2m,2.2,0.6000000000000001,0.5,448.0,6112,0.025,5m,1.8,0.6000000000000001,2.0,160,2736,0.04,1m,2.4000000000000004,0.8,2.0,936,1432.0,0.035,3m,1.8,0.4,1.5,1000.0,4512.0,0.045000000000000005,5m,1.6,0.0,2.0,752.0,3496,0.015,2m,1.0,0.6000000000000001,1.0,1024,4544.0,0.035,3m,2.4000000000000004,0.6000000000000001,1.5,424.0,4328,0.03,4m,1.2,1.0,0.5,400,3496.0,0.035,1m,2.4000000000000004,0.4,1.0,328.0,,,,,,,,6160,0.01,3m,2.8,0.6000000000000001,0.5,744,6824.0,0.015,3m,2.2,0.0,1.5,832.0,5144.0,0.04,4m,2.6,0.8,1.0,632.0,5424,0.03,4m,1.6,1.0,0.5,304,2504,0.03,3m,2.8,0.8,0.5,872,7608,0.025,5m,2.6,0.2,0.5,544,1928.0,0.045000000000000005,5m,1.2,0.6000000000000001,0.5,408.0,5104.0,0.03,4m,2.0,0.6000000000000001,0.5,576.0,,,,,,,,5096.0,0.035,4m,1.8,1.0,1.0,480.0,,,,,,,,3208.0,0.01,5m,2.0,0.2,1.0,848.0,3736.0,0.035,3m,2.4000000000000004,0.6000000000000001,0.5,752.0,7944.0,0.05,2m,1.2,1.0,2.0,976.0,0.25,26,COMPLETE
51,51,1.0292169005442375,2025-06-22 16:20:08.134661,2025-06-22 16:20:23.899476,0 days 00:00:15.764815,2064.0,0.045000000000000005,2m,1.6,0.4,0.5,176.0,,,,,,,,3768,0.015,2m,2.2,0.2,1.5,168,,,,,,,,4200,0.035,4m,1.6,1.0,1.0,616,,,,,,,,,,,,,,,5408,0.05,5m,1.8,0.2,0.5,248,2464,0.04,1m,2.8,0.6000000000000001,1.5,184,,,,,,,,6080.0,0.05,5m,1.4,0.0,1.5,880.0,1568,0.025,2m,1.6,0.8,0.5,960,5288.0,0.035,3m,2.2,0.8,0.5,216.0,2472,0.02,4m,2.2,0.6000000000000001,0.5,456,,,,,,,,,,,,,,,7072,0.015,3m,3.0,0.8,0.5,704,5176.0,0.025,2m,1.6,0.2,1.0,1024.0,,,,,,,,6424,0.02,4m,1.8,1.0,1.0,640,3528,0.025,3m,1.6,0.8,1.0,768,6888,0.03,3m,1.8,0.2,0.5,448,3112.0,0.04,3m,2.4000000000000004,0.8,1.5,688.0,5344.0,0.025,4m,1.8,0.8,0.5,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5632.0,0.015,1m,2.0,1.0,1.5,528.0,,,,,,,,0.25,17,COMPLETE
52,52,0.9993456310591624,2025-06-22 16:20:23.941466,2025-06-22 16:20:37.935384,0 days 00:00:13.993918,1792.0,0.045000000000000005,2m,1.8,0.4,0.5,176.0,,,,,,,,3800,0.01,2m,2.0,0.2,1.5,160,,,,,,,,3352,0.04,4m,1.6,1.0,1.0,600,,,,,,,,,,,,,,,5736,0.05,5m,2.0,0.2,0.5,240,1496,0.04,1m,2.8,0.6000000000000001,1.5,184,,,,,,,,5848.0,0.05,5m,1.2,0.0,1.5,984.0,1648,0.025,2m,1.8,1.0,0.5,976,5248.0,0.04,3m,1.8,1.0,0.5,208.0,1392,0.02,4m,2.4000000000000004,0.6000000000000001,0.5,496,,,,,,,,,,,,,,,7904,0.015,3m,3.0,0.8,0.5,808,,,,,,,,,,,,,,,6256,0.02,4m,2.0,1.0,1.0,624,3760,0.02,3m,1.4,0.8,1.0,776,6760,0.035,3m,1.8,0.2,0.5,480,,,,,,,,6168.0,0.02,4m,1.8,0.8,0.5,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328.0,0.015,1m,1.8,1.0,1.5,600.0,,,,,,,,0.3,15,COMPLETE
53,53,1.0246536136728075,2025-06-22 16:20:37.960409,2025-06-22 16:20:51.928319,0 days 00:00:13.967910,2088.0,0.05,2m,1.4,0.4,0.5,224.0,,,,,,,,4464,0.015,2m,2.2,0.0,1.5,232,,,,,,,,5024,0.045000000000000005,4m,1.4,1.0,1.0,568,,,,,,,,,,,,,,,6288,0.045000000000000005,5m,1.8,0.2,0.5,312,1984,0.035,1m,2.8,0.6000000000000001,1.5,128,,,,,,,,7528.0,0.045000000000000005,2m,1.4,0.2,1.0,840.0,2168,0.02,2m,1.8,0.8,0.5,888,6120.0,0.035,3m,2.2,0.8,0.5,472.0,2200,0.02,4m,2.2,0.6000000000000001,0.5,536,,,,,,,,,,,,,,,7632,0.015,3m,3.0,0.8,0.5,608,,,,,,,,,,,,,,,6936,0.025,4m,1.8,0.8,1.0,688,4272,0.025,3m,1.6,0.6000000000000001,1.0,736,7384,0.03,3m,1.4,0.4,0.5,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6488.0,0.01,1m,2.2,0.8,1.0,360.0,,,,,,,,0.2,14,COMPLETE
54,54,1.0298941805847324,2025-06-22 16:20:51.962531,2025-06-22 16:21:10.327603,0 days 00:00:18.365072,2328.0,0.05,1m,1.6,0.6000000000000001,0.5,168.0,,,,,,,,2608,0.02,2m,2.4000000000000004,0.2,1.5,272,,,,,,,,5768,0.035,2m,1.8,0.4,1.0,296,4120.0,0.02,5m,1.4,0.8,1.0,880.0,,,,,,,,4784,0.05,5m,1.6,0.0,0.5,736,2512,0.045000000000000005,1m,3.0,0.6000000000000001,1.5,224,,,,,,,,6912.0,0.04,5m,1.6,0.0,1.5,952.0,1928,0.025,4m,1.2,0.6000000000000001,0.5,920,6616.0,0.03,3m,2.4000000000000004,0.8,0.5,168.0,3080,0.015,4m,1.0,0.4,0.5,328,,,,,,,,,,,,,,,6832,0.01,4m,2.8,0.8,0.5,856,5272.0,0.025,2m,1.4,0.0,0.5,888.0,6720.0,0.025,2m,1.6,0.4,1.5,328.0,7504,0.015,4m,1.6,1.0,1.0,768,2928,0.03,1m,1.8,0.8,1.0,840,1392,0.02,3m,1.8,0.0,0.5,272,4152.0,0.05,3m,2.0,0.8,1.5,912.0,3728.0,0.025,4m,2.0,0.8,0.5,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6928.0,0.02,2m,1.6,1.0,1.5,632.0,,,,,,,,0.25,19,COMPLETE
55,55,0.9914026772092462,2025-06-22 16:21:10.384441,2025-06-22 16:21:29.199105,0 days 00:00:18.814664,2632.0,0.05,1m,1.6,0.6000000000000001,1.0,272.0,,,,,,,,2544,0.02,2m,2.4000000000000004,0.2,2.0,360,,,,,,,,5720,0.035,2m,1.8,0.6000000000000001,0.5,128,4336.0,0.02,5m,1.4,0.8,1.0,864.0,,,,,,,,5152,0.045000000000000005,2m,1.6,0.0,0.5,128,3256,0.045000000000000005,5m,3.0,0.6000000000000001,1.5,256,,,,,,,,6768.0,0.04,5m,1.6,0.2,1.0,936.0,2752,0.025,4m,1.2,0.6000000000000001,0.5,920,6704.0,0.03,1m,2.8,1.0,0.5,168.0,2688,0.015,4m,1.0,0.4,0.5,432,,,,,,,,,,,,,,,6784,0.02,4m,2.6,1.0,0.5,856,5384.0,0.025,2m,1.4,0.0,0.5,904.0,6800.0,0.025,2m,1.6,0.4,1.5,328.0,6024,0.02,4m,2.2,1.0,1.0,776,2144,0.03,1m,1.8,1.0,1.0,928,2088,0.02,3m,1.6,0.0,1.0,256,3040.0,0.05,3m,1.8,0.8,1.5,920.0,3760.0,0.025,4m,2.0,1.0,0.5,176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7120.0,0.025,2m,1.6,1.0,1.5,736.0,,,,,,,,0.35000000000000003,19,COMPLETE
56,56,0.9858891190490074,2025-06-22 16:21:29.251364,2025-06-22 16:21:52.234337,0 days 00:00:22.982973,3160.0,0.05,1m,1.8,0.6000000000000001,0.5,192.0,,,,,,,,2040,0.025,2m,2.6,0.0,1.0,216,1088.0,0.025,2m,2.6,1.0,1.5,336.0,5960,0.035,2m,2.0,0.8,1.0,208,2352.0,0.02,5m,1.4,0.8,1.5,816.0,,,,,,,,4928,0.05,5m,1.6,0.0,0.5,200,2568,0.05,3m,3.0,0.4,1.5,224,6264.0,0.035,2m,2.2,0.2,0.5,712.0,7104.0,0.04,4m,1.8,0.4,1.5,792.0,1400,0.025,4m,1.4,0.4,0.5,824,6336.0,0.03,3m,2.0,0.8,0.5,256.0,3080,0.015,5m,1.0,0.4,0.5,336,2232.0,0.025,5m,1.6,1.0,1.5,720.0,,,,,,,,5944,0.035,4m,2.8,0.6000000000000001,0.5,952,3896.0,0.025,2m,1.6,0.2,0.5,696.0,7136.0,0.015,2m,2.0,0.6000000000000001,1.5,384.0,8072,0.015,1m,1.8,1.0,1.0,824,3096,0.03,1m,2.0,0.6000000000000001,1.0,832,1248,0.02,3m,2.0,0.0,1.0,224,4120.0,0.045000000000000005,3m,2.0,0.8,1.5,832.0,4008.0,0.025,4m,2.0,0.8,1.0,296.0,,,,,,,,,,,,,,,,,,,,,,6000.0,0.03,1m,2.6,0.6000000000000001,2.0,464.0,7000.0,0.03,2m,1.6,1.0,2.0,648.0,,,,,,,,0.3,23,COMPLETE
57,57,0.9486544150107576,2025-06-22 16:21:52.300885,2025-06-22 16:22:10.737143,0 days 00:00:18.436258,2192.0,0.05,1m,2.0,0.6000000000000001,0.5,224.0,,,,,,,,3072,0.02,3m,2.0,0.2,1.5,304,,,,,,,,4448,0.03,2m,1.8,0.0,1.0,296,,,,,,,,,,,,,,,5544,0.045000000000000005,5m,2.0,0.0,0.5,336,3736,0.045000000000000005,1m,1.4,0.6000000000000001,1.5,312,,,,,,,,6568.0,0.035,5m,2.0,0.0,1.0,968.0,2416,0.03,4m,1.6,0.6000000000000001,1.0,648,5832.0,0.04,5m,2.6,0.4,1.0,376.0,3752,0.015,4m,1.2,0.4,0.5,256,,,,,,,,,,,,,,,7280,0.015,4m,2.6,0.8,0.5,768,5416.0,0.035,2m,1.8,0.0,1.0,960.0,1120.0,0.025,2m,1.0,0.2,1.0,520.0,5168,0.025,2m,2.0,1.0,1.0,736,2904,0.035,1m,2.2,0.8,1.5,688,2768,0.035,1m,2.2,0.0,0.5,344,5288.0,0.04,3m,2.4000000000000004,1.0,2.0,936.0,4656.0,0.03,5m,1.6,1.0,0.5,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5960.0,0.02,2m,2.0,1.0,2.0,976.0,,,,,,,,0.2,18,COMPLETE
58,58,0.9948568534133335,2025-06-22 16:22:10.775031,2025-06-22 16:22:30.788846,0 days 00:00:20.013815,2880.0,0.045000000000000005,1m,1.6,0.4,1.0,176.0,,,,,,,,3224,0.02,5m,2.4000000000000004,1.0,1.5,160,,,,,,,,6504,0.03,2m,1.4,0.8,1.5,504,5456.0,0.035,5m,2.0,0.8,0.5,920.0,,,,,,,,5832,0.04,1m,1.6,0.6000000000000001,0.5,952,2944,0.05,1m,3.0,0.6000000000000001,2.0,648,,,,,,,,1048.0,0.04,5m,1.4,0.0,1.5,744.0,1944,0.035,4m,1.2,0.6000000000000001,1.5,936,6552.0,0.025,3m,2.6,0.8,0.5,176.0,2568,0.01,3m,1.0,0.4,1.0,928,,,,,,,,,,,,,,,5472,0.05,4m,2.8,1.0,0.5,976,5424.0,0.015,2m,1.4,0.4,0.5,856.0,5136.0,0.035,2m,1.6,0.0,1.5,616.0,7520,0.01,5m,1.2,0.6000000000000001,0.5,696,4608,0.03,1m,1.8,1.0,0.5,992,6360,0.015,3m,1.2,0.4,0.5,272,3104.0,0.045000000000000005,3m,2.8,0.6000000000000001,1.5,680.0,2424.0,0.015,4m,2.4000000000000004,0.8,1.0,360.0,,,,,,,,,,,,,,,,,,,,,,3168.0,0.02,3m,2.0,0.2,1.0,624.0,5032.0,0.02,2m,1.0,0.8,1.0,296.0,,,,,,,,0.15000000000000002,20,COMPLETE
59,59,1.0096201876592181,2025-06-22 16:22:30.836548,2025-06-22 16:22:47.107908,0 days 00:00:16.271360,1312.0,0.04,1m,1.8,0.2,0.5,1008.0,,,,,,,,2632,0.025,2m,2.2,0.2,1.0,408,,,,,,,,5384,0.02,1m,1.6,0.2,1.0,632,,,,,,,,,,,,,,,4240,0.05,5m,1.8,0.4,0.5,256,4160,0.04,2m,3.0,0.4,1.0,400,,,,,,,,5384.0,0.05,2m,1.6,0.2,1.0,832.0,7312,0.025,1m,1.2,0.4,0.5,784,4920.0,0.035,4m,2.8,0.6000000000000001,0.5,336.0,2152,0.02,4m,1.2,0.6000000000000001,0.5,616,,,,,,,,,,,,,,,6904,0.02,4m,2.6,0.6000000000000001,1.0,864,6616.0,0.03,2m,1.2,0.2,1.0,704.0,,,,,,,,4376,0.015,4m,2.2,0.0,1.0,648,1760,0.025,5m,2.4000000000000004,0.8,1.0,624,4976,0.03,5m,1.8,0.0,0.5,288,4128.0,0.05,3m,2.0,1.0,1.0,632.0,3136.0,0.02,4m,2.2,0.6000000000000001,0.5,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2888.0,0.01,4m,2.4000000000000004,1.0,1.5,544.0,,,,,,,,0.2,17,COMPLETE
